dealer_id,dealer_class,first_seen_d,last_seen_d,valid_from,valid_to,active_days_struct,n_members_struct,n_tables_struct,grain_key,six_layer_status,ucc_class,admit_to_risk_decision,audit_rn,run_id,snapshot_sync_time
2267,REAL,2026-04-04,2026-08-06,2026-04-04,2026-08-06,107,44473,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,253,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2268,REAL,2026-07-23,2026-07-24,2026-07-23,2026-07-24,2,1249,2,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,254,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2271,REAL,2026-04-20,2026-08-06,2026-04-20,2026-08-06,94,40666,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,255,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2272,REAL,2026-05-14,2026-07-15,2026-05-14,2026-07-15,5,2829,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,256,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2273,REAL,2026-04-08,2026-07-19,2026-04-08,2026-07-19,4,1720,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,257,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2274,REAL,2026-05-14,2026-07-20,2026-05-14,2026-07-20,6,3621,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,258,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2276,REAL,2026-05-27,2026-08-02,2026-05-27,2026-08-02,38,18345,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,259,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2278,REAL,2026-05-29,2026-08-06,2026-05-29,2026-08-06,47,21628,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,260,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2279,REAL,2026-06-04,2026-06-04,2026-06-04,2026-06-04,1,12,1,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,261,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2280,REAL,2026-06-04,2026-08-03,2026-06-04,2026-08-03,57,27892,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,262,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2281,REAL,2026-06-09,2026-08-06,2026-06-09,2026-08-06,36,31644,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,263,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2285,REAL,2026-06-19,2026-06-19,2026-06-19,2026-06-19,1,1,1,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,264,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2287,REAL,2026-06-10,2026-08-03,2026-06-10,2026-08-03,49,23597,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,265,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2288,REAL,2026-06-24,2026-08-06,2026-06-24,2026-08-06,27,23192,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,266,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2289,REAL,2026-07-08,2026-08-05,2026-07-08,2026-08-05,26,14560,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,267,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2290,REAL,2026-07-13,2026-08-01,2026-07-13,2026-08-01,2,9,2,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,268,A168_HF9F_20260827_0900,2026-08-27 09:00:00
462,REAL,2026-03-22,2026-08-06,2026-03-22,2026-08-06,122,58213,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,269,A168_HF9F_20260827_0900,2026-08-27 09:00:00
471,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,91,38647,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,270,A168_HF9F_20260827_0900,2026-08-27 09:00:00
526,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,111,47477,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,271,A168_HF9F_20260827_0900,2026-08-27 09:00:00
529,REAL,2026-03-22,2026-08-06,2026-03-22,2026-08-06,108,48604,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,272,A168_HF9F_20260827_0900,2026-08-27 09:00:00
532,REAL,2026-04-15,2026-05-10,2026-04-15,2026-05-10,2,42,2,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,273,A168_HF9F_20260827_0900,2026-08-27 09:00:00
550,REAL,2026-03-22,2026-08-05,2026-03-22,2026-08-05,120,54396,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,274,A168_HF9F_20260827_0900,2026-08-27 09:00:00
576,REAL,2026-04-22,2026-07-30,2026-04-22,2026-07-30,11,5061,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,275,A168_HF9F_20260827_0900,2026-08-27 09:00:00
583,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,127,52285,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,276,A168_HF9F_20260827_0900,2026-08-27 09:00:00
595,REAL,2026-03-23,2026-08-06,2026-03-23,2026-08-06,110,46966,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,277,A168_HF9F_20260827_0900,2026-08-27 09:00:00
598,REAL,2026-03-27,2026-07-23,2026-03-27,2026-07-23,8,4285,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,278,A168_HF9F_20260827_0900,2026-08-27 09:00:00
626,REAL,2026-04-02,2026-07-27,2026-04-02,2026-07-27,5,3730,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,279,A168_HF9F_20260827_0900,2026-08-27 09:00:00
627,REAL,2026-04-26,2026-07-24,2026-04-26,2026-07-24,10,4196,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,280,A168_HF9F_20260827_0900,2026-08-27 09:00:00
752,REAL,2026-03-23,2026-08-06,2026-03-23,2026-08-06,109,44250,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,281,A168_HF9F_20260827_0900,2026-08-27 09:00:00
759,REAL,2026-03-22,2026-07-26,2026-03-22,2026-07-26,4,2857,3,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,282,A168_HF9F_20260827_0900,2026-08-27 09:00:00
763,REAL,2026-03-23,2026-08-04,2026-03-23,2026-08-04,109,46185,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,283,A168_HF9F_20260827_0900,2026-08-27 09:00:00
772,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,102,46722,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,284,A168_HF9F_20260827_0900,2026-08-27 09:00:00
789,REAL,2026-03-23,2026-08-06,2026-03-23,2026-08-06,114,46973,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,285,A168_HF9F_20260827_0900,2026-08-27 09:00:00
796,REAL,2026-04-07,2026-07-29,2026-04-07,2026-07-29,6,3349,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,286,A168_HF9F_20260827_0900,2026-08-27 09:00:00
801,REAL,2026-04-28,2026-07-27,2026-04-28,2026-07-27,14,5782,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,287,A168_HF9F_20260827_0900,2026-08-27 09:00:00
878,REAL,2026-04-21,2026-04-21,2026-04-21,2026-04-21,1,5,1,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,288,A168_HF9F_20260827_0900,2026-08-27 09:00:00
879,REAL,2026-04-22,2026-04-22,2026-04-22,2026-04-22,1,1,1,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,289,A168_HF9F_20260827_0900,2026-08-27 09:00:00
915,REAL,2026-03-29,2026-08-04,2026-03-29,2026-08-04,11,6094,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,290,A168_HF9F_20260827_0900,2026-08-27 09:00:00
919,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,116,50860,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,291,A168_HF9F_20260827_0900,2026-08-27 09:00:00
925,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,112,46497,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,292,A168_HF9F_20260827_0900,2026-08-27 09:00:00
948,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,116,50521,8,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,293,A168_HF9F_20260827_0900,2026-08-27 09:00:00
969,REAL,2026-04-05,2026-08-04,2026-04-05,2026-08-04,9,3362,6,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,294,A168_HF9F_20260827_0900,2026-08-27 09:00:00
970,REAL,2026-03-21,2026-08-06,2026-03-21,2026-08-06,70,60170,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,295,A168_HF9F_20260827_0900,2026-08-27 09:00:00
986,REAL,2026-03-21,2026-08-05,2026-03-21,2026-08-05,89,67658,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,296,A168_HF9F_20260827_0900,2026-08-27 09:00:00
987,REAL,2026-03-25,2026-08-06,2026-03-25,2026-08-06,103,41036,7,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,297,A168_HF9F_20260827_0900,2026-08-27 09:00:00
989,REAL,2026-03-29,2026-07-31,2026-03-29,2026-07-31,10,5600,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,298,A168_HF9F_20260827_0900,2026-08-27 09:00:00
993,REAL,2026-04-20,2026-07-30,2026-04-20,2026-07-30,11,4258,5,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,299,A168_HF9F_20260827_0900,2026-08-27 09:00:00
994,REAL,2026-03-21,2026-08-04,2026-03-21,2026-08-04,63,60786,4,DEALER,NO_SIX_LAYER_BLOCK,DICTIONARY_NO_AXIS · 依UCC字典表应有轴=[]之律，本件不产出任何E/T/R/Q/TS/C/M/E2轴之量,FALSE,300,A168_HF9F_20260827_0900,2026-08-27 09:00:00
