window_id,bet_ip,n_member_raw,n_member_eff,n_prof_A,n_prof_B,n_prof_C,n_orders,n_rounds,stake,net_pnl,game_pnl,share_p50,share_p90,rn
W1,42.113.203.5,28,5,1,1,1,396,283,32074.2556772766,-3447.8711659375,-3447.8711659375,0.04134615138173103,0.8499994277954102,7447
W1,42.113.203.56,31,5,2,3,3,430,355,11928.3392772455,-1131.9181161373,-1131.9181161373,0.022538600489497185,0.688636302947998,7448
W1,42.113.203.61,30,5,1,2,2,740,349,38763.7535506968,-1071.7049484058,-1071.7049484058,0.023324549198150635,0.699999988079071,7449
W1,42.113.203.62,32,5,3,2,2,457,345,23081.0086421099,-4179.8017129819,-4179.8017129819,0.004481700249016285,0.07833597809076309,7450
W1,42.113.203.73,26,5,0,1,1,433,355,16391.1675081219,-2146.7907727384,-2146.7907727384,0.011864599771797657,0.9215683341026306,7451
W1,42.113.203.96,26,5,1,3,3,882,819,37345.9365611436,-1247.0817883571,-1247.0817883571,0.009370250627398491,0.21644508838653564,7452
W1,42.113.216.43,6,5,2,1,1,1458,521,12545.5347413622,-992.9297909108,-992.9297909108,0.34100964665412903,0.5529628992080688,7453
W1,42.113.218.128,7,5,2,2,2,454,439,21527.2570616552,2914.4136880901,2914.4136880901,0.08936169743537903,0.83292156457901,7454
W1,42.113.248.107,20,5,0,2,2,410,340,12232.1809299190,-267.9590777934,-267.9590777934,0.013874750584363937,1.0,7455
W1,42.113.248.113,19,5,1,4,4,522,510,20924.8505351831,2833.7817547067,2833.7817547067,0.016388600692152977,0.7142859697341919,7456
W1,42.113.248.118,28,5,1,4,4,676,391,25484.0704690446,1513.8422329407,1513.8422329407,0.03358964994549751,0.3147171139717102,7457
W1,42.113.248.123,24,5,1,3,3,536,375,35313.3415261337,-3582.9857589582,-3582.9857589582,0.014980800449848175,0.1502869427204132,7458
W1,42.113.248.128,24,5,1,1,1,404,340,38776.6075144967,-190.9183840159,-190.9183840159,0.008600300177931786,1.0,7459
W1,42.113.248.130,25,5,1,2,2,419,374,58537.8424414333,-12801.6580230386,-12801.6580230386,0.00845550000667572,1.0,7460
W1,42.113.248.132,22,5,0,4,4,542,332,15439.5576905564,959.3800377690,959.3800377690,0.012757699936628342,0.34470370411872864,7461
W1,42.113.248.141,21,5,2,2,2,395,342,19981.3992414928,643.7695594560,643.7695594560,0.005356600042432547,1.0,7462
W1,42.113.248.143,23,5,1,2,2,373,346,22631.9464927731,-4342.6616572689,-4342.6616572689,0.006925700232386589,0.5999994277954102,7463
W1,42.113.248.148,19,5,1,4,4,535,432,22959.1894206441,-257.9469373865,-257.9469373865,0.018143199384212494,0.46923089027404785,7464
W1,42.113.248.158,21,5,1,3,3,500,432,21510.5122343813,331.7970842157,331.7970842157,0.018333299085497856,0.557532012462616,7465
W1,42.113.248.173,10,5,0,3,3,290,250,10846.5657832072,701.3298155386,701.3298155386,0.004374300129711628,0.5279034376144409,7466
W1,42.113.248.179,19,5,2,5,5,325,292,16077.5242339285,3102.4012852537,3102.4012852537,0.01796410046517849,0.27142858505249023,7467
W1,42.113.248.18,35,5,2,1,1,739,552,15405.7209896817,-414.4536102309,-414.4536102309,0.00783970020711422,0.3333333134651184,7468
W1,42.113.248.185,23,5,1,4,4,589,554,14221.7467017468,-854.6746765030,-854.6746765030,0.01040829997509718,0.042479828000068665,7469
W1,42.113.248.190,20,5,2,3,3,485,380,27674.1484207616,-2550.5877871832,-2550.5877871832,0.022627700120210648,0.8428571224212646,7470
W1,42.113.248.197,27,5,0,1,1,397,290,24524.7015157528,-1520.2703948259,-1520.2703948259,0.007968099787831306,0.3238094449043274,7471
W1,42.113.248.20,25,5,0,2,2,329,269,22838.7732753669,1793.4411626124,1793.4411626124,0.008148799650371075,1.0,7472
W1,42.113.248.233,38,5,0,2,2,575,437,41692.7908435638,7353.3194440985,7353.3194440985,0.01388890016824007,0.2168605625629425,7473
W1,42.113.248.237,22,5,0,3,3,531,449,23238.8988970865,260.0813884056,260.0813884056,0.06539399921894073,0.7315685749053955,7474
W1,42.113.248.244,22,5,1,3,3,375,265,13764.7239706525,-795.2204701375,-795.2204701375,0.03182955086231232,0.8249998092651367,7475
W1,42.113.248.26,15,5,0,3,3,1007,595,26866.9049824959,2347.2397885352,2347.2397885352,0.020586300641298294,0.25,7476
W1,42.113.248.29,22,5,0,4,4,409,366,29188.2868577445,905.0989783436,905.0989783436,0.011450700461864471,0.08627937734127045,7477
W1,42.113.248.64,16,5,0,1,1,641,318,12595.6223836746,-173.9511960551,-173.9511960551,0.02415749989449978,0.9499998092651367,7478
W1,42.113.248.67,28,5,1,2,2,480,306,25207.7342853271,-2156.0087141213,-2156.0087141213,0.0077393497340381145,0.4912867546081543,7479
W1,42.113.248.74,19,5,2,3,3,369,269,33519.9274855412,5466.1365366363,5466.1365366363,0.011235999874770641,0.23809531331062317,7480
W1,42.113.248.76,27,5,1,3,3,409,313,37481.8511222532,839.1010208764,839.1010208764,0.018017999827861786,0.8293262720108032,7481
W1,42.113.248.84,20,5,0,1,1,219,123,13163.7921024938,-974.3033205539,-974.3033205539,0.022226599976420403,1.0,7482
W1,42.113.248.89,31,5,1,1,1,797,452,30893.2209935607,-1430.3243862883,-1430.3243862883,0.011102300137281418,0.5333330035209656,7483
W1,42.113.248.9,22,5,3,0,0,476,255,20065.1835036164,-2663.4526064380,-2663.4526064380,0.023771850392222404,0.7199996709823608,7484
W1,42.113.248.96,23,5,0,2,2,420,273,16944.0806104813,39.9557030155,39.9557030155,0.018610399216413498,0.4666658937931061,7485
W1,42.114.171.252,10,5,4,4,4,500,435,13260.1311320081,188.5088342923,188.5088342923,0.46306312084198,1.0,7486
W1,42.114.200.56,7,5,4,3,3,658,641,65791.3889142973,3246.5513948832,3246.5513948832,0.3650442063808441,0.7031561136245728,7487
W1,42.114.201.190,10,5,3,4,4,344,341,7578.6058285317,204.4419209085,204.4419209085,0.26985496282577515,0.9600000381469727,7488
W1,42.114.26.142,6,5,1,1,1,679,592,12334.8619019066,-769.4568927695,-769.4568927695,0.0610104501247406,0.23367422819137573,7489
W1,42.114.44.103,22,5,0,3,3,365,248,44870.2889163361,6823.0584726457,6823.0584726457,0.01055814977735281,0.6499996185302734,7490
W1,42.114.44.116,28,5,1,4,4,805,708,40496.3754304131,1909.4731189697,1909.4731189697,0.012253349646925926,0.8714280724525452,7491
W1,42.114.44.121,26,5,2,4,4,425,300,22005.2098884358,1476.1989880184,1476.1989880184,0.012984899803996086,0.3166666030883789,7492
W1,42.114.44.129,31,5,1,3,3,382,267,45330.6564999998,-12200.3890964236,-12200.3890964236,0.00757580017670989,0.31807780265808105,7493
