member_id,bet_month,n_orders,n_validbet_dbnull,n_validbet_blank,n_validbet_true_zero,n_validbet_positive,sum_valid_bet,sum_stake,sum_game_pnl,sum_rebate,n_no_commission,n_rounds,n_hedge_rounds,n_equal_hedge,n_zero_pnl_rounds,n_tables
149636715,2026-05-01,40,0,0,40,0,0E-10,9706.2881361331,-75.2425436914,0E-10,0,20,20,19,14,13
149636925,2026-05-01,62,0,0,62,0,0E-10,8043.1684635162,-71.3506879833,0E-10,0,31,31,31,20,12
149636936,2026-05-01,48,0,0,48,0,0E-10,9755.5849751008,-98.5936779398,0E-10,0,24,24,24,14,9
149636945,2026-05-01,48,0,0,48,0,0E-10,9599.9107467770,-88.2153960520,0E-10,0,24,24,24,16,6
149637447,2026-05-01,70,0,0,70,0,0E-10,9340.4536995672,-110.2692450651,0E-10,0,35,35,35,19,6
149638271,2026-05-01,42,0,0,42,0,0E-10,8821.5396051444,-127.1339531330,0E-10,0,21,21,21,9,14
149649543,2026-05-01,32,0,0,32,0,0E-10,1176.3470223720,-14.7043377796,0E-10,0,16,16,16,8,6
149668090,2026-05-01,223,0,0,21,202,1048.2071506402,1157.1791811523,0E-10,0E-10,0,223,0,0,21,29
149678618,2026-05-01,52,0,0,52,0,0E-10,47400.0000000000,-555.0000000000,0E-10,0,26,26,26,14,10
149705292,2026-05-01,36,0,0,5,31,163.4580457682,189.4037673187,0E-10,0E-10,0,36,0,0,5,8
149730973,2026-05-01,68,0,0,68,0,0E-10,9963.1506128708,-103.7828188842,0E-10,0,34,34,34,20,10
149752891,2026-05-01,180,0,0,18,162,840.6413782362,934.0459758180,0E-10,0E-10,0,179,0,0,19,29
149762300,2026-05-01,233,0,0,17,216,1151.9900368422,1240.2054901139,0E-10,0E-10,0,233,0,0,17,29
149769603,2026-05-01,62,0,0,62,0,0E-10,11727.4585338982,-166.0525102144,0E-10,0,31,31,31,14,14
149771174,2026-05-01,66,0,0,66,0,0E-10,10378.2818884066,-111.5665303003,0E-10,0,33,33,33,19,9
149772518,2026-05-01,10,0,0,2,8,209.4972067040,261.8715083800,-104.7486033520,0E-10,0,10,0,0,2,10
149772518,2026-06-01,17,0,0,3,14,362.6316698326,440.3384562253,-259.0226213090,0E-10,0,17,0,0,3,17
149772518,2026-07-01,184,0,0,22,162,7017.2398856448,7970.1983886336,0E-10,0E-10,0,183,0,0,22,29
149772665,2026-05-01,58,0,0,58,0,0E-10,11104.7616205938,-119.3502417166,0E-10,0,29,29,29,16,16
149774614,2026-05-01,64,0,0,64,0,0E-10,9911.2592034284,-124.5393826608,0E-10,0,32,32,32,16,6
149775927,2026-05-01,68,0,0,68,0,0E-10,10274.4990695228,-127.1339531329,0E-10,0,34,34,34,17,10
149777174,2026-05-01,60,0,0,60,0,0E-10,10482.0647072900,-147.8905169097,0E-10,0,30,30,30,13,16
149780238,2026-05-01,58,0,0,58,0,0E-10,10118.8248411952,-138.8095202573,0E-10,0,29,29,29,14,6
149811574,2026-05-01,72,0,0,72,0,0E-10,10222.6076600816,-94.7018222322,0E-10,0,36,36,36,23,12
149813851,2026-05-01,46,0,0,46,0,0E-10,10378.2818884070,-72.6479732192,0E-10,0,23,23,23,17,16
149814956,2026-05-01,76,0,0,76,0,0E-10,9859.3677939876,-123.2420974257,0E-10,0,38,38,38,19,6
149815512,2026-05-01,78,0,0,78,0,0E-10,10118.8248411978,-97.2963927045,0E-10,0,39,39,39,24,6
149816225,2026-05-01,42,0,0,42,0,0E-10,10326.3904789656,-57.0805503865,0E-10,0,21,21,21,16,16
149816475,2026-05-01,75,0,0,75,0,0E-10,9781.5306798245,-118.0529564814,0E-10,0,38,37,37,20,6
149817208,2026-05-01,76,0,0,76,0,0E-10,9859.3677939876,-103.7828188848,0E-10,0,38,38,38,22,6
149818074,2026-05-01,78,0,0,78,0,0E-10,10118.8248411978,-123.2420974257,0E-10,0,39,39,39,20,6
149825973,2026-05-01,66,0,0,66,0,0E-10,11675.5671244566,-142.7013759655,0E-10,0,33,33,33,17,14
149829323,2026-05-01,70,0,0,70,0,0E-10,9755.5849751024,-140.1068054934,0E-10,0,35,35,35,16,15
149830090,2026-05-01,78,0,0,78,0,0E-10,11416.1100772476,-101.1882484119,0E-10,0,39,39,39,25,18
149831459,2026-05-01,56,0,0,56,0,0E-10,11104.7616205942,-124.5393826608,0E-10,0,28,28,28,15,19
149878274,2026-05-01,214,0,0,14,200,1037.8288620200,1110.4768823614,0E-10,0E-10,0,214,0,0,14,28
149904896,2026-05-01,538,0,0,48,490,2542.6807119490,2791.7596388338,0E-10,0E-10,0,538,0,0,48,29
150185458,2026-05-01,178,0,0,14,164,851.0196668564,923.6676871978,0E-10,0E-10,0,178,0,0,14,29
150215085,2026-05-01,181,0,0,15,166,861.3979554766,939.2351201281,0E-10,0E-10,0,180,0,0,16,29
150235293,2026-05-01,157,0,0,15,142,736.8584920342,814.6956566857,0E-10,0E-10,0,157,0,0,15,29
150328697,2026-05-01,11,0,0,0,11,136.5402793821,141.7918285891,-21.0061968281,0E-10,11,11,0,0,0,8
150328697,2026-06-01,15,0,0,1,14,249.2574206016,280.4145981767,-20.7714517168,0E-10,15,15,0,0,1,6
150328697,2026-07-01,37,0,0,4,33,725.5855782202,826.7587785636,0E-10,0E-10,37,36,0,0,3,13
150360014,2026-05-01,236,0,0,24,212,1131.2334596018,1266.1512116644,0E-10,0E-10,0,236,0,0,24,29
150405016,2026-05-01,1079,0,0,45,1034,78598.0000000000,86191.0000000000,173.8000000000,0E-10,0,460,1,0,13,28
150405016,2026-06-01,45,0,0,2,43,3295.0000000000,3450.0000000000,0E-10,0E-10,0,16,0,0,1,5
150550271,2026-05-01,58,0,0,3,55,1160.0000000000,1220.0000000000,0E-10,0E-10,0,58,0,0,3,12
150625176,2026-05-01,30,0,0,4,26,109.2322235056,126.0371809680,0E-10,0E-10,0,30,0,0,4,2
150660389,2026-05-01,381,0,0,47,334,866.5870998034,988.5319910931,0E-10,0E-10,0,381,0,0,47,29
150747469,2026-05-01,99,0,0,9,90,994.8527185428,1221.9386651668,0E-10,0E-10,0,99,0,0,9,23
150747469,2026-06-01,2,0,0,0,2,21.5303793652,21.5303793652,0E-10,0E-10,0,2,0,0,0,2
150756310,2026-05-01,35,0,0,3,32,119.7353219196,130.2384203336,0E-10,0E-10,34,35,0,0,3,7
150815427,2026-05-01,32,0,0,2,30,233.5114939560,249.0789268864,0E-10,0E-10,0,32,0,0,2,1
150853402,2026-06-01,57,0,0,1,56,174.4801944209,179.6730573501,0E-10,0E-10,0,13,0,0,2,1
150859934,2026-06-01,32,0,0,1,31,997.7627484764,1074.9093527400,0E-10,0E-10,0,16,0,0,0,5
150968424,2026-06-01,250,0,0,18,232,1193.2008126088,1285.7767377250,0E-10,0E-10,0,248,0,0,19,29
150972711,2026-06-01,252,0,0,19,233,1203.4870265106,1301.2060585777,0E-10,0E-10,0,251,0,0,20,29
150998999,2026-06-01,55,0,0,3,52,572.3531418904,605.3735154610,0E-10,0E-10,55,55,0,0,3,6
151146932,2026-06-01,178,0,0,21,157,812.6108982422,920.6161442111,0E-10,0E-10,0,178,0,0,21,29
151154074,2026-06-01,173,0,0,19,154,792.0384704386,889.7575025057,0E-10,0E-10,0,173,0,0,19,29
151171007,2026-06-01,28,0,0,28,0,0E-10,290.8003240352,-4.1542903432,0E-10,0,14,14,14,6,11
151171007,2026-07-01,34,0,0,34,0,0E-10,347.4635163308,-4.5987818337,0E-10,0,17,17,17,8,11
151171007,2026-08-01,4,0,0,4,0,0E-10,40.4073056408,-0.5050913205,0E-10,0,2,2,2,1,2
151171374,2026-06-01,24,0,0,24,0,0E-10,249.2574206016,-1.5578588787,0E-10,0,12,12,12,9,8
151171374,2026-07-01,34,0,0,34,0,0E-10,347.4635163308,-5.1097575930,0E-10,0,17,17,17,7,12
151182422,2026-06-01,92,0,0,92,0,0E-10,2387.0548407056,-26.4420482710,0E-10,0,46,46,46,25,14
151182422,2026-07-01,124,0,0,124,0,0E-10,3166.8728199620,-40.8604074276,0E-10,0,62,62,62,31,16
151182422,2026-08-01,22,0,0,22,0,0E-10,505.0913205100,-6.0610958460,0E-10,0,11,11,11,6,5
151191910,2026-06-01,38,0,0,38,0,0E-10,394.6575826192,-3.6350040503,0E-10,0,19,19,19,12,14
151191910,2026-07-01,54,0,0,54,0,0E-10,551.8538200548,-6.1317091116,0E-10,0,27,27,27,15,18
151191910,2026-08-01,10,0,0,10,0,0E-10,101.0182641020,-1.0101826410,0E-10,0,5,5,5,3,5
151212512,2026-06-01,91,0,0,90,1,2.0771451717,2282.7825436731,-31.6764638683,0E-10,0,46,45,45,24,18
151212512,2026-07-01,118,0,0,118,0,0E-10,3086.2935862300,-40.2648898332,0E-10,0,59,59,59,25,18
151212512,2026-08-01,20,0,0,20,0,0E-10,525.2949733310,-7.8794246001,0E-10,0,10,10,10,4,6
151212848,2026-06-01,96,0,0,96,0,0E-10,2392.8712377720,-27.5221735250,0E-10,0,48,48,48,23,17
151212848,2026-07-01,126,0,0,126,0,0E-10,3200.7521563154,-54.7766013980,0E-10,0,63,63,63,26,19
151212848,2026-08-01,20,0,0,20,0,0E-10,468.7247454338,-2.7274931308,0E-10,0,10,10,10,7,7
151247925,2026-06-01,38,0,0,38,0,0E-10,394.6575826192,-3.6350040503,0E-10,0,19,19,19,12,13
151247925,2026-07-01,54,0,0,54,0,0E-10,551.8538200548,-4.5987818337,0E-10,0,27,27,27,18,15
151247925,2026-08-01,10,0,0,10,0,0E-10,101.0182641020,-1.5152739615,0E-10,0,5,5,5,2,3
151277480,2026-06-01,183,0,0,9,174,894.9006094566,941.1885720147,0E-10,0E-10,0,183,0,0,9,29
151410185,2026-06-01,57,0,0,0,57,288.0139892513,288.0139892513,43.0735207136,0E-10,0,14,0,0,0,1
151410185,2026-07-01,32,0,0,0,32,82.6168899904,82.6168899904,0E-10,0E-10,0,7,0,0,0,1
151562904,2026-06-01,193,0,0,15,178,936.0454650638,1013.1920693273,0E-10,0E-10,0,193,0,0,15,29
151641172,2026-06-01,231,0,0,23,208,1069.7662457872,1188.0577056579,0E-10,0E-10,0,231,0,0,23,29
151659765,2026-06-01,30,0,0,30,0,0E-10,915.2132619592,-9.9292004836,0E-10,0,15,15,15,8,4
151723088,2026-06-01,191,0,0,15,176,905.1868233584,982.3334276219,0E-10,0E-10,0,191,0,0,15,29
151797449,2026-06-01,125,0,0,12,113,4538.0000000000,5028.0000000000,0E-10,0E-10,0,125,0,0,12,2
151797449,2026-07-01,10,0,0,0,10,279.0000000000,279.0000000000,109.0500000000,0E-10,0,10,0,0,0,1
151827339,2026-06-01,55,0,0,5,50,3518.2679296336,3856.5629228676,0E-10,0E-10,45,55,0,0,5,18
151827339,2026-07-01,62,0,0,6,56,4381.7934782608,5095.1086956523,-254.7554347824,0E-10,49,61,1,0,5,19
151827339,2026-08-01,10,0,0,1,9,1277.0270270269,1412.1621621620,-736.4864864865,0E-10,0,10,0,0,1,4
152077514,2026-06-01,179,0,0,19,160,822.8971121440,920.6161442111,0E-10,0E-10,178,179,0,0,19,29
152140233,2026-06-01,33,0,0,3,30,1180.0000000000,1640.0000000000,0E-10,0E-10,0,10,0,0,0,2
152296837,2026-06-01,34,0,0,34,0,0E-10,19836.9565217404,-220.7880434786,0E-10,0,17,17,17,9,5
152304920,2026-06-01,192,0,0,23,169,877.8044561480,996.5662355092,0E-10,0E-10,0,192,0,0,23,26
152312798,2026-06-01,132,0,0,14,118,10222.6457593344,11435.5020358656,0E-10,0E-10,0,132,0,0,14,29
152312798,2026-07-01,128,0,0,14,114,9876.1153946112,11088.9716711424,173.2651823616,0E-10,0,127,0,0,15,29
152399277,2026-07-01,36,0,0,5,31,487.9560065058,743.5520099137,0E-10,0E-10,0,17,0,0,3,6
152527247,2026-07-01,57,0,0,3,54,361.4488937080,376.9395605812,0E-10,0E-10,0,57,0,0,3,26
152571992,2026-07-01,31,0,0,3,28,1676.0004905368,1962.1469157504,0E-10,0E-10,0,31,0,0,3,12
152571992,2026-08-01,13,0,0,1,12,727.3315015356,787.9424599969,-202.0365282046,0E-10,0,13,0,0,1,4
152664188,2026-07-01,66,0,0,0,66,309.8133374640,309.8133374640,0E-10,0E-10,0,16,0,0,0,2
152674731,2026-07-01,37,0,0,2,35,1729.5866074476,1879.0570550048,0E-10,17.2958660748,0,22,0,0,1,1
152674731,2026-08-01,1,0,0,0,1,43.3226596346,43.3226596346,-43.3226596346,0.4332265963,0,1,0,0,0,1
152725676,2026-07-01,88,0,0,9,79,15181.9268875956,17263.8366928566,0E-10,151.8192688788,79,83,0,0,9,23
152931663,2026-07-01,43,0,0,8,35,769.6279658169,929.6981901733,0E-10,0E-10,0,41,0,0,7,15
152931823,2026-07-01,97,0,0,14,83,2005.0000000000,2350.0000000000,0E-10,0E-10,85,97,0,0,14,13
152934330,2026-07-01,195,0,0,18,177,857.1502336504,942.3489014530,0E-10,0E-10,195,195,0,0,18,29
153001404,2026-07-01,168,0,0,14,154,3465.0000000000,3830.0000000000,185.0000000000,0E-10,51,168,0,0,14,25
153001404,2026-08-01,130,0,0,10,120,3560.0000000000,3920.0000000000,0E-10,0E-10,0,130,0,0,10,23
153056409,2026-07-01,35,0,0,5,30,61.3170911160,71.5366063020,0E-10,0E-10,33,35,0,0,5,4
153081578,2026-07-01,88,0,0,12,76,273.6684480932,322.7222265250,0E-10,0E-10,0,88,0,0,12,4
153093017,2026-07-01,31,0,0,3,28,144.5795574832,160.0702243564,0E-10,0E-10,0,31,0,0,3,6
153097199,2026-07-01,34,0,0,7,27,149.7431131076,183.3062246662,0E-10,0E-10,0,34,0,0,7,6
153098610,2026-07-01,44,0,0,3,41,52.7326983600,57.4336753456,0E-10,0E-10,0,37,0,0,6,19
153109973,2026-07-01,37,0,0,1,36,185.8880024784,191.0515581028,0E-10,0E-10,0,37,0,0,1,6
153117797,2026-07-01,36,0,0,4,32,165.2337799808,185.8880024784,0E-10,0E-10,0,36,0,0,4,6
153257937,2026-07-01,55,0,0,3,52,134.2524462344,141.9977796710,0E-10,0E-10,0,55,0,0,3,25
153387684,2026-07-01,393,0,0,39,354,877.8044561480,1014.6386801946,0E-10,0E-10,393,391,0,0,39,29
153427865,2026-07-01,104,0,0,10,94,379.9929303654,420.8642629919,0E-10,0E-10,0,104,0,0,10,17
153508498,2026-07-01,52,0,0,52,0,0E-10,797.1221845236,0E-10,0E-10,50,26,26,26,26,3
153509625,2026-07-01,366,0,0,40,326,1337.3609067196,1518.0853535736,0E-10,0E-10,220,365,1,0,39,29
153566209,2026-07-01,33,0,0,2,31,613.1709111720,674.4880022892,0E-10,0E-10,32,33,0,0,2,7
153704785,2026-08-01,48,0,0,5,43,664.7001777916,765.7184418936,0E-10,0E-10,0,44,0,0,5,11
153817518,2026-08-01,397,0,0,37,360,924.6654509040,1019.7005111358,0E-10,0E-10,0,397,0,0,37,17
153831775,2026-08-01,71,0,0,5,66,847.6099966620,911.8228751970,0E-10,0E-10,0,71,0,0,5,26
153882321,2026-08-01,619,0,0,75,544,1397.2722369216,1589.9108725266,0E-10,0E-10,0,619,0,0,75,17
153894287,2026-08-01,677,0,0,61,616,1582.2053271024,1738.8847507278,0E-10,0E-10,0,677,0,0,61,17
