member_id,面板月,dt起(含),dt止(不含),零值类型,流水贡献,游戏输赢贡献,退水支出,活跃天数,月内IP数,round_key,桌号,risk_label
149628605,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,93.404537,0.00E+00,1,1,114633671|31|113,113,0
149628798,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,107.6746746,0.00E+00,1,1,114633669|51|7,7,0
149629017,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,105.0801041,0.00E+00,1,1,114633671|41|113,113,0
149629081,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,123.2420974,0.00E+00,1,1,114633675|41|32,32,0
149629230,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,108.9719598,0.00E+00,1,1,114633675|48|32,32,0
149629364,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,97.2963927,0.00E+00,1,1,114633680|33|112,112,0
149629624,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,101.1882484,0.00E+00,1,1,114633680|41|112,112,0
149629663,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,136.2149498,0.00E+00,1,1,114633680|42|112,112,0
149630190,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,84.32354034,0.00E+00,1,1,114633686|34|37,37,0
149630196,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,97.2963927,0.00E+00,1,1,114633700|49|7,7,0
149630261,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,132.3230941,0.00E+00,1,1,114633692|46|31,31,0
149630430,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,110.2692451,0.00E+00,1,1,114633705|32|113,113,0
149630563,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,132.3230941,0.00E+00,1,1,114633707|40|2,2,0
149631009,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,142.701376,0.00E+00,1,1,114633706|45|32,32,0
149631039,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,116.7556712,0.00E+00,1,1,114633711|32|116,116,0
149631126,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,88.21539605,0.00E+00,1,1,114633706|46|32,32,0
149631517,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,136.2149498,0.00E+00,1,1,114633711|44|116,116,0
149631558,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,123.2420974,0.00E+00,1,1,114633722|43|7,7,0
149631734,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,97.2963927,0.00E+00,1,1,114633713|48|112,112,0
149631969,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,123.2420974,0.00E+00,1,1,114633721|45|115,115,0
149632083,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,145.2959464,0.00E+00,1,1,114633731|44|2,2,0
149632105,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,142.701376,0.00E+00,1,1,114633731|46|2,2,0
149632473,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,93.404537,0.00E+00,1,1,114633734|44|113,113,0
149632935,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,142.701376,0.00E+00,1,1,114633747|40|116,116,0
149633268,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,83.02625511,0.00E+00,1,1,114633764|39|2,2,0
149633281,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,103.7828189,0.00E+00,1,1,114633747|47|116,116,0
149633290,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,97.2963927,0.00E+00,1,1,114633747|49|116,116,0
149633463,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,116.7556712,0.00E+00,1,1,114633758|40|115,115,0
149633688,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,85.62082558,0.00E+00,1,1,114633758|44|115,115,0
149633851,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,102.4855336,0.00E+00,1,1,114633761|46|31,31,0
149633927,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,84.32354034,0.00E+00,1,1,114633769|33|113,113,0
149634443,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,123.2420974,0.00E+00,1,1,114633769|48|113,113,0
149634648,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,90.80996652,0.00E+00,1,1,114633773|43|32,32,0
149634711,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,51.89140944,0.00E+00,1,1,114633779|37|116,116,0
149634863,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,132.3230941,0.00E+00,1,1,114633779|41|116,116,0
149635292,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,105.0801041,0.00E+00,1,1,114633788|36|115,115,0
149635457,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,88.21539605,0.00E+00,1,1,114633788|44|115,115,0
149635901,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,116.7556712,0.00E+00,1,1,114633800|39|113,113,0
149635925,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,84.32354034,0.00E+00,1,1,114633800|40|113,113,0
149635974,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,85.62082558,0.00E+00,1,1,114633800|41|113,113,0
149636050,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,127.1339531,0.00E+00,1,1,114633813|26|5,5,0
149636093,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,116.7556712,0.00E+00,1,1,114633805|44|2,2,0
149636167,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,134.9176645,0.00E+00,1,1,114633800|47|113,113,0
149636554,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,136.2149498,0.00E+00,1,1,114633808|44|116,116,0
149636715,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,75.24254369,0.00E+00,1,1,114633792|49|37,37,0
149636925,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,71.35068798,0.00E+00,1,1,114633812|41|33,33,0
149636936,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,98.59367794,0.00E+00,1,1,114633820|32|115,115,0
149636945,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,88.21539605,0.00E+00,1,1,114633820|32|115,115,0
149637447,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,110.2692451,0.00E+00,1,1,114633820|45|115,115,0
149638271,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,127.1339531,0.00E+00,1,1,114633839|45|32,32,0
149649543,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,14.70433778,0.00E+00,10,3,114634009|28|112,112,0
149678618,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,555,0.00E+00,1,1,114634735|27|31,31,0
149730973,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,103.7828189,0.00E+00,1,1,114635899|34|112,112,0
149769603,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,166.0525102,0.00E+00,1,1,114636785|40|115,115,0
149771174,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,111.5665303,0.00E+00,1,1,114636811|43|33,33,0
149772665,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,119.3502417,0.00E+00,1,1,114636824|36|37,37,0
149774614,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,124.5393827,0.00E+00,1,1,114636881|32|115,115,0
149775927,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,127.1339531,0.00E+00,1,1,114636899|40|113,113,0
149777174,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,147.8905169,0.00E+00,1,1,114636918|46|35,35,0
149780238,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,138.8095203,0.00E+00,1,1,114636973|45|116,116,0
149811574,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,94.70182223,0.00E+00,1,1,114637708|45|115,115,0
149813851,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,72.64797322,0.00E+00,1,1,114637762|41|37,37,0
149814956,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,123.2420974,0.00E+00,1,1,114637810|42|112,112,0
149815512,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,97.2963927,0.00E+00,1,2,114637825|39|113,113,0
149816225,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,57.08055039,0.00E+00,1,1,114637845|42|31,31,0
149816475,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,118.0529565,0.00E+00,1,1,114637856|48|1,1,0
149817208,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,103.7828189,0.00E+00,1,1,114637867|53|116,116,0
149818074,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,123.2420974,0.00E+00,1,1,114637887|41|113,113,0
149825973,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,142.701376,0.00E+00,1,1,114638021|47|113,113,0
149829323,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,140.1068055,0.00E+00,1,1,114638080|50|8,8,0
149830090,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,101.1882484,0.00E+00,1,1,114638075|41|37,37,0
149831459,2026-5-1,2026-05-01,2026-06-01,洗码贡献为0,0.00E+00,124.5393827,0.00E+00,1,1,114638110|40|33,33,0
151171007,2026-7-1,2026-07-01,2026-08-01,洗码贡献为0,0.00E+00,4.598781834,0.00E+00,17,11,114694949|12|112,112,0
151171374,2026-7-1,2026-07-01,2026-08-01,洗码贡献为0,0.00E+00,5.109757593,0.00E+00,17,11,114695994|32|6,6,0
151182422,2026-6-1,2026-06-01,2026-07-01,洗码贡献为0,0.00E+00,26.44204827,0.00E+00,23,8,114670114|26|112,112,0
151182422,2026-7-1,2026-07-01,2026-08-01,洗码贡献为0,0.00E+00,40.86040743,0.00E+00,28,11,114695359|40|112,112,0
151191910,2026-6-1,2026-06-01,2026-07-01,洗码贡献为0,0.00E+00,3.63500405,0.00E+00,19,7,114670342|36|7,7,0
151191910,2026-7-1,2026-07-01,2026-08-01,洗码贡献为0,0.00E+00,6.131709112,0.00E+00,27,14,114694876|12|112,112,0
151212512,2026-7-1,2026-07-01,2026-08-01,洗码贡献为0,0.00E+00,40.26488983,0.00E+00,29,16,114694818|16|31,31,0
151212848,2026-6-1,2026-06-01,2026-07-01,洗码贡献为0,0.00E+00,27.52217353,0.00E+00,21,9,114670693|44|37,37,0
151212848,2026-7-1,2026-07-01,2026-08-01,洗码贡献为0,0.00E+00,54.7766014,0.00E+00,28,16,114694783|36|32,32,0
151247925,2026-6-1,2026-06-01,2026-07-01,洗码贡献为0,0.00E+00,3.63500405,0.00E+00,19,8,114672575|42|35,35,0
151247925,2026-7-1,2026-07-01,2026-08-01,洗码贡献为0,0.00E+00,4.598781834,0.00E+00,27,15,114694859|46|36,36,0
151659765,2026-6-1,2026-06-01,2026-07-01,洗码贡献为0,0.00E+00,9.929200484,0.00E+00,1,1,114679442|26|5,5,0
152296837,2026-6-1,2026-06-01,2026-07-01,洗码贡献为0,0.00E+00,220.7880435,0.00E+00,1,1,114693852|26|116,116,0
70820399,2026-4-1,2026-04-01,2026-05-01,洗码贡献为0,0.00E+00,15,0.00E+00,4,28,114596244|46|2,2,0
70820399,2026-6-1,2026-06-01,2026-07-01,洗码贡献为0,0.00E+00,10,0.00E+00,7,4,114661213|26|113,113,0
70820399,2026-7-1,2026-07-01,2026-08-01,洗码贡献为0,0.00E+00,32.5,0.00E+00,12,7,114694597|48|112,112,0
70820399,2026-8-1,2026-08-01,2026-08-07,洗码贡献为0,0.00E+00,19.5,0.00E+00,5,2,114729694|8|2,2,0
104914403,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,817.4266525,0.00E+00,0.00E+00,6,6,114696086|30|112,112,0
117225712,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,183.4166087,0.00E+00,0.00E+00,1,1,114597268|24|33,33,0
119131089,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,1295,0.00E+00,0.00E+00,2,2,114707620|11|113,113,0
119314432,2026-3-1,2026-03-01,2026-04-01,游戏输赢为0,600,0.00E+00,0.00E+00,1,1,114584695|32|35,35,0
120051976,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,133505.5986,0.00E+00,0.00E+00,6,5,114634278|43|113,113,0
127953835,2026-8-1,2026-08-01,2026-08-07,游戏输赢为0,776.2243414,0.00E+00,0.00E+00,5,4,114729281|9|7,7,0
130079581,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,1103.70764,0.00E+00,0.00E+00,2,2,114715030|42|115,115,0
133041322,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,1764.520534,0.00E+00,0.00E+00,6,5,114632762|23|33,33,0
133258372,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,7910,0.00E+00,0.00E+00,12,7,114696196|44|113,113,0
134392240,2026-8-1,2026-08-01,2026-08-07,游戏输赢为0,1360,0.00E+00,0.00E+00,1,1,114729425|44|6,6,0
139161883,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,780,0.00E+00,0.00E+00,1,1,114603205|43|8,8,0
140459764,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,9315,0.00E+00,0.00E+00,1,1,114695927|41|115,115,0
142226617,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,215.0401619,0.00E+00,0.00E+00,1,1,114595592|47|35,35,0
143179928,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,616,0.00E+00,0.00E+00,1,1,114615401|25|32,32,0
143342740,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,1245.394634,0.00E+00,0.00E+00,1,1,114639072|42|113,113,0
143436096,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,2116.669829,0.00E+00,0.00E+00,1,1,114613251|27|116,116,0
143815618,2026-6-1,2026-06-01,2026-07-01,游戏输赢为0,1800,0.00E+00,0.00E+00,1,1,114676149|31|8,8,0
144842644,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,833.8386901,0.00E+00,0.00E+00,2,2,114710931|40|112,112,0
144907437,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,8222.123838,0.00E+00,0.00E+00,1,1,114608429|42|37,37,0
145544965,2026-3-1,2026-03-01,2026-04-01,游戏输赢为0,3495.663193,0.00E+00,0.00E+00,1,1,114587336|37|1,1,0
145570147,2026-3-1,2026-03-01,2026-04-01,游戏输赢为0,4358.655044,0.00E+00,0.00E+00,2,1,114587450|23|115,115,0
145772144,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,200.2825037,0.00E+00,0.00E+00,1,1,114626362|20|116,116,0
146576317,2026-3-1,2026-03-01,2026-04-01,游戏输赢为0,1158.595992,0.00E+00,0.00E+00,2,3,114585229|36|35,35,0
147599928,2026-3-1,2026-03-01,2026-04-01,游戏输赢为0,226.452853,0.00E+00,0.00E+00,1,2,114585477|28|112,112,0
147628271,2026-3-1,2026-03-01,2026-04-01,游戏输赢为0,1406.114227,0.00E+00,0.00E+00,1,2,114584451|44|3,3,0
147679750,2026-3-1,2026-03-01,2026-04-01,游戏输赢为0,642.4941412,0.00E+00,0.00E+00,1,1,114585654|34|37,37,0
147893858,2026-3-1,2026-03-01,2026-04-01,游戏输赢为0,640,0.00E+00,0.00E+00,1,1,114591257|45|36,36,0
148040673,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,295.1531634,0.00E+00,0.00E+00,1,1,114597863|36|116,116,0
148082204,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,1884.668743,0.00E+00,0.00E+00,1,1,114595820|41|36,36,0
148212322,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,1387.325603,0.00E+00,0.00E+00,1,1,114599248|45|37,37,0
148362301,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,274.0707946,0.00E+00,0.00E+00,1,1,114603192|30|32,32,0
148570160,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,837.6305526,0.00E+00,0.00E+00,1,1,114607816|27|37,37,0
148663211,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,827.1601707,0.00E+00,0.00E+00,1,1,114609908|43|32,32,0
148671808,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,2800,0.00E+00,0.00E+00,1,1,114610237|34|112,112,0
148714912,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,2748.475251,0.00E+00,0.00E+00,1,1,114611093|45|37,37,0
148738271,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,869.0416983,0.00E+00,0.00E+00,1,1,114611763|49|36,36,0
148804523,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,827.1601707,0.00E+00,0.00E+00,1,1,114613209|35|37,37,0
148875904,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,88.99824621,0.00E+00,0.00E+00,1,1,114614991|48|112,112,0
148910180,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,1031.332618,0.00E+00,0.00E+00,1,1,114615922|50|115,115,0
149085272,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,544.4598592,0.00E+00,0.00E+00,1,1,114620298|37|33,33,0
149094607,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,535.6580191,0.00E+00,0.00E+00,3,7,114636746|50|5,5,0
149136056,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,1026.097427,0.00E+00,0.00E+00,1,1,114621383|31|37,37,0
149174714,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,528.7542863,0.00E+00,0.00E+00,1,2,114622420|42|3,3,0
149180387,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,3062.586708,0.00E+00,0.00E+00,1,1,114622519|45|32,32,0
149183850,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,1047.038191,0.00E+00,0.00E+00,1,1,114622588|46|33,33,0
149308905,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,806.2194069,0.00E+00,0.00E+00,1,1,114625697|32|37,37,0
149372295,2026-4-1,2026-04-01,2026-05-01,游戏输赢为0,639.8616515,0.00E+00,0.00E+00,1,3,114627138|26|112,112,0
149569744,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,674.5887603,0.00E+00,0.00E+00,1,1,114632421|48|33,33,0
149618615,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,913.2893986,0.00E+00,0.00E+00,1,1,114633472|45|32,32,0
149668090,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,1048.207151,0.00E+00,0.00E+00,1,1,114634561|46|116,116,0
149705292,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,163.4580458,0.00E+00,0.00E+00,1,1,114635238|41|115,115,0
149752891,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,840.6413782,0.00E+00,0.00E+00,1,1,114636240|42|37,37,0
149762300,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,1151.990037,0.00E+00,0.00E+00,1,1,114636601|42|35,35,0
149772518,2026-7-1,2026-07-01,2026-08-01,游戏输赢为0,7017.239886,0.00E+00,0.00E+00,3,1,114694477|46|33,33,0
149878274,2026-5-1,2026-05-01,2026-06-01,游戏输赢为0,1037.828862,0.00E+00,0.00E+00,1,1,114639064|41|116,116,0
