member_id,ym,n_rounds,n_days,valid_bet,game_pnl,rebate,net_pnl,roi
100195412,2026-6-1,948,16,35649.83487,-584.2074653,285.1986789,-299.0087863,-0.016387382
100195412,2026-7-1,318,14,12944.8555,-1852.082737,103.558844,-1748.523893,-0.14307481
100196911,2026-3-1,66,1,235.0559028,-13.11735188,0.00E+00,-13.11735188,-0.055805243
100196970,2026-3-1,99,3,1854.806857,-508.0706744,0.00E+00,-508.0706744,-0.273921068
100196970,2026-4-1,164,6,3715.938539,-174.3711227,0.00E+00,-174.3711227,-0.04692519
100196970,2026-5-1,239,6,3944.787505,-214.5711172,0.00E+00,-214.5711172,-0.054393581
100196970,2026-6-1,55,5,884.6143956,-374.9324967,0.00E+00,-374.9324967,-0.423837209
100200490,2026-5-1,250,2,884.7491049,36.06455295,0.00E+00,36.06455295,0.040762463
100204973,2026-3-1,2448,11,764091.9095,-45363.70939,0.00E+00,-45363.70939,-0.059369441
100204973,2026-4-1,1602,14,377399.279,8882.413088,0.00E+00,8882.413088,0.023535851
100204973,2026-5-1,85,2,1172.986031,-15.75464762,0.00E+00,-15.75464762,-0.013431232
100208524,2026-4-1,39,4,431.117975,86.41991467,0.00E+00,86.41991467,0.200455373
100209930,2026-4-1,85,1,1391.436342,-99.08713343,0.00E+00,-99.08713343,-0.071212121
100209930,2026-6-1,247,2,8361.755603,352.2838211,0.00E+00,352.2838211,0.042130366
100217644,2026-5-1,77,2,953.681336,125.512026,0.00E+00,125.512026,0.13160793
100217644,2026-6-1,81,5,1134.744407,-61.9716262,0.00E+00,-61.9716262,-0.05461285
100217644,2026-7-1,147,7,1732.616605,141.1621633,0.00E+00,141.1621633,0.081473399
100218051,2026-4-1,36,2,5276.580776,-1934.746284,0.00E+00,-1934.746284,-0.366666667
100235295,2026-5-1,222,6,26520,-3856.5,0.00E+00,-3856.5,-0.145418552
100237918,2026-4-1,169,5,15428.49915,-116.6909114,0.00E+00,-116.6909114,-0.007563335
100237918,2026-5-1,60,2,2128.978049,-67.21982985,0.00E+00,-67.21982985,-0.031573754
100240847,2026-4-1,265,10,21392.03727,-262.8458498,0.00E+00,-262.8458498,-0.012287088
100240847,2026-5-1,1017,12,118125.9405,2174.446059,0.00E+00,2174.446059,0.018407862
100240847,2026-6-1,826,20,67706.69315,-1788.551567,0.00E+00,-1788.551567,-0.026416171
100240847,2026-7-1,1014,18,90218.3525,-1291.053503,0.00E+00,-1291.053503,-0.01431032
100240847,2026-8-1,113,6,7144.838569,-710.7851951,0.00E+00,-710.7851951,-0.099482331
100242137,2026-3-1,89,4,4199.31332,-89.68659213,0.00E+00,-89.68659213,-0.021357442
100248838,2026-3-1,47,3,1306.012853,208.0508848,0.00E+00,208.0508848,0.159302326
100248838,2026-4-1,66,4,1572.744714,-39.28699429,0.00E+00,-39.28699429,-0.024979893
100252146,2026-3-1,166,3,7849.282507,16.06655515,0.00E+00,16.06655515,0.002046882
100252146,2026-4-1,331,14,27781.71315,393.1334725,0.00E+00,393.1334725,0.0141508
100252146,2026-6-1,837,15,36308.28989,-101.873585,0.00E+00,-101.873585,-0.002805794
100252146,2026-7-1,141,8,7422.63827,-1133.456649,0.00E+00,-1133.456649,-0.152702665
100254097,2026-3-1,81,6,5000.658293,-954.1959607,0.00E+00,-954.1959607,-0.19081407
100254097,2026-4-1,1589,25,4153637.934,-16382.27364,0.00E+00,-16382.27364,-0.003944078
100254097,2026-5-1,103,8,5672.253645,-1083.986301,0.00E+00,-1083.986301,-0.191103284
100254097,2026-6-1,241,14,23364.62057,-899.0279528,0.00E+00,-899.0279528,-0.038478175
100255284,2026-5-1,282,17,21303.02929,389.7603996,0.00E+00,389.7603996,0.018296008
100257841,2026-7-1,48,2,3978.519609,852.6321225,0.00E+00,852.6321225,0.21430889
100271345,2026-4-1,143,10,2353.846478,-145.7845804,0.00E+00,-145.7845804,-0.061934617
100274098,2026-5-1,367,7,261877.9309,31249.02147,0.00E+00,31249.02147,0.11932667
100274098,2026-6-1,1042,19,579965.1085,-29073.74,0.00E+00,-29073.74,-0.050130154
100274098,2026-7-1,699,13,115007.5115,-768.7952899,0.00E+00,-768.7952899,-0.00668474
100274098,2026-8-1,141,4,90141.65526,-1262.614274,0.00E+00,-1262.614274,-0.014007001
100277041,2026-3-1,238,8,31189.40411,-2517.128788,0.00E+00,-2517.128788,-0.080704613
100277041,2026-4-1,92,9,13073.05709,-3877.064628,0.00E+00,-3877.064628,-0.296569089
100277041,2026-5-1,82,9,10779.78515,1566.909421,0.00E+00,1566.909421,0.145356276
100277041,2026-6-1,113,11,24198.19397,2294.114087,0.00E+00,2294.114087,0.094805178
100280143,2026-5-1,30,1,217.5078156,-31.94164096,0.00E+00,-31.94164096,-0.146852842
100280143,2026-6-1,416,7,1860.57173,158.8954233,0.00E+00,158.8954233,0.085401396
100282130,2026-5-1,37,5,53.96010389,4.569086044,0.00E+00,4.569086044,0.084675264
100282383,2026-6-1,32,2,453.3648777,-84.78411809,0.00E+00,-84.78411809,-0.187010777
100282578,2026-3-1,51,1,1482.476236,502.2776944,0.00E+00,502.2776944,0.338809947
100293915,2026-5-1,134,9,4054.278449,-77.69446318,0.00E+00,-77.69446318,-0.019163574
100295045,2026-4-1,37,2,2427.634769,-235.8062952,0.00E+00,-235.8062952,-0.097134173
100295045,2026-5-1,284,7,9757.378427,-1396.43945,0.00E+00,-1396.43945,-0.143116254
100295045,2026-6-1,177,5,9297.094074,-316.7854101,0.00E+00,-316.7854101,-0.034073594
100297360,2026-5-1,96,4,13319.23616,-1834.167921,0.00E+00,-1834.167921,-0.137708191
100297360,2026-6-1,68,3,10851.44136,-1228.816828,0.00E+00,-1228.816828,-0.113239964
100297360,2026-7-1,1011,19,234323.1869,-14189.39922,0.00E+00,-14189.39922,-0.060554823
100297360,2026-8-1,187,3,52713.12254,-5504.23805,0.00E+00,-5504.23805,-0.104418744
100298515,2026-7-1,77,2,446.8436338,-69.77333792,0.00E+00,-69.77333792,-0.156147101
100299791,2026-4-1,330,5,12596.91647,-222.4956155,0.00E+00,-222.4956155,-0.017662705
100299791,2026-5-1,518,11,25350.16709,-105.4483931,0.00E+00,-105.4483931,-0.004159673
100299791,2026-6-1,352,7,18991.43673,-905.0582457,0.00E+00,-905.0582457,-0.047656123
100301242,2026-3-1,431,7,22373.5,-3042.5,0.00E+00,-3042.5,-0.13598677
100301242,2026-4-1,721,4,36130,-258,0.00E+00,-258,-0.00714088
100304048,2026-4-1,55,6,456.3327483,-149.1077346,0.00E+00,-149.1077346,-0.326752211
100304048,2026-5-1,96,12,775.7763117,-82.13585041,0.00E+00,-82.13585041,-0.105875688
100304048,2026-6-1,47,4,415.9850386,-37.44424142,0.00E+00,-37.44424142,-0.090013433
100304048,2026-7-1,172,10,5196.973691,-555.7702104,0.00E+00,-555.7702104,-0.106941124
100314455,2026-4-1,34,2,1712.169201,834.6988456,0.00E+00,834.6988456,0.487509555
100314455,2026-6-1,42,3,4578.393808,-53.92547638,0.00E+00,-53.92547638,-0.011778252
100317003,2026-3-1,236,7,32411.61711,-1156.725781,0.00E+00,-1156.725781,-0.035688617
100317003,2026-4-1,290,20,31093.12082,-3756.646217,0.00E+00,-3756.646217,-0.120819208
100317003,2026-5-1,102,13,8686.27245,-922.4346182,0.00E+00,-922.4346182,-0.10619453
100317003,2026-6-1,137,13,9118.667304,-1888.041875,0.00E+00,-1888.041875,-0.207052392
100317571,2026-7-1,57,3,1718.947667,317.3004931,0.00E+00,317.3004931,0.184589967
100326534,2026-7-1,156,2,14311.3683,371.9678852,0.00E+00,371.9678852,0.025991078
100332156,2026-4-1,237,9,201412.9887,15973.60862,0.00E+00,15973.60862,0.079307738
100332156,2026-5-1,741,21,765944.3381,-26438.77088,0.00E+00,-26438.77088,-0.034517875
100332156,2026-6-1,712,17,901403.4157,-40705.17889,0.00E+00,-40705.17889,-0.04515756
100332156,2026-7-1,154,13,163814.5362,-10873.16873,0.00E+00,-10873.16873,-0.066374871
100332433,2026-3-1,1314,2,12812.07133,-994.5130315,0.00E+00,-994.5130315,-0.077623126
100332433,2026-4-1,1739,4,25124.13793,-1593.793103,0.00E+00,-1593.793103,-0.063436728
100332433,2026-7-1,963,11,14300.27174,-3159.307065,0.00E+00,-3159.307065,-0.220926366
100332433,2026-8-1,523,2,7891.891892,-317.5675676,0.00E+00,-317.5675676,-0.040239726
100337175,2026-3-1,57,2,4686.487739,768.2883351,0.00E+00,768.2883351,0.163936914
100337175,2026-4-1,3174,9,327519.4829,-11053.58511,0.00E+00,-11053.58511,-0.033749397
100337175,2026-5-1,2855,8,299031.0794,-3833.334182,0.00E+00,-3833.334182,-0.012819183
100337175,2026-6-1,485,3,43553.8869,-2480.031887,0.00E+00,-2480.031887,-0.056941689
100337175,2026-7-1,178,2,14721.55526,983.4895309,0.00E+00,983.4895309,0.066806089
100347399,2026-3-1,196,1,3762.44898,-2.816326532,0.00E+00,-2.816326532,-0.000748535
100347399,2026-7-1,250,4,44031.23105,-5085.657975,0.00E+00,-5085.657975,-0.115501153
100348562,2026-6-1,30,2,169.910475,-43.49541989,0.00E+00,-43.49541989,-0.25599022
100348562,2026-7-1,43,2,392.4293832,-69.74819115,0.00E+00,-69.74819115,-0.177734375
100351272,2026-5-1,2435,15,69180.54826,-2149.04947,0.00E+00,-2149.04947,-0.03106436
100351272,2026-6-1,643,4,19859.37727,-2548.335168,0.00E+00,-2548.335168,-0.128318987
100351272,2026-7-1,2897,13,72099.29281,1057.97531,0.00E+00,1057.97531,0.014673865
100355894,2026-4-1,60,1,2380.410263,-42.27014947,0.00E+00,-42.27014947,-0.017757506
100357877,2026-6-1,108,12,344430.4984,-38167.55756,0.00E+00,-38167.55756,-0.110813525
100357877,2026-7-1,148,12,891196.654,-24235.18705,0.00E+00,-24235.18705,-0.027193983
100362190,2026-4-1,35,1,11862.13616,3285.227134,0.00E+00,3285.227134,0.276950719
100362308,2026-7-1,40,6,5359.750509,-1343.518352,0.00E+00,-1343.518352,-0.250668077
100366009,2026-3-1,212,3,7781.288675,341.5883298,0.00E+00,341.5883298,0.043898684
100366009,2026-4-1,450,6,16994.21511,287.4250713,0.00E+00,287.4250713,0.016913112
100366009,2026-5-1,447,6,17652.43111,-905.4408178,0.00E+00,-905.4408178,-0.051292698
100366009,2026-6-1,317,5,12628.64196,-338.9178903,0.00E+00,-338.9178903,-0.02683724
100369206,2026-4-1,103,8,2247.802163,37.52661649,0.00E+00,37.52661649,0.016694804
100369206,2026-5-1,381,12,13008.71757,-1468.333158,0.00E+00,-1468.333158,-0.112873014
100369206,2026-6-1,677,11,16881.78967,-452.0906466,0.00E+00,-452.0906466,-0.026779782
100369206,2026-7-1,378,8,9527.858398,-157.9937048,0.00E+00,-157.9937048,-0.016582289
100370026,2026-6-1,121,2,3043.176383,-46.81513102,0.00E+00,-46.81513102,-0.01538364
100372794,2026-7-1,224,9,33298.42049,-2646.608621,0.00E+00,-2646.608621,-0.079481506
100375706,2026-6-1,757,9,240052.2025,6490.022373,0.00E+00,6490.022373,0.027035879
100375706,2026-7-1,101,5,7658.327524,717.4889629,0.00E+00,717.4889629,0.093687422
10037681,2026-4-1,42,3,4687.32822,-130.9190378,0.00E+00,-130.9190378,-0.027930418
100379444,2026-5-1,913,19,260525.8187,-6706.670056,0.00E+00,-6706.670056,-0.025742823
100394887,2026-7-1,810,11,41376.98906,1501.936464,372.3929015,1874.329366,0.036298834
100394887,2026-8-1,179,4,6966.623566,963.8152578,62.69961209,1026.51487,0.138347544
100396160,2026-7-1,524,15,238377.8186,-13755.65852,0.00E+00,-13755.65852,-0.057705279
100402211,2026-3-1,169,9,16311.04367,-963.6225767,0.00E+00,-963.6225767,-0.059077923
100402211,2026-4-1,65,13,6403.423815,-2116.011832,0.00E+00,-2116.011832,-0.330450067
100408949,2026-3-1,43,4,16070.25305,8003.265134,0.00E+00,8003.265134,0.498017369
100409276,2026-4-1,110,3,15179.51637,-832.1105559,0.00E+00,-832.1105559,-0.054817989
100410529,2026-6-1,138,5,3431.480958,-182.8245943,0.00E+00,-182.8245943,-0.053278627
100410529,2026-7-1,48,1,2788.320037,-159.0375132,0.00E+00,-159.0375132,-0.057037037
100416612,2026-4-1,288,6,16064.4452,-467.0444729,0.00E+00,-467.0444729,-0.029073178
100417166,2026-3-1,47,9,130.8063747,60.83999756,0.00E+00,60.83999756,0.465114928
100417166,2026-4-1,117,17,171.3949454,-10.60579571,0.00E+00,-10.60579571,-0.061879279
100417166,2026-5-1,141,24,223.0986773,-60.86008046,0.00E+00,-60.86008046,-0.272794448
100417166,2026-6-1,185,21,325.8158253,-36.78607246,0.00E+00,-36.78607246,-0.112904499
100417166,2026-7-1,52,16,95.26760127,-24.43652699,0.00E+00,-24.43652699,-0.256504065
100425698,2026-5-1,310,8,36126.56257,-3762.705999,0.00E+00,-3762.705999,-0.104153446
100425698,2026-7-1,165,11,20818.13717,-754.5054663,0.00E+00,-754.5054663,-0.036242698
100429008,2026-6-1,2029,18,65740.47882,605.2022527,0.00E+00,605.2022527,0.00920593
100429008,2026-7-1,507,24,6712.917174,-217.2093861,0.00E+00,-217.2093861,-0.032356929
100429008,2026-8-1,34,5,143.5799964,-46.96529936,0.00E+00,-46.96529936,-0.327101968
100429332,2026-4-1,158,3,2569.940759,-282.3983303,0.00E+00,-282.3983303,-0.109885152
100429332,2026-5-1,181,3,3333.683437,-111.9630291,0.00E+00,-111.9630291,-0.033585381
100429332,2026-7-1,82,2,812.6558476,-118.8529616,0.00E+00,-118.8529616,-0.146252515
100431327,2026-6-1,49,2,1197.707084,111.684762,0.00E+00,111.684762,0.093248811
100433647,2026-3-1,644,8,31618.98054,-1540.452505,0.00E+00,-1540.452505,-0.048719234
100433647,2026-4-1,1570,22,34149.66613,-1662.603087,0.00E+00,-1662.603087,-0.048685779
100433647,2026-5-1,129,4,2418.443441,195.4206491,0.00E+00,195.4206491,0.080804308
100433647,2026-6-1,1845,14,23232.8757,-1416.085125,0.00E+00,-1416.085125,-0.06095178
100433647,2026-7-1,2779,12,53381.43318,1755.835343,0.00E+00,1755.835343,0.032892248
100437039,2026-7-1,80,1,7341.69971,716.3880146,0.00E+00,716.3880146,0.097577951
100437541,2026-4-1,35,1,1183.153156,-336.8845379,0.00E+00,-336.8845379,-0.284734513
100444316,2026-4-1,394,7,2312.907363,-12.72151402,0.00E+00,-12.72151402,-0.005500226
100444316,2026-5-1,822,8,6498.624877,-176.5995537,0.00E+00,-176.5995537,-0.027174911
100444516,2026-3-1,38,1,1545,-339.5,0.00E+00,-339.5,-0.2197411
100444516,2026-4-1,891,8,49432,-4601.05,0.00E+00,-4601.05,-0.09307837
100444516,2026-5-1,1647,20,51504,-3778.85,0.00E+00,-3778.85,-0.07337003
100444516,2026-6-1,1702,14,57874,-1645.75,0.00E+00,-1645.75,-0.028436776
100444516,2026-7-1,269,5,9053,-999.5,0.00E+00,-999.5,-0.11040539
100445272,2026-5-1,123,8,17648.03133,-3807.573557,0.00E+00,-3807.573557,-0.215750612
100445895,2026-5-1,61,6,11414.5,-255.5,0.00E+00,-255.5,-0.02238381
100448036,2026-5-1,49,15,690.1561932,-83.02630896,0.00E+00,-83.02630896,-0.120300752
100454801,2026-4-1,58,3,826.1131325,32.24877627,0.00E+00,32.24877627,0.039036755
100456584,2026-3-1,45,6,263.6675764,32.24315521,0.00E+00,32.24315521,0.122287145
100464857,2026-5-1,129,5,2104.190736,-290.284634,0.00E+00,-290.284634,-0.137955476
100466702,2026-4-1,66,4,6132.502683,149.857341,0.00E+00,149.857341,0.024436572
100466702,2026-6-1,64,11,1891.377581,90.04294494,0.00E+00,90.04294494,0.04760707
100468132,2026-5-1,73,1,11934,-1073.4,0.00E+00,-1073.4,-0.089944696
100473326,2026-3-1,141,2,1133.261828,-4.754633317,0.00E+00,-4.754633317,-0.004195529
100476123,2026-8-1,122,2,23687.86756,4827.651158,0.00E+00,4827.651158,0.203802691
100476126,2026-6-1,35,1,15562,-3960.55,0.00E+00,-3960.55,-0.254501349
100487647,2026-7-1,67,1,2810,-168,0.00E+00,-168,-0.059786477
100489636,2026-7-1,51,2,8825.164534,-693.802886,70.60131627,-623.2015697,-0.078616425
100491616,2026-4-1,53,15,7702.049072,446.7505057,0.00E+00,446.7505057,0.058004111
100492954,2026-4-1,41,4,223.2622858,11.6269264,0.00E+00,11.6269264,0.052077432
100492954,2026-5-1,36,3,190.3161433,-60.06721983,0.00E+00,-60.06721983,-0.315618102
100493899,2026-5-1,871,15,45322.55015,2779.981094,0.00E+00,2779.981094,0.061337702
100493899,2026-6-1,149,7,1806.285441,-235.641734,0.00E+00,-235.641734,-0.130456532
100493899,2026-7-1,238,13,3100.600907,-44.19940317,0.00E+00,-44.19940317,-0.014255109
100494577,2026-3-1,141,4,24075.3614,5899.188983,0.00E+00,5899.188983,0.245030132
100494577,2026-4-1,248,10,33758.8671,-3388.791456,0.00E+00,-3388.791456,-0.100382262
100494577,2026-5-1,176,7,52438.92118,-3007.482754,0.00E+00,-3007.482754,-0.05735211
100494577,2026-6-1,115,4,23665.23517,2310.489367,0.00E+00,2310.489367,0.097632217
100494577,2026-7-1,322,10,608925.0577,30350.96239,0.00E+00,30350.96239,0.04984351
100494577,2026-8-1,142,6,27785.42625,-3196.40151,0.00E+00,-3196.40151,-0.115038779
100494610,2026-5-1,100,8,24541.35427,157.1832305,0.00E+00,157.1832305,0.006404831
100494610,2026-6-1,47,1,8743.513902,1135.985205,0.00E+00,1135.985205,0.129923189
100495858,2026-5-1,57,7,1587.228232,615.4395547,0.00E+00,615.4395547,0.387744839
100495858,2026-6-1,40,4,596.9715223,-100.2222545,0.00E+00,-100.2222545,-0.167884482
100495858,2026-7-1,122,6,3191.758983,177.7786862,0.00E+00,177.7786862,0.055699283
100496581,2026-6-1,31,1,2327.255895,132.9493147,0.00E+00,132.9493147,0.057127072
100508978,2026-4-1,76,6,1585.73934,179.1482344,0.00E+00,179.1482344,0.112974579
100510847,2026-5-1,366,4,3281.095947,-42.71963054,0.00E+00,-42.71963054,-0.013019927
100510847,2026-6-1,394,5,8006.27459,-645.6142156,0.00E+00,-645.6142156,-0.08063853
100510847,2026-7-1,296,7,5604.265097,381.9740273,0.00E+00,381.9740273,0.068157737
100510847,2026-8-1,122,2,1594.020497,-235.4172553,0.00E+00,-235.4172553,-0.147687722
100514777,2026-4-1,374,9,44365.10222,607.8056697,0.00E+00,607.8056697,0.013700085
100516383,2026-4-1,1145,14,83177.74545,403.7484451,0.00E+00,403.7484451,0.004854044
100519092,2026-8-1,57,3,2750.525295,41.21545175,0.00E+00,41.21545175,0.014984575
100525789,2026-5-1,36,2,88.22602668,-5.566642159,0.00E+00,-5.566642159,-0.063095238
100528051,2026-7-1,86,4,12841.76284,-1630.392688,0.00E+00,-1630.392688,-0.126960193
100535354,2026-8-1,70,1,3967,-202,0.00E+00,-202,-0.050920091
100540977,2026-7-1,52,2,579.0927633,277.4507526,0.00E+00,277.4507526,0.479112795
