player_id,total_orders,late_orders,late_ratio,win_orders,win_rate,valid_bet,profit,roi
5914921,549,65,0.1184,153,0.2787,25401.26,-351.54,-0.0138
5916510,332,46,0.1386,119,0.3584,83324,888.45,0.0107
5916585,174,29,0.1667,80,0.4598,14370.97,-3813.97,-0.2654
5927149,47,17,0.3617,21,0.4468,2100,-465,-0.2214
5929741,151,67,0.4437,65,0.4305,1828.27,61.23,0.0335
5930222,98,11,0.1122,34,0.3469,491.08,-36.2,-0.0737
5933725,170,0,0,34,0.2,5824.96,-1549.32,-0.266
5939332,132,28,0.2121,60,0.4545,18520,2865,0.1547
5941885,37,5,0.1351,15,0.4054,1396.94,-498.37,-0.3568
5942359,382,47,0.123,119,0.3115,28300.43,-424.09,-0.015
5942483,1288,273,0.212,561,0.4356,1937401.79,-82280.26,-0.0425
5945294,382,90,0.2356,184,0.4817,9166.23,-361.99,-0.0395
5946154,353,96,0.272,167,0.4731,18037,1424.45,0.079
5950125,8016,2105,0.2626,3693,0.4607,697211.61,-3865.62,-0.0055
5950467,6231,1398,0.2244,2865,0.4598,54842.86,2079.27,0.0379
5953004,112,27,0.2411,52,0.4643,6050.61,898.98,0.1486
5961009,64,12,0.1875,27,0.4219,6901.41,-292.31,-0.0424
5964236,40,0,0,3,0.075,156.2,-68.68,-0.4397
5965493,51,5,0.098,11,0.2157,1093.12,-129.4,-0.1184
5966507,563,259,0.46,75,0.1332,24210.7,-723.48,-0.0299
5966545,73,14,0.1918,32,0.4384,69877,-17012.4,-0.2435
