uid,n_shoes,n_orders,entry_pos_p50,exit_pos_p50,bet_density_p50,entry_round_avg
153345874,48,132,0.3437,0.4161,1.0,22.27
153346077,23,157,0.62,0.8,0.9,28.26
153346132,315,1893,0.6136,0.7755,1.0,29.25
153346323,12,139,0.3163,0.6365,1.0,18.5
153346455,48,403,0.4736,0.736,0.9398,22.6
153346512,4,282,0.2823,0.5019,4.5833,13.0
153346553,104,224,0.4949,0.6352,1.0,24.54
153347090,12,166,0.3991,0.7037,1.0,20.17
153347357,98,392,0.1529,0.2745,1.0,13.6
153347415,55,342,0.7551,0.88,1.0,33.53
153347524,2,134,0.2524,0.6735,3.6579,12.5
153347543,29,148,0.34,0.6735,0.5,22.79
153348290,173,439,0.5686,0.62,1.5,28.24
153348405,24,169,0.2022,0.5982,0.5833,12.29
153348439,28,177,0.3569,0.5345,0.9115,21.82
153348561,36,169,0.5714,0.6665,1.0,28.25
153348793,38,165,0.443,0.6106,1.0,25.53
153348806,44,331,0.5375,0.755,1.0,27.05
153348873,498,1247,0.4792,0.5851,1.0,25.08
153349085,49,685,0.4889,0.8043,1.375,25.96
153349306,25,140,0.3208,0.5532,1.0,20.84
153350508,2,121,0.3633,0.9694,1.7317,17.5
153350512,35,108,0.38,0.4667,1.0,23.03
153350541,74,115,0.1545,0.1875,1.0,14.68
153350722,195,4520,0.5532,0.875,2.0,27.67
153350823,88,413,0.4468,0.5387,1.0,24.03
153350971,88,220,0.5308,0.6899,1.0,26.63
153351085,17,194,0.6471,0.9375,1.0,28.41
153351105,11,135,0.5106,0.72,1.6923,26.55
153351186,10,107,0.4191,0.557,1.0,20.1
153351209,171,347,0.5769,0.6304,1.0,27.97
153351279,3,100,0.4035,0.6875,2.3333,18.0
153351556,226,487,0.5532,0.7273,1.0,26.96
153351821,34,382,0.3061,0.6635,0.9212,19.24
153351839,34,395,0.2257,0.7128,0.7267,17.03
153352077,36,361,0.5369,0.875,0.9231,21.17
153352368,19,103,0.4375,0.5349,1.0,22.0
153352756,35,365,0.4286,0.766,0.9286,21.06
153352901,21,169,0.5417,0.7692,1.0,28.52
153353170,343,3084,0.54,0.6735,2.3333,26.97
153353215,19,137,0.4255,0.6087,1.0,22.79
153353236,5,126,0.4118,0.8039,2.0625,24.0
153353360,19,249,0.5217,0.7755,1.4583,24.42
153353366,110,339,0.4542,0.5247,1.0,22.95
153353451,52,551,0.4422,0.7,1.0,22.35
153353982,37,418,0.4894,0.6981,1.3333,26.54
153354256,71,670,0.4468,0.5714,2.0,23.2
153354440,8,121,0.5317,0.7075,2.0,26.25
153354455,6,210,0.8637,0.9475,3.0,33.67
153354728,51,556,0.22,0.88,0.6667,15.08
153354906,63,5579,0.3878,0.7917,5.9412,19.37
153354993,34,164,0.4344,0.5767,1.0,23.71
153355143,72,110,0.52,0.5653,1.0,27.08
153355235,60,127,0.6399,0.7714,1.0,30.77
153355281,185,1140,0.2083,0.36,1.0,14.11
153355422,63,1305,0.1522,0.8824,0.875,11.79
153355435,307,11712,0.0204,1.0,0.9583,5.4
153356698,22,229,0.4331,0.8105,1.0,22.09
153357479,136,1594,0.62,0.7604,1.25,27.63
153357590,26,142,0.6471,0.7451,1.2338,29.23
153357618,32,381,0.1548,0.6386,0.7494,14.91
153357641,36,375,0.4404,0.8173,0.767,21.06
153357657,23,183,0.5957,0.8444,1.0,27.83
153357666,35,367,0.4,0.8333,0.8571,20.57
153357685,32,370,0.3262,0.6215,0.9161,19.09
153357757,28,115,0.4128,0.4634,1.0,25.46
153357831,43,109,0.54,0.7963,0.5,25.77
153358248,76,620,0.6186,0.78,1.5,29.01
153358954,290,2956,0.2773,0.3922,2.0,17.82
153359694,54,484,0.2556,0.8163,0.7033,17.85
153360082,191,401,0.3269,0.5,1.0,18.07
153360094,36,373,0.4039,0.7368,0.8452,21.69
153360495,9,135,0.3409,0.8723,1.0,20.11
153360501,73,485,0.4118,0.5745,1.0,21.01
153360638,32,371,0.4178,0.7544,1.0,20.53
153360984,1493,8851,0.2885,0.7925,0.4545,17.79
153361187,36,384,0.3084,0.6778,0.8571,19.86
153361248,18,158,0.1669,0.4082,1.0,10.11
153361626,7,418,0.4783,1.0,4.4074,25.0
153361760,40,897,0.6488,0.8832,1.6667,28.18
153361782,31,370,0.4528,0.7917,1.0,20.52
153361914,169,398,0.4375,0.7347,1.0,24.49
153361942,10,145,0.4336,0.7412,1.192,25.1
153361985,27,138,0.6444,0.7708,1.0,30.63
153362320,26,191,0.4998,0.6497,1.0,22.12
153362570,5,158,0.6275,0.8491,3.0,29.0
153362591,31,328,0.42,0.6531,0.9231,20.29
153362631,28,200,0.4387,0.55,1.0,21.68
153362880,32,185,0.2153,0.7893,0.3162,15.28
153362920,61,129,0.5472,0.6122,1.0,26.51
153362966,60,101,0.6248,0.6601,1.0,27.8
153363031,74,150,0.4843,0.5936,1.0,25.28
153363038,35,350,0.3878,0.6531,0.9286,20.43
153363112,13,202,0.6087,0.766,1.2727,28.38
153363182,69,322,0.3585,0.4792,1.0,18.74
153363246,187,2379,0.38,0.6042,2.0,21.31
153363291,58,558,0.4142,0.6969,1.0,20.59
153363301,28,131,0.3671,0.4357,1.1,20.82
153363380,59,438,0.42,0.6415,0.7778,21.78
153363588,98,822,0.4804,0.7551,1.0,24.52
153364163,29,334,0.4286,0.74,0.9167,19.28
153364260,14,109,0.4574,0.7734,1.0,25.57
153364320,58,323,0.5204,0.6371,1.0,24.38
153364604,58,311,0.4896,0.61,1.0,24.57
153364650,39,303,0.4286,0.7234,1.0,22.67
153364677,36,321,0.3569,0.6425,0.892,20.61
153364719,20,128,0.3915,0.45,1.375,18.7
153364849,13,103,0.46,0.7551,1.0,23.54
153365037,26,362,0.2688,0.6799,1.0,18.35
153365144,44,162,0.4422,0.4951,1.0,23.61
153365151,15,204,0.449,0.6275,2.3333,24.73
153365160,35,351,0.2745,0.54,0.9333,20.2
153365390,199,2001,0.6346,0.8511,1.0,30.19
153365578,113,2227,0.2653,0.5102,1.4545,17.94
153365622,53,337,0.4894,0.6739,0.9333,22.96
153365869,81,365,0.413,0.5102,1.0,24.07
153365885,449,1453,0.5625,0.75,1.0,27.89
153366260,28,175,0.4049,0.5466,1.0,22.5
153366289,8,141,0.3723,0.8868,1.2917,24.75
153366509,39,192,0.3878,0.6531,0.75,21.62
153366608,33,330,0.3704,0.6364,0.9231,19.27
153366871,29,175,0.5094,0.6852,0.7273,23.17
153366883,27,103,0.5455,0.6111,1.0,25.59
153367182,22,489,0.6667,0.8211,3.0,34.09
153367187,43,2896,0.4792,0.8,5.9167,24.47
153367373,2,359,0.3383,0.8824,6.1545,17.5
153367718,209,869,0.3404,0.7708,0.5,20.95
153367722,66,123,0.5729,0.6298,1.0,26.36
153368098,35,148,0.549,0.6122,1.0,26.11
153368156,52,294,0.4505,0.5488,1.0,21.92
153368384,33,116,0.5306,0.56,1.0,23.97
153368456,58,130,0.6813,0.7159,1.0,29.43
153368498,50,168,0.52,0.6557,1.0,24.8
153368907,22,336,0.6248,0.9238,1.3333,31.41
153368913,294,601,0.4537,0.4898,1.0,23.45
153369149,26,455,0.2688,0.4796,1.0,17.42
153369596,29,168,0.52,0.7292,1.0,25.14
153369982,6,107,0.6234,0.7245,3.7639,28.0
153370124,48,356,0.5636,0.6895,1.875,28.38
153370426,227,725,0.34,0.6531,0.625,19.48
153370591,287,1677,0.375,0.6042,1.0,20.67
153370630,7,244,0.4727,0.617,5.0,23.14
153371154,39,419,0.6182,0.7755,1.0,28.26
153371267,116,249,0.388,0.6415,0.5,20.87
153371383,53,380,0.3269,0.4583,1.0,18.6
153371495,174,844,0.5299,0.6327,1.0,24.97
153372037,55,299,0.4528,0.5,1.0,21.75
153372492,59,301,0.38,0.5714,1.0,21.63
153372699,25,135,0.5625,0.7143,1.0,28.28
153372710,17,146,0.2745,0.4583,1.0,16.53
153372886,71,272,0.5652,0.6731,1.0,27.27
153373009,8,258,0.14,0.6787,1.1064,8.5
153373268,156,781,0.6275,0.8446,0.75,31.71
153373403,38,252,0.4176,0.7505,1.0,22.55
153373549,371,14445,0.0208,1.0,1.0,5.58
153373631,9,170,0.3878,0.8163,1.7273,22.33
153373798,8,327,0.4793,0.6929,3.9667,26.13
153373932,27,274,0.5625,0.72,2.0,28.85
153373991,19,116,0.7021,0.8824,1.0,35.63
153374676,55,142,0.4043,0.6122,1.0,23.02
153375195,73,146,0.4898,0.6522,1.0,24.96
153375475,11,488,0.5577,1.0,2.5238,26.73
153375612,20,111,0.5565,0.6971,1.0,27.25
153375624,29,263,0.5,0.7037,1.0,22.93
153375742,5,138,0.2292,0.7755,1.6,16.0
153375759,119,883,0.3061,0.5,1.0,17.74
153375864,147,560,0.62,0.7083,1.0,29.64
153375916,164,1218,0.5,0.72,1.0,25.16
153375923,14,105,0.7261,0.8736,1.3542,36.0
153376057,14,162,0.5147,0.6018,2.3611,26.79
153376176,31,253,0.5745,0.7021,0.9,25.9
153376201,79,217,0.3725,0.5306,1.0,20.47
153376207,18,119,0.5275,0.7836,1.0,26.28
153376909,46,1127,0.4514,0.6253,1.7476,23.59
153377310,46,739,0.4743,0.8333,1.0,23.57
153377382,25,283,0.6327,0.9167,1.0,23.64
153377667,11,160,0.4694,0.8333,1.0556,23.91
153377679,5,196,0.4792,1.0,2.2759,27.6
153377829,77,230,0.5714,0.6939,1.0,29.75
153378048,8,112,0.4425,0.7324,0.9595,21.0
153378182,8,110,0.6902,0.97,1.0789,32.5
153378489,29,181,0.4681,0.6122,1.0,24.1
153378554,26,282,0.3735,0.6907,0.9545,20.5
153378857,9,119,0.449,0.902,1.0,23.89
153378989,18,187,0.3169,0.6822,1.0,20.44
153379132,43,268,0.4565,0.5435,1.0,24.12
153379135,16,390,0.3474,0.5275,3.0,17.88
153379286,30,112,0.5167,0.6158,1.0,25.3
153379340,60,144,0.4598,0.6138,0.775,25.12
153379551,68,2977,0.2842,0.5313,4.6563,16.16
153379601,35,507,0.4545,0.56,2.0,25.6
153379604,75,199,0.3778,0.4667,1.0,23.04
153379815,37,376,0.3019,0.6735,0.8947,19.05
153379822,35,344,0.3469,0.5686,1.0,18.26
153379836,7,130,0.4286,0.8654,1.5,24.43
153379894,2,156,0.102,0.7143,2.7214,5.0
153380218,17,101,0.4902,0.7,1.0,25.47
153380227,16,107,0.4791,0.7684,1.0,25.25
153380369,122,562,0.5246,0.7526,1.0,26.91
153380511,32,371,0.3033,0.5817,1.0,19.66
153380522,32,376,0.4559,0.713,1.0,22.59
153380538,31,402,0.3774,0.75,1.0,21.32
153380549,28,369,0.4734,0.7281,1.0,23.25
153381064,51,239,0.4902,0.6042,1.0,24.47
153381171,6,150,0.2018,0.396,2.598,12.33
153381246,38,341,0.3781,0.7042,0.8348,21.5
153381285,17,102,0.68,0.75,1.0,31.53
153381326,118,1960,0.4064,0.625,1.6077,22.79
153381442,42,182,0.5375,0.7754,1.0,26.55
153381514,12,122,0.5026,0.8951,0.8015,25.92
153381563,42,940,0.4334,0.9064,1.0,19.29
153381608,33,386,0.2917,0.66,0.875,17.67
153381619,59,585,0.3654,0.5306,1.0625,19.25
153381938,12,168,0.2368,0.5419,1.0,15.25
153382034,54,103,0.51,0.6494,1.0,26.7
153382339,128,1359,0.5405,0.9149,1.0,26.14
153382446,44,211,0.5714,0.7886,1.0,30.32
153383058,170,875,0.4574,0.6793,1.0,24.47
153383148,61,335,0.5283,0.5714,1.0,23.44
153383191,5,121,0.36,0.36,5.8667,23.2
153383314,29,268,0.2826,0.5319,1.0,19.79
153383352,10,388,0.5826,0.8018,4.5238,26.9
153383496,39,119,0.3958,0.7321,0.5,20.51
153383578,60,324,0.602,0.6858,1.0,28.28
153383672,58,311,0.6762,0.7936,1.0,27.59
153383710,57,111,0.5319,0.68,1.0,26.84
153383977,11,146,0.3864,0.7674,1.0,19.09
153383980,2,125,0.5817,0.8718,3.6481,29.5
153383991,3,142,0.02,1.0,1.325,5.33
153384004,12,108,0.5851,0.7033,1.0,25.17
153384087,29,122,0.5094,0.5849,0.6667,24.76
153384229,34,405,0.4678,0.8193,1.0,23.35
153384243,35,357,0.22,0.5319,1.0,18.43
153384341,30,203,0.4377,0.551,1.0,24.33
153384705,154,600,0.5289,0.6153,2.0,26.68
153385724,41,278,0.4167,0.7115,0.8182,23.2
153386267,51,248,0.5,0.6739,1.0,28.02
153386805,41,119,0.75,0.75,1.0,31.9
153387148,37,236,0.54,0.6744,1.0,26.19
153387183,672,1869,0.3609,0.5588,1.0,20.75
153387489,64,355,0.2962,0.564,1.0,18.83
153387684,38,393,0.4547,0.798,0.9042,21.61
153387713,24,133,0.57,0.8167,1.0,30.29
153387737,59,129,0.4565,0.5769,1.0,22.71
153387772,17,124,0.7174,0.8333,1.0,29.76
153387907,28,210,0.5473,0.8501,0.5752,26.04
153387959,40,237,0.3267,0.6125,1.0,20.23
153388030,53,509,0.48,0.8696,0.875,21.19
153388153,45,283,0.34,0.6667,1.0,20.6
153388372,32,385,0.4392,0.79,0.8667,20.75
153388546,131,812,0.5217,0.7,1.0,26.61
153388711,52,362,0.5789,0.8654,0.6667,29.48
153388751,34,230,0.5006,0.5202,2.9,26.76
153388795,110,312,0.4934,0.6021,1.0,24.54
153388868,42,265,0.4423,0.8281,1.0,21.93
153388981,38,388,0.5698,0.9565,1.0,22.08
153389050,27,204,0.6304,0.7826,1.0,23.19
153389350,21,165,0.3922,0.6735,1.0,22.38
153389498,126,1372,0.5447,0.8526,1.0,27.2
153389692,188,397,0.5,0.6767,1.0,24.89
153390000,44,305,0.3269,0.696,1.0,20.5
153390051,89,120,0.5652,0.6327,1.0,27.3
153390056,743,3757,0.4286,0.7174,0.8462,22.74
153390087,64,381,0.5757,0.7578,0.8819,27.2
153390165,57,297,0.6122,0.7,1.0,27.11
153390410,30,178,0.4694,0.6682,1.0,24.53
153390551,80,480,0.5876,0.7234,1.0,27.28
153390596,11,198,0.6739,0.84,1.5938,29.91
153390748,43,268,0.6735,0.8298,1.0,31.0
153390804,28,218,0.63,0.9223,1.0,30.18
153390912,129,332,0.5306,0.6667,1.0,25.96
153390988,58,312,0.6372,0.7245,1.0,26.64
153391005,38,247,0.3339,0.7105,0.6881,18.92
153391205,6,229,0.3473,0.7588,2.5417,19.17
153391293,6,123,0.5389,0.7158,2.6875,25.83
153392122,39,159,0.7021,0.7692,1.0,31.95
153392281,11,127,0.2444,0.52,1.0,14.0
153392409,22,281,0.4488,0.6305,1.8167,23.18
153392729,76,172,0.47,0.5656,1.0,23.54
153392827,40,180,0.1887,0.3118,1.0,13.15
153392924,80,803,0.4947,0.7716,1.0,24.14
153393072,74,337,0.551,0.6288,1.0,27.5
153393210,142,221,0.5453,0.5894,1.0,27.53
153393354,106,1025,0.4183,0.6161,1.0,21.75
153393484,74,246,0.5683,0.5833,1.0,26.8
153393532,11,107,0.7872,0.9583,1.0,33.91
153393897,21,439,0.449,0.8077,1.2,20.24
153393923,37,100,0.5208,0.617,1.0,25.16
153394144,40,193,0.5858,0.7029,1.0,28.03
153394333,22,241,0.2692,0.4285,2.0,15.91
153394382,8,100,0.608,0.9679,0.8634,26.0
153394706,95,562,0.2353,0.8627,0.3043,15.86
153394841,8,153,0.3367,0.9026,0.8634,16.25
153394968,21,155,0.375,0.6304,1.0,21.1
153394973,72,141,0.7451,0.763,1.0,33.75
153395395,7,162,0.5918,0.9583,1.6667,30.86
153395481,51,444,0.463,0.6275,1.0,23.18
153395667,146,525,0.4062,0.5323,1.0,22.09
153395778,515,9697,0.5918,0.875,1.7143,28.97
153395945,408,3270,0.388,0.6699,1.0,21.18
153396204,270,2359,0.46,0.7228,1.0,23.89
153396932,35,850,0.2708,0.3654,7.0,14.6
153397030,37,114,0.451,0.4902,1.0,22.97
153397238,161,524,0.3864,0.587,1.0,21.96
153397351,307,1152,0.3256,0.6471,0.6,18.75
153397983,69,817,0.5625,0.88,1.0,26.1
153398104,54,136,0.3708,0.4663,1.0,20.5
153398219,8,107,0.5988,0.7424,2.0952,26.63
153398874,14,110,0.6738,0.8388,1.0,30.71
153399226,7,104,0.3774,0.8723,1.0,26.29
153399404,33,244,0.46,0.6154,1.0,23.33
153399576,36,373,0.3402,0.6355,1.0,19.75
153399772,42,104,0.1176,0.1554,1.0,6.98
153399812,43,625,0.5,0.7234,1.0,22.84
153400049,35,325,0.5102,0.7174,0.9231,22.77
153400175,32,251,0.565,0.7369,1.0,27.63
153400218,138,308,0.4625,0.606,1.0,25.62
153400232,2,139,0.4384,0.7398,3.6875,21.5
153400441,30,202,0.5359,0.8044,0.7692,23.37
153400510,62,105,0.4435,0.5104,1.0,23.42
153400541,59,363,0.4375,0.6087,1.0,23.39
153400583,35,323,0.2,0.5094,1.0,18.2
153400820,35,259,0.3137,0.58,1.0,20.8
153401211,34,342,0.3403,0.6425,0.9258,19.03
153401217,31,217,0.3878,0.6667,0.5714,20.68
153401666,32,171,0.5807,0.8414,0.6667,25.44
153401670,80,1257,0.6487,0.7936,2.3667,31.48
153402018,37,119,0.5577,0.6471,1.0,25.35
153402022,447,943,0.551,0.6667,1.0,27.78
153402412,11,715,0.1915,0.6957,1.875,9.55
153402840,55,515,0.52,0.6731,1.0,23.31
153403169,4,141,0.5782,0.94,1.9739,25.25
153403526,327,2458,0.5217,0.6667,2.0,25.8
153403565,95,267,0.46,0.587,1.0,24.06
153403686,127,234,0.6,0.7308,1.0,29.4
153403921,22,214,0.4592,0.6895,3.0,24.55
153405105,36,361,0.4747,0.8779,1.0,25.22
153405126,107,522,0.4231,0.6122,1.0,22.16
153405738,50,411,0.2829,0.4894,0.9187,14.84
153405739,4,127,0.4804,0.7531,2.3538,23.0
153406238,34,446,0.2415,0.7215,1.0,19.0
153406671,17,507,0.1961,0.3404,4.0,11.06
153406947,319,2127,0.2273,0.4898,1.0,15.45
153407118,47,131,0.6667,0.7917,1.0,31.43
153407396,30,294,0.4078,0.624,1.0,22.3
153407742,71,166,0.38,0.5625,1.0,22.17
153407820,14,129,0.5472,0.7931,1.0,24.07
153408433,12,170,0.3597,0.5818,1.0,17.17
153408635,48,216,0.5615,0.7055,1.0,29.15
153408849,13,147,0.4821,0.7708,1.0,25.85
153408865,79,153,0.434,0.5306,1.0,24.41
153409182,97,728,0.4583,0.7021,0.9459,23.56
153409371,14,216,0.5822,0.99,1.55,28.0
153409905,20,196,0.6348,0.7458,2.1,30.9
153410167,109,1257,0.3556,0.75,1.0,20.01
153410869,35,131,0.451,0.6531,0.75,22.8
153411000,19,149,0.2979,0.4565,0.7619,18.37
153411476,40,323,0.3673,0.7471,1.0,21.58
153411603,32,382,0.1458,0.7174,0.8855,14.75
153411731,25,130,0.5745,0.7059,1.0,29.44
153412155,102,1352,0.1684,0.8422,0.8393,14.71
153412299,60,448,0.6893,0.9417,0.9212,33.43
153412419,194,367,0.5049,0.6315,1.0,26.01
153412560,15,104,0.4,0.78,1.0,21.73
153412564,69,284,0.48,0.76,1.0,25.06
153412870,28,261,0.2249,0.4293,1.0,16.54
153413746,9,135,0.1957,0.4681,1.3333,17.44
153413838,78,208,0.5981,0.7501,1.0,30.22
153413908,33,123,0.44,0.6304,1.0,26.12
153414016,12,112,0.3222,0.494,0.8377,18.67
153414039,41,200,0.5,0.7143,1.0,25.34
153414425,31,195,0.4717,0.5625,1.0,22.61
153415011,48,231,0.2882,0.6525,0.5833,18.54
153416122,2,111,0.6458,0.9038,3.6522,32.5
153416239,11,190,0.5217,0.7059,2.4,26.18
153416252,706,5286,0.32,0.5333,1.0,19.7
153416276,43,107,0.3542,0.4082,1.0,19.05
153416333,273,2366,0.3673,0.76,1.0,20.13
153416532,24,453,0.5685,0.94,2.3239,30.58
153416816,16,137,0.3992,0.5313,1.0,20.56
153416872,150,222,0.4955,0.5726,1.0,24.12
153417057,28,550,0.5174,0.7696,2.0,24.89
153417410,30,208,0.4753,0.73,0.8182,23.8
153417584,15,261,0.25,0.66,1.0,14.07
153417648,969,3054,0.383,0.6667,0.75,21.84
153417651,7,139,0.8519,0.9111,2.3333,33.57
153417739,32,183,0.3646,0.5089,0.8889,21.09
153418233,90,418,0.5289,0.6429,1.0,26.89
153418245,49,590,0.7347,0.86,3.0,35.49
153418293,134,284,0.5,0.5555,1.0,25.31
153418398,4,154,0.3277,0.5109,2.7857,15.75
153418635,78,268,0.653,0.6803,1.0,29.5
153418647,10,100,0.6329,0.79,1.0,27.0
153418921,12,137,0.4284,0.7619,1.0,23.67
153418927,94,118,0.4055,0.4368,1.0,22.57
153419093,150,293,0.5392,0.6214,1.0,26.94
153419101,73,254,0.4583,0.6923,0.7273,24.58
153419277,105,598,0.6,0.7451,1.0,27.95
153419407,28,141,0.4729,0.5436,1.0,24.07
153419440,18,172,0.5895,0.7128,0.7679,21.89
153419708,141,888,0.42,0.6667,0.8,22.37
153419993,12,191,0.1635,0.9798,0.75,17.08
153420394,42,307,0.4315,0.667,1.0,24.0
153420532,42,137,0.5687,0.7313,1.0,26.9
153420895,12,152,0.3392,0.6227,1.9286,21.42
153421059,33,351,0.5532,0.9388,0.9286,23.55
153421083,33,352,0.2222,0.5652,0.8,15.64
153421111,37,373,0.3111,0.587,0.8571,18.65
153421122,1791,4044,0.2653,0.4419,1.0,16.46
153421337,29,385,0.3878,0.6667,1.0,18.93
153421348,31,385,0.44,0.7826,1.0,21.74
153421358,61,787,0.4468,0.8235,1.0,20.66
153421363,40,381,0.261,0.7447,0.9737,18.58
153421387,32,235,0.4694,0.6767,1.0,23.84
153421466,29,306,0.5208,0.8125,1.0,26.76
153421492,12,148,0.2551,0.5225,1.0682,16.83
153421563,27,100,0.449,0.6531,0.5714,26.07
153421620,77,754,0.3396,0.6471,0.8,19.51
153421894,17,173,0.2766,0.5577,1.0,16.59
153422300,23,169,0.4375,0.6591,1.0,22.83
153422427,55,523,0.54,0.8182,1.2273,27.6
153422610,57,327,0.551,0.6,1.0,25.37
153422753,58,338,0.4947,0.5686,1.0,25.03
153423054,58,331,0.5392,0.6365,1.0,24.66
153423261,54,303,0.4633,0.5673,1.0,23.56
153423340,49,102,0.5,0.6471,1.0,27.2
153423406,396,2190,0.5204,0.6315,1.0,24.54
153424038,21,161,0.5769,0.8,0.7222,26.14
153424518,9,146,0.4222,0.6522,2.0,22.33
153424526,81,357,0.3478,0.6739,0.75,21.73
153424581,32,122,0.3757,0.5327,1.0,22.22
153424653,26,179,0.46,0.5,2.0833,25.42
153424772,22,101,0.5104,0.5455,2.3611,26.36
153425123,23,152,0.5686,0.7959,1.0,27.13
153425268,165,472,0.5532,0.74,1.0,27.8
153425417,10,101,0.6268,0.7013,2.275,30.6
153425452,34,369,0.4605,0.7271,1.0,23.12
153425467,31,359,0.4222,0.68,0.95,21.35
153425476,35,371,0.2,0.5098,0.9333,16.46
153425487,55,127,0.54,0.58,1.0,26.6
153425489,32,378,0.4092,0.75,1.0,20.91
153425717,1,152,0.24,0.84,4.9032,12.0
153425790,294,736,0.433,0.7172,0.619,23.81
153425989,60,140,0.4674,0.5694,1.0,24.73
153426257,73,180,0.4118,0.6111,1.0,22.42
153426341,14,508,0.7643,0.9694,3.5167,35.36
153426384,27,163,0.5472,0.8043,0.8,29.26
153426558,8,143,0.2815,0.3592,2.875,14.25
153426644,70,861,0.4162,0.7722,1.0,20.41
153427020,53,223,0.6122,0.7333,1.0,27.87
153427865,25,104,0.3774,0.4375,1.0,23.08
153427948,132,349,0.4898,0.6629,1.0,25.64
153428010,10,116,0.5938,0.6399,1.699,25.1
153428073,4,101,0.2917,0.9896,0.9046,14.25
153428335,29,369,0.4231,0.6809,1.0,20.38
153428722,34,381,0.4851,0.7425,1.0,22.0
153428747,26,107,0.484,0.6805,1.0,26.08
153428761,18,188,0.302,0.5204,1.0,17.89
153429039,44,244,0.3836,0.7013,1.0,21.14
153429145,36,381,0.4155,0.8346,0.9199,20.94
153429303,57,334,0.4583,0.625,1.0,25.3
153429653,39,396,0.2909,0.6042,0.7895,18.51
153429797,2,146,0.3391,0.6887,4.278,17.5
153429815,39,143,0.3,0.3958,0.6,14.95
153429887,93,254,0.5385,0.6441,1.0,26.62
153429898,11,225,0.4314,1.0,1.0,21.0
153430420,19,154,0.2955,0.4681,1.0,16.58
153430445,59,306,0.5306,0.6296,1.0,25.22
153430536,169,361,0.6346,0.7143,1.0,31.13
153430771,54,119,0.5313,0.606,1.0,25.81
153430885,32,328,0.3757,0.6831,0.9688,20.03
153431245,71,373,0.375,0.5417,1.0,21.01
153431329,66,127,0.4792,0.5966,1.0,25.11
153431463,72,356,0.647,0.7379,1.2083,28.6
153431558,7,101,0.26,0.5918,1.0,17.0
153431623,20,483,0.4753,0.5961,3.3636,26.15
153431706,34,325,0.6733,0.7061,2.0,31.74
153431744,33,428,0.4255,0.8182,0.9,19.48
153431902,62,316,0.5581,0.7473,1.0,26.71
153432318,22,111,0.6307,0.755,1.0,31.45
153432337,51,258,0.5745,0.7347,1.0,25.96
153432636,41,334,0.2979,0.8864,0.4545,18.93
153432929,78,386,0.5667,0.6733,1.0,27.23
153433004,95,570,0.5208,0.6739,1.0,25.84
153433061,57,211,0.42,0.68,1.0,25.54
153433268,35,112,0.4894,0.6327,0.6667,24.77
153433517,28,206,0.398,0.5184,1.0,20.54
153433960,36,320,0.4272,0.7864,1.0,22.22
153433962,32,191,0.6346,0.7499,0.9365,30.06
153434078,4,256,0.4001,0.801,5.04,20.0
153434128,10,124,0.381,0.6244,1.0,21.9
153434137,143,1844,0.4,0.64,1.3889,21.29
153434444,40,327,0.2778,0.6057,0.7824,19.58
153434831,390,906,0.4796,0.6373,1.0,25.19
153435395,57,312,0.5417,0.6875,1.0,27.93
153435823,39,332,0.5208,0.6957,0.8462,22.44
153435867,59,172,0.4717,0.6458,1.0,26.0
153436026,68,229,0.5155,0.5938,1.0,26.21
153436476,66,371,0.5367,0.7546,1.0,25.23
153436491,71,107,0.449,0.4694,1.0,23.39
153436505,7,153,0.1667,0.5769,1.0,10.57
153436545,7,139,0.3922,0.8367,1.4,25.0
153436838,41,314,0.4082,0.64,1.0,22.56
153436883,35,322,0.3696,0.6304,0.8333,19.43
153436959,56,303,0.546,0.6533,1.0,26.39
153437190,29,325,0.2449,0.4583,1.0,16.03
153437220,36,263,0.4422,0.7849,0.9,22.08
153437754,18,165,0.1413,0.5322,0.7,13.22
153437805,41,295,0.1667,0.7255,0.4516,17.71
153438618,111,252,0.2391,0.2692,1.0,17.6
153438738,29,188,0.4615,0.5769,0.8571,22.28
153438843,95,179,0.5098,0.5294,1.0,23.74
153438859,39,866,0.6735,0.7143,4.8333,32.64
153439018,33,176,0.4792,0.6667,0.7273,23.61
153439022,114,240,0.5006,0.6171,1.0,26.81
153439050,258,2145,0.3809,0.7451,0.8333,20.18
153439127,63,343,0.46,0.7843,1.0,24.59
153439181,353,702,0.4231,0.4902,1.0,22.87
153439253,122,1016,0.4344,0.7754,1.0,22.48
153439345,114,324,0.5045,0.6289,1.0,24.46
153439431,31,171,0.6111,0.7959,0.6667,25.97
153439582,69,834,0.4468,0.6078,1.5,24.77
153439875,234,2151,0.2729,0.7755,0.7278,18.07
153439999,1,102,0.4118,0.7255,6.0,21.0
153440367,88,140,0.433,0.441,1.0,22.95
153440435,11,189,0.2955,0.6531,0.9063,14.64
153440674,34,334,0.4486,0.6895,1.0,23.21
153440836,35,225,0.5208,0.8125,0.6,24.11
153440907,27,169,0.383,0.7826,0.5417,21.67
153441112,59,161,0.4694,0.549,1.0,23.83
153441230,28,163,0.5192,0.6765,0.875,26.54
153441393,37,308,0.4,0.7021,0.7778,22.05
153441819,24,163,0.5426,0.7458,1.0,24.96
153441822,12,199,0.3845,0.4266,5.0,22.33
153441897,13,134,0.6042,0.7083,1.0,28.23
153442003,18,112,0.3158,0.7029,0.465,16.72
