TABLE_NAME,ORDINAL_POSITION,COLUMN_NAME,DATA_TYPE,COLUMN_COMMENT
ods_a168_dailyreport2,17,bet24,varchar,"source_type=decimal(16,4); LV2佔成"
ods_a168_dailyreport2,18,bet25,varchar,"source_type=decimal(16,4); LV3佔成"
ods_a168_dailyreport2,19,bet26,varchar,"source_type=decimal(16,4); LV4佔成"
ods_a168_dailyreport2,20,bet27,varchar,"source_type=decimal(16,4); LV5佔成"
ods_a168_dailyreport2,21,bet28,varchar,"source_type=decimal(16,4); LV1退水"
ods_a168_dailyreport2,22,bet29,varchar,"source_type=decimal(16,4); LV2退水"
ods_a168_dailyreport2,23,bet30,varchar,"source_type=decimal(16,4); LV3退水"
ods_a168_dailyreport2,24,bet31,varchar,"source_type=decimal(16,4); LV4退水"
ods_a168_dailyreport2,25,bet32,varchar,"source_type=decimal(16,4); LV5退水"
ods_a168_dailyreport2,26,bet39,varchar,source_type=int(11); 
ods_a168_dailyreport2,27,bet10,varchar,source_type=int(11); 幣別
ods_a168_dailyreport2,28,bet11,varchar,"source_type=decimal(16,4); 匯率"
ods_a168_dailyreport2,29,category,varchar,source_type=int(11); 
ods_a168_dailyreport2,30,count,varchar,source_type=int(11); 筆數
ods_a168_dailyreport2,31,risk,varchar,source_type=tinyint(1); 風險單1:是
ods_a168_dailyreport2,32,source_db,varchar,来源库
ods_a168_dailyreport2,33,source_table,varchar,来源表
ods_a168_dailyreport2,34,ods_table_name,varchar,ODS表名
ods_a168_dailyreport2,35,sync_time,datetime,同步时间
ods_a168_dailyreport_member,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_a168_dailyreport_member,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_a168_dailyreport_member,3,id,varchar,source_type=bigint(20); 
ods_a168_dailyreport_member,4,time,varchar,source_type=date; 日期
ods_a168_dailyreport_member,5,bet02,varchar,source_type=int(11); 遊戲編號
ods_a168_dailyreport_member,6,bet05,varchar,source_type=int(11); 會員編號
ods_a168_dailyreport_member,7,bet13,varchar,"source_type=decimal(16,4); 下注金額"
ods_a168_dailyreport_member,8,bet14,varchar,"source_type=decimal(16,4); 派彩金額"
ods_a168_dailyreport_member,9,bet15,varchar,"source_type=decimal(16,4); 會員退水%數"
ods_a168_dailyreport_member,10,bet41,varchar,"source_type=decimal(16,4); 有效投注"
ods_a168_dailyreport_member,11,bet18,varchar,source_type=int(11); LV1ID
ods_a168_dailyreport_member,12,bet19,varchar,source_type=int(11); LV2ID
ods_a168_dailyreport_member,13,bet20,varchar,source_type=int(11); LV3ID
ods_a168_dailyreport_member,14,bet21,varchar,source_type=int(11); LV4ID
ods_a168_dailyreport_member,15,bet22,varchar,source_type=int(11); LV5ID
ods_a168_dailyreport_member,16,bet23,varchar,"source_type=decimal(16,4); LV1占成"
ods_a168_dailyreport_member,17,bet24,varchar,"source_type=decimal(16,4); LV2占成"
ods_a168_dailyreport_member,18,bet25,varchar,"source_type=decimal(16,4); LV3占成"
ods_a168_dailyreport_member,19,bet26,varchar,"source_type=decimal(16,4); LV4占成"
ods_a168_dailyreport_member,20,bet27,varchar,"source_type=decimal(16,4); LV5占成"
ods_a168_dailyreport_member,21,bet28,varchar,"source_type=decimal(16,4); LV1退水"
ods_a168_dailyreport_member,22,bet29,varchar,"source_type=decimal(16,4); LV2退水"
ods_a168_dailyreport_member,23,bet30,varchar,"source_type=decimal(16,4); LV3退水"
ods_a168_dailyreport_member,24,bet31,varchar,"source_type=decimal(16,4); LV4退水"
ods_a168_dailyreport_member,25,bet32,varchar,"source_type=decimal(16,4); LV5退水"
ods_a168_dailyreport_member,26,bet10,varchar,source_type=int(11); 幣別
ods_a168_dailyreport_member,27,bet11,varchar,"source_type=decimal(16,4); 匯率"
ods_a168_dailyreport_member,28,category,varchar,"source_type=int(11); 1:一般,2:小費"
ods_a168_dailyreport_member,29,count,varchar,source_type=int(11); 筆數
ods_a168_dailyreport_member,30,risk,varchar,source_type=tinyint(1); 風險單 1:是
ods_a168_dailyreport_member,31,orders,varchar,source_type=tinyint(1); 劃單 1:是
ods_a168_dailyreport_member,32,source_db,varchar,来源库
ods_a168_dailyreport_member,33,source_table,varchar,来源表
ods_a168_dailyreport_member,34,ods_table_name,varchar,ODS表名
ods_a168_dailyreport_member,35,sync_time,datetime,同步时间
ods_a168_dailyreport_table,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_a168_dailyreport_table,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_a168_dailyreport_table,3,id,varchar,source_type=bigint(20); 
ods_a168_dailyreport_table,4,time,varchar,source_type=date; 日期
ods_a168_dailyreport_table,5,bet02,varchar,source_type=int(11); 遊戲編號
ods_a168_dailyreport_table,6,bet10,varchar,source_type=int(11); 幣別
ods_a168_dailyreport_table,7,bet11,varchar,"source_type=decimal(16,4); 匯率"
ods_a168_dailyreport_table,8,bet13,varchar,"source_type=decimal(16,4); 下注金額"
ods_a168_dailyreport_table,9,bet14,varchar,"source_type=decimal(16,4); 派彩金額"
ods_a168_dailyreport_table,10,bet18,varchar,source_type=int(11); LV1ID
ods_a168_dailyreport_table,11,bet23,varchar,"source_type=decimal(16,4); LV1占成"
ods_a168_dailyreport_table,12,bet28,varchar,"source_type=decimal(16,4); LV1退水%數"
ods_a168_dailyreport_table,13,bet39,varchar,source_type=int(11); 桌子編號
ods_a168_dailyreport_table,14,bet41,varchar,"source_type=decimal(16,4); 下注退水金額"
ods_a168_dailyreport_table,15,validbet,varchar,"source_type=decimal(16,4); 有效投注"
ods_a168_dailyreport_table,16,category,varchar,"source_type=int(11); 1:一般,2:小費"
ods_a168_dailyreport_table,17,count,varchar,source_type=int(11); 筆數
ods_a168_dailyreport_table,18,risk,varchar,source_type=tinyint(1); 風險單 1:是
ods_a168_dailyreport_table,19,orders,varchar,source_type=tinyint(1); 劃單 1:是
ods_a168_dailyreport_table,20,source_db,varchar,来源库
ods_a168_dailyreport_table,21,source_table,varchar,来源表
ods_a168_dailyreport_table,22,ods_table_name,varchar,ODS表名
ods_a168_dailyreport_table,23,sync_time,datetime,同步时间
ods_a168_dailyreport_usercount,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_a168_dailyreport_usercount,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_a168_dailyreport_usercount,3,id,varchar,source_type=int(11); 
ods_a168_dailyreport_usercount,4,time,varchar,source_type=date; 日期
ods_a168_dailyreport_usercount,5,bet05,varchar,source_type=int(11); 會員編號
ods_a168_dailyreport_usercount,6,bet02,varchar,source_type=int(11); 遊戲編號
ods_a168_dailyreport_usercount,7,bet39,varchar,source_type=int(11); 桌號
ods_a168_dailyreport_usercount,8,bet18,varchar,source_type=int(11); LV1ID
ods_a168_dailyreport_usercount,9,source_db,varchar,来源库
ods_a168_dailyreport_usercount,10,source_table,varchar,来源表
ods_a168_dailyreport_usercount,11,ods_table_name,varchar,ODS表名
ods_a168_dailyreport_usercount,12,sync_time,datetime,同步时间
ods_a168_game_transfer,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_a168_game_transfer,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_a168_game_transfer,3,tcpsocketport,varchar,source_type=int(11); 
ods_a168_game_transfer,4,websocketport,varchar,source_type=int(11); 
ods_a168_game_transfer,5,gid,varchar,source_type=int(11); 遊戲ID
ods_a168_game_transfer,6,tablelist,varchar,"source_type=text; 傳送的桌子列表,留空代表所有桌都送"
ods_a168_game_transfer,7,enable,varchar,source_type=tinyint(4); 啟停用
ods_a168_game_transfer,8,comment,varchar,source_type=text; 註解
ods_a168_game_transfer,9,source_db,varchar,来源库
ods_a168_game_transfer,10,source_table,varchar,来源表
ods_a168_game_transfer,11,ods_table_name,varchar,ODS表名
ods_a168_game_transfer,12,sync_time,datetime,同步时间
ods_a168_log_age_cash_change,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_a168_log_age_cash_change,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_a168_log_age_cash_change,3,lacc01,varchar,source_type=int(11); 
ods_a168_log_age_cash_change,4,lacc02,varchar,source_type=int(11); LV
ods_a168_log_age_cash_change,5,lacc03,varchar,source_type=int(11); ID
ods_a168_log_age_cash_change,6,op_utp,varchar,source_type=char(1); 操作者類型
ods_a168_log_age_cash_change,7,lacc04,varchar,source_type=int(11); OPLV
ods_a168_log_age_cash_change,8,lacc05,varchar,source_type=int(11); OPID
ods_a168_log_age_cash_change,9,lacc06,varchar,"source_type=decimal(15,4); 異動金額"
ods_a168_log_age_cash_change,10,lacc07,varchar,source_type=datetime; 操作時間
ods_a168_log_age_cash_change,11,lacc08,varchar,source_type=varchar(20); 備註
ods_a168_log_age_cash_change,12,lacc09,varchar,"source_type=decimal(15,4); 異動前金額"
ods_a168_log_age_cash_change,13,lacc10,varchar,source_type=int(11); upid
ods_a168_log_age_cash_change,14,lacc11,varchar,"source_type=decimal(15,4); 上層異動前金額"
ods_a168_log_age_cash_change,15,pointtype,varchar,source_type=int(11); 0:現金;1:信用;
ods_a168_log_age_cash_change,16,source_db,varchar,来源库
ods_a168_log_age_cash_change,17,source_table,varchar,来源表
ods_a168_log_age_cash_change,18,ods_table_name,varchar,ODS表名
ods_a168_log_age_cash_change,19,sync_time,datetime,同步时间
ods_a168_orderslist,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_a168_orderslist,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_a168_orderslist,3,bet01,varchar,source_type=bigint(20); 注單編號
ods_a168_orderslist,4,op,varchar,source_type=int(11); 操作者(管理員)
ods_a168_orderslist,5,optime,varchar,source_type=datetime; 操作時間
ods_a168_orderslist,6,source_db,varchar,来源库
ods_a168_orderslist,7,source_table,varchar,来源表
ods_a168_orderslist,8,ods_table_name,varchar,ODS表名
ods_a168_orderslist,9,sync_time,datetime,同步时间
ods_a168_partner_transation,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_a168_partner_transation,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_a168_partner_transation,3,id,varchar,source_type=int(11); 
ods_a168_partner_transation,4,action,varchar,"source_type=enum(''bet'',''settle'',''cancel'',''rollback'',''betSuccess'',''refund'',''rewardDeduct'',''bouns'',''free'',''tip''); 動作"
ods_a168_partner_transation,5,agent_id,varchar,source_type=int(11); 代理 id
ods_a168_partner_transation,6,mid,varchar,source_type=int(11); 
ods_a168_partner_transation,7,code,varchar,source_type=int(4); 
ods_a168_partner_transation,8,round_id,varchar,source_type=varchar(50); 
ods_a168_partner_transation,9,transId,varchar,source_type=varchar(100); 第三方交易流水號
ods_a168_partner_transation,10,wallet_id,varchar,source_type=bigint(20); wallet_dtl 處理 id
ods_a168_partner_transation,11,iom_id,varchar,source_type=bigint(20); in_out_m 處理 id
ods_a168_partner_transation,12,requestDate,varchar,source_type=datetime; 第三方請求時間
ods_a168_partner_transation,13,money,varchar,"source_type=decimal(15,4); 金額"
ods_a168_partner_transation,14,balance,varchar,"source_type=decimal(16,4); 交易前餘額"
ods_a168_partner_transation,15,type,varchar,source_type=tinyint(1); 1:加點 2:扣點 3:重對加點 4:重對扣點 5:重新派彩  6: 和局 0: 無任何動作
ods_a168_partner_transation,16,status,varchar,"source_type=tinyint(1); 0:未處理,1:成功,2:失敗,3:回滾,4:處理中"
ods_a168_partner_transation,17,isFinish,varchar,"source_type=enum(''Y'',''N'',''X''); "
ods_a168_partner_transation,18,remark,varchar,source_type=varchar(255); 
ods_a168_partner_transation,19,source_db,varchar,来源库
ods_a168_partner_transation,20,source_table,varchar,来源表
ods_a168_partner_transation,21,ods_table_name,varchar,ODS表名
ods_a168_partner_transation,22,sync_time,datetime,同步时间
ods_a168_partner_transation_log,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_a168_partner_transation_log,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_a168_partner_transation_log,3,trans_id,varchar,source_type=int(11); 
ods_a168_partner_transation_log,4,text,varchar,source_type=text; 
ods_a168_partner_transation_log,5,created_at,varchar,source_type=datetime; 
ods_a168_partner_transation_log,6,source_db,varchar,来源库
ods_a168_partner_transation_log,7,source_table,varchar,来源表
ods_a168_partner_transation_log,8,ods_table_name,varchar,ODS表名
ods_a168_partner_transation_log,9,sync_time,datetime,同步时间
ods_a168_payment_bank,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_a168_payment_bank,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_a168_payment_bank,3,id,varchar,source_type=int(11); 
ods_a168_payment_bank,4,currency,varchar,source_type=varchar(8); 幣別
ods_a168_payment_bank,5,code,varchar,source_type=int(11); 平台id
ods_a168_payment_bank,6,bank_id,varchar,source_type=varchar(20); 銀行代碼
ods_a168_payment_bank,7,name,varchar,source_type=varchar(50); 名稱
ods_a168_payment_bank,8,source_db,varchar,来源库
ods_a168_payment_bank,9,source_table,varchar,来源表
ods_a168_payment_bank,10,ods_table_name,varchar,ODS表名
ods_a168_payment_bank,11,sync_time,datetime,同步时间
ods_a168_payment_method,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_a168_payment_method,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_a168_payment_method,3,id,varchar,source_type=int(11); 
ods_a168_payment_method,4,code,varchar,source_type=int(11); 平台id
ods_a168_payment_method,5,name,varchar,source_type=varchar(20); 
ods_a168_payment_method,6,data,varchar,source_type=varchar(20); 
ods_a168_payment_method,7,type,varchar,source_type=varchar(20); 支付類型
ods_a168_payment_method,8,device,varchar,"source_type=enum(''web'',''mobile'',''all''); 裝置"
ods_a168_payment_method,9,status,varchar,source_type=int(1); 狀態
ods_a168_payment_method,10,source_db,varchar,来源库
ods_a168_payment_method,11,source_table,varchar,来源表
ods_a168_payment_method,12,ods_table_name,varchar,ODS表名
ods_a168_payment_method,13,sync_time,datetime,同步时间
ods_a168_payment_order,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_a168_payment_order,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_a168_payment_order,3,id,varchar,source_type=int(11); 流水號
ods_a168_payment_order,4,ps_id,varchar,source_type=int(6); 第三方支付設定
ods_a168_payment_order,5,orderId,varchar,source_type=varchar(50); 訂單編號
ods_a168_payment_order,6,mid,varchar,source_type=int(20); 會員 mid
ods_a168_payment_order,7,orderTime,varchar,source_type=timestamp; 訂單時間
ods_a168_payment_order,8,paymentOrderId,varchar,source_type=varchar(50); 第三方支付訂單編號
ods_a168_payment_order,9,currency,varchar,source_type=varchar(3); 幣別
ods_a168_payment_order,10,amount,varchar,"source_type=decimal(16,4); 金額"
ods_a168_payment_order,11,real_amount,varchar,"source_type=decimal(16,4); 實際交易金額"
ods_a168_payment_order,12,fee,varchar,"source_type=decimal(16,4); 手續費"
ods_a168_payment_order,13,fee_tax,varchar,"source_type=decimal(16,2); 手續費(%)"
ods_a168_payment_order,14,status,varchar,"source_type=int(11); 0:未處理, 1:支付&加點成功, 2:支付成功;加點失敗, -1: 線上支付失敗, 999: 訂單處理中"
ods_a168_payment_order,15,wallet_id,varchar,source_type=int(11); wallet_dtl 處理 id
ods_a168_payment_order,16,iom_id,varchar,source_type=int(11); in_out_m 處理 id
ods_a168_payment_order,17,cbtime,varchar,source_type=timestamp; 回call時間
ods_a168_payment_order,18,ip,varchar,source_type=varchar(128); 會員 IP
ods_a168_payment_order,19,remark,varchar,source_type=varchar(100); 備註
ods_a168_payment_order,20,source_db,varchar,来源库
ods_a168_payment_order,21,source_table,varchar,来源表
