uid,n_shoes,n_orders,entry_pos_p50,exit_pos_p50,bet_density_p50,entry_round_avg,audit_rn,batch_id
143297636,380,1662,0.3465,0.46,1.0,20.33,36925,1
143298055,184,385,0.5,0.6535,1.0,26.79,36926,1
143298607,473,1244,0.64,0.7547,1.0,30.81,36927,1
143299197,109,303,0.5208,0.5532,1.0,27.02,36928,1
143299604,433,722,0.6,0.6531,1.0,29.92,36929,1
143299723,283,1847,0.5745,0.76,1.0,28.58,36930,1
143299881,674,3428,0.5625,0.6796,1.0,28.75,36931,1
143301039,807,5580,0.3621,0.4792,1.5,20.85,36932,1
143301060,78,149,0.237,0.2704,1.0,15.27,36933,1
143301135,11,199,0.16,0.58,1.0,11.36,36934,1
143301213,91,260,0.5625,0.6735,1.0,26.81,36935,1
143301257,118,288,0.41,0.6,1.0,21.24,36936,1
143301350,35,119,0.22,0.2609,1.0,13.89,36937,1
143301871,28,166,0.5309,0.6603,1.0,25.93,36938,1
143302161,5,111,0.6222,1.0,1.6585,30.4,36939,1
143302185,59,163,0.4792,0.6327,1.0,24.59,36940,1
143302713,469,4007,0.5294,0.6957,1.5,26.93,36941,1
143302806,28,284,0.7457,0.8085,1.5227,33.75,36942,1
143302862,114,1107,0.6325,0.8526,1.0,31.05,36943,1
143303947,354,911,0.5472,0.6155,1.0,28.27,36944,1
143304096,11,163,0.7234,0.898,1.0,31.73,36945,1
143304522,863,2428,0.36,0.6471,0.6667,20.18,36946,1
143304566,33,247,0.4038,0.4792,1.8333,22.09,36947,1
143304913,15,159,0.4792,0.766,0.8125,26.2,36948,1
143305619,158,599,0.5,0.5784,1.0,24.59,36949,1
143307040,322,1413,0.2135,0.7872,0.25,15.35,36950,1
143307780,50,153,0.2789,0.3199,1.0,18.34,36951,1
143307937,80,182,0.4647,0.5629,1.0,23.83,36952,1
143307955,66,239,0.408,0.4528,1.0,23.44,36953,1
143308591,58,177,0.6042,0.6571,1.0,28.79,36954,1
143309167,811,1896,0.5472,0.6078,1.0,26.78,36955,1
143309698,1465,3714,0.45,0.5098,1.0,23.64,36956,1
143309805,241,548,0.3519,0.4,1.0,19.67,36957,1
143309951,32,138,0.6924,0.7913,1.0,35.13,36958,1
143310433,99,155,0.5319,0.66,1.0,28.3,36959,1
143310653,53,127,0.25,0.3091,1.0,15.43,36960,1
143310770,42,240,0.4552,0.7199,1.0,25.88,36961,1
143310984,76,316,0.3333,0.7802,0.3333,19.36,36962,1
143311009,12,310,0.4965,0.7528,2.9161,26.17,36963,1
143311742,89,1299,0.4348,0.6522,1.4286,23.98,36964,1
143311996,14,183,0.2282,0.7391,0.9524,14.43,36965,1
143312108,96,204,0.4547,0.6225,1.0,25.77,36966,1
143312192,38,165,0.3786,0.52,1.0,19.95,36967,1
143312224,72,128,0.4896,0.5387,1.0,24.65,36968,1
143312743,2,132,0.3566,0.5577,6.0,17.5,36969,1
143312832,26,128,0.6132,0.7157,1.0,27.23,36970,1
143312964,38,168,0.6701,0.7662,1.0,33.03,36971,1
143313051,31,162,0.3542,0.5208,1.0,20.71,36972,1
143313106,1803,30154,0.3,0.7843,1.0,18.19,36973,1
143313252,18,366,0.4387,0.542,2.0,25.11,36974,1
143313524,83,186,0.5556,0.6383,1.0,26.4,36975,1
143313733,114,604,0.6596,0.7938,1.0,31.52,36976,1
143313784,230,870,0.54,0.6146,1.0,26.99,36977,1
143313859,704,2605,0.4904,0.5743,1.0,25.5,36978,1
143314048,26,162,0.6224,0.6794,3.0,27.42,36979,1
143314074,9658,24159,0.5833,0.72,1.0,28.72,36980,1
143314524,21,144,0.2766,0.3333,1.0,14.05,36981,1
143314567,663,2588,0.2353,0.3265,1.0,15.75,36982,1
143315206,413,615,0.6667,0.6889,1.0,31.35,36983,1
143315238,92,265,0.4798,0.549,1.0,24.84,36984,1
143315366,17,264,0.5217,0.75,1.4286,28.12,36985,1
143316604,10,116,0.3516,0.6031,1.0,21.0,36986,1
143317342,35,117,0.537,0.6038,1.0,29.11,36987,1
143317426,12,135,0.6381,0.97,1.0,28.08,36988,1
143317737,236,1464,0.449,0.6087,1.0,24.21,36989,1
143318290,17,267,0.7917,0.9388,2.1667,30.35,36990,1
143318917,265,505,0.4082,0.4468,1.0,23.32,36991,1
143319039,203,507,0.3469,0.4167,1.0,20.43,36992,1
143320169,69,766,0.5,0.7547,1.125,26.68,36993,1
143320365,10,121,0.4283,0.7752,0.9808,21.2,36994,1
143320486,44,498,0.4704,0.7429,1.0,23.84,36995,1
143320810,188,386,0.5326,0.5817,1.0,26.73,36996,1
143321273,477,1224,0.4583,0.58,1.0,24.44,36997,1
143321820,46,1023,0.5198,0.6198,3.2917,27.76,36998,1
143322134,263,1948,0.56,0.7021,1.0,26.58,36999,1
143322220,143,225,0.5294,0.6226,1.0,27.01,37000,1
143322313,26,102,0.4942,0.5817,1.0,23.5,37001,1
143322878,87,688,0.4,0.6042,1.0,22.64,37002,1
143323001,123,823,0.3478,0.5116,1.0,19.74,37003,1
143323986,26,229,0.4953,0.613,2.0,26.08,37004,1
143324857,1663,3774,0.4468,0.614,1.0,23.98,37005,1
143325034,94,156,0.4357,0.4862,1.0,24.7,37006,1
143325516,27,199,0.3673,0.5,1.0,22.59,37007,1
143325548,29,191,0.4038,0.64,1.0,21.24,37008,1
143326539,838,1643,0.32,0.4564,1.0,19.89,37009,1
143326650,83,179,0.4583,0.5098,1.0,23.31,37010,1
143326759,525,6807,0.3061,0.6458,1.0,18.28,37011,1
143328804,11,102,0.6346,0.8077,1.0,29.64,37012,1
143328816,8053,17153,0.3182,0.4464,1.0,19.03,37013,1
143329121,32,799,0.1002,0.2948,1.4833,7.88,37014,1
143329948,202,1092,0.5313,0.6776,1.0,26.22,37015,1
143329950,44,139,0.5511,0.6733,1.0,26.86,37016,1
143330104,122,456,0.6169,0.6604,1.5,30.87,37017,1
143330684,232,502,0.5049,0.6457,1.0,25.88,37018,1
143330913,285,3280,0.6154,0.68,4.1667,30.51,37019,1
143331822,689,1488,0.4898,0.56,1.0,25.21,37020,1
143332372,71,297,0.431,0.68,1.0,23.77,37021,1
143332880,4,101,0.5586,0.9907,1.3216,33.5,37022,1
143332968,31,307,0.6458,0.74,1.5714,32.58,37023,1
143334111,104,4939,0.3936,0.5933,5.0,20.98,37024,1
143335789,7,427,0.0638,0.7959,3.8222,15.0,37025,1
143337363,393,1723,0.2,0.4783,0.9167,16.44,37026,1
143337415,55,185,0.551,0.6875,1.0,27.13,37027,1
143337883,147,1041,0.6327,0.8163,1.0,31.05,37028,1
143337999,59,690,0.2182,0.3469,1.3333,11.02,37029,1
143338375,329,3473,0.6889,0.84,1.6667,32.88,37030,1
143339353,243,409,0.5385,0.6531,1.0,26.16,37031,1
143339468,190,998,0.3939,0.7741,0.6307,22.24,37032,1
143340287,36,175,0.6139,0.6329,2.8,30.58,37033,1
143340679,52,124,0.6538,0.6731,1.0,30.35,37034,1
143341027,40,129,0.4271,0.5445,1.0,22.75,37035,1
143341084,10,106,0.4184,0.4796,1.619,21.9,37036,1
143341099,40,122,0.5885,0.5885,1.0,27.48,37037,1
143341250,31,138,0.3542,0.4583,1.0,18.0,37038,1
143341486,142,175,0.5408,0.5621,1.0,27.89,37039,1
143341635,514,1027,0.5906,0.6154,1.0,27.93,37040,1
143341816,42,120,0.6202,0.6563,1.0,29.98,37041,1
143342740,13,110,0.1556,0.5,0.7895,13.62,37042,1
143343084,247,317,0.5102,0.52,1.0,26.13,37043,1
143343120,128,166,0.5938,0.6042,1.0,28.93,37044,1
143343246,32,121,0.5047,0.5208,1.0,25.84,37045,1
143343720,10,179,0.5385,0.7374,1.6326,24.5,37046,1
143344108,151,479,0.5625,0.6383,1.0,27.78,37047,1
143344853,66,810,0.5395,0.6465,1.6667,24.52,37048,1
143344994,195,487,0.4912,0.5818,1.0,25.18,37049,1
143345122,404,1729,0.5817,0.6667,1.0,28.07,37050,1
143345319,294,835,0.5098,0.5785,1.0,25.08,37051,1
143345887,14,352,0.7065,0.7529,4.25,31.5,37052,1
143346893,373,1752,0.1702,0.8333,0.25,14.35,37053,1
143348618,167,2385,0.3654,0.76,1.0,20.82,37054,1
143349623,12,131,0.6529,0.8054,1.0,30.92,37055,1
143352081,446,3041,0.4302,0.5959,1.0,21.81,37056,1
143353161,227,582,0.5833,0.6735,1.0,27.98,37057,1
143354427,34,286,0.587,0.8184,1.0,29.21,37058,1
143355442,35,578,0.6981,0.7959,4.0,32.0,37059,1
143355480,34,119,0.43,0.5704,1.0,25.82,37060,1
143356437,294,986,0.5833,0.6526,1.0,28.26,37061,1
143356576,49,126,0.5714,0.5918,3.0,30.29,37062,1
143357185,1408,7995,0.5714,0.6809,1.2308,28.42,37063,1
143357235,14,224,0.5215,0.8016,1.3538,27.36,37064,1
143357504,21,225,0.383,0.7818,1.0,22.62,37065,1
143357707,579,2763,0.4894,0.5745,1.5,25.41,37066,1
143357838,182,447,0.2688,0.3403,1.0,14.37,37067,1
143359017,82,2195,0.5147,0.7708,2.8063,25.37,37068,1
143359068,18,125,0.433,0.8322,0.6305,21.39,37069,1
143359853,393,1344,0.36,0.8,0.3333,18.52,37070,1
143360697,270,735,0.4894,0.5294,1.0,24.92,37071,1
143361224,226,425,0.4804,0.6095,1.0,25.03,37072,1
143361338,6,215,0.266,0.7551,2.1,21.0,37073,1
143361958,1112,4172,0.3111,0.46,2.0,18.94,37074,1
143362296,106,261,0.4898,0.5626,1.0,25.03,37075,1
143362940,106,230,0.5308,0.6277,1.0,27.84,37076,1
143363017,481,5479,0.3333,0.4898,1.5455,19.5,37077,1
143364727,28,308,0.1429,0.543,0.7,8.43,37078,1
143364988,162,568,0.5566,0.6083,1.0,26.27,37079,1
143365255,35,227,0.48,0.6383,1.0,22.51,37080,1
143365342,304,438,0.5453,0.6766,1.0,27.83,37081,1
143365738,350,516,0.5,0.6087,1.0,25.9,37082,1
143365805,176,425,0.3365,0.3979,1.0,20.16,37083,1
143366844,346,816,0.4858,0.5652,1.0,24.84,37084,1
143367437,50,579,0.49,0.6485,1.108,25.74,37085,1
143368889,31,407,0.25,0.4286,1.25,17.71,37086,1
143369094,7,183,0.0465,0.9796,1.0,15.0,37087,1
143370340,463,2622,0.3462,0.5208,0.8,19.7,37088,1
143371250,31,147,0.3404,0.4286,1.0,19.39,37089,1
143371298,38,101,0.5104,0.6703,1.0,26.84,37090,1
143371346,88,186,0.4521,0.6471,1.0,23.0,37091,1
143371508,70,100,0.5295,0.5397,1.0,26.74,37092,1
143372444,222,1073,0.3958,0.5436,1.0,20.06,37093,1
143372936,24,105,0.49,0.6458,1.75,25.42,37094,1
143372990,535,2471,0.2885,0.3673,1.625,16.86,37095,1
143373294,41,207,0.6531,0.7593,1.0,29.39,37096,1
143373716,178,616,0.5472,0.6161,1.0,27.11,37097,1
143373907,92,154,0.3815,0.5185,1.0,22.78,37098,1
143375327,32,629,0.6701,0.776,3.725,33.19,37099,1
143375831,38,164,0.6268,0.673,1.0,28.34,37100,1
143376253,53,387,0.551,0.62,3.0,27.19,37101,1
143376528,84,215,0.4947,0.5941,1.0,24.77,37102,1
143377599,100,682,0.57,0.6288,1.7889,27.76,37103,1
143377819,107,207,0.5957,0.6304,1.0,28.77,37104,1
143378390,63,123,0.5185,0.5714,1.0,27.19,37105,1
143380943,140,381,0.4753,0.5222,1.0,23.85,37106,1
143380971,34,243,0.4951,0.6633,1.0,23.88,37107,1
143381099,465,6393,0.2083,0.3878,1.2222,11.2,37108,1
143381336,149,1611,0.2745,0.449,1.0,17.57,37109,1
143382108,143,4227,0.6122,1.0,2.2222,31.55,37110,1
143382357,37,179,0.5102,0.5625,1.0,26.86,37111,1
143382430,335,629,0.5385,0.617,1.0,25.76,37112,1
143382572,17,279,0.48,0.6889,1.8,22.59,37113,1
143382759,697,1740,0.4792,0.6744,1.0,24.04,37114,1
143382774,28,370,0.4434,0.6146,1.2591,22.61,37115,1
143383106,207,994,0.1837,0.84,0.2667,16.37,37116,1
143383656,21,158,0.6346,0.84,1.0,32.29,37117,1
143383830,49,316,0.5652,0.6739,1.0,24.94,37118,1
143384104,124,203,0.5472,0.6895,1.0,28.63,37119,1
143384877,56,127,0.3439,0.4278,1.0,19.84,37120,1
143385573,26,391,0.3879,0.6631,1.0,21.58,37121,1
143385728,59,216,0.4894,0.5577,1.0,24.78,37122,1
143387696,133,2973,0.4694,0.6346,1.625,24.97,37123,1
143388415,75,328,0.6327,0.7255,1.0,30.12,37124,1
143388561,10,129,0.4149,0.5582,1.2,21.1,37125,1
143388918,322,7088,0.0412,0.9808,0.7156,8.87,37126,1
143389127,10,171,0.5861,0.9186,1.0471,21.9,37127,1
143389564,78,309,0.6701,0.8084,1.0,29.59,37128,1
143390547,114,764,0.4592,0.5332,2.0,23.21,37129,1
143390883,18,156,0.6091,0.8542,1.3333,26.83,37130,1
143390892,11,105,0.4468,0.6042,1.3,23.91,37131,1
143391504,75,451,0.4423,0.551,1.0,21.41,37132,1
143391622,3,122,0.12,0.64,3.3125,18.67,37133,1
143391663,16,111,0.6038,0.6537,3.0,30.31,37134,1
143392421,300,1474,0.449,0.5686,1.0,22.73,37135,1
143392490,88,152,0.5102,0.6458,1.0,25.75,37136,1
143392671,947,1793,0.5098,0.6531,1.0,26.62,37137,1
143393050,1272,3774,0.4375,0.5656,1.0,23.71,37138,1
143393098,161,2410,0.1702,0.2745,2.0,10.22,37139,1
143394291,21,252,0.6042,0.7551,2.5,27.95,37140,1
143396455,99,318,0.3621,0.4565,1.0,22.06,37141,1
143397001,49,154,0.44,0.44,3.0,26.47,37142,1
143397093,598,5605,0.4894,0.5785,4.0,25.17,37143,1
143400236,72,759,0.3131,0.5147,1.108,18.94,37144,1
143401515,830,2641,0.4528,0.53,1.0,23.77,37145,1
143402169,41,389,0.5745,0.9184,0.9286,29.27,37146,1
143402367,84,1186,0.6496,0.7843,2.164,30.62,37147,1
143402789,72,185,0.3061,0.3738,1.0,16.88,37148,1
143403032,425,597,0.52,0.54,1.0,27.82,37149,1
143404293,97,207,0.5625,0.5957,1.0,27.48,37150,1
143404543,73,159,0.4314,0.4898,1.0,22.53,37151,1
143405329,103,184,0.5357,0.62,1.0,26.7,37152,1
143405518,238,1421,0.4851,0.625,1.0,25.25,37153,1
143405609,100,372,0.5566,0.6857,1.0,25.82,37154,1
143406169,88,319,0.3775,0.4583,1.0,22.32,37155,1
143406242,49,196,0.4808,0.5208,1.6667,25.69,37156,1
143406438,100,209,0.5332,0.6132,1.0,25.65,37157,1
143406947,23,268,0.5208,0.8367,0.95,25.91,37158,1
143407636,13,286,0.5208,1.0,1.3448,26.08,37159,1
143408028,944,13665,0.52,0.84,1.1213,26.85,37160,1
143408509,310,410,0.5096,0.5532,1.0,25.98,37161,1
143408981,29,138,0.6296,0.74,1.0,30.76,37162,1
143409125,11,131,0.48,0.5102,2.5333,22.55,37163,1
143409620,47,179,0.4082,0.4783,1.0,20.98,37164,1
143409921,22,125,0.4804,0.6746,2.0,27.45,37165,1
143410707,39,438,0.4898,0.7347,1.2,24.69,37166,1
143411026,78,176,0.443,0.66,1.0,24.88,37167,1
143411110,1006,3899,0.4112,0.5333,1.0,23.25,37168,1
143411218,164,451,0.5521,0.6429,1.0,27.02,37169,1
143411224,29,117,0.8409,0.9,1.0,37.31,37170,1
143411573,154,5061,0.6735,0.96,3.6,33.12,37171,1
143411926,11,145,0.4423,0.7083,1.6667,23.0,37172,1
143412317,39,329,0.5833,0.8125,0.9167,27.87,37173,1
143412435,38,225,0.5551,0.6682,1.0,27.45,37174,1
143412772,599,1568,0.4706,0.6154,1.0,25.38,37175,1
143413517,67,581,0.3261,0.6531,0.7442,18.18,37176,1
143414023,24,109,0.3509,0.5872,0.6118,19.08,37177,1
143414633,31,132,0.3846,0.6531,1.0,23.9,37178,1
143414715,116,424,0.6471,0.7246,1.0,31.31,37179,1
143416700,100,264,0.5618,0.7346,1.0,28.79,37180,1
143416705,89,402,0.5306,0.68,1.0,25.92,37181,1
143416998,36,134,0.5151,0.6,1.0,24.75,37182,1
143417136,193,869,0.569,0.6964,1.0,29.61,37183,1
143417235,18,217,0.5208,0.9302,0.8542,26.78,37184,1
143417700,100,598,0.5636,0.7284,1.0,29.15,37185,1
143418730,13,131,0.102,0.26,1.0,8.85,37186,1
143419083,101,242,0.3922,0.5472,1.0,21.64,37187,1
143419616,21,333,0.4043,0.8542,1.0,20.14,37188,1
143420191,34,242,0.4056,0.4766,2.3929,23.94,37189,1
143420561,24,257,0.5266,0.6967,1.875,27.75,37190,1
143421148,159,614,0.4894,0.6531,1.0,25.87,37191,1
143421238,35,280,0.1837,0.5319,1.0,16.03,37192,1
143421407,20,121,0.5363,0.6076,2.0,27.1,37193,1
143421687,32,132,0.4902,0.5206,1.0,24.97,37194,1
143421774,58,211,0.2981,0.4159,1.0,18.6,37195,1
143421911,405,4706,0.56,0.66,3.0,26.99,37196,1
143422590,69,124,0.5435,0.56,1.0,25.72,37197,1
143422684,24,121,0.6635,0.8022,0.8606,31.08,37198,1
143422945,404,1691,0.4851,0.6501,1.0,23.67,37199,1
143423470,48,123,0.5242,0.5833,1.0,27.25,37200,1
143424121,110,615,0.5508,0.7421,1.4643,27.53,37201,1
143424292,14,101,0.2019,0.3892,0.9516,12.29,37202,1
143424986,202,1543,0.4159,0.6501,0.9,22.73,37203,1
143425122,67,149,0.5,0.6304,1.0,26.79,37204,1
143425864,168,736,0.4592,0.6599,1.0,22.93,37205,1
143425879,59,159,0.383,0.4792,1.0,20.61,37206,1
143426374,211,340,0.4773,0.5882,1.0,24.53,37207,1
143426653,371,6858,0.5532,0.7174,2.5,27.54,37208,1
143427597,79,677,0.4444,0.6038,1.0,22.57,37209,1
143428623,25,722,0.5686,0.898,2.25,29.32,37210,1
143428785,110,481,0.6079,0.7059,1.0,28.68,37211,1
143428989,2,273,0.1504,0.7396,4.6105,7.5,37212,1
143429167,11,187,0.72,0.8077,1.85,33.91,37213,1
143429977,120,168,0.3267,0.3402,1.0,17.77,37214,1
143430763,141,1018,0.5789,0.7692,1.0,30.33,37215,1
143431071,311,1266,0.3878,0.58,1.0,21.85,37216,1
143431254,18,188,0.6995,0.8205,2.7708,31.56,37217,1
143431443,429,814,0.4468,0.5714,1.0,24.25,37218,1
143432199,18,196,0.3061,0.538,1.0,16.22,37219,1
143432598,24,564,0.5249,0.6509,2.9286,25.54,37220,1
143434091,100,220,0.5236,0.57,1.0,25.42,37221,1
143434327,56,114,0.4737,0.514,1.0,24.95,37222,1
143434479,83,834,0.551,0.7115,1.0,25.37,37223,1
143434920,912,5427,0.5313,0.6733,1.0,26.38,37224,1
143434992,44,359,0.4228,0.5268,1.2679,21.82,37225,1
143436007,5350,25159,0.4615,0.6818,1.1833,23.72,37226,1
143437098,19,220,0.6038,0.7407,1.15,29.68,37227,1
143437129,148,894,0.35,0.6327,1.0,20.43,37228,1
143437247,65,261,0.2745,0.3396,1.0,16.54,37229,1
143438006,314,6661,0.5688,0.8,2.1111,30.95,37230,1
143439831,53,105,0.6327,0.6731,1.0,28.3,37231,1
143441720,42,510,0.3655,0.7497,0.8798,21.26,37232,1
143442531,123,415,0.5294,0.5926,1.0,26.05,37233,1
143442698,78,144,0.5096,0.5612,1.0,26.71,37234,1
143443146,41,1394,0.5714,0.8367,3.0,27.71,37235,1
143443261,12,127,0.2679,0.4947,1.1552,15.67,37236,1
143444405,607,2545,0.5,0.7292,1.0,25.36,37237,1
143445211,82,136,0.4792,0.6429,1.0,25.84,37238,1
143446101,24,282,0.2629,0.383,2.2917,19.79,37239,1
143447152,377,5272,0.4808,0.9412,0.96,24.74,37240,1
143447613,224,605,0.4893,0.5959,1.0,25.22,37241,1
143447898,387,3438,0.4717,0.7347,1.0,25.35,37242,1
143448742,61,153,0.32,0.4615,1.0,19.49,37243,1
143450026,19,109,0.4545,0.766,1.0,23.37,37244,1
143450706,145,300,0.6538,0.7308,1.0,33.19,37245,1
143450986,31,158,0.5833,0.7451,1.0,26.74,37246,1
143451124,44,647,0.46,0.812,0.9872,24.11,37247,1
143452082,25,133,0.32,0.4314,1.6667,18.24,37248,1
143452599,153,195,0.42,0.4468,1.0,22.92,37249,1
143453074,80,227,0.5789,0.6162,1.0,25.71,37250,1
143453077,75,460,0.4694,0.54,1.8182,23.25,37251,1
143453091,149,213,0.4118,0.5192,1.0,22.66,37252,1
143453601,11,123,0.5,0.6327,1.0,21.73,37253,1
143454815,51,388,0.551,0.74,1.0,25.14,37254,1
143455726,36,270,0.6731,0.8732,1.0,32.83,37255,1
143456071,244,3308,0.25,0.5639,0.9561,14.18,37256,1
143456749,43,319,0.7407,0.94,1.0,38.7,37257,1
143456914,335,2587,0.5102,0.5625,3.0,26.07,37258,1
143460075,68,121,0.5558,0.6667,1.0,27.35,37259,1
143461793,56,783,0.3435,0.4891,2.1,18.7,37260,1
143461826,10,197,0.4475,1.0,1.0556,19.3,37261,1
143461907,498,2145,0.5652,0.7423,1.0,27.23,37262,1
143462783,58,334,0.6667,0.7257,1.0,32.14,37263,1
143463437,2195,3862,0.5,0.6275,1.0,26.03,37264,1
143463524,30,100,0.3327,0.5,1.0,19.77,37265,1
143465889,30,333,0.4787,0.5855,1.6125,22.87,37266,1
143465931,10,122,0.2779,0.3408,3.6667,17.7,37267,1
143466514,126,413,0.4434,0.4744,1.0,23.13,37268,1
143466762,117,455,0.625,0.6863,1.0,31.03,37269,1
143466870,297,2765,0.5745,0.6604,2.0,29.05,37270,1
143466914,230,1201,0.5058,0.6082,1.0,25.99,37271,1
143467001,16,561,0.4111,0.7549,2.25,22.25,37272,1
143467580,17,132,0.102,0.3265,1.0,11.06,37273,1
143467901,110,181,0.412,0.4508,1.0,22.54,37274,1
143467913,40,302,0.3404,0.51,1.0,19.08,37275,1
143468653,168,908,0.5196,0.6603,1.0,25.15,37276,1
143469310,38,191,0.6337,0.7599,1.0,32.95,37277,1
143469748,23,136,0.3673,0.6122,1.0,19.7,37278,1
143470260,107,407,0.5102,0.587,1.0,24.56,37279,1
143471482,72,603,0.3267,0.798,0.8889,19.94,37280,1
143472480,7,114,0.36,0.5472,3.0,18.43,37281,1
143472728,49,158,0.5849,0.6226,1.0,27.9,37282,1
143473747,8,188,0.5359,0.8179,1.4886,28.88,37283,1
143474828,29,141,0.4906,0.6383,1.0,27.41,37284,1
143475548,60,385,0.375,0.4632,1.0,18.67,37285,1
143475584,26,160,0.4532,0.5751,1.0,21.62,37286,1
143478239,614,3899,0.5208,0.6886,1.0,26.17,37287,1
143480006,1309,6169,0.3878,0.7451,0.5789,21.76,37288,1
143480116,146,651,0.3962,0.5151,2.0,22.15,37289,1
143480158,65,3590,0.463,0.8571,3.4286,22.2,37290,1
143480812,443,891,0.2609,0.434,1.0,17.77,37291,1
143481328,59,102,0.5439,0.5741,1.0,27.14,37292,1
143484001,663,1441,0.44,0.7143,1.0,23.68,37293,1
143484393,234,1011,0.5578,0.6222,1.0,27.34,37294,1
143484682,25,109,0.7021,0.72,1.0,31.0,37295,1
143484739,44,189,0.5361,0.6121,1.0,25.91,37296,1
143485413,63,625,0.4894,0.72,1.0,26.67,37297,1
143485497,221,1626,0.4773,0.6122,1.0,24.36,37298,1
143485575,83,294,0.4792,0.6136,1.0,25.73,37299,1
143485599,559,9882,0.4898,0.6,3.2222,24.92,37300,1
143486843,502,1181,0.4112,0.5326,1.0,22.75,37301,1
143487931,140,522,0.4213,0.7312,0.6389,22.56,37302,1
143489527,32,111,0.4881,0.5752,1.0,27.47,37303,1
143489957,33,201,0.34,0.64,0.4783,16.52,37304,1
143490846,77,476,0.3529,0.4909,1.0,19.57,37305,1
143490990,89,385,0.4314,0.6735,0.6667,20.51,37306,1
143491410,45,146,0.4286,0.4286,1.0,21.47,37307,1
143491464,68,216,0.5209,0.5694,1.0,26.91,37308,1
143492090,143,154,0.6038,0.617,1.0,29.52,37309,1
143492264,176,488,0.3333,0.6633,0.6,20.13,37310,1
143492494,30,113,0.49,0.6569,1.0,24.73,37311,1
143492970,78,283,0.5631,0.6697,1.0,26.82,37312,1
143494161,165,518,0.6383,0.6977,1.0,29.81,37313,1
143496578,64,165,0.4021,0.4303,1.0,21.88,37314,1
143497880,44,222,0.7183,0.8599,1.0,35.82,37315,1
143498124,2126,9369,0.36,0.5472,1.0,20.84,37316,1
143498316,29,220,0.3696,0.7234,1.0,19.17,37317,1
143498699,111,352,0.4386,0.6909,0.6,24.32,37318,1
143498932,138,263,0.5683,0.6285,1.0,28.33,37319,1
143499859,138,2700,0.3495,0.55,2.0,20.41,37320,1
143500222,23,160,0.5,0.6327,1.0,23.35,37321,1
143500391,75,249,0.5306,0.6604,1.0,27.47,37322,1
143500537,137,593,0.6981,0.8491,1.0,34.68,37323,1
143500710,52,114,0.4043,0.5625,1.0,22.1,37324,1
143501166,300,4723,0.6336,0.7653,2.0,30.79,37325,1
143501174,112,522,0.4402,0.6993,1.0,24.3,37326,1
143501230,155,419,0.5577,0.68,1.0,27.66,37327,1
143502264,19,211,0.3922,0.625,1.3333,22.84,37328,1
143502482,655,5434,0.5094,0.7551,0.9375,24.55,37329,1
143502490,125,270,0.5102,0.551,1.0,24.3,37330,1
143502604,23,426,0.625,0.9796,1.0,25.91,37331,1
143503010,62,347,0.7244,0.7938,1.0,33.03,37332,1
143503635,129,1360,0.5,0.5962,2.0,25.89,37333,1
143503684,57,571,0.5294,0.551,4.0,25.61,37334,1
143506392,317,728,0.5532,0.6182,1.0,26.18,37335,1
143507447,78,457,0.3823,0.5544,1.0,21.6,37336,1
143507829,23,114,0.1538,0.2353,1.0,9.04,37337,1
143508018,265,2231,0.4583,0.68,1.0,23.54,37338,1
143508260,181,1078,0.22,0.3333,1.0,15.11,37339,1
143508354,136,248,0.6842,0.77,1.0,32.6,37340,1
143508650,57,353,0.38,0.3958,3.0,22.81,37341,1
143508971,930,6674,0.16,0.2315,2.0,10.94,37342,1
143510006,54,184,0.366,0.5304,1.0,20.72,37343,1
143510505,85,142,0.5625,0.5833,1.0,28.13,37344,1
143510999,125,444,0.56,0.6327,1.0,27.01,37345,1
143512542,22,156,0.5809,0.775,1.0,30.82,37346,1
143513508,81,425,0.5625,0.6034,2.0,27.27,37347,1
143513544,80,222,0.4432,0.52,1.0,25.74,37348,1
143513856,21,100,0.5741,0.6038,1.0,27.9,37349,1
143514387,9,108,0.32,0.4444,1.0909,15.67,37350,1
143514887,4,113,0.31,0.62,1.6974,16.5,37351,1
143515560,139,411,0.4706,0.5849,1.0,25.11,37352,1
143517686,13,232,0.3469,0.7347,1.0,17.23,37353,1
143518022,162,207,0.4111,0.4327,1.0,22.21,37354,1
143518182,288,1280,0.5294,0.683,0.875,26.81,37355,1
143519667,42,211,0.6168,0.7214,1.0,29.14,37356,1
143520044,682,2231,0.6346,0.6869,1.0,30.43,37357,1
143520211,40,150,0.4998,0.592,1.0,24.73,37358,1
143520340,400,1160,0.45,0.6,1.0,24.32,37359,1
143521159,1489,3438,0.434,0.5778,1.0,24.02,37360,1
143521684,31,123,0.5111,0.8333,0.8,25.87,37361,1
143522495,172,883,0.3557,0.536,1.0,20.74,37362,1
143522776,3,158,0.6327,0.8776,3.5,27.67,37363,1
143523608,1000,2929,0.4855,0.5769,1.0,25.12,37364,1
143523622,31,204,0.7083,0.8958,1.0,35.48,37365,1
143523881,137,678,0.375,0.451,2.0,21.99,37366,1
143524470,82,1338,0.5527,0.6307,3.1429,28.6,37367,1
143524615,155,1233,0.6038,0.6875,1.0,28.71,37368,1
143525273,328,2865,0.3498,0.6129,1.0,20.61,37369,1
143525409,239,3725,0.2245,0.3061,4.6667,14.59,37370,1
143525501,199,1323,0.4118,0.64,1.0,22.37,37371,1
143526337,811,1250,0.5208,0.5435,1.0,25.08,37372,1
