uid,n_shoes,n_orders,entry_pos_p50,exit_pos_p50,bet_density_p50,entry_round_avg,audit_rn,batch_id
143065573,54,216,0.12,0.147,1.55,7.06,36477,1
143066478,7612,15448,0.4808,0.6162,1.0,25.46,36478,1
143066582,217,4919,0.5319,0.84,1.6,26.8,36479,1
143067696,133,387,0.5778,0.6327,1.0,27.53,36480,1
143067918,261,394,0.54,0.58,1.0,25.85,36481,1
143068427,52,288,0.607,0.6508,1.875,27.71,36482,1
143068479,162,1117,0.3086,0.38,1.6333,16.25,36483,1
143068849,205,372,0.5926,0.625,1.0,29.4,36484,1
143069054,15,204,0.3725,0.5217,2.0,20.87,36485,1
143069146,22,574,0.6048,0.9383,2.3095,29.91,36486,1
143069350,1042,8193,0.3981,0.7129,0.9444,21.74,36487,1
143069978,60,195,0.6862,0.7069,1.2778,33.07,36488,1
143070522,186,248,0.551,0.5657,1.0,27.32,36489,1
143070600,108,144,0.5626,0.5701,1.0,24.97,36490,1
143071266,44,124,0.6701,0.7027,1.0,32.0,36491,1
143072342,51,261,0.5962,0.7037,1.0,30.75,36492,1
143073414,41,350,0.4151,0.6087,1.0,21.76,36493,1
143074379,1472,15968,0.4792,0.78,1.0,25.47,36494,1
143074510,25,305,0.3864,0.8163,0.8824,22.2,36495,1
143074589,803,2546,0.4231,0.5263,1.0,23.0,36496,1
143074836,21,167,0.5577,0.5577,4.0,28.43,36497,1
143074839,5,133,0.4894,0.68,1.8182,19.4,36498,1
143074938,33,259,0.8298,0.8936,1.0,39.85,36499,1
143076609,111,355,0.5106,0.5435,1.0,26.49,36500,1
143076886,190,377,0.5546,0.5959,1.0,28.9,36501,1
143077099,94,367,0.3617,0.396,1.5833,21.49,36502,1
143077132,182,2636,0.5745,0.7464,1.4143,26.56,36503,1
143077439,140,1142,0.598,0.7071,1.9245,28.94,36504,1
143078951,131,1925,0.42,0.7,1.0,21.16,36505,1
143079177,48,315,0.3984,0.6319,1.0,19.4,36506,1
143081370,83,206,0.4894,0.6545,1.0,25.3,36507,1
143081652,1181,7922,0.3654,0.8163,0.5556,21.45,36508,1
143081865,36,254,0.551,0.7319,1.0,25.92,36509,1
143082037,93,196,0.4082,0.6415,1.0,23.3,36510,1
143082420,651,1714,0.3696,0.52,0.8,19.92,36511,1
143082547,201,402,0.5652,0.5957,1.0,26.96,36512,1
143082769,53,429,0.4528,0.625,1.0,24.57,36513,1
143082795,144,251,0.5474,0.5813,1.0,28.04,36514,1
143083072,18,101,0.5053,0.5832,1.0,26.11,36515,1
143083276,489,1124,0.54,0.5849,1.0,25.84,36516,1
143083310,36,209,0.2966,0.51,1.0,18.89,36517,1
143083484,207,409,0.4727,0.4898,1.0,24.14,36518,1
143083804,19,176,0.5714,0.7755,1.2857,27.74,36519,1
143084011,106,170,0.4705,0.5196,1.0,25.24,36520,1
143084591,225,425,0.2941,0.4902,1.0,18.41,36521,1
143086523,1025,1805,0.5294,0.6383,1.0,26.79,36522,1
143087608,349,984,0.5172,0.5882,1.0,25.68,36523,1
143087904,14,128,0.6237,0.7371,1.0,28.43,36524,1
143088038,50,221,0.5979,0.6596,1.0,29.34,36525,1
143088344,10,113,0.1414,0.3301,0.8205,8.0,36526,1
143089867,58,190,0.5612,0.677,1.0,27.03,36527,1
143090003,756,1909,0.3,0.4904,1.0,19.15,36528,1
143090785,544,1352,0.4792,0.6931,1.0,25.3,36529,1
143090954,380,1474,0.5192,0.6275,1.0,25.72,36530,1
143091226,3611,12390,0.4348,0.6415,1.0,23.24,36531,1
143093619,128,2076,0.4239,0.5858,3.7851,22.59,36532,1
143093929,23,171,0.72,0.7959,1.5,32.35,36533,1
143094003,186,1135,0.5262,0.6633,1.0,25.61,36534,1
143094052,53,107,0.44,0.449,1.0,24.58,36535,1
143094147,25,146,0.551,0.76,0.75,26.72,36536,1
143094547,148,1390,0.6809,0.9775,0.9215,33.32,36537,1
143094806,197,1213,0.4,0.5962,1.0,22.28,36538,1
143094821,10,151,0.1327,0.8982,0.6422,12.4,36539,1
143096963,39,277,0.3455,0.5745,1.0,19.64,36540,1
143098740,150,1648,0.194,0.3673,1.0,10.16,36541,1
143099908,45,122,0.551,0.5918,1.0,28.04,36542,1
143100095,18,130,0.4014,0.5216,1.0,23.06,36543,1
143100263,84,1098,0.0785,0.3465,1.0,9.07,36544,1
143100501,346,510,0.5196,0.5669,1.0,25.53,36545,1
143100800,146,1297,0.4065,0.67,1.0,22.33,36546,1
143100853,11,193,0.48,0.6275,1.75,22.36,36547,1
143101236,726,1515,0.5,0.5686,1.0,26.38,36548,1
143101425,20,134,0.4341,0.6272,0.8833,23.35,36549,1
143101502,79,530,0.4035,0.4717,1.25,21.95,36550,1
143101603,19,584,0.4583,0.78,1.5897,23.16,36551,1
143101618,214,3562,0.4316,0.6972,1.0,24.23,36552,1
143102905,36,121,0.4657,0.5696,1.0,24.72,36553,1
143103177,17,222,0.3958,0.5333,1.8462,22.29,36554,1
143103230,2996,5634,0.52,0.6042,1.0,26.35,36555,1
143104319,20,129,0.7146,0.9037,1.0,33.15,36556,1
143104799,2017,4541,0.5686,0.6923,1.0,27.8,36557,1
143105156,50,607,0.5747,0.6596,3.0,26.92,36558,1
143105896,36,130,0.2716,0.3804,1.0,16.69,36559,1
143106048,64,140,0.5957,0.6504,1.0,27.83,36560,1
143106267,93,1285,0.5472,0.9362,1.0,27.22,36561,1
143106654,109,131,0.5714,0.5849,1.0,27.84,36562,1
143106812,174,219,0.46,0.4856,1.0,22.99,36563,1
143106915,65,155,0.5532,0.6327,1.0,27.8,36564,1
143107109,282,3088,0.5453,0.6831,2.0,27.18,36565,1
143107482,637,1555,0.5217,0.5652,1.0,24.57,36566,1
143107533,45,122,0.451,0.5102,1.0,24.04,36567,1
143109118,202,894,0.3738,0.5959,1.0,21.13,36568,1
143109599,119,479,0.5306,0.6122,1.0,26.08,36569,1
143109856,71,188,0.4038,0.46,1.0,23.3,36570,1
143110594,22,110,0.6907,0.8001,1.0,34.14,36571,1
143111052,141,472,0.2885,0.4,1.0,17.35,36572,1
143112198,36,169,0.4434,0.6146,0.6667,20.53,36573,1
143112706,350,619,0.4574,0.5922,1.0,23.38,36574,1
143114553,28,147,0.6268,0.7175,0.9167,28.71,36575,1
143116802,193,667,0.2128,0.2653,1.0,11.92,36576,1
143117828,863,2309,0.5,0.6809,1.0,25.67,36577,1
143118362,118,144,0.5602,0.5714,1.0,27.33,36578,1
143118419,23,102,0.6964,0.8214,1.0,36.09,36579,1
143120094,61,215,0.4792,0.5714,1.0,24.59,36580,1
143120236,46,488,0.5493,0.7503,1.2053,27.33,36581,1
143120485,30,102,0.6537,0.8775,1.0,30.47,36582,1
143120548,16,177,0.356,0.5153,1.7778,23.94,36583,1
143121388,126,158,0.3333,0.3579,1.0,19.67,36584,1
143121818,668,5207,0.7708,0.9175,1.0,35.28,36585,1
143122269,98,138,0.2604,0.3536,1.0,16.43,36586,1
143122463,41,100,0.6471,0.6739,1.0,29.8,36587,1
143123512,44,109,0.5047,0.5598,1.0,26.61,36588,1
143124247,120,548,0.4896,0.5687,1.0,25.5,36589,1
143124496,143,907,0.6087,0.7347,1.2,29.33,36590,1
143124841,94,500,0.5104,0.7473,1.0,27.98,36591,1
143125135,91,527,0.5106,0.6538,1.0,28.18,36592,1
143127126,19,257,0.3529,0.4182,2.0,20.42,36593,1
143127493,161,238,0.5185,0.5686,1.0,26.52,36594,1
143128827,27,652,0.5957,0.8163,1.5,29.59,36595,1
143129013,71,757,0.4902,0.5745,1.75,25.62,36596,1
143129221,45,238,0.3673,0.7234,1.0,23.07,36597,1
143129421,31,1147,0.3889,0.5102,5.4286,20.0,36598,1
143129974,312,2884,0.3862,0.6522,0.9069,20.99,36599,1
143130018,9,165,0.3208,0.5106,1.0,14.67,36600,1
143130635,476,1139,0.5,0.6162,1.0,25.75,36601,1
143131020,1535,21855,0.3617,0.7255,1.0,20.87,36602,1
143131368,21,108,0.4565,0.4565,2.5,24.71,36603,1
143132734,96,148,0.2503,0.2677,1.0,14.16,36604,1
143132827,30,224,0.3369,0.4408,1.0,17.87,36605,1
143133233,157,1710,0.38,0.4583,2.5,21.9,36606,1
143133355,71,111,0.5417,0.6167,1.0,29.52,36607,1
143137828,30,142,0.5943,0.6425,1.0,28.1,36608,1
143138103,23,156,0.4615,0.5833,1.0,22.26,36609,1
143138746,367,2498,0.549,0.6667,1.0,26.79,36610,1
143138845,58,110,0.6373,0.6598,1.0,31.34,36611,1
143138866,2,120,0.5325,0.8,3.9181,26.0,36612,1
143138980,10,108,0.5891,0.738,1.0,26.2,36613,1
143139218,8,114,0.461,0.8262,1.2083,25.0,36614,1
143139681,36,137,0.3469,0.5512,0.3958,22.28,36615,1
143140371,9,137,0.3617,0.5577,1.1818,18.78,36616,1
143141959,31,124,0.6604,0.717,1.0,33.58,36617,1
143142876,124,433,0.526,0.5466,1.0,27.38,36618,1
143143833,837,3612,0.4545,0.6957,1.0,24.68,36619,1
143144057,53,780,0.6667,0.7451,1.9091,30.96,36620,1
143144222,240,534,0.5105,0.61,1.0,25.24,36621,1
143145315,71,589,0.5833,0.76,1.3333,27.89,36622,1
143145596,29,189,0.5,0.62,1.0,24.14,36623,1
143146097,9,151,0.463,0.9423,1.0,26.78,36624,1
143146382,62,669,0.5853,0.9183,1.0,27.53,36625,1
143146603,1138,10469,0.4783,0.6526,1.0909,24.24,36626,1
143147734,171,1389,0.1176,0.26,1.0,8.5,36627,1
143148149,68,296,0.3133,0.3839,1.0,17.79,36628,1
143148343,16,136,0.4186,0.6962,1.0,21.31,36629,1
143149049,320,1297,0.5242,0.6437,1.0,27.28,36630,1
143149187,23,222,0.1569,0.4423,1.0,14.52,36631,1
143149575,129,161,0.4255,0.44,1.0,21.77,36632,1
143149938,114,181,0.4489,0.594,1.0,23.65,36633,1
143149943,448,597,0.3519,0.4037,1.0,20.23,36634,1
143151193,36,109,0.5204,0.5784,1.0,27.78,36635,1
143151397,7,102,0.5577,1.0,0.9655,28.57,36636,1
143152367,180,1308,0.5253,0.8655,0.6934,27.09,36637,1
143153210,102,469,0.5155,0.7083,1.0,26.33,36638,1
143153879,205,311,0.549,0.5918,1.0,27.38,36639,1
143154015,78,207,0.5368,0.5551,1.0,25.46,36640,1
143154341,122,329,0.5436,0.6117,1.0,26.69,36641,1
143155009,55,199,0.2889,0.58,0.6667,17.67,36642,1
143155223,112,185,0.541,0.598,1.0,28.69,36643,1
143155986,38,200,0.6438,0.7689,1.0,31.74,36644,1
143156543,43,118,0.68,0.7391,1.0,30.4,36645,1
143156785,541,1911,0.6735,0.7551,1.0,32.65,36646,1
143157339,135,296,0.5,0.5714,1.0,27.28,36647,1
143157664,84,173,0.3664,0.5917,1.0,22.4,36648,1
143157706,38,157,0.5364,0.6315,1.0,26.21,36649,1
143157839,37,116,0.4898,0.6,1.0,25.78,36650,1
143158045,22,111,0.7814,0.8501,2.0,34.41,36651,1
143160055,88,222,0.3839,0.5189,0.6333,21.75,36652,1
143161016,21,184,0.7255,0.766,2.3333,34.52,36653,1
143162583,60,113,0.563,0.6765,1.0,28.53,36654,1
143163416,75,490,0.3696,0.6275,0.9091,21.79,36655,1
143165046,49,130,0.587,0.6415,1.0,28.63,36656,1
143165866,337,2195,0.5111,0.5849,1.0,25.52,36657,1
143166029,36,1179,0.5698,0.9391,2.3167,28.86,36658,1
143167245,43,752,0.5294,0.6809,1.7778,26.74,36659,1
143167594,76,113,0.5979,0.6321,1.0,30.45,36660,1
143168800,71,272,0.551,0.6122,1.0,27.08,36661,1
143168912,26,100,0.3924,0.4987,1.0,21.38,36662,1
143169691,136,955,0.3957,0.5747,1.0,21.55,36663,1
143170099,180,1345,0.5196,0.7187,1.0,26.99,36664,1
143171009,331,2622,0.2979,0.6792,0.7143,17.6,36665,1
143171010,193,497,0.566,0.6327,1.0,27.83,36666,1
143171353,146,783,0.5,0.7265,1.0,25.16,36667,1
143171786,65,136,0.5306,0.5763,1.0,26.88,36668,1
143171933,223,534,0.4898,0.5769,1.0,26.99,36669,1
143172447,102,449,0.4519,0.5275,1.0,23.81,36670,1
143172833,7,101,0.4348,0.8542,1.0,24.14,36671,1
143174352,58,236,0.3099,0.5,3.0,21.52,36672,1
143174856,42,101,0.5256,0.6126,1.0,27.07,36673,1
143174933,137,298,0.4255,0.4694,1.0,22.71,36674,1
143176321,49,321,0.5472,0.7308,1.0,27.22,36675,1
143177260,10,146,0.315,0.6273,1.0,17.5,36676,1
143177310,215,4264,0.3542,0.449,3.0,18.76,36677,1
143178944,6,101,0.3333,0.557,1.4808,18.5,36678,1
143179354,1511,1930,0.58,0.6471,1.0,28.93,36679,1
143180840,3,322,0.1522,0.5882,7.4667,15.33,36680,1
143180970,360,3148,0.6494,0.9787,0.9354,32.6,36681,1
143182632,36,434,0.2102,0.2559,5.3889,15.72,36682,1
143182696,33,233,0.5833,0.7556,1.0,31.27,36683,1
143182727,7,114,0.3542,0.8333,1.1034,22.57,36684,1
143183029,4,197,0.3979,0.5793,4.3077,20.75,36685,1
143183188,22,120,0.521,0.5757,1.0,27.09,36686,1
143183776,924,2307,0.4078,0.6535,0.6667,22.04,36687,1
143184378,7,109,0.1731,0.375,1.2857,15.71,36688,1
143184809,21,384,0.4043,0.58,1.3636,20.48,36689,1
143185408,2,111,0.1863,0.6176,2.4444,9.5,36690,1
143185458,57,120,0.5111,0.54,1.0,25.6,36691,1
143187241,42,168,0.25,0.3093,1.0,14.93,36692,1
143187256,739,4370,0.5306,0.6923,1.0,26.53,36693,1
143187577,160,361,0.4661,0.5208,1.0,24.08,36694,1
143190053,49,207,0.5102,0.6792,1.0,27.12,36695,1
143191538,335,2062,0.5532,0.6957,1.0,27.98,36696,1
143191810,19,186,0.3673,0.4808,1.0,22.53,36697,1
143192014,42,131,0.1905,0.2397,1.0,13.1,36698,1
143192292,111,1015,0.4898,0.7556,1.0,26.05,36699,1
143192316,1128,4115,0.283,0.6964,0.3333,19.4,36700,1
143192373,1089,3993,0.2885,0.7091,0.3333,19.21,36701,1
143194079,84,374,0.5004,0.6168,1.0,26.51,36702,1
143194359,122,732,0.4041,0.5517,1.0,21.58,36703,1
143194572,16,204,0.1458,0.3044,1.7333,8.63,36704,1
143194668,917,3061,0.449,0.6531,1.0,24.1,36705,1
143194834,51,138,0.4894,0.5435,1.0,24.76,36706,1
143195596,1621,31121,0.4783,0.7391,2.0,24.53,36707,1
143195615,37,400,0.5532,0.9362,1.0,26.32,36708,1
143196794,220,521,0.4574,0.6097,1.0,25.81,36709,1
143197254,176,644,0.5566,0.677,1.0,27.51,36710,1
143198710,558,4171,0.5102,0.7778,1.0,26.15,36711,1
143198837,1100,3277,0.375,0.6226,0.8167,20.7,36712,1
143200978,247,345,0.54,0.6042,1.0,26.72,36713,1
143201615,871,6094,0.2391,0.8723,0.3243,15.08,36714,1
143201691,60,136,0.5045,0.5243,1.0,25.23,36715,1
143202569,140,1321,0.5319,0.6494,1.0,26.13,36716,1
143203551,75,314,0.566,0.6042,1.0,27.4,36717,1
143203883,367,894,0.4565,0.5778,1.0,23.3,36718,1
143203892,143,1137,0.5532,0.6042,4.5,29.16,36719,1
143204511,78,398,0.4632,0.6,1.0,21.9,36720,1
143204589,84,203,0.5904,0.6373,1.0,28.62,36721,1
143204671,260,348,0.3654,0.3956,1.0,21.53,36722,1
143204751,14,113,0.4851,0.5147,3.4167,24.57,36723,1
143204816,22,133,0.3652,0.5098,1.0,21.32,36724,1
143205966,17,249,0.4468,0.7872,1.0,22.88,36725,1
143206207,210,289,0.4062,0.4466,1.0,22.22,36726,1
143206663,23,110,0.5455,0.6458,1.5,26.35,36727,1
143207895,35,909,0.4419,1.0,1.04,21.49,36728,1
143207917,139,370,0.5208,0.549,1.0,26.58,36729,1
143209048,597,1212,0.5532,0.6739,1.0,27.73,36730,1
143209158,18,186,0.2477,0.4443,1.0,14.33,36731,1
143209182,68,126,0.4149,0.4699,1.0,23.26,36732,1
143209388,112,183,0.6355,0.6764,1.0,31.49,36733,1
143209403,26,182,0.4951,0.5051,3.0,25.0,36734,1
143209416,74,629,0.51,0.7524,1.0,26.45,36735,1
143209772,115,666,0.3462,0.48,1.0,18.78,36736,1
143210045,265,1437,0.5306,0.6939,1.0,25.53,36737,1
143210235,125,978,0.54,0.7083,1.0,26.37,36738,1
143210279,192,513,0.4473,0.5511,1.0,23.72,36739,1
143210422,148,962,0.56,0.6866,1.0,28.09,36740,1
143210849,418,2372,0.5106,0.7029,1.0,25.95,36741,1
143210987,21,249,0.4118,0.5714,1.0,20.81,36742,1
143212456,92,237,0.58,0.73,1.0,28.42,36743,1
143213665,128,990,0.5759,0.8022,1.0,28.47,36744,1
143214366,135,268,0.5745,0.5818,1.0,25.61,36745,1
143215335,1,105,0.4583,0.7708,6.5625,22.0,36746,1
143215830,1622,7004,0.2043,0.7642,0.3099,16.0,36747,1
143215876,76,229,0.553,0.583,1.0,28.22,36748,1
143216571,92,183,0.5389,0.5925,1.0,24.75,36749,1
143216702,85,326,0.56,0.6275,1.0,25.19,36750,1
143216707,50,119,0.4754,0.5057,1.0,24.42,36751,1
143217251,429,1253,0.4894,0.66,1.0,25.01,36752,1
143217937,5,264,0.383,0.6415,5.0,21.0,36753,1
143218743,13,369,0.2692,0.4,4.8889,16.0,36754,1
143219170,695,1812,0.5,0.625,1.0,25.74,36755,1
143219370,28,182,0.4232,0.6461,1.0,24.36,36756,1
143219536,75,222,0.48,0.7037,0.6154,24.69,36757,1
143219690,1331,12204,0.4902,0.74,1.0,25.43,36758,1
143219860,26,160,0.3602,0.3878,2.1,20.19,36759,1
143220005,37,132,0.6739,0.8235,1.0,35.03,36760,1
143220750,36,355,0.2783,0.44,1.0,15.5,36761,1
143220763,72,130,0.4711,0.5626,1.0,24.81,36762,1
143220880,244,791,0.536,0.6219,1.0,26.41,36763,1
143221554,36,252,0.472,0.7199,1.0,26.0,36764,1
143221570,15,183,0.7143,0.8077,2.0,34.73,36765,1
143221655,27,132,0.5926,0.6604,1.0,29.11,36766,1
143221677,23,117,0.52,0.5686,1.0,26.3,36767,1
143223161,117,714,0.6538,0.7111,1.5,31.26,36768,1
143223596,70,232,0.6793,0.7317,1.0,32.31,36769,1
143223773,105,228,0.4717,0.6042,1.0,26.84,36770,1
143224649,63,128,0.4286,0.4286,1.0,21.9,36771,1
143224797,216,463,0.4473,0.5002,1.0,24.0,36772,1
143225971,87,486,0.4902,0.549,1.3333,26.6,36773,1
143227179,491,679,0.5741,0.6304,1.0,28.95,36774,1
143227964,56,165,0.5204,0.56,1.0,27.07,36775,1
143229849,238,1497,0.5367,0.6893,1.25,27.08,36776,1
143230921,26,112,0.4637,0.5625,1.0,25.42,36777,1
143231047,30,198,0.579,0.7334,1.0,29.53,36778,1
143232139,807,6418,0.52,0.7647,1.0,25.91,36779,1
143232810,83,755,0.7407,1.0,1.0,37.49,36780,1
143233260,33,190,0.5306,0.7551,1.0,25.09,36781,1
143233529,31,390,0.66,0.7037,1.6667,26.77,36782,1
143233884,61,171,0.2115,0.3061,1.0,11.87,36783,1
143234009,32,190,0.447,0.6093,1.0,22.88,36784,1
143234167,125,2254,0.6122,0.7647,2.4286,30.44,36785,1
143234580,1097,3910,0.4314,0.6296,1.0,23.33,36786,1
143235987,14,113,0.2829,0.3295,3.0,14.43,36787,1
143236584,44,188,0.4747,0.6159,1.0,24.07,36788,1
143237804,97,338,0.48,0.58,1.0,25.76,36789,1
143237902,40,144,0.59,0.793,1.0,29.9,36790,1
143237982,104,791,0.2157,0.5096,0.5,12.47,36791,1
143238200,193,245,0.4286,0.4706,1.0,22.3,36792,1
143239644,1004,2362,0.5045,0.5807,1.0,25.88,36793,1
143239937,1507,2999,0.3922,0.4792,1.0,22.4,36794,1
143242430,2,136,0.42,0.79,3.2704,21.0,36795,1
143245136,16,178,0.7497,0.799,3.7045,36.38,36796,1
143245141,80,166,0.4632,0.4955,1.0,24.81,36797,1
143245596,555,1313,0.5208,0.74,1.0,27.42,36798,1
143246446,636,7472,0.2142,0.7085,0.8268,16.15,36799,1
143246922,29,102,0.449,0.4808,1.0,22.97,36800,1
143246960,3280,13182,0.4717,0.6991,1.0,24.81,36801,1
143247172,196,1530,0.1429,0.7473,0.4202,12.27,36802,1
143247630,36,294,0.4558,0.6392,1.5909,21.94,36803,1
143247949,522,4408,0.3265,0.7524,0.7161,19.57,36804,1
143248682,29,123,0.6042,0.6458,1.0,27.03,36805,1
143249011,48,124,0.3789,0.4526,1.0,21.17,36806,1
143249491,118,232,0.6247,0.6767,1.0,30.09,36807,1
143249799,530,1627,0.4615,0.6667,1.0,24.62,36808,1
143250481,396,700,0.57,0.6262,1.0,29.29,36809,1
143252024,46,602,0.4421,0.5743,2.0,23.57,36810,1
143252361,106,179,0.4958,0.5787,1.0,24.0,36811,1
143252382,880,2912,0.5306,0.625,1.0,26.69,36812,1
143252694,24,167,0.4858,0.7174,1.0,27.38,36813,1
143253423,40,105,0.5109,0.5109,1.0,25.08,36814,1
143254143,137,204,0.5333,0.6,1.0,28.01,36815,1
143254568,3,175,0.4237,0.7647,2.6667,16.33,36816,1
143254780,39,385,0.1778,0.2745,1.0,15.33,36817,1
143255126,51,132,0.5106,0.5106,1.0,25.73,36818,1
143255341,6,104,0.7431,0.8767,1.625,35.0,36819,1
143255434,95,1362,0.2,0.2963,2.0,10.47,36820,1
143255639,45,123,0.6122,0.7755,0.6667,29.07,36821,1
143256162,35,307,0.4348,0.4615,3.0,25.03,36822,1
143256596,29,450,0.25,0.5918,1.0,13.55,36823,1
143256758,28,115,0.4894,0.532,1.0,25.04,36824,1
143259308,35,111,0.449,0.4667,1.0,23.43,36825,1
143259909,10,324,0.5445,0.6462,4.525,24.9,36826,1
143260056,426,731,0.4953,0.64,1.0,24.47,36827,1
143260165,204,255,0.5257,0.5841,1.0,26.8,36828,1
143261211,38,196,0.6181,0.7703,1.0,32.76,36829,1
143261870,85,222,0.537,0.5932,1.0,26.33,36830,1
143262350,267,954,0.4898,0.7647,0.8333,26.29,36831,1
143262865,251,1031,0.4167,0.5532,1.0,21.15,36832,1
143263845,173,1092,0.4286,0.6275,1.0,23.0,36833,1
143264687,52,132,0.567,0.7501,1.0,29.25,36834,1
143265979,85,307,0.4792,0.5893,1.0,26.22,36835,1
143266083,2421,8864,0.4118,0.6667,1.0,22.9,36836,1
143266326,62,101,0.4955,0.5102,1.0,26.11,36837,1
143266573,4,109,0.4547,0.5774,4.3,22.5,36838,1
143266614,1,108,0.3529,0.6471,6.75,18.0,36839,1
143267103,964,10436,0.5192,0.6437,1.25,26.3,36840,1
143267112,27,206,0.5882,0.7708,0.9286,28.26,36841,1
143267140,25,105,0.3673,0.5,1.0,20.24,36842,1
143267163,107,633,0.5208,0.7708,1.0,26.73,36843,1
143267184,832,2964,0.3889,0.4792,2.0,21.91,36844,1
143267435,284,1151,0.4444,0.7596,0.75,24.0,36845,1
143267917,409,599,0.4808,0.551,1.0,24.64,36846,1
143267987,30,106,0.2052,0.2988,2.0,13.67,36847,1
143268026,132,508,0.49,0.6,1.0,23.83,36848,1
143268057,287,1012,0.5385,0.6364,1.0,26.06,36849,1
143268387,36,200,0.8,0.901,1.0,39.06,36850,1
143268460,108,281,0.1881,0.2631,1.0,13.06,36851,1
143268692,6,195,0.6624,1.0,1.8671,33.67,36852,1
143269005,49,111,0.5714,0.6875,1.0,30.1,36853,1
143269379,89,179,0.4792,0.5106,1.0,25.11,36854,1
143269782,436,553,0.4906,0.5209,1.0,25.42,36855,1
143270461,57,531,0.6863,0.9412,1.0,31.84,36856,1
143270698,258,414,0.43,0.48,1.0,21.79,36857,1
143271366,221,550,0.5532,0.6346,1.0,26.59,36858,1
143271601,1483,4955,0.4038,0.6491,1.0,21.69,36859,1
143271891,104,140,0.4456,0.49,1.0,23.04,36860,1
143272345,210,810,0.51,0.6,1.0,26.13,36861,1
143272668,8,122,0.7539,1.0,1.0,28.5,36862,1
143272745,439,1125,0.4783,0.5745,1.0,24.7,36863,1
143273106,610,872,0.5385,0.577,1.0,26.86,36864,1
143273443,628,1080,0.4783,0.536,1.0,23.97,36865,1
143274082,89,1577,0.46,0.8298,1.4,24.92,36866,1
143274205,355,707,0.5217,0.6538,1.0,25.92,36867,1
143274246,43,197,0.1064,0.1961,1.0,8.77,36868,1
143276380,248,309,0.5345,0.5533,1.0,26.88,36869,1
143277033,1883,3378,0.2245,0.3,1.0,16.09,36870,1
143277689,22,209,0.4306,0.4813,3.0,24.82,36871,1
143278555,279,752,0.5385,0.6182,1.0,26.96,36872,1
143278682,159,230,0.5294,0.6042,1.0,26.6,36873,1
143279493,76,127,0.5314,0.5715,1.0,25.82,36874,1
143279880,84,166,0.6793,0.7042,1.0,33.18,36875,1
143279927,14,345,0.5243,0.6529,2.6227,23.14,36876,1
143280665,45,468,0.5319,0.7292,1.0,27.64,36877,1
143281252,260,1844,0.1373,0.206,1.8786,8.38,36878,1
143281715,183,364,0.551,0.625,1.0,27.57,36879,1
143282320,24,556,0.59,0.6667,3.6875,29.33,36880,1
143283294,144,355,0.3596,0.4537,1.0,21.51,36881,1
143283489,47,107,0.4783,0.551,1.0,24.81,36882,1
143283527,296,728,0.5706,0.7308,1.0,28.92,36883,1
143283762,382,1095,0.4787,0.5577,1.0,25.2,36884,1
143284011,75,319,0.6591,0.6667,1.0,30.32,36885,1
143284374,13,260,0.6275,0.82,2.25,30.08,36886,1
143285300,82,264,0.5051,0.745,0.7071,25.46,36887,1
143286154,134,217,0.5,0.5359,1.0,26.86,36888,1
143286295,96,412,0.4896,0.57,1.0,24.66,36889,1
143287339,294,1588,0.4583,0.5851,1.0,24.08,36890,1
143287965,168,447,0.5314,0.6195,1.0,26.1,36891,1
143288065,281,1678,0.6327,0.7391,2.0,32.19,36892,1
143288295,49,391,0.4902,0.7292,0.8611,25.02,36893,1
143288731,561,4744,0.5714,0.8235,0.8889,28.44,36894,1
143289146,68,460,0.5895,0.6831,1.6795,27.71,36895,1
143289263,79,106,0.5849,0.6122,1.0,29.47,36896,1
143289615,139,359,0.1961,0.2545,1.0,14.89,36897,1
143290181,232,386,0.4792,0.5151,1.0,26.21,36898,1
143290333,137,281,0.4667,0.66,1.0,24.77,36899,1
143291627,87,148,0.5686,0.5833,1.0,27.31,36900,1
143291640,74,208,0.4442,0.673,1.0,23.66,36901,1
143292123,544,16777,0.45,0.5588,5.3038,23.78,36902,1
143292866,92,169,0.5785,0.6275,1.0,26.1,36903,1
143292973,865,2316,0.3778,0.7292,0.4,21.33,36904,1
143292999,276,2983,0.1368,0.22,2.5,8.75,36905,1
143293096,3389,8016,0.3171,0.4423,1.0,19.05,36906,1
143293102,15,234,0.7143,1.0,1.0,31.8,36907,1
143293226,204,1974,0.5106,0.7307,1.0,25.8,36908,1
143293238,80,146,0.6836,0.6934,1.0,31.44,36909,1
143293314,36,262,0.4696,0.6886,1.0,25.42,36910,1
143293754,120,203,0.4315,0.5417,1.0,22.85,36911,1
143293838,35,243,0.4375,0.4565,2.4,23.54,36912,1
143294200,162,1289,0.5729,0.7981,1.0,26.98,36913,1
143294758,42,193,0.5444,0.5863,1.0,25.93,36914,1
143294794,15,114,0.5745,0.6531,1.0,25.27,36915,1
143295030,27,285,0.3725,0.58,1.0,19.04,36916,1
143295484,64,163,0.5196,0.6121,1.0,25.7,36917,1
143296254,827,7896,0.52,0.84,0.8261,26.62,36918,1
143296282,69,308,0.5102,0.5918,1.0,26.49,36919,1
143296373,3156,16332,0.4956,0.6522,2.0,25.76,36920,1
143296540,38,244,0.4474,0.6365,1.0,23.03,36921,1
143297226,109,321,0.58,0.625,1.0,27.95,36922,1
143297528,61,328,0.56,0.6875,1.0,28.43,36923,1
143297558,65,1112,0.3,0.6531,1.0,16.74,36924,1
