axis,type_id,name_zh,category,tls,primary_deliverable,supporting_deliverables,sql_section,criterion_column,criterion_source,criterion_role,direction,threshold,threshold_status,threshold_note,phenomenon_status,label_validation_status,causal_status,admit_to_feature_scoring,admit_to_risk_decision,profile_display,profile_feature,lifecycle_state,blocker_state,evidence_tier,gate,severity,admit_to_scoring,admit_to_profile,blockers,standard_basis,verdict,ranking,scoring,trigger,enforcement,admit_to_control,identity_formula,external_standard_status,applicability_status,criterion_family,window_scope,null_model_status,multiplicity_control,incremental_info_status,leakage_status,data_availability_status,evidence_ladder,entity_type,domain_id,capability_facet,decision_object_scope,economic_path_status,admit_to_reward_decision,treatment_ids,capability_dim_ids
R,T-02,荷官—玩家串谋,会员风险 · 内部关联,T2·L4·S2,R03b_player_dealer_daily.csv,R03_player_dealer.csv；S02_dealer_score.csv；R03inv_pair_census.csv,§R03b,节奏稳定度,S02_dealer_score.csv,STAT_DIRECTIONAL,abnormal,,PENDING_INVERSE,待反解（双向偏离）,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,FALSE,FALSE,PROFILE_CANDIDATE,BLOCKED(B-02),UNKNOWN,BLOCK,S2,FALSE,FALSE,B-02,无对口外部标准 · 本项目自订,"交付件不完整：R03b 止于 6,143,388 行而非预期 18,139,550 行。 182 批次 Superset 查询历史全部 status=success，已排除查询层截断（分支 B）； 停止原因仍为 UNKNOWN，归因于导出／Artifact 层。 在文件补全前，任何基于本类的结论皆不可信。",,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,AWAITING_SOURCE,E1,DEALER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-03,尾投／靴尾下注,会员风险 · 行为时序,T2·L3·S1,R01_late_shoe.csv,S_player_tail.csv；X_combo.csv；D03S_daily_roi_diff.csv,§R01 · §D-06 · §X-01,late_share,R01_late_shoe.csv,PROFILE_ONLY,,,NO_THRESHOLD_BY_DESIGN,禁设阈值,OBSERVED,REFUTED,REFUTED,FALSE,FALSE,TRUE,TRUE,FATAL_PROFILE_ONLY,UNBLOCKED,OBSERVED,FATAL,S1,FALSE,TRUE,,无对口外部标准 · 本项目自订,信息优势假说已四重证伪，本类禁作独立风控触发器，仅保留为画像字段。,FALSE,FALSE,FALSE,FALSE,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-03,尾投／靴尾下注,会员风险 · 行为时序,T2·L3·S1,R01_late_shoe.csv,S_player_tail.csv；X_combo.csv；D03S_daily_roi_diff.csv,§R01 · §D-06 · §X-01,shoe_pos_p50,R01_late_shoe.csv,PROFILE_ONLY,,,NO_THRESHOLD_BY_DESIGN,禁设阈值,OBSERVED,REFUTED,REFUTED,FALSE,FALSE,TRUE,TRUE,FATAL_PROFILE_ONLY,UNBLOCKED,OBSERVED,FATAL,S1,FALSE,TRUE,,无对口外部标准 · 本项目自订,信息优势假说已四重证伪，本类禁作独立风控触发器，仅保留为画像字段。,FALSE,FALSE,FALSE,FALSE,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-03,尾投／靴尾下注,会员风险 · 行为时序,T2·L3·S1,R01_late_shoe.csv,S_player_tail.csv；X_combo.csv；D03S_daily_roi_diff.csv,§R01 · §D-06 · §X-01,stake_ramp,R01_late_shoe.csv,PROFILE_ONLY,,,NO_THRESHOLD_BY_DESIGN,禁设阈值,OBSERVED,REFUTED,REFUTED,FALSE,FALSE,TRUE,TRUE,FATAL_PROFILE_ONLY,UNBLOCKED,OBSERVED,FATAL,S1,FALSE,TRUE,,无对口外部标准 · 本项目自订,信息优势假说已四重证伪，本类禁作独立风控触发器，仅保留为画像字段。,FALSE,FALSE,FALSE,FALSE,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-03,尾投／靴尾下注,会员风险 · 行为时序,T2·L3·S1,R01_late_shoe.csv,S_player_tail.csv；X_combo.csv；D03S_daily_roi_diff.csv,§R01 · §D-06 · §X-01,tail_share,S_player_tail.csv,PROFILE_ONLY,,,NO_THRESHOLD_BY_DESIGN,禁设阈值,OBSERVED,REFUTED,REFUTED,FALSE,FALSE,TRUE,TRUE,FATAL_PROFILE_ONLY,UNBLOCKED,OBSERVED,FATAL,S1,FALSE,TRUE,,无对口外部标准 · 本项目自订,信息优势假说已四重证伪，本类禁作独立风控触发器，仅保留为画像字段。,FALSE,FALSE,FALSE,FALSE,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-04,跨账户对打／对冲,会员风险 · 关联,T3·L3·S4,C06_hedge_pairs.csv,I_ip_player.csv；R02_same_table.csv；C06d_hedge_pairs_dated.csv,§C06fix,opposite_rate,C06_hedge_pairs.csv,STAT_DIRECTIONAL,high,,PENDING_INVERSE,待反解,OBSERVED,NOT_TESTED,NOT_ESTABLISHED,TRUE,FALSE,TRUE,TRUE,SHADOW_MODEL,UNBLOCKED,OBSERVED,ADVISORY,S4,TRUE,TRUE,,间接对应 AUSTRAC 赌场可疑行为指标之「玩家间共享资金／押注对立结果」项（非约束性参考）； 量化判据部分为本项目自订,"结构信号强且与金额维度正交：实测 999 对完美对打、最长连续 1,185 把。 为当前最具建设价值之候选。惟对外部 L1a 标签之判别力尚未量测。",,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-04,跨账户对打／对冲,会员风险 · 关联,T3·L3·S4,C06_hedge_pairs.csv,I_ip_player.csv；R02_same_table.csv；C06d_hedge_pairs_dated.csv,§C06fix,n_opposite_round,C06_hedge_pairs.csv,STAT_DIRECTIONAL,high,,PENDING_INVERSE,待反解,OBSERVED,NOT_TESTED,NOT_ESTABLISHED,TRUE,FALSE,TRUE,TRUE,SHADOW_MODEL,UNBLOCKED,OBSERVED,ADVISORY,S4,TRUE,TRUE,,间接对应 AUSTRAC 赌场可疑行为指标之「玩家间共享资金／押注对立结果」项（非约束性参考）； 量化判据部分为本项目自订,"结构信号强且与金额维度正交：实测 999 对完美对打、最长连续 1,185 把。 为当前最具建设价值之候选。惟对外部 L1a 标签之判别力尚未量测。",,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-04,跨账户对打／对冲,会员风险 · 关联,T3·L3·S4,C06_hedge_pairs.csv,I_ip_player.csv；R02_same_table.csv；C06d_hedge_pairs_dated.csv,§C06fix,hedge_coverage,C06_hedge_pairs.csv,STAT_DIRECTIONAL,high,,PENDING_INVERSE,待反解,OBSERVED,NOT_TESTED,NOT_ESTABLISHED,TRUE,FALSE,TRUE,TRUE,SHADOW_MODEL,UNBLOCKED,OBSERVED,ADVISORY,S4,TRUE,TRUE,,间接对应 AUSTRAC 赌场可疑行为指标之「玩家间共享资金／押注对立结果」项（非约束性参考）； 量化判据部分为本项目自订,"结构信号强且与金额维度正交：实测 999 对完美对打、最长连续 1,185 把。 为当前最具建设价值之候选。惟对外部 L1a 标签之判别力尚未量测。",,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-04,跨账户对打／对冲,会员风险 · 关联,T3·L3·S4,C06_hedge_pairs.csv,I_ip_player.csv；R02_same_table.csv；C06d_hedge_pairs_dated.csv,§C06fix,dir_stake,C06_hedge_pairs.csv,REFERENCE,,,NO_THRESHOLD_BY_DESIGN,方向净额，非阈值,OBSERVED,NOT_TESTED,NOT_ESTABLISHED,TRUE,FALSE,TRUE,TRUE,SHADOW_MODEL,UNBLOCKED,OBSERVED,ADVISORY,S4,TRUE,TRUE,,间接对应 AUSTRAC 赌场可疑行为指标之「玩家间共享资金／押注对立结果」项（非约束性参考）； 量化判据部分为本项目自订,"结构信号强且与金额维度正交：实测 999 对完美对打、最长连续 1,185 把。 为当前最具建设价值之候选。惟对外部 L1a 标签之判别力尚未量测。",,,,,,,,,REFERENCE_ONLY,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-04,跨账户对打／对冲,会员风险 · 关联,T3·L3·S4,C06_hedge_pairs.csv,I_ip_player.csv；R02_same_table.csv；C06d_hedge_pairs_dated.csv,§C06fix,bet_ip,C06_hedge_pairs.csv,JOIN_KEY,,,NO_THRESHOLD_BY_DESIGN,关联键,OBSERVED,NOT_TESTED,NOT_ESTABLISHED,TRUE,FALSE,TRUE,TRUE,SHADOW_MODEL,UNBLOCKED,OBSERVED,ADVISORY,S4,TRUE,TRUE,,间接对应 AUSTRAC 赌场可疑行为指标之「玩家间共享资金／押注对立结果」项（非约束性参考）； 量化判据部分为本项目自订,"结构信号强且与金额维度正交：实测 999 对完美对打、最长连续 1,185 把。 为当前最具建设价值之候选。惟对外部 L1a 标签之判别力尚未量测。",,,,,,,,,REFERENCE_ONLY,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-04,跨账户对打／对冲,会员风险 · 关联,T3·L3·S4,C06_hedge_pairs.csv,I_ip_player.csv；R02_same_table.csv；C06d_hedge_pairs_dated.csv,§C06fix,lv3,C06_hedge_pairs.csv,JOIN_KEY,,,NO_THRESHOLD_BY_DESIGN,关联键（三级代理线）,OBSERVED,NOT_TESTED,NOT_ESTABLISHED,TRUE,FALSE,TRUE,TRUE,SHADOW_MODEL,UNBLOCKED,OBSERVED,ADVISORY,S4,TRUE,TRUE,,间接对应 AUSTRAC 赌场可疑行为指标之「玩家间共享资金／押注对立结果」项（非约束性参考）； 量化判据部分为本项目自订,"结构信号强且与金额维度正交：实测 999 对完美对打、最长连续 1,185 把。 为当前最具建设价值之候选。惟对外部 L1a 标签之判别力尚未量测。",,,,,,,,,REFERENCE_ONLY,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-05,自我对冲／打水,会员风险 · 套利,T4·L6·S4,T03_arbitrage.csv,K01_risk_feature_matrix.csv；E02_segment_econ.csv,§T03,is_self_hedge,T03_arbitrage.csv,FLAG,,,NO_THRESHOLD_BY_DESIGN,布尔标志,OBSERVED,NOT_TESTED,NOT_ESTABLISHED,TRUE,FALSE,TRUE,TRUE,SHADOW_MODEL,BLOCKED(B-11),OBSERVED,ADVISORY,S4,TRUE,TRUE,B-11,无对口外部标准 · 本项目自订（经济学口径依主方案 NGR 定义）,经济机制已由平台规则与标注样本直接验证（等额对押之注不计洗码，该月洗码合计为零而盈亏照记）；样本依 §Z-14 逐层反解口径（367 行正例，非全集），旧 166 会员-月样本 SUPERSEDED 仅存档；具体损益影响依 NGR／退水契约口径另算，不在本册断言。判据结构完备（自打标志＋对冲率＋注额变异＋退水依赖度四维互证）。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-05,自我对冲／打水,会员风险 · 套利,T4·L6·S4,T03_arbitrage.csv,K01_risk_feature_matrix.csv；E02_segment_econ.csv,§T03,hedge_rate,T03_arbitrage.csv,STAT_DIRECTIONAL,high,,PENDING_INVERSE,待反解,OBSERVED,NOT_TESTED,NOT_ESTABLISHED,TRUE,FALSE,TRUE,TRUE,SHADOW_MODEL,BLOCKED(B-11),OBSERVED,ADVISORY,S4,TRUE,TRUE,B-11,无对口外部标准 · 本项目自订（经济学口径依主方案 NGR 定义）,经济机制已由平台规则与标注样本直接验证（等额对押之注不计洗码，该月洗码合计为零而盈亏照记）；样本依 §Z-14 逐层反解口径（367 行正例，非全集），旧 166 会员-月样本 SUPERSEDED 仅存档；具体损益影响依 NGR／退水契约口径另算，不在本册断言。判据结构完备（自打标志＋对冲率＋注额变异＋退水依赖度四维互证）。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-05,自我对冲／打水,会员风险 · 套利,T4·L6·S4,T03_arbitrage.csv,K01_risk_feature_matrix.csv；E02_segment_econ.csv,§T03,stake_cv,T03_arbitrage.csv,STAT_DIRECTIONAL,low,,PENDING_INVERSE,待反解（注额高度一致＝机械对冲特征）,OBSERVED,NOT_TESTED,NOT_ESTABLISHED,TRUE,FALSE,TRUE,TRUE,SHADOW_MODEL,BLOCKED(B-11),OBSERVED,ADVISORY,S4,TRUE,TRUE,B-11,无对口外部标准 · 本项目自订（经济学口径依主方案 NGR 定义）,经济机制已由平台规则与标注样本直接验证（等额对押之注不计洗码，该月洗码合计为零而盈亏照记）；样本依 §Z-14 逐层反解口径（367 行正例，非全集），旧 166 会员-月样本 SUPERSEDED 仅存档；具体损益影响依 NGR／退水契约口径另算，不在本册断言。判据结构完备（自打标志＋对冲率＋注额变异＋退水依赖度四维互证）。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-05,自我对冲／打水,会员风险 · 套利,T4·L6·S4,T03_arbitrage.csv,K01_risk_feature_matrix.csv；E02_segment_econ.csv,§T03,rebate_dep,K01_risk_feature_matrix.csv,STAT_DIRECTIONAL,high,,PENDING_INVERSE,待反解（退水依赖度）,OBSERVED,NOT_TESTED,NOT_ESTABLISHED,TRUE,FALSE,TRUE,TRUE,SHADOW_MODEL,BLOCKED(B-11),OBSERVED,ADVISORY,S4,TRUE,TRUE,B-11,无对口外部标准 · 本项目自订（经济学口径依主方案 NGR 定义）,经济机制已由平台规则与标注样本直接验证（等额对押之注不计洗码，该月洗码合计为零而盈亏照记）；样本依 §Z-14 逐层反解口径（367 行正例，非全集），旧 166 会员-月样本 SUPERSEDED 仅存档；具体损益影响依 NGR／退水契约口径另算，不在本册断言。判据结构完备（自打标志＋对冲率＋注额变异＋退水依赖度四维互证）。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-05,自我对冲／打水,会员风险 · 套利,T4·L6·S4,T03_arbitrage.csv,K01_risk_feature_matrix.csv；E02_segment_econ.csv,§T03,side_entropy,K01_risk_feature_matrix.csv,STAT_DIRECTIONAL,low,,PENDING_INVERSE,待反解,OBSERVED,NOT_TESTED,NOT_ESTABLISHED,TRUE,FALSE,TRUE,TRUE,SHADOW_MODEL,BLOCKED(B-11),OBSERVED,ADVISORY,S4,TRUE,TRUE,B-11,无对口外部标准 · 本项目自订（经济学口径依主方案 NGR 定义）,经济机制已由平台规则与标注样本直接验证（等额对押之注不计洗码，该月洗码合计为零而盈亏照记）；样本依 §Z-14 逐层反解口径（367 行正例，非全集），旧 166 会员-月样本 SUPERSEDED 仅存档；具体损益影响依 NGR／退水契约口径另算，不在本册断言。判据结构完备（自打标志＋对冲率＋注额变异＋退水依赖度四维互证）。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-06,异常 IP 聚集,会员风险 · 关联,T3·L3·S3,I_ip_agg.csv,I_ip_player.csv；C01_ip_chain.csv；C08_subnet_all.csv；C08_subnet_sparse.csv；A_anchor.csv；V_ipmatch.csv,§C-02 · §C-00 · §C-01 · §C-08 · §N1,n_member_eff,I_ip_agg.csv,STAT_DIRECTIONAL,high,,BLOCKED,★口径悬案，见 B-03,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-03),UNKNOWN,CONDITIONAL,S3,FALSE,TRUE,B-03,无对口外部标准 · 本项目自订,判定完全取决于口径选择，悬而未决：n_member_ip>=20 之阈值在原始成员数口径下 落于第 64 百分位，在有效成员数口径下落于第 98.7 百分位——同一阈值， 两个口径给出截然相反的稀有性判断。 另：金 IP 白名单 17 个 IP 三年内零命中，风控关注名单从未维护（K01b_seed_goldip 已证伪）。 CGNAT 饱和段须条件化处理（§N1 已设 n_ip<=30 稀疏段靶向）。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
