axis,type_id,name_zh,category,tls,primary_deliverable,supporting_deliverables,sql_section,criterion_column,criterion_source,criterion_role,direction,threshold,threshold_status,threshold_note,phenomenon_status,label_validation_status,causal_status,admit_to_feature_scoring,admit_to_risk_decision,profile_display,profile_feature,lifecycle_state,blocker_state,evidence_tier,gate,severity,admit_to_scoring,admit_to_profile,blockers,standard_basis,verdict,ranking,scoring,trigger,enforcement,admit_to_control,identity_formula,external_standard_status,applicability_status,criterion_family,window_scope,null_model_status,multiplicity_control,incremental_info_status,leakage_status,data_availability_status,evidence_ladder,entity_type,domain_id,capability_facet,decision_object_scope,economic_path_status,admit_to_reward_decision,treatment_ids,capability_dim_ids
R,T-12,机器人／脚本下注,会员风险 · 行为机械性,T3·L3·S3,K01_risk_feature_matrix.csv,X_combo.csv；T03_arbitrage.csv；T_table_span.csv,§K01 · §X-01 · §E1-07,下注时点延迟方差,待建（bet08 − gi004 之会员内方差）,STAT_DIRECTIONAL,low,,BLOCKED,★特征待建，见 B-07,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-07),UNKNOWN,CONDITIONAL,S3,FALSE,TRUE,B-07,无对口外部标准 · 本项目自订,判据构想合理但核心特征尚未建成：脚本之决定性痕迹是「下注延迟的方差极小」， 而该特征目前不存在于任何交付件，须自 bet08 与 gi004（开局时间）差分现建。 注意 §E1-07 已实测局时长桌内 SD≈5 秒、桌间 SD=18.2 秒—— 延迟方差之基线必须按桌分层，否则桌间差异会冒充个体机械性。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-13,夜间异常活动,会员风险 · 时段,T3·L3·S3,K01_risk_feature_matrix.csv,B_online_base.csv；S05_member_month_panel.csv,§K01 · §B-01 · §TZ-04b,night_share,K01_risk_feature_matrix.csv,STAT_DIRECTIONAL,high,,BLOCKED,★夜间定义依赖时区，见 B-08,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-08),UNKNOWN,CONDITIONAL,S3,FALSE,TRUE,B-08,无对口外部标准 · 本项目自订,特征已在矩阵中，但从未使用，且「夜间」之定义悬于时区未定： §TZ-04b（全窗逐小时分布反推落库时区）之结论若未固化，night_share 的分子口径即不成立。 另须以 §B-01 在线人数基准作分母校正——深夜在线基数本就低， 不校正则「夜间占比高」只是反映平台整体作息，而非个体异常。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-13,夜间异常活动,会员风险 · 时段,T3·L3·S3,K01_risk_feature_matrix.csv,B_online_base.csv；S05_member_month_panel.csv,§K01 · §B-01 · §TZ-04b,bet_hour,K01_risk_feature_matrix.csv,REFERENCE,,,NO_THRESHOLD_BY_DESIGN,小时轴，非阈值,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-08),UNKNOWN,CONDITIONAL,S3,FALSE,TRUE,B-08,无对口外部标准 · 本项目自订,特征已在矩阵中，但从未使用，且「夜间」之定义悬于时区未定： §TZ-04b（全窗逐小时分布反推落库时区）之结论若未固化，night_share 的分子口径即不成立。 另须以 §B-01 在线人数基准作分母校正——深夜在线基数本就低， 不校正则「夜间占比高」只是反映平台整体作息，而非个体异常。,,,,,,,,,REFERENCE_ONLY,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-14,限红试探,会员风险 · 试探性行为,T3·L3·S3,TL14_limit_treatment.csv,ods_a168_bet_limit_default；ods_a168_tablelimit；ods_a168_betchange_log；ods_a168_change_log,§TL14 · §TL02,注额贴顶率,待建（bet13/限红上限 之贴顶比例）,STAT_DIRECTIONAL,high,,BLOCKED,★特征待建，见 B-09,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,FALSE,FALSE,PROFILE_CANDIDATE,BLOCKED(B-09),UNKNOWN,BLOCK,S2,FALSE,FALSE,B-09,无对口外部标准 · 本项目自订,本类有一处易致全盘错误的时点陷阱：ods_a168_bet_limit_default 与 tablelimit 所载为「当前快照」，而分析窗口跨 139 天，期间限红曾经变更。 以今日限红去除历史注额，算出的贴顶率全错且无任何报警。 须先自 change_log／betchange_log 还原逐时点有效限红（PIT 重建），方可开工。,,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-14,限红试探,会员风险 · 试探性行为,T3·L3·S3,TL14_limit_treatment.csv,ods_a168_bet_limit_default；ods_a168_tablelimit；ods_a168_betchange_log；ods_a168_change_log,§TL14 · §TL02,贴顶后回撤,待建（贴顶遭拒后之下一注额）,REFERENCE,,,BLOCKED,试探特征待建,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,FALSE,FALSE,PROFILE_CANDIDATE,BLOCKED(B-09),UNKNOWN,BLOCK,S2,FALSE,FALSE,B-09,无对口外部标准 · 本项目自订,本类有一处易致全盘错误的时点陷阱：ods_a168_bet_limit_default 与 tablelimit 所载为「当前快照」，而分析窗口跨 139 天，期间限红曾经变更。 以今日限红去除历史注额，算出的贴顶率全错且无任何报警。 须先自 change_log／betchange_log 还原逐时点有效限红（PIT 重建），方可开工。,,,,,,,,,REFERENCE_ONLY,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-14,限红试探,会员风险 · 试探性行为,T3·L3·S3,TL14_limit_treatment.csv,ods_a168_bet_limit_default；ods_a168_tablelimit；ods_a168_betchange_log；ods_a168_change_log,§TL14 · §TL02,limit_change_time,ods_a168_betchange_log,JOIN_KEY,,,NO_THRESHOLD_BY_DESIGN,时点对齐键,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,FALSE,FALSE,PROFILE_CANDIDATE,BLOCKED(B-09),UNKNOWN,BLOCK,S2,FALSE,FALSE,B-09,无对口外部标准 · 本项目自订,本类有一处易致全盘错误的时点陷阱：ods_a168_bet_limit_default 与 tablelimit 所载为「当前快照」，而分析窗口跨 139 天，期间限红曾经变更。 以今日限红去除历史注额，算出的贴顶率全错且无任何报警。 须先自 change_log／betchange_log 还原逐时点有效限红（PIT 重建），方可开工。,,,,,,,,,REFERENCE_ONLY,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-15,静默复活／账户接管,会员风险 · 生命周期,T3·L3·S3,S01_player_score.csv,S05_member_month_panel.csv；P_player_month.csv；I_ip_player.csv；ods_a168_log_mem_change,§S-01 · §S-05 · §P-01,silent_days,S01_player_score.csv,STAT_DIRECTIONAL,high,,PENDING_INVERSE,待反解,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-10),UNKNOWN,CONDITIONAL,S3,FALSE,TRUE,B-10,间接对应 AUSTRAC 身份类与资金类红旗（非约束性参考）；量化判据为本项目自订,"窗口长度构成根本限制：分析窗口仅 139 天，而 S05 面板实测 112,798 名会员 （占 67.1%）只现身 1 个月、6 个月全勤者仅 2.01%。 在如此结构下，「长眠后复活」与「新客首月」「流失后偶回」在数据上无法区分—— silent_days 之长眠阈值若在窗口内反解，必然被窗口截断污染。 须以更长历史窗口重取数方可成立。",,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-15,静默复活／账户接管,会员风险 · 生命周期,T3·L3·S3,S01_player_score.csv,S05_member_month_panel.csv；P_player_month.csv；I_ip_player.csv；ods_a168_log_mem_change,§S-01 · §S-05 · §P-01,生命周期阶段,S01_player_score.csv,STATE,,,NO_THRESHOLD_BY_DESIGN,状态量，非阈值,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-10),UNKNOWN,CONDITIONAL,S3,FALSE,TRUE,B-10,间接对应 AUSTRAC 身份类与资金类红旗（非约束性参考）；量化判据为本项目自订,"窗口长度构成根本限制：分析窗口仅 139 天，而 S05 面板实测 112,798 名会员 （占 67.1%）只现身 1 个月、6 个月全勤者仅 2.01%。 在如此结构下，「长眠后复活」与「新客首月」「流失后偶回」在数据上无法区分—— silent_days 之长眠阈值若在窗口内反解，必然被窗口截断污染。 须以更长历史窗口重取数方可成立。",,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-15,静默复活／账户接管,会员风险 · 生命周期,T3·L3·S3,S01_player_score.csv,S05_member_month_panel.csv；P_player_month.csv；I_ip_player.csv；ods_a168_log_mem_change,§S-01 · §S-05 · §P-01,span_days,S01_player_score.csv,REFERENCE,,,NO_THRESHOLD_BY_DESIGN,在场跨度参照,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-10),UNKNOWN,CONDITIONAL,S3,FALSE,TRUE,B-10,间接对应 AUSTRAC 身份类与资金类红旗（非约束性参考）；量化判据为本项目自订,"窗口长度构成根本限制：分析窗口仅 139 天，而 S05 面板实测 112,798 名会员 （占 67.1%）只现身 1 个月、6 个月全勤者仅 2.01%。 在如此结构下，「长眠后复活」与「新客首月」「流失后偶回」在数据上无法区分—— silent_days 之长眠阈值若在窗口内反解，必然被窗口截断污染。 须以更长历史窗口重取数方可成立。",,,,,,,,,REFERENCE_ONLY,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-15,静默复活／账户接管,会员风险 · 生命周期,T3·L3·S3,S01_player_score.csv,S05_member_month_panel.csv；P_player_month.csv；I_ip_player.csv；ods_a168_log_mem_change,§S-01 · §S-05 · §P-01,活跃稳定,S05_member_month_panel.csv,STAT_DIRECTIONAL,jump,,PENDING_INVERSE,月度跃变，待反解,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-10),UNKNOWN,CONDITIONAL,S3,FALSE,TRUE,B-10,间接对应 AUSTRAC 身份类与资金类红旗（非约束性参考）；量化判据为本项目自订,"窗口长度构成根本限制：分析窗口仅 139 天，而 S05 面板实测 112,798 名会员 （占 67.1%）只现身 1 个月、6 个月全勤者仅 2.01%。 在如此结构下，「长眠后复活」与「新客首月」「流失后偶回」在数据上无法区分—— silent_days 之长眠阈值若在窗口内反解，必然被窗口截断污染。 须以更长历史窗口重取数方可成立。",,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-15,静默复活／账户接管,会员风险 · 生命周期,T3·L3·S3,S01_player_score.csv,S05_member_month_panel.csv；P_player_month.csv；I_ip_player.csv；ods_a168_log_mem_change,§S-01 · §S-05 · §P-01,流水贡献,S05_member_month_panel.csv,STAT_DIRECTIONAL,jump,,PENDING_INVERSE,月度跃变，待反解,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-10),UNKNOWN,CONDITIONAL,S3,FALSE,TRUE,B-10,间接对应 AUSTRAC 身份类与资金类红旗（非约束性参考）；量化判据为本项目自订,"窗口长度构成根本限制：分析窗口仅 139 天，而 S05 面板实测 112,798 名会员 （占 67.1%）只现身 1 个月、6 个月全勤者仅 2.01%。 在如此结构下，「长眠后复活」与「新客首月」「流失后偶回」在数据上无法区分—— silent_days 之长眠阈值若在窗口内反解，必然被窗口截断污染。 须以更长历史窗口重取数方可成立。",,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
R,T-15,静默复活／账户接管,会员风险 · 生命周期,T3·L3·S3,S01_player_score.csv,S05_member_month_panel.csv；P_player_month.csv；I_ip_player.csv；ods_a168_log_mem_change,§S-01 · §S-05 · §P-01,n_ip,S05_member_month_panel.csv,STAT_DIRECTIONAL,jump,,PENDING_INVERSE,复活同时换 IP ＝ 接管强线索,UNKNOWN,BLOCKED,NOT_ESTABLISHED,FALSE,FALSE,TRUE,TRUE,PROFILE_CANDIDATE,BLOCKED(B-10),UNKNOWN,CONDITIONAL,S3,FALSE,TRUE,B-10,间接对应 AUSTRAC 身份类与资金类红旗（非约束性参考）；量化判据为本项目自订,"窗口长度构成根本限制：分析窗口仅 139 天，而 S05 面板实测 112,798 名会员 （占 67.1%）只现身 1 个月、6 个月全勤者仅 2.01%。 在如此结构下，「长眠后复活」与「新客首月」「流失后偶回」在数据上无法区分—— silent_days 之长眠阈值若在窗口内反解，必然被窗口截断污染。 须以更长历史窗口重取数方可成立。",,,,,,,,,STRUCTURAL,FULL_WINDOW,NONE,NONE,NOT_TESTED,NOT_TESTED,MEASURED,E1,MEMBER,D08,F06,ACTIVE,NOT_ESTABLISHED,FALSE,,
