table_name,col_pos,column_name,data_type,column_comment,name_style,col_family,fp_flag,scope_db,scope_pattern,scope_scanned_at
ods_a168_SMR_log,12,ods_table_name,varchar,ODS表名,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_SMR_log,13,sync_time,datetime,同步时间,普通列名,★ 时间候选列,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_login,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_login,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,普通列名,★ 时间候选列,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_login,3,alg001,varchar,source_type=int(11); age_id,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_login,4,alg002,varchar,source_type=int(11); site,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_login,5,alg003,varchar,source_type=varchar(50); sid,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_login,6,alg004,varchar,source_type=timestamp; this_login,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_login,7,alg005,varchar,source_type=timestamp; last_login,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_login,8,alg006,varchar,source_type=text; ip,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_login,9,alg007,varchar,source_type=text; info,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_login,10,source_db,varchar,来源库,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_login,11,source_table,varchar,来源表,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_login,12,ods_table_name,varchar,ODS表名,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_login,13,sync_time,datetime,同步时间,普通列名,★ 时间候选列,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_sub_login,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_sub_login,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,普通列名,★ 时间候选列,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_sub_login,3,asl001,varchar,source_type=int(11); sub_id,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_sub_login,4,asl002,varchar,source_type=int(11); site,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_sub_login,5,asl003,varchar,source_type=varchar(50); sid,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_sub_login,6,asl004,varchar,source_type=datetime; this_login,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_sub_login,7,asl005,varchar,source_type=datetime; last_login,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_sub_login,8,asl006,varchar,source_type=text; ip,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_sub_login,9,asl007,varchar,source_type=text; info,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_sub_login,10,source_db,varchar,来源库,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_sub_login,11,source_table,varchar,来源表,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_sub_login,12,ods_table_name,varchar,ODS表名,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_age_sub_login,13,sync_time,datetime,同步时间,普通列名,★ 时间候选列,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,普通列名,★ 时间候选列,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,3,id,varchar,source_type=int(11); ,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,4,aid,varchar,source_type=int(5); agent_id,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,5,vendorId,varchar,source_type=varchar(255); lv5 代理商,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,6,signature,varchar,source_type=varchar(255); 密鑰,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,7,signature2,varchar,source_type=varchar(255); 客戶密鑰,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,8,password,varchar,source_type=varchar(255); ,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,9,addtime,varchar,source_type=datetime; ,普通列名,★ 时间候选列,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,10,url,varchar,source_type=varchar(255); 單一錢包回傳網址,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,11,skyname,varchar,source_type=varchar(255); ,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,12,type,varchar,"source_type=enum(''c'',''w''); c:一般,w:單一",普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,13,lang,varchar,"source_type=tinyint(1); 0:中文 ,1:英文",普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,14,betfeedback,varchar,"source_type=tinyint(1); 異常鎖定,0:N;1:Y",普通列名,金额,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,15,Gateway_url,varchar,source_type=varchar(1000); 正機白名單使用的url,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,16,whiteList,varchar,source_type=text; 白名單,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,17,operator,varchar,source_type=varchar(25); ,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,18,modify_time,varchar,source_type=timestamp; ,普通列名,★ 时间候选列,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,19,object,varchar,"source_type=int(3); 0:呼叫php,1:呼叫客戶",普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,20,settle,varchar,source_type=int(3); 單一錢包結算,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,21,co,varchar,source_type=varchar(10); ,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,22,prefix_switch,varchar,"source_type=enum(''Y'',''N''); 前綴碼開關",普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,23,openGame_url,varchar,source_type=varchar(255); 指定網址,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,24,subdomain,varchar,source_type=varchar(255); ,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,25,source_db,varchar,来源库,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,26,source_table,varchar,来源表,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,27,ods_table_name,varchar,ODS表名,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_agents_LoginPass,28,sync_time,datetime,同步时间,普通列名,★ 时间候选列,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_token,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_token,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,普通列名,★ 时间候选列,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_token,3,code,varchar,source_type=varchar(12); ,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_token,4,mid,varchar,source_type=int(11); ,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_token,5,token,varchar,source_type=text; ,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_token,6,create_at,varchar,source_type=datetime; ,普通列名,★ 时间候选列,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_token,7,update_at,varchar,source_type=datetime; ,普通列名,★ 时间候选列,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_token,8,source_db,varchar,来源库,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_token,9,source_table,varchar,来源表,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_token,10,ods_table_name,varchar,ODS表名,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_token,11,sync_time,datetime,同步时间,普通列名,★ 时间候选列,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,普通列名,★ 时间候选列,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,3,id,varchar,source_type=int(11); ,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,4,code,varchar,source_type=varchar(12); 廠商代碼,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,5,mid,varchar,source_type=int(11); 會員 mid,普通列名,★ UID 候选键,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,6,gid,varchar,source_type=int(6); 遊戲,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,7,game_no,varchar,source_type=varchar(32); 遊戲_期数_局号,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,8,action,varchar,"source_type=enum(''PointInout'',''TimeoutBetReturn''); 動作",普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,9,deal_id,varchar,source_type=bigint(32); wm 交易单号,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,10,type,varchar,source_type=tinyint(1);  0:电子游戏结算 1:加点 2:扣点 3:重对加点 4:重对扣点 5:重新派彩,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,11,trade_id,varchar,source_type=varchar(128); 對方的交易id,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,12,money,varchar,"source_type=decimal(16,4); 處理金額 (有正負值)",普通列名,金额,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,13,balance,varchar,"source_type=decimal(16,4); 對方餘額",普通列名,金额,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,14,status,varchar,"source_type=tinyint(1); 呼叫狀態 0:未處理,1:成功,2:失敗,3:回滾,4:處理中",普通列名,支付事件,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,15,remark,varchar,source_type=varchar(255); 備註,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,16,ops_token,varchar,source_type=text; 廠商ops當下使用的token,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,17,create_at,varchar,source_type=datetime; 建立時間,普通列名,★ 时间候选列,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,18,update_at,varchar,source_type=datetime; 更新時間,普通列名,★ 时间候选列,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,19,source_db,varchar,来源库,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,20,source_table,varchar,来源表,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,21,ods_table_name,varchar,ODS表名,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_aggregate_transaction,22,sync_time,datetime,同步时间,普通列名,★ 时间候选列,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_alarmMessage,1,__source_pk,varchar,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_alarmMessage,2,dt,date,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,普通列名,★ 时间候选列,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_alarmMessage,3,id,varchar,source_type=int(11); 流水號,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_alarmMessage,4,time,varchar,source_type=datetime; ,普通列名,★ 时间候选列,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_alarmMessage,5,parentID,varchar,source_type=bigint(20); ,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_alarmMessage,6,mid,varchar,source_type=int(11); ,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_alarmMessage,7,type,varchar,source_type=int(11); ,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_alarmMessage,8,content,varchar,source_type=text; ,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_alarmMessage,9,status,varchar,source_type=int(11); ,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_alarmMessage,10,is_send,varchar,source_type=int(1); 發送 tg 0: 未發送 1:已發送,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
ods_a168_alarmMessage,11,source_db,varchar,来源库,普通列名,（未标记）,—,ods_mariadb_2b,v1.0.1 候选表全列输出（关键词只作标记不作过滤）,2026-08-23 09:06:36
