dealer_id,平均每局秒数,局速,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,agent_cost,agent_pct,company_retain_pct,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,net_margin,net_margin_a_legacy,ngr_rate,net_margin_rate,net_margin_a_rate_legacy,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
2189,49.32288916028913,72.9884250758456,3940684.3846,3525171.4969,65305.3977,31311,1494,-0.01657210,0.00176006,-0.02215455,-0.01716185,-65305.3977,3940684.3846,OK,2324.0314,2451.5653,4.0200,95.9800,AG03-B-v1,62853.8323,3379745.4301,62981.3663,60529.8010,127.5339,0.01598234,0.01536023,0.00003236,125.8562,2359.5525,43.7118,6530.5398,680.2646,394068.4385,149.4000,157.7847,118.5511,5.137,13.766,55.1632,202.0365,425.3802,1826.9086,12.2634,-2.5818,30.90084,132.711891,9.142558,5,1,6232,16,0.23343273,0.01657210,-0.00176006,0.00065927,0.043601,0.894558,0.106991,0.02391460,2026-03-24,2026-08-02,10,96,13,132,0.075758,1.330943,1.253690,0.778109,3,0.6677852348993288,0.5134228187919463,0.40268456375838924,E 常规,100,1
1934,27.59401340848589,130.4630807671096,1070162.4240,995703.9268,64624.5761,11286,710,-0.06038763,0.00388768,-0.08714189,-0.06107958,-64624.5761,1070162.4240,OK,740.4917,2078.2994,4.0000,96.0000,AG03-B-v1,62546.2767,955147.3446,63884.0843,61805.7849,1337.8077,0.05969569,0.05775365,0.00125010,94.8221,1402.3999,91.0205,12924.9152,1538.6804,214032.4848,142.0000,81.1687,101.9611,5.0,15.0,52.6635,200.0,345.3635,1199.2595,12.9089,-2.1082,23.024233,79.950635,6.321475,5,1,2160,15,0.29390731,0.06038763,-0.00388768,0.00074369,0.037932,0.930423,0.098706,0.09102957,2026-03-24,2026-07-24,5,42,7,123,0.040650,0.796075,0.856010,0.979691,1,0.6644295302013423,0.09060402684563758,0.087248322147651,E 常规,101,1
2272,41.835232655633014,86.05186995452907,1287195.0241,1160699.5030,68601.4444,15789,814,-0.05329530,-0.91399612,-0.05321500,-0.05429250,-68601.4444,1287195.0241,OK,1283.5950,2739.2721,4.0267,95.9733,AG03-B-v1,65862.1723,1111944.6492,67317.8494,64578.5774,1455.6771,0.05229810,0.05017000,0.00113089,81.5248,1425.9208,84.2770,13720.2889,1247.2990,257439.0048,162.8000,30.0193,81.5378,5.1431,15.4293,51.4311,154.2932,290.0399,1144.5803,12.6037,-2.0771,18.797966,74.182156,5.283758,4,1,3178,16,0.00009329,0.05329530,0.91399612,0.00110588,0.056083,0.901728,0.075369,-0.86078112,2026-05-14,2026-07-15,5,55,9,63,0.079365,0.368164,0.368223,0.000311,1,0.6610738255033557,0.1174496644295302,0.1174496644295302,E 常规,102,1
2240,27.665378712421667,130.12653965165535,1300534.8939,1156875.0268,68749.4594,15151,810,-0.05286245,-0.05232773,-0.05320882,-0.05368946,-68749.4594,1300534.8939,OK,1075.5546,2713.7071,4.0070,95.9930,AG03-B-v1,66035.7523,1108355.1888,67673.9048,64960.1976,1638.1525,0.05203544,0.04994883,0.00125960,85.8382,1428.2408,84.8759,17187.3649,1494.5535,325133.7235,202.5000,72.5713,97.3686,4.1543,14.5869,51.4311,170.4158,331.3892,1076.5189,12.8578,-2.0771,22.718289,73.80044,5.884614,4,1,2769,15,0.39311881,0.05286245,0.05232773,0.00092971,0.043654,0.889538,0.062570,0.00088110,2026-06-20,2026-07-20,4,46,7,31,0.129032,0.745325,0.845443,1.310396,1,0.6577181208053692,0.12080536912751678,0.12080536912751678,E 常规,103,1
2243,27.50832871153117,130.86945549298028,3020771.5834,2743172.1025,71846.5205,22778,1212,-0.02378416,-0.07254246,0.02621777,-0.02462718,-71846.5205,3020771.5834,OK,2546.5526,4262.6580,4.0381,95.9619,AG03-B-v1,67583.8625,2628914.5285,69299.9679,65037.3099,1716.1054,0.02294115,0.02153003,0.00056810,132.6179,2263.3433,59.2793,10263.7886,1041.2539,431538.7976,173.1429,110.1877,167.6069,5.1636,15.4907,61.3171,200.0,387.2667,1732.6519,12.9089,-2.0439,24.999999,111.851337,8.561151,6,1,4358,15,0.50629623,0.02378416,0.07254246,0.00092832,0.059610,0.908103,0.092150,-0.09876024,2026-06-30,2026-07-26,7,69,11,27,0.259259,0.657417,0.830866,1.687654,2,0.6543624161073825,0.31543624161073824,0.33221476510067116,E 常规,104,1
1202,41.640417312994806,86.45446497186138,1138502.9577,1009622.6413,70186.8775,8540,524,-0.06164839,-0.00554544,-0.08048407,-0.06197438,-70186.8775,1138502.9577,OK,371.1429,4061.9313,4.0609,95.9391,AG03-B-v1,66124.9463,963590.8566,69815.7346,65753.8033,3690.7883,0.06132240,0.05775462,0.00324179,133.3142,1926.7608,133.9444,11697.8129,1896.9426,189750.4930,87.3333,170.5366,124.2120,5.1431,15.7218,62.3144,204.3903,395.5746,1742.3464,11.3888,-2.0771,25.160877,110.823504,8.479567,3,1,1897,16,0.25134805,0.06164839,0.00554544,0.00036761,0.047190,0.886798,0.084660,0.07493863,2026-04-10,2026-07-28,6,37,6,110,0.054546,1.372949,1.279209,0.837827,1,0.6510067114093959,0.087248322147651,0.1040268456375839,E 常规,105,1
1346,43.817190898919115,82.159534332193,2540324.0984,2318473.8653,73983.9788,26270,1184,-0.02912383,-0.09220292,0.00053782,-0.02987758,-73983.9788,2540324.0984,OK,1914.7565,3900.8469,3.9898,96.0102,AG03-B-v1,70083.1319,2222673.0692,72069.2224,68168.3755,1986.0904,0.02837009,0.02683452,0.00078183,96.7006,1958.1705,62.4865,10569.1398,1013.4792,362903.4426,169.1429,103.9113,93.6449,5.1636,16.3264,51.8914,166.3617,300.0,1417.8,12.9089,-2.5398,18.37518,86.841106,5.922968,5,1,4772,16,0.31983416,0.02912383,0.09220292,0.00082587,0.036841,0.912669,0.076742,-0.09274075,2026-03-21,2026-07-22,7,73,13,124,0.056452,1.109631,1.074568,1.066114,2,0.6476510067114094,0.2348993288590604,0.26174496644295303,E 常规,106,1
1952,43.111058513558035,83.50525651945736,3412126.5527,3126470.8864,80385.8975,27401,1575,-0.02355889,-0.14586249,-0.02007530,-0.02459672,-80385.8975,3412126.5527,OK,3541.2334,5474.3387,4.0208,95.9792,AG03-B-v1,74911.5588,2993127.5613,76844.6641,71370.3253,1933.1053,0.02252105,0.02091667,0.00056654,124.5256,1985.0609,51.0387,8038.5897,803.8590,341212.6553,157.5000,169.3482,123.5939,5.1891,18.0009,62.3144,210.062,436.4525,1745.8101,12.9729,-2.5716,24.246185,96.984741,6.917754,6,1,5636,16,0.02769425,0.02355889,0.14586249,0.00113266,0.044984,0.916282,0.086712,-0.12578719,2026-04-26,2026-07-23,10,100,19,89,0.112360,1.370199,1.359947,0.092314,2,0.6442953020134228,0.3187919463087248,0.3624161073825503,E 常规,107,1
2136,44.14420088801093,81.55091558079874,3282281.1268,2909923.4615,78449.2192,25850,1471,-0.02390082,,-0.02390082,-0.02457865,-78449.2192,3282281.1268,OK,2224.8192,3672.5305,4.0461,95.9539,AG03-B-v1,74776.6887,2783313.3032,76224.4000,72551.8695,1447.7113,0.02322300,0.02210410,0.00044107,126.9741,1978.1941,53.3305,9806.1524,776.7249,410285.1409,183.8750,,126.9741,4.6309,15.7056,57.0503,210.062,439.7151,1973.1649,12.4629,-2.5127,27.99739,125.634697,8.084654,6,1,5219,16,0E-8,0.02390082,,0.00076456,0.041052,0.886555,0.091219,,2026-04-27,2026-06-28,8,101,16,63,0.126984,,,0.000000,2,0.6409395973154363,0.31208053691275167,0.35570469798657717,E 常规,108,1
626,41.681525942128125,86.36919879081077,1975561.0594,1769595.6244,77319.4565,19676,885,-0.03913797,-0.03657242,-0.03979512,-0.03951651,-77319.4565,1975561.0594,OK,747.8167,3163.1702,4.0209,95.9791,AG03-B-v1,74156.2863,1698047.6445,76571.6398,73408.4696,2415.3535,0.03875944,0.03715829,0.00122262,100.4046,1999.5431,87.3666,15463.8913,1380.7046,395112.2119,177.0000,97.6345,101.1396,5.1636,15.5693,51.8914,190.0,408.7806,1410.4182,10.7724,-2.1006,26.255563,90.589729,6.448886,4,1,4329,15,0.20391163,0.03913797,0.03657242,0.00042259,0.048333,0.895743,0.088992,0.00322270,2026-04-02,2026-07-27,5,56,7,117,0.042735,0.965343,0.972410,0.679705,1,0.6375838926174496,0.15771812080536912,0.18456375838926176,E 常规,109,1
2077,44.01733269320868,81.7859642948205,1764669.3478,1574583.7640,78915.3090,17427,981,-0.04471960,0.01907752,-0.04865453,-0.04531413,-78915.3090,1764669.3478,OK,1049.1396,3208.6386,4.0146,95.9854,AG03-B-v1,75706.6705,1508978.7498,77866.1695,74657.5309,2159.4990,0.04412508,0.04230681,0.00122374,101.2607,1605.0803,80.4437,19728.8273,1293.6936,441167.3370,245.2500,86.2959,102.3554,5.2352,16.805,63.2471,210.062,392.6393,1338.1006,13.088,-2.6176,23.364492,79.625344,6.025641,6,1,3108,16,0.05809559,0.04471960,-0.01907752,0.00066630,0.029747,0.892283,0.080852,0.06773205,2026-04-19,2026-07-10,4,61,8,83,0.048193,0.843100,0.852215,0.193652,1,0.6342281879194631,0.14093959731543623,0.1644295302013423,E 常规,110,1
1956,27.554329895247136,130.65097259436408,2102066.0535,1889093.6712,80576.0471,19622,1008,-0.03833183,-0.19971410,-0.00886532,-0.03896988,-80576.0471,2102066.0535,OK,1341.2247,3757.5156,3.9883,96.0117,AG03-B-v1,76818.5315,1811631.6796,79234.8224,75477.3068,2416.2910,0.03769378,0.03590625,0.00114948,107.1280,1874.1009,79.9366,10072.0059,1438.8580,262758.2567,126.0000,150.6746,101.7582,5.1891,17.4581,52.3519,181.6201,344.8276,1583.3309,12.9729,-2.1082,19.751723,90.693192,6.136293,6,1,3665,16,0.15439719,0.03833183,0.19971410,0.00070998,0.032744,0.898684,0.091224,-0.19084878,2026-04-03,2026-08-04,8,56,9,124,0.064516,1.480711,1.406491,0.514657,2,0.6308724832214765,0.16778523489932887,0.21476510067114093,E 常规,111,1
2237,48.370161663027375,74.42604854371876,2727793.3763,2469964.8774,82386.8382,22403,1003,-0.03020274,-0.06895258,-0.01467743,-0.03054475,-82386.8382,2727793.3763,OK,932.9263,4003.7402,3.9910,96.0090,AG03-B-v1,78383.0981,2372061.9919,81453.9120,77450.1718,3070.8139,0.02986073,0.02839298,0.00112575,121.7602,2462.5771,82.1404,16477.3676,1267.4898,545558.6753,200.6000,117.1768,123.6987,5.1431,16.6362,55.2315,199.9725,379.0209,1663.6167,12.9089,-2.5716,22.782946,99.999997,7.319004,5,1,4792,15,0.28604828,0.03020274,0.06895258,0.00037771,0.033129,0.905481,0.100210,-0.05427516,2026-04-08,2026-07-20,5,65,10,104,0.048077,0.947276,0.962358,0.953494,2,0.62751677852349,0.2181208053691275,0.2986577181208054,E 常规,112,1
2149,27.598537430975878,130.4416949269005,4051274.8384,3597046.3599,83841.4490,35219,2139,-0.02069508,-0.02613990,-0.01528996,-0.02148011,-83841.4490,4051274.8384,OK,3180.3748,2977.5822,4.0083,95.9917,AG03-B-v1,80863.8668,3447433.5692,80661.0742,77683.4920,-202.7926,0.01991005,0.01917507,-0.00005006,115.0309,1681.6486,39.1966,13973.5748,813.9947,675212.4731,356.5000,97.7254,139.5654,5.1636,18.2578,60.0,200.0,408.7806,1732.6519,12.9089,-2.0439,22.389367,94.899263,6.300372,4,1,6261,15,0.49817041,0.02069508,0.02613990,0.00088416,0.046833,0.887880,0.090690,-0.01084994,2026-06-27,2026-08-06,6,103,14,41,0.146342,0.700212,0.849558,1.660568,3,0.6241610738255033,0.3859060402684564,0.41946308724832215,E 常规,113,1
2069,45.00672831701479,79.9880403357162,2382101.5190,2123003.9979,84971.5737,22531,1197,-0.03567084,0.05609775,-0.05690592,-0.03654156,-84971.5737,2382101.5190,OK,2074.1251,3932.2403,3.9982,96.0018,AG03-B-v1,81039.3334,2035814.2986,82897.4486,78965.2083,1858.1151,0.03480013,0.03314939,0.00078003,105.7255,1773.6040,70.9871,8497.1574,1062.1447,238210.1519,119.7000,93.6666,108.9719,5.137,15.5674,52.3519,178.9366,385.733,1600.0,12.8578,-2.5685,24.778204,102.778664,6.791454,7,1,4763,16,0.18791495,0.03567084,-0.05609775,0.00097698,0.041308,0.891232,0.091075,0.11300367,2026-04-10,2026-08-05,10,80,17,118,0.084746,0.859548,0.885941,0.626383,2,0.6208053691275168,0.17785234899328858,0.2483221476510067,E 常规,114,1
2078,48.08377101948672,74.8693358210412,2990934.0136,2651516.8775,85195.7705,28869,1365,-0.02848467,,-0.02848467,-0.02895950,-85195.7705,2990934.0136,OK,1420.1717,4040.8806,4.0359,95.9641,AG03-B-v1,81154.8899,2542296.3609,83775.5988,79734.7181,2620.7089,0.02800985,0.02665880,0.00087622,103.6037,1942.5032,62.4145,7745.0700,957.2558,271903.0921,124.0909,,103.6037,5.1891,17.4737,55.6437,197.3168,392.6393,1312.8157,12.9729,-2.2009,22.4703,75.130943,5.929119,6,1,5489,16,0E-8,0.02848467,,0.00053561,0.043417,0.886518,0.092487,,2026-03-31,2026-06-07,11,89,19,69,0.159420,,,0.000000,2,0.6174496644295302,0.2483221476510067,0.3288590604026846,E 常规,115,1
2164,43.0322148692349,83.65825488972808,2781874.8153,2540137.3408,91363.7557,26577,1402,-0.03284251,-0.08234929,-0.02442648,-0.03335675,-91363.7557,2781874.8153,OK,1430.5401,3428.5629,4.0056,95.9944,AG03-B-v1,87935.1928,2435122.5419,89933.2156,86504.6526,1998.0228,0.03232828,0.03109581,0.00071823,104.6723,1811.7955,65.1667,7027.9812,971.9548,213990.3704,107.8462,131.6609,101.1476,5.1431,16.6172,52.5155,200.0,394.633,1308.7977,12.8578,-2.1082,23.748521,78.761814,6.299046,6,1,5702,16,0.14529738,0.03284251,0.08234929,0.00056317,0.036110,0.913103,0.093991,-0.05792281,2026-04-06,2026-07-29,13,94,16,115,0.113044,1.301672,1.257840,0.484325,2,0.6140939597315436,0.19463087248322147,0.3087248322147651,E 常规,116,1
2065,41.71872342783061,86.29218979405385,3333709.5526,2989425.2850,92838.4192,32128,1554,-0.02784838,-0.06573393,-0.01476451,-0.02856993,-92838.4192,3333709.5526,OK,2405.4340,3795.5933,4.0054,95.9946,AG03-B-v1,89042.8259,2868391.0404,90432.9852,86637.3919,1390.1593,0.02712683,0.02598828,0.00041700,103.7634,1923.6971,59.7416,10315.3799,957.0971,370412.1725,172.6667,101.7314,104.4841,5.1636,17.0087,55.0732,200.0,340.8549,1363.1631,12.9089,-2.1082,20.039988,80.14488,6.100593,3,1,6938,16,0.25670046,0.02784838,0.06573393,0.00080465,0.046514,0.896726,0.083759,-0.05096943,2026-03-25,2026-07-16,9,97,14,114,0.078947,0.973655,0.980418,0.855668,2,0.610738255033557,0.2516778523489933,0.35906040268456374,E 常规,117,1
1158,41.46141999892447,86.827706337443,1089369.6714,968851.4042,96473.6351,9360,566,-0.08855913,,-0.08855913,-0.08881184,-96473.6351,1089369.6714,OK,275.2909,3612.7171,4.0192,95.9808,AG03-B-v1,92860.9180,930039.1572,96198.3442,92585.6271,3337.4262,0.08830643,0.08499009,0.00306363,116.3856,1711.7516,170.4481,16078.9392,2607.3955,181561.6119,94.3333,,116.3856,4.4018,15.8983,51.8914,176.2425,407.0614,1979.364,11.0045,-2.2009,25.60416,124.501994,7.320657,2,1,2118,16,0E-8,0.08855913,,0.00028414,0.029893,0.889369,0.083227,,2026-03-30,2026-06-01,6,37,7,64,0.093750,,,0.000000,1,0.6073825503355704,0.040268456375838924,0.09060402684563758,E 常规,118,1
1258,45.61479213598007,78.92176707214215,1136862.3819,1009619.4391,109296.4822,10498,637,-0.09613871,-0.12289330,-0.08459862,-0.09655297,-109296.4822,1136862.3819,OK,470.9537,4177.7980,4.0132,95.9868,AG03-B-v1,105118.6843,968512.9235,108825.5285,104647.7306,3706.8442,0.09572445,0.09204960,0.00326059,108.2932,1584.9599,171.5800,18216.0804,2541.7787,189477.0637,106.1667,125.4461,102.2620,5.1891,20.439,62.3144,200.0,387.2667,1340.7306,14.7577,-2.5818,18.947409,65.596587,5.298355,4,1,2447,15,0.30134978,0.09613871,0.12289330,0.00046647,0.039836,0.888075,0.092303,-0.03829468,2026-04-27,2026-07-26,6,43,8,91,0.065934,1.226712,1.158393,1.004499,1,0.6040268456375839,0.03691275167785235,0.10067114093959731,E 常规,119,1
2213,27.602097131219278,130.4248725336246,2883788.7501,2589335.7804,111955.8895,25842,1687,-0.03882250,-0.02887420,-0.06496485,-0.03965132,-111955.8895,2883788.7501,OK,2390.1397,3811.4023,3.9912,96.0088,AG03-B-v1,108144.4872,2484184.9753,109565.7499,105754.3476,1421.2626,0.03799368,0.03667202,0.00049285,111.5931,1534.8760,66.3639,11195.5890,1178.4830,288378.8750,168.7000,108.2994,121.2862,5.137,16.5344,59.5086,189.4897,387.2667,1704.1582,12.8426,-2.0439,23.421888,103.067489,6.74915,6,1,4512,15,0.72435235,0.03882250,0.02887420,0.00092307,0.041080,0.897894,0.078477,0.03609065,2026-06-15,2026-07-31,10,95,15,47,0.212766,0.892925,0.970485,2.414508,2,0.6006711409395973,0.1610738255033557,0.3187919463087248,E 常规,120,1
2287,46.34542349799732,77.67757263358622,31599978.2942,28380913.7322,135822.7890,260381,13325,-0.00429819,0.01844400,-0.05067658,-0.00492397,-135822.7890,31599978.2942,OK,19774.7004,9377.2784,4.0213,95.9787,AG03-B-v1,126445.5107,27211324.0489,116048.0886,106670.8102,-10397.4221,0.00367241,0.00337566,-0.00032903,121.3605,2129.8997,10.1931,2771.8937,152.6099,644897.5162,271.9388,118.0720,128.6689,5.137,16.6172,59.8931,200.0,390.0474,1703.3727,12.9089,-2.0771,23.472567,102.506842,7.303326,5,1,45648,16,0.67097802,0.00429819,-0.01844400,0.00069676,0.048243,0.898131,0.101133,0.06912057,2026-06-10,2026-08-03,49,890,145,55,0.890909,0.917642,0.972902,2.236593,3,0.5973154362416108,0.7785234899328859,0.5201342281879194,E 常规,121,1
1680,41.783887162897095,86.15761348304372,2006365.0851,1835311.6477,110745.2111,16581,1075,-0.05519694,-0.24871992,0.00478506,-0.05549874,-110745.2111,2006365.0851,OK,605.5149,2615.0765,4.0117,95.9883,AG03-B-v1,108130.1346,1761046.6427,110139.6962,107524.6197,2009.5617,0.05489514,0.05359175,0.00100159,121.0039,1707.2666,103.0188,22149.0422,1628.6060,401273.0170,215.0000,139.9550,116.1299,5.1636,18.3232,68.0765,245.2686,500.0,1308.7887,13.088,-2.5716,27.287858,71.42808,6.603873,4,1,3185,16,0.23661072,0.05519694,0.24871992,0.00032992,0.041228,0.914745,0.093782,-0.25350498,2026-03-26,2026-07-25,5,68,7,122,0.040984,1.205159,1.156616,0.788702,1,0.5939597315436241,0.1040268456375839,0.1912751677852349,E 常规,122,1
2176,27.619267347989577,130.34379060971168,3146484.1612,2798850.5119,120717.3543,31968,1247,-0.03836579,4.78846154,-0.03844637,-0.03910897,-120717.3543,3146484.1612,OK,2338.4134,4416.3653,4.0279,95.9721,AG03-B-v1,116300.9890,2682298.6452,118378.9409,113962.5756,2077.9519,0.03762261,0.03621902,0.00066040,98.4261,2244.4671,96.8062,15089.6693,1857.1901,393310.5202,155.8750,8.7549,98.4429,4.4018,13.1659,51.9286,170.2707,340.8136,1308.7977,11.8294,-2.1833,25.886155,99.408419,7.475852,5,1,5368,15,0.00001669,0.03836579,-4.78846154,0.00083549,0.044616,0.889517,0.083803,4.82690791,2026-03-26,2026-08-06,8,65,11,134,0.059702,0.088934,0.088949,0.000056,2,0.5906040268456376,0.1644295302013423,0.3422818791946309,E 常规,123,1
2060,41.50518415877532,86.73615291594514,1716343.8290,1506785.5909,122656.8891,15060,730,-0.07146405,,-0.07146405,-0.07204868,-122656.8891,1716343.8290,OK,1003.4239,4909.4293,4.0310,95.9690,AG03-B-v1,117747.4598,1444341.4165,121653.4652,116744.0359,3906.0054,0.07087943,0.06801903,0.00227577,113.9671,2064.0899,168.0231,17522.4127,2609.7210,245191.9756,104.2857,,113.9671,5.1431,16.6172,53.9338,190.0815,400.0,1446.3339,12.8122,-2.1082,24.071501,87.038567,6.858395,4,1,3467,15,0E-8,0.07146405,,0.00066594,0.051003,0.877904,0.092895,,2026-04-07,2026-06-20,7,47,10,75,0.093333,,,0.000000,1,0.587248322147651,0.07046979865771812,0.15100671140939598,E 常规,124,1
1302,43.74878979575835,82.2879905205752,54518663.4660,49158175.0168,165936.2446,468433,23750,-0.00304366,-0.01428640,0.00049537,-0.00378151,-165936.2446,54518663.4660,OK,40226.3854,6603.3146,4.0217,95.9783,AG03-B-v1,159332.9300,47119445.1898,125709.8592,119106.5446,-33623.0708,0.00230581,0.00218469,-0.00061673,116.3852,2069.8179,6.9868,1536.4467,107.6809,504802.4395,219.9074,123.0384,114.4373,5.1431,15.7847,52.6635,189.748,391.0999,1634.9427,12.8578,-2.2752,24.77708,103.577386,7.37327,7,1,80536,16,0.23941845,0.00304366,0.01428640,0.00081831,0.044003,0.901676,0.086864,-0.01478177,2026-03-22,2026-08-06,108,1541,247,138,0.782609,1.075160,1.057165,0.798061,3,0.5838926174496645,0.7919463087248322,0.5771812080536913,E 常规,125,1
598,45.72421025619935,78.73290713669367,2430008.0256,2164148.6551,131951.3804,23043,1293,-0.05430080,-0.05793032,-0.05299419,-0.05500546,-131951.3804,2430008.0256,OK,1712.3383,4827.2606,4.0142,95.9858,AG03-B-v1,127124.1198,2074686.5837,130239.0421,125411.7815,3114.9224,0.05359614,0.05160962,0.00128186,105.4554,1673.7422,102.0506,16493.9226,1629.0294,303751.0032,161.6250,94.7739,109.9150,5.1636,20.0,63.0186,203.0408,394.9759,1530.7534,13.2735,-2.5716,19.748796,76.537671,5.272768,4,1,5071,16,0.26470296,0.05430080,0.05793032,0.00079123,0.037096,0.890593,0.099336,-0.00493613,2026-03-27,2026-07-23,8,81,11,119,0.067227,0.862247,0.898711,0.882343,2,0.5805369127516778,0.11409395973154363,0.2516778523489933,E 常规,126,1
1965,27.481623193704866,130.9966290791965,1268881.4642,1132968.0375,135431.3505,13380,608,-0.10673286,,-0.10673286,-0.10722600,-135431.3505,1268881.4642,OK,625.7359,5935.5601,4.0274,95.9726,AG03-B-v1,129495.7904,1087409.3372,134805.6146,128870.0545,5309.8242,0.10623972,0.10156193,0.00418465,94.8342,1863.4343,222.7489,27086.2701,4670.0466,253776.2928,121.6000,,94.8342,4.4018,13.1659,44.4786,137.931,263.3173,1331.9938,10.7724,-2.2009,19.999999,101.170252,7.203036,3,1,2519,16,0E-8,0.10673286,,0.00055230,0.033707,0.892887,0.067339,,2026-03-24,2026-05-21,5,29,5,59,0.084746,,,0.000000,1,0.5771812080536913,0.030201342281879196,0.11409395973154363,E 常规,127,1
576,45.28282063991723,79.50034801556876,4245732.0368,3831972.6251,143327.5922,33342,1777,-0.03375804,0.04899194,-0.11656820,-0.03481721,-143327.5922,4245732.0368,OK,4496.9508,8958.1999,4.0283,95.9717,AG03-B-v1,134369.3922,3670847.1701,138830.6414,129872.4414,4461.2492,0.03269887,0.03058894,0.00105076,127.3389,2156.4280,80.6571,13029.7811,1225.0222,385975.6397,161.5455,140.9089,116.1455,5.1636,17.4597,61.3171,210.062,439.4916,1711.8456,12.9089,-2.5716,25.171776,98.045545,7.293302,6,1,6191,16,0.50018175,0.03375804,-0.04899194,0.00117353,0.043804,0.902547,0.082299,0.16556013,2026-04-22,2026-07-30,11,117,19,100,0.110000,1.213210,1.106566,1.667272,3,0.5738255033557047,0.18791946308724833,0.4395973154362416,E 常规,128,1
1702,27.428817611825217,131.24882198523767,44860247.5000,40683151.4825,169203.2500,444369,19153,-0.00377179,,-0.00377179,-0.00440344,-169203.2500,44860247.5000,OK,28336.0723,10855.9382,4.0174,95.9826,AG03-B-v1,158347.3118,38999543.4497,140867.1777,130011.2395,-17480.1341,0.00314013,0.00289814,-0.00038966,100.9527,2124.1138,8.8343,2286.5304,173.3640,606219.5608,258.8243,,100.9527,5.0,13.2054,51.8914,167.1564,311.5952,1308.7977,12.4629,-2.1082,23.596035,99.110773,7.644802,8,1,62878,16,0E-8,0.00377179,,0.00069651,0.041512,0.906886,0.075608,,2026-03-22,2026-07-03,74,976,119,104,0.711539,,,0.000000,3,0.5704697986577181,0.7818791946308725,0.5436241610738255,E 常规,129,1
2162,43.369138371356286,83.0083357703428,2732772.8314,2467856.9599,141292.4257,24743,1507,-0.05170295,-0.01005475,-0.06667471,-0.05218426,-141292.4257,2732772.8314,OK,1315.3057,5860.1192,4.0073,95.9927,AG03-B-v1,135432.3065,2366355.1678,139977.1201,134117.0008,4544.8136,0.05122165,0.04907726,0.00166308,110.4463,1637.5959,93.7574,14129.2426,1471.7961,273277.2831,150.7000,121.6523,106.9063,5.2352,18.3037,62.4338,210.8237,421.6474,1351.3513,13.088,-2.5716,23.036219,73.829525,6.034107,6,1,5567,16,0.26442534,0.05170295,0.01005475,0.00053297,0.034050,0.903060,0.093966,0.05661996,2026-03-24,2026-08-05,10,96,16,135,0.074074,1.137934,1.101461,0.881418,2,0.5671140939597316,0.12751677852348994,0.30201342281879195,E 常规,130,1
