dealer_id,平均每局秒数,局速,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,agent_cost,agent_pct,company_retain_pct,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,net_margin,net_margin_a_legacy,ngr_rate,net_margin_rate,net_margin_a_rate_legacy,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
989,41.979104251088316,85.75695132672274,3930310.9191,3521723.4364,287928.6497,31989,1498,-0.07325849,0.02540905,-0.09608569,-0.07390696,-287928.6497,3930310.9191,OK,2548.6868,11275.9394,4.0394,95.9606,AG03-B-v1,276652.7103,3375833.7623,285379.9629,274104.0234,8727.2526,0.07261002,0.06974105,0.00222050,122.8645,2350.9502,192.2087,28792.8650,2968.3366,393031.0919,149.8000,103.3377,128.4812,5.1636,15.7239,52.6926,175.8906,342.3124,1296.8083,12.8578,-2.2142,21.770176,82.47362,7.813858,5,1,6887,16,0.18788629,0.07325849,-0.02540905,0.00072370,0.051708,0.896042,0.077402,0.12149474,2026-03-29,2026-07-31,10,97,18,125,0.080000,0.804302,0.841071,0.626288,2,0.48322147651006714,0.06375838926174497,0.39932885906040266,E 常规,155,1
2229,44.8015587245454,80.35434709167095,74491439.5306,67322371.3664,352107.9260,669779,33077,-0.00472682,0.00141997,-0.00643221,-0.00535944,-352107.9260,74491439.5306,OK,47124.1422,13043.6535,4.0229,95.9771,AG03-B-v1,339064.2725,64536254.1210,304983.7839,291940.1303,-34080.4886,0.00409421,0.00391911,-0.00045751,111.2179,2035.3228,10.6451,3321.7729,169.2827,702749.4295,312.0472,107.7848,112.2095,5.1431,15.5752,52.7059,189.8109,379.9875,1500.0,12.8578,-2.3088,24.396916,96.306778,7.140694,6,1,105667,16,0.21718600,0.00472682,-0.00141997,0.00069998,0.046138,0.903760,0.090215,0.00785218,2026-03-21,2026-08-06,106,2080,325,139,0.762590,0.960567,0.969131,0.723953,5,0.4798657718120805,0.7751677852348994,0.8087248322147651,E 常规,156,1
2066,46.6799164276146,77.12096069371572,3588039.5291,3283035.9053,311028.5731,26842,1636,-0.08668482,-0.10951521,-0.06257435,-0.08734541,-311028.5731,3588039.5291,OK,2370.2189,12118.7793,4.0045,95.9955,AG03-B-v1,298909.7937,3148546.1684,308658.3541,296539.5748,9748.5604,0.08602423,0.08264669,0.00271696,133.6726,2006.7457,190.1153,31102.8573,2990.6594,358803.9529,163.6000,158.3285,114.7939,5.1431,17.0755,63.2471,207.7145,462.1886,2038.2654,12.9089,-2.5716,27.067369,119.367907,7.828331,3,1,5572,16,0.51363518,0.08668482,0.10951521,0.00072196,0.042795,0.914994,0.102787,-0.04694086,2026-03-22,2026-08-06,10,104,14,138,0.072464,1.379242,1.184450,1.712117,2,0.47651006711409394,0.04697986577181208,0.37919463087248323,E 常规,157,1
2063,49.01436095276719,73.44786160670643,4868732.8947,4432052.7556,334762.2133,41822,2503,-0.06875756,-0.03468963,-0.07254521,-0.06940918,-334762.2133,4868732.8947,OK,3172.5635,14087.1028,4.0179,95.9821,AG03-B-v1,320675.1104,4247503.2476,331589.6498,317502.5470,10914.5393,0.06810594,0.06521256,0.00224176,116.4156,1770.6963,133.7444,27896.8511,2066.4334,405727.7412,208.5833,107.3710,117.5162,5.1891,17.2265,63.2471,210.8237,438.3273,1490.313,13.088,-2.5818,25.444903,86.512672,6.757925,5,1,8363,16,0.10005524,0.06875756,0.03468963,0.00071582,0.042939,0.910309,0.098489,0.03785559,2026-03-26,2026-07-10,12,162,28,107,0.112150,0.913670,0.922308,0.333517,3,0.47315436241610737,0.07718120805369127,0.4664429530201342,E 常规,158,1
627,43.69227313389046,82.39443136703306,2742966.1588,2478461.3583,337777.0982,21719,1262,-0.12314301,-0.11155404,-0.12915573,-0.12348178,-337777.0982,2742966.1588,OK,929.2551,13783.7666,4.0236,95.9764,AG03-B-v1,323993.3316,2377471.2371,336847.8431,323064.0765,12854.5115,0.12280423,0.11777910,0.00468635,126.2934,1963.9155,267.6522,33777.7098,4069.6036,274296.6159,126.2000,140.7110,119.9184,5.1636,20.0,64.0588,204.3903,415.9042,1884.6019,12.9729,-2.5818,20.795209,94.230096,6.31467,6,1,4950,16,0.34159911,0.12314301,0.11155404,0.00037493,0.042028,0.903570,0.095354,0.01760169,2026-04-26,2026-07-24,10,83,15,90,0.111111,1.173390,1.114160,1.138664,2,0.4697986577181208,0.020134228187919462,0.3053691275167785,E 常规,159,1
2232,46.708758081241996,77.0733401589999,10184067.0658,9061928.3590,347174.7310,86849,3850,-0.03408999,,-0.03408999,-0.03452328,-347174.7310,10184067.0658,OK,4412.6572,16779.7772,4.0174,95.9826,AG03-B-v1,330394.9538,8692867.9517,342762.0738,325982.2966,12367.1199,0.03365670,0.03200905,0.00121436,117.2618,2353.7476,90.1753,23144.9821,1388.6989,678937.8044,256.6667,,117.2618,5.0,15.7056,52.6635,200.0,421.6474,1582.8489,13.088,-2.2734,26.84699,100.782625,7.466252,5,1,14617,16,0E-8,0.03408999,,0.00048694,0.032690,0.889814,0.081291,,2026-03-23,2026-04-10,15,250,48,19,0.789474,,,0.000000,3,0.4664429530201342,0.18456375838926176,0.5,E 常规,160,1
2107,44.603264339872595,80.71158138938769,7428642.4256,6686468.8832,357485.4368,71335,3848,-0.04812258,-0.06694664,-0.04058590,-0.04866291,-357485.4368,7428642.4256,OK,4013.9388,14392.0287,4.0186,95.9814,AG03-B-v1,343093.4082,6413728.0363,353471.4980,339079.4693,10378.0898,0.04758225,0.04564488,0.00139704,104.1374,1737.6478,92.9016,21028.5551,1477.2125,436978.9662,226.3529,111.2917,101.5244,5.1431,16.1126,52.3519,190.064,396.0762,1398.8982,12.8426,-2.1082,24.581829,86.820354,6.46312,6,1,13799,16,0.28590558,0.04812258,0.06694664,0.00060031,0.047152,0.900093,0.089802,-0.02636074,2026-04-08,2026-08-06,17,242,41,121,0.140496,1.096206,1.068700,0.953019,3,0.46308724832214765,0.13758389261744966,0.4798657718120805,E 常规,161,1
1623,27.45378247158382,131.1294720035827,64389502.2884,58233368.9807,414009.7201,635128,29110,-0.00642977,-0.01316168,-0.00487189,-0.00711715,-414009.7201,64389502.2884,OK,44259.7927,17932.6638,4.0149,95.9851,AG03-B-v1,396077.0563,55837880.7227,369749.9274,351817.2636,-26327.1289,0.00574239,0.00546389,-0.00040887,101.3804,2000.4593,14.2223,4019.5118,269.7132,625140.7989,282.6214,99.4639,101.8344,5.0,14.1487,51.8914,170.2667,319.7525,1323.2577,12.4629,-2.1082,22.599459,93.525171,7.165358,8,1,89362,16,0.18792783,0.00642977,0.01316168,0.00076004,0.039629,0.904392,0.077153,-0.00828979,2026-03-22,2026-08-06,103,1535,203,138,0.746377,0.976722,0.981096,0.626426,4,0.4597315436241611,0.738255033557047,0.6543624161073825,E 常规,162,1
1710,27.504644894718666,130.8869834088008,77295144.5521,69307895.8818,432797.5643,751972,33101,-0.00559929,-0.00887753,-0.00478339,-0.00629122,-432797.5643,77295144.5521,OK,53483.3042,19713.7872,4.0031,95.9969,AG03-B-v1,413083.7771,66448838.5632,379314.2601,359600.4729,-33769.5170,0.00490735,0.00465230,-0.00043689,102.7899,2093.8309,13.0751,4121.8816,252.9501,736144.2338,315.2476,109.7037,101.2026,5.0,14.1435,51.6356,170.4158,318.0261,1357.9684,12.4629,-2.1006,22.485599,96.013302,7.267621,7,1,103752,16,0.19928302,0.00559929,0.00887753,0.00077168,0.039657,0.896666,0.079171,-0.00409414,2026-03-27,2026-08-06,105,1711,245,133,0.789474,1.084002,1.067261,0.664277,5,0.4563758389261745,0.7550335570469798,0.8322147651006712,E 常规,163,1
1991,45.52430485390418,79.07863747844274,7506326.9807,6757826.6966,390841.9339,69404,3390,-0.05206833,,-0.05206833,-0.05274746,-390841.9339,7506326.9807,OK,5097.7847,15340.3374,4.0152,95.9848,AG03-B-v1,375501.5964,6477265.9593,385744.1491,370403.8117,10242.5527,0.05138920,0.04934555,0.00136452,108.1541,1993.4592,115.2926,15633.6774,1792.8529,300253.0792,135.6000,,108.1541,5.1431,16.3288,52.6635,196.2451,400.0,1367.989,13.088,-2.2009,24.49664,83.777838,6.62353,6,1,13884,16,0E-8,0.05206833,,0.00075435,0.040142,0.900284,0.093655,,2026-03-22,2026-06-18,25,218,44,89,0.280899,,,0.000000,3,0.45302013422818793,0.12416107382550336,0.48322147651006714,E 常规,164,1
2280,45.96172114977682,78.3260485017211,36357632.4835,32582047.5871,425538.1124,323967,16073,-0.01170423,-0.00758418,-0.01689472,-0.01232326,-425538.1124,36357632.4835,OK,22506.5006,18766.5802,4.0202,95.9798,AG03-B-v1,406771.5322,31244754.7422,403031.6118,384265.0316,-3739.9204,0.01108520,0.01056903,-0.00010286,112.2263,2027.1292,26.4753,7465.5809,402.2099,637853.2015,281.9825,115.2425,108.6441,5.1431,16.6362,57.2865,200.0,387.2667,1663.6167,12.8578,-2.5685,23.278598,99.999997,6.745925,5,1,55559,16,0.55748549,0.01170423,0.00758418,0.00069076,0.049032,0.896154,0.097522,0.00931054,2026-06-04,2026-08-03,57,1058,159,61,0.934426,1.060734,1.026876,1.858285,3,0.44966442953020136,0.6510067114093959,0.5302013422818792,E 常规,165,1
550,27.47778260917765,131.0149385488475,87051676.5844,78503727.0206,467798.3568,845708,38973,-0.00537380,0.01451094,-0.01095205,-0.00615776,-467798.3568,87051676.5844,OK,68244.7743,13367.4005,4.0113,95.9887,AG03-B-v1,454430.9563,75251814.5120,399553.5825,386186.1820,-54877.3738,0.00458984,0.00443629,-0.00063040,102.9335,2014.3106,12.0031,3898.3196,236.5007,725430.6382,324.7750,107.9695,101.6040,5.0,14.6622,51.8914,170.4158,321.619,1358.6802,12.6448,-2.1082,21.935248,92.665488,7.020329,7,1,116514,16,0.21907271,0.00537380,-0.01451094,0.00086932,0.041340,0.901806,0.078291,0.02546299,2026-03-22,2026-08-05,120,1978,273,137,0.875912,1.062649,1.048925,0.730242,5,0.4463087248322148,0.761744966442953,0.87248322147651,E 常规,166,1
2234,44.91314493433293,80.15470760873069,60013303.9313,53909239.9604,452918.3972,517509,27462,-0.00754697,-0.02430856,-0.00214341,-0.00823382,-452918.3972,60013303.9313,OK,41220.6012,20338.3557,4.0226,95.9774,AG03-B-v1,432580.0415,51678027.9423,411697.7959,391359.4403,-20882.2456,0.00686011,0.00652121,-0.00034796,115.9657,1963.0486,16.4925,4313.5085,259.7009,571555.2755,261.5429,130.4354,111.9617,5.1431,16.6362,57.1289,200.0,408.6382,1704.1582,12.8578,-2.5685,24.563239,102.436947,6.970699,7,1,84686,16,0.24378615,0.00754697,0.02430856,0.00076463,0.044656,0.898288,0.094159,-0.02216514,2026-03-23,2026-08-06,105,1744,291,137,0.766423,1.165000,1.124775,0.812620,4,0.4429530201342282,0.7181208053691275,0.6140939597315436,E 常规,167,1
752,27.415158630327877,131.3142137363932,63155992.6580,56810653.4097,499674.3393,618563,27780,-0.00791175,-0.02104273,-0.00512779,-0.00866253,-499674.3393,63155992.6580,OK,47416.5882,18569.2192,3.9982,96.0018,AG03-B-v1,481105.1201,54469406.4846,452257.7511,433688.5319,-28847.3690,0.00716096,0.00686694,-0.00045676,102.1011,2045.0199,17.9868,4584.1683,345.3174,579412.7767,254.8624,104.6611,101.5744,5.1431,14.3073,51.8914,168.5201,329.5739,1358.6893,12.6037,-2.1006,23.035335,94.964618,7.136287,7,1,90431,16,0.17492735,0.00791175,0.02104273,0.00083464,0.038162,0.899529,0.081056,-0.01591494,2026-03-23,2026-08-06,109,1447,215,137,0.795620,1.030388,1.025073,0.583091,4,0.4395973154362416,0.7080536912751678,0.6442953020134228,E 常规,168,1
1942,27.48362801141976,130.9870734134576,67805530.8848,61386416.1129,505436.8259,663960,28901,-0.00745421,-0.00804119,-0.00731213,-0.00822073,-505436.8259,67805530.8848,OK,51974.2840,16912.9148,4.0050,95.9950,AG03-B-v1,488523.9111,58846245.0432,453462.5418,436549.6270,-35061.3693,0.00668769,0.00643826,-0.00051709,102.1229,2124.0239,17.4886,4859.9695,318.0848,651976.2585,277.8942,97.8095,103.2249,4.5604,13.1659,51.6356,166.7949,311.3396,1315.9827,11.372,-2.1082,23.647485,99.954144,7.756644,7,1,97574,16,0.19488891,0.00745421,0.00804119,0.00084667,0.039884,0.905331,0.075688,-0.00072907,2026-03-22,2026-08-06,104,1589,223,138,0.753623,0.947538,0.957762,0.649630,4,0.436241610738255,0.7214765100671141,0.7114093959731543,E 常规,169,1
1485,27.47108528379189,131.04687939373193,71135599.3974,63762220.1513,513289.6975,688919,30227,-0.00721565,-0.00214090,-0.00892588,-0.00786170,-513289.6975,71135599.3974,OK,45957.1447,21440.1290,4.0058,95.9942,AG03-B-v1,491849.5685,61144311.1538,467332.5527,445892.4238,-24517.0158,0.00656960,0.00626820,-0.00034465,103.2568,2109.4459,16.9812,4752.6824,318.6156,658662.9574,279.8796,112.7251,100.4144,5.0,14.3073,51.8914,172.6817,332.9204,1357.0028,12.462,-2.1031,23.269236,94.84674,7.217063,8,1,100458,16,0.25206103,0.00721565,0.00214090,0.00072076,0.040175,0.896348,0.077832,0.00678497,2026-03-22,2026-08-05,108,1611,236,137,0.788321,1.122599,1.091697,0.840203,4,0.43288590604026844,0.7248322147651006,0.7718120805369127,E 常规,170,1
2171,40.99826175230997,87.80860080725652,94233211.9100,85152521.6946,530735.5276,839663,19664,-0.00563215,0.01296673,-0.01114523,-0.00614011,-530735.5276,94233211.9100,OK,47866.7475,18576.0272,3.9866,96.0134,AG03-B-v1,512159.5004,81717557.6083,482868.7801,464292.7529,-29290.7204,0.00512419,0.00492706,-0.00031083,112.2274,4330.3764,26.9902,7581.9361,433.9620,1346188.7416,280.9143,131.9223,107.4715,5.1554,16.1794,52.3519,174.6533,341.9976,1499.9537,12.9089,-2.5716,21.137847,92.707649,6.936441,4,1,106423,16,0.22864497,0.00563215,-0.01296673,0.00056213,0.038665,0.903636,0.065600,0.02411196,2026-03-21,2026-08-06,70,1223,156,139,0.503597,1.227510,1.175491,0.762150,5,0.42953020134228187,0.7516778523489933,0.889261744966443,E 常规,171,1
2155,27.505329105112008,130.8837275221303,72925695.7019,65835890.3706,560443.6564,714480,30664,-0.00768513,-0.01415482,-0.00582091,-0.00835591,-560443.6564,72925695.7019,OK,48917.0905,21397.7465,4.0085,95.9915,AG03-B-v1,539045.9099,63125190.8256,511526.5659,490128.8194,-27519.3440,0.00701435,0.00672093,-0.00037736,102.0682,2147.0092,18.2769,4916.1724,348.5346,639699.0851,268.9825,108.9137,100.2526,5.0,13.587,51.6356,166.1814,314.9243,1369.4729,11.9055,-2.1082,23.178431,100.793202,7.51222,8,1,103036,16,0.22369176,0.00768513,0.01415482,0.00074302,0.039229,0.902780,0.075901,-0.00833391,2026-03-21,2026-08-06,114,1608,243,139,0.820144,1.086393,1.067068,0.745639,4,0.4261744966442953,0.7114093959731543,0.7885906040268457,E 常规,172,1
2276,45.19787026443383,79.6497706404728,19867801.5712,17944068.3565,531693.5615,171652,9002,-0.02676157,-0.06568925,-0.01027899,-0.02750679,-531693.5615,19867801.5712,OK,14805.8173,22925.6965,4.0205,95.9795,AG03-B-v1,508767.8650,17195615.3424,516887.7442,493962.0477,8119.8792,0.02601635,0.02486244,0.00040870,115.7447,1993.3424,59.0639,13991.9358,890.6090,522836.8835,236.8947,131.0965,110.2767,5.1431,17.2483,60.0,200.0,400.0,1704.1582,12.8578,-2.5716,23.190701,98.801557,6.710499,5,1,30461,16,0.29746438,0.02676157,0.06568925,0.00082511,0.046842,0.903173,0.096736,-0.05541025,2026-05-27,2026-08-02,38,597,82,68,0.558824,1.188796,1.132636,0.991548,3,0.4228187919463087,0.2651006711409396,0.5100671140939598,E 常规,173,1
1384,41.02174723413818,87.75832924552006,101434444.8285,90122699.7375,561832.0836,973398,22638,-0.00553887,-0.00169232,-0.00635874,-0.00598236,-561832.0836,101434444.8285,OK,44985.0025,22323.7599,3.9802,96.0198,AG03-B-v1,539508.3236,86496172.0376,516847.0810,494523.3211,-22661.2426,0.00509538,0.00487530,-0.00022341,104.2065,3981.0363,24.8181,6173.9789,384.5531,1114664.2289,248.7692,106.4799,103.7345,5.1431,15.4293,51.8914,171.2788,332.7233,1357.8411,12.8578,-2.5716,21.564353,88.00394,6.7538,4,1,123152,16,0.17569620,0.00553887,0.00169232,0.00049915,0.036454,0.888482,0.064555,0.00466642,2026-03-21,2026-08-06,91,1461,214,139,0.654676,1.026466,1.021816,0.585654,5,0.41946308724832215,0.7583892617449665,0.9194630872483222,E 常规,174,1
471,27.458100960031107,131.1088485412839,47166174.7107,42570151.2044,565588.5530,467749,20270,-0.01199140,-0.02897670,-0.00729445,-0.01265909,-565588.5530,47166174.7107,OK,31492.4071,23339.2446,4.0113,95.9887,AG03-B-v1,542249.3084,40823542.0130,534096.1459,510756.9013,-8153.1625,0.01132371,0.01082888,-0.00017286,100.8365,2100.1555,27.9027,6215.2588,493.5328,518309.6122,222.7473,103.9435,100.0098,4.5592,13.6799,51.642,173.2652,332.7233,1350.6626,12.2634,-2.1082,24.322075,98.733435,7.371149,7,1,74474,16,0.21662640,0.01199140,0.02897670,0.00073978,0.040756,0.902557,0.079083,-0.02168225,2026-03-21,2026-08-06,91,1146,161,139,0.654676,1.039333,1.030812,0.722088,3,0.4161073825503356,0.6442953020134228,0.5503355704697986,E 常规,175,1
1396,40.97580599568773,87.85672209544485,115025031.2470,103074497.9070,650288.4031,1086970,24233,-0.00565345,0.00218354,-0.00780294,-0.00613499,-650288.4031,115025031.2470,OK,55389.2883,28454.2444,3.9819,96.0181,AG03-B-v1,621834.1587,98922474.9105,594899.1148,566444.8704,-26935.0439,0.00517191,0.00492454,-0.00023417,105.8217,4253.4766,26.8348,7561.4931,429.8007,1337500.3633,281.7791,122.6615,101.9817,5.1431,15.4293,51.9286,170.4122,324.1702,1370.1368,12.8578,-2.5716,21.010008,88.80085,6.858482,4,1,134614,16,0.21524012,0.00565345,-0.00218354,0.00053737,0.036501,0.896105,0.064829,0.00998648,2026-03-21,2026-08-06,86,1513,191,139,0.618705,1.202780,1.159134,0.717467,5,0.412751677852349,0.7483221476510067,0.9966442953020134,E 常规,176,1
2209,44.17989577847978,81.48502699170186,63573296.5500,57844584.0623,638504.4598,583373,29921,-0.01004360,0.00237160,-0.01271499,-0.01064285,-638504.4598,63573296.5500,OK,38096.4913,23025.3266,4.0134,95.9866,AG03-B-v1,615479.1332,55459992.1460,600407.9685,577382.6419,-15071.1647,0.00944434,0.00908216,-0.00023707,108.9754,1933.2437,21.3397,5457.3031,343.8365,543361.5090,255.7350,111.7794,108.3903,5.1636,16.617,52.7055,188.8508,385.4101,1478.6578,12.9089,-2.526,23.193737,88.984692,6.55807,6,1,95458,16,0.17707073,0.01004360,-0.00237160,0.00065860,0.039953,0.909888,0.083921,0.01508659,2026-03-24,2026-08-06,117,1857,324,136,0.860294,1.031267,1.025731,0.590236,4,0.40939597315436244,0.6778523489932886,0.6476510067114094,E 常规,177,1
1004,27.460981144241327,131.09509747997237,57615738.9644,52023439.3033,657255.7838,560545,23773,-0.01140757,-0.01305280,-0.01108691,-0.01219748,-657255.7838,57615738.9644,OK,45511.0072,31650.3096,4.0034,95.9966,AG03-B-v1,625605.4742,49870746.7126,611744.7765,580094.4670,-13860.6977,0.01061767,0.01006833,-0.00024057,102.7852,2188.3414,27.6472,6381.1241,497.5441,559376.1065,230.8058,103.7362,102.6019,5.137,13.7931,51.6356,164.708,310.7007,1336.5341,12.6494,-2.1082,22.525798,96.898721,7.451928,7,1,85331,16,0.16311299,0.01140757,0.01305280,0.00087482,0.039276,0.902938,0.080707,-0.00196589,2026-03-21,2026-08-06,103,1321,202,139,0.741007,1.011055,1.009252,0.543710,3,0.40604026845637586,0.6577181208053692,0.5906040268456376,E 常规,178,1
2267,27.4591614077272,131.10378523748125,62729768.1891,56503739.2681,665825.7058,618777,27935,-0.01061419,-0.00062845,-0.01324212,-0.01121950,-665825.7058,62729768.1891,OK,37970.8501,29072.1785,4.0056,95.9944,AG03-B-v1,636753.5273,54198477.8085,627854.8556,598782.6772,-8898.6717,0.01000888,0.00954543,-0.00014186,101.3770,2022.6862,23.8348,6222.6701,432.9166,586259.5158,261.0748,96.7688,102.6636,5.137,14.4119,51.6356,168.0494,315.093,1309.3547,12.6037,-2.1006,21.86338,90.8523,7.034255,7,1,94184,16,0.20833984,0.01061419,0.00062845,0.00067201,0.042089,0.900748,0.075953,0.01261367,2026-04-04,2026-08-06,107,1538,208,125,0.856000,0.942581,0.954544,0.694466,4,0.40268456375838924,0.6644295302013423,0.6342281879194631,E 常规,179,1
2202,41.02618030538549,87.74884654634614,32393288.3299,28994041.3267,645153.7253,337708,6874,-0.01991628,,-0.01991628,-0.02027083,-645153.7253,32393288.3299,OK,11485.1703,27447.4404,3.9888,96.0112,AG03-B-v1,617706.2849,27826347.7578,633668.5550,606221.1146,15962.2701,0.01956172,0.01871440,0.00049276,95.9210,4217.9286,93.8542,21505.1242,1500.3575,1079776.2777,229.1333,,95.9210,5.1891,15.0039,51.8919,163.4626,311.5718,1297.2861,12.8578,-2.5716,20.766011,86.463088,6.393058,4,1,46165,16,0E-8,0.01991628,,0.00039612,0.031247,0.895063,0.062252,,2026-03-22,2026-06-10,30,430,69,81,0.370370,,,0.000000,3,0.39932885906040266,0.412751677852349,0.5234899328859061,E 常规,180,1
2196,40.99530521553766,87.81493346793187,104756782.9403,94485731.7323,688178.9050,1032229,22651,-0.00656930,-0.01499631,-0.00352918,-0.00700445,-688178.9050,104756782.9403,OK,45585.0090,30533.0366,3.9801,96.0199,AG03-B-v1,657645.8683,90692714.4231,642593.8960,612060.8594,-15051.9723,0.00613415,0.00584268,-0.00014368,101.4860,4171.3713,30.3818,7820.2148,480.5719,1190417.9880,257.3977,119.6388,96.2191,5.1431,15.0004,51.8914,166.3578,311.005,1309.6844,12.8573,-2.5716,20.733078,87.309826,6.765541,4,1,131091,16,0.26511619,0.00656930,0.01499631,0.00048245,0.036765,0.901953,0.066309,-0.01146713,2026-03-24,2026-08-06,88,1432,210,136,0.647059,1.243400,1.178870,0.883721,5,0.3959731543624161,0.7348993288590604,0.9395973154362416,E 常规,181,1
1990,27.43805232923165,131.20464808519486,49788029.1347,44926817.7695,692272.0661,469408,21529,-0.01390439,-0.00985940,-0.01516469,-0.01469464,-692272.0661,49788029.1347,OK,39345.2296,24499.9985,4.0085,95.9915,AG03-B-v1,667772.0676,43060176.2015,652926.8365,628426.8380,-14845.2311,0.01311413,0.01262205,-0.00029817,106.0656,2086.8047,32.1553,7211.1674,594.7355,518625.3035,224.2604,109.0067,105.1814,5.0818,14.6868,51.6489,178.2856,340.8251,1572.7642,12.6494,-2.1006,23.206202,107.086828,7.221824,7,1,72779,16,0.23755606,0.01390439,0.00985940,0.00087576,0.042221,0.902362,0.078987,0.00530529,2026-03-27,2026-08-06,96,1164,133,133,0.721805,1.036369,1.027730,0.791854,3,0.3926174496644295,0.5939597315436241,0.5604026845637584,E 常规,182,1
1094,27.440500641105448,131.19294166984895,67066850.4192,60781740.6619,698985.5841,683039,28923,-0.01042222,-0.00678074,-0.01134026,-0.01102582,-698985.5841,67066850.4192,OK,40481.1518,27838.7071,4.0077,95.9923,AG03-B-v1,671146.8770,58296506.3897,658504.4323,630665.7252,-12642.4447,0.00981863,0.00940354,-0.00018851,98.1889,2101.5019,24.1671,5923.6066,449.5084,568363.1391,245.1102,103.5581,96.9221,5.0,13.3621,51.6356,159.9721,302.2015,1308.7977,12.4629,-2.1082,22.6164,97.948851,7.34834,8,1,100633,16,0.20134472,0.01042222,0.00678074,0.00066601,0.040425,0.906286,0.077192,0.00455952,2026-03-23,2026-08-06,118,1555,206,137,0.861314,1.068467,1.054682,0.671149,4,0.38926174496644295,0.6711409395973155,0.7046979865771812,E 常规,183,1
2278,45.464694078529114,79.18232098475978,22816873.5357,20577109.0347,675669.9571,207107,10442,-0.02961273,-0.04720608,-0.02169848,-0.03028766,-675669.9571,22816873.5357,OK,15399.6493,27139.3831,4.0162,95.9838,AG03-B-v1,648530.5740,19728559.7942,660270.3078,633130.9247,11739.7337,0.02893781,0.02774836,0.00051452,110.1695,1970.6099,64.7069,14375.9565,969.3974,485465.3944,222.1702,113.2051,108.8564,5.1431,17.0278,59.0929,199.6255,387.2667,1695.3168,12.9089,-2.5716,22.743203,99.561717,6.469979,5,1,38337,16,0.31027024,0.02961273,0.04720608,0.00074839,0.048168,0.901837,0.096269,-0.02550760,2026-05-29,2026-08-06,47,697,113,70,0.671429,1.039949,1.027554,1.034234,3,0.3859060402684564,0.22818791946308725,0.5134228187919463,E 常规,184,1
1374,40.98908955927113,87.82824987596567,77470396.5884,69615967.6214,722386.3533,734663,17471,-0.00932468,-0.00249499,-0.01267141,-0.00990245,-722386.3533,77470396.5884,OK,44760.3421,33770.8200,3.9762,96.0238,AG03-B-v1,688615.5333,66797962.7444,677626.0112,643855.1912,-10989.5221,0.00874690,0.00831098,-0.00014185,105.4502,3984.6584,41.3477,10945.2478,653.7433,1173793.8877,264.7121,121.1342,99.1589,5.1636,15.5912,52.3519,176.2078,347.4047,1499.8158,12.9089,-2.5716,22.28215,96.196504,6.763461,4,1,93719,16,0.32887133,0.00932468,0.00249499,0.00064296,0.037277,0.898614,0.067760,0.01017643,2026-03-21,2026-08-06,66,1105,149,139,0.474820,1.221616,1.148733,1.096238,5,0.3825503355704698,0.6879194630872483,0.8355704697986577,E 常规,185,1
2288,41.05546436908144,87.68625700190917,33176147.0308,29678315.6064,713738.6494,262971,6535,-0.02151361,-0.03016515,-0.00889193,-0.02204080,-713738.6494,33176147.0308,OK,17490.1567,31813.7238,3.9622,96.0378,AG03-B-v1,681924.9255,28483319.7074,696248.4926,664434.7688,14323.5671,0.02098642,0.02002748,0.00043174,126.1590,4541.4408,109.2178,26434.7648,1724.0064,1228746.1863,242.0370,114.9838,147.0022,5.1431,17.6658,57.1072,200.0,385.733,1732.6519,12.9089,-2.5685,21.835014,98.079434,7.141423,4,1,37034,16,0.59331303,0.02151361,0.03016515,0.00058932,0.040982,0.894568,0.073449,-0.02127322,2026-06-24,2026-08-06,27,414,63,44,0.613636,0.782191,0.911420,1.977710,3,0.37919463087248323,0.3691275167785235,0.5268456375838926,E 常规,186,1
