t,c,v,n,pct
ods_a168_bet02,bet03,114722836,662,0.0000032
ods_a168_bet02,bet03,114650315,662,0.0000032
ods_a168_bet02,bet03,114602906,662,0.0000032
ods_a168_bet02,bet03,1253159,662,0.0000032
ods_a168_bet02,bet03,1210853,662,0.0000032
ods_a168_bet02,bet03,1275917,662,0.0000032
ods_a168_bet02,bet03,114719881,662,0.0000032
ods_a168_bet02,bet03,114721326,662,0.0000032
ods_a168_bet02,bet03,114700615,662,0.0000032
ods_a168_bet02,bet03,114617011,662,0.0000032
ods_a168_bet02,bet03,1274556,662,0.0000032
ods_a168_bet02,bet03,114745165,662,0.0000032
ods_a168_bet02,bet03,12105547,662,0.0000032
ods_a168_bet02,bet03,1246556,662,0.0000032
ods_a168_bet02,bet03,114657431,662,0.0000032
ods_a168_bet02,bet03,127349,662,0.0000032
ods_a168_bet02,bet03,1237420,662,0.0000032
ods_a168_bet02,bet03,114743208,662,0.0000032
ods_a168_bet02,bet03,114606988,662,0.0000032
ods_a168_bet02,bet03,12112996,662,0.0000032
ods_a168_bet02,bet03,114683423,662,0.0000032
ods_a168_bet02,bet03,114672706,662,0.0000032
ods_a168_bet02,bet03,12113394,662,0.0000032
ods_a168_bet02,bet03,114617447,662,0.0000032
ods_a168_bet02,bet03,114653350,662,0.0000032
ods_a168_bet02,bet03,114673532,662,0.0000032
ods_a168_bet02,bet03,1212888,662,0.0000032
ods_a168_bet02,bet03,123503,662,0.0000032
ods_a168_bet02,bet03,114655598,662,0.0000032
ods_a168_bet02,bet03,1235956,662,0.0000032
ods_a168_bet02,bet03,1281697,662,0.0000032
ods_a168_bet02,bet03,114733806,662,0.0000032
ods_a168_bet02,bet03,114705584,662,0.0000032
ods_a168_bet02,bet03,1245936,662,0.0000032
ods_a168_bet02,bet03,114647846,662,0.0000032
ods_a168_bet02,bet03,114684043,662,0.0000032
ods_a168_bet02,bet03,114593029,662,0.0000032
ods_a168_bet02,bet03,1218964,662,0.0000032
ods_a168_bet02,bet03,114648141,662,0.0000032
ods_a168_bet02,bet03,1257400,662,0.0000032
ods_a168_bet02,bet03,114615170,662,0.0000032
ods_a168_bet02,bet03,114585083,662,0.0000032
ods_a168_bet02,bet03,1239158,662,0.0000032
ods_a168_bet02,bet03,1297077,662,0.0000032
ods_a168_bet02,bet03,114610248,662,0.0000032
ods_a168_bet02,bet03,114740019,662,0.0000032
ods_a168_bet02,bet03,114683607,662,0.0000032
ods_a168_bet02,bet03,114645759,662,0.0000032
ods_a168_bet02,bet03,114718347,662,0.0000032
ods_a168_bet02,bet03,1214210,662,0.0000032
ods_a168_bet02,bet03,114656909,662,0.0000032
ods_a168_bet02,bet03,114645621,662,0.0000032
ods_a168_bet02,bet03,114745705,662,0.0000032
ods_a168_bet02,bet03,114619008,662,0.0000032
ods_a168_bet02,bet03,1235622,662,0.0000032
ods_a168_bet02,bet03,114739081,662,0.0000032
ods_a168_bet02,bet03,1258903,662,0.0000032
ods_a168_bet02,bet03,1260273,662,0.0000032
ods_a168_bet02,bet03,124046,662,0.0000032
ods_a168_bet02,bet03,114607714,662,0.0000032
ods_a168_bet02,bet03,1287750,662,0.0000032
ods_a168_bet02,bet03,114661872,662,0.0000032
ods_a168_bet02,bet03,114681060,662,0.0000032
ods_a168_bet02,bet03,114726075,662,0.0000032
ods_a168_bet02,bet03,1246419,662,0.0000032
ods_a168_bet02,bet03,114720074,662,0.0000032
ods_a168_bet02,bet03,1252275,662,0.0000032
ods_a168_bet02,bet03,114634549,662,0.0000032
ods_a168_bet02,bet03,1278753,662,0.0000032
ods_a168_bet02,bet03,12110251,662,0.0000032
ods_a168_bet02,bet03,114735457,662,0.0000032
ods_a168_bet02,bet03,1288922,662,0.0000032
ods_a168_bet02,bet03,114722125,662,0.0000032
ods_a168_bet02,bet03,1224057,661,0.0000032
ods_a168_bet02,bet03,114645072,661,0.0000032
ods_a168_bet02,bet03,1211439,661,0.0000032
ods_a168_bet02,bet03,114628387,661,0.0000032
ods_a168_bet02,bet03,114587346,661,0.0000032
ods_a168_bet02,bet03,114671988,661,0.0000032
ods_a168_bet02,bet03,114658165,661,0.0000032
ods_a168_bet02,bet03,1272639,661,0.0000032
ods_a168_bet02,bet03,1234193,661,0.0000032
ods_a168_bet02,bet03,114679429,661,0.0000032
ods_a168_bet02,bet03,114679972,661,0.0000032
ods_a168_bet02,bet03,1250729,661,0.0000032
ods_a168_bet02,bet03,114650877,661,0.0000032
ods_a168_bet02,bet03,129926,661,0.0000032
ods_a168_bet02,bet03,12927,661,0.0000032
ods_a168_bet02,bet03,1299182,661,0.0000032
ods_a168_bet02,bet03,114618655,661,0.0000032
ods_a168_bet02,bet03,1248448,661,0.0000032
ods_a168_bet02,bet03,1281433,661,0.0000032
ods_a168_bet02,bet03,126782,661,0.0000032
ods_a168_bet02,bet03,1226730,661,0.0000032
ods_a168_bet02,bet03,114667013,661,0.0000032
ods_a168_bet02,bet03,12107043,661,0.0000032
ods_a168_bet02,bet03,1215188,661,0.0000032
ods_a168_bet02,bet03,123927,661,0.0000032
ods_a168_bet02,bet03,1285731,661,0.0000032
ods_a168_bet02,bet03,114624056,661,0.0000032
ods_a168_bet02,bet03,114644934,661,0.0000032
ods_a168_bet02,bet03,114713189,661,0.0000032
ods_a168_bet02,bet03,1229199,661,0.0000032
ods_a168_bet02,bet03,1259787,661,0.0000032
ods_a168_bet02,bet03,12107906,661,0.0000032
ods_a168_bet02,bet03,114622338,661,0.0000032
ods_a168_bet02,bet03,114627191,661,0.0000032
ods_a168_bet02,bet03,114667451,661,0.0000032
ods_a168_bet02,bet03,114646483,661,0.0000032
ods_a168_bet02,bet03,114635259,661,0.0000032
ods_a168_bet02,bet03,114665124,661,0.0000032
ods_a168_bet02,bet03,114723413,661,0.0000032
ods_a168_bet02,bet03,128086,661,0.0000032
ods_a168_bet02,bet03,114645114,661,0.0000032
ods_a168_bet02,bet03,114742466,661,0.0000032
ods_a168_bet02,bet03,114694682,661,0.0000032
ods_a168_bet02,bet03,1261255,661,0.0000032
ods_a168_bet02,bet03,1229865,661,0.0000032
ods_a168_bet02,bet03,1253221,661,0.0000032
ods_a168_bet02,bet03,114724737,661,0.0000032
ods_a168_bet02,bet03,114663115,661,0.0000032
ods_a168_bet02,bet03,114598410,661,0.0000032
ods_a168_bet02,bet03,114689253,661,0.0000032
ods_a168_bet02,bet03,1282327,661,0.0000032
ods_a168_bet02,bet03,114607267,661,0.0000032
ods_a168_bet02,bet03,114669801,661,0.0000032
ods_a168_bet02,bet03,114718075,661,0.0000032
ods_a168_bet02,bet03,1278136,661,0.0000032
ods_a168_bet02,bet03,114703329,661,0.0000032
ods_a168_bet02,bet03,114676134,661,0.0000032
ods_a168_bet02,bet03,114630322,661,0.0000032
ods_a168_bet02,bet03,114676098,661,0.0000032
ods_a168_bet02,bet03,1298426,661,0.0000032
ods_a168_bet02,bet03,114736932,661,0.0000032
ods_a168_bet02,bet03,114599750,661,0.0000032
ods_a168_bet02,bet03,114689582,661,0.0000032
ods_a168_bet02,bet03,114724356,661,0.0000032
ods_a168_bet02,bet03,114729300,661,0.0000032
ods_a168_bet02,bet03,114735461,661,0.0000032
ods_a168_bet02,bet03,114587374,661,0.0000032
ods_a168_bet02,bet03,114609236,661,0.0000032
ods_a168_bet02,bet03,114714483,661,0.0000032
ods_a168_bet02,bet03,114654298,661,0.0000032
ods_a168_bet02,bet03,114708887,661,0.0000032
ods_a168_bet02,bet03,114709160,661,0.0000032
ods_a168_bet02,bet03,114616857,661,0.0000032
ods_a168_bet02,bet03,114651072,661,0.0000032
ods_a168_bet02,bet03,114687996,661,0.0000032
ods_a168_bet02,bet03,12116705,661,0.0000032
ods_a168_bet02,bet03,1211994,661,0.0000032
ods_a168_bet02,bet03,12111563,661,0.0000032
ods_a168_bet02,bet03,114727191,661,0.0000032
ods_a168_bet02,bet03,1254047,661,0.0000032
ods_a168_bet02,bet03,114720142,661,0.0000032
ods_a168_bet02,bet03,1213793,661,0.0000032
ods_a168_bet02,bet03,114629981,661,0.0000032
ods_a168_bet02,bet03,124539,661,0.0000032
ods_a168_bet02,bet03,12100723,661,0.0000032
ods_a168_bet02,bet03,1281247,661,0.0000032
ods_a168_bet02,bet03,114740327,661,0.0000032
ods_a168_bet02,bet03,114718877,661,0.0000032
ods_a168_bet02,bet03,1279051,661,0.0000032
ods_a168_bet02,bet03,114683299,661,0.0000032
ods_a168_bet02,bet03,114673612,661,0.0000032
ods_a168_bet02,bet03,1294943,661,0.0000032
ods_a168_bet02,bet03,114679090,661,0.0000032
ods_a168_bet02,bet03,114720037,661,0.0000032
ods_a168_bet02,bet03,1233525,661,0.0000032
ods_a168_bet02,bet03,1216846,661,0.0000032
ods_a168_bet02,bet03,114594256,661,0.0000032
ods_a168_bet02,bet03,114742769,661,0.0000032
ods_a168_bet02,bet03,114684384,661,0.0000032
ods_a168_bet02,bet03,114710913,661,0.0000032
ods_a168_bet02,bet03,114698915,660,0.0000032
ods_a168_bet02,bet03,1291589,660,0.0000032
ods_a168_bet02,bet03,114666720,660,0.0000032
ods_a168_bet02,bet03,114619141,660,0.0000032
ods_a168_bet02,bet03,126756,660,0.0000032
ods_a168_bet02,bet03,12116604,660,0.0000032
ods_a168_bet02,bet03,114680310,660,0.0000032
ods_a168_bet02,bet03,114665909,660,0.0000032
ods_a168_bet02,bet03,114586884,660,0.0000032
ods_a168_bet02,bet03,1248955,660,0.0000032
ods_a168_bet02,bet03,114724627,660,0.0000032
ods_a168_bet02,bet03,1211247,660,0.0000032
ods_a168_bet02,bet03,114700903,660,0.0000032
ods_a168_bet02,bet03,114693796,660,0.0000032
ods_a168_bet02,bet03,12100164,660,0.0000032
ods_a168_bet02,bet03,114680275,660,0.0000032
ods_a168_bet02,bet03,114631877,660,0.0000032
ods_a168_bet02,bet03,12115440,660,0.0000032
ods_a168_bet02,bet03,114724540,660,0.0000032
ods_a168_bet02,bet03,1276923,660,0.0000032
ods_a168_bet02,bet03,114640745,660,0.0000032
ods_a168_bet02,bet03,114742380,660,0.0000032
ods_a168_bet02,bet03,1234430,660,0.0000032
ods_a168_bet02,bet03,114654497,660,0.0000032
ods_a168_bet02,bet03,114607155,660,0.0000032
ods_a168_bet02,bet03,114661101,660,0.0000032
ods_a168_bet02,bet03,114685205,660,0.0000032
ods_a168_bet02,bet03,114710912,660,0.0000032
ods_a168_bet02,bet03,114725254,660,0.0000032
ods_a168_bet02,bet03,114698353,660,0.0000032
ods_a168_bet02,bet03,1275475,660,0.0000032
ods_a168_bet02,bet03,12115538,660,0.0000032
ods_a168_bet02,bet03,1258604,660,0.0000032
ods_a168_bet02,bet03,114667530,660,0.0000032
ods_a168_bet02,bet03,114703107,660,0.0000032
ods_a168_bet02,bet03,12104869,660,0.0000032
ods_a168_bet02,bet03,114627407,660,0.0000032
ods_a168_bet02,bet03,1250822,660,0.0000032
ods_a168_bet02,bet03,114596003,660,0.0000032
ods_a168_bet02,bet03,114690678,660,0.0000032
ods_a168_bet02,bet03,114677483,660,0.0000032
ods_a168_bet02,bet03,114704362,660,0.0000032
ods_a168_bet02,bet03,114684588,660,0.0000032
ods_a168_bet02,bet03,114712121,660,0.0000032
ods_a168_bet02,bet03,1212041,660,0.0000032
ods_a168_bet02,bet03,1248345,660,0.0000032
ods_a168_bet02,bet03,114737989,660,0.0000032
ods_a168_bet02,bet03,114730011,660,0.0000032
ods_a168_bet02,bet03,1213712,660,0.0000032
ods_a168_bet02,bet03,1211673,660,0.0000032
ods_a168_bet02,bet03,1278907,660,0.0000032
ods_a168_bet02,bet03,114700198,660,0.0000032
ods_a168_bet02,bet03,114599717,660,0.0000032
ods_a168_bet02,bet03,1278672,660,0.0000032
ods_a168_bet02,bet03,114696000,660,0.0000032
ods_a168_bet02,bet03,1269482,660,0.0000032
ods_a168_bet02,bet03,114622818,660,0.0000032
ods_a168_bet02,bet03,114623492,660,0.0000032
ods_a168_bet02,bet03,114732316,660,0.0000032
ods_a168_bet02,bet03,114618837,660,0.0000032
ods_a168_bet02,bet03,114651294,660,0.0000032
ods_a168_bet02,bet03,114645556,660,0.0000032
ods_a168_bet02,bet03,114710476,660,0.0000032
ods_a168_bet02,bet03,114746482,660,0.0000032
ods_a168_bet02,bet03,1213480,660,0.0000032
ods_a168_bet02,bet03,114670952,660,0.0000032
ods_a168_bet02,bet03,1262162,660,0.0000032
ods_a168_bet02,bet03,123949,660,0.0000032
ods_a168_bet02,bet03,114638604,660,0.0000032
ods_a168_bet02,bet03,114647725,660,0.0000032
ods_a168_bet02,bet03,1255493,660,0.0000032
ods_a168_bet02,bet03,12100761,660,0.0000032
ods_a168_bet02,bet03,114601641,660,0.0000032
ods_a168_bet02,bet03,114714824,660,0.0000032
ods_a168_bet02,bet03,114662672,660,0.0000032
ods_a168_bet02,bet03,1248730,660,0.0000032
ods_a168_bet02,bet03,114649605,660,0.0000032
ods_a168_bet02,bet03,114644867,660,0.0000032
ods_a168_bet02,bet03,114711230,660,0.0000032
ods_a168_bet02,bet03,114702899,660,0.0000032
ods_a168_bet02,bet03,114730564,660,0.0000032
ods_a168_bet02,bet03,114732772,660,0.0000032
ods_a168_bet02,bet03,114691094,660,0.0000032
ods_a168_bet02,bet03,1231823,660,0.0000032
ods_a168_bet02,bet03,114718864,660,0.0000032
ods_a168_bet02,bet03,114741350,660,0.0000032
ods_a168_bet02,bet03,127022,659,0.0000032
ods_a168_bet02,bet03,114677563,659,0.0000032
ods_a168_bet02,bet03,114640377,659,0.0000032
ods_a168_bet02,bet03,114657109,659,0.0000032
ods_a168_bet02,bet03,12112027,659,0.0000032
ods_a168_bet02,bet03,1221311,659,0.0000032
ods_a168_bet02,bet03,123181,659,0.0000032
ods_a168_bet02,bet03,114686719,659,0.0000032
ods_a168_bet02,bet03,1234393,659,0.0000032
ods_a168_bet02,bet03,114616254,659,0.0000032
ods_a168_bet02,bet03,114683179,659,0.0000032
ods_a168_bet02,bet03,114640852,659,0.0000032
ods_a168_bet02,bet03,114683578,659,0.0000032
ods_a168_bet02,bet03,1290649,659,0.0000032
ods_a168_bet02,bet03,126795,659,0.0000032
ods_a168_bet02,bet03,1291382,659,0.0000032
ods_a168_bet02,bet03,114677143,659,0.0000032
ods_a168_bet02,bet03,1294060,659,0.0000032
ods_a168_bet02,bet03,1261953,659,0.0000032
ods_a168_bet02,bet03,114663697,659,0.0000032
ods_a168_bet02,bet03,114727040,659,0.0000032
ods_a168_bet02,bet03,1220454,659,0.0000032
ods_a168_bet02,bet03,114718839,659,0.0000032
ods_a168_bet02,bet03,114675630,659,0.0000032
ods_a168_bet02,bet03,114670484,659,0.0000032
ods_a168_bet02,bet03,114616155,659,0.0000032
ods_a168_bet02,bet03,129775,659,0.0000032
ods_a168_bet02,bet03,114653729,659,0.0000032
ods_a168_bet02,bet03,114589497,659,0.0000032
ods_a168_bet02,bet03,1232361,659,0.0000032
ods_a168_bet02,bet03,1278774,659,0.0000032
ods_a168_bet02,bet03,114736662,659,0.0000032
ods_a168_bet02,bet03,114618836,659,0.0000032
ods_a168_bet02,bet03,114709766,659,0.0000032
ods_a168_bet02,bet03,114725274,659,0.0000032
ods_a168_bet02,bet03,1247393,659,0.0000032
ods_a168_bet02,bet03,114616472,659,0.0000032
ods_a168_bet02,bet03,1212990,659,0.0000032
ods_a168_bet02,bet03,114738223,659,0.0000032
ods_a168_bet02,bet03,1228470,659,0.0000032
ods_a168_bet02,bet03,114669103,659,0.0000032
ods_a168_bet02,bet03,114656156,659,0.0000032
ods_a168_bet02,bet03,114663775,659,0.0000032
ods_a168_bet02,bet03,1223840,659,0.0000032
ods_a168_bet02,bet03,126822,659,0.0000032
ods_a168_bet02,bet03,1295068,659,0.0000032
ods_a168_bet02,bet03,114746032,659,0.0000032
ods_a168_bet02,bet03,114671728,659,0.0000032
ods_a168_bet02,bet03,1228328,659,0.0000032
ods_a168_bet02,bet03,12100083,659,0.0000032
ods_a168_bet02,bet03,114643833,659,0.0000032
ods_a168_bet02,bet03,1236517,659,0.0000032
ods_a168_bet02,bet03,114697642,659,0.0000032
ods_a168_bet02,bet03,114686393,659,0.0000032
ods_a168_bet02,bet03,114680914,659,0.0000032
ods_a168_bet02,bet03,1247736,659,0.0000032
ods_a168_bet02,bet03,114594806,659,0.0000032
ods_a168_bet02,bet03,114693692,659,0.0000032
ods_a168_bet02,bet03,114737900,659,0.0000032
ods_a168_bet02,bet03,1221182,659,0.0000032
ods_a168_bet02,bet03,121265,659,0.0000032
ods_a168_bet02,bet03,114708045,659,0.0000032
ods_a168_bet02,bet03,129397,659,0.0000032
ods_a168_bet02,bet03,1227719,659,0.0000032
ods_a168_bet02,bet03,1250047,659,0.0000032
ods_a168_bet02,bet03,114592963,659,0.0000032
ods_a168_bet02,bet03,114660428,659,0.0000032
ods_a168_bet02,bet03,114684965,659,0.0000032
ods_a168_bet02,bet03,114705625,659,0.0000032
ods_a168_bet02,bet03,114688615,659,0.0000032
ods_a168_bet02,bet03,1263527,659,0.0000032
ods_a168_bet02,bet03,114643828,659,0.0000032
ods_a168_bet02,bet03,12112523,659,0.0000032
ods_a168_bet02,bet03,1266433,659,0.0000032
ods_a168_bet02,bet03,1215900,659,0.0000032
ods_a168_bet02,bet03,114689481,659,0.0000032
ods_a168_bet02,bet03,114639421,659,0.0000032
ods_a168_bet02,bet03,1240845,659,0.0000032
ods_a168_bet02,bet03,1260943,659,0.0000032
ods_a168_bet02,bet03,1258250,659,0.0000032
ods_a168_bet02,bet03,114725421,659,0.0000032
ods_a168_bet02,bet03,114599805,659,0.0000032
ods_a168_bet02,bet03,114685008,659,0.0000032
ods_a168_bet02,bet03,12111371,659,0.0000032
ods_a168_bet02,bet03,128362,659,0.0000032
ods_a168_bet02,bet03,114670231,659,0.0000032
ods_a168_bet02,bet03,114590858,659,0.0000032
ods_a168_bet02,bet03,114698311,659,0.0000032
ods_a168_bet02,bet03,114690729,659,0.0000032
ods_a168_bet02,bet03,114623998,659,0.0000032
ods_a168_bet02,bet03,128546,659,0.0000032
ods_a168_bet02,bet03,114737796,659,0.0000032
ods_a168_bet02,bet03,1257609,659,0.0000032
ods_a168_bet02,bet03,114628439,659,0.0000032
ods_a168_bet02,bet03,114741152,658,0.0000032
ods_a168_bet02,bet03,114717555,658,0.0000032
ods_a168_bet02,bet03,1294575,658,0.0000032
ods_a168_bet02,bet03,114682197,658,0.0000032
ods_a168_bet02,bet03,114590416,658,0.0000032
ods_a168_bet02,bet03,127949,658,0.0000032
ods_a168_bet02,bet03,114640769,658,0.0000032
ods_a168_bet02,bet03,114680818,658,0.0000032
ods_a168_bet02,bet03,114618817,658,0.0000032
ods_a168_bet02,bet03,1264743,658,0.0000032
ods_a168_bet02,bet03,114744530,658,0.0000032
ods_a168_bet02,bet03,1229095,658,0.0000032
ods_a168_bet02,bet03,114632768,658,0.0000032
ods_a168_bet02,bet03,114621158,658,0.0000032
ods_a168_bet02,bet03,12106766,658,0.0000032
ods_a168_bet02,bet03,114641103,658,0.0000032
ods_a168_bet02,bet03,12107535,658,0.0000032
ods_a168_bet02,bet03,1272960,658,0.0000032
ods_a168_bet02,bet03,114747600,658,0.0000032
ods_a168_bet02,bet03,114672746,658,0.0000032
ods_a168_bet02,bet03,114667898,658,0.0000032
ods_a168_bet02,bet03,1244179,658,0.0000032
ods_a168_bet02,bet03,114724125,658,0.0000032
ods_a168_bet02,bet03,1240326,658,0.0000032
ods_a168_bet02,bet03,114746639,658,0.0000032
ods_a168_bet02,bet03,114641802,658,0.0000032
ods_a168_bet02,bet03,114649535,658,0.0000032
ods_a168_bet02,bet03,1229127,658,0.0000032
ods_a168_bet02,bet03,114601673,658,0.0000032
ods_a168_bet02,bet03,114648971,658,0.0000032
ods_a168_bet02,bet03,114744466,658,0.0000032
ods_a168_bet02,bet03,114691059,658,0.0000032
ods_a168_bet02,bet03,114651671,658,0.0000032
ods_a168_bet02,bet03,114603190,658,0.0000032
ods_a168_bet02,bet03,114668270,658,0.0000032
ods_a168_bet02,bet03,114741724,658,0.0000032
ods_a168_bet02,bet03,114691020,658,0.0000032
ods_a168_bet02,bet03,114697640,658,0.0000032
ods_a168_bet02,bet03,114655249,658,0.0000032
ods_a168_bet02,bet03,114604847,658,0.0000032
ods_a168_bet02,bet03,114733787,658,0.0000032
ods_a168_bet02,bet03,114612882,658,0.0000032
ods_a168_bet02,bet03,127011,658,0.0000032
ods_a168_bet02,bet03,114733284,658,0.0000032
ods_a168_bet02,bet03,114584223,658,0.0000032
ods_a168_bet02,bet03,114585294,658,0.0000032
ods_a168_bet02,bet03,114684079,658,0.0000032
ods_a168_bet02,bet03,114625796,658,0.0000032
ods_a168_bet02,bet03,1299713,658,0.0000032
ods_a168_bet02,bet03,114682927,658,0.0000032
ods_a168_bet02,bet03,114634432,658,0.0000032
ods_a168_bet02,bet03,129534,658,0.0000032
ods_a168_bet02,bet03,1229942,658,0.0000032
ods_a168_bet02,bet03,114694315,658,0.0000032
ods_a168_bet02,bet03,114658801,658,0.0000032
ods_a168_bet02,bet03,114667379,658,0.0000032
ods_a168_bet02,bet03,114736919,658,0.0000032
ods_a168_bet02,bet03,121095,658,0.0000032
ods_a168_bet02,bet03,114690310,658,0.0000032
ods_a168_bet02,bet03,114685861,658,0.0000032
ods_a168_bet02,bet03,114727433,658,0.0000032
ods_a168_bet02,bet03,114647528,658,0.0000032
ods_a168_bet02,bet03,1279478,658,0.0000032
ods_a168_bet02,bet03,1258135,658,0.0000032
ods_a168_bet02,bet03,1264717,658,0.0000032
ods_a168_bet02,bet03,1253083,658,0.0000032
ods_a168_bet02,bet03,12109323,658,0.0000032
ods_a168_bet02,bet03,114670845,658,0.0000032
ods_a168_bet02,bet03,114705826,658,0.0000032
ods_a168_bet02,bet03,128603,658,0.0000032
ods_a168_bet02,bet03,114688791,658,0.0000032
ods_a168_bet02,bet03,114622163,658,0.0000032
ods_a168_bet02,bet03,1278404,658,0.0000032
ods_a168_bet02,bet03,114717517,658,0.0000032
ods_a168_bet02,bet03,114685091,658,0.0000032
ods_a168_bet02,bet03,1263712,658,0.0000032
ods_a168_bet02,bet03,1284212,658,0.0000032
ods_a168_bet02,bet03,1296256,658,0.0000032
ods_a168_bet02,bet03,114646424,658,0.0000032
ods_a168_bet02,bet03,1251527,658,0.0000032
ods_a168_bet02,bet03,114688399,658,0.0000032
ods_a168_bet02,bet03,1248630,658,0.0000032
ods_a168_bet02,bet03,1292418,658,0.0000032
ods_a168_bet02,bet03,114690270,658,0.0000032
ods_a168_bet02,bet03,114657928,658,0.0000032
ods_a168_bet02,bet03,114713158,658,0.0000032
ods_a168_bet02,bet03,114660258,658,0.0000032
ods_a168_bet02,bet03,114650920,658,0.0000032
ods_a168_bet02,bet03,1272855,658,0.0000032
ods_a168_bet02,bet03,1221068,658,0.0000032
ods_a168_bet02,bet03,1254199,658,0.0000032
ods_a168_bet02,bet03,1263677,658,0.0000032
ods_a168_bet02,bet03,114657570,658,0.0000032
ods_a168_bet02,bet03,114686400,658,0.0000032
ods_a168_bet02,bet03,114693201,658,0.0000032
ods_a168_bet02,bet03,114737739,658,0.0000032
ods_a168_bet02,bet03,114720628,658,0.0000032
ods_a168_bet02,bet03,128627,658,0.0000032
ods_a168_bet02,bet03,123228,658,0.0000032
ods_a168_bet02,bet03,1262141,658,0.0000032
ods_a168_bet02,bet03,114709031,658,0.0000032
ods_a168_bet02,bet03,1269089,658,0.0000032
ods_a168_bet02,bet03,114679195,658,0.0000032
ods_a168_bet02,bet03,114704461,658,0.0000032
ods_a168_bet02,bet03,114727596,658,0.0000032
ods_a168_bet02,bet03,12103966,658,0.0000032
ods_a168_bet02,bet03,129905,658,0.0000032
ods_a168_bet02,bet03,1247227,657,0.0000032
ods_a168_bet02,bet03,1226517,657,0.0000032
ods_a168_bet02,bet03,1290037,657,0.0000032
ods_a168_bet02,bet03,1212110,657,0.0000032
ods_a168_bet02,bet03,123984,657,0.0000032
ods_a168_bet02,bet03,114627188,657,0.0000032
ods_a168_bet02,bet03,1298383,657,0.0000032
ods_a168_bet02,bet03,1257496,657,0.0000032
ods_a168_bet02,bet03,114648499,657,0.0000032
ods_a168_bet02,bet03,114643517,657,0.0000032
ods_a168_bet02,bet03,121044,657,0.0000032
ods_a168_bet02,bet03,1294109,657,0.0000032
ods_a168_bet02,bet03,114684892,657,0.0000032
ods_a168_bet02,bet03,114707408,657,0.0000032
ods_a168_bet02,bet03,114640464,657,0.0000032
ods_a168_bet02,bet03,114692876,657,0.0000032
ods_a168_bet02,bet03,1260409,657,0.0000032
ods_a168_bet02,bet03,1279706,657,0.0000032
ods_a168_bet02,bet03,3122522,657,0.0000032
ods_a168_bet02,bet03,114627212,657,0.0000032
ods_a168_bet02,bet03,114720972,657,0.0000032
ods_a168_bet02,bet03,114590041,657,0.0000032
ods_a168_bet02,bet03,1244213,657,0.0000032
ods_a168_bet02,bet03,1210145,657,0.0000032
ods_a168_bet02,bet03,1254176,657,0.0000032
ods_a168_bet02,bet03,114670572,657,0.0000032
ods_a168_bet02,bet03,1235518,657,0.0000032
ods_a168_bet02,bet03,12102570,657,0.0000032
ods_a168_bet02,bet03,1295047,657,0.0000032
ods_a168_bet02,bet03,114639709,657,0.0000032
ods_a168_bet02,bet03,114612749,657,0.0000032
ods_a168_bet02,bet03,128087,657,0.0000032
ods_a168_bet02,bet03,1221651,657,0.0000032
ods_a168_bet02,bet03,114641576,657,0.0000032
ods_a168_bet02,bet03,114610766,657,0.0000032
ods_a168_bet02,bet03,114714823,657,0.0000032
ods_a168_bet02,bet03,114666807,657,0.0000032
ods_a168_bet02,bet03,114731286,657,0.0000032
ods_a168_bet02,bet03,114730255,657,0.0000032
ods_a168_bet02,bet03,114610636,657,0.0000032
ods_a168_bet02,bet03,1249095,657,0.0000032
ods_a168_bet02,bet03,1246744,657,0.0000032
ods_a168_bet02,bet03,114608184,657,0.0000032
ods_a168_bet02,bet03,1216191,657,0.0000032
ods_a168_bet02,bet03,128719,657,0.0000032
ods_a168_bet02,bet03,114652522,657,0.0000032
ods_a168_bet02,bet03,114667128,657,0.0000032
ods_a168_bet02,bet03,114628368,657,0.0000032
ods_a168_bet02,bet03,114736275,657,0.0000032
ods_a168_bet02,bet03,114587376,657,0.0000032
ods_a168_bet02,bet03,126833,657,0.0000032
ods_a168_bet02,bet03,114653172,657,0.0000032
ods_a168_bet02,bet03,12101416,657,0.0000032
ods_a168_bet02,bet03,124440,657,0.0000032
ods_a168_bet02,bet03,114667050,657,0.0000032
ods_a168_bet02,bet03,114610004,657,0.0000032
ods_a168_bet02,bet03,114699007,657,0.0000032
ods_a168_bet02,bet03,1214495,657,0.0000032
ods_a168_bet02,bet03,1269751,657,0.0000032
ods_a168_bet02,bet03,114687265,657,0.0000032
ods_a168_bet02,bet03,114587933,657,0.0000032
ods_a168_bet02,bet03,114745037,657,0.0000032
ods_a168_bet02,bet03,114725298,657,0.0000032
ods_a168_bet02,bet03,114720269,657,0.0000032
ods_a168_bet02,bet03,1249821,657,0.0000032
ods_a168_bet02,bet03,114667403,657,0.0000032
ods_a168_bet02,bet03,114613149,657,0.0000032
ods_a168_bet02,bet03,126794,657,0.0000032
ods_a168_bet02,bet03,114633292,657,0.0000032
ods_a168_bet02,bet03,1286932,657,0.0000032
ods_a168_bet02,bet03,1235834,657,0.0000032
ods_a168_bet02,bet03,114688460,657,0.0000032
ods_a168_bet02,bet03,1292379,657,0.0000032
ods_a168_bet02,bet03,114736582,657,0.0000032
ods_a168_bet02,bet03,114640099,657,0.0000032
ods_a168_bet02,bet03,114631790,657,0.0000032
ods_a168_bet02,bet03,114592832,657,0.0000032
ods_a168_bet02,bet03,12110205,657,0.0000032
ods_a168_bet02,bet03,114629884,657,0.0000032
