t,c,v,n,pct
ods_a168_bet02,bet03,114610902,11978,0.0000582
ods_a168_bet02,bet03,114745234,11977,0.0000582
ods_a168_bet02,bet03,114623825,11976,0.0000582
ods_a168_bet02,bet03,114726021,11966,0.0000581
ods_a168_bet02,bet03,114668436,11965,0.0000581
ods_a168_bet02,bet03,114584903,11963,0.0000581
ods_a168_bet02,bet03,114658320,11958,0.0000581
ods_a168_bet02,bet03,114655615,11954,0.0000581
ods_a168_bet02,bet03,114683718,11946,0.000058
ods_a168_bet02,bet03,114700816,11943,0.000058
ods_a168_bet02,bet03,114632546,11934,0.000058
ods_a168_bet02,bet03,114744017,11934,0.000058
ods_a168_bet02,bet03,114587950,11930,0.0000579
ods_a168_bet02,bet03,114646413,11928,0.0000579
ods_a168_bet02,bet03,114593420,11922,0.0000579
ods_a168_bet02,bet03,114721269,11919,0.0000579
ods_a168_bet02,bet03,114605647,11919,0.0000579
ods_a168_bet02,bet03,114607427,11918,0.0000579
ods_a168_bet02,bet03,114705141,11911,0.0000579
ods_a168_bet02,bet03,114729559,11893,0.0000578
ods_a168_bet02,bet03,114745318,11885,0.0000577
ods_a168_bet02,bet03,114721558,11884,0.0000577
ods_a168_bet02,bet03,114724803,11879,0.0000577
ods_a168_bet02,bet03,114597945,11865,0.0000576
ods_a168_bet02,bet03,114716755,11862,0.0000576
ods_a168_bet02,bet03,114648482,11862,0.0000576
ods_a168_bet02,bet03,114680293,11860,0.0000576
ods_a168_bet02,bet03,114730641,11853,0.0000576
ods_a168_bet02,bet03,114696982,11851,0.0000576
ods_a168_bet02,bet03,114679190,11845,0.0000575
ods_a168_bet02,bet03,114605373,11843,0.0000575
ods_a168_bet02,bet03,114586952,11841,0.0000575
ods_a168_bet02,bet03,114712492,11838,0.0000575
ods_a168_bet02,bet03,114704218,11833,0.0000575
ods_a168_bet02,bet03,114606705,11832,0.0000575
ods_a168_bet02,bet03,114647594,11832,0.0000575
ods_a168_bet02,bet03,114636224,11823,0.0000574
ods_a168_bet02,bet03,114651852,11807,0.0000574
ods_a168_bet02,bet03,114599338,11806,0.0000573
ods_a168_bet02,bet03,114617167,11804,0.0000573
ods_a168_bet02,bet03,114709522,11800,0.0000573
ods_a168_bet02,bet03,114608632,11798,0.0000573
ods_a168_bet02,bet03,114603632,11788,0.0000573
ods_a168_bet02,bet03,114647233,11782,0.0000572
ods_a168_bet02,bet03,114682807,11779,0.0000572
ods_a168_bet02,bet03,114611993,11777,0.0000572
ods_a168_bet02,bet03,114674026,11772,0.0000572
ods_a168_bet02,bet03,114694894,11769,0.0000572
ods_a168_bet02,bet03,114624763,11767,0.0000572
ods_a168_bet02,bet03,114711826,11765,0.0000571
ods_a168_bet02,bet03,114652963,11765,0.0000571
ods_a168_bet02,bet03,114736371,11758,0.0000571
ods_a168_bet02,bet03,114622782,11758,0.0000571
ods_a168_bet02,bet03,114678909,11755,0.0000571
ods_a168_bet02,bet03,114628662,11750,0.0000571
ods_a168_bet02,bet03,114684779,11750,0.0000571
ods_a168_bet02,bet03,114596476,11746,0.0000571
ods_a168_bet02,bet03,114691605,11744,0.000057
ods_a168_bet02,bet03,114738702,11744,0.000057
ods_a168_bet02,bet03,114702590,11742,0.000057
ods_a168_bet02,bet03,114609722,11738,0.000057
ods_a168_bet02,bet03,114725084,11736,0.000057
ods_a168_bet02,bet03,114636131,11735,0.000057
ods_a168_bet02,bet03,114686516,11735,0.000057
ods_a168_bet02,bet03,114595693,11734,0.000057
ods_a168_bet02,bet03,114709973,11732,0.000057
ods_a168_bet02,bet03,114747912,11727,0.000057
ods_a168_bet02,bet03,114626675,11726,0.000057
ods_a168_bet02,bet03,114637950,11722,0.0000569
ods_a168_bet02,bet03,114680215,11716,0.0000569
ods_a168_bet02,bet03,114591291,11715,0.0000569
ods_a168_bet02,bet03,114688218,11713,0.0000569
ods_a168_bet02,bet03,114671275,11710,0.0000569
ods_a168_bet02,bet03,114717974,11703,0.0000568
ods_a168_bet02,bet03,114702687,11702,0.0000568
ods_a168_bet02,bet03,114688034,11685,0.0000568
ods_a168_bet02,bet03,114715915,11684,0.0000568
ods_a168_bet02,bet03,114641340,11681,0.0000567
ods_a168_bet02,bet03,114675102,11676,0.0000567
ods_a168_bet02,bet03,114698026,11675,0.0000567
ods_a168_bet02,bet03,114743655,11662,0.0000566
ods_a168_bet02,bet03,114716289,11654,0.0000566
ods_a168_bet02,bet03,114682710,11654,0.0000566
ods_a168_bet02,bet03,114633928,11654,0.0000566
ods_a168_bet02,bet03,114701854,11640,0.0000565
ods_a168_bet02,bet03,114618193,11638,0.0000565
ods_a168_bet02,bet03,114592383,11632,0.0000565
ods_a168_bet02,bet03,114621681,11630,0.0000565
ods_a168_bet02,bet03,114632449,11629,0.0000565
ods_a168_bet02,bet03,114713736,11621,0.0000564
ods_a168_bet02,bet03,114613885,11617,0.0000564
ods_a168_bet02,bet03,114638301,11616,0.0000564
ods_a168_bet02,bet03,114621584,11611,0.0000564
ods_a168_bet02,bet03,114696448,11600,0.0000563
ods_a168_bet02,bet03,114710352,11597,0.0000563
ods_a168_bet02,bet03,114659523,11597,0.0000563
ods_a168_bet02,bet03,114602330,11596,0.0000563
ods_a168_bet02,bet03,114606354,11595,0.0000563
ods_a168_bet02,bet03,114720693,11591,0.0000563
ods_a168_bet02,bet03,114671359,11588,0.0000563
ods_a168_bet02,bet03,114710708,11586,0.0000563
ods_a168_bet02,bet03,114708403,11586,0.0000563
ods_a168_bet02,bet03,114712859,11586,0.0000563
ods_a168_bet02,bet03,114620405,11585,0.0000563
ods_a168_bet02,bet03,114715363,11582,0.0000563
ods_a168_bet02,bet03,114685643,11562,0.0000562
ods_a168_bet02,bet03,114606804,11551,0.0000561
ods_a168_bet02,bet03,114726958,11542,0.0000561
ods_a168_bet02,bet03,114665258,11542,0.0000561
ods_a168_bet02,bet03,114667526,11540,0.0000561
ods_a168_bet02,bet03,114638949,11535,0.000056
ods_a168_bet02,bet03,114602429,11527,0.000056
ods_a168_bet02,bet03,114719182,11525,0.000056
ods_a168_bet02,bet03,114662430,11517,0.0000559
ods_a168_bet02,bet03,114737570,11517,0.0000559
ods_a168_bet02,bet03,114678169,11515,0.0000559
ods_a168_bet02,bet03,114637227,11515,0.0000559
ods_a168_bet02,bet03,114683833,11505,0.0000559
ods_a168_bet02,bet03,114627588,11504,0.0000559
ods_a168_bet02,bet03,114659430,11500,0.0000559
ods_a168_bet02,bet03,114615125,11497,0.0000558
ods_a168_bet02,bet03,114685813,11497,0.0000558
ods_a168_bet02,bet03,114670273,11496,0.0000558
ods_a168_bet02,bet03,114655071,11494,0.0000558
ods_a168_bet02,bet03,114735154,11491,0.0000558
ods_a168_bet02,bet03,114639214,11486,0.0000558
ods_a168_bet02,bet03,114706343,11484,0.0000558
ods_a168_bet02,bet03,114711731,11480,0.0000558
ods_a168_bet02,bet03,114617360,11478,0.0000558
ods_a168_bet02,bet03,114650736,11477,0.0000557
ods_a168_bet02,bet03,114657008,11475,0.0000557
ods_a168_bet02,bet03,114608549,11474,0.0000557
ods_a168_bet02,bet03,114683832,11466,0.0000557
ods_a168_bet02,bet03,114714024,11462,0.0000557
ods_a168_bet02,bet03,114698141,11462,0.0000557
ods_a168_bet02,bet03,114707441,11450,0.0000556
ods_a168_bet02,bet03,114612811,11445,0.0000556
ods_a168_bet02,bet03,114629384,11444,0.0000556
ods_a168_bet02,bet03,114622677,11444,0.0000556
ods_a168_bet02,bet03,114616022,11438,0.0000556
ods_a168_bet02,bet03,114691130,11435,0.0000555
ods_a168_bet02,bet03,114620591,11430,0.0000555
ods_a168_bet02,bet03,114619386,11429,0.0000555
ods_a168_bet02,bet03,114672848,11412,0.0000554
ods_a168_bet02,bet03,114708133,11408,0.0000554
ods_a168_bet02,bet03,114690083,11407,0.0000554
ods_a168_bet02,bet03,114606888,11406,0.0000554
ods_a168_bet02,bet03,114643364,11402,0.0000554
ods_a168_bet02,bet03,114708218,11395,0.0000553
ods_a168_bet02,bet03,114711727,11392,0.0000553
ods_a168_bet02,bet03,114703937,11391,0.0000553
ods_a168_bet02,bet03,114742743,11382,0.0000553
ods_a168_bet02,bet03,114733004,11377,0.0000553
ods_a168_bet02,bet03,114598146,11375,0.0000553
ods_a168_bet02,bet03,114605282,11373,0.0000552
ods_a168_bet02,bet03,114746055,11373,0.0000552
ods_a168_bet02,bet03,114632635,11372,0.0000552
ods_a168_bet02,bet03,114598852,11370,0.0000552
ods_a168_bet02,bet03,114727990,11369,0.0000552
ods_a168_bet02,bet03,114710613,11369,0.0000552
ods_a168_bet02,bet03,114674027,11364,0.0000552
ods_a168_bet02,bet03,114671813,11363,0.0000552
ods_a168_bet02,bet03,114643361,11362,0.0000552
ods_a168_bet02,bet03,114736368,11361,0.0000552
ods_a168_bet02,bet03,114686413,11354,0.0000552
ods_a168_bet02,bet03,114586859,11346,0.0000551
ods_a168_bet02,bet03,114647592,11346,0.0000551
ods_a168_bet02,bet03,114612721,11345,0.0000551
ods_a168_bet02,bet03,114669468,11333,0.000055
ods_a168_bet02,bet03,114710712,11333,0.000055
ods_a168_bet02,bet03,114735958,11331,0.000055
ods_a168_bet02,bet03,114726210,11331,0.000055
ods_a168_bet02,bet03,114604559,11330,0.000055
ods_a168_bet02,bet03,114635861,11327,0.000055
ods_a168_bet02,bet03,114712858,11327,0.000055
ods_a168_bet02,bet03,114648576,11324,0.000055
ods_a168_bet02,bet03,114714688,11319,0.000055
ods_a168_bet02,bet03,114703755,11316,0.000055
ods_a168_bet02,bet03,114682351,11313,0.000055
ods_a168_bet02,bet03,114622321,11311,0.0000549
ods_a168_bet02,bet03,114696063,11308,0.0000549
ods_a168_bet02,bet03,114679384,11307,0.0000549
ods_a168_bet02,bet03,114613516,11303,0.0000549
ods_a168_bet02,bet03,114594332,11302,0.0000549
ods_a168_bet02,bet03,114639118,11300,0.0000549
ods_a168_bet02,bet03,114678271,11294,0.0000549
ods_a168_bet02,bet03,114650834,11280,0.0000548
ods_a168_bet02,bet03,114637321,11280,0.0000548
ods_a168_bet02,bet03,114608820,11278,0.0000548
ods_a168_bet02,bet03,114640054,11277,0.0000548
ods_a168_bet02,bet03,114585862,11277,0.0000548
ods_a168_bet02,bet03,114716006,11275,0.0000548
ods_a168_bet02,bet03,114592475,11271,0.0000547
ods_a168_bet02,bet03,114615220,11267,0.0000547
ods_a168_bet02,bet03,114746334,11265,0.0000547
ods_a168_bet02,bet03,114656083,11260,0.0000547
ods_a168_bet02,bet03,114675751,11259,0.0000547
ods_a168_bet02,bet03,114628208,11256,0.0000547
ods_a168_bet02,bet03,114740589,11254,0.0000547
ods_a168_bet02,bet03,114673754,11250,0.0000546
ods_a168_bet02,bet03,114626037,11246,0.0000546
ods_a168_bet02,bet03,114621322,11246,0.0000546
ods_a168_bet02,bet03,114605653,11243,0.0000546
ods_a168_bet02,bet03,114614149,11234,0.0000546
ods_a168_bet02,bet03,114653891,11234,0.0000546
ods_a168_bet02,bet03,114688216,11225,0.0000545
ods_a168_bet02,bet03,114584445,11220,0.0000545
ods_a168_bet02,bet03,114674918,11206,0.0000544
ods_a168_bet02,bet03,114679379,11203,0.0000544
ods_a168_bet02,bet03,114618110,11201,0.0000544
ods_a168_bet02,bet03,114629088,11192,0.0000544
ods_a168_bet02,bet03,114641165,11188,0.0000543
ods_a168_bet02,bet03,114714217,11187,0.0000543
ods_a168_bet02,bet03,114625944,11181,0.0000543
ods_a168_bet02,bet03,114690181,11178,0.0000543
ods_a168_bet02,bet03,114620410,11175,0.0000543
ods_a168_bet02,bet03,114600244,11174,0.0000543
ods_a168_bet02,bet03,114728450,11174,0.0000543
ods_a168_bet02,bet03,114683537,11173,0.0000543
ods_a168_bet02,bet03,114663371,11171,0.0000543
ods_a168_bet02,bet03,114732718,11163,0.0000542
ods_a168_bet02,bet03,114651762,11156,0.0000542
ods_a168_bet02,bet03,114585764,11152,0.0000542
ods_a168_bet02,bet03,114644495,11150,0.0000542
ods_a168_bet02,bet03,114707438,11146,0.0000541
ods_a168_bet02,bet03,114635207,11141,0.0000541
ods_a168_bet02,bet03,114596672,11133,0.0000541
ods_a168_bet02,bet03,114637135,11125,0.000054
ods_a168_bet02,bet03,114744110,11119,0.000054
ods_a168_bet02,bet03,114712299,11117,0.000054
ods_a168_bet02,bet03,114640820,11109,0.000054
ods_a168_bet02,bet03,114616118,11105,0.0000539
ods_a168_bet02,bet03,114671177,11103,0.0000539
ods_a168_bet02,bet03,114642310,11098,0.0000539
ods_a168_bet02,bet03,114701853,11098,0.0000539
ods_a168_bet02,bet03,114737568,11098,0.0000539
ods_a168_bet02,bet03,114617264,11094,0.0000539
ods_a168_bet02,bet03,114591472,11091,0.0000539
ods_a168_bet02,bet03,114602518,11090,0.0000539
ods_a168_bet02,bet03,114679563,11084,0.0000538
ods_a168_bet02,bet03,114595801,11075,0.0000538
ods_a168_bet02,bet03,114589149,11068,0.0000538
ods_a168_bet02,bet03,114637233,11066,0.0000538
ods_a168_bet02,bet03,114707339,11062,0.0000537
ods_a168_bet02,bet03,114689320,11061,0.0000537
ods_a168_bet02,bet03,114623443,11060,0.0000537
ods_a168_bet02,bet03,114706430,11049,0.0000537
ods_a168_bet02,bet03,114610905,11047,0.0000537
ods_a168_bet02,bet03,114746428,11044,0.0000536
ods_a168_bet02,bet03,114723043,11041,0.0000536
ods_a168_bet02,bet03,114721819,11041,0.0000536
ods_a168_bet02,bet03,114687107,11027,0.0000536
ods_a168_bet02,bet03,114592113,11025,0.0000536
ods_a168_bet02,bet03,114636030,11022,0.0000535
ods_a168_bet02,bet03,114618388,11020,0.0000535
ods_a168_bet02,bet03,114720791,11014,0.0000535
ods_a168_bet02,bet03,114729012,11009,0.0000535
ods_a168_bet02,bet03,114644234,11002,0.0000534
ods_a168_bet02,bet03,114721462,10999,0.0000534
ods_a168_bet02,bet03,114586951,10995,0.0000534
ods_a168_bet02,bet03,114731818,10992,0.0000534
ods_a168_bet02,bet03,114648036,10992,0.0000534
ods_a168_bet02,bet03,114613083,10990,0.0000534
ods_a168_bet02,bet03,114709242,10987,0.0000534
ods_a168_bet02,bet03,114598743,10984,0.0000534
ods_a168_bet02,bet03,114590007,10981,0.0000533
ods_a168_bet02,bet03,114625844,10974,0.0000533
ods_a168_bet02,bet03,114594417,10972,0.0000533
ods_a168_bet02,bet03,114608725,10968,0.0000533
ods_a168_bet02,bet03,114710619,10966,0.0000533
ods_a168_bet02,bet03,114658872,10965,0.0000533
ods_a168_bet02,bet03,114610818,10964,0.0000533
ods_a168_bet02,bet03,114617164,10963,0.0000533
ods_a168_bet02,bet03,114704776,10963,0.0000533
ods_a168_bet02,bet03,114716087,10962,0.0000532
ods_a168_bet02,bet03,114685453,10961,0.0000532
ods_a168_bet02,bet03,114620412,10959,0.0000532
ods_a168_bet02,bet03,114699725,10955,0.0000532
ods_a168_bet02,bet03,114641080,10949,0.0000532
ods_a168_bet02,bet03,114660332,10947,0.0000532
ods_a168_bet02,bet03,114642215,10938,0.0000531
ods_a168_bet02,bet03,114599244,10937,0.0000531
ods_a168_bet02,bet03,114595588,10932,0.0000531
ods_a168_bet02,bet03,114645027,10930,0.0000531
ods_a168_bet02,bet03,114636220,10924,0.0000531
ods_a168_bet02,bet03,114655983,10917,0.000053
ods_a168_bet02,bet03,114626764,10916,0.000053
ods_a168_bet02,bet03,114737283,10912,0.000053
ods_a168_bet02,bet03,114691334,10910,0.000053
ods_a168_bet02,bet03,114725085,10908,0.000053
ods_a168_bet02,bet03,114590276,10904,0.000053
ods_a168_bet02,bet03,114705055,10900,0.0000529
ods_a168_bet02,bet03,114667628,10899,0.0000529
ods_a168_bet02,bet03,114678453,10897,0.0000529
ods_a168_bet02,bet03,114639974,10893,0.0000529
ods_a168_bet02,bet03,114592202,10892,0.0000529
ods_a168_bet02,bet03,114588675,10888,0.0000529
ods_a168_bet02,bet03,114694798,10874,0.0000528
ods_a168_bet02,bet03,114615129,10873,0.0000528
ods_a168_bet02,bet03,114649648,10872,0.0000528
ods_a168_bet02,bet03,114619487,10871,0.0000528
ods_a168_bet02,bet03,114638854,10864,0.0000528
ods_a168_bet02,bet03,114706981,10864,0.0000528
ods_a168_bet02,bet03,114626573,10860,0.0000528
ods_a168_bet02,bet03,114633562,10859,0.0000527
ods_a168_bet02,bet03,114696166,10859,0.0000527
ods_a168_bet02,bet03,114666605,10858,0.0000527
ods_a168_bet02,bet03,114706434,10846,0.0000527
ods_a168_bet02,bet03,114627810,10843,0.0000527
ods_a168_bet02,bet03,114607516,10842,0.0000527
ods_a168_bet02,bet03,114672944,10840,0.0000527
ods_a168_bet02,bet03,114606710,10838,0.0000526
ods_a168_bet02,bet03,114727224,10837,0.0000526
ods_a168_bet02,bet03,114630572,10836,0.0000526
ods_a168_bet02,bet03,114697169,10827,0.0000526
ods_a168_bet02,bet03,114704972,10825,0.0000526
ods_a168_bet02,bet03,114640995,10810,0.0000525
ods_a168_bet02,bet03,114626939,10809,0.0000525
ods_a168_bet02,bet03,114733768,10807,0.0000525
ods_a168_bet02,bet03,114711361,10791,0.0000524
ods_a168_bet02,bet03,114621581,10769,0.0000523
ods_a168_bet02,bet03,114614053,10769,0.0000523
ods_a168_bet02,bet03,114701579,10768,0.0000523
ods_a168_bet02,bet03,114704689,10766,0.0000523
ods_a168_bet02,bet03,114690452,10765,0.0000523
ods_a168_bet02,bet03,114735158,10765,0.0000523
ods_a168_bet02,bet03,114630189,10754,0.0000522
ods_a168_bet02,bet03,114647326,10750,0.0000522
ods_a168_bet02,bet03,114659247,10748,0.0000522
ods_a168_bet02,bet03,114732904,10745,0.0000522
ods_a168_bet02,bet03,114611896,10739,0.0000522
ods_a168_bet02,bet03,114702398,10737,0.0000522
ods_a168_bet02,bet03,114725741,10735,0.0000521
ods_a168_bet02,bet03,114598056,10734,0.0000521
ods_a168_bet02,bet03,114622877,10732,0.0000521
ods_a168_bet02,bet03,114618478,10731,0.0000521
ods_a168_bet02,bet03,114607691,10728,0.0000521
ods_a168_bet02,bet03,114644406,10726,0.0000521
ods_a168_bet02,bet03,114737569,10718,0.0000521
ods_a168_bet02,bet03,114693746,10717,0.0000521
ods_a168_bet02,bet03,114631619,10712,0.000052
ods_a168_bet02,bet03,114697795,10708,0.000052
ods_a168_bet02,bet03,114630677,10706,0.000052
ods_a168_bet02,bet03,114622228,10706,0.000052
ods_a168_bet02,bet03,114702492,10706,0.000052
ods_a168_bet02,bet03,114694895,10704,0.000052
ods_a168_bet02,bet03,114708488,10697,0.000052
ods_a168_bet02,bet03,114719363,10696,0.000052
ods_a168_bet02,bet03,114591015,10691,0.0000519
ods_a168_bet02,bet03,114627115,10688,0.0000519
ods_a168_bet02,bet03,114657757,10685,0.0000519
ods_a168_bet02,bet03,114683621,10685,0.0000519
ods_a168_bet02,bet03,114595795,10679,0.0000519
ods_a168_bet02,bet03,114597953,10674,0.0000518
ods_a168_bet02,bet03,114741927,10674,0.0000518
ods_a168_bet02,bet03,114706244,10671,0.0000518
ods_a168_bet02,bet03,114639208,10667,0.0000518
ods_a168_bet02,bet03,114601231,10665,0.0000518
ods_a168_bet02,bet03,114680479,10664,0.0000518
ods_a168_bet02,bet03,114608731,10663,0.0000518
ods_a168_bet02,bet03,114594411,10661,0.0000518
ods_a168_bet02,bet03,114661548,10661,0.0000518
ods_a168_bet02,bet03,114596961,10660,0.0000518
ods_a168_bet02,bet03,114691031,10650,0.0000517
ods_a168_bet02,bet03,114747295,10647,0.0000517
ods_a168_bet02,bet03,114613796,10646,0.0000517
ods_a168_bet02,bet03,114674557,10642,0.0000517
ods_a168_bet02,bet03,114694396,10638,0.0000517
ods_a168_bet02,bet03,114632717,10635,0.0000517
ods_a168_bet02,bet03,114653791,10634,0.0000517
ods_a168_bet02,bet03,114720694,10633,0.0000516
ods_a168_bet02,bet03,114734046,10627,0.0000516
ods_a168_bet02,bet03,114595179,10624,0.0000516
ods_a168_bet02,bet03,114680382,10622,0.0000516
ods_a168_bet02,bet03,114627119,10621,0.0000516
ods_a168_bet02,bet03,114588042,10616,0.0000516
ods_a168_bet02,bet03,114601329,10615,0.0000516
ods_a168_bet02,bet03,114692619,10612,0.0000515
ods_a168_bet02,bet03,114721818,10610,0.0000515
ods_a168_bet02,bet03,114624851,10610,0.0000515
ods_a168_bet02,bet03,114602427,10606,0.0000515
ods_a168_bet02,bet03,114679279,10603,0.0000515
ods_a168_bet02,bet03,114727422,10602,0.0000515
ods_a168_bet02,bet03,114598147,10601,0.0000515
ods_a168_bet02,bet03,114624854,10596,0.0000515
ods_a168_bet02,bet03,114607607,10595,0.0000515
ods_a168_bet02,bet03,114684584,10592,0.0000514
ods_a168_bet02,bet03,114617261,10589,0.0000514
ods_a168_bet02,bet03,114636039,10586,0.0000514
ods_a168_bet02,bet03,114709049,10584,0.0000514
ods_a168_bet02,bet03,114725927,10579,0.0000514
ods_a168_bet02,bet03,114595296,10578,0.0000514
ods_a168_bet02,bet03,114595397,10577,0.0000514
ods_a168_bet02,bet03,114629191,10576,0.0000514
ods_a168_bet02,bet03,114698527,10575,0.0000514
ods_a168_bet02,bet03,114710256,10573,0.0000514
ods_a168_bet02,bet03,114604734,10571,0.0000513
ods_a168_bet02,bet03,114696068,10570,0.0000513
ods_a168_bet02,bet03,114731922,10569,0.0000513
ods_a168_bet02,bet03,114625853,10564,0.0000513
ods_a168_bet02,bet03,114700701,10560,0.0000513
ods_a168_bet02,bet03,114745235,10554,0.0000513
ods_a168_bet02,bet03,114744012,10554,0.0000513
ods_a168_bet02,bet03,114601036,10554,0.0000513
ods_a168_bet02,bet03,114595590,10553,0.0000513
ods_a168_bet02,bet03,114585863,10547,0.0000512
ods_a168_bet02,bet03,114595294,10546,0.0000512
ods_a168_bet02,bet03,114599329,10545,0.0000512
ods_a168_bet02,bet03,114605827,10540,0.0000512
ods_a168_bet02,bet03,114603631,10537,0.0000512
ods_a168_bet02,bet03,114744759,10533,0.0000512
ods_a168_bet02,bet03,114672945,10532,0.0000512
ods_a168_bet02,bet03,114611534,10529,0.0000511
ods_a168_bet02,bet03,114712394,10526,0.0000511
ods_a168_bet02,bet03,114700213,10524,0.0000511
ods_a168_bet02,bet03,114591381,10522,0.0000511
ods_a168_bet02,bet03,114627700,10522,0.0000511
ods_a168_bet02,bet03,114614949,10519,0.0000511
ods_a168_bet02,bet03,114701379,10515,0.0000511
ods_a168_bet02,bet03,114746336,10514,0.0000511
ods_a168_bet02,bet03,114628302,10513,0.0000511
ods_a168_bet02,bet03,114723942,10512,0.0000511
ods_a168_bet02,bet03,114638208,10506,0.000051
