lv3,线下规模,真实流水,退水支出,链下游戏输赢,退水消耗比,下线留存,新增会员质量,新增会员数,对打渗透率,赏,罚,综合分
36070,17,1226.0432783603,0.0,97.6431535171,0.0,0.0,11.980795710725,12.0,0.0,21.97318008744965,42.90942537638573,-20.936245288936078
28134,23,28278.6105641017,0.0,1237.0511906789,0.0,0.0,-74.09758572951,21.0,0.0,21.859936523501858,42.90942537638573,-21.04948885288387
38863,18,46692.5196500364,0.0,1832.5157593229,0.0,0.0,-67.769680959058,12.0,0.0,21.73005466826789,42.90942537638573,-21.179370708117837
1644,125,7848920.451355105,62791.3636108545,-195540.9563746493,0.321116173179,0.2439024,-811.546520040404,72.0,0.0,46.48207606108295,67.6891610592051,-21.207084998122156
49142,2,140.9112259277,0.0,-140.9112259277,0.0,,70.45561296385,2.0,0.0,21.542072950523657,42.90942537638573,-21.36735242586207
38860,7,859.1394764438,0.0,-170.5717118912,0.0,0.0,24.76045537125,6.0,0.0,20.870409618481993,42.90942537638573,-22.039015757903734
7233,153,399504.384874687,0.0,-11026.2011879301,0.0,0.28,44.713966295959,97.0,0.13333333333333333,49.84264279293579,71.92041438737473,-22.077771594438943
29367,2,198.8757270814,0.0,-114.693375156,0.0,,57.346687578,2.0,0.0,20.744638772807786,42.90942537638573,-22.16478660357794
6508,152,2226715.565635833,0.0,-18352.7361618436,0.0,0.2888889,-40.39900845721,123.0,0.0851063829787234,48.95777999458476,71.37096383792418,-22.413183843339418
46707,4,34682.7586206913,0.0,5924.1379310331,0.0,0.0,0.0,2.0,0.0,19.51516275267175,42.90942537638573,-23.394262623713978
30420,5,1632.050839229,0.0,-168.3067155646,0.0,0.0,17.505719074533,3.0,0.0,19.43564719780408,42.90942537638573,-23.473778178581647
49861,7,5751.0105535237,0.0,-562.2526275534,0.0,0.0,,,0.0,19.43325936026666,42.90942537638573,-23.476166016119066
5374,7,195338.9076901633,0.0,17757.364925163,0.0,0.0,-4813.405797096975,4.0,0.0,19.157826427025565,42.90942537638573,-23.75159894936016
46947,2,408.7766900199,0.0,-122.7410154913,0.0,0.0,61.37050774565,2.0,0.0,19.049484065162076,42.90942537638573,-23.85994131122365
53074,5,9896.5517241393,0.0,-1060.3448275872,0.0,0.0,,,0.0,19.030328957336256,42.90942537638573,-23.87909641904947
50074,13,2147.3673058192,0.0,170.9232730897,0.0,0.0,-18.292760970655,11.0,0.0,18.881553404273667,42.90942537638573,-24.02787197211206
54597,1,136.3326516702,0.0,-70.722563054,0.0,,70.722563054,1.0,0.0,18.76317735472665,42.90942537638573,-24.146248021659076
44848,5714,60564533.295775376,545080.6106086585,-878950.2900078645,0.620149531555,0.2,73.234687298086,4760.0,0.008017492711370262,67.82822896578423,91.976811734521,-24.14858276873676
36250,4,635.8383945971,0.0,-85.7025118238,0.0,0.0,21.42562795595,4.0,0.0,18.48907030052296,42.90942537638573,-24.420355075862766
36260,10,6271.6532159214,50.173225726,-2660.5595774868,0.018858147794,0.25,261.03863517589,10.0,0.0,42.03320710337262,66.47770731471172,-24.444500211339104
22017,28,94240.3810757556,0.0,-1751.7785076228,0.0,0.3571429,53.574958806573,15.0,0.16666666666666666,47.1433410494786,72.03030449726485,-24.88696344778625
55918,1,256609.0941134983,0.0,-35248.5019386673,0.0,0.0,,,0.0,17.894797821805124,42.90942537638573,-25.014627554580603
54046,1,67.9347826087,0.0,-67.9347826087,0.0,,67.9347826087,1.0,0.0,17.85912053517687,42.90942537638573,-25.050304841208856
47470,2,462534.9162011203,0.0,12805.5167597753,0.0,0.0,-6402.75837988765,2.0,0.0,17.011228893104086,42.90942537638573,-25.89819648328164
40881,2,22.7236576,0.0,0.0,,0.0,0.0,2.0,0.0,11.932745170254165,38.24175824175824,-26.309013071504076
30822,3,12662.9017557801,0.0,268.4859058093,0.0,,-89.495301936433,3.0,0.0,16.25015047550259,42.90942537638573,-26.659274900883137
44983,1,50.0,0.0,-50.0,0.0,,50.0,1.0,0.0,16.147655161739667,42.90942537638573,-26.76177021464606
50030,5,31.2918174737,0.0,-7.8891862662,0.0,0.0,2.9588804854,4.0,0.0,15.781930022960147,42.90942537638573,-27.12749535342558
56411,3,315.6240541024,0.0,-2.6329647183,0.0,0.0,0.8776549061,3.0,0.0,15.250020617811304,42.90942537638573,-27.659404758574425
45799,3,30362.4238312334,0.0,2793.8525926483,0.0,0.0,-931.284197549433,3.0,0.0,14.592356685499485,42.90942537638573,-28.31706869088624
49070,3,40.4586089976,0.0,-0.2987067367,0.0,0.0,3.9248675791,2.0,0.0,14.525674541352553,42.90942537638573,-28.383750835033176
29776,4,21.1148343647,0.0,-4.5374939282,0.0,0.0,1.85545467645,2.0,0.0,14.47201927642968,42.90942537638573,-28.437406099956046
54737,2,1120435.152125107,10083.916369138,-1837.276288503,5.4885138573,1.0,-4123.32004030285,2.0,0.0,40.62943918423512,69.12087912087912,-28.491439936644007
43156,4,19.1266140522,0.0,-6.6124076075,0.0,0.0,1.653101901875,4.0,0.0,14.358388775475236,42.90942537638573,-28.551036600910493
33563,4,134.6938033133,0.0,-41.177391313,0.0,0.0,-4.1783660917,1.0,0.0,14.334785618069263,42.90942537638573,-28.574639758316465
28285,76,950101.0485101776,0.0,-28803.4103389622,0.0,0.0540541,89.682491208203,38.0,0.2413793103448276,43.61726413129723,72.46986493682529,-28.852600805528056
56516,5,2.272822408,0.0,-0.6279986739,0.0,0.0,0.12559973478,5.0,0.0,13.696597515092428,42.90942537638573,-29.2128278612933
22896,2,16.8962350781,0.0,-9.7337006428,0.0,0.0,13.406795225,1.0,0.0,13.499130662695995,42.90942537638573,-29.41029471368973
51690,3,206.896551724,0.0,-193.448275862,0.0,0.0,,,0.0,13.24278316979047,42.90942537638573,-29.666642206595256
55148,2,1366.1488715556,0.0,-238.360533961,0.0,0.0,,,0.0,13.13289305990036,42.90942537638573,-29.776532316485365
42650,118,499800.8190288481,0.0,-12009.4260509384,0.0,0.0757576,40.249764448353,97.0,0.07407407407407407,41.16267227169869,71.04129350825386,-29.87862123655517
51154,2,706.2584477395,0.0,66.8856366065,0.0,0.0,-33.44281830325,2.0,0.0,12.50921682066948,42.90942537638573,-30.400208555716247
28131,2,210.2438632136,0.0,21.4128549928,0.0,0.0,-10.7064274964,2.0,0.0,12.447951794615719,42.90942537638573,-30.461473581770008
43147,2,5.5033955951,0.0,-5.5033955951,0.0,,2.75169779755,2.0,0.0,12.263667474935081,42.90942537638573,-30.645757901450644
32903,3,380.0060551936,0.0,274.3226357478,0.0,0.0,-91.4408785826,3.0,0.0,12.253322480268096,42.90942537638573,-30.65610289611763
43130,2,24.1966954836,0.0,1.2121088996,0.0,,-0.6060544498,2.0,0.0,12.100638016130972,42.90942537638573,-30.808787360254755
52815,1,6335.2826510724,0.0,-2436.6471734894,0.0,0.0,,,0.0,11.960731887739186,42.90942537638573,-30.94869348864654
54187,2,12.5436461865,0.0,-0.38011049,0.0,,0.190055245,2.0,0.0,11.837520851605356,42.90942537638573,-31.071904524780372
39604,2,645.8121789654,0.0,177.54136043,0.0,,-88.770680215,2.0,0.0,11.827890419439717,42.90942537638573,-31.081534956946008
46518,1,431.468396983,0.0,2.0659544454,0.0,,-2.0659544454,1.0,0.0,11.646116012313195,42.90942537638573,-31.263309364072533
7888,2,8.6237253055,0.0,-1.4372875509,0.0,,0.71864377545,2.0,0.0,11.627715007996699,42.90942537638573,-31.281710368389028
53485,1,13.4336378291,0.0,-13.4336378291,0.0,,13.4336378291,1.0,0.0,11.464341605186675,42.90942537638573,-31.44508377119905
43308,2,15.4906708728,0.0,5.1635569576,0.0,,-2.5817784788,2.0,0.0,11.343101343101344,42.90942537638573,-31.56632403328438
53921,1,4578.5044000984,0.0,-665.5743084068,0.0,0.0,,,0.0,11.30139122839853,42.90942537638573,-31.608034147987198
43152,2,90.84514263,0.0,-2.6331925391,0.0,0.0,,,0.0,11.081611008618308,42.90942537638573,-31.827814367767417
56207,2,87.370929309,0.0,86.9737887212,0.0,0.0,,,0.0,11.008350935358235,42.90942537638573,-31.90107444102749
46237,1,12.5350982751,0.0,-12.5350982751,0.0,,12.5350982751,1.0,0.0,10.85831226676297,42.90942537638573,-32.051113109622754
38068,2,866.325911808,0.0,866.325911808,0.0,,-433.162955904,2.0,0.0,10.78574008151473,42.90942537638573,-32.123685294870995
40514,2,41.1522633745,0.0,40.8093278464,0.0,0.0,,,0.0,10.275750202757502,42.90942537638573,-32.63367517362823
56034,24,31187118.18541348,280684.0636689432,-1028527.1577058306,0.272899030002,0.0833333,32982.36983496739,17.0,0.08333333333333333,63.09098837833288,95.7656000387278,-32.674611660394916
55456,53,1342203.7875621384,11901.5635114249,-77962.4591737666,0.152657620572,0.0576923,-458.11252646727,10.0,0.0,33.38040972769049,66.91823594907295,-33.53782622138246
44159,1,1.1149390686,0.0,-1.1149390686,0.0,0.0,1.1149390686,1.0,0.0,9.241017883456458,42.90942537638573,-33.66840749292927
38950,1,141.7769376181,0.0,-49.6219281664,0.0,0.0,,,0.0,8.590768517775818,42.90942537638573,-34.31865685860991
45749,1,224.2152466367,0.0,118.7021893959,0.0,0.0,-118.7021893959,1.0,0.0,8.529569707219549,42.90942537638573,-34.379855669166176
53971,1,2706.3599458731,0.0,500.6765899863,0.0,,-500.6765899863,1.0,0.0,8.504703434280898,42.90942537638573,-34.40472194210483
38233,1,13.6798905608,0.0,13.6798905608,0.0,0.0,-13.6798905608,1.0,0.0,8.367056164424316,42.90942537638573,-34.542369211961415
37656,1,11.8389897395,0.0,11.2470402526,0.0,0.0,-11.2470402526,1.0,0.0,8.213442172782155,42.90942537638573,-34.695983203603575
50858,1,68.1082921845,0.0,-1.7027073045,0.0,0.0,,,0.0,8.004687931695232,42.90942537638573,-34.9047374446905
40416,1,0.0044885761,0.0,0.0044885761,0.0,,-0.0044885761,1.0,0.0,7.934788216478357,42.90942537638573,-34.97463715990737
41569,1,40.6426831928,0.0,39.6207316742,0.0,,-39.6207316742,1.0,0.0,7.643639615470602,42.90942537638573,-35.26578576091512
54012,1,46.7835105039,0.0,-34.9611998333,0.0,0.0,,,0.0,7.638387565394865,42.90942537638573,-35.27103781099086
55677,1,48.7329434698,0.0,48.7329434698,0.0,,-48.7329434698,1.0,0.0,7.623690863127482,42.90942537638573,-35.28573451325825
33596,1,43.0551967622,0.0,-43.0551967622,0.0,0.0,,,0.0,7.565127492134792,42.90942537638573,-35.344297884250935
38490,1,475.5434782609,0.0,339.6739130435,0.0,,-339.6739130435,1.0,0.0,7.494023972897213,42.90942537638573,-35.41540140348852
56690,1,10.0,0.0,10.0,0.0,,-10.0,1.0,0.0,7.46702436843282,42.90942537638573,-35.44240100795291
26490,1,85.2079072937,0.0,85.2079072937,0.0,,-85.2079072937,1.0,0.0,7.437273211921099,42.90942537638573,-35.47215216446463
38244,1,13.1568848882,0.0,13.1568848882,0.0,,-13.1568848882,1.0,0.0,7.405458391373884,42.90942537638573,-35.50396698501184
44440,1,26.3319254004,0.0,-26.3319254004,0.0,0.0,,,0.0,7.052306979314278,42.90942537638573,-35.857118397071446
36245,1,3.3272334054,0.0,11.645316919,0.0,,-11.645316919,1.0,0.0,6.824364993379078,42.90942537638573,-36.08506038300665
46700,1,13.1891321551,0.0,12.5296755473,0.0,0.0,,,0.0,6.3929663199736195,42.90942537638573,-36.51645905641211
54110,1,10.0,0.0,-10.0,0.0,0.0,,,0.0,5.990035917043216,42.90942537638573,-36.91938945934251
42700,1,6.8587105624,0.0,6.5157750343,0.0,0.0,,,0.0,5.806885733893033,42.90942537638573,-37.102539642492694
55662,5,2053819.841117082,0.0,-72861.8990940025,0.0,0.0,,,0.4,30.60542053242783,73.12920559616595,-42.52378506373812
45245,5,8593.8791064382,0.0,680.320585907,0.0,0.25,-218.7494900256,3.0,0.5,25.834605235756673,73.34898581594616,-47.514380580189496
45340,1,6764630.761173192,60881.6768505553,-43644.8149441363,1.394934929349,0.0,-17236.8619064267,1.0,0.0,20.959792067019368,68.9006148036985,-47.94082273667914
4161,3,170.5579138873,1.364463311,-51.3568829593,0.026568265681,,16.6641398827,3.0,0.0,18.48561454195257,66.58783947330203,-48.102224931349454
56085,1,267698.5313516849,2409.2867821675,-28933.2512531876,0.083270516717,0.0,,,0.0,17.968057895065197,66.80810379048265,-48.84004589541745
4199,2,65.673545415,0.5253883633,-65.673545415,0.008,0.0,,,0.0,10.642050569057869,66.31250907682626,-55.67045850776839
29099,1,68.9655172414,0.5517241379,-68.9655172414,0.008,0.0,,,0.0,8.077948004955305,66.31250907682626,-58.23456107187096
33605,2,4032.2530431778,0.0,293.0792939205,0.0,0.0,-146.53964696025,2.0,1.0,11.86625649461056,73.73360120056155,-61.86734470595099
