lv3,线下规模,真实流水,退水支出,链下游戏输赢,退水消耗比,下线留存,新增会员质量,新增会员数,对打渗透率,赏,罚,综合分
13623,690,150335347.1294645,0.0,-1499110.85786976,0.0,0.3509934,2131.267405157638,613.0,0.003289473684210526,85.15546206303891,63.7885462555066,21.36691580753231
12404,1929,84145114.98505063,0.0,-1886794.4192918867,0.0,0.4265436,387.104978865451,1071.0,0.001440922190201729,84.03474280080633,62.68964515660551,21.34509764420082
37499,1743,2174729.1553933434,0.0,-6222.1512537945,0.0,0.4933775,2.151094176693,1014.0,0.0,64.16874351103816,42.90942537638573,21.259318134652432
3409,15,22387746.94578624,0.0,-365683.7269951839,0.0,0.6153846,85.50740090838,5.0,0.0,63.93665474034549,42.90942537638573,21.027229363959762
4316,1763,181795299.43372095,0.0,-3207266.998523409,0.0,0.4101338,615.560223660082,1146.0,0.006825938566552901,86.81230184777013,65.87645834341869,20.93584350435144
21641,2134,13155261.002879873,0.0,-359930.53800373,0.0,0.2369773,51.730082301723,1468.0,0.0,63.41376727518396,42.90942537638573,20.50434189879823
42300,74,373224.2846768583,0.0,-17984.234636898,0.0,0.5294118,253.438407679857,67.0,0.0,63.286722016546214,42.90942537638573,20.377296640160488
14040,258,3581246.224351357,0.0,-44117.8414581124,0.0,0.3225806,156.862407202268,193.0,0.0,63.19591985753187,42.90942537638573,20.286494481146143
33454,55,4375176.535784295,0.0,-56086.6555182774,0.0,0.4857143,111.434559425411,35.0,0.0,63.13856091819493,42.90942537638573,20.229135541809207
7485,580,196626463.51017743,0.0,-3557443.5552978422,0.0,0.4379747,1248.117007331135,334.0,0.01090909090909091,87.37628371765311,67.19513966210002,20.18114405555309
41554,288,2961284.4136367687,0.0,-74258.567353369,0.0,0.4909091,41.181407344638,175.0,0.0,62.97999488602964,42.90942537638573,20.07056950964391
1337,326,6582473.5,0.0,-75965.0,0.0,0.2867133,132.683955223881,268.0,0.0,62.93886941337337,42.90942537638573,20.02944403698764
55691,3,9299120.519667437,0.0,-313611.2316679055,0.0,1.0,,,0.0,62.66748660909244,42.90942537638573,19.758061232706716
3094,302,8389352.0,0.0,-244634.75,0.0,0.130137,525.467887931034,232.0,0.0,62.58290619630189,42.90942537638573,19.673480819916165
3140,299,11171430.048961774,0.0,-413947.3644236419,0.0,0.0988372,552.987903628432,184.0,0.0,62.232971100042136,42.90942537638573,19.32354572365641
22883,424,6186841.278471364,0.0,-128926.4741872617,0.0,0.2635135,112.766945394902,332.0,0.0,62.03223740722456,42.90942537638573,19.12281203083883
18767,63,1992675.371999014,0.0,-56405.0350464446,0.0,0.3666667,224.484104505733,43.0,0.0,61.96004211682221,42.90942537638573,19.05061674043648
6117,68,2359528.1057284046,0.0,-131791.8497659979,0.0,0.195122,2911.022703699544,45.0,0.0,61.94048814692384,42.90942537638573,19.031062770538114
15498,6,2086941.8828530847,0.0,-48903.9450667491,0.0,0.3333333,8150.65751112485,6.0,0.0,61.887511669304615,42.90942537638573,18.97808629291889
16416,120,1195718.6933020088,0.0,-62582.2408619219,0.0,0.3333333,282.341322339836,84.0,0.0,61.667215533515524,42.90942537638573,18.757790157129797
43978,2,907106.8531312116,0.0,-9289.1766225004,0.0,0.5,18291.9268314133,1.0,0.0,61.382492032486894,42.90942537638573,18.473066656101167
45467,29135,892216526.0,0.0,-17918466.5,0.0,0.3073023,467.82304012276,22157.0,0.007411524921252547,84.44618393497801,66.09623856319891,18.3499453717791
41336,43,1387703.7063712112,0.0,-87027.003758134,0.0,0.2727273,875.1955037589,33.0,0.0,61.05831884437827,42.90942537638573,18.148893467992544
22960,20386,291131568.29374975,0.0,-8508998.052547274,0.0,0.339043,171.558304883362,13096.0,0.0018222596019063638,80.84528883953168,62.90942537638573,17.93586346314595
38955,129,6062669.275293083,0.0,-301545.9250456336,0.0,0.0144928,3103.91871304604,96.0,0.0,60.84178475306263,42.90942537638573,17.932359376676906
36351,149,4588733.016609477,0.0,-141330.5962756077,0.0,0.1348315,729.632242519842,99.0,0.0,60.83629985038436,42.90942537638573,17.92687447399863
40973,194,8521094.0,0.0,-138336.1,0.0,0.1634615,334.420143884892,139.0,0.0,60.789261114130035,42.90942537638573,17.87983573774431
34412,825,74855334.68989708,0.0,-1416235.843917246,0.0,0.3957346,470.046131755151,566.0,0.004,81.91042003471324,64.22810669506704,17.6823133396462
4054,13,1765595.9554914867,0.0,-28703.2371168876,0.0,0.2727273,3748.7072240159,5.0,0.0,59.987922104967446,42.90942537638573,17.07849672858172
56563,56,783744.2876090212,0.0,-37758.5606474236,0.0,,674.260011561136,56.0,0.0,59.80584360866052,42.90942537638573,16.89641823227479
54935,10,1464050.745771642,0.0,-49041.3552629948,0.0,,4904.13552629948,10.0,0.0,59.755455811793844,42.90942537638573,16.846030435408117
51672,131,8798520.0,0.0,-77056.15,0.0,0.2807018,85.888349514563,103.0,0.0,59.29512881142366,42.90942537638573,16.385703435037932
21611,219,173795083.01423588,0.0,-4384557.53228504,0.0,0.5342466,6881.527742125906,125.0,0.23404255319148937,88.24436606537972,72.35997482693517,15.88439123844455
10857,3731,300467190.5,0.0,-1762296.8,0.0,0.3785942,225.556640478863,2673.0,0.009633911368015413,82.48555717610924,66.86546933242968,15.620087843679556
5453,98,1238648.582219608,0.0,-37217.3762829988,0.0,0.32,170.952249908931,49.0,0.0,58.378913759555275,42.90942537638573,15.469488383169548
4659,502,206408611.7849352,0.0,-6103506.39433729,0.0,0.4140127,753.515464330132,306.0,0.024096385542168676,84.74394372975641,69.50283196979233,15.241111759964085
20907,2041,87863270.04046078,0.0,-1493391.5009356693,0.0,0.2987208,419.374183742772,1229.0,0.0048,80.0968519332352,65.10722757418792,14.989624359047284
5188,13,126118.2214680258,0.0,-5742.5622815587,0.0,0.4285714,631.039535649722,9.0,0.0,57.79502393360727,42.90942537638573,14.885598557221542
447,55,5477115.479448327,0.0,-269109.5661647201,0.0,0.3636364,56.514835482528,32.0,0.0,57.75501408224756,42.90942537638573,14.845588705861836
12457,49,607251.439314981,0.0,-22362.2100053391,0.0,0.4827586,98.926898830527,33.0,0.0,57.62984043132085,42.90942537638573,14.720415054935124
33301,33,846650.2901449938,0.0,-25482.6136584751,0.0,0.5263158,85.494715252796,23.0,0.0,57.54952887830446,42.90942537638573,14.64010350191873
29231,1197,115210317.41681997,0.0,-1536426.8103199613,0.0,0.3778677,150.484350690264,749.0,0.002881844380403458,77.84700717876414,63.45887592583628,14.388131252927863
54377,409,24457444.853624824,0.0,-573212.3882416708,0.0,0.5793103,1228.076171439165,232.0,0.03333333333333333,84.47596302124933,70.16217262913298,14.313790392116346
31343,61,1598416.2707038037,0.0,-16018.1638021277,0.0,0.2222222,438.943621123306,47.0,0.0,57.04753224569201,42.90942537638573,14.138106869306284
34373,441,3167114.171930412,0.0,-51783.7495696676,0.0,0.2555066,50.429808267486,333.0,0.0,57.032593276296375,42.90942537638573,14.123167899910648
492,10270,109409277.09202848,0.0,-2518282.0411419915,0.0,0.379519,80.520775830521,6538.0,0.004070556309362279,77.97266002904945,64.33799680495716,13.634663224092293
7843,2,53634.2875637826,0.0,-8939.1429216304,0.0,1.0,907.8601423141,1.0,0.0,56.40034668049472,42.90942537638573,13.490921304108994
23740,302,2599743.17,0.0,-55557.573,0.0,0.0190476,401.134634517766,197.0,0.0,56.38138205990576,42.90942537638573,13.471956683520034
51174,30,5004110.638061752,0.0,-119156.0851630225,0.0,0.0555556,2455.160103818604,24.0,0.0,56.34599662357449,42.90942537638573,13.436571247188766
0,17,194195335.70582977,1709527.8993547405,-5936165.3304223325,0.28798522349,0.5,140887.49299016947,4.0,0.0,80.91287948540956,67.5790289006148,13.33385058479476
45950,1313,4384894.733252631,0.0,-190066.4691289758,0.0,0.1801153,47.103493059758,1135.0,0.0,56.1784218317579,42.90942537638573,13.268996455372175
38733,102,1169120.0941871596,0.0,-51544.4313560327,0.0,0.1866667,505.484856645029,63.0,0.0,56.137097712609176,42.90942537638573,13.22767233622345
55689,3,1394569.0787053297,0.0,-97649.3259539567,0.0,,32549.775317985568,3.0,0.0,56.09898708490258,42.90942537638573,13.189561708516855
41606,207,1978947.4884406873,0.0,-60646.0208195744,0.0,0.1428571,267.782771095566,154.0,0.0,55.94472223571637,42.90942537638573,13.035296859330643
50851,87,327191476.05543333,0.0,-3446551.193516463,0.0,0.4,38254.1643624808,72.0,0.04918032786885246,83.69871766628218,70.71162317858352,12.987094487698656
4330,2437,109189761.93983155,0.0,-2397879.209505664,0.0,0.260223,501.33283021169,1699.0,0.008645533141210375,79.2808027276517,66.53579900275935,12.745003724892356
18764,1267,1955572.168392804,0.0,-63474.2792221854,0.0,0.2215385,39.769151993025,897.0,0.0,55.65440274060609,42.90942537638573,12.744977364220361
7591,2555,29311966.92789826,0.0,-713348.6286759161,0.0,0.4042428,220.741124392237,1525.0,0.009787928221859706,79.60730036215797,66.9753594423198,12.631940919838172
43525,1016,58980407.691132344,0.0,-1088771.262010067,0.0,0.2735043,754.391498312073,704.0,0.00796812749003984,78.83567642049188,66.20612867308903,12.629547747402853
4534,27,995350.3051670516,0.0,-34630.6705274811,0.0,0.2,1031.24608105336,20.0,0.0,55.19976587957466,42.90942537638573,12.290340503188936
36816,23,41256.5126432996,0.0,-8715.6652381292,0.0,0.3529412,586.545980081243,14.0,0.0,55.142900261384895,42.90942537638573,12.233474884999168
275,1972,58331486.0,0.0,-1602425.05,0.0,0.2178703,575.28605313093,1581.0,0.0038240917782026767,76.24073751888083,64.00832647528682,12.232411043594013
49033,159,874624.8966010844,0.0,-24787.3777513188,0.0,0.2315789,198.539325763091,109.0,0.0,55.092476061685474,42.90942537638573,12.183050685299747
37174,1343,26404073.5,0.0,-798850.6,0.0,0.2803279,509.827024482109,1062.0,0.0032258064516129032,75.84024453665658,63.6786561456165,12.161588391040084
24241,42,292761.5146381021,0.0,-7241.0902320603,0.0,0.4166667,100.788382974788,32.0,0.0,54.8118648254867,42.90942537638573,11.902439449100974
3059,551,33985782.2122612,0.0,-881578.5846797257,0.0,0.3312303,503.28256171384,405.0,0.006666666666666667,77.50838740095448,65.65667812363847,11.851709277316004
14334,26363,342231317.55061823,0.0,-6747548.703351745,0.0,0.2461845,115.382074726539,16218.0,0.0022609389546482243,74.84592657950323,63.01931548627584,11.826611093227385
43550,696,16108698.7282227,0.0,-172296.011386721,0.0,0.2267574,-45.439051618726,410.0,0.0,54.660908554452305,42.90942537638573,11.751483178066579
46664,507,2571535.9264450846,0.0,-53926.2239668092,0.0,0.1877023,65.206845805608,332.0,0.0,54.483020149721085,42.90942537638573,11.573594773335358
5244,88,22858312.563857634,179576.4438177034,-890504.9208493083,0.201656879837,0.4310345,4433.17126531587,53.0,0.0,78.79296177589588,67.24863242484388,11.544329351052
21787,22,923100.6963457356,0.0,-21534.9721298844,0.0,0.4285714,97.117625616118,11.0,0.0,54.2768636900949,42.90942537638573,11.367438313709172
25655,726,38009085.61535289,0.0,-865898.8873657206,0.0,0.3167421,290.192212687521,484.0,0.004132231404958678,75.7785916321436,64.44788691484726,11.330704717296342
26555,8,52789904.78100714,195985.99846017,-993607.8625849364,0.197246827285,0.6666667,82937.95430560154,5.0,0.0,78.35266512042496,67.13850026625357,11.214164854171386
4802,687,46473389.32202373,0.0,-681275.8527959106,0.0,0.3861893,390.985377331865,466.0,0.014134275618374558,79.70129122103009,68.51382098078133,11.187470240248757
6397,27008,610311099.9022905,0.0,-10899597.812877472,0.0,0.290374,155.87507728041,16073.0,0.010921004732435385,78.44150435082892,67.30502977199012,11.1364745788388
14801,41,940596.140247932,0.0,-21858.9817827377,0.0,0.137931,886.825398905044,27.0,0.0,53.912785151861954,42.90942537638573,11.003359775476227
57090,1,1842694.6933149577,0.0,-352773.9490006913,0.0,,352773.9490006913,1.0,0.0,53.6996336996337,42.90942537638573,10.790208323247974
39598,1216,15516308.484327162,0.0,-932793.2478032812,0.0,0.3,569.203733124723,903.0,0.005,76.07002580709788,65.32700779396815,10.743018013129728
56680,1288,26692948.623567563,266929.4862368081,-641067.8922313536,0.416382553972,,290.480128878654,1288.0,0.0,78.85225885225886,68.23982185215665,10.612437000102204
29024,47,2127977.9939759774,0.0,-105679.827108595,0.0,0.1470588,352.982013411767,24.0,0.0,53.46866525750046,42.90942537638573,10.559239881114735
34410,952,85175301.59712932,0.0,-1632604.9630778767,0.0,0.2878505,547.017288931527,622.0,0.014234875444839857,79.061400971805,68.62371109067145,10.43768988113355
488,417,27472408.53200381,0.0,-835644.513621717,0.0,0.3533835,775.592180538008,275.0,0.012987012987012988,78.39544190089065,67.96437043133078,10.431071469559868
21400,88,1796733.2885110949,0.0,-15571.7598238852,0.0,0.2916667,52.777620157904,69.0,0.0,53.26423636334195,42.90942537638573,10.354810986956224
23514,500,47625896.86892125,0.0,-695936.7974585748,0.0,0.4793651,194.139076683324,295.0,0.011494252873563218,77.7842518332906,67.52480999177034,10.259441841520257
55354,507,1405254.27478206,0.0,-49601.382865939,0.0,0.146402,86.121253941657,318.0,0.0,53.144488303581554,42.90942537638573,10.235062927195827
33022,7431,96357248.29492879,0.0,-2032584.6767331783,0.0,0.2509513,167.658337748714,4637.0,0.004694835680751174,74.98275353035301,64.8874473544077,10.09530617594531
33729,6864,62430165.6574536,0.0,-1153622.1613089894,0.0,0.3640113,50.983815619073,4262.0,0.0044943820224719105,74.74983063268249,64.66766713462748,10.08216349805501
43373,104,373455.0275984853,0.0,-10151.3880167531,0.0,0.3061224,84.666482347468,82.0,0.0,52.732748728944884,42.90942537638573,9.823323352559157
24549,848,1724399.0219837995,0.0,-48943.4680263045,0.0,0.1273585,60.177256436065,805.0,0.0,52.73154084529638,42.90942537638573,9.822115468910653
46633,61,6613328.0,0.0,808467.65,0.0,0.0555556,277.737,50.0,0.0,52.60289700019319,42.90942537638573,9.693471623807461
41503,352,7589291.428879331,0.0,-183581.9868292949,0.0,0.1764706,25.645526751257,217.0,0.0,52.589475652341896,42.90942537638573,9.68005027595617
46315,180,227327.0072555076,0.0,-14946.6780360843,0.0,0.3,74.32638491597,137.0,0.0,52.5419341804147,42.90942537638573,9.632508804028973
152,27,342286.0,0.0,-5705.8,0.0,0.25,449.305263157895,19.0,0.0,52.516233466680674,42.90942537638573,9.606808090294948
55636,30,28023723.9844936,0.0,-628928.302127479,0.0,0.8695652,14671.108969123989,9.0,0.07142857142857142,80.45471782595254,70.93140339836374,9.5233144275888
38326,1501,54976853.08999545,0.0,-1766499.609593263,0.0,0.1900552,658.076753508425,991.0,0.005141388174807198,74.74389383277017,65.43689790385825,9.306995928911917
41620,63,507575.667954955,0.0,-23757.3740059819,0.0,0.1538462,461.651087689464,44.0,0.0,52.19711587887798,42.90942537638573,9.287690502492254
26556,26,56249580.76392573,0.0,-1253062.3318411713,0.0,0.9230769,31498.751665117183,17.0,0.2916666666666667,82.08233115707158,72.79953526649561,9.282795890575969
51870,21,13909214.832174107,111273.7186572847,-447767.9969661802,0.248507529371,0.9090909,5703.256525909018,11.0,0.0,76.53331838306651,67.35876458343418,9.174553799632335
38479,6535,129593691.5,0.0,-2260208.15,0.0,0.2936635,180.471090617482,4988.0,0.01476510067114094,77.79508889383465,68.73360120056155,9.061487693273094
4786,313,1317760.2103236285,0.0,-58022.0309093306,0.0,0.2242991,40.249575847151,159.0,0.0,51.011342243993624,42.90942537638573,8.101916867607898
26933,177,1206536.8457844048,0.0,-23792.6413039266,0.0,0.2586207,36.919760985281,116.0,0.0,51.00801138479765,42.90942537638573,8.098586008411921
40961,5346,64216484.6109098,0.0,-2061279.49534636,0.0,0.1947027,136.650836047417,2987.0,0.0004916420845624386,70.12650015759915,62.03030449726485,8.096195660334303
51431,9,29148.0,0.0,-1572.25,0.0,0.5,174.694444444444,9.0,0.0,50.86025605250444,42.90942537638573,7.950830676118713
13120,225,78045941.21641204,0.0,-2119959.703363005,0.0,0.2635659,8716.80834597751,153.0,0.04395604395604396,78.42309612870937,70.4918429588033,7.931253169906071
39429,28236,168498482.902004,0.0,-3490584.7053859783,0.0,0.2346166,53.738595431564,19436.0,0.00233341975628727,70.88360972497911,63.129205596165946,7.754404128813164
29225,376,57322761.496165685,0.0,-1082258.6765173425,0.0,0.4071146,263.490317408989,219.0,0.025210084033613446,77.29542988795585,69.72261218957254,7.572817698383304
36024,7,343121.7496560279,0.0,-14140.1440277842,0.0,0.2857143,452.9297857564,3.0,0.0,50.29456544620521,42.90942537638573,7.385140069819485
21218,327,1170056.213708326,0.0,-10225.5896915394,0.0,0.2552083,8.877715698944,241.0,0.0,50.20544942874541,42.90942537638573,7.296024052359684
55893,12,33359452.59139658,0.0,-883625.906932794,0.0,1.0,48700.99234519341,9.0,0.18181818181818182,79.36828250054322,72.14019460715495,7.228087893388263
4204,18946,317221587.9637283,0.0,-5985637.943375341,0.0,0.227379,40.873842655303,13478.0,0.0011446886446886447,69.7332930768214,62.579755046715405,7.153538030105992
42197,64,1719200.4187158276,0.0,11187.0034591075,0.0,0.2580645,44.94574717024,53.0,0.0,49.8582144184591,42.90942537638573,6.948789042073372
29045,33,66535.6833089433,0.0,-5065.1921409406,0.0,0.3684211,86.338093141254,28.0,0.0,49.8546670251718,42.90942537638573,6.945241648786073
43537,86,104439.7766212501,0.0,-6944.3137752183,0.0,0.2962963,85.782982254062,66.0,0.0,49.81817914787998,42.90942537638573,6.908753771494254
30727,3855,23074765.78889141,0.0,-536237.723721789,0.0,0.2955975,79.723957147584,2844.0,0.0025220680958385876,70.16698920831747,63.348985815946165,6.81800339237131
46275,9,27178.6009730253,0.0,-1578.8870184332,0.0,0.5,133.344983731763,8.0,0.0,49.576657022426524,42.90942537638573,6.667231646040797
6518,19190,76096547.0653784,0.0,-1550980.6147911253,0.0,0.2315741,48.809264976753,13636.0,0.000576923076923077,68.73102455270646,62.25008471704507,6.480939835661388
53709,420,1147998.0195505368,0.0,-38128.3495311001,0.0,0.1659389,45.3593076521,343.0,0.0,49.37740611740817,42.90942537638573,6.467980741022444
22144,681,9688039.72632648,0.0,-299573.045466064,0.0,0.3255208,512.342878217768,473.0,0.012422360248447204,74.10125077622764,67.74459021155056,6.356660564677085
6548,928,28555802.33180745,0.0,-37799.1196311492,0.0,0.3107143,175.617374054356,593.0,0.008097165991902834,72.69924149049265,66.42590889286924,6.2733325976234084
4319,10542,105526204.18402702,0.0,-2329878.39699292,0.0,0.2026134,98.395817399547,6672.0,0.0044728434504792336,70.77468177961649,64.55777702473738,6.21690475487911
