dealer_id,在桌洗码量,客群广度,n_rounds,n_tables,桌面输赢,当值时长,节奏稳定度,特定玩家复现率
2239,52546087.1028077524,40867,25938,6,-1372633.2597075613,25938,0.07149169216231327,0.0593723
2201,52525734.7407654393,43481,27611,6,-1292125.8323287167,27611,0.07752921433453981,0.0681250
2241,52487025.6414623076,40514,26725,5,-1473315.1665182277,26725,0.06816980582156192,0.0546679
1221,52310661.6568181506,41799,24823,7,-1073538.0311409816,24823,0.1368738603699263,0.1345929
987,51585251.7948062553,41034,24274,7,-764049.6568612266,24274,0.13675096065953865,0.1315399
1714,51451799.9442793724,41364,24992,7,-1437459.9381234033,24992,0.13924379522296837,0.0975512
1004,51170992.8204524191,43082,23773,7,-673052.7954627658,23773,0.13816058789844532,0.1196736
2250,50518460.4712775214,40241,25161,6,-241410.8421462795,25161,0.06616534249015024,0.0631135
1302,49154143.9197979560,39844,23750,7,-209787.9997849173,23750,0.08590418602586247,0.0731368
1947,48577537.8068364092,42195,24965,7,-789270.5193755406,24965,0.13627086648324757,0.1123974
2261,48443208.6069912836,39687,23587,8,-923500.7110793579,23587,0.1382445720179376,0.1048883
2117,46645254.1967330762,40906,25705,6,-975622.2621309911,25705,0.076453520398593,0.0413927
2248,46173235.4017918986,38208,22907,5,-941220.9669635363,22907,0.06942138274134589,0.0380670
1990,44926817.7694944240,37849,21529,7,-731617.2957005190,21529,0.13951716992295468,0.1006549
1750,44763596.8106870751,34599,22195,7,-1017283.6120032192,22195,0.13859227515839728,0.1150710
2218,42975044.9258298621,37014,21687,6,-826020.8364778355,21687,0.07308494542033786,0.0558399
471,42570151.2044290986,38647,20270,7,-597080.9600416690,20270,0.13777133283282414,0.1237790
2254,41797584.7326213024,36965,20512,5,509062.1311880019,20512,0.07493543264788359,0.0607937
1702,40009121.5203690553,33463,19153,8,-217109.3469005062,19153,0.1391994236051269,0.0887589
1078,38738810.9822572523,31901,19351,7,-837821.1301058629,19351,0.13735066702035625,0.0797375
2281,38266039.9271700626,31642,9072,4,-990565.9601001389,9072,0.13250007231719382,0.1347002
1940,37958481.8094429294,34385,18724,7,-221288.8522117544,18724,0.13709897434518561,0.0949049
2280,32582047.2588565355,27891,16073,5,-448044.6423330184,16073,0.07007809496023613,0.1098115
2288,29677459.7536388185,23190,6535,4,-731439.4980308162,6535,0.13158433416906307,0.1563887
2202,28988379.2203118199,29481,6874,4,-656606.7193162268,6874,0.13190062639493932,0.1859180
