源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,sn,time,member,money,op_code,op_lv,op_aid,memo,site,subtotal,来源库,来源表,ODS表名,同步时间
4127322340,2026-03-23,4127322340,2026-03-23T06:55:14Z,143411110,-20,502,7,143411110,101_114585274_38,0,208,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322354,2026-03-23,4127322354,2026-03-23T06:55:15Z,146732420,44,501,7,146732420,101_114585283_26,0,54.18,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322363,2026-03-23,4127322363,2026-03-23T06:55:17Z,143178930,-303,502,7,143178930,107_114585255_34,0,0.57,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322368,2026-03-23,4127322368,2026-03-23T06:55:19Z,147125483,-390,502,7,147125483,101_114585292_7,0,0.88,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322377,2026-03-23,4127322377,2026-03-23T06:55:20Z,119916094,-100,502,7,119916094,101_114585275_38,0,2566.33,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322382,2026-03-23,4127322382,2026-03-23T06:55:21Z,110449804,146.25,501,7,110449804,101_114585284_23,0,1547.84,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322389,2026-03-23,4127322389,2026-03-23T06:55:22Z,109228103,39200,501,7,109228103,108_114585256_51,0,431612.19,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322396,2026-03-23,4127322396,2026-03-23T06:55:23Z,115183181,-1000,502,7,115183181,101_114585275_38,0,14057.16,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322404,2026-03-23,4127322404,2026-03-23T06:55:26Z,119916094,-250,502,7,119916094,101_114585275_38,0,2316.33,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322410,2026-03-23,4127322410,2026-03-23T06:55:27Z,137149511,-50,502,7,137149511,104_114585259_57,0,9950,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322427,2026-03-23,4127322427,2026-03-23T06:55:29Z,127684170,196,501,7,127684170,108_114585252_52,0,699.68,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322433,2026-03-23,4127322433,2026-03-23T06:55:29Z,115437044,1960,501,7,115437044,108_114585252_52,0,2190.28,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322438,2026-03-23,4127322438,2026-03-23T06:55:29Z,119916094,-10,502,7,119916094,101_114585275_38,0,2306.33,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322446,2026-03-23,4127322446,2026-03-23T06:55:30Z,4725699,430,501,7,4725699,101_114585285_35,0,11117.04,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322452,2026-03-23,4127322452,2026-03-23T06:55:31Z,132695464,200,501,7,132695464,101_114585272_41,0,1000.38,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322459,2026-03-23,4127322459,2026-03-23T06:55:33Z,138855232,-800,502,7,138855232,101_114585283_27,0,202.32,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322465,2026-03-23,4127322465,2026-03-23T06:55:34Z,143323001,-20,502,7,143323001,101_114585286_26,0,180.53,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322471,2026-03-23,4127322471,2026-03-23T06:55:35Z,142056207,43.72,121,5,53655,626036775697696,0,43.72,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322484,2026-03-23,4127322484,2026-03-23T06:55:36Z,7859513,100,501,7,7859513,101_114585292_7,0,1785.5,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322490,2026-03-23,4127322490,2026-03-23T06:55:37Z,55103857,-6000,502,7,55103857,101_114585267_51,0,92446.41,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322501,2026-03-23,4127322501,2026-03-23T06:55:39Z,5860586,-100,502,7,5860586,101_114585288_15,0,800.9,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322515,2026-03-23,4127322515,2026-03-23T06:55:43Z,146807705,195,501,7,146807705,101_114585274_38,0,109453.1,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322522,2026-03-23,4127322522,2026-03-23T06:55:44Z,145506541,-30,502,7,145506541,101_114585295_4,0,2009.62,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322529,2026-03-23,4127322529,2026-03-23T06:55:45Z,132955308,122.85,501,7,132955308,101_114585275_38,0,706.46,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322536,2026-03-23,4127322536,2026-03-23T06:55:47Z,133526212,-10,502,7,133526212,101_114585287_23,0,50.45,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322543,2026-03-23,4127322543,2026-03-23T06:55:48Z,83688268,-30,502,7,83688268,101_114585284_24,0,1143.22,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322548,2026-03-23,4127322548,2026-03-23T06:55:49Z,147662600,-60,502,7,147662600,101_114585287_23,0,91,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322557,2026-03-23,4127322557,2026-03-23T06:55:50Z,121736427,-500,502,7,121736427,101_114585292_8,0,206450.55,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322560,2026-03-23,4127322560,2026-03-23T06:55:50Z,127270458,150,501,7,127270458,103_114585260_33,0,150,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322574,2026-03-23,4127322574,2026-03-23T06:55:54Z,147664374,5608.83,121,5,43049,639098025545413734rs4e4185729,0,5608.83,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322581,2026-03-23,4127322581,2026-03-23T06:55:56Z,146882220,-200,502,7,146882220,101_114585274_39,0,2866.77,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322595,2026-03-23,4127322595,2026-03-23T06:55:58Z,135719713,-1200,502,7,135719713,108_114585256_52,0,12510.43,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322605,2026-03-23,4127322605,2026-03-23T06:56:00Z,142076463,-70,502,7,142076463,101_114585274_39,0,11005.2,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322611,2026-03-23,4127322611,2026-03-23T06:56:01Z,127130139,-150,502,7,127130139,108_114585252_53,0,1935.76,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322626,2026-03-23,4127322626,2026-03-23T06:56:02Z,142008133,1,121,5,30105,"",0,1021,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322632,2026-03-23,4127322632,2026-03-23T06:56:03Z,116102991,280,501,7,116102991,107_114585255_34,0,280,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322639,2026-03-23,4127322639,2026-03-23T06:56:03Z,146937397,-204,502,7,146937397,108_114585252_53,0,0.08,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322647,2026-03-23,4127322647,2026-03-23T06:56:04Z,111304225,60000,501,7,111304225,101_114585267_51,0,189570.15,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322653,2026-03-23,4127322653,2026-03-23T06:56:05Z,146790863,-400,502,7,146790863,108_114585252_53,0,2583.41,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322658,2026-03-23,4127322658,2026-03-23T06:56:06Z,142006056,-50,502,7,142006056,108_114585256_52,0,955.96,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322664,2026-03-23,4127322664,2026-03-23T06:56:06Z,142038890,20,501,7,142038890,104_114585259_57,0,350.5,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322670,2026-03-23,4127322670,2026-03-23T06:56:06Z,142590874,-2,502,7,142590874,108_114585256_52,0,400.34,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322685,2026-03-23,4127322685,2026-03-23T06:56:09Z,144458193,-20,502,7,144458193,108_114585252_53,0,859.13,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322691,2026-03-23,4127322691,2026-03-23T06:56:10Z,142070977,-60,502,7,142070977,101_114585292_8,0,311.1,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322700,2026-03-23,4127322700,2026-03-23T06:56:11Z,99893986,-100,502,7,99893986,108_114585254_55,0,1537.8,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322714,2026-03-23,4127322714,2026-03-23T06:56:14Z,147503158,-90,502,7,147503158,101_114585274_39,0,202.8,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322723,2026-03-23,4127322723,2026-03-23T06:56:15Z,97734904,0.98,121,5,43049,639098025758290781a54d1086210,0,0.98,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322728,2026-03-23,4127322728,2026-03-23T06:56:16Z,56663505,-20,502,7,56663505,101_114585278_47,0,9.99,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322737,2026-03-23,4127322737,2026-03-23T06:56:17Z,95696660,-1e+05,502,7,95696660,108_114585252_53,0,275665.84,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322742,2026-03-23,4127322742,2026-03-23T06:56:18Z,118610627,-20,502,7,118610627,101_114585267_52,0,50.04,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322749,2026-03-23,4127322749,2026-03-23T06:56:18Z,126006835,-50,502,7,126006835,101_114585274_39,0,607.86,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322756,2026-03-23,4127322756,2026-03-23T06:56:19Z,68802848,-10,502,7,68802848,101_114585286_27,0,866.3,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322761,2026-03-23,4127322761,2026-03-23T06:56:19Z,142024819,-250,502,7,142024819,101_114585276_52,0,3322.9,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322775,2026-03-23,4127322775,2026-03-23T06:56:22Z,147660420,-10,502,7,147660420,101_114585293_7,0,1453,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322780,2026-03-23,4127322780,2026-03-23T06:56:22Z,143445607,199.6,501,7,143445607,108_114585256_52,0,200.48,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322794,2026-03-23,4127322794,2026-03-23T06:56:23Z,121018818,-100,502,7,121018818,102_114585264_66,0,1238,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322806,2026-03-23,4127322806,2026-03-23T06:56:24Z,124913301,600,501,7,124913301,101_114585292_8,0,1000.49,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322812,2026-03-23,4127322812,2026-03-23T06:56:25Z,68802848,-20,502,7,68802848,101_114585286_27,0,806.3,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322819,2026-03-23,4127322819,2026-03-23T06:56:25Z,134465557,1000,501,7,134465557,101_114585284_24,0,10502.58,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322825,2026-03-23,4127322825,2026-03-23T06:56:26Z,147447462,-20,502,7,147447462,101_114585267_52,0,268.57,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322831,2026-03-23,4127322831,2026-03-23T06:56:28Z,147447462,-20,502,7,147447462,101_114585267_52,0,248.57,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322844,2026-03-23,4127322844,2026-03-23T06:56:32Z,136973351,60000,501,7,136973351,101_114585276_52,0,969784,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322850,2026-03-23,4127322850,2026-03-23T06:56:32Z,146805124,-500,502,7,146805124,101_114585267_52,0,17000.35,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322867,2026-03-23,4127322867,2026-03-23T06:56:33Z,142008133,-1,122,5,30105,"",0,1020,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322873,2026-03-23,4127322873,2026-03-23T06:56:35Z,77036487,-400,502,7,77036487,104_114585259_58,0,200.65,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322878,2026-03-23,4127322878,2026-03-23T06:56:36Z,142112730,-20,502,7,142112730,107_114585255_35,0,1001.73,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322886,2026-03-23,4127322886,2026-03-23T06:56:38Z,115183181,-1000,502,7,115183181,101_114585288_16,0,16007.16,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322892,2026-03-23,4127322892,2026-03-23T06:56:38Z,77036487,-100,502,7,77036487,104_114585259_58,0,100.65,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322899,2026-03-23,4127322899,2026-03-23T06:56:39Z,141645044,-2010.83,122,5,43049,639098025997357592u53u7136382,0,0,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322903,2026-03-23,4127322903,2026-03-23T06:56:40Z,123521207,-200,502,7,123521207,101_114585292_9,0,805.91,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322908,2026-03-23,4127322908,2026-03-23T06:56:42Z,37110200,-20,502,7,37110200,107_114585255_35,0,32.365,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322917,2026-03-23,4127322917,2026-03-23T06:56:43Z,37110200,-10,502,7,37110200,107_114585255_35,0,22.365,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322920,2026-03-23,4127322920,2026-03-23T06:56:43Z,147579985,0.2,121,5,55805,3b21a58fec644ca59dbc879280346b15,0,0.2,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322934,2026-03-23,4127322934,2026-03-23T06:56:44Z,130799648,-500,502,7,130799648,101_114585292_9,0,3246.12,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322941,2026-03-23,4127322941,2026-03-23T06:56:46Z,112177662,390,501,7,112177662,101_114585286_27,0,3558.47,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322955,2026-03-23,4127322955,2026-03-23T06:56:48Z,146805124,300,501,7,146805124,101_114585282_18,0,300,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322962,2026-03-23,4127322962,2026-03-23T06:56:48Z,118955144,100,501,7,118955144,101_114585283_28,0,650.59,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322969,2026-03-23,4127322969,2026-03-23T06:56:50Z,146805124,1000,501,7,146805124,101_114585267_52,0,1300,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322976,2026-03-23,4127322976,2026-03-23T06:56:50Z,80580852,-15000,502,7,80580852,101_114585284_25,0,9250.7,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322983,2026-03-23,4127322983,2026-03-23T06:56:52Z,142590874,-400,502,7,142590874,108_114585256_53,0,0.34,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322988,2026-03-23,4127322988,2026-03-23T06:56:53Z,137975512,-50,502,7,137975512,101_114585287_25,0,2398.25,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127322997,2026-03-23,4127322997,2026-03-23T06:56:54Z,147663199,-200,502,7,147663199,101_114585272_43,0,504.68,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323000,2026-03-23,4127323000,2026-03-23T06:56:55Z,123019959,-30,502,7,123019959,101_114585284_25,0,10170,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323014,2026-03-23,4127323014,2026-03-23T06:56:57Z,4725699,-215,502,7,4725699,101_114585285_38,0,10991.29,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323023,2026-03-23,4127323023,2026-03-23T06:56:58Z,124197876,-500,502,7,124197876,101_114585292_9,0,7820,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323028,2026-03-23,4127323028,2026-03-23T06:56:58Z,103833418,-10,502,7,103833418,101_114585285_38,0,4440.71,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323037,2026-03-23,4127323037,2026-03-23T06:57:00Z,132951581,-20,502,7,132951581,101_114585295_6,0,2006.08,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323042,2026-03-23,4127323042,2026-03-23T06:57:00Z,146882220,-100,502,7,146882220,101_114585274_40,0,2566.77,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323049,2026-03-23,4127323049,2026-03-23T06:57:01Z,147541149,-20,502,7,147541149,101_114585282_19,0,25.01,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323056,2026-03-23,4127323056,2026-03-23T06:57:01Z,5785828,500,501,7,5785828,104_114585259_58,0,3050.8,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323061,2026-03-23,4127323061,2026-03-23T06:57:03Z,131389355,-40,502,7,131389355,101_114585283_29,0,1604.82,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323075,2026-03-23,4127323075,2026-03-23T06:57:05Z,132695464,-100,502,7,132695464,101_114585288_17,0,800.38,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323080,2026-03-23,4127323080,2026-03-23T06:57:06Z,124403027,-50,502,7,124403027,101_114585267_53,0,3385.11,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323094,2026-03-23,4127323094,2026-03-23T06:57:08Z,142595756,-150,502,7,142595756,108_114585252_54,0,6540.96,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323105,2026-03-23,4127323105,2026-03-23T06:57:09Z,122560590,487.5,501,7,122560590,101_114585285_38,0,2644.7,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323111,2026-03-23,4127323111,2026-03-23T06:57:11Z,81983220,-1000,502,7,81983220,101_114585294_6,0,61436,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323126,2026-03-23,4127323126,2026-03-23T06:57:12Z,147013506,195,501,7,147013506,101_114585292_9,0,311.6,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323132,2026-03-23,4127323132,2026-03-23T06:57:13Z,146790863,-200,502,7,146790863,108_114585252_54,0,2313.41,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323139,2026-03-23,4127323139,2026-03-23T06:57:14Z,141530205,-400,502,7,141530205,101_114585282_19,0,8480,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323147,2026-03-23,4127323147,2026-03-23T06:57:15Z,110449804,502,501,7,110449804,101_114585272_43,0,502.84,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323153,2026-03-23,4127323153,2026-03-23T06:57:15Z,147626457,50,501,7,147626457,101_114585272_43,0,50.87,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323158,2026-03-23,4127323158,2026-03-23T06:57:16Z,131389355,-100,502,7,131389355,101_114585283_29,0,1304.82,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323164,2026-03-23,4127323164,2026-03-23T06:57:17Z,126006835,-50,502,7,126006835,101_114585274_40,0,657.86,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323170,2026-03-23,4127323170,2026-03-23T06:57:17Z,106065792,19.5,501,7,106065792,101_114585295_6,0,201.21,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323185,2026-03-23,4127323185,2026-03-23T06:57:19Z,65586169,-200,502,7,65586169,108_114585252_54,0,507.02,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323191,2026-03-23,4127323191,2026-03-23T06:57:20Z,132955308,-5,502,7,132955308,101_114585275_40,0,686.46,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323201,2026-03-23,4127323201,2026-03-23T06:57:21Z,99893986,-100,502,7,99893986,108_114585254_56,0,1629.8,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323215,2026-03-23,4127323215,2026-03-23T06:57:22Z,118955144,-50,502,7,118955144,101_114585267_53,0,550.59,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323222,2026-03-23,4127323222,2026-03-23T06:57:23Z,135854159,300,501,7,135854159,108_114585256_53,0,2305.77,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323229,2026-03-23,4127323229,2026-03-23T06:57:23Z,147664405,935.08,121,5,54196,126039121130572,0,935.08,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323236,2026-03-23,4127323236,2026-03-23T06:57:25Z,127270458,240,501,7,127270458,103_114585260_34,0,240,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323243,2026-03-23,4127323243,2026-03-23T06:57:25Z,147664406,148.7,121,5,43049,639098026456351009z26z6268771,0,148.7,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323248,2026-03-23,4127323248,2026-03-23T06:57:26Z,147654993,-20,502,7,147654993,101_114585285_39,0,1376.58,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323257,2026-03-23,4127323257,2026-03-23T06:57:27Z,147536159,39,501,7,147536159,101_114585274_40,0,97.07,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323260,2026-03-23,4127323260,2026-03-23T06:57:27Z,54585191,242,501,7,54585191,101_114585274_40,0,5909.4,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323274,2026-03-23,4127323274,2026-03-23T06:57:30Z,142024819,-150,502,7,142024819,101_114585285_39,0,3517.9,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323281,2026-03-23,4127323281,2026-03-23T06:57:31Z,147086210,295,501,7,147086210,107_114585255_35,0,1140.305,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323295,2026-03-23,4127323295,2026-03-23T06:57:32Z,147164982,-81,502,7,147164982,108_114585254_56,0,0.945,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323304,2026-03-23,4127323304,2026-03-23T06:57:34Z,145344787,159.71,121,5,48363,639098422544729750,0,159.86,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323310,2026-03-23,4127323310,2026-03-23T06:57:35Z,129246198,-30000,502,7,129246198,101_114585295_7,0,1228800,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323327,2026-03-23,4127323327,2026-03-23T06:57:37Z,139533661,78,501,7,139533661,101_114585267_53,0,197.1,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323333,2026-03-23,4127323333,2026-03-23T06:57:38Z,136756798,-95,502,7,136756798,101_114585292_10,0,605.08,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323338,2026-03-23,4127323338,2026-03-23T06:57:39Z,117456931,188.16,501,7,117456931,108_114585252_54,0,189.08,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323346,2026-03-23,4127323346,2026-03-23T06:57:39Z,3908923,-20,502,7,3908923,103_114585260_35,0,1543.57,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323352,2026-03-23,4127323352,2026-03-23T06:57:40Z,146069307,-50,502,7,146069307,101_114585295_7,0,1404,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323359,2026-03-23,4127323359,2026-03-23T06:57:41Z,136756798,-5,502,7,136756798,101_114585292_10,0,600.08,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323365,2026-03-23,4127323365,2026-03-23T06:57:44Z,147659591,-0.4,122,5,43159,639098026644340743k62k8333443_wmu,0,0,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323371,2026-03-23,4127323371,2026-03-23T06:57:47Z,80580852,-15000,502,7,80580852,101_114585292_10,0,33500.7,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323384,2026-03-23,4127323384,2026-03-23T06:57:49Z,147323195,3158.8,501,7,147323195,108_114585254_56,0,5522.27,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323390,2026-03-23,4127323390,2026-03-23T06:57:50Z,147654993,-10,502,7,147654993,101_114585274_41,0,1246.58,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323402,2026-03-23,4127323402,2026-03-23T06:57:51Z,110449804,-50,502,7,110449804,101_114585274_41,0,904.74,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323409,2026-03-23,4127323409,2026-03-23T06:57:52Z,143309698,933,121,5,42928,65005fd6c3464df7b73e53c27b765922,0,933,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323416,2026-03-23,4127323416,2026-03-23T06:57:53Z,103833418,-40,502,7,103833418,101_114585274_41,0,4400.71,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323421,2026-03-23,4127323421,2026-03-23T06:57:55Z,124403027,97.5,501,7,124403027,101_114585287_26,0,3627.61,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323435,2026-03-23,4127323435,2026-03-23T06:57:56Z,147650600,400,501,7,147650600,104_114585259_59,0,800.54,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323440,2026-03-23,4127323440,2026-03-23T06:57:56Z,143445607,-70,502,7,143445607,108_114585256_54,0,29.68,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323454,2026-03-23,4127323454,2026-03-23T06:57:58Z,109631079,-15,502,7,109631079,101_114585274_41,0,70.65,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323463,2026-03-23,4127323463,2026-03-23T06:58:00Z,144857842,-120,502,7,144857842,107_114585255_36,0,2241.83,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323468,2026-03-23,4127323468,2026-03-23T06:58:00Z,146069307,100,501,7,146069307,101_114585295_7,0,1454,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323477,2026-03-23,4127323477,2026-03-23T06:58:02Z,147188722,-29,502,7,147188722,101_114585272_44,0,0.16,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323482,2026-03-23,4127323482,2026-03-23T06:58:02Z,146807705,-100,502,7,146807705,101_114585275_41,0,109128.1,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
4127323489,2026-03-23,4127323489,2026-03-23T06:58:04Z,129246198,-1228800,122,5,44579,"",0,0,a168,in_out_m,ods_a168_in_out_m,2026-05-21T23:25:47Z
