源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,"",_1,_2,_3,_4,来源库,来源表,ODS表名,同步时间
76179,2021-07-04,76179,108,2,78,2021-07-04T14:59:04Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76187,2021-07-04,76187,101,6,70,2021-07-04T15:59:04Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76193,2021-07-04,76193,101,35,35,2021-07-04T15:59:04Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76198,2021-07-04,76198,101,342,3,2021-07-04T15:59:04Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76203,2021-07-04,76203,101,505,10,2021-07-04T15:59:04Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76208,2021-07-04,76208,103,1,72,2021-07-04T15:59:04Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76217,2021-07-04,76217,101,1,190,2021-07-04T16:59:04Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76220,2021-07-04,76220,101,5,29,2021-07-04T16:59:04Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76234,2021-07-04,76234,101,342,28,2021-07-04T16:59:04Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76241,2021-07-04,76241,102,1,38,2021-07-04T16:59:04Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76255,2021-07-04,76255,101,3,29,2021-07-04T17:59:06Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76262,2021-07-04,76262,101,33,21,2021-07-04T17:59:06Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76269,2021-07-04,76269,101,341,25,2021-07-04T17:59:06Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76276,2021-07-04,76276,101,506,6,2021-07-04T17:59:06Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76283,2021-07-04,76283,107,1,30,2021-07-04T17:59:06Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76288,2021-07-04,76288,128,1,2,2021-07-04T17:59:06Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76297,2021-07-04,76297,101,32,26,2021-07-04T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76306,2021-07-04,76306,101,342,29,2021-07-04T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76312,2021-07-04,76312,102,1,42,2021-07-04T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76319,2021-07-04,76319,108,1,71,2021-07-04T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76325,2021-07-04,76325,101,2,105,2021-07-04T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76331,2021-07-04,76331,101,31,19,2021-07-04T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76344,2021-07-04,76344,101,502,17,2021-07-04T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76350,2021-07-04,76350,102,31,21,2021-07-04T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76367,2021-07-04,76367,101,31,2,2021-07-04T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76373,2021-07-04,76373,101,112,117,2021-07-04T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76378,2021-07-04,76378,101,343,41,2021-07-04T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76386,2021-07-04,76386,102,31,40,2021-07-04T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76392,2021-07-04,76392,108,2,114,2021-07-04T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76399,2021-07-04,76399,101,5,129,2021-07-04T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76400,2021-07-04,76400,101,6,37,2021-07-04T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76414,2021-07-04,76414,101,343,2,2021-07-04T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76423,2021-07-04,76423,103,1,103,2021-07-04T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76428,2021-07-04,76428,108,2,107,2021-07-04T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76437,2021-07-04,76437,101,7,37,2021-07-04T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76442,2021-07-04,76442,101,35,2,2021-07-04T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76449,2021-07-04,76449,101,342,20,2021-07-04T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76456,2021-07-04,76456,102,1,45,2021-07-04T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76461,2021-07-04,76461,105,31,15,2021-07-04T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76475,2021-07-04,76475,101,31,21,2021-07-04T23:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76480,2021-07-04,76480,101,37,23,2021-07-04T23:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
76494,2021-07-04,76494,107,1,35,2021-07-04T23:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88599,2021-07-20,88599,101,8,28,2021-07-20T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88602,2021-07-20,88602,101,33,24,2021-07-20T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88609,2021-07-20,88609,101,105,26,2021-07-20T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88616,2021-07-20,88616,101,505,36,2021-07-20T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88621,2021-07-20,88621,104,1,95,2021-07-20T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88635,2021-07-20,88635,101,8,19,2021-07-20T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88640,2021-07-20,88640,101,36,7,2021-07-20T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88654,2021-07-20,88654,102,1,40,2021-07-20T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88663,2021-07-20,88663,111,1,5,2021-07-20T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88668,2021-07-20,88668,101,5,16,2021-07-20T02:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88677,2021-07-20,88677,101,37,58,2021-07-20T02:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88682,2021-07-20,88682,101,341,8,2021-07-20T02:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88689,2021-07-20,88689,101,506,8,2021-07-20T02:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88696,2021-07-20,88696,108,1,37,2021-07-20T02:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88707,2021-07-20,88707,101,8,8,2021-07-20T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88713,2021-07-20,88713,101,102,11,2021-07-20T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88718,2021-07-20,88718,101,343,13,2021-07-20T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88724,2021-07-20,88724,102,1,16,2021-07-20T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88730,2021-07-20,88730,108,1,25,2021-07-20T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88745,2021-07-20,88745,101,35,8,2021-07-20T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88751,2021-07-20,88751,101,105,7,2021-07-20T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88766,2021-07-20,88766,108,2,15,2021-07-20T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88772,2021-07-20,88772,101,3,20,2021-07-20T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88779,2021-07-20,88779,101,33,4,2021-07-20T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88787,2021-07-20,88787,101,341,13,2021-07-20T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88793,2021-07-20,88793,101,505,8,2021-07-20T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88798,2021-07-20,88798,104,1,39,2021-07-20T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88801,2021-07-20,88801,108,1,23,2021-07-20T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88815,2021-07-20,88815,101,33,14,2021-07-20T06:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88822,2021-07-20,88822,101,105,7,2021-07-20T06:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88829,2021-07-20,88829,101,505,12,2021-07-20T06:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88836,2021-07-20,88836,107,1,14,2021-07-20T06:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88843,2021-07-20,88843,101,3,31,2021-07-20T07:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88848,2021-07-20,88848,101,31,3,2021-07-20T07:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88857,2021-07-20,88857,101,105,14,2021-07-20T07:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88860,2021-07-20,88860,101,343,12,2021-07-20T07:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88874,2021-07-20,88874,110,1,9,2021-07-20T07:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88881,2021-07-20,88881,101,7,44,2021-07-20T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88895,2021-07-20,88895,101,343,4,2021-07-20T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88904,2021-07-20,88904,104,1,54,2021-07-20T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88910,2021-07-20,88910,111,1,5,2021-07-20T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88927,2021-07-20,88927,101,103,19,2021-07-20T09:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88933,2021-07-20,88933,101,502,29,2021-07-20T09:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88938,2021-07-20,88938,102,31,35,2021-07-20T09:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88946,2021-07-20,88946,111,1,6,2021-07-20T09:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88952,2021-07-20,88952,101,6,38,2021-07-20T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88959,2021-07-20,88959,101,36,9,2021-07-20T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88965,2021-07-20,88965,101,341,30,2021-07-20T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88971,2021-07-20,88971,101,505,13,2021-07-20T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88984,2021-07-20,88984,101,1,99,2021-07-20T11:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
88990,2021-07-20,88990,101,8,64,2021-07-20T11:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89007,2021-07-20,89007,101,505,11,2021-07-20T11:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89013,2021-07-20,89013,105,31,9,2021-07-20T11:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89018,2021-07-20,89018,111,1,8,2021-07-20T11:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89024,2021-07-20,89024,101,6,81,2021-07-20T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89030,2021-07-20,89030,101,35,17,2021-07-20T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89045,2021-07-20,89045,102,1,42,2021-07-20T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89051,2021-07-20,89051,108,1,109,2021-07-20T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89066,2021-07-20,89066,101,35,29,2021-07-20T13:59:05Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89072,2021-07-20,89072,101,105,15,2021-07-20T13:59:05Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89079,2021-07-20,89079,101,505,21,2021-07-20T13:59:05Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89087,2021-07-20,89087,108,1,140,2021-07-20T13:59:05Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89093,2021-07-20,89093,101,2,63,2021-07-20T14:59:06Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89098,2021-07-20,89098,101,8,29,2021-07-20T14:59:06Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89102,2021-07-20,89102,101,35,95,2021-07-20T14:59:06Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89109,2021-07-20,89109,101,341,30,2021-07-20T14:59:06Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89116,2021-07-20,89116,101,506,12,2021-07-20T14:59:06Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89121,2021-07-20,89121,105,31,9,2021-07-20T14:59:06Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89135,2021-07-20,89135,101,31,36,2021-07-20T15:59:04Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89140,2021-07-20,89140,101,37,4,2021-07-20T15:59:04Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89154,2021-07-20,89154,101,506,17,2021-07-20T15:59:04Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89163,2021-07-20,89163,108,2,109,2021-07-20T15:59:04Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89168,2021-07-20,89168,101,2,75,2021-07-20T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89177,2021-07-20,89177,101,35,22,2021-07-20T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89182,2021-07-20,89182,101,103,19,2021-07-20T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89189,2021-07-20,89189,101,343,13,2021-07-20T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89196,2021-07-20,89196,102,3,28,2021-07-20T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89206,2021-07-20,89206,128,1,2,2021-07-20T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89212,2021-07-20,89212,101,7,51,2021-07-20T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89219,2021-07-20,89219,101,37,39,2021-07-20T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89225,2021-07-20,89225,101,113,60,2021-07-20T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89231,2021-07-20,89231,101,502,24,2021-07-20T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89244,2021-07-20,89244,110,1,19,2021-07-20T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89250,2021-07-20,89250,101,5,52,2021-07-20T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89267,2021-07-20,89267,101,341,24,2021-07-20T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89273,2021-07-20,89273,101,505,4,2021-07-20T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89278,2021-07-20,89278,103,1,72,2021-07-20T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89286,2021-07-20,89286,128,1,1,2021-07-20T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89292,2021-07-20,89292,101,7,12,2021-07-20T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89299,2021-07-20,89299,101,37,28,2021-07-20T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89303,2021-07-20,89303,101,105,20,2021-07-20T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89308,2021-07-20,89308,101,342,30,2021-07-20T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89317,2021-07-20,89317,102,31,18,2021-07-20T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89320,2021-07-20,89320,105,31,11,2021-07-20T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89334,2021-07-20,89334,101,31,21,2021-07-20T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89341,2021-07-20,89341,101,102,19,2021-07-20T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89355,2021-07-20,89355,102,1,35,2021-07-20T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89362,2021-07-20,89362,108,1,197,2021-07-20T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89369,2021-07-20,89369,101,3,63,2021-07-20T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89376,2021-07-20,89376,101,33,31,2021-07-20T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89383,2021-07-20,89383,101,105,18,2021-07-20T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89388,2021-07-20,89388,101,342,75,2021-07-20T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89397,2021-07-20,89397,102,31,58,2021-07-20T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89405,2021-07-20,89405,111,1,11,2021-07-20T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89411,2021-07-20,89411,101,6,3,2021-07-20T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89426,2021-07-20,89426,101,115,34,2021-07-20T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89432,2021-07-20,89432,101,503,15,2021-07-20T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89439,2021-07-20,89439,104,1,172,2021-07-20T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89447,2021-07-20,89447,101,1,145,2021-07-20T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89453,2021-07-20,89453,101,8,46,2021-07-20T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89458,2021-07-20,89458,101,36,30,2021-07-20T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89464,2021-07-20,89464,101,112,2,2021-07-20T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
89470,2021-07-20,89470,101,503,49,2021-07-20T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:11:39Z
104377,2021-08-07,104377,101,1,51,2021-08-07T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104382,2021-08-07,104382,101,7,127,2021-08-07T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104389,2021-08-07,104389,101,37,30,2021-08-07T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104396,2021-08-07,104396,101,343,5,2021-08-07T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104404,2021-08-07,104404,103,1,95,2021-08-07T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104410,2021-08-07,104410,110,1,27,2021-08-07T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104427,2021-08-07,104427,101,102,16,2021-08-07T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104433,2021-08-07,104433,101,501,44,2021-08-07T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104438,2021-08-07,104438,102,1,41,2021-08-07T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104446,2021-08-07,104446,110,1,16,2021-08-07T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104452,2021-08-07,104452,101,5,27,2021-08-07T02:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104459,2021-08-07,104459,101,35,24,2021-08-07T02:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104465,2021-08-07,104465,101,105,8,2021-08-07T02:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104471,2021-08-07,104471,101,503,14,2021-08-07T02:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104484,2021-08-07,104484,128,1,3,2021-08-07T02:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104490,2021-08-07,104490,101,7,36,2021-08-07T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104501,2021-08-07,104501,101,105,8,2021-08-07T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104515,2021-08-07,104515,107,1,9,2021-08-07T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104522,2021-08-07,104522,101,2,2,2021-08-07T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104529,2021-08-07,104529,101,32,2,2021-08-07T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104536,2021-08-07,104536,101,103,7,2021-08-07T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104543,2021-08-07,104543,101,503,15,2021-08-07T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104548,2021-08-07,104548,103,1,31,2021-08-07T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104557,2021-08-07,104557,101,2,30,2021-08-07T05:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104560,2021-08-07,104560,101,6,5,2021-08-07T05:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104574,2021-08-07,104574,101,342,9,2021-08-07T05:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104581,2021-08-07,104581,102,31,13,2021-08-07T05:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104595,2021-08-07,104595,101,8,9,2021-08-07T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104605,2021-08-07,104605,101,105,6,2021-08-07T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104611,2021-08-07,104611,101,503,7,2021-08-07T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104626,2021-08-07,104626,101,2,32,2021-08-07T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104632,2021-08-07,104632,101,31,14,2021-08-07T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104639,2021-08-07,104639,101,102,8,2021-08-07T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104647,2021-08-07,104647,101,503,8,2021-08-07T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104653,2021-08-07,104653,104,1,30,2021-08-07T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104658,2021-08-07,104658,110,1,10,2021-08-07T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104664,2021-08-07,104664,101,5,7,2021-08-07T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104670,2021-08-07,104670,101,33,18,2021-08-07T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104685,2021-08-07,104685,101,506,12,2021-08-07T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104691,2021-08-07,104691,107,1,27,2021-08-07T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104700,2021-08-07,104700,101,5,79,2021-08-07T09:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104714,2021-08-07,104714,101,341,32,2021-08-07T09:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
104723,2021-08-07,104723,102,31,29,2021-08-07T09:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
