源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,"",_1,_2,_3,_4,来源库,来源表,ODS表名,同步时间
209640,2021-12-07,209640,101,505,13,2021-12-07T11:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209654,2021-12-07,209654,101,1,51,2021-12-07T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209663,2021-12-07,209663,101,33,5,2021-12-07T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209668,2021-12-07,209668,101,102,47,2021-12-07T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209677,2021-12-07,209677,101,505,13,2021-12-07T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209682,2021-12-07,209682,103,1,31,2021-12-07T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209689,2021-12-07,209689,111,1,6,2021-12-07T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209696,2021-12-07,209696,101,7,21,2021-12-07T13:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209707,2021-12-07,209707,101,105,30,2021-12-07T13:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209713,2021-12-07,209713,101,503,20,2021-12-07T13:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209718,2021-12-07,209718,102,31,17,2021-12-07T13:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209724,2021-12-07,209724,110,1,21,2021-12-07T13:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209730,2021-12-07,209730,101,6,23,2021-12-07T14:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209745,2021-12-07,209745,101,501,8,2021-12-07T14:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209751,2021-12-07,209751,102,3,14,2021-12-07T14:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209766,2021-12-07,209766,101,6,3,2021-12-07T15:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209772,2021-12-07,209772,101,35,13,2021-12-07T15:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209779,2021-12-07,209779,101,112,132,2021-12-07T15:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209787,2021-12-07,209787,102,1,20,2021-12-07T15:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209793,2021-12-07,209793,107,1,38,2021-12-07T15:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209798,2021-12-07,209798,128,1,3,2021-12-07T15:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209801,2021-12-07,209801,101,3,46,2021-12-07T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209815,2021-12-07,209815,101,105,20,2021-12-07T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209822,2021-12-07,209822,101,505,19,2021-12-07T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209829,2021-12-07,209829,105,31,7,2021-12-07T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209836,2021-12-07,209836,101,2,28,2021-12-07T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209843,2021-12-07,209843,101,32,17,2021-12-07T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209848,2021-12-07,209848,101,101,8,2021-12-07T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209857,2021-12-07,209857,101,503,13,2021-12-07T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209860,2021-12-07,209860,102,1,43,2021-12-07T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209874,2021-12-07,209874,101,3,29,2021-12-07T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209881,2021-12-07,209881,101,33,27,2021-12-07T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209895,2021-12-07,209895,101,505,17,2021-12-07T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209904,2021-12-07,209904,108,1,76,2021-12-07T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209910,2021-12-07,209910,101,2,62,2021-12-07T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209927,2021-12-07,209927,101,113,92,2021-12-07T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209933,2021-12-07,209933,101,506,9,2021-12-07T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209938,2021-12-07,209938,104,1,67,2021-12-07T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209946,2021-12-07,209946,101,1,83,2021-12-07T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209952,2021-12-07,209952,101,8,78,2021-12-07T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209959,2021-12-07,209959,101,101,6,2021-12-07T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209965,2021-12-07,209965,101,115,11,2021-12-07T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209971,2021-12-07,209971,102,1,18,2021-12-07T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209984,2021-12-07,209984,101,2,57,2021-12-07T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
209990,2021-12-07,209990,101,31,3,2021-12-07T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
210002,2021-12-07,210002,101,115,44,2021-12-07T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
210009,2021-12-07,210009,102,3,33,2021-12-07T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
210016,2021-12-07,210016,108,2,94,2021-12-07T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
210021,2021-12-07,210021,101,5,50,2021-12-07T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
210035,2021-12-07,210035,101,112,159,2021-12-07T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
210040,2021-12-07,210040,101,503,20,2021-12-07T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
210054,2021-12-07,210054,128,1,3,2021-12-07T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
210063,2021-12-07,210063,101,32,24,2021-12-07T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
210068,2021-12-07,210068,101,101,12,2021-12-07T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
210077,2021-12-07,210077,101,503,13,2021-12-07T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
210082,2021-12-07,210082,102,31,12,2021-12-07T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
210089,2021-12-07,210089,110,1,14,2021-12-07T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216558,2021-12-16,216558,101,6,45,2021-12-16T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216564,2021-12-16,216564,101,35,14,2021-12-16T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216570,2021-12-16,216570,101,105,1,2021-12-16T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216585,2021-12-16,216585,128,1,1,2021-12-16T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216591,2021-12-16,216591,101,7,18,2021-12-16T01:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216601,2021-12-16,216601,101,103,4,2021-12-16T01:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216615,2021-12-16,216615,110,1,7,2021-12-16T01:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216622,2021-12-16,216622,101,6,16,2021-12-16T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216629,2021-12-16,216629,101,36,9,2021-12-16T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216636,2021-12-16,216636,101,113,53,2021-12-16T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216643,2021-12-16,216643,105,31,2,2021-12-16T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216648,2021-12-16,216648,111,1,3,2021-12-16T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216657,2021-12-16,216657,101,32,1,2021-12-16T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216660,2021-12-16,216660,101,36,6,2021-12-16T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216674,2021-12-16,216674,108,1,30,2021-12-16T03:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216681,2021-12-16,216681,101,5,2,2021-12-16T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216695,2021-12-16,216695,101,113,42,2021-12-16T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216704,2021-12-16,216704,108,1,27,2021-12-16T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216710,2021-12-16,216710,101,2,23,2021-12-16T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216727,2021-12-16,216727,101,115,22,2021-12-16T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216733,2021-12-16,216733,105,31,1,2021-12-16T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216738,2021-12-16,216738,111,1,2,2021-12-16T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216746,2021-12-16,216746,101,8,10,2021-12-16T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216752,2021-12-16,216752,101,37,14,2021-12-16T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216759,2021-12-16,216759,101,115,17,2021-12-16T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216765,2021-12-16,216765,107,1,13,2021-12-16T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216771,2021-12-16,216771,101,1,56,2021-12-16T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216784,2021-12-16,216784,101,103,7,2021-12-16T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216790,2021-12-16,216790,102,3,3,2021-12-16T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216802,2021-12-16,216802,101,3,21,2021-12-16T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216809,2021-12-16,216809,101,35,16,2021-12-16T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216816,2021-12-16,216816,101,112,5,2021-12-16T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216821,2021-12-16,216821,102,31,6,2021-12-16T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216835,2021-12-16,216835,101,6,28,2021-12-16T09:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216840,2021-12-16,216840,101,33,13,2021-12-16T09:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216854,2021-12-16,216854,103,1,21,2021-12-16T09:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216863,2021-12-16,216863,101,2,2,2021-12-16T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216868,2021-12-16,216868,101,8,8,2021-12-16T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216877,2021-12-16,216877,101,103,10,2021-12-16T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216882,2021-12-16,216882,102,1,33,2021-12-16T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216889,2021-12-16,216889,108,1,101,2021-12-16T10:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216896,2021-12-16,216896,101,3,49,2021-12-16T11:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216907,2021-12-16,216907,101,101,9,2021-12-16T11:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216913,2021-12-16,216913,101,115,85,2021-12-16T11:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216918,2021-12-16,216918,104,1,51,2021-12-16T11:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216924,2021-12-16,216924,111,1,1,2021-12-16T11:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216930,2021-12-16,216930,101,6,24,2021-12-16T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216945,2021-12-16,216945,101,115,67,2021-12-16T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216951,2021-12-16,216951,105,31,5,2021-12-16T12:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216966,2021-12-16,216966,101,32,31,2021-12-16T13:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216972,2021-12-16,216972,101,102,15,2021-12-16T13:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216979,2021-12-16,216979,102,3,14,2021-12-16T13:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216987,2021-12-16,216987,110,1,12,2021-12-16T13:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216993,2021-12-16,216993,101,5,5,2021-12-16T14:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
216998,2021-12-16,216998,101,32,29,2021-12-16T14:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217004,2021-12-16,217004,101,102,21,2021-12-16T14:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217010,2021-12-16,217010,102,1,23,2021-12-16T14:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217027,2021-12-16,217027,101,7,43,2021-12-16T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217033,2021-12-16,217033,101,36,39,2021-12-16T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217038,2021-12-16,217038,101,105,10,2021-12-16T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217046,2021-12-16,217046,104,1,75,2021-12-16T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217052,2021-12-16,217052,111,1,1,2021-12-16T15:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217059,2021-12-16,217059,101,7,46,2021-12-16T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217065,2021-12-16,217065,101,36,8,2021-12-16T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217071,2021-12-16,217071,101,112,94,2021-12-16T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217084,2021-12-16,217084,111,1,7,2021-12-16T16:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217090,2021-12-16,217090,101,7,13,2021-12-16T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217101,2021-12-16,217101,101,105,20,2021-12-16T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217115,2021-12-16,217115,111,1,1,2021-12-16T17:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217122,2021-12-16,217122,101,7,31,2021-12-16T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217129,2021-12-16,217129,101,37,23,2021-12-16T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217136,2021-12-16,217136,101,115,115,2021-12-16T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217143,2021-12-16,217143,107,1,26,2021-12-16T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217148,2021-12-16,217148,128,1,2,2021-12-16T18:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217157,2021-12-16,217157,101,32,23,2021-12-16T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217160,2021-12-16,217160,101,36,3,2021-12-16T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217174,2021-12-16,217174,105,31,6,2021-12-16T19:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217181,2021-12-16,217181,101,1,58,2021-12-16T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217195,2021-12-16,217195,101,102,17,2021-12-16T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217205,2021-12-16,217205,104,1,104,2021-12-16T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217211,2021-12-16,217211,111,1,1,2021-12-16T20:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217226,2021-12-16,217226,101,101,69,2021-12-16T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217232,2021-12-16,217232,101,115,67,2021-12-16T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217239,2021-12-16,217239,107,1,43,2021-12-16T21:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217247,2021-12-16,217247,101,3,38,2021-12-16T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217253,2021-12-16,217253,101,32,25,2021-12-16T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217258,2021-12-16,217258,101,101,27,2021-12-16T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217264,2021-12-16,217264,101,115,116,2021-12-16T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217270,2021-12-16,217270,105,31,7,2021-12-16T22:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217285,2021-12-16,217285,101,33,17,2021-12-16T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217291,2021-12-16,217291,101,103,22,2021-12-16T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
217300,2021-12-16,217300,104,1,103,2021-12-16T23:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:25Z
179896,2021-11-02,179896,101,1,46,2021-11-02T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
179907,2021-11-02,179907,101,36,30,2021-11-02T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
179913,2021-11-02,179913,101,112,16,2021-11-02T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
179918,2021-11-02,179918,101,503,16,2021-11-02T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
179924,2021-11-02,179924,103,1,52,2021-11-02T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
179930,2021-11-02,179930,110,1,17,2021-11-02T00:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
179945,2021-11-02,179945,101,101,24,2021-11-02T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
179951,2021-11-02,179951,101,115,48,2021-11-02T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
179966,2021-11-02,179966,111,1,5,2021-11-02T01:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
179972,2021-11-02,179972,101,7,19,2021-11-02T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
179979,2021-11-02,179979,101,37,24,2021-11-02T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
179987,2021-11-02,179987,101,501,9,2021-11-02T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
179993,2021-11-02,179993,102,3,12,2021-11-02T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
179998,2021-11-02,179998,107,1,12,2021-11-02T02:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180005,2021-11-02,180005,101,2,17,2021-11-02T03:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180011,2021-11-02,180011,101,32,13,2021-11-02T03:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180026,2021-11-02,180026,101,505,5,2021-11-02T03:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180032,2021-11-02,180032,104,1,34,2021-11-02T03:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180039,2021-11-02,180039,128,1,1,2021-11-02T03:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180047,2021-11-02,180047,101,31,10,2021-11-02T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180053,2021-11-02,180053,101,102,6,2021-11-02T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180058,2021-11-02,180058,101,115,4,2021-11-02T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180064,2021-11-02,180064,102,1,10,2021-11-02T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180070,2021-11-02,180070,108,1,31,2021-11-02T04:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180085,2021-11-02,180085,101,101,12,2021-11-02T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180091,2021-11-02,180091,101,115,25,2021-11-02T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180100,2021-11-02,180100,104,1,30,2021-11-02T05:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180114,2021-11-02,180114,101,8,13,2021-11-02T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180123,2021-11-02,180123,101,103,11,2021-11-02T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180128,2021-11-02,180128,101,501,6,2021-11-02T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180137,2021-11-02,180137,104,1,27,2021-11-02T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180142,2021-11-02,180142,110,1,4,2021-11-02T06:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180149,2021-11-02,180149,101,8,39,2021-11-02T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180156,2021-11-02,180156,101,101,21,2021-11-02T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180161,2021-11-02,180161,101,113,22,2021-11-02T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180175,2021-11-02,180175,108,1,54,2021-11-02T07:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180180,2021-11-02,180180,101,1,20,2021-11-02T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180194,2021-11-02,180194,101,102,4,2021-11-02T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180204,2021-11-02,180204,101,506,17,2021-11-02T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180210,2021-11-02,180210,105,31,4,2021-11-02T08:59:01Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180227,2021-11-02,180227,101,36,10,2021-11-02T09:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180233,2021-11-02,180233,101,112,79,2021-11-02T09:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180238,2021-11-02,180238,101,503,24,2021-11-02T09:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180246,2021-11-02,180246,105,31,4,2021-11-02T09:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180252,2021-11-02,180252,128,1,2,2021-11-02T09:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180259,2021-11-02,180259,101,8,27,2021-11-02T10:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180265,2021-11-02,180265,101,37,31,2021-11-02T10:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180271,2021-11-02,180271,101,113,77,2021-11-02T10:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
180284,2021-11-02,180284,107,1,36,2021-11-02T10:59:02Z,a168,game_statistics,ods_a168_game_statistics,2026-05-22T16:12:02Z
