player_a,player_b,same_round_count,贝叶斯显著,Autoencoder前1percent,XGB残差前1percent,命中方法数
14841119,110902729,195,FALSE,FALSE,TRUE,1
14841119,111201538,584,FALSE,FALSE,TRUE,1
14841119,111232601,831,FALSE,FALSE,TRUE,1
14841119,111565767,370,FALSE,FALSE,TRUE,1
14841119,111917514,651,FALSE,FALSE,TRUE,1
14841119,111929509,699,FALSE,FALSE,TRUE,1
14841119,112011037,303,FALSE,FALSE,TRUE,1
14841119,112626261,410,FALSE,FALSE,TRUE,1
14841119,112647789,635,FALSE,FALSE,TRUE,1
14841119,112845720,749,FALSE,FALSE,TRUE,1
14841119,112907594,171,FALSE,FALSE,TRUE,1
14841119,112912381,482,FALSE,FALSE,TRUE,1
14841119,113183864,138,FALSE,TRUE,FALSE,1
14841119,113562264,79,FALSE,TRUE,FALSE,1
14841119,113890314,2109,FALSE,FALSE,TRUE,1
14841119,113944465,102,FALSE,TRUE,FALSE,1
14841119,113959769,185,FALSE,FALSE,TRUE,1
14841119,113968283,942,FALSE,FALSE,TRUE,1
14841119,113990847,1270,FALSE,FALSE,TRUE,1
14841119,114069879,295,FALSE,FALSE,TRUE,1
14841119,114227267,445,FALSE,FALSE,TRUE,1
14841119,114282983,498,FALSE,FALSE,TRUE,1
14841119,114576543,190,FALSE,FALSE,TRUE,1
14841119,114987737,255,FALSE,FALSE,TRUE,1
14841119,115261810,778,FALSE,FALSE,TRUE,1
14841119,115337901,479,FALSE,FALSE,TRUE,1
14841119,115423360,221,FALSE,FALSE,TRUE,1
14841119,115857833,349,FALSE,FALSE,TRUE,1
14841119,116744234,302,FALSE,FALSE,TRUE,1
14841119,116835308,44,FALSE,FALSE,TRUE,1
14841119,117145075,276,FALSE,FALSE,TRUE,1
14841119,117178588,231,FALSE,FALSE,TRUE,1
14841119,117410846,407,FALSE,FALSE,TRUE,1
14841119,117497472,795,FALSE,FALSE,TRUE,1
