dealer_id,Estimate,Est.Error,Q2.5,Q97.5,n_obs,mean_roi,total_turnover,Q0.25,Q99.75,Q0.05,Q99.95,显著_p005,显著_p001
1360,0.0239534350620151,0.0414824810482846,-0.0552656282017397,0.105357051762736,20,0.5257375239485,2841815,-0.0919914153991317,0.152516250263864,-0.110729891510797,0.169330646423065,FALSE,FALSE
2068,0.0259604079319326,0.0308053045405303,-0.0334843313138248,0.0850284116082263,65,0.495163585893077,39038001,-0.0569866567185638,0.110361725574642,-0.0752654388915583,0.12610064438003,FALSE,FALSE
969,0.0261645476322177,0.0415047557631016,-0.0537560772640813,0.1099659420779,21,0.528794615485714,5986111,-0.0845616784729794,0.144944270212672,-0.102139484430806,0.161131958856676,FALSE,FALSE
1984,0.032942732220898,0.0423180557800795,-0.0490142760480016,0.119155778268225,19,0.554951883762632,14398370,-0.0827508255787063,0.159398662753828,-0.106357399054146,0.175141066041323,FALSE,FALSE
1956,0.0351935273505579,0.0323000647734694,-0.0288425027765034,0.0994330655988739,58,0.512428488242414,141379739,-0.0522914590387944,0.126347162863103,-0.0630869160055475,0.140624752076275,FALSE,FALSE
2250,0.0375241310205311,0.0135549970900911,0.0113420711827896,0.063592372177718,567,0.492336379474639,491015102,-0.00246068774327983,0.0750902043962996,-0.0100613669646107,0.0818946491287799,FALSE,FALSE
2151,0.0379169310083895,0.0265234373675599,-0.0134812401160611,0.0904543772409786,105,0.505222792371809,409743107,-0.0348665314280685,0.107149047201971,-0.0470758633587921,0.118270646213414,FALSE,FALSE
2210,0.0390367389472289,0.0247632314506425,-0.00911406214068752,0.0879134821310534,133,0.502822298127143,55346890,-0.0296496477560633,0.113625644557663,-0.0547220772679876,0.12550295530186,FALSE,FALSE
1185,0.0391165349924239,0.034061339811435,-0.0290354320428443,0.107027994186005,48,0.524028288103958,14280685,-0.0533616344663037,0.137379272655699,-0.0683612499940966,0.152874160926183,FALSE,FALSE
2241,0.0404306220849056,0.0121093074625349,0.0156210376207739,0.0644341305101082,762,0.494506626511784,574130800,0.00716342917759657,0.0735972363824603,-0.0013738094162657,0.0769041618149771,TRUE,FALSE
1687,0.0412275136959474,0.0447008596242869,-0.047468442381372,0.129516304064024,10,0.653942371871,2564461,-0.0854077697264243,0.167755308042406,-0.112686402829825,0.188651905491978,FALSE,FALSE
2272,0.0414500383240183,0.0343725768329978,-0.0255733472400315,0.109825175677163,44,0.5319599527975,25418681,-0.0487298448853007,0.136123140374016,-0.0739988865602664,0.148315809465918,FALSE,FALSE
1354,0.041656734720953,0.0262455678656999,-0.00960117897431397,0.0928902834075912,104,0.510320884668846,29532107,-0.0329821039988063,0.109819098609399,-0.041480717241259,0.122374353223471,FALSE,FALSE
993,0.0439570759487606,0.0461517298627522,-0.0463667917170863,0.137097121499969,8,0.7133078073975,165105,-0.0877323465945381,0.180115845666967,-0.112531672717182,0.208040360140912,FALSE,FALSE
1095,0.0450993061915832,0.0423722719110666,-0.0372020102059403,0.129768257296303,21,0.58151643874619,3710822,-0.0802549466497064,0.172038137512633,-0.0947462494246534,0.179240671894568,FALSE,FALSE
2071,0.0461147823786412,0.0304251141758893,-0.013504350556215,0.104417406176621,72,0.525373049683611,100167822,-0.0397481896097118,0.125438458816864,-0.0488869094746519,0.135053823562081,FALSE,FALSE
2083,0.0472330432799918,0.0442296956478413,-0.0374212312725136,0.136160495063116,12,0.655548487015833,638141,-0.0744408178350954,0.176852854317777,-0.0913112619337664,0.195521085531586,FALSE,FALSE
