日期,有效订单数,本金,洗码量,游戏输赢,退水,下注退水,净输赢,残差式一,残差式二,残差式三,游戏输赢率洗码量为分母,游戏输赢率本金为分母,免佣订单数,佣金标脏值订单数
2026-07-16,931746,119135119.5852108408,107675239.4568840114,-1863873.5972412240,68065.5491377330,107675239.4568840114,-1795808.0481034705,2.05E-8,-107675239.4568839909,-107607173.9077462579,-0.017310141186,-0.015645039042,85826,0
2026-07-17,932007,92861036.1435881461,83995477.8643847054,-1539946.9692928048,54471.0497212937,83995477.8643847054,-1485475.9195715281,-1.70E-8,-83995477.8643847224,-83941006.8146634287,-0.018333689009,-0.016583348983,74142,0
2026-07-18,928476,97006842.6605301857,87328978.3797821396,-2392839.3951123984,82298.6300514809,87328978.3797821396,-2310540.7650609368,-1.93E-8,-87328978.3797821589,-87246679.7497306780,-0.027400290711,-0.024666707311,69888,0
2026-07-19,791417,81610818.1509488338,73324017.3729837852,-922470.1151433562,52161.8876865096,73324017.3729837852,-870308.2274568293,1.73E-8,-73324017.3729837679,-73271855.4852972583,-0.012580736138,-0.011303282286,58655,0
2026-07-20,797056,85807153.6632359702,77309867.3252385782,-2289183.1103357745,51928.8476385072,77306517.5520036866,-2237254.2626972696,-2.3E-9,-77306517.5520036889,-77254588.7043651817,-0.029610490737,-0.026678231506,67841,7
2026-07-21,933039,108516825.2531272866,97832876.1178063424,-1513468.8992186235,80890.6578353604,97832596.2093052611,-1432578.2413832712,-8.1E-9,-97832596.2093052692,-97751705.5514699088,-0.015469941795,-0.013946859353,68184,6
2026-07-22,903350,96695972.5982839423,87297772.9637960967,121578.1694219080,74141.8631605577,87297772.9637960967,195720.0325823900,-7.57E-8,-87297772.9637961724,-87223631.1006356147,0.001392683516,0.001257324025,73230,0
2026-07-23,906668,99419317.9538098634,89249883.6498452827,-1957247.7367516146,80845.9979918460,89249883.6498452827,-1876401.7387599294,-1.608E-7,-89249883.6498454435,-89169037.6518535975,-0.021929975219,-0.019686795052,81335,0
2026-07-24,890824,92456742.5750842931,83377785.1997512675,-2297840.6288971652,62724.1677871860,83377785.1997512675,-2235116.4611100855,-1.063E-7,-83377785.1997513738,-83315061.0319641878,-0.027559386753,-0.024853142831,71620,0
2026-07-25,897708,108648856.6523324166,98188002.7626979305,-224225.0106718726,52806.7094972357,98188002.7626979305,-171418.3011746724,-3.55E-8,-98188002.7626979660,-98135196.0532007303,-0.002283629409,-0.002063758585,64807,0
2026-07-26,741265,74191816.2191340509,66749523.7765622139,-747459.6412926117,58068.3616870641,66749265.5987809938,-689391.2796056030,-5.54E-8,-66749265.5987810492,-66691197.2370939851,-0.011197977139,-0.010074691245,55458,0
2026-07-27,816375,88742959.3554344339,79185409.3230965872,-1128365.9266962314,61115.2754348432,79185409.3230965872,-1067250.6512614361,-4.79E-8,-79185409.3230966351,-79124294.0476617919,-0.014249669685,-0.012714990968,60511,0
2026-07-28,870102,112581319.4817365217,100692088.9207337050,-2018585.5945475034,106488.5229505413,100692088.9207337050,-1912097.0715970160,-5.39E-8,-100692088.9207337589,-100585600.3977832176,-0.020047112104,-0.017930022528,65269,0
2026-07-29,827673,93332921.8342021392,84152287.9022776667,-2475408.8060848888,77957.0416925046,84152267.9022776667,-2397451.7643923904,-6.2E-9,-84152267.9022776729,-84074310.8605851683,-0.029415823001,-0.026522354143,65042,11
2026-07-30,871185,97503888.3155445823,87796629.1269479035,-2544007.9083844748,60253.6622115742,87796629.1269479035,-2483754.2461729414,-4.08E-8,-87796629.1269479443,-87736375.4647363701,-0.028976145596,-0.026091348277,67672,4
2026-07-31,962480,93174502.2257641626,84340161.1500578090,-1738216.9376465242,67878.2393534756,84340161.1500578090,-1670338.6982932828,-2.342E-7,-84340161.1500580432,-84272282.9107045676,-0.020609599436,-0.018655500122,77065,0
2026-08-01,1003869,88775638.2642069239,79831547.6499127522,-1924580.5060680803,70317.8196477087,79831547.6499127522,-1854262.6864212004,-8.288E-7,-79831547.6499135810,-79761229.8302658723,-0.024108019483,-0.021679151440,90809,0
2026-08-02,817411,79601070.7609719622,71032552.4939806467,-1065030.4537023400,38741.4816439572,71032552.4939806467,-1026288.9720588294,-4.466E-7,-71032552.4939810933,-70993811.0123371361,-0.014993554593,-0.013379599590,67927,0
2026-08-03,846646,85073038.5677100398,76466594.2278943474,-2283608.3824231308,57276.5548126347,76466594.2278943474,-2226331.8276110157,-5.196E-7,-76466594.2278948670,-76409317.6730822323,-0.029864130938,-0.026842915463,75988,0
2026-08-04,752185,78929181.7716947400,70732643.3826058771,-1106405.4280485016,40955.8141836748,70732643.3826058771,-1065449.6138652750,-4.482E-7,-70732643.3826063253,-70691687.5684226505,-0.015642076630,-0.014017697931,65752,0
2026-08-05,819123,84189297.1905690344,75223035.6951468942,-2011625.8292305830,25896.9451395342,75223035.6951468942,-1985728.8840914986,-4.498E-7,-75223035.6951473440,-75197138.7500078098,-0.026742151665,-0.023894080321,60414,0
2026-08-06,822545,93464429.1765962049,82764907.5356663405,-2336199.7032432117,28689.1675109919,82764907.5356663405,-2307510.5357325140,-2.942E-7,-82764907.5356666347,-82736218.3681556428,-0.028226935459,-0.024995602325,67697,0
2026-08-07,847371,86155707.2220557943,74868601.4047284077,-1263444.5599573239,28988.8559173008,74868601.4047284077,-1234455.7040403734,-3.503E-7,-74868601.4047287580,-74839612.5488114572,-0.016875493014,-0.014664664718,73825,0
2026-08-08,846138,83481445.0864416290,74573073.3541045076,-1754184.6442369332,22164.0169789427,74573073.3541045076,-1732020.6272583842,-3.937E-7,-74573073.3541049013,-74550909.3371259586,-0.023523030034,-0.021012868697,68097,0
2026-08-09,761341,77508087.5762241426,68858551.3151520267,-379350.5258291713,49932.7463151837,68858551.3151520267,-329417.7795143092,-3.216E-7,-68858551.3151523483,-68808618.5688371646,-0.005509127314,-0.004894334742,56906,0
2026-08-10,868641,73378225.0099611382,66163363.1699595012,-900598.4825293282,29436.8714976906,66163363.1699595012,-871161.6110322002,-5.626E-7,-66163363.1699600638,-66133926.2984623732,-0.013611739781,-0.012273375138,60816,0
2026-08-11,928674,85649467.7613668937,77477581.1347299685,-501312.5316887563,27992.2185599811,77477581.1347299685,-473320.3131292141,-4.389E-7,-77477581.1347304074,-77449588.9161704263,-0.006470420531,-0.005853072352,74344,0
2026-08-12,934525,87636460.5908157792,78833743.7229974697,-100801.3275255579,44993.4798009277,78833683.7229974697,-55807.8477251510,-5.208E-7,-78833683.7229979905,-78788690.2431970628,-0.001278657118,-0.001150221344,71294,0
2026-08-13,258073,24307167.0229971220,21876259.0622946318,238617.0627280770,9020.9336701096,21876259.0622946318,247637.9963980684,-1.182E-7,-21876259.0622947500,-21867238.1286246404,0.010907580773,0.009816736870,20393,0
