dt,n_orders,n_members,stake_sum,validbet_sum,ggr_sum,late_stake_share,stake_ramp_day,hold_pct,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
2026-06-28,773802,16345,83023193.2926,74486772.8158,1294477.7787,0.214081,0.910360,1.559176,83023193.2926,74486772.8158,1228075.0097,773802,41190,-0.01479195,,-0.01479195,-0.01559176,-1228075.0097,83023193.2926,OK,66402.7690,49500.0110,3.9995,96.0005,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,49500.0110,50625.7910,51830.0872,43136.2636,41935.8632,3.999522,4.042325,4.206625,4.505583,4.412386,96.000478,95.957675,95.793375,95.494417,95.587614,4.99,237028.0161,217039.2095,924644.2245,944633.0311,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1178574.9986,71468374.7919,1161672.2406,1112172.2296,-16902.7580,0.01399214,0.01339592,49500.0110,1112172.2296,0.01339592,49500.0110,50625.7910,51830.0872,43136.2636,41935.8632,1112172.2296,0.01339592,237028.0161,217039.2095,924644.2245,944633.0311,0.01113718,0.01137794,-0.00020359,107.2926,1808.3703,29.8149,1228075.0097,1414.8330,83023193.2926,41190.0000,,107.2926,5.1929,18.0009,56.5706,189.8262,385.733,1704.1582,12.8578,-2.0771,21.428573,94.670861,5.960408,29,121,21204,16,0E-8,0.01479195,,0.00089147,0.049852,0.897180,0.094805,,2026-06-28,2026-06-28,1,868,29,1,1.000000,,,0.000000,1,0.2463768115942029,0.644927536231884,0.644927536231884,0.15217391304347827,0.15217391304347827,0.15217391304347827,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00917453,E 常规,35,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-05-29,939103,18875,98078119.8306,88224088.4821,1289421.3175,0.218687,0.944932,1.314688,98078119.8306,88224088.4821,1232197.8738,939103,45674,-0.01256343,,-0.01256343,-0.01314688,-1232197.8738,98078119.8306,OK,57223.4437,57719.3977,4.0260,95.9740,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,57719.3977,58321.8766,65720.3255,38597.2751,41892.6304,4.026018,4.065737,4.305458,4.853027,4.549248,95.973982,95.934263,95.694542,95.146973,95.450752,4.9869,262251.5054,242478.3238,912722.9247,932496.1063,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1174478.4760,84556864.4919,1174974.4301,1117255.0323,495.9540,0.01197999,0.01139148,57719.3977,1117255.0323,0.01139148,57719.3977,58321.8766,65720.3255,38597.2751,41892.6304,1117255.0323,0.01139148,262251.5054,242478.3238,912722.9247,932496.1063,0.00930608,0.00950769,0.00000506,104.4381,1931.6042,26.9781,1232197.8738,1292.9673,98078119.8306,45674.0000,,104.4381,5.1891,16.805,51.8914,160.888,318.9972,1500.0,12.9729,-2.1006,18.982324,89.25937,6.214719,29,108,24699,16,0E-8,0.01256343,,0.00064861,0.048571,0.899529,0.075265,,2026-05-29,2026-05-29,1,953,29,1,1.000000,,,0.000000,3,0.2536231884057971,0.7608695652173914,0.7608695652173914,0.5507246376811594,0.5507246376811594,0.5507246376811594,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00871255,E 常规,36,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-05-09,1003920,21056,98468868.5096,88525756.3167,1248382.9824,0.220529,0.950993,1.267795,98468868.5096,88525756.3167,1207294.1888,1003920,45044,-0.01226067,,-0.01226067,-0.01267795,-1207294.1888,98468868.5096,OK,41088.7936,42069.5168,3.9805,96.0195,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,42069.5168,41151.5457,32787.0929,44612.4347,64213.4439,3.980521,4.012146,4.164022,4.676538,4.544939,96.019479,95.987854,95.835978,95.323462,95.455061,4.9917,224834.0341,209426.6674,941371.3611,956778.7278,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1165224.6720,84946922.6742,1166205.3952,1124135.8784,980.7232,0.01184339,0.01141616,42069.5168,1124135.8784,0.01141616,42069.5168,41151.5457,32787.0929,44612.4347,64213.4439,1124135.8784,0.01141616,224834.0341,209426.6674,941371.3611,956778.7278,0.00956009,0.00971656,0.00000996,98.0844,1965.3174,26.8026,1207294.1888,1287.0940,98468868.5096,45044.0000,,98.0844,4.3254,12.9756,51.8914,160.6922,300.1652,1297.2861,10.8136,-2.311,23.133129,99.97923,7.559165,29,114,26970,16,0E-8,0.01226067,,0.00046415,0.033131,0.899023,0.064936,,2026-05-09,2026-05-09,1,938,29,1,1.000000,,,0.000000,3,0.2608695652173913,0.7898550724637681,0.7898550724637681,0.572463768115942,0.572463768115942,0.572463768115942,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00877326,E 常规,37,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-03-26,946076,19604,97129050.7931,87327067.0999,1268005.4169,0.216449,0.969326,1.305485,97129050.7931,87327067.0999,1222754.7911,946076,43691,-0.01258897,,-0.01258897,-0.01305485,-1222754.7911,97129050.7931,OK,45250.6258,45826.1651,4.0205,95.9795,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,45826.1651,44389.5658,50459.4031,60711.1601,58937.4252,4.020489,4.054990,4.351268,4.862580,4.521412,95.979511,95.945010,95.648732,95.137420,95.478588,4.9928,260323.7193,235626.8362,917180.4461,941877.3291,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1176928.6261,83756704.4705,1177504.1654,1131678.0003,575.5393,0.01212309,0.01165128,45826.1651,1131678.0003,0.01165128,45826.1651,44389.5658,50459.4031,60711.1601,58937.4252,1131678.0003,0.01165128,260323.7193,235626.8362,917180.4461,941877.3291,0.00944291,0.00969717,0.00000593,102.6652,1998.7427,27.9864,1222754.7911,1360.1277,97129050.7931,43691.0000,,102.6652,5.2663,15.799,52.6635,176.2425,356.3242,1316.5863,13.1659,-2.2009,22.553538,83.333331,6.498192,30,113,26160,16,0E-8,0.01258897,,0.00051817,0.031956,0.899083,0.083744,,2026-03-26,2026-03-26,1,899,30,1,1.000000,,,0.000000,3,0.26811594202898553,0.7536231884057971,0.7536231884057971,0.5362318840579711,0.5362318840579711,0.5362318840579711,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00890807,E 常规,38,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-06-06,882372,19008,93426976.2350,84318933.8374,1309240.4812,0.215963,0.966873,1.401352,93426976.2350,84318933.8374,1246567.8150,882372,44413,-0.01334270,,-0.01334270,-0.01401352,-1246567.8150,93426976.2350,OK,62672.6662,43501.8389,4.0058,95.9942,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,43501.8389,43425.5876,58413.4503,66520.5748,62437.5559,4.005814,4.040863,4.228386,4.768208,4.718221,95.994186,95.959137,95.771614,95.231792,95.281779,4.991,274299.0075,246798.2808,909596.1413,937096.8679,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1203065.9761,80896869.4767,1183895.1488,1140393.3098,-19170.8273,0.01267188,0.01220625,43501.8389,1140393.3098,0.01220625,43501.8389,43425.5876,58413.4503,66520.5748,62437.5559,1140393.3098,0.01220625,274299.0075,246798.2808,909596.1413,937096.8679,0.00973590,0.01003026,-0.00020520,105.8816,1898.5192,28.0676,1246567.8150,1344.7333,93426976.2350,44413.0000,,105.8816,5.1431,16.6172,51.4311,172.6817,359.8422,1726.8175,12.8578,-2.0771,21.654854,103.917723,6.371824,29,118,24913,16,0E-8,0.01334270,,0.00074328,0.045343,0.902512,0.074029,,2026-06-06,2026-06-06,1,927,29,1,1.000000,,,0.000000,3,0.2753623188405797,0.7028985507246377,0.7028985507246377,0.41304347826086957,0.41304347826086957,0.41304347826086957,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00883537,E 常规,39,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-05-01,976691,21763,95049889.2124,85721513.1182,1310557.1101,0.216064,0.974320,1.378810,95049889.2124,85721513.1182,1264930.4142,976691,40605,-0.01330807,,-0.01330807,-0.01378810,-1264930.4142,95049889.2124,OK,45626.6960,54166.0510,4.0127,95.9873,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,54166.0510,61397.4164,63144.8397,61068.6904,68378.0002,4.012671,4.058008,4.222771,4.637393,4.473410,95.987329,95.941992,95.777229,95.362607,95.526590,4.9856,308154.9977,279483.4917,911148.7205,939820.2265,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1210764.3631,82259665.2483,1219303.7182,1165137.6671,8539.3551,0.01282804,0.01225817,54166.0510,1165137.6671,0.01225817,54166.0510,61397.4164,63144.8397,61068.6904,68378.0002,1165137.6671,0.01225817,308154.9977,279483.4917,911148.7205,939820.2265,0.00958601,0.00988765,0.00008984,97.3183,2111.1073,31.1521,1264930.4142,1481.1832,95049889.2124,40605.0000,,97.3183,4.9023,14.2518,51.8914,157.4445,300.0,1297.2861,11.2296,-2.313,21.050032,91.026384,6.82851,29,112,26862,16,0E-8,0.01330807,,0.00053227,0.039557,0.901858,0.065502,,2026-05-01,2026-05-01,1,854,29,1,1.000000,,,0.000000,3,0.2826086956521739,0.7101449275362319,0.7101449275362319,0.4782608695652174,0.4782608695652174,0.4782608695652174,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00924038,E 常规,40,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-05-31,803912,16667,78078465.8712,70178655.1843,1301173.7962,0.246188,1.079047,1.666495,78078465.8712,70178655.1843,1263385.1581,803912,40497,-0.01618097,,-0.01618097,-0.01666495,-1263385.1581,78078465.8712,OK,37788.6382,56189.8909,4.0019,95.9981,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,56189.8909,63256.8927,66569.2368,71099.6949,56723.8148,4.001872,4.036030,4.264568,4.757289,4.510056,95.998128,95.963970,95.735432,95.242711,95.489944,4.9942,313839.5302,277229.2801,911756.9897,948367.2398,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1207195.2672,67334120.3274,1225596.5199,1169406.6290,18401.2527,0.01569699,0.01497733,56189.8909,1169406.6290,0.01497733,56189.8909,63256.8927,66569.2368,71099.6949,56723.8148,1169406.6290,0.01497733,313839.5302,277229.2801,911756.9897,948367.2398,0.01167744,0.01214634,0.00023568,97.1232,1732.9347,31.1970,1263385.1581,1472.4769,78078465.8712,40497.0000,,97.1232,4.995,14.4115,51.4311,147.9968,273.0592,1297.2861,10.9896,-2.1006,18.947247,90.017122,6.739258,29,111,21193,16,0E-8,0.01618097,,0.00053846,0.042607,0.898822,0.082976,,2026-05-31,2026-05-31,1,858,29,1,1.000000,,,0.000000,1,0.2898550724637681,0.5144927536231884,0.5144927536231884,0.050724637681159424,0.050724637681159424,0.050724637681159424,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.0092527,E 常规,41,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-06-18,902646,19869,109817827.1408,98895543.5051,1384660.6114,0.218988,0.974598,1.260871,109817827.1408,98895543.5051,1319878.8024,902646,45636,-0.01201880,,-0.01201880,-0.01260871,-1319878.8024,109817827.1408,OK,64781.8090,57563.4456,3.9911,96.0089,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,57563.4456,61875.7522,71631.7376,69543.2745,59632.3720,3.991124,4.029363,4.213017,4.635479,4.557361,96.008876,95.970637,95.786983,95.364521,95.442639,4.9891,320246.5819,290402.5389,934850.4115,964694.4545,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1262315.3568,94657900.1929,1255096.9934,1197533.5478,-7218.3633,0.01142890,0.01090473,57563.4456,1197533.5478,0.01090473,57563.4456,61875.7522,71631.7376,69543.2745,59632.3720,1197533.5478,0.01090473,320246.5819,290402.5389,934850.4115,964694.4545,0.00851274,0.0087845,-0.00006573,121.6621,2167.0511,28.9219,1319878.8024,1387.8852,109817827.1408,45636.0000,,121.6621,5.1431,16.0156,51.4311,200.0,385.733,1660.7451,12.8578,-2.5716,24.084774,103.695218,7.596458,29,118,26967,16,0E-8,0.01201880,,0.00065505,0.047121,0.900542,0.084575,,2026-06-18,2026-06-18,1,951,29,1,1.000000,,,0.000000,5,0.2971014492753623,0.8043478260869565,0.8043478260869565,0.8623188405797102,0.8623188405797102,0.8623188405797102,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00871617,E 常规,42,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-07-05,821837,17188,88446617.7424,79643284.9735,1395825.6012,0.228202,0.965583,1.578156,88446617.7424,79643284.9735,1321105.5856,821837,41119,-0.01493676,,-0.01493676,-0.01578156,-1321105.5856,88446617.7424,OK,74720.0156,45722.7265,4.0025,95.9975,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,45722.7265,45620.6584,46979.2126,48752.1043,51748.4842,4.002467,4.040343,4.270703,4.562615,4.400080,95.997533,95.959657,95.729297,95.437385,95.599920,4.9928,238823.1860,225492.7121,1007562.3840,1020892.8579,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1275382.8592,76359867.8162,1246385.5700,1200662.8436,-28997.2891,0.01409195,0.01357500,45722.7265,1200662.8436,0.01357500,45722.7265,45620.6584,46979.2126,48752.1043,51748.4842,1200662.8436,0.01357500,238823.1860,225492.7121,1007562.3840,1020892.8579,0.01139176,0.01154247,-0.00032785,107.6206,1936.8974,32.1288,1321105.5856,1525.5261,88446617.7424,41119.0000,,107.6206,5.1636,18.0724,57.0977,200.0,387.2667,1770.2719,12.9089,-2.1899,21.428571,97.954198,5.954957,29,114,22366,16,0E-8,0.01493676,,0.00093818,0.047413,0.900467,0.097471,,2026-07-05,2026-07-05,1,866,29,1,1.000000,,,0.000000,2,0.30434782608695654,0.6304347826086957,0.6304347826086957,0.2608695652173913,0.2608695652173913,0.2608695652173913,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00918245,E 常规,43,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-06-26,867446,18124,119552396.7578,107844801.3358,1476604.9115,0.208491,0.895775,1.235111,119552396.7578,107844801.3358,1374914.2370,867446,45336,-0.01150052,,-0.01150052,-0.01235111,-1374914.2370,119552396.7578,OK,101690.6745,62675.1032,4.0152,95.9848,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,62675.1032,66650.0331,55712.5013,58428.8048,46333.3635,4.015212,4.056765,4.349051,4.659965,4.463836,95.984788,95.943235,95.650949,95.340035,95.536164,4.9931,289799.8059,257393.7349,983423.7565,1015829.8275,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1312239.1338,103444673.8825,1273223.5624,1210548.4592,-39015.5714,0.01064992,0.01012567,62675.1032,1210548.4592,0.01012567,62675.1032,66650.0331,55712.5013,58428.8048,46333.3635,1210548.4592,0.01012567,289799.8059,257393.7349,983423.7565,1015829.8275,0.00822588,0.00849694,-0.00032635,137.8211,2378.7895,30.3272,1374914.2370,1439.7008,119552396.7578,45336.0000,,137.8211,5.1431,17.0416,53.5259,205.7243,431.7044,2100.4453,12.8578,-2.0771,25.332412,123.254126,8.087344,29,116,24584,16,0E-8,0.01150052,,0.00094294,0.054180,0.902071,0.096320,,2026-06-26,2026-06-26,1,955,29,1,1.000000,,,0.000000,5,0.3115942028985507,0.8115942028985508,0.8115942028985508,0.9565217391304348,0.9565217391304348,0.9565217391304348,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00874497,E 常规,44,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-05-11,887513,19298,85494374.6278,77329236.3980,1342190.3830,0.213455,0.932890,1.569917,85494374.6278,77329236.3980,1305387.1248,887513,41981,-0.01526869,,-0.01526869,-0.01569917,-1305387.1248,85494374.6278,OK,36803.2582,56568.0476,3.9920,96.0080,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,56568.0476,61926.8033,66012.4670,81040.2198,64180.9131,3.991971,4.030833,4.217783,4.638381,4.504320,96.008029,95.969167,95.782217,95.361619,95.495680,4.988,329728.4507,294182.4773,938855.4159,974401.3893,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1248819.0772,74157723.6866,1268583.8666,1212015.8190,19764.7894,0.01483821,0.01417656,56568.0476,1212015.8190,0.01417656,56568.0476,61926.8033,66012.4670,81040.2198,64180.9131,1212015.8190,0.01417656,329728.4507,294182.4773,938855.4159,974401.3893,0.01098149,0.01139726,0.00023118,96.3303,1842.0056,31.0947,1305387.1248,1500.4450,85494374.6278,41981.0000,,96.3303,5.1891,13.654,51.8914,155.6743,300.0,1309.3575,11.1494,-2.1006,21.971538,95.895332,7.055081,29,108,24479,16,0E-8,0.01526869,,0.00047593,0.035716,0.904495,0.065752,,2026-05-11,2026-05-11,1,870,29,1,1.000000,,,0.000000,2,0.3188405797101449,0.6014492753623188,0.6014492753623188,0.2028985507246377,0.2028985507246377,0.2028985507246377,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00908769,E 常规,45,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-04-30,1043544,21367,109123964.5445,98619822.8641,1453567.5524,0.225085,0.958043,1.332033,109123964.5445,98619822.8641,1365807.1646,1043544,44448,-0.01251611,,-0.01251611,-0.01332033,-1365807.1646,109123964.5445,OK,87760.3879,59562.3362,4.0270,95.9730,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,59562.3362,59835.8127,61659.8109,57637.5520,54614.8699,4.026978,4.066104,4.254006,4.713310,4.536057,95.973022,95.933896,95.745994,95.286690,95.463943,4.9866,293310.3817,271511.5133,984736.3950,1006535.2634,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1306244.8283,94482563.0396,1278046.7767,1218484.4405,-28198.0516,0.01171188,0.01116606,59562.3362,1218484.4405,0.01116606,59562.3362,59835.8127,61659.8109,57637.5520,54614.8699,1218484.4405,0.01116606,293310.3817,271511.5133,984736.3950,1006535.2634,0.00902402,0.00922378,-0.00025840,104.5705,2218.7685,30.7282,1365807.1646,1465.4583,109123964.5445,44448.0000,,104.5705,4.2165,13.088,52.3519,171.0329,331.0359,1368.1583,10.8131,-2.1082,25.29313,104.535505,7.989817,29,113,26705,16,0E-8,0.01251611,,0.00088989,0.041131,0.903741,0.073523,,2026-04-30,2026-04-30,1,932,29,1,1.000000,,,0.000000,5,0.32608695652173914,0.7753623188405797,0.7753623188405797,0.8333333333333334,0.8333333333333334,0.8333333333333334,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00883189,E 常规,46,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-04-11,1072109,22904,103866078.4836,93371555.9186,1425552.8316,0.218073,0.933427,1.372491,103866078.4836,93371555.9186,1357649.5137,1072109,45104,-0.01307115,,-0.01307115,-0.01372491,-1357649.5137,103866078.4836,OK,67903.3179,51153.7669,3.9931,96.0069,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,51153.7669,47494.4470,61080.7045,52118.4523,48982.5486,3.993100,4.034934,4.214075,4.691742,4.557654,96.006900,95.965066,95.785925,95.308258,95.442346,4.9869,260829.9194,241766.0641,1028916.2764,1047980.1317,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1306495.7468,89550385.9370,1289746.1957,1238592.4289,-16749.5510,0.01241740,0.01192490,51153.7669,1238592.4289,0.01192490,51153.7669,47494.4470,61080.7045,52118.4523,48982.5486,1238592.4289,0.01192490,260829.9194,241766.0641,1028916.2764,1047980.1317,0.00990618,0.01008972,-0.00016126,96.8801,2070.1391,30.1004,1357649.5137,1455.1442,103866078.4836,45104.0000,,96.8801,4.489,13.088,52.3519,160.0145,295.0822,1308.7977,10.7724,-2.1082,22.546052,99.999999,7.402225,29,110,29656,16,0E-8,0.01307115,,0.00072724,0.034549,0.898961,0.075974,,2026-04-11,2026-04-11,1,933,29,1,1.000000,,,0.000000,4,0.3333333333333333,0.7246376811594203,0.7246376811594203,0.7101449275362319,0.7101449275362319,0.7101449275362319,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00876743,E 常规,47,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-05-26,828878,18071,90165426.9852,81229509.7689,1405677.2200,0.222400,0.957188,1.558998,90165426.9852,81229509.7689,1349096.5633,828878,44821,-0.01496246,,-0.01496246,-0.01558998,-1349096.5633,90165426.9852,OK,56580.6567,52799.8563,4.0240,95.9760,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,52799.8563,52464.7215,28380.8402,31042.1353,64040.9825,4.023991,4.072441,4.300500,4.787146,4.586162,95.976009,95.927559,95.699500,95.212854,95.413838,4.9858,228728.5357,220034.1453,1063787.3709,1072481.7613,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1296296.7070,77885916.9692,1292515.9066,1239716.0503,-3780.8004,0.01433494,0.01374935,52799.8563,1239716.0503,0.01374935,52799.8563,52464.7215,28380.8402,31042.1353,64040.9825,1239716.0503,0.01374935,228728.5357,220034.1453,1063787.3709,1072481.7613,0.01179817,0.0118946,-0.00004193,108.7801,1812.3092,30.0997,1349096.5633,1427.6154,90165426.9852,44821.0000,,108.7801,5.1891,14.7043,51.8914,172.2653,344.5306,1500.0,12.6037,-2.1006,23.43054,102.010712,7.397823,29,109,23696,16,0E-8,0.01496246,,0.00069655,0.045072,0.900894,0.070839,,2026-05-26,2026-05-26,1,945,29,1,1.000000,,,0.000000,2,0.34057971014492755,0.6231884057971014,0.6231884057971014,0.3333333333333333,0.3333333333333333,0.3333333333333333,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00879506,E 常规,48,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
2026-07-14,988794,23578,129834876.9535,116806404.7236,1448403.9928,0.207562,0.892811,1.115574,129834876.9535,116806404.7236,1371953.3371,988794,45688,-0.01056691,-0.01056691,,-0.01115574,-1371953.3371,129834876.9535,OK,76450.6556,53976.2260,3.9829,96.0171,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,53976.2260,51322.5705,51175.8831,59613.0604,75831.5637,3.982897,4.027440,4.218835,4.546498,4.398631,96.017103,95.972560,95.781165,95.453502,95.601369,4.9927,291919.3038,273677.0972,1003583.3777,1021825.5843,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,1317977.1111,112071203.1416,1295502.6815,1241526.4555,-22474.4296,0.00997808,0.00956235,53976.2260,1241526.4555,0.00956235,53976.2260,51322.5705,51175.8831,59613.0604,75831.5637,1241526.4555,0.00956235,291919.3038,273677.0972,1003583.3777,1021825.5843,0.00772969,0.00787019,-0.00017310,131.3063,2556.6102,30.0287,1371953.3371,1439.6153,129834876.9535,45688.0000,131.3063,,5.1636,18.0724,60.0,204.3903,433.163,1839.4147,12.9089,-2.5818,23.968144,101.780068,7.265552,29,113,30063,16,1.00000000,0.01056691,0.01056691,0.00065451,0.044797,0.899654,0.086501,,2026-07-14,2026-07-14,1,953,29,1,1.000000,,1.000000,3.333333,5,0.34782608695652173,0.8695652173913043,0.8695652173913043,0.9855072463768116,0.9855072463768116,0.9855072463768116,n_rounds>=30,139,139,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L1_POWERED,0.00871121,E 常规,49,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
