window_id,bet_ip,n_member_raw,n_member_eff,n_prof_A,n_prof_B,n_prof_C,n_orders,n_rounds,stake,net_pnl,game_pnl,share_p50,share_p90,stake_xagg,valid_bet,profit,n_bets,n_rounds_xagg,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,agent_cost,net_margin,net_margin_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
W1,118.163.128.80,12,10,2,4,4,3546,3419,5916040.8945951887,-209142.8455072549,-209142.8455072549,0.8336606621742249,1.0,7271634.9947,6512872.1476,201842.7893,4124,3418,-0.02775755,,-0.02775755,-0.02775755,-201842.7893,7271634.9947,OK,0.0000,31001271.4226,-30799428.6333,-4.23555757,1763.2481,1905.4629,59.0529,4805.7807,211.3537,173134.1665,81.3810,,1763.2481,1081.3617,2162.7234,2184.7896,2184.7896,4325.4468,4325.4468,2154.4758,0.0,2.0,2.0,0.815291,30,164,1,8,0E-8,0.02775755,,0E-8,0.000000,0.895654,0.517459,,2026-03-21,2026-05-31,42,955,408,72,0.583333,,,0.000000,5,0.9988451322323594,0.42579974592909114,0.9988451322323594,A 平台净亏首位 · 立即处置,11,1
W1,113.182.43.39,8,5,3,1,1,52633,40174,6326687.9592109816,-94817.3051409771,-94817.3051409771,0.21153020858764648,0.7809056043624878,6457749.6581,5642920.7343,101173.2285,53732,40100,-0.01566695,-0.00663173,-0.01820102,-0.01566695,-101173.2285,6457749.6581,OK,0.0000,26973125.7977,-26871952.5692,-4.16119453,120.1844,140.7212,2.5230,1605.9243,8.9249,102503.9628,636.5079,158.8398,112.5054,25.7155,51.6356,128.5777,259.4572,514.3107,1080.0525,38.9186,-12.8578,9.960398,20.916837,2.327552,29,249,1,10,0.21903424,0.01566695,0.00663173,0E-8,0.000000,0.873822,0.972884,0.01156929,2026-05-16,2026-07-17,63,11336,1775,63,1.000000,1.411841,1.321634,0.730114,5,0.9987296454555953,0.49994225661161795,0.9986141586788313,A 平台净亏首位 · 立即处置,12,1
W1,115.231.192.130,8,6,3,3,3,3049,2723,5786519.0000000000,-41264.1500000000,-41264.1500000000,0.6585531234741211,0.9854437708854675,5786519.0000,5207016.0000,41264.1500,3049,2718,-0.00713108,-0.00712456,-1.00000000,-0.00713108,-41264.1500,5786519.0000,OK,0.0000,25254027.6000,-25212763.4500,-4.35715556,1897.8416,1915.7528,15.1818,2171.7974,192.8231,304553.6316,143.0526,1898.4518,38.0000,830.0,1640.0,2600.0,3850.0,4350.0,5850.0,1550.0,0.0,2.652439,3.567073,1.15722,28,27,1,5,0.99999343,0.00713108,0.00712456,0E-8,0.000000,0.899853,0.000000,0.99287544,2026-06-20,2026-08-06,19,214,137,48,0.395833,49.959257,1.000322,3.333311,5,0.9986141586788313,0.5581475921007044,0.9984986719020672,A 平台净亏首位 · 立即处置,13,1
W1,116.96.47.72,10,6,1,3,3,834,833,5385683.6058756500,-86101.5943927400,-86101.5943927400,0.16016054153442383,1.0,5385683.6059,4972506.2529,86101.5944,834,833,-0.01598712,0.16099889,-0.01622348,-0.01598712,-86101.5944,5385683.6059,OK,0.0000,23720147.1659,-23634045.5715,-4.38830932,6457.6542,5969.3953,103.3633,5740.1063,313.0967,359045.5737,55.5333,67.7619,7388.0506,38.9186,64.8643,10470.3818,26175.9551,26175.9551,26175.9551,64.5444,0.0,403.549466,403.549466,99.556364,29,104,1,2,0.00133368,0.01598712,-0.16099889,0E-8,0.000000,0.923282,0.000000,0.17722237,2026-04-12,2026-07-31,15,275,156,111,0.135135,0.009172,0.010493,0.004446,5,0.9984986719020672,0.49797898140662894,0.9982676983485391,A 平台净亏首位 · 立即处置,14,1
W1,174.171.77.157,13,12,0,0,0,37010,16407,6537118.6573663529,-170197.7766569553,-170197.7766569553,1.0,1.0,6537118.6574,5944391.3853,170197.7767,37010,15794,-0.02603560,-0.00556268,-0.08145289,-0.02603560,-170197.7767,6537118.6574,OK,0.0000,22767019.0059,-22596821.2292,-3.45669437,176.6311,376.3702,10.7761,3699.9517,52.8073,142111.2752,343.3478,157.4198,263.7631,27.027,33.9674,128.4895,441.5761,878.3784,2200.7012,33.9674,-33.7838,25.859458,64.788641,5.200021,29,213,1,14,0.73022981,0.02603560,0.00556268,0E-8,0.000000,0.909329,0.118725,0.07589022,2026-06-22,2026-08-06,46,3223,1034,46,1.000000,0.596823,0.891235,2.434099,5,0.9983831851253031,0.43792585748931745,0.9987296454555953,A 平台净亏首位 · 立即处置,15,1
W1,122.11.246.132,24,11,3,6,6,2157,1662,4459653.8806460600,-2128.7335000171,-2508.9641755837,0.024313800036907196,0.6206206679344177,4461457.4982,4066699.1248,2239.7585,2189,1662,-0.00050202,0.03639807,-0.00111889,-0.00058725,-2239.7585,4461457.4982,OK,380.2307,19315440.2543,-19313580.7265,-4.32898458,2038.1259,2446.8707,1.3476,101.8072,4.0139,202793.5226,75.5455,380.0871,2198.4472,53.6769,221.5406,2683.8433,5367.6865,10735.373,10735.373,136.3327,-8.6133,48.457823,48.457823,9.199787,29,138,1,8,0.01644234,0.00050202,-0.03639807,0.00009350,0.142531,0.911518,0.567839,0.03751696,2026-03-31,2026-08-01,22,558,191,124,0.177419,0.172889,0.186489,0.054808,5,0.9982676983485391,0.5990299110751819,0.9978057512414829,A 平台净亏首位 · 立即处置,16,1
W1,49.130.162.1,7,6,1,2,2,14065,13328,5115218.5751729924,-41620.0449503982,-41620.0449503982,0.31829899549484253,0.6367725133895874,5115218.5752,4632778.5384,41620.0450,14065,13045,-0.00813651,,-0.00813651,-0.00813651,-41620.0450,5115218.5752,OK,0.0000,19118068.8705,-19076448.8255,-3.72935165,363.6842,355.1383,3.1905,5945.7207,32.1887,730745.5107,1863.5714,,363.6842,175.3309,300.0,438.3273,876.6547,876.6547,1753.3093,262.9964,0.0,2.922182,5.844364,1.212281,30,149,1,8,0E-8,0.00813651,,0E-8,0.000000,0.905685,0.000000,,2026-03-23,2026-03-29,7,1293,160,7,1.000000,,,0.000000,5,0.998152211571775,0.549717057396928,0.9980367247950109,A 平台净亏首位 · 立即处置,17,1
W1,71.146.126.94,8,8,1,1,1,174148,79924,5329690.0000000000,-158658.6000000000,-158658.6000000000,0.999823808670044,1.0,5430636.0000,4926593.0000,161982.1000,177095,73389,-0.02982746,,-0.02982746,-0.02982746,-161982.1000,5430636.0000,OK,0.0000,18868851.1900,-18706869.0900,-3.44469213,30.6651,67.1299,2.2072,1951.5916,9.4555,65429.3494,884.2048,,30.6651,2.0,5.0,20.0,72.0521,160.0,450.0,5.0,-1.0,32.0,90.0,6.13302,30,260,1,14,0E-8,0.02982746,,0E-8,0.000000,0.907185,0.018691,,2026-03-21,2026-06-11,83,17131,2132,83,1.000000,,,0.000000,5,0.9980367247950109,0.4124032798244601,0.9983831851253031,A 平台净亏首位 · 立即处置,18,1
W1,107.141.123.217,6,6,1,1,1,35155,18777,5220985.4216925075,-149791.1834823279,-149791.1834823279,0.20869985222816467,0.3695884346961975,5220985.4217,4731771.5198,149791.1835,35155,18344,-0.02869021,,-0.02869021,-0.02869021,-149791.1835,5220985.4217,OK,0.0000,18122684.9208,-17972893.7373,-3.44243324,148.5133,257.9466,8.1657,4993.0394,34.3400,174032.8474,611.4667,,148.5133,27.5862,34.4828,137.931,346.4831,620.6896,1371.7421,34.4828,-13.7931,18.0,39.780521,4.306886,30,201,1,16,0E-8,0.02869021,,0E-8,0.000000,0.906299,0.088551,,2026-03-21,2026-04-19,30,4362,793,30,1.000000,,,0.000000,5,0.997921238018247,0.4194479732070678,0.998152211571775,A 平台净亏首位 · 立即处置,19,1
W1,14.230.30.47,8,7,2,2,2,36812,27711,4200597.6188713796,-108830.9582853125,-108830.9582853125,0.2537011504173279,0.9862419366836548,4200597.6189,3692034.9720,108830.9583,36812,27662,-0.02590845,,-0.02590845,-0.02590845,-108830.9583,4200597.6189,OK,0.0000,17647763.2836,-17538932.3253,-4.17534216,114.1095,133.4696,3.9343,2790.5374,15.3738,107707.6313,709.2821,,114.1095,13.1659,39.2639,104.7038,314.1115,523.5191,916.1584,26.176,-13.088,13.333334,23.333335,2.906216,30,229,1,10,0E-8,0.02590845,,0E-8,0.000000,0.878931,0.979844,,2026-03-21,2026-06-02,39,7079,1074,74,0.527027,,,0.000000,5,0.9978057512414829,0.4387342649266659,0.9974592909111907,A 平台净亏首位 · 立即处置,20,1
W1,182.152.144.19,7,5,0,0,0,7306,7020,3202017.2835196502,-101318.5230446885,-101318.5230446885,0.03612789884209633,0.42357712984085083,4379894.3785,3959320.0070,102685.0559,9776,6980,-0.02344464,,-0.02344464,-0.02344464,-102685.0559,4379894.3785,OK,0.0000,17395096.6655,-17292411.6096,-3.94813439,448.0252,567.2378,14.7113,17114.1760,122.2441,729982.3964,1163.3333,,448.0252,174.581,436.4525,436.4525,872.905,872.905,1745.8101,349.162,0.0,2.0,4.0,1.026515,29,126,1,8,0E-8,0.02344464,,0E-8,0.000000,0.903976,0.000000,,2026-05-18,2026-05-23,6,840,132,6,1.000000,,,0.000000,5,0.9976902644647188,0.45420949301305,0.9975747776879548,A 平台净亏首位 · 立即处置,21,1
W1,219.76.163.118,11,9,5,5,5,1434,1391,4556984.8567030980,-178515.6927552800,-178515.6927552800,0.6112853288650513,1.0,4556984.8567,4028979.3532,178515.6928,1434,1391,-0.03917408,,-0.03917408,-0.03917408,-178515.6928,4556984.8567,OK,0.0000,17279768.4992,-17101252.8065,-3.75275612,3177.8137,2896.4625,128.3362,13731.9764,642.1428,350537.2967,107.0000,,3177.8137,872.905,1745.8101,4364.5249,8729.0498,8964.2813,17458.0996,1396.6481,0.0,5.13474,9.999999,1.820252,27,116,1,8,0E-8,0.03917408,,0E-8,0.000000,0.884133,0.000000,,2026-05-15,2026-06-26,13,278,142,43,0.302326,,,0.000000,5,0.9975747776879548,0.36320591292297033,0.997921238018247,A 平台净亏首位 · 立即处置,22,1
W1,125.235.172.159,10,5,0,2,2,572,529,3903656.5516100469,-126789.8145641459,-126789.8145641459,0.08486755192279816,0.7058823704719543,3903656.5516,3495586.2431,126789.8146,572,529,-0.03247976,0.01148975,-0.03257640,-0.03247976,-126789.8146,3903656.5516,OK,0.0000,16684540.3208,-16557750.5063,-4.24160022,6824.5744,6607.9135,239.6783,12678.9815,763.7941,390365.6552,52.9000,50.6578,9665.2491,51.6356,7200.3496,12857.7676,12857.7676,19389.457,25715.5352,2259.8811,-2.6332,2.692849,3.571429,0.947812,29,81,1,4,0.00219312,0.03247976,-0.01148975,0E-8,0.000000,0.895465,0.012238,0.04406615,2026-03-24,2026-07-29,10,166,68,128,0.078125,0.005241,0.007423,0.007310,5,0.9974592909111907,0.39854486661277283,0.9971128305808985,A 平台净亏首位 · 立即处置,23,1
W1,161.142.152.192,6,5,1,2,2,6260,6257,3742764.3892162946,-50105.0835295902,-59922.6251621113,0.3569067120552063,0.5782842040061951,3811191.6071,3420774.9108,50554.4272,6404,6257,-0.01326473,-0.02416018,-0.00649635,-0.01597118,-50554.4272,3811191.6071,OK,10314.7957,16329465.1090,-16289225.4776,-4.27405052,595.1267,546.7117,8.0797,555.5432,13.1242,41881.2265,68.7582,737.1848,531.5009,408.8239,791.1127,831.8083,852.0791,861.3264,861.3264,511.2474,0.0,1.088753,1.088753,0.752265,29,212,1,3,0.38317753,0.01326473,0.02416018,0.00301534,0.279950,0.897560,0.000000,-0.01766383,2026-04-17,2026-08-06,91,3852,1710,112,0.812500,1.386987,1.238702,1.277258,5,0.9973438041344266,0.5149555375909458,0.9969973438041344,A 平台净亏首位 · 立即处置,24,1
W1,113.169.7.11,11,6,2,2,2,2402,2395,3701061.5111766217,12594.8004101708,12594.8004101708,0.3612717092037201,1.0,3701061.5112,3369413.6277,-12594.8004,2402,2395,0.00340302,0.00604576,0.00269255,0.00340302,12594.8004,3701061.5112,OK,0.0000,16053052.1385,-16065646.9389,-4.34082138,1540.8249,1406.8533,-5.2588,-484.4154,-10.7190,142348.5197,92.1154,1555.9110,1536.8190,738.0358,1290.8889,1941.4969,2581.7778,3872.6667,5400.2622,1285.7767,0.0,3.0,4.183367,1.193615,29,177,1,4,0.21187952,-0.00340302,-0.00604576,0E-8,0.000000,0.910391,0.000000,0.00335321,2026-05-01,2026-07-10,26,1175,502,71,0.366197,1.012423,1.009791,0.706265,5,0.9972283173576626,0.6193555837856566,0.9968818570273704,A 平台净亏首位 · 立即处置,25,1
W1,27.240.120.209,5,5,0,0,0,6945,2146,3561405.4492653397,-124343.3549709966,-156912.2608471427,1.0,1.0,3561405.4493,3256890.5876,124343.3550,6945,2111,-0.03491412,-0.03491412,,-0.04405908,-124343.3550,3561405.4493,OK,32568.9059,15470230.2913,-15378455.8422,-4.31808623,512.8014,1542.8188,58.9026,17763.3364,216.6261,508772.2070,301.5714,512.8014,,106.7646,202.8528,266.9115,2135.292,2135.292,2135.292,202.8528,-200.8242,10.526315,10.526315,2.527949,29,144,1,8,1.00000000,0.03491412,0.03491412,0.01000000,1.000000,0.914496,0.123974,,2026-07-20,2026-07-26,7,574,144,7,1.000000,,1.000000,3.333333,5,0.9971128305808985,0.3851484005081418,0.9966508834738422,A 平台净亏首位 · 立即处置,26,1
W1,113.22.35.178,30,23,12,12,12,16182,16076,3198583.5369138947,-3309.7463609190,-3309.7463609190,0.8632471561431885,1.0,3276018.5429,2982605.5364,2500.4474,16437,16065,-0.00076326,-0.03353754,0.00585554,-0.00076326,-2500.4474,3276018.5429,OK,0.0000,14255674.9657,-14253174.5183,-4.35076125,199.3076,185.6586,0.1556,20.3288,0.8155,26634.2971,130.6098,282.4188,188.1270,115.7199,130.8798,259.4572,387.2667,516.3556,774.5333,130.8798,0.0,3.945266,5.917899,1.522829,30,197,1,5,0.16801926,0.00076326,0.03353754,0E-8,0.000000,0.910436,0.004198,-0.03939308,2026-03-22,2026-08-06,123,3066,1386,138,0.891304,1.501213,1.417000,0.560064,5,0.9969973438041344,0.597297609423721,0.99630442314355,A 平台净亏首位 · 立即处置,27,1
W1,116.99.248.253,17,8,3,5,5,1826,1826,3618225.4447577989,-29122.0314071149,-29122.0314071149,0.3435753881931305,0.8921849727630615,3618225.4448,3241749.9778,29122.0314,1826,1826,-0.00804871,-0.44045979,0.00766835,-0.00804871,-29122.0314,3618225.4448,OK,0.0000,14113140.0475,-14084018.0161,-3.89252086,1981.5035,1775.3286,15.9485,1532.7385,33.7843,190432.9181,96.1053,1866.1887,1985.9639,310.4468,1177.918,2617.5955,5235.1909,6543.9888,9868.8574,862.1051,0.0,5.555556,8.378221,1.682208,29,148,1,2,0.03507267,0.00804871,0.44045979,0E-8,0.000000,0.895950,0.000000,-0.44812814,2026-04-04,2026-07-12,19,862,358,100,0.190000,0.939689,0.941804,0.116909,5,0.9968818570273704,0.5508719251645686,0.9967663702506063,A 平台净亏首位 · 立即处置,28,1
W1,98.194.122.217,6,6,1,2,2,11001,5148,4029908.4205253017,-77277.5257954664,-77277.5257954664,0.021577700972557068,0.19314806163311005,4029908.4205,3656058.0166,77277.5258,11001,5096,-0.01917600,0.05446882,-0.01985977,-0.01917600,-77277.5258,4029908.4205,OK,0.0000,14002702.2036,-13925424.6778,-3.45551889,366.3220,717.4368,15.1643,2575.9175,54.8457,134330.2807,169.8667,49.6947,389.3551,33.8295,67.659,169.1475,1014.885,3382.95,3382.95,67.659,-33.8295,50.000002,50.000002,5.414239,29,185,1,14,0.00919927,0.01917600,-0.05446882,0E-8,0.000000,0.907231,0.067085,0.07432859,2026-05-30,2026-08-04,30,1409,517,67,0.447761,0.127633,0.135658,0.030664,5,0.9967663702506063,0.47892366324055896,0.9973438041344266,A 平台净亏首位 · 立即处置,29,1
W1,172.56.25.58,6,6,1,2,2,17708,9703,3956858.1348177110,-43101.7434784116,-43101.7434784116,0.11705274879932404,0.1550154834985733,3956858.1348,3641173.4846,43101.7435,17708,9203,-0.01089292,,-0.01089292,-0.01089292,-43101.7435,3956858.1348,OK,0.0000,13945694.4460,-13902592.7025,-3.51354338,223.4503,395.6507,4.6834,3591.8120,20.5834,329738.1779,766.9167,,223.4503,20.5198,68.3995,137.931,478.7962,1025.9918,3448.2759,68.3995,-6.8966,15.000001,50.413794,3.266844,29,179,1,13,0E-8,0.01089292,,0E-8,0.000000,0.920218,0.083352,,2026-04-24,2026-05-05,12,2094,324,12,1.000000,,,0.000000,5,0.9966508834738422,0.5312391731146784,0.9972283173576626,A 平台净亏首位 · 立即处置,30,1
W1,58.186.144.119,5,5,2,2,2,3727,3703,3183039.5950467904,-118175.0036661418,-118175.0036661418,0.4749999940395355,0.6490439176559448,3183039.5950,2918413.0730,118175.0037,3727,3602,-0.03712646,,-0.03712646,-0.03712646,-118175.0037,3183039.5950,OK,0.0000,13939701.8902,-13821526.8865,-4.34224158,854.0487,810.2202,32.8082,9090.3849,478.4413,244849.1996,277.0769,,854.0487,77.8372,155.6743,337.2944,1452.9604,3062.0232,17401.7422,155.6742,0.0,19.669416,111.78299,5.486124,11,70,1,3,0E-8,0.03712646,,0E-8,0.000000,0.916864,0.000000,,2026-05-21,2026-06-02,13,247,92,13,1.000000,,,0.000000,5,0.9965353966970781,0.37452361704584824,0.996073449590022,A 平台净亏首位 · 立即处置,31,1
