IP,承载会员数,订单数,活跃天数,投注金额,游戏盈利,净盈利,订单占全量比,投注额占全量比,入选门槛_承载会员数P999
103.199.33.235,56,533,45,32942.07276282024,-443.2630118196559,-443.2630118196559,4.110759089765644e-06,2.3695041056164243e-06,44
104.28.68.169,56,492,64,108062.10496646681,5125.23100868756,5125.23100868756,3.7945468520913635e-06,7.772844265846823e-06,44
14.236.176.8,56,325,29,7927.412459739719,-301.3342304661591,-301.3342304661591,2.506560420588807e-06,5.702141606422681e-07,44
120.29.79.195,56,69,1,4284.530752916225,-69.26586249558154,-69.26586249558143,5.321620585250082e-07,3.081838013888739e-07,44
103.199.56.27,55,3479,40,72506.5634550379,-1801.855004994964,-1801.855004994964,2.6831765240702952e-05,5.215354875445354e-06,44
49.48.233.69,55,2751,62,95271.63191720739,-6117.865418310113,-6024.341822034895,2.1217069898584025e-05,6.852832989652867e-06,44
103.199.32.172,55,2254,43,88469.01754868838,4518.070167337308,4518.070167337308,1.7383960578483603e-05,6.363524900535797e-06,44
103.199.56.88,55,1934,48,62564.367205444825,648.8614225624098,648.86142256241,1.4915962625903855e-05,4.5002184903772105e-06,44
49.48.233.210,55,1852,59,33340.535795150565,-266.9430044383491,-242.6681141690803,1.4283538150555294e-05,2.3981653194338107e-06,44
49.48.233.189,55,1822,49,58780.08486144089,1174.2349192600373,1249.3938740476565,1.4052163342500943e-05,4.2280172656549626e-06,44
103.199.32.205,55,1724,46,75997.93929114782,1776.9720595905246,1776.9720595905246,1.3296338969523396e-05,5.466487505667987e-06,44
103.199.57.179,55,1641,36,55666.39966462405,-1048.576900347591,-1048.576900347591,1.2656202000573023e-05,4.0040517031181214e-06,44
103.199.56.78,55,1602,47,145697.60581701022,-1494.1963527480193,-1494.1963527480193,1.2355414750102366e-05,1.0479943919968842e-05,44
103.199.33.5,55,1524,49,103455.90561553343,26889.479425399648,26889.479425399648,1.1753840249161052e-05,7.441523029569221e-06,44
103.199.57.83,55,1509,44,46156.0807480756,-764.8685075924609,-764.8685075924609,1.1638152845133876e-05,3.319980003054465e-06,44
103.199.56.215,55,1508,44,150507.08973924417,-6780.711762032354,-6780.711762032354,1.1630440351532065e-05,1.0825887297050191e-05,44
103.199.33.82,55,1503,45,111496.02016388974,-21008.57119233424,-21008.57119233424,1.1591877883523007e-05,8.019843785798576e-06,44
103.199.33.192,55,1490,44,72732.84515475703,-6341.786114748166,-6341.786114748166,1.1491615466699455e-05,5.231631186300799e-06,44
103.199.32.237,55,1451,46,79548.90012338324,-7496.594065615537,-7496.594065615537,1.1190828216228797e-05,5.721906049954652e-06,44
49.48.233.98,55,1421,50,32289.567969240496,66.70585245347911,101.87594925636358,1.0959453408174446e-05,2.3225698158874977e-06,44
103.199.57.49,55,1401,39,66676.86324481117,7450.0933862499805,7450.0933862499805,1.080520353613821e-05,4.7960279350278205e-06,44
103.199.33.57,55,1391,46,99090.3274522686,7551.168823682377,7551.168823682377,1.0728078600120095e-05,7.127509535162749e-06,44
103.199.57.19,55,1356,49,66414.54515601102,-5370.269855045002,-5370.269855045002,1.0458141324056684e-05,4.777159547696379e-06,44
27.74.156.245,55,1340,35,6953.708133749763,217.2145838373698,217.2145838373698,1.0334741426427697e-05,5.001761756404964e-07,44
49.48.233.242,55,1310,50,36573.08759830594,-1785.3915342085136,-1784.0023395176963,1.0103366618373346e-05,2.630680887726748e-06,44
103.199.33.94,55,1296,46,80697.47954963868,-11682.505254899272,-11682.505254899272,9.995391707947982e-06,5.804522699056663e-06,44
103.199.33.17,55,1285,47,45859.782059711506,9731.239926384926,9731.239926384926,9.910554278328052e-06,3.2986674109895276e-06,44
103.199.33.63,55,1284,44,110598.91290516382,-9473.358504585205,-9473.358504585205,9.90284178472624e-06,7.955315383228579e-06,44
49.49.225.38,55,1264,51,56445.76818333595,1860.003153702472,1860.2524111230737,9.748591912690007e-06,4.06011122669978e-06,44
103.199.32.37,55,1251,48,95352.47676964857,-1036.661651751137,-1036.661651751137,9.648329495866455e-06,6.85864811279817e-06,44
103.199.32.176,55,1236,43,117700.9217518629,-6855.880955344836,-6855.880955344836,9.532642091839279e-06,8.466158742768804e-06,44
103.199.32.71,55,1224,45,62412.362195461275,-6690.821637253186,-6690.821637253186,9.440092168617539e-06,4.489284858549501e-06,44
103.199.32.218,55,1217,47,117118.48722562836,-3761.00002262783,-3761.00002262783,9.386104713404856e-06,8.424264566555244e-06,44
103.199.56.39,55,1202,45,46748.19450347134,-440.40060376593374,-440.40060376593374,9.270417309377681e-06,3.3625704005835993e-06,44
103.199.57.61,55,1196,44,45611.560697145884,1098.6806869509626,1098.6806869509626,9.22414234776681e-06,3.2808129929650256e-06,44
103.199.33.56,55,1195,47,94960.01336996157,-8981.911749473502,-8981.911749473502,9.216429854164998e-06,6.830418449062132e-06,44
103.199.33.50,55,1192,45,390738.36132439424,-26972.682055557976,-26972.682055557976,9.193292373359564e-06,2.8105582731422564e-05,44
103.199.32.197,55,1179,47,41619.08660161276,-3037.3272988362532,-3037.3272988362532,9.093029956536012e-06,2.9936366568235396e-06,44
103.199.33.201,55,1174,49,90016.48469976569,-3663.4080577241975,-3663.4080577241975,9.054467488526953e-06,6.474833311338733e-06,44
103.199.33.88,55,1064,45,172342.54945793672,31677.886395911508,31677.886395911508,8.206093192327664e-06,1.2396499195821147e-05,44
103.199.57.151,55,1035,45,27961.022242495073,3375.84624092336,3375.84624092336,7.982430877875125e-06,2.0112200430690847e-06,44
103.199.33.218,55,1034,39,26029.4670893148,-1690.7808052192536,-1690.7808052192536,7.974718384273313e-06,1.8722844059997982e-06,44
103.199.56.31,55,1003,49,62812.93274613508,-4124.147549332769,-4124.147549332769,7.73563108261715e-06,4.518097664933739e-06,44
103.199.56.11,55,990,44,27847.48037113865,-3068.043007672407,-3068.043007672407,7.635368665793598e-06,2.0030530423986815e-06,44
103.199.57.212,55,977,44,67585.68819798787,-2957.1657401574007,-2957.1657401574007,7.535106248970045e-06,4.861399184534297e-06,44
103.199.57.40,55,905,45,28293.177432882178,-1765.5771456414227,-1765.5771456414227,6.9798067096396015e-06,2.0351117724387175e-06,44
103.199.33.42,55,892,45,59274.521738405354,-1344.5168885663545,-1344.5168885663545,6.879544292816049e-06,4.263581822213703e-06,44
103.199.56.240,55,867,37,26497.028705603043,1244.9299732580946,1244.9299732580946,6.6867319527707565e-06,1.9059158407124935e-06,44
103.199.56.101,55,858,44,99659.59861454481,-12995.219204207628,-12995.219204207624,6.617319510354451e-06,7.168456878274229e-06,44
103.199.56.144,55,847,44,52559.380112075596,-19844.3473042685,-19844.291221348867,6.5324820807345215e-06,3.7805655964908776e-06,44
104.28.119.135,55,816,64,89123.98428281312,-6831.110406716445,-6831.110406716444,6.2933947790783586e-06,6.410636276214086e-06,44
103.199.57.195,55,814,40,55805.688436094024,-6069.833971897155,-6069.833971897155,6.277969791874735e-06,4.0140706633165475e-06,44
103.199.33.200,55,789,44,64186.59969989905,1282.5137875095336,1282.5137875095336,6.085157451829442e-06,4.616904728779671e-06,44
103.199.32.101,55,775,43,28369.305267819127,-854.1597818846346,-854.1597818846344,5.977182541404078e-06,2.040587603262526e-06,44
103.199.32.113,55,713,46,41236.46709849349,-1395.662207003955,-1395.662207003955,5.499007938091752e-06,2.9661150588337113e-06,44
103.199.57.67,55,677,40,17542.170826330315,-33.32684795394874,-32.766018757596214,5.221358168426531e-06,1.2617981295132012e-06,44
117.6.31.43,55,608,11,6259.717823207602,-410.9886658115854,-410.9886658115854,4.689196109901522e-06,4.5025785684109113e-07,44
104.28.68.168,55,586,59,170647.84352155932,-1060.590556658336,-1060.5905566583342,4.519521250661664e-06,1.2274599984955734e-05,44
104.28.71.168,55,454,59,70066.7127867015,9870.435063112931,9870.435063112931,3.501472095222518e-06,5.039857838044628e-06,44
171.234.13.235,55,378,24,14115.944519824601,-1009.4699325929291,-1009.4699325929291,2.915322581484828e-06,1.0153516670064732e-06,44
103.124.92.236,55,181,22,2344.0114616797837,396.962013816198,396.962013816198,1.3959613419279203e-06,1.6860337909066965e-07,44
14.239.234.49,55,172,5,3770.685002906564,281.03448346099674,281.03448346099685,1.3265488995116148e-06,2.712231758973405e-07,44
155.137.82.29,55,137,16,19184.0,-1856.2000000000003,-1856.2000000000003,1.0566116234482048e-06,1.3798939456368884e-06,44
14.249.5.37,55,116,3,1644.9587463027344,-94.90944943178874,-94.90944943178874,8.946492578101589e-07,1.1832092446025799e-07,44
49.48.233.155,54,2560,63,102015.06771091741,-16067.85275580783,-16062.993538978357,1.9743983620637987e-05,7.33788439835447e-06,44
103.199.56.5,54,1995,45,80292.78216202793,-728.3615275220282,-728.3615275220282,1.538642473561437e-05,5.775413051695365e-06,44
103.199.57.93,54,1927,45,67356.84661579573,2177.9378565631187,2177.9378565631187,1.4861975170691173e-05,4.844938742823658e-06,44
171.234.13.142,54,1915,18,68557.38675142589,213.21654972848296,213.21654972848296,1.4769425247469432e-05,4.931292895484737e-06,44
103.199.56.35,54,1669,45,65003.377177956005,3293.202970795473,3293.202970795473,1.2872151821423751e-05,4.6756550570169185e-06,44
103.199.32.164,54,1490,50,115916.95464002185,11191.600911290929,11191.600911290929,1.1491615466699455e-05,8.337839027545452e-06,44
103.199.32.123,54,1474,46,117511.50422575568,-13631.353053501982,-13631.353053501982,1.1368215569070466e-05,8.452534050448492e-06,44
103.199.32.178,54,1472,46,75414.26382142457,-1823.0722252110218,-1823.0722252110218,1.1352790581866844e-05,5.424504069112114e-06,44
104.28.160.175,54,1449,44,65827.54210404486,-416.1629278938143,-416.1629278938143,1.1175403229025174e-05,4.734936760088034e-06,44
103.199.56.180,54,1408,34,105557.08819801552,-4482.009895969702,-4482.009895969702,1.0859190991350894e-05,7.592659868823012e-06,44
103.199.33.64,54,1408,42,58274.05280482826,-778.3978004880022,-778.3978004880024,1.0859190991350894e-05,4.19161867457813e-06,44
103.199.57.197,54,1344,41,86987.18330287757,-2678.4452768435413,-2678.4452768435413,1.0365591400834944e-05,6.256937426378596e-06,44
103.199.32.175,54,1302,38,59312.64629325118,-1905.0970727137922,-1905.0970727137922,1.0041666669558851e-05,4.266324099236839e-06,44
103.199.33.179,54,1285,43,64077.51957896158,-8941.257964655477,-8941.257964655477,9.910554278328052e-06,4.609058659218008e-06,44
103.199.57.48,54,1255,43,70983.56035823168,-4678.336884558874,-4678.336884558874,9.679179470273702e-06,5.1058061498162285e-06,44
103.199.33.133,54,1224,44,62666.87945705259,-8563.670532432505,-8552.419823473363,9.440092168617539e-06,4.507592136923664e-06,44
103.199.56.111,54,1191,43,74841.87994335708,5291.562658711046,5291.562658711046,9.185579879757752e-06,5.383332830166874e-06,44
103.199.56.217,54,1152,41,58038.72156417358,-10622.25597665375,-10622.25597665375,8.884792629287095e-06,4.174691435514399e-06,44
103.199.56.104,54,1147,48,44922.8997355344,-4073.073875697627,-4073.073875697627,8.846230161278037e-06,3.2312780111299466e-06,44
103.199.33.186,54,1141,40,50948.97944077152,-1493.976526236559,-1493.976526236559,8.799955199667166e-06,3.664730414235765e-06,44
103.199.32.18,54,1090,50,26545.47570520357,1786.4424829974996,1786.4424829974996,8.406618025974768e-06,1.9094006051741824e-06,44
103.199.57.31,54,1068,45,91546.17459258434,-5279.532312988146,-5279.532312988147,8.23694316673491e-06,6.5848630143100845e-06,44
103.199.56.74,54,1054,39,93707.08447289086,2405.4015044675016,2405.4015044675025,8.128968256309546e-06,6.7402960033062216e-06,44
103.199.57.130,54,1028,41,40027.61273784035,-3796.865385485167,-3796.865385485166,7.928443422662442e-06,2.879162868809627e-06,44
104.28.161.30,54,1019,45,41798.16227180264,1295.8342531539693,1295.8342531539693,7.859030980246137e-06,3.006517465471678e-06,44
103.199.56.124,54,1008,41,79922.79939900784,-5029.923739829595,-5029.923739829595,7.774193550626209e-06,5.748800407060178e-06,44
103.199.33.18,54,1001,40,51544.934570968086,1016.0494660446764,1016.0494660446764,7.720206095413526e-06,3.707597119616785e-06,44
103.199.56.242,54,993,35,26767.004296779272,-2897.40660255686,-2897.40660255686,7.658506146599032e-06,1.925335027729477e-06,44
103.199.32.34,54,988,41,56769.15792337399,642.5924446141847,642.5924446141847,7.619943678589974e-06,4.083372462331535e-06,44
103.199.56.214,54,951,40,86932.28986028138,-1134.6414048037977,-1134.6414048037987,7.33458141532294e-06,6.252988973027175e-06,44
103.199.33.100,54,938,42,66787.35292014509,-7440.790794014497,-7440.790794014497,7.234318998499388e-06,4.803975393016178e-06,44
103.199.32.236,54,887,42,44673.92068978412,-3022.2998157833617,-3022.2998157833617,6.840981824806991e-06,3.2133690933953103e-06,44
103.199.56.221,54,870,43,19116.963402715348,-2911.7240450555855,-2911.7240450555855,6.709869433576191e-06,1.3750720422419139e-06,44
103.199.32.112,54,853,39,52304.724125798086,5691.224463148235,5691.224463148235,6.578757042345392e-06,3.7622483397308415e-06,44
103.199.33.190,54,836,43,25452.100267534395,-2571.3680208737296,-2571.3680208737296,6.447644651114593e-06,1.8307547468157703e-06,44
103.199.32.244,54,726,47,58914.621868094844,-2905.0450908874973,-2905.0450908874973,5.599270354915304e-06,4.237694434177997e-06,44
103.199.32.51,54,724,44,39602.58823684165,-992.4774092719218,-992.4774092719218,5.583845367711681e-06,2.8485911040225417e-06,44
103.199.56.113,54,693,45,52829.687749319244,-4229.67002653099,-4229.67002653099,5.344758066055518e-06,3.8000086673880794e-06,44
171.228.6.240,54,537,6,19239.666434306666,1058.8387163400723,1058.8387163400723,4.1416090641728906e-06,1.3838979998317883e-06,44
115.76.55.222,54,450,19,9150.94823608281,106.81899829796797,106.81899829796797,3.4706221208152714e-06,6.582223763452477e-07,44
171.225.198.167,54,366,25,22725.045413046195,-3442.309761991784,-3442.309761991784,2.822772658263087e-06,1.6345992795968404e-06,44
182.232.93.152,54,365,7,6030.651341161124,515.1080661250805,515.8306792959661,2.8150601646612755e-06,4.3378123821492995e-07,44
103.164.182.18,54,202,15,714.2624036678069,-79.25368464492063,-79.25368464492063,1.5579237075659663e-06,5.137647864977366e-08,44
49.48.233.73,53,2415,47,69488.41919015528,-1262.037224305901,-1261.5110083802792,1.862567204837529e-05,4.998261516491526e-06,44
116.110.40.1,53,2362,18,65462.73948400114,-1191.883100053937,-1191.8831000539367,1.8216909887479268e-05,4.70869672011979e-06,44
103.199.32.226,53,2095,46,357098.9187183546,-5060.891683834538,-5060.891683834538,1.6157674095795542e-05,2.5685917219189783e-05,44
103.199.33.9,53,1995,49,110412.49826934766,-2782.598622852007,-2782.598622852007,1.538642473561437e-05,7.941906687057769e-06,44
103.199.32.232,53,1882,43,117265.78116635366,5154.493587753773,5154.493587753773,1.4514912958609646e-05,8.434859333915328e-06,44
103.199.56.134,53,1880,38,128841.46892531135,-10339.22633960418,-10339.22633960418,1.4499487971406022e-05,9.267491811770247e-06,44
103.199.56.110,53,1861,46,108067.36942376057,-11127.045652235465,-11127.045652235465,1.43529505929716e-05,7.773222935193504e-06,44
103.199.33.72,53,1786,42,56124.19827900875,-13496.825740231548,-13496.825740231548,1.3774513572835721e-05,4.036980890790682e-06,44
103.199.57.16,53,1753,43,44771.03172700544,-4781.501795231565,-4781.501795231565,1.3520001283975934e-05,3.2203542337370644e-06,44
49.48.233.201,53,1715,54,52987.25009043336,-5182.9076729048475,-5158.370874192514,1.322692652710709e-05,3.8113420348069565e-06,44
103.199.57.218,53,1673,45,112559.18619637367,-3355.8996254556114,-3355.8996254556114,1.2903001795830998e-05,8.096316699238493e-06,44
103.199.33.187,53,1655,40,101072.03086296805,4040.13869512504,4040.13869512504,1.2764176910998387e-05,7.270052307184859e-06,44
103.199.33.167,53,1529,41,104811.20693831875,3747.6128959656844,3747.6128959656844,1.1792402717170111e-05,7.539009064276536e-06,44
103.199.57.109,53,1519,53,60552.80299696499,-6130.81566499069,-6130.81566499069,1.1715277781151993e-05,4.355527848564179e-06,44
103.199.57.223,53,1427,40,250105.0312149889,-6835.456985234302,-6835.456985234301,1.1005728369785317e-05,1.7989909213244797e-05,44
103.199.57.92,53,1394,48,96433.33709922078,2040.701630902779,2040.701630902779,1.075121608092553e-05,6.936393766721011e-06,44
103.199.32.146,53,1366,48,124096.71955269501,-4861.933900816,-4861.933900816,1.0535266260074801e-05,8.926204753136088e-06,44
103.199.56.172,53,1291,46,56710.13436069365,-3669.521896022749,-3669.521896022749,9.956829239938923e-06,4.0791269318481875e-06,44
49.48.233.239,53,1288,55,63555.50441434981,-6531.59583592093,-6300.550658740113,9.933691759133487e-06,4.571510412492693e-06,44
103.199.57.74,53,1265,42,45197.940044721756,-2655.811483063749,-2655.811483063749,9.756304406291819e-06,3.251061500363356e-06,44
103.199.57.9,53,1222,41,71912.3036312998,-865.8905074861042,-865.8905074861042,9.424667181413915e-06,5.172610112470403e-06,44
103.199.32.158,53,1161,44,40773.32195114168,-6209.337322317982,-6209.337322317982,8.9542050717034e-06,2.9328012981590935e-06,44
103.199.56.142,53,1160,49,260576.69382997544,27923.983563334998,27923.983563334998,8.946492578101589e-06,1.8743129805570277e-05,44
103.199.56.63,53,1145,45,68405.68061158611,-3434.5140929679346,-3434.5140929679346,8.830805174074412e-06,4.920380761212383e-06,44
103.199.56.83,53,1136,41,64283.37806440572,764.301448776212,764.301448776212,8.761392731658107e-06,4.623865940166837e-06,44
103.199.57.25,53,1127,51,50144.48905597058,2033.0281263120708,2033.0281263120708,8.691980289241802e-06,3.6068638894593937e-06,44
103.199.33.162,53,1124,43,44399.20053110846,-585.0767367373093,-585.0767367373093,8.668842808436367e-06,3.193608632401724e-06,44
103.199.56.99,53,1117,36,57848.55849102915,-5061.532035092609,-5061.532035092609,8.614855353223684e-06,4.161013116429969e-06,44
103.199.57.154,53,1112,40,99362.15610961895,-8363.869760474518,-8363.869760474518,8.576292885214625e-06,7.147062012150258e-06,44
103.199.56.95,53,1034,46,36305.374828471075,4252.151382581005,4252.151382581005,7.974718384273313e-06,2.6114244641307924e-06,44
103.199.57.39,53,1016,43,34677.43563628555,3726.876231514575,3726.876231514574,7.835893499440702e-06,2.494327746284576e-06,44
103.199.33.205,53,990,42,93446.64141520797,-16882.774708933677,-16882.774708933677,7.635368665793598e-06,6.7215624858708705e-06,44
103.199.56.14,53,974,48,41336.8889463326,-2898.004859235358,-2898.004859235358,7.5119687681646094e-06,2.9733383438547103e-06,44
103.199.32.26,53,931,41,24211.17636616127,-2160.9721120112763,-2160.9721120112763,7.180331543286706e-06,1.741495813407676e-06,44
103.199.32.227,53,884,42,75273.32085977845,8522.608719946977,8522.608719946977,6.817844344001555e-06,5.414366123977856e-06,44
103.199.32.217,53,881,42,52379.497256183495,2977.6836530919836,2977.6836530919836,6.79470686319612e-06,3.7676267274453507e-06,44
103.199.32.148,53,860,50,114377.24339034621,-2116.306273287928,-2116.306273287928,6.632744497558074e-06,8.227088494212652e-06,44
103.199.32.180,53,848,44,87347.45607407793,-949.5300928076686,-949.5300928076686,6.540194574336334e-06,6.282851636958099e-06,44
103.199.57.89,53,806,40,35095.754329855416,-383.74972753468217,-383.74972753468217,6.216269843060242e-06,2.5244171662493273e-06,44
103.199.57.12,53,796,42,196365.0001565116,48738.26756541488,48738.26756541488,6.139144907042124e-06,1.4124420081888917e-05,44
103.199.32.181,53,773,45,116827.0419358948,11186.851931177862,11187.730563585483,5.961757554200455e-06,8.403301076626777e-06,44
103.199.57.248,53,743,36,42894.574763722405,-1949.0604407346552,-1949.0604407346552,5.730382746146104e-06,3.085381777373301e-06,44
103.199.32.213,53,734,40,87256.77521168595,-3500.509205989504,-3500.5092059895032,5.6609703037297986e-06,6.276329015346349e-06,44
103.199.32.160,53,712,43,36577.14279742298,-2133.757049769136,-2133.757049769136,5.49129544448994e-06,2.6309725758371502e-06,44
103.199.57.104,53,709,41,24774.376453484674,-1265.3660151210167,-1265.366015121017,5.468157963684506e-06,1.7820064676341006e-06,44
103.199.32.149,53,700,43,35671.89096420188,-524.9433717752545,-524.9433717752545,5.3987455212682e-06,2.5658583387677957e-06,44
103.199.33.49,53,695,40,223424.91916870628,-2796.1091317294226,-2796.1091317294226,5.3601830532591415e-06,1.607082429448024e-05,44
103.199.57.231,53,650,41,41559.85766320521,1460.676922107229,1460.676922107229,5.013120841177614e-06,2.989376353783763e-06,44
103.199.33.48,53,633,43,28740.92961264925,1779.9581722244377,1779.9581722244377,4.882008449946815e-06,2.0673183259211144e-06,44
103.199.32.125,53,626,50,43259.75623334535,-1634.3057975432057,-1634.3057975432057,4.828020994734133e-06,3.111649067771106e-06,44
103.199.32.169,53,604,41,35437.256334801656,3141.5644539345503,3141.5644539345503,4.658346135494275e-06,2.5489812065458334e-06,44
103.199.32.20,53,535,44,17685.12730631858,-233.39620746740604,-233.39620746740593,4.126184076969267e-06,1.272080905848969e-06,44
103.199.56.146,53,503,38,29306.442520225242,-2729.2257991223605,-2729.2257991223605,3.879384281711292e-06,2.107995339961128e-06,44
103.199.57.148,53,466,40,19184.466228291203,943.7976811849509,943.7976811849509,3.594022018444259e-06,1.3799274811663043e-06,44
104.28.68.166,53,415,55,128681.75414573787,-11676.910311779891,-11676.910311779891,3.2006848447518614e-06,9.256003620706747e-06,44
103.199.56.9,52,2168,47,108521.13334691833,-4533.475764262523,-4533.475764262523,1.6720686128727797e-05,7.805861909876252e-06,44
49.48.233.116,52,2133,54,78805.51394868759,-1268.0373886748796,-1221.2291526116974,1.6450748852664388e-05,5.668434715418961e-06,44
103.199.33.163,52,2014,45,119168.56772368567,-979.4481652485288,-979.4481652485288,1.5532962114048793e-05,8.571725662642482e-06,44
103.199.32.231,52,1948,44,111168.25744588266,-5607.911069998383,-5607.911069998383,1.5023937536329219e-05,7.996268004408695e-06,44
103.199.56.179,52,1903,44,69892.6318241069,-2897.7355832816984,-2897.7355832816984,1.4676875324247692e-05,5.027336295804483e-06,44
114.122.7.255,52,1859,86,304066.19666209526,-11758.417642419057,-11627.99367154397,1.4337525605767977e-05,2.1871304412367632e-05,44
49.48.233.54,52,1554,49,23563.09231091306,-2930.4652451860316,-2924.993402441561,1.1985215057215403e-05,1.694879504811929e-06,44
49.48.233.3,52,1552,53,43165.54817068381,-5365.702891258139,-5326.851510100698,1.196979007001178e-05,3.1048727366985014e-06,44
103.199.57.5,52,1475,44,36348.67274135044,533.5223339353075,533.5223339353075,1.1375928062672278e-05,2.614538857783886e-06,44
103.199.32.24,52,1344,42,88646.99479980329,-5456.590658032549,-5456.590658032549,1.0365591400834944e-05,6.376326700539683e-06,44
103.199.56.67,52,1220,42,77133.30159702603,2578.6439019473455,2578.6439019473455,9.409242194210292e-06,5.5481534550000185e-06,44
103.199.57.250,52,1173,44,101885.40860799926,-4666.533398603316,-4666.533398603316,9.04675499492514e-06,7.3285580946058524e-06,44
103.199.32.170,52,1136,45,43716.90477089611,-1334.3199747002739,-1334.3199747002739,8.761392731658107e-06,3.1445314957956597e-06,44
103.199.32.161,52,1132,45,47884.16921891263,-1848.3030040113658,-1848.3030040113658,8.73054275725086e-06,3.444280400178784e-06,44
103.199.57.60,52,1116,42,47957.90789078809,-1997.229998661952,-1997.229998661952,8.607142859621874e-06,3.449584379895227e-06,44
103.199.57.64,52,1074,47,52228.677449839255,1520.0818959960352,1520.0818959960352,8.283218128345781e-06,3.7567783466250555e-06,44
49.48.233.208,52,1047,52,34193.38111643913,355.14861266844093,357.01488479947,8.074980801096865e-06,2.459509986625785e-06,44
103.199.57.183,52,1015,45,120290.93165439868,-2874.3892284057824,-2874.3892284057824,7.82818100583889e-06,8.652456646420218e-06,44
103.199.56.251,52,995,47,84224.52004407487,3285.2523698840237,3285.2523698840237,7.673931133802655e-06,6.058220667378632e-06,44
103.199.32.144,52,984,49,75846.28435256037,-10061.250793665802,-10061.250793665802,7.589093704182727e-06,5.455579054271889e-06,44
103.199.33.109,52,984,42,58684.58586617756,4263.609124650874,4263.609124650874,7.589093704182727e-06,4.221148078552258e-06,44
103.199.33.104,52,981,46,51335.19821797687,-589.421530992741,-589.421530992741,7.5659562233772915e-06,3.6925109059140878e-06,44
103.199.32.233,52,977,48,33896.277167236556,-7480.063121040393,-7480.063121040393,7.535106248970045e-06,2.4381394726177865e-06,44
103.199.57.70,52,965,45,104418.64808552068,-2673.061264133689,-2673.061264133689,7.442556325748304e-06,7.510772534653818e-06,44
103.199.56.100,52,914,39,108947.45311222877,-936.8081046201432,-936.8081046201432,7.049219152055907e-06,7.836526842270811e-06,44
103.199.56.25,52,908,44,151192.95132774248,23451.696117191852,23451.696117191852,7.002944190445036e-06,1.0875220921607829e-05,44
103.199.56.139,52,899,42,35009.74658640242,-160.49217095397762,-160.49217095397762,6.933531748028731e-06,2.518230679360843e-06,44
103.199.33.213,52,849,41,28624.82383998455,-1861.5614931819239,-1861.5614931819239,6.547907067938146e-06,2.0589669053230374e-06,44
103.199.57.94,52,830,42,66546.08962409216,-1132.415010228376,-1132.4150102283766,6.401369689503723e-06,4.786621464662975e-06,44
103.199.57.42,52,823,39,46419.51024638195,-12603.537407435786,-12603.537407435786,6.347382234291041e-06,3.3389283334243094e-06,44
103.199.32.162,52,820,44,28240.14237959357,-2711.30208471101,-2699.6742260399674,6.324244753485605e-06,2.03129699194771e-06,44
103.199.32.110,52,793,40,49838.31146485516,-2356.331886994287,-2356.331886994287,6.116007426236689e-06,3.5848407136738504e-06,44
103.199.56.48,52,782,40,44494.8456753513,-2933.0159579148085,-2933.0159579148085,6.03116999661676e-06,3.2004883319153955e-06,44
104.28.119.136,52,762,67,105898.68134054856,-4879.1027657213435,-4879.1027657213435,5.876920124580526e-06,7.61723046459305e-06,44
103.199.56.61,52,746,49,83436.57441374892,-2314.3507924772225,-2314.3507924772225,5.7535202269515385e-06,6.0015441971546e-06,44
103.199.32.241,52,744,44,77692.37017238917,-18164.571103599344,-18164.571103599344,5.738095239747915e-06,5.588366931977679e-06,44
103.199.33.231,52,738,44,226378.29724746535,-22490.959911740927,-22490.959911740927,5.691820278137045e-06,1.6283259059391435e-05,44
103.199.56.189,52,713,40,39652.085791306126,-1172.4113144068747,-1172.4113144068747,5.499007938091752e-06,2.852151434283664e-06,44
103.199.57.192,52,706,43,30325.181284959628,-3703.497211951368,-3703.497211951368,5.44502048287907e-06,2.18127262590997e-06,44
103.199.32.249,52,701,43,22516.775008771056,-1829.6073873247556,-1829.6073873247556,5.4064580148700115e-06,1.6196185107313998e-06,44
103.199.57.158,52,693,41,20222.820167237915,350.35408331110483,350.35408331110483,5.344758066055518e-06,1.4546156751707237e-06,44
103.199.57.21,52,671,39,23682.686906677813,895.4199226678751,895.4199226678751,5.17508320681566e-06,1.7034818744234112e-06,44
103.199.32.186,52,637,46,23346.747308265214,-241.52501747571586,-241.52501747571586,4.912858424354062e-06,1.67931793478886e-06,44
103.199.57.191,52,616,43,28637.337175050438,5828.854957470228,5828.854957470228,4.750896058716016e-06,2.0598669822255156e-06,44
103.199.57.164,52,598,45,16978.736468369032,-821.3557619223038,-821.3557619223038,4.612071173883405e-06,1.2212706243362526e-06,44
103.231.94.161,52,183,3,10992.011431754769,67.21676105884191,67.21676105884191,1.4113863291315436e-06,7.906489796210315e-07,44
1.55.196.180,52,134,11,68384.74244375556,-43726.847387953276,-43726.847387953276,1.0334741426427696e-06,4.918874690996468e-06,44
116.96.78.42,52,114,12,2695.279340493578,-697.1530617461387,-697.1530617461387,8.792242706065355e-07,1.9386987300600882e-07,44
171.226.25.73,52,110,2,3223.3495985335517,-149.85929310923504,-149.859293109235,8.483742961992886e-07,2.3185365907462168e-07,44
116.96.44.195,51,16673,42,347305.0859173261,-10886.568757468965,-10886.568757468965,0.0001285904058230067,2.4981452530557633e-05,44
42.113.203.231,51,5821,40,117187.67535623658,5187.542111151901,5187.542111151901,4.4894425256145985e-05,8.429241228488951e-06,44
