"uid1","uid2","n_same_orders","rounds_1","rounds_2","same_rate","jaccard","lift","exp_same","n_tables","first_day","last_day",".sr",".so","相对倍数"
145846574,152699182,502,484046,1009,0.4975223,0.001036,1.1013474,455.8053331,4,2026-07-07,2026-07-14,0.4975223,502,23.1433708262395
147714615,65659200,191,50745,475,0.4021053,0.003743,1.1013368,173.4255993,5,2026-04-16,2026-04-18,0.4021053,191,18.7048340729577
142327375,147710767,394,172734,1113,0.3539982,0.0022715,1.1007554,357.9360009,17,2026-04-18,2026-04-19,0.3539982,394,16.4670239191716
145846574,152683947,388,484046,885,0.4384181,0.0008008,1.1002198,352.6568157,20,2026-07-12,2026-07-29,0.4384181,388,20.3940057867463
145846574,149274311,388,484046,607,0.6392092,0.0008012,1.100033,352.7166758,3,2026-04-28,2026-05-19,0.6392092,388,29.7342562356378
145846574,152586508,295,484046,608,0.4851974,0.0006091,1.0999031,268.2054393,28,2026-07-09,2026-07-18,0.4851974,295,22.570050331668
123591261,20489397,388,353875,744,0.5215054,0.0010953,1.0998594,352.7723736,3,2026-04-15,2026-04-30,0.5215054,388,24.2589987626411
142668385,150085233,193,91047,420,0.4595238,0.0021145,1.0996869,175.5045003,4,2026-05-15,2026-05-15,0.4595238,193,21.3757849786486
146807705,148053777,262,10993,649,0.403698,0.0230228,1.0995723,238.2744568,3,2026-04-05,2026-04-05,0.403698,262,18.7789221022077
137635710,145846574,1196,3386,484046,0.3532191,0.0024597,1.0990548,1088.2078214,9,2026-07-14,2026-07-27,0.3532191,1196,16.4307823271651
147714615,148774916,208,50745,378,0.5502646,0.0040852,1.0987174,189.311647,6,2026-04-17,2026-04-19,0.5502646,208,25.5967977522863
149537231,66228851,289,408,110377,0.7083333,0.0026155,1.0987116,263.0353526,13,2026-05-04,2026-05-04,0.7083333,289,32.9497195009629
145846574,149480942,349,484046,876,0.3984018,0.0007202,1.0983321,317.75453,10,2026-05-03,2026-05-08,0.3984018,349,18.5325574255491
142668385,150166213,268,91047,629,0.4260731,0.0029319,1.0981982,244.036089,13,2026-05-17,2026-05-19,0.4260731,268,19.8197502953846
145846574,151513360,318,484046,713,0.4460028,0.0006564,1.0977299,289.6887453,18,2026-07-09,2026-07-27,0.4460028,318,20.7468251974657
145846574,147807065,1554,484046,3993,0.3891811,0.0031943,1.0976232,1415.7864089,10,2026-04-06,2026-04-30,0.3891811,1554,18.103635788514
142327375,149270670,1020,172734,1686,0.6049822,0.0058824,1.0967281,930.0390837,5,2026-04-28,2026-04-29,0.6049822,1020,28.1421102086764
145846574,153026457,211,484046,518,0.4073359,0.0004356,1.0964436,192.4403524,15,2026-07-15,2026-07-22,0.4073359,211,18.9481472178031
123591261,153183001,198,353875,548,0.3613139,0.000559,1.0963994,180.5911159,9,2026-07-18,2026-08-03,0.3613139,198,16.807330188767
148798931,149779961,247,60235,418,0.5909091,0.004089,1.096198,225.3242473,13,2026-05-09,2026-05-10,0.5909091,247,27.4874682519747
123591261,151405567,228,353875,314,0.7261146,0.0006441,1.0957527,208.0761429,4,2026-07-21,2026-07-24,0.7261146,228,33.7768567361634
141417137,142327375,183,471,172734,0.388535,0.0010577,1.0956161,167.029313,16,2026-04-12,2026-04-14,0.388535,183,18.0735809911896
145846574,153188494,201,484046,418,0.4808612,0.0004151,1.0951099,183.5432248,12,2026-07-18,2026-07-25,0.4808612,201,22.3683422181287
145846574,152866492,882,484046,2455,0.3592668,0.0018162,1.0939284,806.2684828,25,2026-07-11,2026-07-29,0.3592668,882,16.7121047196405
151162890,151378947,168,317,16071,0.5299685,0.0103576,1.0936021,153.6207702,4,2026-06-16,2026-06-17,0.5299685,168,24.6526789286146
148370408,148706574,628,60338,1031,0.6091174,0.010339,1.0935163,574.294115,4,2026-04-16,2026-04-18,0.6091174,628,28.3344683543126
127162965,145846574,218,586,484046,0.3720137,0.00045,1.0933243,199.391896,4,2026-04-18,2026-07-11,0.3720137,218,17.3050554950831
147714615,148789835,648,50745,969,0.6687307,0.0126895,1.0929739,592.8778567,3,2026-04-17,2026-04-21,0.6687307,648,31.1075153274349
145812254,148370408,586,1242,60338,0.4718196,0.0096075,1.0925922,536.339153,17,2026-04-16,2026-04-18,0.4718196,586,21.9477518211505
145846574,152838337,760,484046,1979,0.3840323,0.0015662,1.0925046,695.6492472,25,2026-07-11,2026-07-22,0.3840323,760,17.8641277549843
147714615,148641440,181,50745,370,0.4891892,0.0035536,1.0923085,165.7041034,4,2026-04-14,2026-04-15,0.4891892,181,22.7557379031883
142327375,145545612,182,172734,305,0.5967213,0.0010529,1.092129,166.6469782,7,2026-04-12,2026-04-13,0.5967213,182,27.7578358313098
148798931,149616971,486,60235,1192,0.4077181,0.0079749,1.0915939,445.2205327,16,2026-05-08,2026-05-09,0.4077181,486,18.9659261119949
142327375,148347223,315,172734,629,0.5007949,0.0018203,1.0914068,288.6183308,16,2026-04-12,2026-04-13,0.5007949,315,23.2956031892229
147714615,148655147,178,50745,436,0.4082569,0.00349,1.0903783,163.2461012,6,2026-04-19,2026-04-21,0.4082569,178,18.9909896080456
145846574,152793574,282,484046,706,0.3994334,0.0005821,1.0903677,258.6283573,28,2026-07-09,2026-07-20,0.3994334,282,18.580544624001
145846574,149256983,1871,484046,5360,0.3490672,0.0038377,1.0900501,1716.434794,10,2026-04-28,2026-07-20,0.3490672,1871,16.2376473433997
142327375,149042047,191,172734,539,0.3543599,0.0011035,1.0896071,175.2925371,13,2026-04-27,2026-04-28,0.3543599,191,16.4838492096719
145846574,148587874,369,484046,970,0.3804124,0.0007614,1.0894314,338.7087976,7,2026-04-16,2026-06-02,0.3804124,369,17.6957399499474
145846574,152729498,173,484046,498,0.3473896,0.0003572,1.0893372,158.8121678,12,2026-07-08,2026-07-10,0.3473896,173,16.1596099993488
149537764,66228851,269,549,110377,0.4899818,0.0024309,1.0886828,247.0875809,17,2026-05-04,2026-05-04,0.4899818,269,22.7926074781136
149599262,66228851,328,818,110377,0.400978,0.0029585,1.0884517,301.3454787,10,2026-05-05,2026-05-06,0.400978,328,18.6523951733698
123591261,126504486,340,353875,822,0.4136253,0.0009595,1.0874504,312.6579413,15,2026-03-30,2026-07-27,0.4136253,340,19.2407128303888
115295631,147693345,169,27691,403,0.4193548,0.0060519,1.0873334,155.4261099,15,2026-03-23,2026-03-24,0.4193548,169,19.5072334328803
147558368,66228851,174,347,110377,0.5014409,0.0015739,1.0873073,160.0283538,11,2026-05-05,2026-05-06,0.5014409,174,23.3256533348219
148370408,148684572,202,60338,572,0.3531469,0.0033274,1.0872428,185.7910698,7,2026-04-17,2026-04-18,0.3531469,202,16.4274237814805
136838394,145846574,254,632,484046,0.4018987,0.0005243,1.0871316,233.6423578,28,2026-05-18,2026-07-19,0.4018987,254,18.6952236084364
132321231,142327375,195,387,172734,0.503876,0.0011276,1.0867718,179.4304849,12,2026-04-06,2026-04-19,0.503876,195,23.4389274982091
148370408,148400403,899,60338,2244,0.4006239,0.0145745,1.0867501,827.2370875,16,2026-04-16,2026-04-17,0.4006239,899,18.6359234139942
132533198,142327375,624,1521,172734,0.4102564,0.0035938,1.0866527,574.2405178,9,2026-04-06,2026-04-14,0.4102564,624,19.0840008559175
145459925,145846574,248,674,484046,0.3679525,0.0005119,1.086057,228.3489759,9,2026-04-20,2026-05-07,0.3679525,248,17.1161396261874
142327375,147443789,721,172734,1759,0.409892,0.0041491,1.085896,663.9678055,17,2026-03-23,2026-04-14,0.409892,721,19.0670499688334
142327375,148473810,543,172734,1240,0.4379032,0.0031309,1.0857577,500.1115727,16,2026-04-11,2026-04-19,0.4379032,543,20.3700540530483
137740387,148484465,371,851,48832,0.4359577,0.0075235,1.0849752,341.9433078,8,2026-04-15,2026-04-15,0.4359577,371,20.2795547368519
142327375,7378611,387,172734,400,0.9675,0.0022403,1.0848605,356.7278792,14,2026-04-13,2026-04-14,0.9675,387,45.0054425186302
148668921,66228851,1220,3093,110377,0.3944391,0.0108686,1.0847128,1124.721712,17,2026-05-04,2026-05-06,0.3944391,1220,18.3482235060984
145846574,152877033,254,484046,573,0.443281,0.0005244,1.0840032,234.3166409,12,2026-07-11,2026-07-19,0.443281,254,20.620214537572
145846574,152729733,978,484046,2218,0.4409378,0.0020153,1.0838761,902.3171835,8,2026-07-08,2026-07-29,0.4409378,978,20.5112153097584
123591261,152765611,219,353875,360,0.6083333,0.0006186,1.0838462,202.0581884,7,2026-07-22,2026-07-24,0.6083333,219,28.2979941760399
145846574,152856564,597,484046,1362,0.438326,0.0012314,1.0837423,550.8689899,25,2026-07-11,2026-07-27,0.438326,597,20.3897215477221
123591261,150203100,197,353875,397,0.4962217,0.0005564,1.0831615,181.8750082,8,2026-05-18,2026-05-20,0.4962217,197,23.0828704866635
145846574,152761893,242,484046,472,0.5127119,0.0004997,1.0829622,223.4611625,15,2026-07-09,2026-07-09,0.5127119,242,23.849949296194
123591261,149498321,297,353875,823,0.3608748,0.000838,1.0829495,274.2510196,10,2026-07-23,2026-08-06,0.3608748,297,16.7869044628653
145846574,149573914,630,484046,1637,0.3848503,0.0012988,1.0829248,581.7578586,3,2026-05-05,2026-05-12,0.3848503,630,17.9021788681422
145846574,152900458,632,484046,1116,0.5663082,0.0013044,1.0825825,583.7892403,9,2026-07-12,2026-07-26,0.5663082,632,26.3431019565157
123591261,149368465,270,353875,368,0.7336957,0.0007628,1.0812531,249.7102616,6,2026-04-30,2026-04-30,0.7336957,270,34.1295086847712
142668385,150129045,472,91047,896,0.5267857,0.0051601,1.0807995,436.7137567,12,2026-05-16,2026-05-18,0.5267857,472,24.504623814973
123591261,149126209,239,353875,559,0.4275492,0.0006748,1.080414,221.2115066,10,2026-04-25,2026-05-11,0.4275492,239,19.8884144129057
145846574,34295623,548,484046,1554,0.3526384,0.0011298,1.0803402,507.2476084,10,2026-07-13,2026-07-29,0.3526384,548,16.4037697582033
144073550,66228851,220,391,110377,0.5626598,0.0019901,1.0802804,203.6508293,7,2026-05-05,2026-05-06,0.5626598,220,26.1733884097612
153769516,19619027,202,383,86903,0.5274151,0.0023196,1.0801325,187.0141011,17,2026-08-02,2026-08-02,0.5274151,202,24.533901774168
145846574,152993306,275,484046,640,0.4296875,0.0005677,1.0796327,254.7162483,18,2026-07-14,2026-07-25,0.4296875,275,19.9878822555286
145846574,148254119,220,484046,590,0.3728814,0.0004542,1.0793888,203.819053,16,2026-04-06,2026-04-12,0.3728814,220,17.3454185157275
145846574,152829412,419,484046,989,0.4236603,0.0008646,1.0792419,388.2354747,15,2026-07-10,2026-07-18,0.4236603,419,19.7075134667448
149979171,149998769,402,9924,724,0.5552486,0.0392348,1.0790285,372.5573453,2,2026-05-14,2026-05-17,0.5552486,402,25.8286397424805
123591261,153084579,4507,353875,12972,0.3474406,0.0124386,1.0787916,4177.8225073,28,2026-07-18,2026-08-06,0.3474406,4507,16.1619823792645
148729820,148998349,387,38069,597,0.6482412,0.01011,1.0783477,358.8823739,18,2026-04-22,2026-04-22,0.6482412,387,30.1544000669848
145846574,149478205,261,484046,746,0.349866,0.0005387,1.0782562,242.0574942,8,2026-05-03,2026-07-20,0.349866,261,16.2748053252952
135847551,145846574,181,464,484046,0.3900862,0.0003737,1.0779252,167.9151716,18,2026-07-14,2026-07-22,0.3900862,181,18.1457385544298
148729820,148922041,341,38069,525,0.6495238,0.0089143,1.0772426,316.5489516,11,2026-04-22,2026-04-23,0.6495238,341,30.2140630960023
145846574,148283785,239,484046,565,0.4230088,0.0004934,1.0770873,221.8947284,1,2026-04-06,2026-05-03,0.4230088,239,19.6772074762529
131059559,145846574,348,684,484046,0.5087719,0.0007184,1.0770246,323.1123922,6,2026-04-28,2026-05-05,0.5087719,348,23.666671318392
145846574,152872165,352,484046,922,0.3817787,0.0007263,1.07657,326.9643501,8,2026-07-11,2026-07-26,0.3817787,352,17.7592964730619
148370408,148776652,171,60338,323,0.5294118,0.0028269,1.0765473,158.8411328,8,2026-04-17,2026-04-18,0.5294118,171,24.6267827737308
145846574,152746370,235,484046,464,0.5064655,0.0004853,1.0763859,218.32318,15,2026-07-08,2026-07-14,0.5064655,235,23.559383925498
145846574,152544494,197,484046,441,0.446712,0.0004068,1.0760257,183.081122,28,2026-07-16,2026-07-21,0.446712,197,20.7798152334701
145846574,148417761,1207,484046,2371,0.5090679,0.0024876,1.0758382,1121.9159662,29,2026-04-09,2026-04-09,0.5090679,1207,23.6804404253538
145846574,153112321,298,484046,824,0.3616505,0.000615,1.075593,277.0564591,18,2026-07-17,2026-07-29,0.3616505,298,16.8229878962107
145846574,148399460,233,484046,424,0.5495283,0.0004812,1.0751337,216.717228,11,2026-04-08,2026-06-07,0.5495283,233,25.5625470987189
142327375,148757664,231,172734,318,0.7264151,0.0013366,1.0750787,214.8679872,11,2026-04-18,2026-04-19,0.7264151,231,33.7908351707648
145846574,147262147,231,484046,563,0.410302,0.0004769,1.0749116,214.9013874,14,2026-04-10,2026-07-20,0.410302,231,19.0861220426656
145846574,152730743,167,484046,406,0.41133,0.0003448,1.0746941,155.3930607,18,2026-07-10,2026-07-20,0.41133,167,19.1339417790058
123591261,153323419,190,353875,331,0.5740181,0.0005367,1.0745851,176.8124251,8,2026-07-22,2026-07-26,0.5740181,190,26.7017453273419
153744708,19619027,201,380,86903,0.5289474,0.0023082,1.07455,187.0550501,29,2026-08-02,2026-08-02,0.5289474,201,24.6051801613218
142327375,148491942,561,172734,969,0.5789474,0.0032401,1.0741104,522.292679,17,2026-04-12,2026-04-14,0.5789474,561,26.9310428237833
123591261,148772689,247,353875,590,0.4186441,0.0006973,1.0737061,230.0443376,9,2026-04-17,2026-05-17,0.4186441,247,19.474173620996
145846574,152731924,1237,484046,3110,0.3977492,0.0025457,1.0735177,1152.2865068,20,2026-07-08,2026-07-21,0.3977492,1237,18.5022002660787
137607678,147714615,178,379,50745,0.469657,0.0034939,1.0725787,165.9551846,6,2026-04-17,2026-04-19,0.469657,178,21.8471536092737
148729820,148995694,298,38069,489,0.609407,0.0077888,1.0725399,277.8451287,17,2026-04-22,2026-04-22,0.609407,298,28.3479397508536
145846574,152653028,703,484046,1769,0.3973997,0.0014491,1.0718209,655.8931861,25,2026-07-11,2026-07-22,0.3973997,703,18.4859424860681
113710082,148729820,348,368,38069,0.9456522,0.0091365,1.0713057,324.8372579,16,2026-04-22,2026-04-22,0.9456522,348,43.9891428730916
142327375,148518437,874,172734,2291,0.3814928,0.0050186,1.0708765,816.1538829,17,2026-04-11,2026-04-29,0.3814928,874,17.7459971903579
142327375,148469983,329,172734,589,0.5585739,0.0019018,1.0706754,307.2826857,12,2026-04-11,2026-04-14,0.5585739,329,25.9833235647101
145846574,153229831,316,484046,608,0.5197368,0.0006524,1.0705878,295.1649615,8,2026-07-19,2026-07-21,0.5197368,316,24.1767283485445
147754903,148729820,2972,5367,38069,0.5537544,0.073448,1.0704558,2776.3875109,6,2026-04-22,2026-04-22,0.5537544,2972,25.7591336626755
145846574,152764047,790,484046,1863,0.4240472,0.0016285,1.0698696,738.4077567,24,2026-07-09,2026-07-21,0.4240472,790,19.7255109920269
148729820,149022230,378,38069,619,0.6106624,0.0098669,1.0693698,353.4792314,17,2026-04-22,2026-04-22,0.6106624,378,28.4063375105827
145846574,151484188,238,484046,610,0.3901639,0.0004913,1.0692804,222.5796054,26,2026-07-14,2026-07-25,0.3901639,238,18.1493529450073
148370408,99301466,175,60338,342,0.5116959,0.0028923,1.0692794,163.6616161,14,2026-04-17,2026-04-18,0.5116959,175,23.8026877668927
148729820,148974767,417,38069,1013,0.4116486,0.0107849,1.0689138,390.1156532,17,2026-04-22,2026-04-22,0.4116486,417,19.148762175891
133195132,148729820,622,1056,38069,0.5890152,0.0161546,1.0687021,582.0143997,17,2026-04-22,2026-06-10,0.5890152,622,27.3993692260459
153677716,19619027,177,485,86903,0.3649485,0.0020296,1.0686567,165.6284914,4,2026-08-01,2026-08-02,0.3649485,177,16.9764017974267
148729820,149020386,365,38069,665,0.5488722,0.0095129,1.0685915,341.5711385,17,2026-04-22,2026-04-22,0.5488722,365,25.5320271288621
153758871,19619027,262,502,86903,0.5219124,0.0030066,1.0684252,245.2207332,17,2026-08-02,2026-08-02,0.5219124,262,24.2779312847135
144292654,19619027,246,473,86903,0.5200846,0.0028234,1.0682066,230.2925338,12,2026-08-02,2026-08-02,0.5200846,246,24.1929070492246
123591261,148430243,344,353875,965,0.3564767,0.0009704,1.0680162,322.0925072,10,2026-04-09,2026-05-18,0.3564767,344,16.5823169313498
145846574,152559786,259,484046,731,0.3543092,0.0005346,1.0678296,242.5480691,15,2026-07-04,2026-07-20,0.3543092,259,16.4814907849321
103280331,148729820,232,454,38069,0.5110132,0.0060589,1.0677362,217.2821256,7,2026-04-22,2026-04-22,0.5110132,232,23.7709304380995
148729820,148998699,222,38069,309,0.7184466,0.0058182,1.0673371,207.9942701,15,2026-04-22,2026-04-22,0.7184466,222,33.4201624382483
145846574,152873293,694,484046,1524,0.4553806,0.0014313,1.0672057,650.2963816,17,2026-07-11,2026-07-19,0.4553806,694,21.1830546949864
148729820,149014798,311,38069,395,0.7873418,0.0081514,1.0671829,291.4214586,16,2026-04-22,2026-04-22,0.7873418,311,36.6249779043047
121785936,145846574,478,1157,484046,0.4131374,0.0009861,1.0667861,448.0748324,4,2026-04-06,2026-06-27,0.4131374,478,19.2180170625285
145846574,152851920,745,484046,1554,0.479408,0.0015365,1.0667271,698.3979032,19,2026-07-17,2026-07-22,0.479408,745,22.3007433457069
142327375,98827649,213,172734,559,0.3810376,0.0012306,1.0665993,199.7001041,15,2026-04-19,2026-04-19,0.3810376,213,17.7248225366789
142327375,40469220,495,172734,925,0.5351351,0.0028586,1.066538,464.1184728,17,2026-04-12,2026-04-13,0.5351351,495,24.8930149692521
145846574,23285877,571,484046,1619,0.3526868,0.0011771,1.0665219,535.3851476,29,2026-04-10,2026-07-18,0.3526868,571,16.4060211932606
145846574,148421222,223,484046,617,0.3614263,0.0004603,1.066516,209.0920306,12,2026-04-09,2026-04-12,0.3614263,223,16.8125587280322
145846574,152663026,198,484046,350,0.5657143,0.0004089,1.065851,185.7670587,14,2026-07-08,2026-07-12,0.5657143,198,26.315475359811
145846574,152867512,182,484046,375,0.4853333,0.0003758,1.0650616,170.8821317,28,2026-07-11,2026-07-16,0.4853333,182,22.5763720263846
107110361,123591261,201,497,353875,0.4044266,0.0005675,1.0645249,188.8166252,11,2026-07-18,2026-08-01,0.4044266,201,18.8128145729251
148729820,148915329,272,38069,341,0.797654,0.007132,1.0644554,255.5297399,17,2026-04-22,2026-04-22,0.797654,272,37.1046731232614
145846574,65475034,439,484046,1136,0.3864437,0.0009056,1.0643091,412.4741406,28,2026-04-08,2026-07-20,0.3864437,439,17.9762994594695
145846574,148523125,210,484046,592,0.3547297,0.0004335,1.0638779,197.3910771,4,2026-04-11,2026-04-19,0.3547297,210,16.5010512899234
148370408,93127964,427,60338,1205,0.3543568,0.0069867,1.0636154,401.4609101,17,2026-04-17,2026-04-18,0.3543568,427,16.4837050061868
148086189,149979171,317,541,9924,0.5859519,0.0312377,1.0628442,298.2563199,2,2026-05-14,2026-05-17,0.5859519,317,27.2568729241676
63300013,66228851,729,1006,110377,0.7246521,0.0065881,1.0622634,686.270451,13,2026-05-05,2026-05-06,0.7246521,729,33.7088252532864
145846574,152169331,212,484046,470,0.4510638,0.0004377,1.061713,199.6773146,13,2026-07-08,2026-07-25,0.4510638,212,20.9822490161601
153751853,19619027,225,434,86903,0.5184332,0.0025829,1.0616957,211.9251334,17,2026-08-02,2026-08-02,0.5184332,225,24.1160884572088
145846574,152855070,354,484046,499,0.7094188,0.0007311,1.0616039,333.4577198,8,2026-07-11,2026-07-17,0.7094188,354,33.000213979365
142327375,145480784,585,172734,1311,0.4462243,0.0033725,1.0613795,551.1694878,13,2026-03-25,2026-04-18,0.4462243,585,20.7571287690604
132037533,142668385,202,532,91047,0.3796992,0.0022106,1.0611186,190.3651458,12,2026-05-15,2026-05-16,0.3796992,202,17.6625638449301
12249654,147714615,322,626,50745,0.514377,0.0063077,1.0606723,303.5810287,3,2026-04-16,2026-04-20,0.514377,322,23.9274051745792
142327375,145646177,212,172734,553,0.3833635,0.0012249,1.0606194,199.8832034,17,2026-04-27,2026-04-29,0.3833635,212,17.8330170160112
140557719,66228851,308,529,110377,0.5822306,0.0027849,1.0602796,290.4894054,15,2026-05-04,2026-05-05,0.5822306,308,27.0837682696512
145846574,152722534,733,484046,1681,0.43605,0.0015114,1.0598182,691.6280778,18,2026-07-08,2026-07-25,0.43605,733,20.2838482793268
153749793,19619027,2062,3982,86903,0.5178302,0.0232147,1.0588834,1947.3343214,29,2026-08-02,2026-08-03,0.5178302,2062,24.0880385534995
145846574,148360649,263,484046,589,0.4465195,0.000543,1.0585529,248.4523964,14,2026-04-08,2026-04-11,0.4465195,263,20.7708606622196
145846574,148437190,983,484046,1985,0.4952141,0.0020266,1.0583433,928.8101845,14,2026-04-09,2026-04-09,0.4952141,983,23.0359997022896
145846574,148431240,1173,484046,2361,0.4968234,0.0024174,1.0580232,1108.6713028,14,2026-04-09,2026-04-09,0.4968234,1173,23.1108599179436
148729820,148944995,278,38069,725,0.3834483,0.0072178,1.0570392,262.998754,15,2026-04-22,2026-04-24,0.3834483,278,17.8369616790868
141279816,66228851,183,362,110377,0.5055249,0.0016553,1.0569964,173.1320925,4,2026-08-05,2026-08-05,0.5055249,183,23.5156297970917
145846574,152235265,748,484046,1726,0.433372,0.0015422,1.0569315,707.7090796,18,2026-07-11,2026-07-19,0.433372,748,20.1592750751254
145846574,153133484,373,484046,835,0.4467066,0.0007699,1.0563085,353.1165266,27,2026-07-17,2026-07-22,0.4467066,373,20.7795640403025
142548748,148798931,310,793,60235,0.3909206,0.0051056,1.0561576,293.5168067,15,2026-05-09,2026-05-10,0.3909206,310,18.184552550541
115295631,146814785,1351,27691,3531,0.3826112,0.0452278,1.0560329,1279.3161969,6,2026-03-24,2026-03-24,0.3826112,1351,17.7980220863918
148798931,149732449,352,60235,748,0.4705882,0.0058056,1.055625,333.4517425,17,2026-05-08,2026-05-10,0.4705882,352,21.8904704754994
149536758,66228851,278,445,110377,0.6247191,0.0025148,1.0549749,263.5133826,17,2026-05-04,2026-05-04,0.6247191,278,29.0602165843311
145846574,152922816,212,484046,559,0.3792487,0.0004377,1.0548915,200.9685292,7,2026-07-12,2026-07-20,0.3792487,212,17.6416078223413
145846574,152855196,235,484046,550,0.4272727,0.0004852,1.0548521,222.7800435,24,2026-07-11,2026-07-12,0.4272727,235,19.8755523923823
145846574,152923751,239,484046,485,0.4927835,0.0004935,1.0546837,226.6082213,11,2026-07-12,2026-07-15,0.4927835,239,22.922934866542
125906589,145846574,172,314,484046,0.5477707,0.0003552,1.0543813,163.1288411,21,2026-07-19,2026-07-20,0.5477707,172,25.4807883744081
145846574,32911873,310,484046,895,0.3463687,0.0006397,1.0540078,294.1154582,10,2026-04-07,2026-07-22,0.3463687,310,16.1121205355066
145846574,148549682,214,484046,512,0.4179688,0.0004418,1.0535105,203.1303894,4,2026-04-12,2026-04-18,0.4179688,214,19.4427605198768
123591261,132909955,781,353875,1477,0.5287745,0.0022027,1.0530023,741.6887933,6,2026-07-22,2026-07-30,0.5287745,781,24.597137328235
145846574,152757118,422,484046,1025,0.4117073,0.0008707,1.052994,400.7620103,14,2026-07-09,2026-07-19,0.4117073,422,19.1514927386568
145846574,153055441,354,484046,961,0.3683663,0.0007304,1.0527309,336.2682833,9,2026-07-15,2026-07-19,0.3683663,354,17.1353884655819
107020099,145846574,725,2095,484046,0.3460621,0.0014936,1.0526414,688.7435858,19,2026-04-09,2026-04-28,0.3460621,725,16.0978583456604
128264907,66228851,198,465,110377,0.4258065,0.0017895,1.0518856,188.2333949,9,2026-05-04,2026-05-06,0.4258065,198,19.8073487956683
145846574,153129585,306,484046,750,0.408,0.0006316,1.051811,290.9267991,28,2026-07-17,2026-07-18,0.408,306,18.9790393256859
148798931,34650214,217,60235,335,0.6477612,0.0035955,1.0510679,206.4566986,12,2026-05-08,2026-05-09,0.6477612,217,30.1320717854252
146008799,148729820,286,725,38069,0.3944828,0.007427,1.0506069,272.2236115,13,2026-04-22,2026-04-22,0.3944828,286,18.3502563100654
123591261,144803950,299,353875,843,0.3546856,0.0008436,1.050175,284.7144529,6,2026-05-05,2026-05-05,0.3546856,299,16.4989998790551
140212183,145846574,340,865,484046,0.3930636,0.0007017,1.0496305,323.9235021,9,2026-05-15,2026-07-16,0.3930636,340,18.2842390242541
142668385,149400015,168,91047,480,0.35,0.0018389,1.0493332,160.1016768,2,2026-05-18,2026-05-19,0.35,168,16.2810386372305
145846574,148794489,186,484046,375,0.496,0.0003841,1.0492922,177.2623405,4,2026-04-17,2026-05-05,0.496,186,23.0725576116181
145846574,153194515,274,484046,546,0.5018315,0.0005657,1.0491646,261.1601751,13,2026-07-19,2026-07-25,0.5018315,274,23.343822973941
123591261,151133335,205,353875,532,0.3853383,0.0005788,1.0490386,195.417018,6,2026-07-11,2026-07-23,0.3853383,205,17.9248792877278
149609445,66228851,270,682,110377,0.3958944,0.0024371,1.048573,257.4927967,6,2026-05-05,2026-05-06,0.3958944,270,18.415920064752
145846574,153094699,242,484046,601,0.4026622,0.0004996,1.0485354,230.7981142,27,2026-07-16,2026-07-17,0.4026622,242,18.7307395312922
105389950,145846574,243,667,484046,0.3643178,0.0005016,1.0484032,231.7810464,24,2026-07-13,2026-07-26,0.3643178,243,16.9470633658024
145846574,151704924,180,484046,487,0.3696099,0.0003716,1.0483587,171.6969519,14,2026-06-27,2026-07-20,0.3696099,180,17.1932373217226
145846574,153092979,195,484046,502,0.3884462,0.0004026,1.0480945,186.0519285,18,2026-07-16,2026-07-22,0.3884462,195,18.0694502591011
148798931,149407138,167,60235,345,0.484058,0.0027643,1.047977,159.3546394,15,2026-05-09,2026-05-10,0.484058,167,22.5170485733158
145846574,149274336,235,484046,414,0.5676329,0.0004853,1.0464939,224.5593693,3,2026-04-28,2026-04-30,0.5676329,235,26.4047233618949
142297979,151378947,175,405,16071,0.4320988,0.0107355,1.0461049,167.2872426,5,2026-06-16,2026-06-16,0.4320988,175,20.1000493082884
142668385,146650678,330,91047,862,0.3828306,0.0036034,1.0459524,315.5019176,8,2026-05-17,2026-05-18,0.3828306,330,17.8082279717547
123591261,137315793,340,353875,950,0.3578947,0.0009591,1.0458413,325.0971265,8,2026-04-08,2026-08-05,0.3578947,340,16.6482783964572
147714615,148767286,214,50745,590,0.3627119,0.0041861,1.0458202,204.6240834,5,2026-04-16,2026-04-21,0.3627119,214,16.8723613088094
123591261,152755858,183,353875,437,0.4187643,0.0005168,1.045733,174.9968639,6,2026-07-21,2026-07-25,0.4187643,183,19.4797649948366
145846574,152833402,892,484046,1626,0.5485855,0.00184,1.0455412,853.1466561,27,2026-07-11,2026-07-12,0.5485855,892,25.5186906323555
123591261,150238000,286,353875,692,0.4132948,0.0008073,1.0451147,273.6541787,5,2026-05-18,2026-05-19,0.4132948,286,19.2253388781899
148608735,66228851,519,774,110377,0.6705426,0.0046912,1.044896,496.7001574,9,2026-05-05,2026-05-06,0.6705426,519,31.1917999385972
145846574,148403242,1231,484046,2532,0.4861769,0.0025363,1.0447721,1178.2474168,14,2026-04-09,2026-04-09,0.4861769,1231,22.6156139812256
137636166,145846574,682,1876,484046,0.3635394,0.0014055,1.0445723,652.8988027,13,2026-04-09,2026-07-15,0.3635394,682,16.9108543358732
148798931,149756632,247,60235,399,0.6190476,0.0040903,1.0444861,236.4799311,12,2026-05-08,2026-05-09,0.6190476,247,28.7963939825281
145846574,149372911,334,484046,596,0.5604027,0.0006896,1.0441912,319.8647773,4,2026-04-30,2026-05-01,0.5604027,334,26.0683943174523
