stat_date,stat_hour,dealer_id,game_id,player_id,bet_count,valid_bet,turnover,profit,profit_per_bet,round_count,win_count,lose_count,push_count,win_rate,player_roi,first_bet_time,last_bet_time,created_time,update_time
2026-05-15,5,1221,101,148041484,1,50.0000,50.0000,50.0000,50.0,1,1,0,0,1.0,1.0,2026-05-15 05:07:27,2026-05-15 05:07:27,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1221,101,149992142,6,1750.0000,1750.0000,725.0000,120.83333333333333,4,3,1,0,0.75,0.4142857142857143,2026-05-15 05:15:19,2026-05-15 05:18:17,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1302,101,149778618,1,10.0000,10.0000,-10.0000,-10.0,1,0,1,0,0.0,-1.0,2026-05-15 05:19:05,2026-05-15 05:19:05,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1325,102,147704249,6,525.0000,550.0000,-185.0000,-30.833333333333332,5,1,4,0,0.2,-0.3523809523809524,2026-05-15 05:43:51,2026-05-15 05:46:56,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1325,108,150037860,9,150.0000,150.0000,-12.8000,-1.4222222222222223,6,2,4,0,0.3333333333333333,-0.08533333333333334,2026-05-15 05:08:05,2026-05-15 05:19:13,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1325,108,150043133,2,100.0000,100.0000,-100.0000,-50.0,1,0,1,0,0.0,-1.0,2026-05-15 05:16:18,2026-05-15 05:16:31,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1330,101,104472179,1,300.0000,300.0000,-300.0000,-300.0,1,0,1,0,0.0,-1.0,2026-05-15 05:45:52,2026-05-15 05:45:52,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1330,101,118092736,6,455.0000,455.0000,403.0000,67.16666666666667,4,4,0,0,1.0,0.8857142857142857,2026-05-15 05:35:31,2026-05-15 05:37:53,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1330,101,142559978,5,400.0000,400.0000,-400.0000,-80.0,5,0,5,0,0.0,-1.0,2026-05-15 05:18:36,2026-05-15 05:26:04,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1330,101,146650259,1,70.0000,70.0000,70.0000,70.0,1,1,0,0,1.0,1.0,2026-05-15 05:17:35,2026-05-15 05:17:35,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1623,101,150031278,1,100.0000,100.0000,100.0000,100.0,1,1,0,0,1.0,1.0,2026-05-15 05:55:08,2026-05-15 05:55:08,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1623,101,150043367,6,100.0000,100.0000,20.0000,3.3333333333333335,2,1,1,0,0.5,0.2,2026-05-15 05:42:06,2026-05-15 05:43:10,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1623,108,94794524,4,90.0000,90.0000,-50.8000,-12.7,4,1,3,0,0.25,-0.5644444444444444,2026-05-15 05:07:10,2026-05-15 05:12:42,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1654,101,113242053,4,250.0000,250.0000,-55.0000,-13.75,4,2,2,0,0.5,-0.22,2026-05-15 05:17:13,2026-05-15 05:28:21,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1654,101,147204701,2,20.0000,20.0000,20.0000,10.0,2,2,0,0,1.0,1.0,2026-05-15 05:19:38,2026-05-15 05:20:19,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1750,107,145889165,4,123.7500,225.0000,-76.2500,-19.0625,2,1,1,0,0.5,-0.6161616161616161,2026-05-15 05:20:00,2026-05-15 05:23:40,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1941,101,126052268,2,1000.0000,1000.0000,0.0000,0.0,2,1,1,0,0.5,0.0,2026-05-15 05:19:25,2026-05-15 05:22:33,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1941,104,143274205,8,3324.0000,3324.0000,1324.0000,165.5,8,3,5,0,0.375,0.3983152827918171,2026-05-15 05:42:23,2026-05-15 05:57:35,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1941,104,145663969,4,1600.0000,1600.0000,1000.0000,250.0,4,3,1,0,0.75,0.625,2026-05-15 05:48:36,2026-05-15 05:53:40,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1942,101,89874139,8,478200.0000,478200.0000,274800.0000,34350.0,6,5,1,0,0.8333333333333334,0.5746549560853199,2026-05-15 05:20:24,2026-05-15 05:23:39,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1942,101,124272274,1,150.0000,150.0000,150.0000,150.0,1,1,0,0,1.0,1.0,2026-05-15 05:26:49,2026-05-15 05:26:49,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1942,101,128998166,1,2000.0000,2000.0000,-2000.0000,-2000.0,1,0,1,0,0.0,-1.0,2026-05-15 05:21:50,2026-05-15 05:21:50,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1942,101,149308700,37,2632.0000,5900.0000,-422.7000,-11.424324324324324,20,6,12,2,0.3,-0.1606003039513678,2026-05-15 05:23:06,2026-05-15 05:34:33,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1942,101,150043411,1,5.0000,5.0000,5.0000,5.0,1,1,0,0,1.0,1.0,2026-05-15 05:37:16,2026-05-15 05:37:16,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1942,108,125133519,3,350.0000,1050.0000,-350.0000,-116.66666666666667,1,0,1,0,0.0,-1.0,2026-05-15 05:52:54,2026-05-15 05:52:58,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1957,101,46280768,3,400.0000,600.0000,400.0000,133.33333333333334,3,2,0,1,0.6666666666666666,1.0,2026-05-15 05:43:11,2026-05-15 05:49:28,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1957,101,113173795,1,30.0000,30.0000,30.0000,30.0,1,1,0,0,1.0,1.0,2026-05-15 05:39:54,2026-05-15 05:39:54,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,1957,101,150043367,2,50.0000,50.0000,28.0000,14.0,1,1,0,0,1.0,0.56,2026-05-15 05:38:14,2026-05-15 05:38:15,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2088,102,150028200,2,200.0000,300.0000,0.0000,0.0,2,1,1,0,0.5,0.0,2026-05-15 05:08:15,2026-05-15 05:16:54,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2088,108,150037860,19,200.0000,200.0000,320.0000,16.842105263157894,9,4,5,0,0.4444444444444444,1.6,2026-05-15 05:21:47,2026-05-15 05:30:01,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2101,101,72243391,1,1526.0000,1526.0000,-1526.0000,-1526.0,1,0,1,0,0.0,-1.0,2026-05-15 05:31:23,2026-05-15 05:31:23,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2101,101,118807103,3,250.0000,300.0000,250.0000,83.33333333333333,3,2,0,1,0.6666666666666666,1.0,2026-05-15 05:14:01,2026-05-15 05:27:41,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2101,101,128092932,12,1700.0000,1900.0000,700.0000,58.333333333333336,5,2,2,1,0.4,0.4117647058823529,2026-05-15 05:12:17,2026-05-15 05:59:56,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2101,101,136305029,2,3.0000,13.0000,2.6000,1.3,1,1,0,0,1.0,0.8666666666666667,2026-05-15 05:23:23,2026-05-15 05:23:23,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2101,101,142535109,2,420.0000,420.0000,419.0000,209.5,2,2,0,0,1.0,0.9976190476190476,2026-05-15 05:10:52,2026-05-15 05:13:24,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2101,101,148407689,1,130.0000,130.0000,-130.0000,-130.0,1,0,1,0,0.0,-1.0,2026-05-15 05:22:27,2026-05-15 05:22:27,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2101,101,149125963,1,10.0000,10.0000,9.5000,9.5,1,1,0,0,1.0,0.95,2026-05-15 05:31:21,2026-05-15 05:31:21,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2106,101,74769416,3,500.0000,500.0000,-300.0000,-100.0,2,1,1,0,0.5,-0.6,2026-05-15 05:11:01,2026-05-15 05:17:08,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2106,108,132675567,9,1676.0000,1676.0000,-696.0000,-77.33333333333333,9,3,6,0,0.3333333333333333,-0.4152744630071599,2026-05-15 05:19:59,2026-05-15 05:28:21,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2106,108,148409190,2,70.0000,70.0000,-70.0000,-35.0,2,0,2,0,0.0,-1.0,2026-05-15 05:35:57,2026-05-15 05:37:00,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2156,101,149944150,9,1390.0000,1390.0000,905.0000,100.55555555555556,7,3,4,0,0.42857142857142855,0.6510791366906474,2026-05-15 05:35:46,2026-05-15 05:47:11,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2160,101,92335638,6,285.0000,285.0000,-48.5000,-8.083333333333334,4,2,2,0,0.5,-0.17017543859649123,2026-05-15 05:51:13,2026-05-15 05:55:01,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2160,101,136311483,2,2000.0000,2000.0000,1000.0000,500.0,2,1,1,0,0.5,0.5,2026-05-15 05:42:33,2026-05-15 05:43:05,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2160,101,146619837,1,10.0000,10.0000,10.0000,10.0,1,1,0,0,1.0,1.0,2026-05-15 05:39:34,2026-05-15 05:39:34,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2160,101,149404159,4,100.0000,200.0000,95.0000,23.75,4,2,0,2,0.5,0.95,2026-05-15 05:55:28,2026-05-15 05:57:11,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2160,108,147551998,7,603.0000,603.0000,65.3600,9.337142857142856,5,3,2,0,0.6,0.10839137645107794,2026-05-15 05:07:10,2026-05-15 05:13:00,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2170,101,149359694,2,110.0000,110.0000,790.0000,395.0,2,1,1,0,0.5,7.181818181818182,2026-05-15 05:45:00,2026-05-15 05:45:55,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2171,101,66747465,2,1860.0000,1860.0000,90.0000,45.0,2,1,1,0,0.5,0.04838709677419355,2026-05-15 05:12:21,2026-05-15 05:13:09,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2171,101,114217655,4,1071.0000,1071.0000,-631.0000,-157.75,4,1,3,0,0.25,-0.5891690009337068,2026-05-15 05:39:16,2026-05-15 05:59:37,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2171,101,123483915,2,100.0000,200.0000,-100.0000,-50.0,2,0,1,1,0.0,-1.0,2026-05-15 05:08:11,2026-05-15 05:41:26,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2171,101,123903499,1,40.0000,40.0000,40.0000,40.0,1,1,0,0,1.0,1.0,2026-05-15 05:10:29,2026-05-15 05:10:29,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2171,101,150042800,6,102.0000,102.0000,-18.1500,-3.025,6,3,3,0,0.5,-0.1779411764705882,2026-05-15 05:09:48,2026-05-15 05:17:58,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2171,101,150043127,4,220.0000,270.0000,-103.0000,-25.75,4,1,2,1,0.25,-0.4681818181818182,2026-05-15 05:10:27,2026-05-15 05:16:14,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2177,101,95596256,21,6947.0000,8588.0000,-3021.0000,-143.85714285714286,21,6,11,4,0.2857142857142857,-0.4348639700590183,2026-05-15 05:18:24,2026-05-15 05:38:21,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2177,101,125232199,1,2.5000,5.0000,2.5000,2.5,1,1,0,0,1.0,1.0,2026-05-15 05:59:17,2026-05-15 05:59:17,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2177,101,148817605,1,15.0000,15.0000,-15.0000,-15.0,1,0,1,0,0.0,-1.0,2026-05-15 05:12:57,2026-05-15 05:12:57,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2177,101,150042863,6,27.0000,34.0000,25.6500,4.2749999999999995,6,5,0,1,0.8333333333333334,0.95,2026-05-15 05:14:52,2026-05-15 05:37:21,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2188,101,51916320,1,11.0000,11.0000,-11.0000,-11.0,1,0,1,0,0.0,-1.0,2026-05-15 05:55:31,2026-05-15 05:55:31,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2188,101,99093443,2,4000.0000,4000.0000,0.0000,0.0,2,1,1,0,0.5,0.0,2026-05-15 05:48:39,2026-05-15 05:53:06,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2188,101,102651584,1,500.0000,500.0000,-500.0000,-500.0,1,0,1,0,0.0,-1.0,2026-05-15 05:50:23,2026-05-15 05:50:23,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2224,101,149398049,1,150.0000,150.0000,-150.0000,-150.0,1,0,1,0,0.0,-1.0,2026-05-15 05:12:47,2026-05-15 05:12:47,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2252,108,125504219,14,770.0000,770.0000,587.6000,41.971428571428575,6,5,1,0,0.8333333333333334,0.7631168831168832,2026-05-15 05:51:35,2026-05-15 05:56:22,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2252,108,144854420,5,900.0000,900.0000,40.8000,8.16,5,3,2,0,0.6,0.04533333333333333,2026-05-15 05:50:34,2026-05-15 05:54:32,2026-07-18 20:30:33,2026-07-18 20:30:32
2026-05-15,5,2252,108,148413431,4,250.0000,250.0000,-73.6000,-18.4,2,1,1,0,0.5,-0.2944,2026-05-15 05:40:26,2026-05-15 05:43:34,2026-07-18 20:30:33,2026-07-18 20:30:32
