bet_ip,n_member,n_lv3_chain,n_lv1_chain,n_lv2_chain,n_lv4_chain,n_lv5_chain,n_chain_key,chain_spread,top_concentration,member_per_chain,member_per_lv1_chain,member_per_lv2_chain,member_per_lv4_chain,member_per_lv5_chain,member_per_lv3_chain,n_orders,stake,game_pnl,net_pnl,stake_xagg,valid_bet,profit,n_bets,n_rounds,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
104.28.68.169,53,11,5,7,13,26,26,5.200000,0.200000,4.8181818,10.6000000,7.5714286,4.0769231,2.0384615,4.8181818,420,94083.7318639600,5844.0171284315,5844.0171284315,94083.7319,89658.6352,-5844.0171,420,382,0.06211507,-0.21929620,0.07580578,0.06211507,5844.0171,94083.7319,OK,0.0000,-235.9832,3.8405,96.1595,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-235.9832,-272.3072,-315.3078,-136.4452,-136.6939,3.840476,3.859524,4.100000,4.571429,4.576190,96.159524,96.140476,95.900000,95.428571,95.423810,5.0,-1096.7372,-1013.4599,-4747.2799,-4830.5572,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-5608.0340,86096.6803,-5844.0171,-5608.0340,-235.9832,-0.06211507,-0.05960684,-235.9832,-5608.0340,-0.05960684,-235.9832,-272.3072,-315.3078,-136.4452,-136.6939,-5608.0340,-0.05960684,-1096.7372,-1013.4599,-4747.2799,-4830.5572,-0.05045803,-0.05134317,-0.00250822,224.0089,234.7085,-15.2985,-102.5266,-30.4376,1650.5918,6.7018,50.1706,269.4261,12.8578,38.064,111.4385,261.7596,1316.5863,4993.7168,26.2538,-2.5831,34.588754,131.192647,5.885059,29,99,1,8,0.04639317,-0.06211507,0.21929620,0E-8,0.000000,0.952966,0.092857,-0.29510198,2026-03-22,2026-08-06,57,192,183,138,0.413044,0.186213,0.223967,0.154644,5,0.06250925788772034,0.8081765664346022,0.8081765664346022,0.8829802992149312,0.8829802992149312,0.8820014936519791,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.09526821,A 净亏最大十分位 · 优先复核,423,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
103.199.57.191,52,10,5,7,12,29,29,5.800000,0.200000,5.2000000,10.4000000,7.4285714,4.3333333,1.7931034,5.2000000,616,28637.3371750542,5828.8549574687,5828.8549574687,28637.3372,25626.7852,-5828.8550,616,451,0.20354040,-0.27248567,0.22005095,0.20354040,5828.8550,28637.3372,OK,0.0000,-239.2894,3.7143,96.2857,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-239.2894,-234.0487,-283.9005,-270.9644,-271.8535,3.714286,3.850649,4.137987,4.777597,4.803571,96.285714,96.149351,95.862013,95.222403,95.196429,5.0,-1300.0565,-1189.0333,-4528.7985,-4639.8216,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-5589.5656,24623.1919,-5828.8550,-5589.5656,-239.2894,-0.20354040,-0.19518454,-239.2894,-5589.5656,-0.19518454,-239.2894,-234.0487,-283.9005,-270.9644,-271.8535,-5589.5656,-0.19518454,-1300.0565,-1189.0333,-4528.7985,-4639.8216,-0.15814314,-0.16202001,-0.00835585,46.4892,56.8221,-12.9243,-135.5548,-34.9033,665.9846,10.4884,19.5911,48.8137,5.4486,13.1659,51.4311,113.3301,143.4093,483.4987,12.9089,-2.6176,10.892507,36.723658,3.531039,29,84,1,10,0.03352148,-0.20354040,0.27248567,0E-8,0.000000,0.894873,0.099026,-0.49253662,2026-03-21,2026-08-05,43,167,147,138,0.311594,0.401345,0.421413,0.111738,3,0.06265738409124574,0.9705228854984447,0.9705228854984447,0.4968152866242038,0.4968152866242038,0.49260642270351007,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.08767816,A 净亏最大十分位 · 优先复核,424,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113.185.74.70,23,7,5,5,10,17,17,3.400000,0.200000,3.2857143,4.6000000,4.6000000,2.3000000,1.3529412,3.2857143,248,13738.3166518872,5817.5869278764,5817.5869278764,13738.3167,12977.7740,-5817.5869,248,218,0.42345704,-0.12295565,0.45494667,0.42345704,5817.5869,13738.3167,OK,0.0000,-233.0300,3.7016,96.2984,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-233.0300,-233.0300,-233.5624,-229.7886,-240.5392,3.701613,3.701613,3.955645,4.471774,4.653226,96.298387,96.298387,96.044355,95.528226,95.346774,5.0,-1169.9501,-1079.6174,-4647.6368,-4737.9695,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-5584.5570,12463.7792,-5817.5869,-5584.5570,-233.0300,-0.42345704,-0.40649500,-233.0300,-5584.5570,-0.40649500,-233.0300,-233.0300,-233.5624,-229.7886,-240.5392,-5584.5570,-0.40649500,-1169.9501,-1079.6174,-4647.6368,-4737.9695,-0.33829740,-0.34487264,-0.01696205,55.3964,59.5311,-26.6862,-264.4358,-59.3631,624.4689,9.9091,14.1244,66.6140,5.137,5.2352,13.088,75.0186,249.9887,1302.6829,5.2352,-2.57,47.7516,248.831971,10.581551,28,67,1,6,0.05448953,-0.42345704,0.12295565,0E-8,0.000000,0.944641,0.020161,-0.57790232,2026-03-27,2026-08-02,22,98,83,129,0.170543,0.212034,0.254970,0.181632,2,0.06280551029477115,0.9974818545400681,0.9974818545400681,0.22811435342912162,0.22811435342912162,0.22180731889469754,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.12611055,A 净亏最大十分位 · 优先复核,425,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113.185.74.234,29,9,6,6,13,22,22,3.666667,0.166667,3.2222222,4.8333333,4.8333333,2.2307692,1.3181818,3.2222222,408,43649.8995801371,5380.4755082019,5651.9378272826,43649.8996,41440.6851,-5651.9378,408,256,0.12948341,0.17554301,-0.09787967,0.12326433,5651.9378,43649.8996,OK,271.4623,-351.8581,4.5735,95.4265,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-351.8581,-351.9826,-351.1265,-344.5290,-344.5080,4.573529,4.578431,4.674020,5.465686,5.468137,95.426471,95.421569,95.325980,94.534314,94.531863,5.0,-1744.0041,-1543.069,-4179.3960,-4380.3311,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-5300.0798,39105.5842,-5923.4001,-5571.5421,-623.3204,-0.13570249,-0.12764158,-351.8581,-5571.5421,-0.12764158,-351.8581,-351.9826,-351.1265,-344.5290,-344.5080,-5571.5421,-0.12764158,-1744.0041,-1543.069,-4179.3960,-4380.3311,-0.09574812,-0.10035146,-0.01428000,106.9850,161.8777,-22.0779,-194.8944,-55.4112,1505.1690,8.8276,250.3229,27.9585,7.8528,17.0099,51.8914,415.9042,632.1744,1020.797,16.6362,-5.2352,37.165087,60.011937,6.289576,28,66,1,8,0.83154433,-0.12948341,-0.17554301,0.00655062,0.249020,0.949388,0.007353,0.27342268,2026-03-25,2026-08-06,29,102,96,135,0.214815,8.953390,2.339794,2.771814,4,0.06295363649829655,0.9174937046363502,0.9174937046363502,0.6622722559620797,0.6622722559620797,0.6594473487677371,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.116375,A 净亏最大十分位 · 优先复核,426,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113.185.73.0,26,8,5,5,10,20,20,4.000000,0.200000,3.2500000,5.2000000,5.2000000,2.6000000,1.3000000,3.2500000,207,11503.7092665349,5753.6210870677,5753.6210870677,11503.7093,10840.3240,-5753.6211,207,192,0.50015356,0.87294523,0.12727623,0.50015356,5753.6211,11503.7093,OK,0.0000,-222.3134,3.7778,96.2222,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-222.3134,-224.4525,-221.6522,-29.0709,-29.0709,3.777778,3.830918,4.072464,4.710145,4.710145,96.222222,96.169082,95.927536,95.289855,95.289855,5.0,-726.5600,-694.6247,-5027.0611,-5058.9964,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-5531.3077,10419.2170,-5753.6211,-5531.3077,-222.3134,-0.50015356,-0.48082819,-222.3134,-5531.3077,-0.48082819,-222.3134,-224.4525,-221.6522,-29.0709,-29.0709,-5531.3077,-0.48082819,-726.5600,-694.6247,-5027.0611,-5058.9964,-0.43699479,-0.43977089,-0.01932537,55.5735,56.4600,-29.9668,-261.5282,-89.9003,522.8959,8.7273,88.5002,40.5014,5.3661,23.144,38.9186,77.1466,128.5777,1265.4679,18.0009,0.0,5.555555,54.678054,2.401206,19,52,1,5,0.50005743,-0.50015356,-0.87294523,0E-8,0.000000,0.942333,0.024155,0.74566900,2026-03-26,2026-08-04,22,64,56,132,0.166667,2.185117,1.592491,1.666858,1,0.06310176270182195,0.9994074951858983,0.9994074951858983,0.18012146348689084,0.18012146348689084,0.17341299477221808,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.13437828,A 净亏最大十分位 · 优先复核,427,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
160.22.17.120,24,6,4,5,7,10,10,2.500000,0.250000,4.0000000,6.0000000,4.8000000,3.4285714,2.4000000,4.0000000,1298,166778.3846385358,5746.8443311138,5746.8443311138,166778.3846,150470.4621,-5746.8443,1298,1264,0.03445797,-0.60753119,0.04762845,0.03445797,5746.8443,166778.3846,OK,0.0000,-229.8816,3.9954,96.0046,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-229.8816,-229.8816,-225.4877,-212.9481,-212.9481,3.995378,3.995378,4.024653,4.071649,4.071649,96.004622,96.004622,95.975347,95.928351,95.928351,5.0,-1111.1470,-1028.7881,-4635.6973,-4718.0563,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-5516.9628,144452.3182,-5746.8443,-5516.9628,-229.8816,-0.03445797,-0.03307960,-229.8816,-5516.9628,-0.03307960,-229.8816,-229.8816,-225.4877,-212.9481,-212.9481,-5516.9628,-0.03307960,-1111.1470,-1028.7881,-4635.6973,-4718.0563,-0.02779555,-0.02828937,-0.00137837,128.4887,119.0431,-4.5466,-638.5383,-30.7318,18530.9316,140.4444,478.9567,126.5884,129.7285,129.7285,129.7285,129.7285,129.7286,258.1778,129.7285,0.0,1.000001,1.990139,0.990443,29,102,1,2,0.02010271,-0.03445797,0.60753119,0E-8,0.000000,0.902218,0.000000,-0.65515964,2026-05-08,2026-07-17,9,187,125,71,0.126761,3.783573,3.727616,0.067009,5,0.06324988890534736,0.7336690860613242,0.7336690860613242,0.9537846245000741,0.9537846245000741,0.9533980582524272,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.05237284,A 净亏最大十分位 · 优先复核,428,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
27.65.22.198,21,7,4,4,9,15,15,3.750000,0.250000,3.0000000,5.2500000,5.2500000,2.3333333,1.4000000,3.0000000,344,45972.7793959697,5741.8977023854,5741.8977023854,45972.7794,41951.2455,-5741.8977,344,294,0.12489777,0.19917998,0.12042513,0.12489777,5741.8977,45972.7794,OK,0.0000,-233.0650,3.8692,96.1308,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-233.0650,-232.6000,-230.3350,-156.3091,-156.3091,3.869186,3.889535,3.924419,2.543605,2.543605,96.130814,96.110465,96.075581,97.456395,97.456395,5.0,-1008.6184,-937.4606,-4733.2793,-4804.4371,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-5508.8327,40282.1342,-5741.8977,-5508.8327,-233.0650,-0.12489777,-0.11982814,-233.0650,-5508.8327,-0.11982814,-233.0650,-232.6000,-230.3350,-156.3091,-156.3091,-5508.8327,-0.11982814,-1008.6184,-937.4606,-4733.2793,-4804.4371,-0.10295830,-0.10450613,-0.00506963,133.6418,142.6913,-19.5303,-287.0949,-59.1948,2298.6390,14.7000,113.5168,135.0838,9.129,118.8006,261.7596,263.3173,346.8368,793.4717,78.5279,-2.5716,2.919487,6.679023,1.124926,27,66,1,8,0.05679199,-0.12489777,-0.19917998,0E-8,0.000000,0.912524,0.113372,0.07875485,2026-03-31,2026-08-04,20,97,84,127,0.157480,0.840343,0.849411,0.189307,4,0.06339801510887276,0.9129017923270627,0.9129017923270627,0.6828617982521108,0.6828617982521108,0.6802091112770724,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.10859405,A 净亏最大十分位 · 优先复核,429,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113.185.45.2,21,7,4,4,8,14,14,3.500000,0.250000,3.0000000,5.2500000,5.2500000,2.6250000,1.5000000,3.0000000,380,40600.2435288152,5737.0687571852,5737.0687571852,40600.2435,37247.4839,-5737.0688,380,290,0.14130626,0.64208156,0.00066205,0.14130626,5737.0688,40600.2435,OK,0.0000,-232.9234,3.7000,96.3000,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-232.9234,-232.9234,-251.3106,-229.1540,-229.1278,3.700000,3.700000,4.107895,4.513158,4.515789,96.300000,96.300000,95.892105,95.486842,95.484211,5.0,-1175.4392,-1082.7438,-4561.6296,-4654.325,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-5504.1454,35811.1005,-5737.0688,-5504.1454,-232.9234,-0.14130626,-0.13556927,-232.9234,-5504.1454,-0.13556927,-232.9234,-232.9234,-251.3106,-229.1540,-229.1278,-5504.1454,-0.13556927,-1175.4392,-1082.7438,-4561.6296,-4654.325,-0.11235473,-0.11463786,-0.00573699,106.8427,128.4396,-19.7830,-273.1938,-61.6889,1933.3449,13.8095,82.4299,116.5361,12.9729,51.8914,130.8798,223.8197,301.0235,706.7508,38.9186,-2.5818,5.801024,13.619795,2.058967,23,69,1,9,0.21927025,-0.14130626,-0.64208156,0E-8,0.000000,0.917420,0.081579,0.64141951,2026-03-23,2026-08-04,21,93,80,135,0.155556,0.707333,0.771506,0.730901,4,0.06354614131239816,0.9280106650866539,0.9280106650866539,0.6289438601688638,0.6289438601688638,0.6258401792382375,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.1093404,A 净亏最大十分位 · 优先复核,430,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
103.199.70.176,22,9,4,4,11,15,15,3.750000,0.250000,2.4444444,5.5000000,5.5000000,2.0000000,1.4666667,2.4444444,553,35740.4276281723,5736.3438490743,5736.3438490743,35740.4276,32652.1914,-5736.3438,553,434,0.16050015,0.11949785,0.16938321,0.16050015,5736.3438,35740.4276,OK,0.0000,-239.5726,3.9711,96.0289,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-239.5726,-245.8102,-290.7611,-287.7877,-288.0905,3.971067,4.193490,4.443038,4.450271,4.453888,96.028933,95.806510,95.556962,95.549729,95.546112,5.0,-1352.0219,-1232.0583,-4384.3219,-4504.2856,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-5496.7713,31371.7901,-5736.3438,-5496.7713,-239.5726,-0.16050015,-0.15379702,-239.5726,-5496.7713,-0.15379702,-239.5726,-245.8102,-290.7611,-287.7877,-288.0905,-5496.7713,-0.15379702,-1352.0219,-1232.0583,-4384.3219,-4504.2856,-0.12267122,-0.12602775,-0.00670313,64.6301,75.2355,-13.2174,-301.9128,-72.6119,1881.0751,22.8421,33.6735,80.7037,12.8578,39.2639,51.6356,129.0889,261.4142,785.2786,36.8644,-2.6176,6.65787,20.0,1.646042,16,62,1,8,0.17806963,-0.16050015,-0.11949785,0E-8,0.000000,0.913593,0.036166,-0.04988536,2026-03-22,2026-08-01,19,79,58,133,0.142857,0.417248,0.521019,0.593565,3,0.06369426751592357,0.9448970522885498,0.9448970522885498,0.5785809509702267,0.5785809509702267,0.5750560119492159,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.08937886,A 净亏最大十分位 · 优先复核,431,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
172.225.56.22,48,9,4,5,12,22,22,5.500000,0.250000,5.3333333,12.0000000,9.6000000,4.0000000,2.1818182,5.3333333,271,176290.6630142905,5709.8213121571,5709.8213121571,176290.6630,158343.2835,-5709.8213,271,242,0.03238868,-0.33599945,0.09525025,0.03238868,5709.8213,176290.6630,OK,0.0000,-227.8297,3.9483,96.0517,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-227.8297,-163.4014,-107.6083,-591.5698,-595.6843,3.948339,3.974170,4.162362,4.575646,4.583026,96.051661,96.025830,95.837638,95.424354,95.416974,5.0,-1686.0935,-1521.961,-4023.7278,-4187.8604,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-5481.9916,152014.4997,-5709.8213,-5481.9916,-227.8297,-0.03238868,-0.03109632,-227.8297,-5481.9916,-0.03109632,-227.8297,-163.4014,-107.6083,-591.5698,-595.6843,-5481.9916,-0.03109632,-1686.0935,-1521.961,-4023.7278,-4187.8604,-0.02282440,-0.02375543,-0.00129235,650.5191,654.3111,-23.5943,-124.1266,-40.4952,3832.4057,5.2609,298.8046,814.0187,17.7325,66.2252,1228.3751,2564.0044,2617.5955,5050.4429,51.6356,-0.7784,39.525691,76.261686,9.822838,28,82,1,8,0.14576606,-0.03238868,0.33599945,0E-8,0.000000,0.898194,0.047971,-0.43124969,2026-03-24,2026-08-06,46,141,138,136,0.338235,0.367073,0.459333,0.485887,5,0.06384239371944897,0.725522144867427,0.725522144867427,0.9571915271811583,0.9571915271811583,0.9568334578043316,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.11969389,A 净亏最大十分位 · 优先复核,432,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
103.199.32.112,54,13,6,7,17,32,32,5.333333,0.166667,4.1538462,9.0000000,7.7142857,3.1764706,1.6875000,4.1538462,853,52304.7241257999,5691.2244631482,5691.2244631482,52304.7241,46559.3055,-5691.2245,853,709,0.10880899,0.27531271,0.09334830,0.10880899,5691.2245,52304.7241,OK,0.0000,-226.5758,3.9484,96.0516,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-226.5758,-229.3533,-245.0816,-279.4063,-281.3105,3.948417,4.057444,4.472450,4.737397,4.779601,96.051583,95.942556,95.527550,95.262603,95.220399,5.0,-1261.7275,-1154.5646,-4429.4970,-4536.6599,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-5464.6487,44711.2705,-5691.2245,-5464.6487,-226.5758,-0.10880899,-0.10447715,-226.5758,-5464.6487,-0.10447715,-226.5758,-229.3533,-245.0816,-279.4063,-281.3105,-5464.6487,-0.10447715,-1261.7275,-1154.5646,-4429.4970,-4536.6599,-0.08468637,-0.08673518,-0.00433184,61.3186,65.6690,-8.0271,-142.2806,-25.5212,1307.6181,17.7250,79.3589,60.0510,8.3763,34.0287,65.4399,145.0889,256.8515,263.3192,25.9457,0.0,7.548076,7.738143,1.801964,27,116,1,8,0.08496548,-0.10880899,-0.27531271,0E-8,0.000000,0.890155,0.007034,0.18196441,2026-03-22,2026-08-06,40,223,167,138,0.289855,1.321525,1.294206,0.283218,4,0.06399051992297437,0.8933491334617094,0.8933491334617094,0.7304103095837654,0.7304103095837654,0.7281553398058253,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.06992888,A 净亏最大十分位 · 优先复核,433,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
103.199.33.166,58,9,5,6,13,23,23,4.600000,0.200000,6.4444444,11.6000000,9.6666667,4.4615385,2.5217391,6.4444444,995,43854.8605701768,5675.6681564871,5675.6681564871,43854.8606,39017.9603,-5675.6682,995,726,0.12941936,0.05876506,0.13055407,0.12941936,5675.6682,43854.8606,OK,0.0000,-226.5709,3.7658,96.2342,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-226.5709,-225.2732,-224.2070,-290.3890,-290.2134,3.765829,3.783920,3.906030,4.433668,4.470854,96.234171,96.216080,96.093970,95.566332,95.529146,5.0,-1256.6535,-1150.6053,-4419.0147,-4525.0628,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-5449.0973,37487.7265,-5675.6682,-5449.0973,-226.5709,-0.12941936,-0.12425298,-226.5709,-5449.0973,-0.12425298,-226.5709,-225.2732,-224.2070,-290.3890,-290.2134,-5449.0973,-0.12425298,-1256.6535,-1150.6053,-4419.0147,-4525.0628,-0.10076454,-0.1031827,-0.00516638,44.0752,53.7437,-7.8177,-141.8917,-22.0843,1096.3715,18.1500,14.7484,45.5292,5.1431,13.6115,51.4311,104.7038,130.8798,358.6093,13.088,-2.5716,9.615384,26.34606,3.238089,28,120,1,8,0.01580609,-0.12941936,-0.05876506,0E-8,0.000000,0.889707,0.071357,-0.07178900,2026-03-21,2026-08-06,40,257,180,139,0.287770,0.323932,0.334618,0.052687,4,0.06413864612649978,0.9173455784328247,0.9173455784328247,0.664938527625537,0.664938527625537,0.6621359223300971,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.0691053,A 净亏最大十分位 · 优先复核,434,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
103.199.71.44,22,7,4,5,9,16,16,4.000000,0.250000,3.1428571,5.5000000,4.4000000,2.4444444,1.3750000,3.1428571,292,41090.0577230949,5674.3321098252,5674.3321098252,41090.0577,32449.1791,-5674.3321,292,258,0.13809501,-0.19898270,0.14794616,0.13809501,5674.3321,41090.0577,OK,0.0000,-226.7051,3.9795,96.0205,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-226.7051,-226.9617,-246.4302,-215.2206,-215.2206,3.979452,3.989726,4.541096,4.068493,4.068493,96.020548,96.010274,95.458904,95.931507,95.931507,5.0,-1130.5381,-1042.5519,-4543.7940,-4631.7802,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-5447.6270,31151.7050,-5674.3321,-5447.6270,-226.7051,-0.13809501,-0.13257774,-226.7051,-5447.6270,-0.13257774,-226.7051,-226.9617,-246.4302,-215.2206,-215.2206,-5447.6270,-0.13257774,-1130.5381,-1042.5519,-4543.7940,-4631.7802,-0.11058135,-0.11272265,-0.00551727,140.7194,125.7720,-21.9935,-270.2063,-57.3165,1956.6694,12.2857,34.3166,154.7414,15.4907,78.5279,133.2363,260.6152,526.6345,1129.6333,60.8781,4.8999,6.70634,14.385127,1.791967,24,63,1,3,0.02839530,-0.13809501,0.19898270,0E-8,0.000000,0.789709,0.000000,-0.34692886,2026-03-21,2026-08-06,21,99,74,139,0.151079,0.221767,0.243866,0.094651,4,0.06428677233002518,0.9249000148126204,0.9249000148126204,0.6342764034957784,0.6342764034957784,0.6312173263629575,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.11592306,A 净亏最大十分位 · 优先复核,435,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
49.237.19.74,31,8,4,4,10,11,11,2.750000,0.250000,3.8750000,7.7500000,7.7500000,3.1000000,2.8181818,3.8750000,1072,38332.8358594503,5617.9115843632,5631.9393845893,38332.8359,32140.1968,-5631.9394,1072,356,0.14692206,0.06198189,0.15285017,0.14655612,5631.9394,38332.8359,OK,14.0278,-224.3997,4.1343,95.8657,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-224.3997,-224.3997,-224.3997,-335.4760,-338.2429,4.134328,4.134328,4.134328,5.198694,5.086754,95.865672,95.865672,95.865672,94.801306,94.913246,5.0,-1346.9178,-1225.3518,-4299.0493,-4420.6154,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-5407.5397,30829.6212,-5645.9672,-5421.5675,-238.4275,-0.14728801,-0.14143403,-224.3997,-5421.5675,-0.14143403,-224.3997,-224.3997,-224.3997,-335.4760,-338.2429,-5421.5675,-0.14143403,-1346.9178,-1225.3518,-4299.0493,-4420.6154,-0.11215057,-0.1153219,-0.00621993,35.7582,90.2815,-15.8201,-563.1939,-56.8883,3833.2836,35.6000,17.3665,38.6121,0.6231,2.0771,6.2314,21.0824,91.6291,345.5403,1.6617,-0.6231,44.112994,166.353494,17.215091,28,58,1,8,0.06523847,-0.14692206,-0.06198189,0.00043646,0.058209,0.838451,0.310634,-0.09086828,2026-04-14,2026-08-06,10,99,79,115,0.086957,0.449768,0.485664,0.217462,4,0.06443489853355058,0.933195082210043,0.933195082210043,0.608058065471782,0.608058065471782,0.6047796863330844,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.0986858,A 净亏最大十分位 · 优先复核,436,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
