bet_ip,n_member,n_lv3_chain,n_lv1_chain,n_lv2_chain,n_lv4_chain,n_lv5_chain,n_chain_key,chain_spread,top_concentration,member_per_chain,member_per_lv1_chain,member_per_lv2_chain,member_per_lv4_chain,member_per_lv5_chain,member_per_lv3_chain,n_orders,stake,game_pnl,net_pnl,stake_xagg,valid_bet,profit,n_bets,n_rounds,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
117.20.154.53,39,14,9,10,15,21,21,2.333333,0.111111,2.7857143,4.3333333,3.9000000,2.6000000,1.8571429,2.7857143,2288,513916.8666395255,50940.2686327691,51785.2542268879,513916.8666,466252.6853,-51785.2542,2288,1221,0.10076582,-0.15056240,0.11997999,0.09912161,51785.2542,513916.8666,OK,844.9856,-2125.6661,4.5166,95.4834,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-2125.6661,-2146.6276,-2062.9002,-2564.3315,-2564.3315,4.516608,4.609266,4.302010,4.894012,4.894012,95.483392,95.390734,95.697990,95.105988,95.105988,4.9073,-11463.8568,-10495.4074,-41166.3830,-42134.8325,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-49659.5882,445219.7438,-52630.2398,-50504.5738,-2970.6516,-0.10241003,-0.09827382,-2125.6661,-50504.5738,-0.09827382,-2125.6661,-2146.6276,-2062.9002,-2564.3315,-2564.3315,-50504.5738,-0.09827382,-11463.8568,-10495.4074,-41166.3830,-42134.8325,-0.08010320,-0.08198764,-0.00578041,224.6140,381.8613,-42.4122,-1176.9376,-140.3394,11679.9288,27.7500,148.9749,233.6848,8.6133,41.5429,132.6443,534.7593,1604.2781,2673.7969,29.4322,-5.3677,38.617379,64.362301,5.406796,29,126,1,12,0.07102092,-0.10076582,0.15056240,0.00181229,0.168881,0.907253,0.188374,-0.27054239,2026-03-25,2026-08-03,44,369,288,132,0.333333,0.637504,0.663248,0.236736,5,0.0014812620352540364,0.8819434157902533,0.8819434157902533,0.9902236705673234,0.9902236705673234,0.9901418969380135,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.05328707,A 净亏最大十分位 · 优先复核,11,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
103.199.57.12,52,11,5,6,16,27,27,5.400000,0.200000,4.7272727,10.4000000,8.6666667,3.2500000,1.9259259,4.7272727,773,195359.4264786589,48304.8306352999,48304.8306352999,195359.4265,172521.9731,-48304.8306,773,630,0.24726132,-0.03664708,0.24924972,0.24726132,48304.8306,195359.4265,OK,0.0000,-1931.4632,3.8836,96.1164,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1931.4632,-1926.9738,-2403.1436,-28.4777,-21.3084,3.883571,4.014230,4.179819,4.071151,4.108668,96.116429,95.985770,95.820181,95.928849,95.891332,5.0,-6311.3667,-6039.8269,-41993.4640,-42265.0037,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-46373.3675,165639.0997,-48304.8306,-46373.3675,-1931.4632,-0.24726132,-0.23737461,-1931.4632,-46373.3675,-0.23737461,-1931.4632,-1926.9738,-2403.1436,-28.4777,-21.3084,-46373.3675,-0.23737461,-6311.3667,-6039.8269,-41993.4640,-42265.0037,-0.21495489,-0.21634484,-0.00988672,252.7289,273.8444,-76.6743,-1123.3682,-210.9381,4543.2425,14.6512,20.5866,274.3999,5.7922,20.5724,52.3519,257.1553,526.6345,7312.3262,12.8578,-2.5946,25.599046,355.443036,12.284835,29,117,1,8,0.00695494,-0.24726132,0.03664708,0E-8,0.000000,0.883100,0.046572,-0.28589680,2026-03-21,2026-08-05,43,229,190,138,0.311594,0.075024,0.081457,0.023183,5,0.00162938823877944,0.9829654865945786,0.9829654865945786,0.9631165753221745,0.9631165753221745,0.9628080657206871,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.07418386,A 净亏最大十分位 · 优先复核,12,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
103.199.32.61,66,11,6,7,16,34,34,5.666667,0.166667,6.0000000,11.0000000,9.4285714,4.1250000,1.9411765,6.0000000,1135,125828.7576202955,47890.2365300263,47890.2365300263,125828.7576,111295.2874,-47890.2365,1135,955,0.38059850,-0.05771375,0.38549094,0.38059850,47890.2365,125828.7576,OK,0.0000,-1919.6016,3.9348,96.0652,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1919.6016,-1920.2668,-1924.3879,-2375.2872,-2372.8455,3.934802,4.028194,4.168282,4.746256,4.752423,96.065198,95.971806,95.831718,95.253744,95.247577,5.0,-10512.3890,-9630.9028,-37377.8475,-38259.3337,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-45970.6349,106860.4763,-47890.2365,-45970.6349,-1919.6016,-0.38059850,-0.36534283,-1919.6016,-45970.6349,-0.36534283,-1919.6016,-1920.2668,-1924.3879,-2375.2872,-2372.8455,-45970.6349,-0.36534283,-10512.3890,-9630.9028,-37377.8475,-38259.3337,-0.29705330,-0.30405874,-0.01525567,110.8623,116.5396,-50.1468,-997.7133,-198.7147,2621.4325,19.8958,17.5822,117.8407,5.2663,25.7155,51.4311,51.8914,130.8798,3250.4666,18.162,-2.5818,5.089522,126.400896,4.311104,29,107,1,9,0.01103878,-0.38059850,0.05771375,0E-8,0.000000,0.884498,0.102203,-0.44320470,2026-03-23,2026-07-23,48,241,178,123,0.390244,0.149203,0.158595,0.036796,5,0.0017775144423048438,0.9964449711153903,0.9964449711153903,0.9302325581395349,0.9302325581395349,0.9296489917849141,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.06025291,A 净亏最大十分位 · 优先复核,13,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
104.28.119.139,80,9,5,5,15,31,31,6.200000,0.200000,8.8888889,16.0000000,16.0000000,5.3333333,2.5806452,8.8888889,1548,457402.1998051045,44864.6416376267,44864.6416376267,457402.1998,402341.2769,-44864.6416,1548,1257,0.09808576,0.20113585,0.00744011,0.09808576,44864.6416,457402.1998,OK,0.0000,-1799.6555,3.9587,96.0413,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1799.6555,-1830.9520,-1854.1861,-2227.8964,-2227.8964,3.958656,4.029070,4.284884,4.470930,4.470930,96.041344,95.970930,95.715116,95.529070,95.529070,5.0,-9940.5863,-9099.2865,-34924.0553,-35765.3551,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-43064.9862,386263.5119,-44864.6416,-43064.9862,-1799.6555,-0.09808576,-0.09415124,-1799.6555,-43064.9862,-0.09415124,-1799.6555,-1830.9520,-1854.1861,-2227.8964,-2227.8964,-43064.9862,-0.09415124,-9940.5863,-9099.2865,-34924.0553,-35765.3551,-0.07635306,-0.07819235,-0.00393451,295.4795,320.0806,-35.6918,-567.9069,-98.8208,5789.9013,15.9114,1044.1702,181.1968,10.6324,51.4311,257.1553,544.1813,1037.8289,5948.4258,28.5403,-5.137,20.179026,115.658219,5.745155,29,144,1,8,0.46797958,-0.09808576,-0.20113585,0E-8,0.000000,0.879623,0.080103,0.19369574,2026-03-23,2026-08-06,79,454,406,137,0.576642,5.762630,3.533817,1.559932,5,0.0019256406458302473,0.8779440082950674,0.8779440082950674,0.9878536513109168,0.9878536513109168,0.9877520537714712,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.05251847,A 净亏最大十分位 · 优先复核,14,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
103.199.32.216,71,12,6,8,15,34,34,5.666667,0.166667,5.9166667,11.8333333,8.8750000,4.7333333,2.0882353,5.9166667,1401,161748.9610535965,39901.3378764029,39901.3378764029,161748.9611,146609.5147,-39901.3379,1401,1202,0.24668683,0.44650018,0.01770892,0.24668683,39901.3379,161748.9611,OK,0.0000,-1597.2139,3.8494,96.1506,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1597.2139,-1602.8798,-1973.2155,-55.7018,-55.8850,3.849393,3.910778,4.134190,4.495360,4.496074,96.150607,96.089222,95.865810,95.504640,95.503926,5.0,-5284.8960,-5050.7264,-34616.4418,-34850.6115,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-38304.1240,140783.4362,-39901.3379,-38304.1240,-1597.2139,-0.24668683,-0.23681218,-1597.2139,-38304.1240,-0.23681218,-1597.2139,-1602.8798,-1973.2155,-55.7018,-55.8850,-38304.1240,-0.23681218,-5284.8960,-5050.7264,-34616.4418,-34850.6115,-0.21401338,-0.21546111,-0.00987465,115.4525,121.9713,-33.1958,-725.4789,-124.3032,2940.8902,21.8545,872.4769,57.8907,12.9729,23.5584,51.8914,155.4841,261.7596,2581.7778,13.088,-2.5946,11.111111,109.590732,4.900702,29,131,1,9,0.53400786,-0.24668683,-0.44650018,0E-8,0.000000,0.906402,0.097074,0.42879126,2026-03-22,2026-08-04,55,321,258,136,0.404412,15.071096,7.557020,1.780026,5,0.002073766849355651,0.9828173603910532,0.9828173603910532,0.951562731447193,0.951562731447193,0.9511575802837938,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.05370657,A 净亏最大十分位 · 优先复核,15,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
104.28.71.167,76,10,5,6,14,32,32,6.400000,0.200000,7.6000000,15.2000000,12.6666667,5.4285714,2.3750000,7.6000000,811,529259.9863386700,38910.0858681169,38910.0858681169,529259.9863,467996.6778,-38910.0859,811,736,0.07351791,-0.32148442,0.08570608,0.07351791,38910.0859,529259.9863,OK,0.0000,-1549.2276,3.9125,96.0875,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1549.2276,-1555.6601,-1535.9286,-1974.1235,-1974.1235,3.912454,3.939581,4.057953,4.642417,4.642417,96.087546,96.060419,95.942047,95.357583,95.357583,5.0,-8589.0633,-7866.1747,-30321.0226,-31043.9112,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-37360.8582,449414.4980,-38910.0859,-37360.8582,-1549.2276,-0.07351791,-0.07059075,-1549.2276,-37360.8582,-0.07059075,-1549.2276,-1555.6601,-1535.9286,-1974.1235,-1974.1235,-37360.8582,-0.07059075,-8589.0633,-7866.1747,-30321.0226,-31043.9112,-0.05728947,-0.05865531,-0.00292716,652.6017,635.8651,-52.8670,-463.2153,-101.5929,6300.7141,8.7619,104.9139,777.9060,25.6852,87.3295,511.5947,2617.5955,2643.7715,5143.3643,65.4399,0.0,30.273517,58.89606,7.472866,29,134,1,8,0.02993236,-0.07351791,0.32148442,0E-8,0.000000,0.884247,0.073983,-0.40719050,2026-03-22,2026-08-06,84,383,351,138,0.608696,0.134867,0.160763,0.099775,5,0.0022218930528810545,0.8326173900162939,0.8326173900162939,0.9909643015849504,0.9909643015849504,0.9908887229275579,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.06863423,A 净亏最大十分位 · 优先复核,16,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
122.11.245.6,21,12,9,10,12,15,15,1.666667,0.111111,1.7500000,2.3333333,2.1000000,1.7500000,1.4000000,1.7500000,947,369104.8513006739,36803.1522627713,37249.8869417311,369104.8513,323791.3529,-37249.8869,947,722,0.10091953,0.03597122,0.10174365,0.09970921,37249.8869,369104.8513,OK,446.7347,-1137.1141,4.3337,95.6663,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1137.1141,-1111.9096,-654.1777,-984.8537,-1014.4436,4.333685,4.443506,4.083421,4.636748,4.071806,95.666315,95.556494,95.916579,95.363252,95.928194,4.8902,-4902.4986,-4836.8433,-32794.1230,-32859.7783,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-36112.7729,309475.0093,-37696.6216,-36559.5076,-1583.8487,-0.10212985,-0.09904911,-1137.1141,-36559.5076,-0.09904911,-1137.1141,-1111.9096,-654.1777,-984.8537,-1014.4436,-36559.5076,-0.09904911,-4902.4986,-4836.8433,-32794.1230,-32859.7783,-0.08884772,-0.08902559,-0.00429105,389.7623,448.4645,-51.5926,-1862.4943,-187.1854,18455.2426,36.1000,210.2207,394.0324,8.6133,49.3785,188.9103,689.6552,1762.425,5643.4668,17.2265,-5.2515,35.692145,114.289929,7.893357,28,104,1,10,0.01252992,-0.10091953,-0.03597122,0.00137970,0.089546,0.877234,0.317846,-0.06577243,2026-03-27,2026-07-24,20,199,142,120,0.166667,0.533511,0.539356,0.041766,5,0.0023700192564064583,0.8822396681973041,0.8822396681973041,0.9837061176122056,0.9837061176122056,0.9835698282300224,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.06929646,A 净亏最大十分位 · 优先复核,17,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113.185.44.121,24,8,5,5,9,14,14,2.800000,0.200000,3.0000000,4.8000000,4.8000000,2.6666667,1.7142857,3.0000000,540,126780.1899469666,36007.9339018636,36007.9339018636,126780.1899,119298.5769,-36007.9339,540,422,0.28401861,0.04785922,0.33227965,0.28401861,36007.9339,126780.1899,OK,0.0000,-1444.7543,3.8352,96.1648,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1444.7543,-1444.7543,-1444.5458,-74.4864,-62.9040,3.835185,3.835185,4.051852,4.333333,4.424074,96.164815,96.164815,95.948148,95.666667,95.575926,5.0,-4471.4448,-4279.9347,-31536.4891,-31727.9992,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-34563.1796,114630.2421,-36007.9339,-34563.1796,-1444.7543,-0.28401861,-0.27262287,-1444.7543,-34563.1796,-0.27262287,-1444.7543,-1444.7543,-1444.5458,-74.4864,-62.9040,-34563.1796,-0.27262287,-4471.4448,-4279.9347,-31536.4891,-31727.9992,-0.24874934,-0.25025991,-0.01139574,234.7781,282.6980,-85.3269,-1714.6635,-222.2712,6037.1519,20.0952,77.6618,400.2581,5.1636,12.9729,130.8798,258.1778,462.3327,5235.1909,12.8426,-2.5818,35.638458,403.54947,18.097638,29,85,1,10,0.16968202,-0.28401861,-0.04785922,0E-8,0.000000,0.940988,0.042593,-0.28442043,2026-03-28,2026-08-04,21,162,148,130,0.161539,0.194029,0.330788,0.565607,5,0.002518145459931862,0.9894830395496963,0.9894830395496963,0.9308250629536365,0.9308250629536365,0.9302464525765497,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.09064074,A 净亏最大十分位 · 优先复核,18,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
103.199.32.242,57,12,4,5,17,29,29,7.250000,0.250000,4.7500000,14.2500000,11.4000000,3.3529412,1.9655172,4.7500000,1159,264046.7534927878,35497.3283693082,35497.3283693082,264046.7535,236863.1204,-35497.3284,1159,811,0.13443577,0.20358521,0.13040764,0.13443577,35497.3284,264046.7535,OK,0.0000,-1417.1091,3.8852,96.1148,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1417.1091,-1425.8741,-1752.8807,-181.5423,-181.5423,3.885246,3.925798,4.156169,4.462468,4.464193,96.114754,96.074202,95.843831,95.537532,95.535807,5.0,-4958.9484,-4713.0576,-30538.3799,-30784.2707,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-34080.2193,227428.5458,-35497.3284,-34080.2193,-1417.1091,-0.13443577,-0.12906888,-1417.1091,-34080.2193,-0.12906888,-1417.1091,-1425.8741,-1752.8807,-181.5423,-181.5423,-34080.2193,-0.12906888,-4958.9484,-4713.0576,-30538.3799,-30784.2707,-0.11565520,-0.11658644,-0.00536689,227.8229,292.0630,-43.7698,-755.2623,-136.5282,5618.0160,17.2553,35.3642,333.5723,7.8528,25.6852,52.3519,128.4258,263.3173,6319.6147,20.5481,-3.8919,10.251731,246.041555,8.869829,29,116,1,10,0.05504594,-0.13443577,-0.20358521,0E-8,0.000000,0.897050,0.035375,0.07317757,2026-03-23,2026-08-04,47,260,193,135,0.348148,0.106017,0.155227,0.183486,5,0.0026662716634572657,0.9211968597244853,0.9211968597244853,0.9751147978077321,0.9751147978077321,0.9749066467513069,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.06538366,A 净亏最大十分位 · 优先复核,19,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
113.185.46.240,20,5,4,4,7,12,12,3.000000,0.250000,4.0000000,5.0000000,5.0000000,2.8571429,1.6666667,4.0000000,328,285138.8738937633,34781.3123041024,34781.3123041024,285138.8739,259012.2219,-34781.3123,328,236,0.12198025,0.12298859,0.04755333,0.12198025,34781.3123,285138.8739,OK,0.0000,-1391.9300,3.9055,96.0945,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1391.9300,-1391.9300,-1393.1346,-1676.3305,-1676.3305,3.905488,3.905488,4.082317,4.756098,4.756098,96.094512,96.094512,95.917683,95.243902,95.243902,5.0,-7529.6557,-6906.0773,-27251.6567,-27875.235,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-33389.3823,248653.2285,-34781.3123,-33389.3823,-1391.9300,-0.12198025,-0.11709867,-1391.9300,-33389.3823,-0.11709867,-1391.9300,-1391.9300,-1393.1346,-1676.3305,-1676.3305,-33389.3823,-0.11709867,-7529.6557,-6906.0773,-27251.6567,-27875.235,-0.09557328,-0.09776021,-0.00488159,869.3258,1097.5094,-147.3784,-1830.5954,-543.4580,15007.3092,12.4211,1450.1415,28.4435,12.8578,47.7629,258.1779,3278.854,5163.5571,7745.3354,38.7267,-2.6176,108.108139,162.162203,18.200863,21,51,1,8,0.98663307,-0.12198025,-0.12298859,0E-8,0.000000,0.908372,0.000000,0.07543526,2026-04-01,2026-08-01,19,64,59,123,0.154472,50.983204,1.668122,3.288777,5,0.0028143978669826694,0.910828025477707,0.910828025477707,0.9771885646570878,0.9771885646570878,0.9769977595220314,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.12120588,A 净亏最大十分位 · 优先复核,20,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
42.113.201.71,22,6,3,4,9,16,16,5.333333,0.333333,3.6666667,7.3333333,5.5000000,2.4444444,1.3750000,3.6666667,282,92251.7863495289,33674.8854513263,33674.8854513263,92251.7863,91249.2841,-33674.8855,282,171,0.36503234,0.41763922,-0.07688070,0.36503234,33674.8855,92251.7863,OK,0.0000,-1352.9931,3.8582,96.1418,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1352.9931,-1352.9931,-1682.8517,-1678.8388,-1681.9900,3.858156,3.858156,4.492908,4.035461,4.109929,96.141844,96.141844,95.507092,95.964539,95.890071,5.0,-7749.6667,-7070.5071,-25925.2188,-26604.3783,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-32321.8924,87622.1358,-33674.8855,-32321.8924,-1352.9931,-0.36503234,-0.35036603,-1352.9931,-32321.8924,-0.35036603,-1352.9931,-1352.9931,-1682.8517,-1678.8388,-1681.9900,-32321.8924,-0.35036603,-7749.6667,-7070.5071,-25925.2188,-26604.3783,-0.28102674,-0.28838876,-0.01466631,327.1340,533.6215,-196.9292,-1772.3624,-962.1396,4855.3572,9.0000,358.4264,188.7253,2.5818,13.088,78.5279,261.7596,523.5191,10502.6699,12.9089,-2.5818,40.000001,802.466996,24.995,18,31,1,8,0.89362031,-0.36503234,-0.41763922,0E-8,0.000000,0.989133,0.039007,0.49451992,2026-03-25,2026-08-05,19,35,34,134,0.141791,1.899196,1.095656,2.978734,5,0.0029625240705080727,0.9957043400977633,0.9957043400977633,0.8803140275514738,0.8803140275514738,0.8793129200896191,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.1423907,A 净亏最大十分位 · 优先复核,21,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
122.11.245.26,24,9,8,8,10,15,15,1.875000,0.125000,2.6666667,3.0000000,3.0000000,2.4000000,1.6000000,2.6666667,1166,382491.7942440391,31803.4494524938,32084.9674646034,382491.7942,341467.4562,-32084.9675,1166,1010,0.08388407,-0.05993555,0.08493487,0.08314806,32084.9675,382491.7942,OK,281.5180,-1350.3505,4.2642,95.7358,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1350.3505,-1350.3505,-1965.4585,-2558.9742,-2638.3644,4.264151,4.264151,4.397942,5.307890,4.193825,95.735849,95.735849,95.602058,94.692110,95.806175,5.0,-9863.4981,-8751.9653,-22502.9874,-23614.5202,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-30734.6170,327104.9629,-32366.4855,-31016.1350,-1631.8685,-0.08462008,-0.08108967,-1350.3505,-31016.1350,-0.08108967,-1350.3505,-1350.3505,-1965.4585,-2558.9742,-2638.3644,-31016.1350,-0.08108967,-9863.4981,-8751.9653,-22502.9874,-23614.5202,-0.05883260,-0.06173863,-0.00426641,328.0376,338.0866,-31.7673,-1188.3321,-114.5892,14166.3627,37.4074,10.4693,421.4400,4.842,15.2246,88.1213,236.2336,1911.2203,5347.5938,10.2195,-0.2101,125.534808,351.246345,21.546512,29,121,1,8,0.00725339,-0.08388407,0.05993555,0.00082444,0.105660,0.892745,0.166381,-0.14487042,2026-03-28,2026-07-31,27,280,185,126,0.214286,0.024842,0.031915,0.024178,5,0.0031106502740334764,0.8523181750851726,0.8523181750851726,0.9842986224263072,0.9842986224263072,0.984167289021658,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.05858939,A 净亏最大十分位 · 优先复核,22,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
49.49.225.194,24,11,5,7,15,17,17,3.400000,0.200000,2.1818182,4.8000000,3.4285714,1.6000000,1.4117647,2.1818182,831,99724.6690836426,31991.8485851402,31992.7646133213,99724.6691,78857.4279,-31992.7646,831,394,0.32081094,,0.32081094,0.32080175,31992.7646,99724.6691,OK,0.9160,-1278.6618,4.0842,95.9158,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1278.6618,-1278.6618,-1277.5898,-2081.3593,-2163.3374,4.084236,4.084236,4.107100,5.949458,3.139591,95.915764,95.915764,95.892900,94.050542,96.860409,5.0,-8079.6100,-7317.5865,-23914.0706,-24676.0941,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-30714.1029,75700.8407,-31993.6806,-30715.0189,-1279.5778,-0.32082012,-0.30799820,-1278.6618,-30715.0189,-0.30799820,-1278.6618,-1278.6618,-1277.5898,-2081.3593,-2163.3374,-30715.0189,-0.30799820,-8079.6100,-7317.5865,-23914.0706,-24676.0941,-0.23980095,-0.24744223,-0.01283111,120.0056,200.1458,-81.1999,-969.4777,-415.4904,3021.9597,11.9394,,120.0056,4.2165,10.5031,21.0062,105.4118,157.5465,1886.6704,8.4329,-4.2165,15.0,179.629888,11.425735,20,67,1,8,0E-8,-0.32081094,,0.00001162,0.033694,0.790751,0.024067,,2026-03-24,2026-07-04,33,77,68,103,0.320388,,,0.000000,5,0.00325877647755888,0.9934824470448822,0.9934824470448822,0.8921641238335062,0.8921641238335062,0.8912621359223301,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.0938062,A 净亏最大十分位 · 优先复核,23,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
103.199.33.88,55,9,4,5,14,28,28,7.000000,0.250000,6.1111111,13.7500000,11.0000000,3.9285714,1.9642857,6.1111111,1064,172342.5494579278,31677.8863959106,31677.8863959106,172342.5495,160743.5165,-31677.8864,1064,813,0.18380769,0.21444258,0.04655542,0.18380769,31677.8864,172342.5495,OK,0.0000,-1267.0936,3.9953,96.0047,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,-1267.0936,-1269.6266,-1577.2759,-62.7737,-61.8996,3.995301,4.091165,4.238722,4.627820,4.640038,96.004699,95.908835,95.761278,95.372180,95.359962,5.0,-4238.6694,-4046.3572,-27439.2170,-27631.5292,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,-30410.7928,154314.1102,-31677.8864,-30410.7928,-1267.0936,-0.18380769,-0.17645551,-1267.0936,-30410.7928,-0.17645551,-1267.0936,-1269.6266,-1577.2759,-62.7737,-61.8996,-30410.7928,-0.17645551,-4238.6694,-4046.3572,-27439.2170,-27631.5292,-0.15921325,-0.16032912,-0.00735218,161.9761,197.7165,-38.9642,-719.9520,-134.2283,3916.8761,18.4773,461.9497,41.4333,12.9089,51.3703,56.7991,92.8442,129.6261,7745.3335,38.9186,-2.6176,2.523367,150.774531,3.153107,29,108,1,8,0.81752692,-0.18380769,-0.21444258,0E-8,0.000000,0.932698,0.051692,0.16788716,2026-03-22,2026-08-05,44,236,169,137,0.321168,11.149238,2.851963,2.725090,5,0.003406902681084284,0.9610428084728189,0.9610428084728189,0.9557102651459043,0.9557102651459043,0.9553398058252427,n_rounds>=30,6752,6696,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,OK,L5_INSUFFICIENT,0.06530319,A 净亏最大十分位 · 优先复核,24,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
