member_id,seed_src,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_alarm,roi_non_alarm,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_alarm,avg_stake_non_alarm,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_alarm,hold_rate,hold_rate_alarm,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_alarm,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_alarm,ramp_recent,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
111767212,manual_risk,166385.0846,153775.8373,13223.8989,1367,454,-0.07947767,-0.07947767,,-0.08687140,-13223.8989,166385.0846,OK,1230.2067,793.4339,6.0000,94.0000,AG03-UNRESOLVED,12430.4649,144549.2870,11993.6922,11200.2582,-436.7728,0.07208394,0.06731528,-0.00262507,121.7155,338.7133,29.1275,1889.1284,124.7538,23769.2978,64.8571,121.7155,,52.6593,78.7402,131.6482,315.9558,421.2744,579.2523,52.6593,-52.238,5.350184,7.356504,1.545787,29,64,6,5,1.00000000,0.07947767,0.07947767,0.00800000,0.800000,0.924216,0.000000,,2026-07-17,2026-08-04,7,106,77,19,0.368421,,1.000000,3.333333,2,0.20161290322580644,0.04838709677419355,0.25,D VIP 优质 · 加码留存，严禁误伤,101,1
119978108,manual_risk,630731.2547,573841.8639,17897.2469,16669,7591,-0.02837539,-0.11643577,-0.02652456,-0.03565382,-17897.2469,630731.2547,OK,4590.7349,1073.8348,6.0000,94.0000,AG03-UNRESOLVED,16823.4121,539411.3521,13306.5120,12232.6771,-3516.9001,0.02109696,0.01939444,-0.00557591,37.8386,75.5950,2.3577,223.7156,10.8271,7884.1407,94.8875,33.5496,37.9405,3.3272,8.5208,34.4531,110.676,170.4158,357.5685,6.8166,-1.7089,20.0,41.964243,4.440735,30,198,79,15,0.02058513,0.02837539,0.11643577,0.00800000,0.800000,0.909804,0.007019,-0.08991121,2026-03-22,2026-08-06,80,1653,993,138,0.579710,0.884268,0.886650,0.068617,4,0.1935483870967742,0.25,0.6532258064516129,D VIP 优质 · 加码留存，严禁误伤,102,1
124396429,manual_risk,256457.0809,229416.3732,15048.8323,6833,3837,-0.05867973,-0.10662858,-0.04784812,-0.06583621,-15048.8323,256457.0809,OK,1835.3310,902.9299,6.0000,94.0000,AG03-UNRESOLVED,14145.9024,215651.3908,13213.5013,12310.5714,-932.4010,0.05152325,0.04800246,-0.00363570,37.5321,59.7906,3.9220,153.5595,6.1349,2616.9090,39.1531,31.7594,39.1392,16.6362,17.2265,34.4531,85.1354,132.9673,272.4726,17.0271,-8.5444,7.718751,15.817035,2.178741,29,199,127,8,0.18427230,0.05867973,0.10662858,0.00800000,0.800000,0.894560,0.997073,-0.05878046,2026-03-22,2026-08-04,98,2453,1278,136,0.720588,0.811446,0.846191,0.614241,2,0.18548387096774194,0.08064516129032258,0.29838709677419356,D VIP 优质 · 加码留存，严禁误伤,103,1
149482404,manual_risk,504908.6876,447566.7554,16970.4930,5414,2863,-0.03361101,-0.14232216,-0.01583047,-0.04070246,-16970.4930,504908.6876,OK,3580.5340,1018.2296,6.0000,94.0000,AG03-UNRESOLVED,15952.2635,420712.7501,13389.9590,12371.7294,-2562.3045,0.02651957,0.02450290,-0.00507479,93.2598,156.3279,5.9275,332.7548,31.0247,9900.1703,56.1373,31.9844,135.8170,8.3181,11.6453,83.1808,332.7233,516.7958,861.3264,8.6133,-8.2515,44.377996,73.963329,8.008354,29,146,70,6,0.14056687,0.03361101,0.14232216,0.00800000,0.800000,0.886431,0.640007,-0.12649169,2026-05-03,2026-08-02,51,547,432,92,0.554348,0.235496,0.342960,0.468556,3,0.1774193548387097,0.20967741935483872,0.5725806451612904,D VIP 优质 · 加码留存，严禁误伤,104,1
147273190,manual_risk,283168.8403,262229.4677,15994.3391,1648,686,-0.05648340,,-0.05648340,-0.06389183,-15994.3391,283168.8403,OK,2097.8357,959.6603,6.0000,94.0000,AG03-UNRESOLVED,15034.6787,246495.6997,13896.5033,12936.8430,-1138.1754,0.04907497,0.04568597,-0.00401942,171.8258,382.2587,23.3154,5331.4464,142.8066,94389.6134,228.6667,,171.8258,17.6243,35.2485,281.988,458.2305,583.3623,1022.2065,35.2485,-17.4833,16.549989,29.000001,4.874697,26,72,6,8,0E-8,0.05648340,,0.00800000,0.800000,0.926053,0.000000,,2026-03-23,2026-03-25,3,112,57,3,1.000000,,,0.000000,2,0.1693548387096774,0.08870967741935484,0.3387096774193548,D VIP 优质 · 加码留存，严禁误伤,105,1
119052847,manual_risk,159968.1982,155047.5757,16129.2363,20933,6838,-0.10082777,-0.18802004,-0.08945081,-0.10858169,-16129.2363,159968.1982,OK,1240.3806,967.7542,6.0000,94.0000,AG03-UNRESOLVED,15161.4821,145744.7212,14888.8557,13921.1015,-272.6264,0.09307385,0.08702418,-0.00170425,7.6419,22.6744,2.3588,212.2268,23.0418,2104.8447,89.9737,6.2844,7.8635,2.1006,4.2012,10.3857,20.7715,21.0824,33.2343,4.2012,-4.0551,5.018131,7.910599,1.818967,28,166,98,8,0.11542098,0.10082777,0.18802004,0.00800000,0.800000,0.969240,0.000048,-0.09856923,2026-03-23,2026-08-03,76,700,482,134,0.567164,0.799187,0.822365,0.384737,2,0.16129032258064516,0.03225806451612903,0.24193548387096775,D VIP 优质 · 加码留存，严禁误伤,106,1
25915691,manual_risk,5641668.5376,5149354.2591,16348.1256,6883,6322,-0.00289775,0.11683134,-0.01180217,-0.00289775,-16348.1256,5641668.5376,OK,0.0000,980.8875,6.0000,94.0000,AG03-UNRESOLVED,15367.2380,4840393.0036,16348.1256,15367.2380,980.8875,0.00289775,0.00272388,0.00017386,819.6526,814.5135,2.5859,125.7548,6.4363,43397.4503,48.6308,403.4444,887.7657,18.4243,87.2905,439.7151,1910.22,4364.5249,13187.958,61.5601,0.0,49.999996,151.081244,9.389939,30,215,2,8,0.06922318,0.00289775,-0.11683134,0E-8,0.000000,0.912736,0.000436,0.12863351,2026-03-22,2026-08-06,130,2540,1818,138,0.942029,0.454449,0.492214,0.230744,5,0.1532258064516129,0.6612903225806451,0.9354838709677419,D VIP 优质 · 加码留存，严禁误伤,107,1
54161451,manual_risk,2717471.3312,2438871.1408,36748.3401,4200,4119,-0.01352299,0.08008487,-0.01700567,-0.02070282,-36748.3401,2717471.3312,OK,19510.9691,1837.4170,5.0000,95.0000,AG03-UNRESOLVED,34910.9231,2316927.5837,17237.3710,15399.9540,-17673.5521,0.00634317,0.00566702,-0.00650368,647.0170,592.1027,8.9217,918.7085,87.2882,67936.7833,102.9750,632.9663,647.5518,252.9884,715.2918,1050.3098,1100.449,1100.449,1100.449,589.2522,0.0,1.538462,1.538462,0.90455,25,121,73,7,0.03587041,0.01352299,-0.08008487,0.00800000,0.800000,0.897478,0.013095,0.09709054,2026-03-23,2026-08-06,40,421,221,137,0.291971,0.977476,0.978284,0.119568,5,0.14516129032258066,0.43548387096774194,0.8548387096774194,D VIP 优质 · 加码留存，严禁误伤,108,1
153012236,manual_risk,507043.8469,476303.0538,16456.1207,4889,1277,-0.03245502,-0.03245502,,-0.03245502,-16456.1207,507043.8469,OK,0.0000,987.3672,6.0000,94.0000,AG03-UNRESOLVED,15468.7534,447724.8705,16456.1207,15468.7534,987.3672,0.03245502,0.03050772,0.00194730,103.7112,372.9859,12.8865,1371.3434,115.8882,42253.6539,106.4167,103.7112,,8.3181,16.6362,99.2064,249.5425,578.7037,1140.873,16.6362,-16.5344,34.785877,68.577877,6.234077,28,94,10,8,1.00000000,0.03245502,0.03245502,0E-8,0.000000,0.939373,0.855799,,2026-07-14,2026-08-06,12,142,98,24,0.500000,,1.000000,3.333333,3,0.13709677419354838,0.21774193548387097,0.5806451612903226,D VIP 优质 · 加码留存，严禁误伤,109,1
146804998,manual_risk,521921.5905,416340.7459,20054.6898,39311,6903,-0.03842472,-0.01212069,-0.04342935,-0.04480638,-20054.6898,521921.5905,OK,3330.7260,1203.2814,6.0000,94.0000,AG03-UNRESOLVED,18851.4084,391360.3011,16723.9638,15520.6824,-2127.4446,0.03204306,0.02973757,-0.00407618,13.2767,60.3130,2.9052,177.4751,20.4223,4618.7751,61.0885,14.0452,13.1400,4.1543,4.2165,10.2195,46.3812,64.9621,98.1073,4.2165,-4.1676,15.406733,23.26763,3.148776,29,168,114,8,0.15984822,0.03842472,0.01212069,0.00800000,0.800000,0.797707,0.000051,0.03130866,2026-03-22,2026-07-30,113,982,731,131,0.862595,1.068890,1.057878,0.532827,3,0.12903225806451613,0.13709677419354838,0.5887096774193549,D VIP 优质 · 加码留存，严禁误伤,110,1
147771170,manual_risk,625177.4246,567145.2525,22804.1585,6052,6045,-0.03647630,-0.99200000,-0.03634915,-0.04373370,-22804.1585,625177.4246,OK,4537.1620,1140.2079,5.0000,95.0000,AG03-UNRESOLVED,21663.9506,538787.9899,18266.9965,17126.7886,-3396.9541,0.02921890,0.02739508,-0.00543358,103.3010,93.8206,3.7724,506.7591,12.6901,13892.8317,134.3333,83.1808,103.3043,34.0832,85.1354,170.2707,172.2653,340.5415,510.8122,85.1354,0.0,4.0,6.0,1.213373,29,187,61,5,0.00013305,0.03647630,0.99200000,0.00800000,0.800000,0.907175,0.005783,-0.95565085,2026-03-25,2026-07-12,45,1797,646,110,0.409091,0.805202,0.805228,0.000444,4,0.12096774193548387,0.1693548387096774,0.6451612903225806,D VIP 优质 · 加码留存，严禁误伤,111,1
119978627,manual_risk,1464180.4936,1337220.7934,30802.8294,22612,11260,-0.02103759,-0.01169001,-0.02618702,-0.02834391,-30802.8294,1464180.4936,OK,10697.7663,1848.1698,6.0000,94.0000,AG03-UNRESOLVED,28954.6596,1256987.5458,20105.0631,18256.8933,-8849.5966,0.01373127,0.01246902,-0.00604406,64.7524,118.7585,2.7356,375.6443,8.8769,17855.8597,137.3171,63.9162,65.2224,8.2672,17.0416,47.7164,174.6797,340.8316,831.8083,16.6362,-3.381,20.0,48.810512,3.799669,29,233,93,16,0.35520633,0.02103759,0.01169001,0.00800000,0.800000,0.913290,0.056519,0.01449701,2026-05-07,2026-08-06,82,3470,1481,92,0.891304,0.979973,0.987087,1.184021,4,0.11290322580645161,0.3467741935483871,0.7903225806451613,D VIP 优质 · 加码留存，严禁误伤,112,1
147763395,manual_risk,1029704.4915,518279.1969,28466.5081,5571,2751,-0.02764532,-0.14581783,-0.02684126,-0.03167194,-28466.5081,1029704.4915,OK,4146.2336,1707.9905,6.0000,94.0000,AG03-UNRESOLVED,26758.5176,487182.4451,24320.2746,22612.2841,-2438.2431,0.02361869,0.02195997,-0.00236791,184.8330,188.3967,10.3477,1186.1045,114.3233,42904.3538,114.6250,83.8423,186.3603,51.0812,153.2437,272.4332,425.6768,493.7851,595.9476,34.0541,-13.6217,3.222222,3.888889,1.206138,7,69,44,8,0.00675816,0.02764532,0.14581783,0.00800000,0.800000,0.503328,0.000359,-0.11897658,2026-03-25,2026-07-21,24,249,118,119,0.201681,0.449893,0.453611,0.022527,4,0.10483870967741936,0.25806451612903225,0.7338709677419355,D VIP 优质 · 加码留存，严禁误伤,113,1
108547958,manual_risk,1870435.4969,1726048.9681,41982.5608,4600,4527,-0.02244534,0.00898197,-0.04174451,-0.02982779,-41982.5608,1870435.4969,OK,13808.3917,2518.9536,6.0000,94.0000,AG03-UNRESOLVED,39463.6071,1622486.0300,28174.1690,25655.2154,-11289.4381,0.01506289,0.01371617,-0.00603573,406.6164,381.2788,9.2738,763.3193,27.4755,34007.9181,82.3091,397.7740,412.2440,149.8457,289.7069,528.289,937.287,1240.0793,1580.4359,266.1787,0.0,4.280462,5.455293,1.403544,29,181,54,5,0.38045558,0.02244534,-0.00898197,0.00800000,0.800000,0.922806,0.000000,0.05072648,2026-04-01,2026-08-04,55,1528,733,126,0.436508,0.964899,0.978254,1.268185,4,0.0967741935483871,0.31451612903225806,0.7983870967741935,D VIP 优质 · 加码留存，严禁误伤,114,1
119978704,manual_risk,1424510.7670,1291027.2549,50500.9371,16220,8599,-0.03545143,-0.03549338,-0.03543756,-0.04270179,-50500.9371,1424510.7670,OK,10328.2180,3030.0562,6.0000,94.0000,AG03-UNRESOLVED,47470.8809,1213565.6196,40172.7190,37142.6628,-7298.1618,0.02820106,0.02607398,-0.00512328,87.8243,150.1369,5.8729,531.5888,23.3153,14994.8502,90.5158,84.6992,88.9083,8.2672,17.2265,86.1326,249.5425,411.1789,851.3536,17.0416,-3.381,23.868936,49.421081,5.098203,30,203,87,16,0.24835788,0.03545143,0.03549338,0.00800000,0.800000,0.906295,0.025216,-0.00005581,2026-03-23,2026-08-06,95,2166,1256,137,0.693431,0.952658,0.964416,0.827860,4,0.08870967741935484,0.18548387096774194,0.782258064516129,D VIP 优质 · 加码留存，严禁误伤,115,1
114981951,manual_risk,942513.1932,705626.0566,50777.0386,1249,975,-0.05387409,-0.29822106,-0.02100464,-0.05986340,-50777.0386,942513.1932,OK,5645.0085,3046.6223,6.0000,94.0000,AG03-UNRESOLVED,47730.4162,663288.4932,45132.0301,42085.4078,-2598.3861,0.04788477,0.04465233,-0.00275687,754.6142,723.7190,52.0790,1036.2661,255.1610,19234.9631,19.8980,1106.4698,723.6583,510.8122,704.97,881.2125,1233.6975,1533.7423,2554.061,582.2659,0.0,2.175613,3.622936,1.07042,9,71,40,4,0.11856964,0.05387409,0.29822106,0.00800000,0.800000,0.748664,0.971978,-0.27721643,2026-03-22,2026-07-28,49,199,160,129,0.379845,1.528995,1.466272,0.395232,4,0.08064516129032258,0.10483870967741936,0.717741935483871,D VIP 优质 · 加码留存，严禁误伤,116,1
151254619,manual_risk,497867.9081,446669.5127,50936.5418,2317,805,-0.10230935,-0.07105400,-0.15165754,-0.10948667,-50936.5418,497867.9081,OK,3573.3561,3056.1925,6.0000,94.0000,AG03-UNRESOLVED,47880.3493,419869.3419,47363.1857,44306.9932,-517.1636,0.09513203,0.08899347,-0.00103876,214.8761,554.8690,63.2752,3638.3244,186.5807,35561.9934,57.5000,252.9555,173.6120,8.5208,83.1808,272.8175,831.8083,831.8083,852.0791,83.1808,-24.7546,10.0,10.243695,2.58324,29,106,10,10,0.61223350,0.10230935,0.07105400,0.00800000,0.800000,0.897165,0.192059,0.08060354,2026-06-10,2026-08-04,14,273,181,56,0.250000,1.457017,1.177216,2.040778,3,0.07258064516129033,0.024193548387096774,0.5564516129032258,D VIP 优质 · 加码留存，严禁误伤,117,1
149271569,manual_risk,359863.1953,324079.2128,53839.0898,1782,861,-0.14960988,-0.05817429,-0.18154970,-0.15681438,-53839.0898,359863.1953,OK,2592.6337,3230.3454,6.0000,94.0000,AG03-UNRESOLVED,50608.7444,304634.4601,51246.4561,48016.1107,637.7117,0.14240538,0.13342879,0.00177209,201.9434,376.3986,62.5309,4894.4627,690.2447,32714.8359,78.2727,85.7850,383.1906,16.6362,33.2723,332.7233,851.3536,851.3536,1704.1582,17.2265,-16.5031,25.587433,51.218473,6.06941,15,56,17,8,0.25888320,0.14960988,0.05817429,0.00800000,0.800000,0.900562,0.731201,0.12337542,2026-04-28,2026-07-14,11,78,49,78,0.141026,0.223870,0.424797,0.862944,3,0.06451612903225806,0.016129032258064516,0.4274193548387097,D VIP 优质 · 加码留存，严禁误伤,118,1
122885877,manual_risk,1302901.1672,1210383.5333,66150.2651,14291,9247,-0.05077151,-0.09538664,-0.03699799,-0.05913243,-66150.2651,1302901.1672,OK,10893.4518,3969.0159,6.0000,94.0000,AG03-UNRESOLVED,62181.2491,1137760.5213,55256.8133,51287.7973,-6924.4359,0.04241059,0.03936430,-0.00531463,91.1693,130.8947,7.1537,958.6995,23.2269,18882.6256,134.0145,118.8042,85.0611,43.6453,43.9715,87.943,175.3309,259.8978,483.6866,43.9715,-42.9264,5.910595,11.0,2.073373,30,214,30,10,0.23589390,0.05077151,0.09538664,0.00900000,0.900000,0.928991,0.000000,-0.05838866,2026-03-23,2026-07-25,69,2848,1268,125,0.552000,1.396693,1.303115,0.786313,4,0.056451612903225805,0.12096774193548387,0.7661290322580645,D VIP 优质 · 加码留存，严禁误伤,119,1
125894801,manual_risk,5462872.9732,4984246.1879,103586.7411,11381,6871,-0.01896195,-0.00020255,-0.04318736,-0.02717342,-103586.7411,5462872.9732,OK,44858.2157,6215.2045,6.0000,94.0000,AG03-UNRESOLVED,97371.5366,4685191.4166,58728.5254,52513.3209,-38643.0112,0.01075048,0.00961277,-0.00707375,479.9994,725.4033,15.0759,5451.9337,35.3418,287519.6302,361.6316,467.3299,497.4136,87.2905,259.8978,523.743,1231.2021,1813.1583,2598.9778,218.2263,-85.3722,6.976429,10.0,1.846878,29,192,18,7,0.56358067,0.01896195,0.00020255,0.00900000,0.900000,0.912386,0.038310,0.04298481,2026-04-10,2026-08-06,19,2931,524,119,0.159664,0.939520,0.973605,1.878602,5,0.04838709677419355,0.3709677419354839,0.9274193548387096,D VIP 优质 · 加码留存，严禁误伤,120,1
146786885,manual_risk,391448.0670,348607.3631,70837.8269,309,308,-0.18096354,,-0.18096354,-0.18808800,-70837.8269,391448.0670,OK,2788.8589,4250.2696,6.0000,94.0000,AG03-UNRESOLVED,66587.5573,327690.9213,68048.9680,63798.6984,1461.4107,0.17383907,0.16298126,0.00373335,1266.8222,1131.8421,229.9929,17709.4567,1507.1878,97862.0168,77.0000,,1266.8222,851.3536,881.2125,1702.7073,1762.425,1762.425,2644.0217,851.3536,-844.5428,2.0,3.000436,1.43759,22,42,2,4,0E-8,0.18096354,,0.00800000,0.800000,0.890558,0.000000,,2026-03-23,2026-04-14,4,47,38,23,0.173913,,,0.000000,3,0.04032258064516129,0.008064516129032258,0.4596774193548387,D VIP 优质 · 加码留存，严禁误伤,121,1
152629484,manual_risk,13260938.2798,11616037.2650,178407.5861,3333,3059,-0.01345362,-0.00831520,-0.04737593,-0.02046129,-178407.5861,13260938.2798,OK,92928.2981,10704.4552,6.0000,94.0000,AG03-UNRESOLVED,167703.1309,10919075.0291,85479.2880,74774.8328,-82223.8430,0.00644595,0.00563873,-0.00620045,3978.6794,3797.3316,58.3222,22300.9483,197.3535,1657617.2850,382.3750,3934.5643,4296.7204,3327.2334,4990.8501,4990.8501,4990.8501,4990.8501,4990.8501,4990.8501,0.0,1.0,1.0,0.797195,29,160,29,6,0.86845060,0.01345362,0.00831520,0.00800000,0.800000,0.875959,0.990699,0.03906073,2026-07-06,2026-07-22,8,904,188,17,0.470588,0.915713,0.988912,2.894835,5,0.03225806451612903,0.4435483870967742,0.9838709677419355,D VIP 优质 · 加码留存，严禁误伤,122,1
146554769,manual_risk,7333412.5658,6605633.2799,112417.7334,21406,20476,-0.01532953,0.17506143,-0.01830415,-0.01532953,-112417.7334,7333412.5658,OK,0.0000,6745.0640,6.0000,94.0000,AG03-UNRESOLVED,105672.6694,6209295.2831,112417.7334,105672.6694,6745.0640,0.01532953,0.01440975,0.00091977,342.5868,322.6037,5.4902,10219.7939,62.6981,666673.8696,1861.4545,304.8999,343.2496,175.3309,262.9964,438.3273,876.6547,876.6547,1314.9821,262.9964,0.0,3.333333,5.0,1.302629,30,158,14,8,0.01538342,0.01532953,-0.17506143,0E-8,0.000000,0.900758,0.000000,0.19336558,2026-03-23,2026-07-12,11,1793,209,112,0.098214,0.888274,0.889993,0.051278,5,0.024193548387096774,0.4032258064516129,0.9516129032258065,D VIP 优质 · 加码留存，严禁误伤,123,1
151882655,manual_risk,4144020.8261,3672510.0069,146069.1872,935,901,-0.03524818,-0.06933512,-0.02813330,-0.04233793,-146069.1872,4144020.8261,OK,29380.0801,8764.1512,6.0000,94.0000,AG03-UNRESOLVED,137305.0359,3452159.4065,116689.1071,107924.9559,-20615.9288,0.02815843,0.02604354,-0.00497486,4432.1078,4076.0377,162.1190,24344.8645,570.5828,690670.1377,150.1667,3507.8663,4690.0357,4990.8501,5112.4746,5112.4746,5112.4746,5112.4746,5112.4746,4990.8501,0.0,1.0,1.0,0.86692,28,114,9,6,0.17268367,0.03524818,0.06933512,0.00800000,0.800000,0.886219,0.992513,-0.04120182,2026-06-22,2026-07-20,6,256,88,29,0.206897,0.747940,0.791467,0.575612,5,0.016129032258064516,0.1935483870967742,0.9193548387096774,D VIP 优质 · 加码留存，严禁误伤,124,1
146490625,manual_risk,10218947.5719,9200742.5630,250653.1473,30237,29033,-0.02452827,-0.02167259,-0.02641057,-0.02452827,-250653.1473,10218947.5719,OK,0.0000,15039.1888,6.0000,94.0000,AG03-UNRESOLVED,235613.9584,8648698.0092,250653.1473,235613.9584,15039.1888,0.02452827,0.02305658,0.00147170,337.9617,316.9064,8.6334,11393.3249,88.6640,464497.6169,1319.6818,309.2924,359.9541,87.2905,261.8715,436.4525,693.0607,872.905,1905.917,175.886,0.0,3.333333,7.278061,1.290563,29,175,31,8,0.39727889,0.02452827,0.02167259,0E-8,0.000000,0.900361,0.001058,0.00473798,2026-04-08,2026-07-29,22,2827,388,113,0.194690,0.859255,0.915170,1.324263,5,0.008064516129032258,0.28225806451612906,0.967741935483871,D VIP 优质 · 加码留存，严禁误伤,125,1
