table_id,n_rows,n_members,n_b06_null,n_b08_null,n_negative,lat_min,lat_avg,lat_max,lat_p01,lat_p50,lat_p99,lat_sd,verdict_latency,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_recent,roi_non_recent,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_recent,avg_stake_non_recent,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_recent,hold_rate,hold_rate_recent,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_recent,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_recent_vs_prior,ramp_recent_vs_all,stake_ramp,vip_tier,economic_value,risk_value,pr_stake,action_priority,audit_rn,batch_id
901,2037961,96096,0,0,0,0.0000,14.4814,35.0000,2.0,15.0,25.0,6.8458,✅ 该桌延迟可算（★ 只出分布，不判机器人）,232096310.8751,209197653.0402,3693730.9204,2022537,167554,-0.01591465,-0.01284649,-0.01685818,-0.01638251,-3693730.9204,232096310.8751,OK,108588.0984,153910.4203,4.0028,95.9972,AG03-UNRESOLVED,3539820.5001,200683087.3981,3585142.8221,3431232.4017,45322.3220,0.01544679,0.01478366,0.00019527,114.7550,1248.5387,22.0450,26961.5396,1117.2810,1694133.6560,1223.0219,118.8592,113.5493,5.1636,17.2265,54.5971,200.0,400.0,1663.5973,12.9089,-2.2009,23.220037,96.571976,6.661541,1,1,256789,16,0.23519693,0.01591465,0.01284649,0.00051907,0.042734,0.901340,0.084005,0.00401169,2026-03-23,2026-08-06,137,3306,137,137,1.000000,1.046763,1.035764,0.783990,3,0.6551724137931034,0.5862068965517241,0.41379310344827586,E 常规,11,1
908,1503238,77107,0,0,0,0.0000,14.3698,35.0000,2.0,15.0,25.0,6.9029,✅ 该桌延迟可算（★ 只出分布，不判机器人）,175285126.0974,158040755.0332,4027234.3256,1492790,164464,-0.02297533,-0.01006491,-0.02714113,-0.02346600,-4027234.3256,175285126.0974,OK,86006.9595,155457.8013,4.0024,95.9976,AG03-UNRESOLVED,3871776.5243,151622814.3123,3941227.3661,3785769.5648,69450.8418,0.02248467,0.02159778,0.00039622,117.4212,960.9444,24.4870,29395.8710,1229.6899,1279453.4752,1200.4672,122.4768,115.8778,5.1636,17.5716,56.5132,204.033,406.5522,1661.4106,12.9089,-2.1082,23.136862,94.55078,6.682431,1,1,208811,16,0.24395281,0.02297533,0.01006491,0.00054421,0.044214,0.901621,0.083231,0.01707622,2026-03-23,2026-08-06,137,3275,137,137,1.000000,1.056948,1.043056,0.813176,2,0.6206896551724138,0.034482758620689655,0.2413793103448276,E 常规,12,1
905,1655384,83974,0,0,0,0.0000,14.4693,35.0000,2.0,15.0,25.0,6.8852,✅ 该桌延迟可算（★ 只出分布，不判机器人）,193407101.5601,174696148.2325,4831424.6292,1642994,164479,-0.02498060,-0.01757209,-0.02728642,-0.02544924,-4831424.6292,193407101.5601,OK,90640.0386,191322.6964,3.9976,96.0024,AG03-UNRESOLVED,4640101.9328,167614517.2632,4740784.5906,4549461.8942,100682.6578,0.02451195,0.02352272,0.00052057,117.7163,1062.1183,29.3741,35265.8732,1482.0321,1411730.6683,1200.5766,121.2393,116.6612,5.1636,17.277,56.791,202.2432,408.2156,1663.6167,12.9089,-2.1082,23.627652,96.29067,6.813455,1,1,225151,16,0.23736320,0.02498060,0.01757209,0.00051884,0.042448,0.903256,0.082793,0.00971433,2026-03-23,2026-08-06,137,3260,137,137,1.000000,1.039243,1.029928,0.791211,2,0.5862068965517241,0.0,0.3103448275862069,E 常规,13,1
8,4786315,143344,0,0,1,-1.0000,8.3036,14.0000,0.0,9.0,13.0,3.2904,★ 该桌有时序倒挂（bet08 < bet06）—— 须查 ETL，禁直接用,515341084.0848,464890178.4430,5794175.3469,4752228,291841,-0.01124338,-0.00827405,-0.01212481,-0.01198314,-5794175.3469,515341084.0848,OK,381226.5692,217442.6365,4.0107,95.9893,AG03-UNRESOLVED,5576732.7104,445681891.3851,5412948.7776,5195506.1411,-163783.9327,0.01050362,0.01008168,-0.00031782,108.4420,1592.9571,19.8539,41684.7147,969.7365,3707489.8136,2099.5755,116.9540,106.1487,5.1431,15.4907,52.3519,183.2325,344.8211,1500.0,12.8578,-2.1082,22.259926,96.832497,7.000473,1,71,391600,16,0.22889700,0.01124338,0.00827405,0.00082004,0.042436,0.902102,0.074786,0.00385076,2026-03-21,2026-08-06,139,5975,139,139,1.000000,1.101794,1.078494,0.762990,4,0.5517241379310345,0.9310344827586207,0.6551724137931034,E 常规,14,1
33,3860407,136723,0,0,0,0.0000,14.189,26.0000,1.0,14.0,25.0,6.884,✅ 该桌延迟可算（★ 只出分布，不判机器人）,417953875.3293,376343686.1530,5724118.6304,3831648,210796,-0.01369557,-0.01082147,-0.01449149,-0.01438807,-5724118.6304,417953875.3293,OK,289432.5692,238779.1557,4.0164,95.9836,AG03-UNRESOLVED,5485339.4747,360779268.7114,5434686.0612,5195906.9055,-50653.4134,0.01300308,0.01243177,-0.00012119,109.0794,1785.3455,27.1548,41180.7096,1283.1470,3006862.4124,1516.5180,112.2826,108.2244,5.1431,15.68,52.3519,183.0492,365.2083,1432.4255,12.8578,-2.2009,23.291334,91.353629,6.956591,1,134,360580,16,0.21686905,0.01369557,0.01082147,0.00076906,0.042741,0.900443,0.077833,0.00367001,2026-03-21,2026-08-06,139,4461,139,139,1.000000,1.037498,1.029366,0.722897,3,0.5172413793103449,0.7586206896551724,0.5172413793103449,E 常规,15,1
32,4168755,142633,0,0,0,0.0000,14.2021,25.0000,1.0,14.0,25.0,6.8633,✅ 该桌延迟可算（★ 只出分布，不判机器人）,443887021.6957,399432496.7156,7121206.2642,4136945,209323,-0.01604284,-0.00880519,-0.01811026,-0.01675627,-7121206.2642,443887021.6957,OK,316683.0026,298166.6371,4.0179,95.9821,AG03-UNRESOLVED,6823039.6271,382852140.3287,6804523.2617,6506356.6246,-18516.3655,0.01532940,0.01465769,-0.00004171,107.2983,1908.2112,34.0202,51231.6997,1610.4039,3193431.8108,1505.9209,113.5829,105.6288,5.1431,15.5295,52.3519,180.7244,359.5414,1406.1295,12.8443,-2.2351,23.152178,90.545782,6.909325,1,131,375268,16,0.22218232,0.01604284,0.00880519,0.00079283,0.042623,0.899852,0.077577,0.00930507,2026-03-21,2026-08-06,139,4422,139,139,1.000000,1.075303,1.058572,0.740608,3,0.4827586206896552,0.5517241379310345,0.5517241379310345,E 常规,16,1
36,3402142,125898,0,0,0,0.0000,14.2531,25.0000,0.0,15.0,25.0,6.857,✅ 该桌延迟可算（★ 只出分布，不判机器人）,371901806.1481,334508262.8689,7561974.0199,3376758,208488,-0.02033325,-0.02965935,-0.01750515,-0.02107740,-7561974.0199,371901806.1481,OK,276749.7043,310033.6542,4.0189,95.9811,AG03-UNRESOLVED,7251940.3657,320616052.4626,7285224.3156,6975190.6614,33283.9499,0.01958911,0.01875546,0.00008950,110.1358,1604.4485,36.2705,54402.6908,1712.4035,2675552.5622,1499.9137,117.2610,108.1431,5.1431,15.5674,52.3519,180.7244,363.5305,1500.0,12.8578,-2.2009,23.351988,96.354997,7.074754,1,134,336209,16,0.23268542,0.02033325,0.02965935,0.00082733,0.044278,0.899453,0.079456,-0.01215421,2026-03-21,2026-08-06,139,4416,139,139,1.000000,1.084313,1.064695,0.775618,3,0.4482758620689655,0.13793103448275862,0.4482758620689655,E 常规,17,1
31,4522103,151468,0,0,0,0.0000,14.1685,26.0000,1.0,14.0,25.0,6.8454,✅ 该桌延迟可算（★ 只出分布，不判机器人）,480185212.9279,432518939.7149,8637385.1826,4488479,211380,-0.01798761,-0.01340867,-0.01928288,-0.01871704,-8637385.1826,480185212.9279,OK,350259.1859,351105.6327,4.0201,95.9799,AG03-UNRESOLVED,8286279.5499,414573837.6809,8287125.9967,7936020.3640,846.4468,0.01725819,0.01652700,0.00000176,106.9817,2046.1678,40.8619,62139.4617,1943.1688,3454569.8772,1520.7194,112.3322,105.5595,5.137,14.7598,52.0726,176.0954,349.5273,1433.5951,12.6037,-2.2009,23.681031,97.128355,7.248182,1,136,396553,16,0.22050078,0.01798761,0.01340867,0.00080981,0.043309,0.900734,0.075624,0.00587421,2026-03-21,2026-08-06,139,4445,139,139,1.000000,1.064161,1.050013,0.735003,3,0.41379310344827586,0.3448275862068966,0.5862068965517241,E 常规,18,1
35,3570325,130810,0,0,0,0.0000,14.2104,25.0000,1.0,14.0,25.0,6.8489,✅ 该桌延迟可算（★ 只出分布，不判机器人）,397938707.7708,358182945.4306,8755266.3489,3543386,212415,-0.02200154,-0.02347859,-0.02156617,-0.02272988,-8755266.3489,397938707.7708,OK,289833.4645,358064.6504,4.0179,95.9821,AG03-UNRESOLVED,8397201.6985,343331290.6148,8465432.8844,8107368.2340,68231.1859,0.02127321,0.02037341,0.00017146,112.3046,1686.2413,41.2177,62987.5277,1951.2517,2862868.4012,1528.1655,117.9995,110.7295,5.1431,15.4907,52.3519,187.761,385.733,1502.2461,12.857,-2.2009,24.900995,96.977494,7.249826,1,135,346605,16,0.22765460,0.02200154,0.02347859,0.00080918,0.043711,0.900096,0.078755,-0.00191242,2026-03-21,2026-08-06,139,4487,139,139,1.000000,1.065656,1.050709,0.758849,3,0.3793103448275862,0.06896551724137931,0.4827586206896552,E 常规,19,1
5,6360122,165875,0,0,0,0.0000,8.2666,14.0000,1.0,9.0,13.0,3.2906,✅ 该桌延迟可算（★ 只出分布，不判机器人）,651669481.5484,588579586.6358,9603534.0139,6311176,291479,-0.01473682,-0.01074142,-0.01585641,-0.01547187,-9603534.0139,651669481.5484,OK,479010.9849,397247.4226,4.0128,95.9872,AG03-UNRESOLVED,9206286.5913,564256855.2549,9124523.0291,8727275.6064,-81763.5622,0.01400177,0.01339218,-0.00012547,103.2564,2019.2864,32.9476,69090.1728,1614.3106,4688269.6514,2096.9712,107.7554,102.0623,5.1092,14.2108,51.8914,172.2653,330.708,1391.9135,12.6037,-2.1082,23.271625,97.947696,7.266062,1,88,447080,16,0.21888529,0.01473682,0.01074142,0.00081384,0.041369,0.903187,0.078001,0.00511499,2026-03-21,2026-08-06,139,5949,139,139,1.000000,1.055780,1.043571,0.729618,4,0.3448275862068966,0.6551724137931034,0.7586206896551724,E 常规,20,1
37,3677603,103123,0,0,0,0.0000,14.791,26.0000,1.0,15.0,25.0,6.7376,✅ 该桌延迟可算（★ 只出分布，不判机器人）,495557867.1085,447606377.7143,9549332.2996,3655271,131656,-0.01926986,-0.01806232,-0.01957400,-0.01975596,-9549332.2996,495557867.1085,OK,240889.6053,405917.9940,4.0254,95.9746,AG03-UNRESOLVED,9143414.3055,429057351.8336,9308442.6943,8902524.7003,165028.3887,0.01878377,0.01796465,0.00033302,135.5735,3399.8175,72.5325,68700.2324,3463.6679,3565164.5116,947.1655,129.2757,137.2576,5.1891,20.2037,70.4297,220.5022,500.0,1999.8494,14.7577,-2.6176,24.747999,98.984542,6.710346,1,123,287365,16,0.20119003,0.01926986,0.01806232,0.00053817,0.041850,0.903237,0.159109,0.00151167,2026-03-21,2026-08-06,139,2757,139,139,1.000000,0.941847,0.953547,0.670633,4,0.3103448275862069,0.20689655172413793,0.6206896551724138,E 常规,21,1
7,5386493,150205,0,0,0,0.0000,8.2453,14.0000,0.9788,9.0,13.0,3.3067,✅ 该桌延迟可算（★ 只出分布，不判机器人）,565170496.5655,511101211.4238,9737592.0470,5348158,291627,-0.01722948,-0.01312760,-0.01842373,-0.01794746,-9737592.0470,565170496.5655,OK,405782.0566,391758.1093,4.0123,95.9877,AG03-UNRESOLVED,9345833.9377,489987896.6653,9331809.9904,8940051.8811,-14023.9473,0.01651150,0.01581833,-0.00002481,105.6757,1752.5854,33.3906,70054.6190,1636.5701,4065974.7954,2098.0360,110.8219,104.2661,5.1431,15.0,52.1142,175.8973,339.6649,1470.5839,12.8578,-2.1082,22.644383,98.039155,7.045065,1,103,410314,16,0.22549523,0.01722948,0.01312760,0.00079394,0.041500,0.904331,0.079190,0.00529613,2026-03-21,2026-08-06,139,5950,139,139,1.000000,1.062875,1.048697,0.751651,4,0.27586206896551724,0.4827586206896552,0.6896551724137931,E 常规,22,1
3,6880912,175261,0,0,0,0.0000,8.2981,14.0000,1.0,9.0,13.0,3.2793,✅ 该桌延迟可算（★ 只出分布，不判机器人）,711853669.5287,643208042.2673,10169233.2374,6829952,289543,-0.01428557,-0.01980045,-0.01278560,-0.01501711,-10169233.2374,711853669.5287,OK,520753.4073,414544.6725,4.0108,95.9892,AG03-UNRESOLVED,9754688.5650,616619453.2268,9648479.8301,9233935.1577,-106208.7348,0.01355402,0.01297168,-0.00014920,104.2253,2221.4595,35.1217,73159.9513,1720.9736,5121249.4211,2083.0432,107.4956,103.3699,5.137,14.3821,51.8914,170.7752,330.8519,1412.9268,12.6494,-2.1082,23.004482,98.242281,7.246893,1,96,467687,16,0.21382714,0.01428557,0.01980045,0.00080962,0.041530,0.903568,0.079200,-0.00701485,2026-03-21,2026-08-06,139,5909,139,139,1.000000,1.039911,1.031377,0.712757,4,0.2413793103448276,0.7241379310344828,0.7931034482758621,E 常规,23,1
6,5677413,156715,0,0,0,0.0000,8.2726,14.0000,1.0,9.0,13.0,3.2925,✅ 该桌延迟可算（★ 只出分布，不判机器人）,602999377.1769,545059100.1783,10484272.7709,5637052,283608,-0.01738687,-0.01526545,-0.01797812,-0.01813698,-10484272.7709,602999377.1769,OK,452314.5490,428839.3444,4.0166,95.9834,AG03-UNRESOLVED,10055433.4264,522467107.9290,10031958.2218,9603118.8774,-23475.2046,0.01663676,0.01592559,-0.00003893,106.9707,1921.8749,36.9675,75426.4228,1812.0070,4338125.0157,2040.3453,110.8582,105.9353,5.1431,14.7043,51.8915,175.8579,339.1992,1500.0,12.8426,-2.1082,23.067965,102.010712,7.274771,1,101,424533,16,0.21795818,0.01738687,0.01526545,0.00082984,0.042571,0.903913,0.078906,0.00271267,2026-03-21,2026-08-06,139,5786,139,139,1.000000,1.046471,1.036342,0.726527,4,0.20689655172413793,0.4482758620689655,0.7241379310344828,E 常规,24,1
113,9882943,266553,0,0,1,-1.0000,14.4305,26.0000,1.0,15.0,25.0,6.7869,★ 该桌有时序倒挂（bet08 < bet06）—— 须查 ETL，禁直接用,1040437092.6937,935095050.3948,13550653.4365,9812299,218431,-0.01302400,-0.01334791,-0.01293168,-0.01351824,-13550653.4365,1040437092.6937,OK,514228.7180,571020.7627,3.9796,96.0204,AG03-UNRESOLVED,12979632.6738,897433395.4061,13036424.7185,12465403.9558,56792.0448,0.01252976,0.01198093,0.00005458,106.0340,4280.9631,62.0363,97486.7154,3028.0790,7485158.9402,1571.4460,115.2263,103.6767,5.1431,15.5172,51.9138,172.4769,336.6709,1429.8231,12.8578,-2.5716,21.696607,92.144309,6.833312,1,51,594220,16,0.22179457,0.01302400,0.01334791,0.00054992,0.036947,0.898752,0.065601,-0.00041623,2026-03-21,2026-08-06,139,4475,139,139,1.000000,1.111400,1.086692,0.739315,5,0.1724137931034483,0.8620689655172413,0.9655172413793104,D VIP 优质 · 加码留存，严禁误伤,25,1
1,8497872,207217,0,0,0,0.0000,8.2897,25.0000,1.0,9.0,13.0,3.2756,✅ 该桌延迟可算（★ 只出分布，不判机器人）,828657931.0844,748350110.4830,15745613.4871,8432959,288634,-0.01900134,-0.02108416,-0.01842440,-0.01967236,-15745613.4871,828657931.0844,OK,556041.4035,648800.2137,3.9970,96.0030,AG03-UNRESOLVED,15096813.2734,717720149.0137,15189572.0836,14540771.8700,92758.8102,0.01833033,0.01754738,0.00011194,98.2642,2592.7303,54.5522,113277.7949,2685.5899,5961567.8495,2076.5036,102.0884,97.2550,4.3739,13.088,51.1209,157.347,306.5887,1308.99,11.0067,-2.1006,23.425213,100.014689,7.507974,1,94,524153,23,0.21691600,0.01900134,0.02108416,0.00074302,0.036664,0.903087,0.078040,-0.00265976,2026-03-21,2026-08-06,139,5863,139,139,1.000000,1.049698,1.038917,0.723053,5,0.13793103448275862,0.27586206896551724,0.8620689655172413,D VIP 优质 · 加码留存，严禁误伤,26,1
