uid,n_orders_all,n_orders_late,late_def,late_share,shoe_pos_p50,stake_late_avg,stake_early_avg,stake_ramp,roi_late,roi_early,stake_late,game_pnl_late,stake_all,game_pnl_all,stake,valid_bet,profit,n_bets,n_rounds,roi,roi_late_xagg,roi_non_late,roi_ex_rebate,roi_numerator,roi_denominator,roi_denominator_status,rebate_cost,cost_complement_b,pct_complement,pct_top_bet23,agent_formula_version,agent_level_scope,agent_cost_lv1,agent_cost_lv2,agent_cost_lv3,agent_cost_lv4,agent_cost_lv5,agent_pct_lv1,agent_pct_lv2,agent_pct_lv3,agent_pct_lv4,agent_pct_lv5,retain_pct_lv1,retain_pct_lv2,retain_pct_lv3,retain_pct_lv4,retain_pct_lv5,chain_depth_avg,agent_cost_chain_additive,agent_cost_chain_nested,residual_chain_additive,residual_chain_nested,decision_status,admit_to_risk_decision,deliverable_class,agent_cost_a_legacy,agent_cost_valid_base_legacy,ngr,residual_b,residual_a,ngr_rate,residual_b_rate,agent_cost_bet23_formal_canonical,net_margin_bet23_formal_canonical,net_margin_bet23_formal_rate_canonical,agent_cost_lv1_bet23_canonical,agent_cost_lv2_bet24_canonical,agent_cost_lv3_bet25_canonical,agent_cost_lv4_bet26_canonical,agent_cost_lv5_bet27_canonical,net_margin_lv1_bet23_canonical,net_margin_lv1_bet23_rate_canonical,agent_cost_chain_additive_canonical,agent_cost_chain_nested_canonical,net_margin_chain_additive_canonical,net_margin_chain_nested_canonical,net_margin_chain_additive_rate_canonical,net_margin_chain_nested_rate_canonical,residual_a_rate,avg_stake_per_bet,avg_valid_bet_per_round,avg_profit_per_round,avg_profit_per_day,avg_profit_per_shoe,avg_stake_per_active_day,avg_rounds_per_active_day,avg_stake_late,avg_stake_non_late,p25_stake,p50_stake,p75_stake,p90_stake,p95_stake,p99_stake,p50_valid_bet,p50_profit,p95_over_p50,p99_over_p50,avg_over_p50,common_table_count,common_dealer_count,common_ip_count,common_product_count,share_late,hold_rate,hold_rate_late,rebate_rate_actual,rebate_pct_config,turnover_multiple,free_comm_rate,roi_delta_late,first_seen,last_seen,active_days,active_shoes,active_sessions,span_days,persistence,ramp_late,ramp_recent,stake_ramp_xagg,vip_tier,economic_value,roi_pr_global,risk_value,pr_stake,pr_global,pr_qualified,pr_qualified_population,pr_global_population_n,pr_qualified_population_n,pr_calculation_method,pr_calculation_version,evidence_flag,evidence_rate,hold_ci_halfwidth_approx,action_priority,audit_rn,batch_id,run_id,snapshot_sync_time
102147182,149,66,shoe_pos>=0.80,0.4429530,0.9019607901573181,8.016880592855,7.241355940814,1.107096607097,-0.149757281554,-0.233760683761,529.1141191284,-79.2386921125,1130.1466622160,-219.7364703475,,,,,,,,,,,,NULL_DENOM,,,,,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,,,,,,,,,,,,,,,,,,,,,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,n_rounds>=30,16897,12012,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,,,Z 证据不足 · 不动作,11,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
102287453,122,22,shoe_pos>=0.80,0.1803279,0.9130434989929199,14.307859588273,15.415387101971,0.928154414393,-0.018934531451,0.038623853211,314.7729109420,-5.9600775820,1856.3116211391,53.5800872802,,,,,,,,,,,,NULL_DENOM,,,,,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,,,,,,,,,,,,,,,,,,,,,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,n_rounds>=30,16897,12012,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,,,Z 证据不足 · 不动作,12,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
102666478,103,30,shoe_pos>=0.80,0.2912621,0.8936169743537903,14.554919134587,8.901840147590,1.635046113306,0.408823529411,0.295256916996,436.6475740376,178.5118023270,1086.4819048117,370.3798833892,,,,,,,,,,,,NULL_DENOM,,,,,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,,,,,,,,,,,,,,,,,,,,,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,n_rounds>=30,16897,12012,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,,,Z 证据不足 · 不动作,13,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
102709393,451,126,shoe_pos>=0.80,0.2793792,0.896896243095398,6.999122584231,6.337108826207,1.104466212618,-0.154100801832,0.050274671375,881.8894456131,-135.8998706963,2941.4498141305,-32.3561499914,,,,,,,,,,,,NULL_DENOM,,,,,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,,,,,,,,,,,,,,,,,,,,,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,n_rounds>=30,16897,12012,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,,,Z 证据不足 · 不动作,14,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
103001148,870,124,shoe_pos>=0.80,0.1425287,0.8958333134651184,33.759403043940,29.748638773054,1.134821774585,0.128482022334,0.010809934955,4186.1659774486,537.8470706082,26378.6505021472,777.7463848111,,,,,,,,,,,,NULL_DENOM,,,,,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,,,,,,,,,,,,,,,,,,,,,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,n_rounds>=30,16897,12012,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,,,Z 证据不足 · 不动作,15,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
103288730,548,112,shoe_pos>=0.80,0.2043796,0.9065359830856323,55.812458032290,77.155602768057,0.723375309504,0.088961252414,-0.003463770329,6250.9952996165,556.0963706876,39890.8381064894,439.5756812962,,,,,,,,,,,,NULL_DENOM,,,,,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,,,,,,,,,,,,,,,,,,,,,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,n_rounds>=30,16897,12012,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,,,Z 证据不足 · 不动作,16,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
103291681,196,22,shoe_pos>=0.80,0.1122449,0.9074468016624451,14.234391759827,18.378357289739,0.774519263905,0.348387096774,0.008750315896,313.1566187162,109.0997252302,3510.9907871307,137.0817843869,,,,,,,,,,,,NULL_DENOM,,,,,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,,,,,,,,,,,,,,,,,,,,,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,n_rounds>=30,16897,12012,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,,,Z 证据不足 · 不动作,17,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
103727117,365,119,shoe_pos>=0.80,0.3260274,0.918367326259613,69.077251851818,61.581443691762,1.121721864748,-0.002682875707,-0.067210690930,8220.1929703664,-22.0537560311,23369.2281185398,-1040.2308752584,,,,,,,,,,,,NULL_DENOM,,,,,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,,,,,,,,,,,,,,,,,,,,,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,n_rounds>=30,16897,12012,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,,,Z 证据不足 · 不动作,18,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
104377643,195,54,shoe_pos>=0.80,0.2769231,0.9078054428100586,77.887843408100,79.376226078875,0.981249011898,0.217288549618,-0.076148620737,4205.9435440374,913.9033724601,15397.9914211588,61.6443633929,,,,,,,,,,,,NULL_DENOM,,,,,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,,,,,,,,,,,,,,,,,,,,,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,n_rounds>=30,16897,12012,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,,,Z 证据不足 · 不动作,19,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
104827579,383,136,shoe_pos>=0.80,0.3550914,0.9166666865348816,40.856388274879,29.534804472045,1.383330243935,-0.034470484907,0.007772339976,5556.4688053836,-191.5341740942,12851.5655099787,-134.8342023486,,,,,,,,,,,,NULL_DENOM,,,,,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,,,,,,,,,,,,,,,,,,,,,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,n_rounds>=30,16897,12012,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,,,Z 证据不足 · 不动作,20,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
104947695,235,88,shoe_pos>=0.80,0.3744681,0.9157801866531372,19.420761273628,20.092326570187,0.966576031192,-0.020487055208,-0.088586770641,1709.0269920793,-35.0129303381,4662.5989978968,-296.6603361893,,,,,,,,,,,,NULL_DENOM,,,,,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,,,,,,,,,,,,,,,,,,,,,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,n_rounds>=30,16897,12012,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,,,Z 证据不足 · 不动作,21,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
105212508,204,45,shoe_pos>=0.80,0.2205882,0.8958333134651184,5.526920861587,5.556378822094,0.994698352749,0.106551204819,0.126026227848,248.7114387714,26.5005034533,1132.1756714844,137.8401681409,,,,,,,,,,,,NULL_DENOM,,,,,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,,,,,,,,,,,,,,,,,,,,,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,n_rounds>=30,16897,12012,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,,,Z 证据不足 · 不动作,22,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
105442565,539,319,shoe_pos>=0.80,0.5918367,0.9130434989929199,9.051743138211,11.077111832707,0.817157330802,0.075426812205,-0.106205438566,2887.5060610893,217.7953774106,5324.4706642849,-41.0235170413,,,,,,,,,,,,NULL_DENOM,,,,,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,,,,,,,,,,,,,,,,,,,,,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,n_rounds>=30,16897,12012,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,,,Z 证据不足 · 不动作,23,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
105574326,216,61,shoe_pos>=0.80,0.2824074,0.8775510191917419,17.920656461954,25.981773485141,0.689739538843,-0.211654135339,-0.026851202245,1093.1600441792,-231.3718439375,5120.3349343760,-339.5063313913,,,,,,,,,,,,NULL_DENOM,,,,,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,,,,,,,,,,,,,,,,,,,,,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,n_rounds>=30,16897,12012,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,,,Z 证据不足 · 不动作,24,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
105604268,117,23,shoe_pos>=0.80,0.1965812,0.9019607901573181,20.067920474326,18.348488483509,1.093709734857,0.261268781302,0.092829486225,461.5621709095,120.5917858886,2186.3200883593,280.7001772275,,,,,,,,,,,,NULL_DENOM,,,,,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,,,,,,,,,,,,,,,,,,,,,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,n_rounds>=30,16897,12012,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,,,Z 证据不足 · 不动作,25,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
106078281,106,16,shoe_pos>=0.80,0.1509434,0.8831818103790283,37.124212057531,41.911355350819,0.885779325120,0.115646258503,-0.052222817354,593.9873929205,68.6924195895,4366.0093744942,-128.2931954099,,,,,,,,,,,,NULL_DENOM,,,,,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,,,,,,,,,,,,,,,,,,,,,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,n_rounds>=30,16897,12012,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,,,Z 证据不足 · 不动作,26,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
106101607,1713,110,shoe_pos>=0.80,0.0642148,0.8999999761581421,99.659109276042,81.464329499367,1.223346584800,0.102340582381,0.053688607654,10962.5020203646,1121.9088411188,141549.8222078496,8132.9602392152,,,,,,,,,,,,NULL_DENOM,,,,,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,,,,,,,,,,,,,,,,,,,,,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,n_rounds>=30,16897,12012,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,,,Z 证据不足 · 不动作,27,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
106118876,180,54,shoe_pos>=0.80,0.3000000,0.8888888955116272,11.843708707565,12.673379868318,0.934534341322,-0.338353413655,-0.065546083321,639.5602702085,-216.3974006631,2236.4061336166,-321.0643926761,,,,,,,,,,,,NULL_DENOM,,,,,AG03-UNRESOLVED,ALL5_LEVELS_bet23_to_bet27,,,,,,,,,,,,,,,,,,,,,PENDING_AG03,FALSE,NOT_FOR_ENFORCEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,n_rounds>=30,16897,12012,PERCENT_RANK_OVER_ORDER_BY_e_stake,HF9f,THIN_ROUNDS,,,Z 证据不足 · 不动作,28,1,A168_HF9F_20260827_0900,2026-08-27 09:00:00
