bet05,ip_count,bets,bets_per_ip
148818837,1,4,4.0
148819053,2,12,6.0
148819397,1,4,4.0
145598070,1,2,2.0
148394939,1,5,5.0
148450466,1,4,4.0
148826194,1,4,4.0
132909906,1,2,2.0
148872733,1,15,15.0
148872900,1,4,4.0
148872979,1,8,8.0
104368400,2,4,2.0
148773774,2,21,10.5
148286749,3,55,18.333333333333332
148877812,1,1,1.0
148759259,1,8,8.0
148832160,2,4,2.0
148716302,1,2,2.0
148716915,1,21,21.0
148783463,1,3,3.0
121517233,1,8,8.0
148791324,1,1,1.0
138647283,2,7,3.5
148845079,1,1,1.0
148627583,1,5,5.0
148849422,1,22,22.0
148483463,1,3,3.0
140712279,2,142,71.0
147987350,1,2,2.0
148802069,1,4,4.0
135196510,1,3,3.0
148376698,8,178,22.25
148719113,4,25,6.25
148720806,2,11,5.5
147545953,3,5,1.6666666666666667
148867128,1,6,6.0
125832596,1,22,22.0
148867536,1,17,17.0
148383589,1,8,8.0
137824746,1,12,12.0
148384002,1,8,8.0
112120352,1,10,10.0
147278358,1,4,4.0
67074157,3,18,6.0
140255304,1,13,13.0
149092827,2,22,11.0
133652003,2,15,7.5
149093221,1,20,20.0
149093362,1,24,24.0
148577518,1,8,8.0
144322644,10,91,9.1
83021152,1,34,34.0
147421435,3,17,5.666666666666667
149012724,4,31,7.75
149100909,1,1,1.0
148818847,4,5,1.25
148876705,1,8,8.0
148875454,1,4,4.0
148875223,1,36,36.0
148876643,1,3,3.0
148877330,1,9,9.0
148668440,2,20,10.0
148668447,1,4,4.0
148668502,1,4,4.0
148668587,1,8,8.0
106265323,1,27,27.0
148669080,1,4,4.0
141294505,1,28,28.0
66306506,9,269,29.88888888888889
115510518,1,7,7.0
148675302,1,41,41.0
147443623,6,23,3.8333333333333335
148675500,1,9,9.0
146633064,1,24,24.0
148675909,1,6,6.0
148945819,1,2,2.0
149080003,1,4,4.0
149132264,1,4,4.0
149132261,1,5,5.0
149131580,1,4,4.0
149090202,1,1,1.0
149090326,1,3,3.0
149090342,1,1,1.0
149089570,1,15,15.0
149090356,2,4,2.0
149090490,1,2,2.0
149090974,2,6,3.0
119153305,1,3,3.0
111929701,2,35,17.5
138046787,7,43,6.142857142857143
149094645,1,2,2.0
145921009,1,5,5.0
149095279,1,3,3.0
146553372,6,22,3.6666666666666665
65307433,1,2,2.0
149098118,1,8,8.0
148671653,2,9,4.5
113505667,1,2,2.0
143607841,1,3,3.0
148769065,1,8,8.0
148769406,1,3,3.0
148947398,1,7,7.0
148589360,5,64,12.8
99002039,2,2,1.0
148390291,2,20,10.0
142131206,15,71,4.733333333333333
148592876,2,80,40.0
59132429,1,1,1.0
149000582,1,3,3.0
131954445,9,22,2.4444444444444446
148909183,1,5,5.0
113386768,2,16,8.0
149102160,1,2,2.0
148656587,1,26,26.0
149015242,1,2,2.0
149111682,1,8,8.0
149111700,1,8,8.0
149113091,1,6,6.0
149113321,1,1,1.0
148918793,1,4,4.0
148922646,1,1,1.0
148923019,1,5,5.0
148569003,1,6,6.0
148923181,1,2,2.0
149023240,3,91,30.333333333333332
149023396,1,8,8.0
149023398,1,8,8.0
82092123,1,13,13.0
149109042,2,15,7.5
136413855,1,2,2.0
148416609,1,8,8.0
148416885,1,4,4.0
148417631,1,1,1.0
104913905,2,2,1.0
147627726,1,4,4.0
147584880,2,3,1.5
147798440,1,1,1.0
92454816,1,3,3.0
147807495,1,4,4.0
113107181,1,1,1.0
147879161,1,2,2.0
133303163,1,2,2.0
145429222,2,4,2.0
147800183,1,6,6.0
145665403,1,2,2.0
147803413,1,8,8.0
132843439,1,3,3.0
147426778,1,2,2.0
147269975,1,4,4.0
147488586,1,2,2.0
148004047,1,1,1.0
148190138,1,8,8.0
147468751,2,5,2.5
147767129,1,2,2.0
140367215,2,5,2.5
144092905,1,2,2.0
119529542,3,5,1.6666666666666667
148237453,1,2,2.0
142290877,2,4,2.0
147729059,1,1,1.0
106980864,2,16,8.0
147525411,2,8,4.0
147468584,1,5,5.0
147853961,1,3,3.0
147854649,1,4,4.0
147854667,1,6,6.0
134305228,1,2,2.0
147719168,1,2,2.0
135264969,3,16,5.333333333333333
130091292,5,9,1.8
147954693,3,8,2.6666666666666665
147779691,1,1,1.0
147779835,1,4,4.0
129544174,45,177,3.933333333333333
147660695,1,8,8.0
147660685,1,1,1.0
146545812,1,4,4.0
147960792,1,1,1.0
148280371,1,8,8.0
148281159,1,4,4.0
147722524,1,3,3.0
147903323,1,1,1.0
148243849,1,1,1.0
148247076,1,2,2.0
148165018,1,2,2.0
148173969,1,2,2.0
127517128,1,2,2.0
132089749,1,2,2.0
148098388,1,2,2.0
148106433,1,4,4.0
148144971,1,3,3.0
145428919,1,21,21.0
148145193,1,4,4.0
148145699,1,2,2.0
139692238,1,5,5.0
100490672,1,7,7.0
147444435,1,1,1.0
148256741,1,4,4.0
148121137,1,3,3.0
147693231,1,4,4.0
128075048,1,5,5.0
147693545,1,4,4.0
146585782,1,1,1.0
119456783,1,2,2.0
147793179,1,2,2.0
147840027,1,4,4.0
111181966,2,3,1.5
147884738,1,2,2.0
141927148,1,3,3.0
148290431,1,8,8.0
148294874,1,1,1.0
148297743,1,6,6.0
147553860,1,8,8.0
148000847,1,4,4.0
129106610,2,7,3.5
148153932,1,2,2.0
148154301,1,8,8.0
148154597,2,2,1.0
148159797,6,61,10.166666666666666
148178813,1,2,2.0
148179054,1,4,4.0
148128883,1,4,4.0
148132559,1,2,2.0
100956998,3,5,1.6666666666666667
128016132,6,67,11.166666666666666
146148392,3,14,4.666666666666667
148071754,1,1,1.0
148071824,1,4,4.0
100280143,8,456,57.0
148038842,1,1,1.0
148060122,1,3,3.0
148265381,2,10,5.0
128793870,6,7,1.1666666666666667
139453507,1,1,1.0
148403650,1,4,4.0
145842178,1,5,5.0
148404343,1,6,6.0
147896249,1,5,5.0
140693025,3,6,2.0
108275309,3,8,2.6666666666666665
142231177,1,2,2.0
146166919,5,7,1.4
127694998,1,3,3.0
148382105,5,8,1.6
148453911,1,2,2.0
144643539,2,2,1.0
148462575,1,8,8.0
93032383,1,13,13.0
146191494,1,6,6.0
148462675,9,11,1.2222222222222223
148462775,1,2,2.0
148462664,1,4,4.0
148463194,1,1,1.0
148464260,2,4,2.0
148572772,1,10,10.0
148572630,1,6,6.0
147862542,1,4,4.0
45586555,3,96,32.0
148367359,1,1,1.0
148077589,1,5,5.0
150159583,14,682,48.714285714285715
150158820,1,86,86.0
149316373,3,59,19.666666666666668
150101980,3,57,19.0
150160031,1,14,14.0
119921026,1,149,149.0
150160007,1,22,22.0
67678256,10,283,28.3
150160328,1,28,28.0
150114427,7,251,35.857142857142854
150085540,8,680,85.0
150086910,1,237,237.0
150087381,1,4,4.0
150087256,1,11,11.0
150087261,1,4,4.0
148126386,46,469,10.195652173913043
39600012,1,11,11.0
149984841,5,44,8.8
149984716,1,6,6.0
67901656,2,11,5.5
149985212,1,12,12.0
145959028,1,8,8.0
111076283,4,283,70.75
136228736,2,145,72.5
135467212,3,19,6.333333333333333
123930006,4,54,13.5
149562637,1,8,8.0
139604667,8,37,4.625
149663033,1,4,4.0
116031337,1,3,3.0
147090386,4,42,10.5
149662354,10,100,10.0
149663401,1,13,13.0
149994320,1,8,8.0
149994208,3,28,9.333333333333334
149069861,2,6,3.0
149585288,1,4,4.0
150001078,7,159,22.714285714285715
149908495,3,6,2.0
150001554,1,8,8.0
130638108,1,24,24.0
150001539,1,34,34.0
76501634,1,8,8.0
150001563,1,10,10.0
150001944,1,2,2.0
149639577,4,102,25.5
149597852,1,763,763.0
139632885,6,881,146.83333333333334
149601598,1,14,14.0
149601892,1,8,8.0
141178563,6,116,19.333333333333332
149637526,2,33,16.5
148481826,1,9,9.0
149229872,7,50,7.142857142857143
148965985,6,116,19.333333333333332
142367814,2,115,57.5
103668241,1,12,12.0
38523790,1,21,21.0
149609499,2,32,16.0
66865778,2,13,6.5
149609472,1,3,3.0
149609332,1,15,15.0
135277027,1,122,122.0
148672616,6,52,8.666666666666666
149282193,5,645,129.0
92140643,4,443,110.75
149609309,1,4,4.0
113552556,4,55,13.75
149335000,1,11,11.0
149609253,2,27,13.5
148388389,1,19,19.0
149610312,1,8,8.0
149607668,2,205,102.5
142384192,1,101,101.0
150029223,1,2,2.0
147440543,4,123,30.75
150027575,2,23,11.5
150001530,1,3,3.0
150001955,1,1,1.0
150002285,1,7,7.0
150032645,1,4,4.0
122988749,2,19,9.5
150032990,1,8,8.0
150032945,1,4,4.0
150032636,1,12,12.0
149589646,24,3910,162.91666666666666
150063309,2,29,14.5
149856866,1,291,291.0
150117031,1,4,4.0
150117706,1,4,4.0
142153376,10,2275,227.5
150137869,5,79,15.8
150170847,1,226,226.0
150170775,1,4,4.0
61264968,2,60,30.0
150171353,1,24,24.0
150171359,1,4,4.0
149572536,3,17,5.666666666666667
136260372,2,12,6.0
149543608,1,3,3.0
144188232,4,10,2.5
149543908,1,1,1.0
149544002,1,8,8.0
150120460,2,8,4.0
150120723,1,4,4.0
150038170,6,322,53.666666666666664
150120769,1,40,40.0
150033454,1,66,66.0
150034857,4,23,5.75
142003831,1,10,10.0
150035193,1,5,5.0
150121475,9,21,2.3333333333333335
116420223,3,46,15.333333333333334
148959435,21,118,5.619047619047619
150158807,2,41,20.5
150159501,1,1,1.0
150159367,1,8,8.0
150159258,1,4,4.0
146261297,4,110,27.5
150161086,1,21,21.0
146576731,17,311,18.294117647058822
97652343,1,27,27.0
150127386,23,202,8.782608695652174
141357529,25,2475,99.0
150162510,1,4,4.0
150107202,6,250,41.666666666666664
150162891,1,12,12.0
150163148,1,22,22.0
150163149,4,122,30.5
150163594,1,2,2.0
149445428,1,4,4.0
150106366,3,106,35.333333333333336
150163062,1,22,22.0
149042077,1,1,1.0
150163197,1,22,22.0
149312000,3,220,73.33333333333333
149313501,1,8,8.0
149941241,1,117,117.0
149941802,1,9,9.0
149942014,1,16,16.0
149941427,2,35,17.5
137370128,5,52,10.4
149948540,1,9,9.0
150163142,11,9191,835.5454545454545
73105134,2,33,16.5
143417235,8,334,41.75
149586063,19,11920,627.3684210526316
139233628,2,309,154.5
142423432,7,491,70.14285714285714
150213183,152,4070,26.776315789473685
150239411,18,1131,62.833333333333336
150289935,2,135,67.5
150277370,2,12,6.0
150290752,1,44,44.0
150293827,1,462,462.0
150257615,1,2,2.0
150290854,1,2,2.0
150248093,1,400,400.0
150257886,1,2,2.0
150260166,1,538,538.0
149926035,3,123,41.0
105553594,7,338,48.285714285714285
150174085,1,2,2.0
150174082,1,8,8.0
148714105,16,701,43.8125
113329522,5,375,75.0
149712512,1,48,48.0
130326441,1,30,30.0
142122045,1,112,112.0
149811077,1,9,9.0
122108758,12,559,46.583333333333336
149528692,5,231,46.2
149404291,2,220,110.0
149814026,1,37,37.0
149814169,1,8,8.0
147511871,5,148,29.6
149814263,1,8,8.0
149814318,1,3,3.0
150096524,2,203,101.5
150100639,1,8,8.0
150100752,3,105,35.0
149084075,4,14,3.5
150101648,4,26,6.5
150101548,1,12,12.0
150101780,1,7,7.0
150099871,1,20,20.0
150286382,5,142,28.4
150256295,1,2,2.0
150258017,1,2,2.0
150268771,1,142,142.0
150275510,1,312,312.0
150277148,6,625,104.16666666666667
149171625,29,480,16.551724137931036
135887589,92,5179,56.29347826086956
150207012,3,1181,393.6666666666667
150249219,1,82,82.0
150277197,1,833,833.0
149473007,2,287,143.5
150259446,1,16,16.0
150253769,2,20,10.0
150297966,1,402,402.0
150250269,1,410,410.0
150265767,1,56,56.0
150296809,1,8,8.0
150247277,1,16,16.0
98796161,10,126,12.6
103617230,1,12,12.0
150246122,4,119,29.75
150275880,3,149,49.666666666666664
150281321,1,8,8.0
150296170,1,16,16.0
150066658,2,643,321.5
149656386,3,120,40.0
150203875,1,4,4.0
150203596,1,20,20.0
150204917,1,4,4.0
149071443,2,5,2.5
131696127,1,10,10.0
149594492,1,14,14.0
149523015,1,8,8.0
149292697,7,132,18.857142857142858
65384374,8,216,27.0
148726426,8,409,51.125
150214135,1,8,8.0
150214189,5,225,45.0
150214281,1,8,8.0
150206623,2,149,74.5
150127258,10,681,68.1
149975030,12,78,6.5
150214783,1,5,5.0
150213978,1,4,4.0
150139927,2,2,1.0
148109643,3,42,14.0
149526170,1,126,126.0
149492599,7,29,4.142857142857143
149559051,1,45,45.0
149215879,9,45,5.0
150225757,1,4,4.0
150225973,1,1,1.0
150226041,1,4,4.0
150226091,1,6,6.0
106931390,4,13,3.25
149250739,14,41,2.9285714285714284
141989715,1,17,17.0
57277444,1,51,51.0
65466724,3,203,67.66666666666667
105366209,3,102,34.0
139194967,1,5,5.0
149079687,1,12,12.0
149562644,4,7,1.75
149552342,1,64,64.0
148822561,2,3,1.5
149566053,1,8,8.0
149481550,3,51,17.0
115712505,1,45,45.0
149322362,1,25,25.0
149322822,36,556,15.444444444444445
127292399,12,249,20.75
135833314,24,496,20.666666666666668
144970564,1,3,3.0
149176335,1,8,8.0
133540879,9,34,3.7777777777777777
149123937,2,3,1.5
149334931,3,8,2.6666666666666665
150269376,3,9,3.0
150274947,45,1019,22.644444444444446
150285920,2,66,33.0
150258147,1,8,8.0
150291094,1,40,40.0
149608125,1,2,2.0
148463855,1,16,16.0
149608249,1,2,2.0
149608489,1,1,1.0
144160229,1,30,30.0
149591102,4,47,11.75
72316464,6,79,13.166666666666666
149609323,1,1,1.0
149587532,2,96,48.0
149614988,1,4,4.0
149615301,3,70,23.333333333333332
64319260,2,41,20.5
149615344,1,152,152.0
35946100,1,2,2.0
149615562,1,13,13.0
92921054,7,27,3.857142857142857
52455840,11,362,32.90909090909091
64184563,1,46,46.0
150221057,1,14,14.0
150289664,1,6,6.0
150261759,1,16,16.0
150119901,3,4,1.3333333333333333
150224680,1,40,40.0
112715491,1,63,63.0
146163804,1,15,15.0
145412008,1,13,13.0
148444376,4,7,1.75
146670367,1,17,17.0
143169444,1,2,2.0
148820866,1,25,25.0
149953878,1,5,5.0
149957580,2,155,77.5
149926627,7,189,27.0
149957704,1,11,11.0
149957795,1,46,46.0
149482800,1,43,43.0
149957924,1,1,1.0
65830040,4,25,6.25
142682695,1,14,14.0
115581627,1,14,14.0
146107129,1,8,8.0
148982197,2,19,9.5
149813616,6,36,6.0
150189863,1,4,4.0
141778596,1,11,11.0
150189891,1,7,7.0
150189981,1,4,4.0
141630216,4,25,6.25
148904449,9,192,21.333333333333332
150191397,1,3,3.0
126907555,5,27,5.4
150194642,1,19,19.0
150094324,2,31,15.5
150232288,8,309,38.625
150232883,1,4,4.0
150232877,1,21,21.0
145345171,1,8,8.0
134717839,12,159,13.25
150241652,1,8,8.0
143526486,1,131,131.0
150489726,1,3,3.0
150359333,7,320,45.714285714285715
129252853,2,9,4.5
124754324,1,6,6.0
150497043,1,4,4.0
150497140,1,8,8.0
150497255,1,4,4.0
150402455,1,113,113.0
150497121,8,70,8.75
150185863,1,8,8.0
149802120,1,5,5.0
150178172,40,1483,37.075
149747278,26,216,8.307692307692308
149836542,19,893,47.0
118388423,34,684,20.11764705882353
150193161,1,2,2.0
149756095,8,35,4.375
150193108,1,7,7.0
149524375,22,1136,51.63636363636363
150193487,1,2,2.0
146552152,1,1,1.0
150217918,2,31,15.5
150223289,2,38,19.0
131165611,1,4,4.0
149012729,2,13,6.5
149966465,10,122,12.2
150286526,10,342,34.2
150221061,5,100,20.0
150395544,1,20,20.0
150396802,2,41,20.5
150397733,1,8,8.0
150397525,2,20,10.0
150398348,15,2848,189.86666666666667
146783663,1,7,7.0
37004075,3,1429,476.3333333333333
112390239,8,402,50.25
150407275,1,1,1.0
150407540,1,4,4.0
147360576,4,71,17.75
150043247,5,1825,365.0
150348800,3,229,76.33333333333333
150416429,49,5454,111.3061224489796
150243286,21,7643,363.95238095238096
140078962,10,2075,207.5
150416937,1,8,8.0
150392564,6,170,28.333333333333332
150417183,1,6,6.0
150417250,1,2,2.0
149163808,13,200,15.384615384615385
150417265,1,8,8.0
150417283,1,4,4.0
150370652,10,1213,121.3
150426110,1,22,22.0
125206073,45,12441,276.46666666666664
150426383,5,30,6.0
150425691,5,38,7.6
150125839,1,11,11.0
150427206,1,2,2.0
150427372,4,388,97.0
149190050,10,318,31.8
150435899,1,12,12.0
150204959,1,8,8.0
149964404,5,1036,207.2
150436419,1,4,4.0
150436576,6,213,35.5
150355938,2,271,135.5
150044152,1,19,19.0
149657139,2,12,6.0
139114224,4,54,13.5
3377663,2,66,33.0
129697821,6,145,24.166666666666668
150048732,1,91,91.0
149048850,2,2,1.0
150049528,1,4,4.0
150020496,1,12,12.0
147583426,6,174,29.0
150101981,2,92,46.0
150104089,1,8,8.0
150103505,1,11,11.0
150104503,1,4,4.0
150104886,1,5,5.0
149988346,2,11,5.5
134902831,5,219,43.8
150105013,1,8,8.0
142931671,4,18,4.5
150106024,1,8,8.0
136982711,2,76,38.0
150115165,1,10,10.0
150115142,3,14,4.666666666666667
149924597,17,1327,78.05882352941177
150115624,1,4,4.0
149011701,1,1,1.0
150115960,1,14,14.0
150093032,1,20,20.0
150442596,1,6,6.0
150442892,1,4,4.0
150442959,1,4,4.0
150443123,1,1,1.0
140756022,14,101,7.214285714285714
150442478,2,23,11.5
150443910,1,4,4.0
150122056,1,4,4.0
150122239,1,5,5.0
150122352,1,8,8.0
150125309,1,25,25.0
130528476,7,32,4.571428571428571
150125320,1,13,13.0
150460778,1,31,31.0
113045312,3,95,31.666666666666668
150462371,1,14,14.0
150462306,1,6,6.0
115478658,5,192,38.4
150462425,2,12,6.0
150462962,73,354,4.8493150684931505
150462981,1,4,4.0
129521751,3,89,29.666666666666668
150229423,2,64,32.0
150471285,1,17,17.0
150289065,3,16,5.333333333333333
144954186,35,1242,35.48571428571429
150471674,1,19,19.0
150346144,1,6,6.0
122621179,3,17,5.666666666666667
137729269,2,32,16.0
150472399,1,11,11.0
150472621,2,84,42.0
150318883,1,4,4.0
150314114,1,285,285.0
150319552,1,8,8.0
150319359,1,8,8.0
150036526,31,218,7.032258064516129
150319223,5,109,21.8
150323528,1,4,4.0
150254291,3,95,31.666666666666668
150322115,12,60,5.0
150324002,1,74,74.0
150291776,1,33,33.0
101051600,26,316,12.153846153846153
150317831,12,282,23.5
150327562,1,8,8.0
150327984,1,41,41.0
150326720,1,29,29.0
150328392,1,2,2.0
150257684,1,50,50.0
150299992,12,54,4.5
150328642,2,11,5.5
120258217,4,27,6.75
149323993,2,37,18.5
150150857,1,13,13.0
150151092,1,3,3.0
150059260,1,7,7.0
150155355,1,4,4.0
150118795,2,5,2.5
147133842,2,24,12.0
139546976,2,118,59.0
150246365,23,676,29.391304347826086
139595569,6,130,21.666666666666668
150258975,1,16,16.0
109168190,4,133,33.25
128724598,2,32,16.0
150297894,1,147,147.0
129974236,3,62,20.666666666666668
150196618,10,274,27.4
125256096,1,18,18.0
150276398,1,32,32.0
150295010,2,64,32.0
147521429,1,12,12.0
145271417,51,1072,21.019607843137255
150274072,1,12,12.0
94808640,5,180,36.0
150250129,4,8,2.0
150303200,11,206,18.727272727272727
150309862,2,12,6.0
128837344,1,49,49.0
150309807,1,4,4.0
150310147,1,8,8.0
150310285,1,8,8.0
150310154,1,16,16.0
150310357,1,8,8.0
150310955,1,8,8.0
150311392,1,4,4.0
150311611,1,2,2.0
150311670,1,7,7.0
150311517,1,8,8.0
150311746,1,3,3.0
150296866,5,45,9.0
149845700,9,94,10.444444444444445
150312918,2,53,26.5
150312935,1,8,8.0
150357847,1,6,6.0
149994661,3,599,199.66666666666666
150357857,1,8,8.0
150358461,1,8,8.0
39119729,12,367,30.583333333333332
150341492,1,5,5.0
144557557,2,82,41.0
150296021,82,2557,31.182926829268293
149421034,30,301,10.033333333333333
59749605,21,628,29.904761904761905
145813307,3,34,11.333333333333334
150268288,1,18,18.0
150278693,1,28,28.0
149302518,1,48,48.0
150251495,1,16,16.0
150288945,1,100,100.0
150264949,1,74,74.0
150296647,1,16,16.0
150248167,1,4,4.0
149185580,1,8,8.0
150366563,1,2,2.0
150365640,5,395,79.0
150077253,1,9,9.0
150367307,1,8,8.0
128220638,1,88,88.0
150333686,6,104,17.333333333333332
150369355,1,3,3.0
150367515,3,136,45.333333333333336
150369462,1,4,4.0
148526005,2,17,8.5
150369347,1,26,26.0
126027368,2,31,15.5
149662672,2,66,33.0
150372086,5,91,18.2
150371481,19,968,50.94736842105263
150373064,1,13,13.0
150320703,1,2,2.0
150288933,1,27,27.0
150321008,4,19,4.75
47041714,68,2125,31.25
133017360,5,155,31.0
144040468,4,141,35.25
89450611,13,55,4.230769230769231
140544998,1,3,3.0
147369957,17,668,39.294117647058826
150285936,2,71,35.5
150289855,1,20,20.0
102221460,1,14,14.0
150262763,1,8,8.0
150297046,1,48,48.0
150241791,2,52,26.0
150268153,11,101,9.181818181818182
70078940,2,90,45.0
150254009,1,16,16.0
150571947,5,652,130.4
150574585,1,16,16.0
150574663,1,1,1.0
74800586,50,2850,57.0
147747409,2,6,3.0
139305944,6,10,1.6666666666666667
150575112,1,1,1.0
150575083,1,23,23.0
144478252,9,858,95.33333333333333
150575775,1,9,9.0
150575769,1,51,51.0
150575955,1,4,4.0
125853029,14,100,7.142857142857143
150575952,1,5,5.0
150576252,1,8,8.0
150058028,21,582,27.714285714285715
150576440,1,8,8.0
150577008,1,4,4.0
148525499,1,15,15.0
148525709,1,20,20.0
148525092,1,4,4.0
150578939,1,4,4.0
5835115,8,36,4.5
150401402,3,114,38.0
147288154,19,156,8.210526315789474
150579556,1,6,6.0
150579501,1,8,8.0
145914805,12,109,9.083333333333334
122205867,19,630,33.1578947368421
150579822,1,5,5.0
148471795,2,4,2.0
149976132,10,211,21.1
150580780,2,123,61.5
150581130,1,8,8.0
94031347,5,9,1.8
150582790,1,8,8.0
150582710,1,18,18.0
148537393,2,6,3.0
150598967,5,427,85.4
139325574,2,33,16.5
113420714,18,54,3.0
150621310,1,4,4.0
55277700,12,882,73.5
150621643,1,4,4.0
150140324,2,95,47.5
150591734,1,13,13.0
134009473,1,22,22.0
148539789,1,1,1.0
150623345,1,16,16.0
150623520,1,20,20.0
127755386,2,3,1.5
149700839,14,209,14.928571428571429
150583698,1,980,980.0
150587764,1,12,12.0
150587678,1,42,42.0
150587788,1,38,38.0
150588131,1,9,9.0
150587427,1,1,1.0
150265194,4,47,11.75
149926877,9,607,67.44444444444444
150260892,1,16,16.0
146738952,7,116,16.571428571428573
150105166,4,30,7.5
150023599,8,103,12.875
147078787,3,26,8.666666666666666
150334258,1,4,4.0
150334255,1,24,24.0
150334438,1,6,6.0
110447043,8,51,6.375
150267359,1,8,8.0
150267472,1,12,12.0
149926432,5,7,1.4
150060410,4,431,107.75
150061057,1,4,4.0
150061032,1,4,4.0
56361641,1,120,120.0
150061515,1,8,8.0
150630349,1,4,4.0
150630777,1,8,8.0
150555400,3,109,36.333333333333336
150631325,1,8,8.0
150587049,17,392,23.058823529411764
150633358,1,52,52.0
150633270,5,989,197.8
150133794,16,1785,111.5625
133504440,8,300,37.5
140636315,1,17,17.0
150634294,1,15,15.0
150634489,2,6,3.0
150422474,1,22,22.0
143545193,25,121,4.84
150531636,2,19,9.5
149347674,26,141,5.423076923076923
150480620,1,18,18.0
150547793,1,20,20.0
150561562,1,67,67.0
145327498,2,23,11.5
150562273,1,6,6.0
129452070,16,194,12.125
150380652,95,9137,96.17894736842105
149612806,1,10,10.0
149235046,5,60,12.0
150562572,1,3,3.0
150640649,2,5,2.5
150640792,1,4,4.0
150640924,4,12,3.0
150640784,1,4,4.0
150461662,67,3436,51.28358208955224
150640992,1,8,8.0
130687484,1,16,16.0
150439867,21,2093,99.66666666666667
150368258,62,1955,31.532258064516128
150074697,15,5262,350.8
144204459,2,6,3.0
150075192,1,4,4.0
150074666,2,31,15.5
150074766,1,13,13.0
150075773,1,4,4.0
150598260,1,28,28.0
150558190,2,1033,516.5
129456231,1,15,15.0
150564443,3,99,33.0
150592825,4,396,99.0
150598582,1,42,42.0
150598886,1,8,8.0
150599005,16,175,10.9375
149260243,1,2,2.0
129877017,1,6,6.0
150581087,1,11,11.0
150582653,1,4,4.0
150583461,1,4,4.0
150583619,1,3,3.0
150583602,1,4,4.0
149695684,17,205,12.058823529411764
150603712,2,7,3.5
150603791,1,46,46.0
150421885,25,630,25.2
150604064,1,1,1.0
145557998,4,17,4.25
149807204,5,397,79.4
150602639,4,114,28.5
149214536,1,14,14.0
149139633,11,61,5.545454545454546
149215532,1,1,1.0
150587782,2,4,2.0
149523615,15,76,5.066666666666666
150592497,1,8,8.0
150592615,1,10,10.0
150592474,11,75,6.818181818181818
150570556,17,429,25.235294117647058
150592855,1,4,4.0
150593112,4,85,21.25
114122079,1,2,2.0
150495068,5,13,2.6
150586203,3,21,7.0
150593148,1,4,4.0
150800056,1,8,8.0
150800057,1,8,8.0
96024903,3,262,87.33333333333333
143653358,4,20,5.0
115342564,3,85,28.333333333333332
150800799,1,12,12.0
150800800,1,20,20.0
150471801,17,651,38.294117647058826
150595381,1,2,2.0
150218627,18,418,23.22222222222222
150554782,7,42,6.0
150594880,1,45,45.0
150595118,1,4,4.0
138022521,7,808,115.42857142857143
150071194,1,13,13.0
150595194,1,6,6.0
136605429,11,35,3.1818181818181817
150750914,1,8,8.0
150723571,7,147,21.0
150750975,1,1,1.0
150219954,6,52,8.666666666666666
150667927,5,557,111.4
150719282,3,66,22.0
145010421,31,5830,188.06451612903226
150729250,6,227,37.833333333333336
150756275,4,81,20.25
133255053,2,108,54.0
150757202,9,162,18.0
150482814,1,8,8.0
68899126,1,21,21.0
150483029,1,4,4.0
149177584,2,6,3.0
150644493,1,481,481.0
150646565,4,16,4.0
150625162,2,68,34.0
150648182,1,21,21.0
150548941,1,230,230.0
149638780,5,322,64.4
149199771,6,219,36.5
150647187,5,103,20.6
92417378,1,52,52.0
150652495,1,13,13.0
150652597,5,74,14.8
11052585,26,3654,140.53846153846155
150653145,2,8,4.0
150653161,1,5,5.0
146032982,7,108,15.428571428571429
150144785,42,2737,65.16666666666667
150653415,1,2,2.0
136995588,3,780,260.0
129497453,2,6,3.0
115454592,1,3,3.0
142478863,29,799,27.551724137931036
150806898,4,141,35.25
150680520,13,318,24.46153846153846
150808260,1,8,8.0
149162046,7,27,3.857142857142857
149276064,7,138,19.714285714285715
149279460,1,6,6.0
141683767,4,37,9.25
149279404,1,22,22.0
149280004,1,8,8.0
149280155,1,1,1.0
149280127,1,22,22.0
150647184,3,196,65.33333333333333
150421621,1,5,5.0
134628133,122,4030,33.032786885245905
150814131,1,3,3.0
88940046,18,2697,149.83333333333334
149373809,1,1,1.0
62880246,43,527,12.255813953488373
107798416,1,2,2.0
144706838,9,525,58.333333333333336
150657793,2,93,46.5
150502481,5,151,30.2
150784609,28,1517,54.17857142857143
149844005,17,457,26.88235294117647
150508431,2,91,45.5
150450544,1,6,6.0
150508887,1,4,4.0
150489094,2,14,7.0
150499774,2,298,149.0
150498482,178,9115,51.20786516853933
150507048,1,8,8.0
148478193,1,3,3.0
150507155,1,4,4.0
150507308,2,10,5.0
149220750,3,100,33.333333333333336
134438752,6,50,8.333333333333334
150201198,4,68,17.0
150523941,1,1,1.0
146031771,22,434,19.727272727272727
150480719,18,3887,215.94444444444446
149259137,1,2,2.0
149258833,1,9,9.0
149251775,1,67,67.0
149259666,1,7,7.0
103429177,2,14,7.0
149286743,1,8,8.0
149286905,1,8,8.0
149286914,1,8,8.0
149286977,1,8,8.0
149287229,2,11,5.5
149286751,2,40,20.0
149287465,1,75,75.0
149298352,2,15,7.5
146376935,7,29,4.142857142857143
150386448,1,8,8.0
146695764,4,80,20.0
150386873,1,4,4.0
150386880,1,2,2.0
150387113,1,8,8.0
149670756,1,36,36.0
150234963,1,6,6.0
150235013,3,6,2.0
150234944,2,44,22.0
