TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,COLUMN_TYPE,IS_NULLABLE,COLUMN_COMMENT
ods_mariadb_2b,ods_a168_payment_order,source_db,20,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_payment_order,source_table,21,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_payment_order,ods_table_name,22,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_payment_order,sync_time,23,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_payment_platform,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_payment_platform,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_payment_platform,id,3,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_payment_platform,code,4,varchar,varchar(65533),YES,source_type=int(11); 代碼
ods_mariadb_2b,ods_a168_payment_platform,name,5,varchar,varchar(65533),YES,source_type=varchar(20); 支付平台名稱
ods_mariadb_2b,ods_a168_payment_platform,url,6,varchar,varchar(65533),YES,source_type=varchar(200); API網址
ods_mariadb_2b,ods_a168_payment_platform,queryURL,7,varchar,varchar(65533),YES,source_type=varchar(200); 訂單查詢網址
ods_mariadb_2b,ods_a168_payment_platform,return_url,8,varchar,varchar(65533),YES,source_type=varchar(200); 前端通知網址
ods_mariadb_2b,ods_a168_payment_platform,notice_url,9,varchar,varchar(65533),YES,source_type=varchar(200); 異步通知網址
ods_mariadb_2b,ods_a168_payment_platform,type,10,varchar,varchar(65533),YES,source_type=int(1); 類型 1:存 2:提
ods_mariadb_2b,ods_a168_payment_platform,status,11,varchar,varchar(65533),YES,source_type=int(1); 啟停用
ods_mariadb_2b,ods_a168_payment_platform,remark,12,varchar,varchar(65533),YES,source_type=varchar(20); 備註
ods_mariadb_2b,ods_a168_payment_platform,build_time,13,varchar,varchar(65533),YES,source_type=timestamp; 建立時間
ods_mariadb_2b,ods_a168_payment_platform,op_utp,14,varchar,varchar(65533),YES,source_type=varchar(1); 操作者utp
ods_mariadb_2b,ods_a168_payment_platform,op_level,15,varchar,varchar(65533),YES,source_type=int(11); 操作者層級
ods_mariadb_2b,ods_a168_payment_platform,op_mid,16,varchar,varchar(65533),YES,source_type=int(11); 操作者編號
ods_mariadb_2b,ods_a168_payment_platform,op_time,17,varchar,varchar(65533),YES,source_type=datetime; 操作時間
ods_mariadb_2b,ods_a168_payment_platform,op_ip,18,varchar,varchar(65533),YES,source_type=varchar(128); 操作者ip
ods_mariadb_2b,ods_a168_payment_platform,source_db,19,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_payment_platform,source_table,20,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_payment_platform,ods_table_name,21,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_payment_platform,sync_time,22,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_payment_setting,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_payment_setting,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_payment_setting,id,3,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_payment_setting,code,4,varchar,varchar(65533),YES,source_type=int(11); 平台代碼
ods_mariadb_2b,ods_a168_payment_setting,lv_id,5,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_payment_setting,pm_id,6,varchar,varchar(65533),YES,source_type=int(11); payment_method id
ods_mariadb_2b,ods_a168_payment_setting,name,7,varchar,varchar(65533),YES,source_type=varchar(20); 支付名稱
ods_mariadb_2b,ods_a168_payment_setting,currency,8,varchar,varchar(65533),YES,source_type=varchar(8); 幣別
ods_mariadb_2b,ods_a168_payment_setting,MerchantID,9,varchar,varchar(65533),YES,source_type=varchar(50); 商戶號
ods_mariadb_2b,ods_a168_payment_setting,MerchantKeyPub,10,varchar,varchar(1048576),YES,source_type=text; 商戶公鑰
ods_mariadb_2b,ods_a168_payment_setting,MerchantKey,11,varchar,varchar(1048576),YES,source_type=text; 商戶密鑰
ods_mariadb_2b,ods_a168_payment_setting,single_min,12,varchar,varchar(65533),YES,"source_type=decimal(16,2); 單筆最低金額"
ods_mariadb_2b,ods_a168_payment_setting,single_max,13,varchar,varchar(65533),YES,"source_type=decimal(16,2); 單筆最高金額"
ods_mariadb_2b,ods_a168_payment_setting,extra,14,varchar,varchar(1048576),YES,source_type=text; 其他資料 (json)
ods_mariadb_2b,ods_a168_payment_setting,status,15,varchar,varchar(65533),YES,source_type=int(1); 啟停用
ods_mariadb_2b,ods_a168_payment_setting,remark,16,varchar,varchar(65533),YES,source_type=varchar(20); 備註
ods_mariadb_2b,ods_a168_payment_setting,build_time,17,varchar,varchar(65533),YES,source_type=timestamp; 建立時間
ods_mariadb_2b,ods_a168_payment_setting,op_utp,18,varchar,varchar(65533),YES,source_type=varchar(1); 操作utp
ods_mariadb_2b,ods_a168_payment_setting,op_level,19,varchar,varchar(65533),YES,source_type=int(11); 操作者層級
ods_mariadb_2b,ods_a168_payment_setting,op_mid,20,varchar,varchar(65533),YES,source_type=int(11); 操作者編號
ods_mariadb_2b,ods_a168_payment_setting,op_time,21,varchar,varchar(65533),YES,source_type=datetime; 操作時間
ods_mariadb_2b,ods_a168_payment_setting,op_ip,22,varchar,varchar(65533),YES,source_type=varchar(128); 操作者ip
ods_mariadb_2b,ods_a168_payment_setting,source_db,23,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_payment_setting,source_table,24,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_payment_setting,ods_table_name,25,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_payment_setting,sync_time,26,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_payment_type,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_payment_type,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_payment_type,type,3,varchar,varchar(65533),YES,source_type=varchar(10); 
ods_mariadb_2b,ods_a168_payment_type,cnname,4,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_payment_type,twname,5,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_payment_type,enname,6,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_payment_type,inname,7,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_payment_type,janame,8,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_payment_type,koname,9,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_payment_type,thname,10,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_payment_type,viname,11,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_payment_type,hiname,12,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_payment_type,msname,13,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_payment_type,source_db,14,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_payment_type,source_table,15,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_payment_type,ods_table_name,16,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_payment_type,sync_time,17,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_permissionrole,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_permissionrole,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_permissionrole,roleid,3,varchar,varchar(65533),YES,source_type=int(11); t_roles id
ods_mariadb_2b,ods_a168_permissionrole,permissionid,4,varchar,varchar(65533),YES,source_type=int(11); t_permission id
ods_mariadb_2b,ods_a168_permissionrole,status,5,varchar,varchar(65533),YES,source_type=int(11); 0:禁用;1啟用
ods_mariadb_2b,ods_a168_permissionrole,lastmodifytime,6,varchar,varchar(65533),YES,source_type=timestamp; 最後修改時間
ods_mariadb_2b,ods_a168_permissionrole,source_db,7,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_permissionrole,source_table,8,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_permissionrole,ods_table_name,9,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_permissionrole,sync_time,10,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_permissions,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_permissions,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_permissions,id,3,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_permissions,permissiongroupid,4,varchar,varchar(65533),YES,source_type=int(11); t_permissions_group id
ods_mariadb_2b,ods_a168_permissions,name,5,varchar,varchar(65533),YES,source_type=varchar(50); 權限名稱
ods_mariadb_2b,ods_a168_permissions,status,6,varchar,varchar(65533),YES,source_type=int(11); 是否啟用 0:禁止;1:啟用
ods_mariadb_2b,ods_a168_permissions,mobilestatus,7,varchar,varchar(65533),YES,source_type=int(11); 手機板開關
ods_mariadb_2b,ods_a168_permissions,displayname,8,varchar,varchar(65533),YES,source_type=varchar(50); 顯示權限名稱
ods_mariadb_2b,ods_a168_permissions,ordered,9,varchar,varchar(65533),YES,source_type=int(11); 顯示的順序
ods_mariadb_2b,ods_a168_permissions,url,10,varchar,varchar(65533),YES,source_type=varchar(50); 程式連結
ods_mariadb_2b,ods_a168_permissions,lastmodifytime,11,varchar,varchar(65533),YES,source_type=timestamp; 最後修改時間
ods_mariadb_2b,ods_a168_permissions,allow_control,12,varchar,varchar(65533),YES,"source_type=varchar(128); 只開放的管理帳號id (123,456)"
ods_mariadb_2b,ods_a168_permissions,source_db,13,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_permissions,source_table,14,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_permissions,ods_table_name,15,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_permissions,sync_time,16,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_permissionsPage,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_permissionsPage,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_permissionsPage,id,3,varchar,varchar(65533),YES,source_type=int(3); 
ods_mariadb_2b,ods_a168_permissionsPage,page,4,varchar,varchar(65533),YES,source_type=varchar(50); 頁面 url
ods_mariadb_2b,ods_a168_permissionsPage,pageName,5,varchar,varchar(65533),YES,source_type=varchar(12); 頁面名稱
ods_mariadb_2b,ods_a168_permissionsPage,element,6,varchar,varchar(65533),YES,source_type=varchar(32); 綁定的 element name
ods_mariadb_2b,ods_a168_permissionsPage,elementName,7,varchar,varchar(65533),YES,source_type=varchar(12); 顯示名稱 (吃語系)
ods_mariadb_2b,ods_a168_permissionsPage,status,8,varchar,varchar(65533),YES,"source_type=enum(''Y'',''N''); 預設開關"
ods_mariadb_2b,ods_a168_permissionsPage,source_db,9,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_permissionsPage,source_table,10,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_permissionsPage,ods_table_name,11,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_permissionsPage,sync_time,12,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_permissionsPageRoles,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_permissionsPageRoles,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_permissionsPageRoles,id,3,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_permissionsPageRoles,rolesId,4,varchar,varchar(65533),YES,source_type=int(3); 
ods_mariadb_2b,ods_a168_permissionsPageRoles,pageId,5,varchar,varchar(65533),YES,source_type=int(5); 
ods_mariadb_2b,ods_a168_permissionsPageRoles,status,6,varchar,varchar(65533),YES,"source_type=enum(''Y'',''N''); 啟/停用"
ods_mariadb_2b,ods_a168_permissionsPageRoles,source_db,7,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_permissionsPageRoles,source_table,8,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_permissionsPageRoles,ods_table_name,9,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_permissionsPageRoles,sync_time,10,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_permissionsgroup,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_permissionsgroup,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_permissionsgroup,id,3,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_permissionsgroup,name,4,varchar,varchar(65533),YES,source_type=varchar(50); 權限群組名稱
ods_mariadb_2b,ods_a168_permissionsgroup,status,5,varchar,varchar(65533),YES,source_type=int(11); 是否啟用 0:禁止;1:啟用
ods_mariadb_2b,ods_a168_permissionsgroup,displayname,6,varchar,varchar(65533),YES,source_type=varchar(50); 顯示權限群組名稱
ods_mariadb_2b,ods_a168_permissionsgroup,ordered,7,varchar,varchar(65533),YES,source_type=int(11); 排序
ods_mariadb_2b,ods_a168_permissionsgroup,lastmodifytime,8,varchar,varchar(65533),YES,source_type=timestamp; 
ods_mariadb_2b,ods_a168_permissionsgroup,icon,9,varchar,varchar(65533),YES,source_type=varchar(30); 圖示
ods_mariadb_2b,ods_a168_permissionsgroup,source_db,10,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_permissionsgroup,source_table,11,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_permissionsgroup,ods_table_name,12,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_permissionsgroup,sync_time,13,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_play_set,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_play_set,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_play_set,ps001,3,varchar,varchar(65533),YES,source_type=int(11); id
ods_mariadb_2b,ods_a168_play_set,ps002,4,varchar,varchar(65533),YES,source_type=int(11); 類別
ods_mariadb_2b,ods_a168_play_set,ps003,5,varchar,varchar(65533),YES,"source_type=decimal(16,2); 退水"
ods_mariadb_2b,ods_a168_play_set,ps004,6,varchar,varchar(65533),YES,source_type=int(11); 最小押分
ods_mariadb_2b,ods_a168_play_set,ps005,7,varchar,varchar(65533),YES,source_type=int(11); 最大押分
ods_mariadb_2b,ods_a168_play_set,ps006,8,varchar,varchar(65533),YES,source_type=int(11); 押分倍數
ods_mariadb_2b,ods_a168_play_set,ps007,9,varchar,varchar(65533),YES,source_type=int(11); 最大押分02
ods_mariadb_2b,ods_a168_play_set,ps008,10,varchar,varchar(65533),YES,source_type=int(11); 最大押分03
ods_mariadb_2b,ods_a168_play_set,ps009,11,varchar,varchar(65533),YES,source_type=int(11); 最大押分04
ods_mariadb_2b,ods_a168_play_set,ps010,12,varchar,varchar(65533),YES,source_type=int(11); 最大押分05
ods_mariadb_2b,ods_a168_play_set,ps011,13,varchar,varchar(65533),YES,source_type=int(11); 最大押分06
ods_mariadb_2b,ods_a168_play_set,displayname,14,varchar,varchar(65533),YES,source_type=varchar(50); 遊戲顯示名
ods_mariadb_2b,ods_a168_play_set,source_db,15,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_play_set,source_table,16,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_play_set,ods_table_name,17,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_play_set,sync_time,18,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_realtimebet,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_realtimebet,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_realtimebet,rtb01,3,varchar,varchar(65533),YES,source_type=int(11); mid
ods_mariadb_2b,ods_a168_realtimebet,rtb02,4,varchar,varchar(65533),YES,source_type=int(11); gid
ods_mariadb_2b,ods_a168_realtimebet,rtb03,5,varchar,varchar(65533),YES,source_type=int(11); 場次
ods_mariadb_2b,ods_a168_realtimebet,rtb04,6,varchar,varchar(65533),YES,source_type=int(11); 子場次
ods_mariadb_2b,ods_a168_realtimebet,rtb05,7,varchar,varchar(65533),YES,source_type=int(11); 桌號
ods_mariadb_2b,ods_a168_realtimebet,rtb06,8,varchar,varchar(65533),YES,source_type=varchar(20); IP
ods_mariadb_2b,ods_a168_realtimebet,rtb07,9,varchar,varchar(65533),YES,source_type=datetime; 登入時間
ods_mariadb_2b,ods_a168_realtimebet,rtb08,10,varchar,varchar(65533),YES,"source_type=decimal(15,2); 下注金額"
ods_mariadb_2b,ods_a168_realtimebet,rtb09,11,varchar,varchar(65533),YES,source_type=varchar(500); 下注內容
ods_mariadb_2b,ods_a168_realtimebet,rtb10,12,varchar,varchar(65533),YES,"source_type=decimal(15,4); 目前額度"
ods_mariadb_2b,ods_a168_realtimebet,rtb11,13,varchar,varchar(1048576),YES,source_type=text; user_agent
ods_mariadb_2b,ods_a168_realtimebet,rtb12,14,varchar,varchar(65533),YES,source_type=int(11); 連續未下注次數
ods_mariadb_2b,ods_a168_realtimebet,source_db,15,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_realtimebet,source_table,16,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_realtimebet,ods_table_name,17,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_realtimebet,sync_time,18,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_realtimelobby,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_realtimelobby,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_realtimelobby,rtl01,3,varchar,varchar(65533),YES,source_type=int(11); mid
ods_mariadb_2b,ods_a168_realtimelobby,rtl02,4,varchar,varchar(65533),YES,source_type=varchar(20); IP
ods_mariadb_2b,ods_a168_realtimelobby,rtl03,5,varchar,varchar(65533),YES,source_type=datetime; 登入時間
ods_mariadb_2b,ods_a168_realtimelobby,rtl04,6,varchar,varchar(65533),YES,"source_type=decimal(15,2); 目前額度"
ods_mariadb_2b,ods_a168_realtimelobby,rtl05,7,varchar,varchar(1048576),YES,source_type=text; user_agent
ods_mariadb_2b,ods_a168_realtimelobby,rtl06,8,varchar,varchar(65533),YES,source_type=varchar(36); 主機識別編號
ods_mariadb_2b,ods_a168_realtimelobby,source_db,9,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_realtimelobby,source_table,10,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_realtimelobby,ods_table_name,11,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_realtimelobby,sync_time,12,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_realtimelog,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_realtimelog,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_realtimelog,id,3,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_realtimelog,total,4,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_realtimelog,gameTotal,5,varchar,varchar(1048576),YES,source_type=text; 遊戲總人數
ods_mariadb_2b,ods_a168_realtimelog,currencyTotal,6,varchar,varchar(1048576),YES,source_type=text; 幣別總人數
ods_mariadb_2b,ods_a168_realtimelog,reset,7,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_realtimelog,cancel,8,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_realtimelog,betmember,9,varchar,varchar(65533),YES,source_type=int(11); 本日累計投注人數
ods_mariadb_2b,ods_a168_realtimelog,betamount,10,varchar,varchar(65533),YES,"source_type=decimal(11,2); 本日累計投注金額"
ods_mariadb_2b,ods_a168_realtimelog,time,11,varchar,varchar(65533),YES,source_type=datetime; 
ods_mariadb_2b,ods_a168_realtimelog,source_db,12,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_realtimelog,source_table,13,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_realtimelog,ods_table_name,14,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_realtimelog,sync_time,15,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_risklist,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_risklist,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_risklist,bet01,3,varchar,varchar(65533),YES,source_type=bigint(20); 注單編號
ods_mariadb_2b,ods_a168_risklist,op,4,varchar,varchar(65533),YES,source_type=int(11); 操作者(管理員)
ods_mariadb_2b,ods_a168_risklist,optime,5,varchar,varchar(65533),YES,source_type=datetime; 操作時間
ods_mariadb_2b,ods_a168_risklist,source_db,6,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_risklist,source_table,7,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_risklist,ods_table_name,8,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_risklist,sync_time,9,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_roles,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_roles,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_roles,id,3,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_roles,name,4,varchar,varchar(65533),YES,source_type=varchar(50); 角色名稱
ods_mariadb_2b,ods_a168_roles,displayname,5,varchar,varchar(65533),YES,source_type=varchar(50); 顯示的名稱
ods_mariadb_2b,ods_a168_roles,lastmodifytime,6,varchar,varchar(65533),YES,source_type=timestamp; 
ods_mariadb_2b,ods_a168_roles,source_db,7,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_roles,source_table,8,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_roles,ods_table_name,9,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_roles,sync_time,10,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_shuffle_gid,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_shuffle_gid,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_shuffle_gid,gid,3,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_shuffle_gid,name,4,varchar,varchar(65533),YES,source_type=varchar(100); 
ods_mariadb_2b,ods_a168_shuffle_gid,source_db,5,varchar,varchar(64),YES,来源库
ods_mariadb_2b,ods_a168_shuffle_gid,source_table,6,varchar,varchar(128),YES,来源表
ods_mariadb_2b,ods_a168_shuffle_gid,ods_table_name,7,varchar,varchar(256),YES,ODS表名
ods_mariadb_2b,ods_a168_shuffle_gid,sync_time,8,datetime,datetime,YES,同步时间
ods_mariadb_2b,ods_a168_shuffle_info,__source_pk,1,varchar,varchar(64),NO,源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5
ods_mariadb_2b,ods_a168_shuffle_info,dt,2,date,date,NO,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天
ods_mariadb_2b,ods_a168_shuffle_info,id,3,varchar,varchar(65533),YES,source_type=bigint(20); 
ods_mariadb_2b,ods_a168_shuffle_info,roomTable,4,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_shuffle_info,addtime,5,varchar,varchar(65533),YES,source_type=datetime; 
ods_mariadb_2b,ods_a168_shuffle_info,status,6,varchar,varchar(65533),YES,source_type=int(11); 0:洗牌中 1:可上桌 2:上桌中 3:已上桌 4:已完成
ods_mariadb_2b,ods_a168_shuffle_info,gid,7,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_shuffle_info,tableid,8,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_shuffle_info,frequency,9,varchar,varchar(65533),YES,source_type=int(11); 
ods_mariadb_2b,ods_a168_shuffle_info,log,10,varchar,varchar(1048576),YES,source_type=text; 
ods_mariadb_2b,ods_a168_shuffle_info,shoe,11,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_shuffle_info,shoeTime,12,varchar,varchar(65533),YES,source_type=datetime; 
ods_mariadb_2b,ods_a168_shuffle_info,shuffler1,13,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_shuffle_info,shuffler1Time,14,varchar,varchar(65533),YES,source_type=datetime; 
ods_mariadb_2b,ods_a168_shuffle_info,sup1,15,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_shuffle_info,sup1Time,16,varchar,varchar(65533),YES,source_type=datetime; 
ods_mariadb_2b,ods_a168_shuffle_info,shuffler2,17,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_shuffle_info,shuffler2Time,18,varchar,varchar(65533),YES,source_type=datetime; 
ods_mariadb_2b,ods_a168_shuffle_info,sup2,19,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_shuffle_info,sup2Time,20,varchar,varchar(65533),YES,source_type=datetime; 
ods_mariadb_2b,ods_a168_shuffle_info,style,21,varchar,varchar(65533),YES,source_type=varchar(10); 
ods_mariadb_2b,ods_a168_shuffle_info,styleTime,22,varchar,varchar(65533),YES,source_type=datetime; 
ods_mariadb_2b,ods_a168_shuffle_info,supCheckIn,23,varchar,varchar(65533),YES,source_type=varchar(20); 
ods_mariadb_2b,ods_a168_shuffle_info,supCheckInTime,24,varchar,varchar(65533),YES,source_type=datetime; 
ods_mariadb_2b,ods_a168_shuffle_info,dealerCheckIn,25,varchar,varchar(65533),YES,source_type=varchar(20); 
