uid,bet01_笔数,bet01_投注额,daily_笔数_跨产品汇总,daily_金额_跨产品汇总,当天涉及产品数,笔数倍差_修正后
131529212,20,7373.418,135,8826.0000,1,6.75
137390997,4,957.0999999999999,27,5493.0000,1,6.75
123118448,4,472.64,27,6850.0000,2,6.75
133465177,133,26083.8333,897,61788.0000,2,6.74
52373518,18,270841.2,121,258727.0000,1,6.72
148584738,3,1100.0,20,5700.0000,1,6.67
116243945,3,720.03,20,43270.0000,1,6.67
17149447,3,506.54999999999995,20,4603.0000,1,6.67
107245731,14,117957.73999999999,93,565362.0000,1,6.64
153047581,8,1581750.0,53,1341000.0000,1,6.63
151241500,7,914.2700000000001,46,970.0000,1,6.57
132831729,16,179993.72000000003,105,598870.0000,1,6.56
153073593,25,10250.27,164,21588.0000,1,6.56
153032148,2,31.787999999999997,13,130.0000,1,6.5
149821027,2,2540.72,13,660.0000,1,6.5
71516190,2,327.08,13,7461.0000,1,6.5
138896919,6,469.0,39,1070.0000,1,6.5
125686252,2,555.414,13,3240.0000,1,6.5
152971769,2,200.08,13,940.0000,1,6.5
144774147,4,1972.93,26,2153.0000,1,6.5
71568666,4,1501.12,26,2830.0000,1,6.5
150381427,10,7634.390000000001,65,105794.0000,1,6.5
62085868,4,296.96,26,1123.0000,1,6.5
153096751,2,865.6400000000001,13,1660.0000,1,6.5
107265901,21,5189.15,136,13015.0000,1,6.48
103947513,599,98348.99000000006,3883,20488.0000,1,6.48
116512225,5,802.7969999999999,32,3218.0000,1,6.4
148989226,8,3325.04,51,7701.0000,1,6.38
136147845,49,104589.78000000001,312,3700.0000,3,6.37
118639719,6,977.9000000000001,38,3227.0000,1,6.33
141031889,3,292.0,19,457.0000,1,6.33
143068129,12,711.0,76,2569.0000,1,6.33
84591789,6,1425.8808,38,4470.0000,1,6.33
135798333,64,9482.1,404,12513.0000,1,6.31
149423817,32,21337.1408,202,21020.0000,1,6.31
145943070,17,84184.63999999998,107,22447.0000,1,6.29
109250621,34,16012.419999999998,214,23569.0000,1,6.29
99286789,34,3188.0,214,6097.0000,1,6.29
23144443,221,66106.28,1368,20520.0000,1,6.19
123394571,56,6645.719999999998,346,6750.0000,1,6.18
148386221,85,3068081.5499999993,525,977120.0000,1,6.18
124002268,38,111804.74000000002,234,32520.0000,1,6.16
122673424,8,1080.0,49,15605.0000,1,6.13
148498487,10,13094.185999999998,61,11547.0000,1,6.1
148043993,62,16288.600000000002,377,9727.0000,1,6.08
152703682,49,28686.0,296,28310.0000,2,6.04
142793685,45,11018.21,272,2940.0000,1,6.04
152225370,1,15.31,6,95.0000,1,6.0
100478378,1,610.1,6,732.0000,1,6.0
153010829,1,54.27,6,461.0000,4,6.0
137657236,2,1203.012,12,6354.0000,1,6.0
146183045,5,121.44999999999999,30,5659.0000,1,6.0
152711920,1,2.01,6,8.0000,1,6.0
106672963,1,3.07,6,153.0000,1,6.0
153110780,1,10.65,6,1951.0000,1,6.0
152586735,1,14.0,6,144.0000,1,6.0
126604145,1,10.37,6,335.0000,1,6.0
153106858,3,800.0,18,2591.0000,1,6.0
150014993,1,11.0,6,181.0000,1,6.0
89835311,1,37.44,6,1840.0000,1,6.0
153064235,2,779.0,12,960.0000,1,6.0
124379482,2,60.900000000000006,12,640.0000,1,6.0
143870577,1,65.14,6,1816.0000,1,6.0
153064246,2,779.0,12,960.0000,1,6.0
92847523,9,20425.6,54,20194.0000,1,6.0
127176303,10,5471.51,60,12900.0000,1,6.0
134212627,1,113.25,6,1724.0000,1,6.0
153048270,1,50.37,6,1250.0000,1,6.0
126894547,1,120.518,6,610.0000,1,6.0
144807876,9,100706.77,54,16000.0000,1,6.0
123494146,1,37.0,6,162.0000,1,6.0
142382541,4,547.52,24,7685.0000,1,6.0
152595160,1,64.51,6,320.0000,1,6.0
152349384,1,1508.34,6,1551.0000,1,6.0
152995374,2,34.22,12,152.0000,1,6.0
105082871,16,537452.8,95,1333704.0000,1,5.94
52165204,34,178992.0,202,103047.0000,1,5.94
152068255,18,12822.68,107,13614.0000,1,5.94
110615662,208,21823.750000000004,1227,155042.0000,2,5.9
140537408,8,7424.639999999999,47,7988.0000,1,5.88
69672141,7,892.0,41,3487.0000,1,5.86
71191275,49,42970.700000000004,287,68377.0000,1,5.86
148375300,121,33765.95999999999,705,96621.0000,1,5.83
112316307,68,50954.74000000001,396,27346.0000,2,5.82
152347453,176,2416.8199999999997,1017,1775.0000,1,5.78
152872426,60,18824.0,346,9649.0000,1,5.77
128853297,301,23397.269999999997,1737,6390.0000,2,5.77
153040352,4,240.2,23,720.0000,1,5.75
150661152,4,264.03999999999996,23,2757.0000,1,5.75
143318917,8,19951.2,46,19035.0000,1,5.75
150672782,38,47833389.58,218,17841757.0000,1,5.74
24151435,11,2402.465,63,1129.0000,1,5.73
147794471,7,5499.68,40,9371.0000,1,5.71
151325601,6,674.79,34,2179.0000,3,5.67
131679833,29,3787.3599999999997,164,11121.0000,1,5.66
153087646,86,40093.56,487,32199.0000,1,5.66
140523093,14,1560.8000000000002,79,5455.0000,1,5.64
58698061,8,776.39,45,450.0000,1,5.63
148484903,5,1497.7,28,1977.0000,1,5.6
150237185,10,5100.0,56,5800.0000,1,5.6
151590322,213,50569.330000000016,1190,17290.0000,1,5.59
95575034,7,6911.209999999999,39,8486.0000,1,5.57
118165542,7,20304080.0,39,4076800.0000,1,5.57
152033159,9,391.71,50,1158.0000,1,5.56
145534836,18,60488.25,100,67750.0000,1,5.56
142009988,20,40407.8,111,118550.0000,1,5.55
114657127,15,40819.65,83,17487.0000,1,5.53
144560823,4,130.4,22,230.0000,1,5.5
150445850,2,101.08000000000001,11,512.0000,1,5.5
148406065,2,249.8,11,4624.0000,1,5.5
126687912,2,31.119999999999997,11,200.0000,1,5.5
113774023,2,1974.92,11,322.0000,1,5.5
152648136,2,458.58000000000004,11,3033.0000,1,5.5
147105995,6,629.2,33,1733.0000,1,5.5
142062380,4,905.56,22,2285.0000,2,5.5
146295837,2,230.2622,11,2083.0000,1,5.5
133082156,4,51115.24,22,3280.0000,1,5.5
153100832,2,4542.42,11,6500.0000,1,5.5
148723213,2,104.02000000000001,11,1723.0000,1,5.5
126382358,4,166.55759999999998,22,1433.0000,1,5.5
142658235,46,89508.5,252,38619.0000,1,5.48
106854977,267,46369.73999999998,1463,29494.0000,1,5.48
97643978,13,12341.079999999998,71,53143.0000,1,5.46
76434948,11,413.11,60,654.0000,1,5.45
148526758,29,3862.1400000000003,158,7180.0000,1,5.45
147713556,11,724.4900000000001,60,970.0000,1,5.45
122247385,5,129000.0,27,30000.0000,1,5.4
114265807,5,1306.5000000000002,27,3704.0000,1,5.4
152783360,10,702.12,54,2772.0000,1,5.4
150411805,8,274.63999999999993,43,3429.0000,1,5.38
63158734,31,4830.200000000001,166,29589.0000,1,5.35
149147059,58,8151.0649,310,7643.0000,1,5.34
124475555,29,81365.62000000001,155,138244.0000,1,5.34
92693079,3,2372.91,16,3980.0000,1,5.33
141956026,9,4162.3149,48,1210.0000,1,5.33
136203498,3,4827.299999999999,16,10252.0000,1,5.33
153078137,3,141.91,16,341.0000,1,5.33
98116455,6,1003.9000000000001,32,1766.0000,1,5.33
133480047,60,28925.309999999998,319,6030.0000,3,5.32
148333786,14,13162.28,74,45504.0000,1,5.29
139448716,7,1833.93,37,1200.0000,1,5.29
145411896,25,25245.75,132,14804.0000,1,5.28
150009667,11,3701.03,58,3170.0000,1,5.27
99026339,26,7360.880000000001,137,6417.0000,1,5.27
152741826,4,1110.0,21,131.0000,1,5.25
6203775,4,1348.0,21,3489.0000,2,5.25
82999628,4,3450.2799999999997,21,11613.0000,1,5.25
130461362,160,341158.8,839,69500.0000,1,5.24
149557258,27,10508.32,141,27216.0000,1,5.22
33263330,24,6540000.0,125,2600000.0000,2,5.21
152821813,19,867.74,99,1303.0000,1,5.21
148834602,25,29007.510000000002,130,81685.0000,1,5.2
146094077,15,69517.45,78,47165.0000,2,5.2
113697019,22,34289.61,114,83242.0000,1,5.18
151683424,60,135200000.0,311,75050000.0000,1,5.18
148487236,6,844.8599999999999,31,2959.0000,1,5.17
153051204,72,48032.31999999999,372,23630.0000,1,5.17
32209946,20,10237.800000000001,103,31619.0000,3,5.15
138979919,36,13463.079999999998,185,5766.0000,1,5.14
148464032,7,5029.08,36,3870.0000,1,5.14
153043750,29,4939.95,149,6456.0000,1,5.14
153102953,7,286.0,36,704.0000,1,5.14
149306783,8,3090.18,41,4422.0000,1,5.13
151934517,60,2093280.0,307,297440.0000,1,5.12
140420760,16,1957.0,81,1110.0000,1,5.06
151184011,48,18210.1,242,10091.0000,1,5.04
139127707,28,26657.22,141,40961.0000,1,5.04
119794081,3,6000.36,15,9000.0000,1,5.0
105911653,1,10.26,5,77.0000,1,5.0
153111035,4,3931.52,20,3680.0000,1,5.0
150313771,1,50.3519,5,80.0000,1,5.0
128701668,8,290.6,40,1825.0000,1,5.0
31273862,1,309.4833,5,5309.0000,1,5.0
148137923,3,130.07999999999998,15,393.0000,1,5.0
99667488,1,3.5,5,32.0000,1,5.0
150578829,2,25.4,10,112.0000,1,5.0
153096228,2,37.6,10,559.0000,1,5.0
153111039,4,3900.8,20,3600.0000,1,5.0
152516988,2,135060.31,10,902969.0000,1,5.0
146113208,6,146.02,30,235.0000,1,5.0
149381005,4,114.03,20,1568.0000,1,5.0
148460575,15,21015.3,75,166515.0000,1,5.0
152815036,16,3332484.0,80,5776030.0000,1,5.0
146946881,1,44.46,5,2244.0000,1,5.0
125959850,17,4313.330000000001,85,30597.0000,2,5.0
143452599,2,1201.22,10,1313.0000,1,5.0
117987115,1,50.4,5,90.0000,1,5.0
153110914,4,4040.0,20,3600.0000,1,5.0
150832458,5,211.95,25,539.0000,1,5.0
130631845,2,140.88,10,791.0000,1,5.0
151972087,1,400.98,5,247.0000,1,5.0
134194009,1,64.01,5,1123.0000,1,5.0
150912516,1,95.12,5,14.0000,1,5.0
142092636,1,1710.48,5,420.0000,1,5.0
152564095,2,201.77,10,1150.0000,1,5.0
128346751,1,28.48,5,3181.0000,1,5.0
144329606,1,10.0,5,205.0000,1,5.0
139925919,1,5169.3299,5,12357.0000,1,5.0
152991776,8,23485.92,40,12292.0000,1,5.0
142012574,6,1771.1999999999998,30,1549.0000,1,5.0
152560241,1,37.65,5,177.0000,1,5.0
146071260,2,341082.0,10,315000.0000,1,5.0
148823809,7,3659.97,35,8266.0000,1,5.0
153111036,4,3960.32,20,4000.0000,1,5.0
153013486,10,248.992,50,1150.0000,1,5.0
107289157,2,1900.0,10,5822.0000,1,5.0
151000784,2,4.45,10,57.0000,1,5.0
147132231,3,190.23,15,1087.0000,1,5.0
147346224,69,14632.7,345,46421.0000,1,5.0
47610805,2,161.4,10,110.0000,1,5.0
148437367,59,70880.19,294,60933.0000,1,4.98
148405938,88,19704.42,438,33701.0000,1,4.98
103920741,114,20035.5,567,7510.0000,1,4.97
153081895,31,6845.56,153,6720.0000,1,4.94
151283387,13,10904.050000000001,64,12031.0000,1,4.92
71510854,19,761.3199999999999,93,9369.0000,1,4.89
135619606,15,21768.649999999998,73,24434.0000,1,4.87
7745236,15,3858.9999999999995,73,7382.0000,1,4.87
89407377,7,40356.130000000005,34,374314.0000,1,4.86
111753045,7,6508.89,34,1170.0000,1,4.86
120057572,7,2301.26,34,3355.0000,1,4.86
142065028,27,3459.42,131,8106.0000,1,4.85
152187733,25,608115.94,121,477821.0000,1,4.84
126619549,6,3402.75,29,1010.0000,2,4.83
113276922,6,88124.44000000002,29,32114.0000,1,4.83
118167369,6,6224.34,29,631.0000,2,4.83
149909966,6,308.06,29,670.0000,1,4.83
149811950,6,537.4399999999999,29,824.0000,1,4.83
147435539,14,10111.0,67,8930.0000,1,4.79
145839318,9,31639.690000000002,43,9912.0000,3,4.78
144139290,18,1921.1511999999998,86,6311.0000,2,4.78
81889980,131,15927347.159999995,623,11679700.0000,2,4.76
148795332,4,71.96000000000001,19,719.0000,1,4.75
152907769,18,1432.92,85,1238.0000,1,4.72
153104463,87,125153.16,410,13840.0000,1,4.71
149065917,7,1102.5746,33,3210.0000,1,4.71
139961817,23,3635.3590999999997,108,4442.0000,1,4.7
151608604,33,4019.7008,155,15112.0000,1,4.7
148004576,16,27346.0,75,18866.0000,1,4.69
153088321,6,430000.0,28,1114200.0000,1,4.67
150580571,3,297.52,14,2910.0000,1,4.67
98656119,24,3800.58,112,20837.0000,2,4.67
151219391,3,202.55,14,764.0000,1,4.67
122362300,3,508.9100000000001,14,1365.0000,1,4.67
153100078,3,254.94,14,504.0000,1,4.67
116292699,3,708.36,14,69540.0000,1,4.67
142899085,3,692.46,14,160.0000,1,4.67
73623181,71,338136.83999999997,331,183049.0000,1,4.66
133469493,17,7939.759999999999,79,2771.0000,2,4.65
111319384,11,4980.09,51,2682.0000,1,4.64
114046990,19,84307.9681,88,237491.0000,1,4.63
138189828,23,18378.91,106,3671.0000,1,4.61
140705117,5,475.95000000000005,23,2188.0000,1,4.6
59203590,5,2673.5,23,2730.0000,1,4.6
32630138,5,104100.0,23,2835.0000,1,4.6
144504105,5,173.64999999999998,23,511.0000,1,4.6
152173909,39,19040.780000000002,179,7517.0000,1,4.59
125094384,69,68520.23,317,106436.0000,1,4.59
124429626,14,5543.1,64,22270.0000,1,4.57
142093290,7,444.76,32,5143.0000,1,4.57
145499274,9,227.06999999999996,41,14357.0000,1,4.56
151464186,80,34595.77,365,13675.0000,1,4.56
145710789,11,1263.51,50,3729.0000,1,4.55
151900042,14,1005.5200000000001,63,1022.0000,1,4.5
152689545,2,1000.1,9,3584.0000,1,4.5
144242115,12,1299.2796000000003,54,2998.0000,1,4.5
137181246,2,52.65,9,188.0000,1,4.5
55925078,74,114370.06459999997,333,50640.0000,1,4.5
124253041,2,4740.0,9,700.0000,1,4.5
152972683,10,1552.25,45,8509.0000,1,4.5
147844800,2,34.36,9,1207.0000,1,4.5
127443780,2,1038.42,9,3827.0000,1,4.5
115030792,2,64.6,9,314.0000,1,4.5
136941579,2,51.06,9,616.0000,1,4.5
142016214,2,152.5,9,470.0000,1,4.5
153095415,2,31.159999999999997,9,100.0000,1,4.5
146479847,2,1582.48,9,780.0000,1,4.5
71799915,2,47.28,9,137.0000,1,4.5
152294047,2,6000.74,9,6400.0000,1,4.5
153087582,2,1251.7,9,850.0000,1,4.5
153109694,2,368.36,9,3456.0000,1,4.5
153002162,23,11735.400000000001,103,1450.0000,1,4.48
152757118,33,146845.32,148,19906.0000,1,4.48
152104383,33,38102.44,147,27861.0000,1,4.45
152605079,44,56027.600000000006,195,69877.0000,1,4.43
152391589,21,10052.85,93,16913.0000,1,4.43
134308334,21,104921.71,93,570966.0000,1,4.43
149263233,26,521364.0,115,47720.0000,1,4.42
153110654,5,1244.1,22,1020.0000,1,4.4
143877442,5,1859.45,22,2633.0000,2,4.4
139633353,5,484.0,22,852.0000,1,4.4
120409778,13,557818.995,57,309615.0000,1,4.38
150309945,24,3630.8399999999997,105,12535.0000,1,4.38
151568149,79,914692.55,345,741070.0000,1,4.37
153049938,22,4389.98,96,11399.0000,1,4.36
148615768,14,6881.81,61,5157.0000,1,4.36
149708983,3,3783.93,13,5200.0000,1,4.33
145335689,6,964.5,26,980.0000,1,4.33
152241991,6,1070.0,26,705.0000,1,4.33
149625365,6,1950.8057999999999,26,10706.0000,1,4.33
34616333,13,587.31,56,667.0000,1,4.31
144966084,10,1230.95,43,5254.0000,1,4.3
152969785,10,4180.0,43,7981.0000,1,4.3
143532701,21,307.12,90,804.0000,1,4.29
126387104,34,24851.0,146,5400.0000,1,4.29
122550758,96,156244.9,411,188060.0000,3,4.28
151746371,11,1878.26,47,9312.0000,1,4.27
147462406,78,23617.780000000006,332,3690.0000,1,4.26
151544627,8,85556.97,34,29000.0000,1,4.25
147764337,71,1593091.1500000004,302,907584.0000,1,4.25
105229432,4,543440.16,17,1860501.0000,1,4.25
36894888,21,6024.389999999999,89,51446.0000,4,4.24
150084791,30,15917.7,127,17630.0000,1,4.23
142471788,9,650005.1300000001,38,1722806.0000,1,4.22
145066647,5,269.25,21,464.0000,1,4.2
114426953,5,6008.85,21,18330.0000,1,4.2
147866367,32,12895.14,134,936.0000,1,4.19
141094378,158,68345.41999999997,660,22717.0000,1,4.18
152977670,6,829.14,25,270.0000,1,4.17
152928726,6,815.78,25,2219.0000,1,4.17
143940163,151,72600.79999999999,629,58426.0000,1,4.17
144049073,24,42084.59,100,47291.0000,1,4.17
151315662,6,2917.2,25,80050.0000,1,4.17
145987065,6,3521.62,25,8942.0000,1,4.17
151977258,6,171.6,25,297.0000,2,4.17
142072076,38,6983.56,158,5297.0000,1,4.16
89837297,13,4770.5,54,4119.0000,1,4.15
147444239,7,7300.18,29,17270.0000,1,4.14
119495192,16,777.14,66,1120.0000,1,4.13
35850504,30,144938.91,124,386655.0000,1,4.13
153100538,43,71369.0,177,3160.0000,1,4.12
148426442,27,21599.88,111,24715.0000,1,4.11
120018045,18,6091.34,74,23095.0000,1,4.11
140366488,21,72341.10999999999,86,52200.0000,1,4.1
153070602,51,18668.9,209,21603.0000,1,4.1
150948780,10,2252.442,41,9824.0000,1,4.1
144956314,11,3390.82,45,2757.0000,1,4.09
153094559,13,23093.26,53,46681.0000,2,4.08
151966199,12,2550.38,49,3091.0000,1,4.08
153065149,54,17835.459999999995,220,6202.0000,1,4.07
151029567,73,50028.54000000001,297,13421.0000,2,4.07
152729733,60,8943.05,244,12907.0000,1,4.07
151643160,17,12540.100000000002,69,14171.0000,1,4.06
153105014,35,16336.141500000002,142,5320.0000,1,4.06
151037483,269,452743.45999999985,1093,105186.0000,1,4.06
152726667,243,54470.810000000005,984,24591.0000,1,4.05
142011700,26,44251.36,105,92569.0000,1,4.04
152680113,56,61829.520000000004,225,98140.0000,1,4.02
128053185,2,1562.886,8,6217.0000,1,4.0
147459166,3,183.61,12,550.0000,2,4.0
151875392,1,119.29,4,15597.0000,1,4.0
152760489,3,452.22,12,2270.0000,2,4.0
153111156,1,1180.0,4,1230.0000,1,4.0
137143726,1,9.0,4,93.0000,1,4.0
150521313,16,1749.1999999999998,64,1906.0000,1,4.0
37857960,1,40.6,4,40.0000,1,4.0
146360878,3,95.53,12,448.0000,1,4.0
149130026,3,854.89,12,741.0000,1,4.0
121808738,1,17.49,4,410.0000,1,4.0
142264273,1,15.64,4,215.0000,1,4.0
147809315,2,3243.92,8,2900.0000,1,4.0
153111007,1,1487.34,4,1474.0000,1,4.0
143578028,1,100.83,4,389.0000,1,4.0
143699160,1,115.03,4,731.0000,1,4.0
141225172,1,62.0,4,125.0000,1,4.0
152715496,1,1500.0,4,265.0000,1,4.0
151346742,1,11786.69,4,245253.0000,1,4.0
144942423,1,100.04,4,345.0000,1,4.0
140134180,22,21271.38,88,22249.0000,1,4.0
143165866,1,10.2408,4,618.0000,1,4.0
103893365,1,10.06,4,58.0000,1,4.0
153110559,4,1908.0,16,1680.0000,1,4.0
134163785,1,27.18,4,447.0000,1,4.0
129290993,1,101.0,4,365.0000,1,4.0
151302189,10,14347.072,40,70684.0000,1,4.0
144028332,12,1229.9,48,984.0000,1,4.0
125882647,1,207.0,4,530.0000,1,4.0
153101584,2,5801.24,8,596.0000,1,4.0
147479978,1,191.13,4,41.0000,1,4.0
152084839,8,2604.56,32,4229.0000,1,4.0
122589363,1,67.48,4,999.0000,1,4.0
152690109,10,1681308.0,40,1955584.0000,1,4.0
142718156,1,160.3239,4,524.0000,1,4.0
150756026,1,69.37,4,350.0000,1,4.0
112057512,6,2272.02,24,1391.0000,1,4.0
36065483,1,5002.64,4,12696.0000,1,4.0
127932408,1,101.34,4,80.0000,1,4.0
130408970,2,62.85,8,669.0000,1,4.0
116590878,2,300.0,8,1290.0000,1,4.0
135410006,15,652.7,60,4489.0000,1,4.0
143345590,2,559.72,8,907.0000,1,4.0
153111049,1,3388.0,4,3478.0000,1,4.0
112650086,1,313.19,4,570.0000,1,4.0
148788778,1,107.87,4,551.0000,1,4.0
148526920,1,402.98,4,652.0000,1,4.0
127067622,2,450.24,8,705.0000,3,4.0
150880112,2,2000.0,8,1661.0000,1,4.0
126543367,3,201.06,12,2671.0000,1,4.0
133153727,2,35.34,8,573.0000,1,4.0
129540684,1,200.55,4,650.0000,1,4.0
152899898,1,200.06,4,400.0000,1,4.0
152881173,46,277139.5,183,4895.0000,1,3.98
122589326,190,145335.32,756,195927.0000,1,3.98
44540989,34,2809.4999999999995,135,1253.0000,1,3.97
151484188,113,1196636.1099999999,447,523250.0000,1,3.96
152264271,44,17558.4,174,10062.0000,1,3.95
114791402,20,1285.45,79,1557.0000,1,3.95
5802067,22,60431.200000000004,87,182350.0000,1,3.95
119978627,354,208734.34999999992,1399,88517.0000,1,3.95
146361324,54,7315.029999999999,212,5011.0000,1,3.93
153065127,24,1110.06,94,2148.0000,1,3.92
134920997,56,35964.35,219,103268.0000,1,3.91
152308263,20,16634.1,78,59896.0000,1,3.9
150078697,9,546.0,35,699.0000,1,3.89
52214773,63,34962.0,245,36160.0000,1,3.89
152625844,16,1688.5,62,2421.0000,1,3.88
136178148,68,16029.900000000001,263,1611.0000,1,3.87
126599806,21,29207.409999999996,81,43522.0000,1,3.86
114221354,7,815.3,27,7916.0000,1,3.86
151109831,26,155914.75000000003,100,84450.0000,1,3.85
123756448,26,5636.359999999999,100,1934.0000,1,3.85
134690611,13,1526.57,50,21192.0000,1,3.85
117214769,67,24643.71,257,40225.0000,1,3.84
124956984,6,1144.66,23,1026.0000,1,3.83
114565985,6,2390.3399999999997,23,5155.0000,1,3.83
151550778,6,3101.0,23,13643.0000,1,3.83
18263546,11,3578.26,42,12076.0000,1,3.82
101518355,17,3178.2799999999997,65,6533.0000,1,3.82
146344477,5,1020.0,19,2500.0000,1,3.8
114379378,10,1260.4,38,3357.0000,1,3.8
152283326,5,42040.36,19,106706.0000,1,3.8
142017181,5,6637.25,19,3367.0000,1,3.8
152698931,5,1109.1,19,1500.0000,1,3.8
151227236,5,1422.07,19,5620.0000,1,3.8
103273038,82,43315.579999999994,311,15650.0000,1,3.79
151856847,266,311155.76000000007,1009,105446.0000,1,3.79
151518159,14,287.07,53,713.0000,1,3.79
85111639,91,1191875.1199999999,345,1465362.0000,1,3.79
152561953,9,4481.24,34,27733.0000,1,3.78
142220999,31,6328.599999999999,117,3986.0000,1,3.77
152036747,13,1824.73,49,4357.0000,1,3.77
122903488,13,9998.850000000002,49,785.0000,1,3.77
123039362,21,3795.59,79,2450.0000,1,3.76
35204565,4,577.558,15,8146.0000,4,3.75
147804372,4,28469.763000000003,15,440.0000,1,3.75
49186175,8,2352.28,30,2168.0000,1,3.75
152844706,4,3726.48,15,2658.0000,1,3.75
75357079,4,693.0699999999999,15,29.0000,1,3.75
147490464,4,110.0,15,7573.0000,1,3.75
150999682,4,1443.96,15,1446.0000,1,3.75
152560522,4,1806.04,15,6650.0000,1,3.75
150656232,4,2357.6,15,650.0000,1,3.75
105776479,4,429.32000000000005,15,1214.0000,1,3.75
137545626,12,737.56,45,837.0000,1,3.75
108676379,4,132.1336,15,158.0000,1,3.75
151559095,4,5287.8,15,10246.0000,1,3.75
137879854,12,13143.6,45,9475.0000,1,3.75
153107430,8,590.6600000000001,30,1928.0000,2,3.75
126707839,30,13280.365,112,6449.0000,1,3.73
153110254,11,3672.16,41,1638.0000,1,3.73
151799695,7,8491.61,26,2200.0000,1,3.71
133330798,10,5556.85,37,15165.0000,2,3.7
120032743,10,9657.3,37,3639.0000,1,3.7
150283260,37,405224.79,137,254880.0000,1,3.7
151274304,13,6236.4529999999995,48,14400.0000,1,3.69
152979882,856,9222669.360000025,3150,31500.0000,1,3.68
151963627,22,5596.5,81,1416.0000,1,3.68
142067855,3,2302.64,11,3926.0000,1,3.67
137525285,6,1385.6799999999998,22,5026.0000,1,3.67
145081908,6,275.92,22,5564.0000,1,3.67
132347397,3,109.09,11,200.0000,1,3.67
26234815,3,950.6510999999999,11,2180.0000,1,3.67
148710427,3,1822.78,11,6671.0000,1,3.67
151640849,3,2901.43,11,4695.0000,1,3.67
143692660,6,2207.06,22,2286.0000,1,3.67
137280528,33,3743.4032999999995,121,3096.0000,1,3.67
148637451,3,595.9000000000001,11,1290.0000,1,3.67
146358106,6,484.76,22,618.0000,1,3.67
136910186,12,6070.8,44,2621.0000,1,3.67
153085674,3,275.96,11,400.0000,1,3.67
145943143,3,490.54,11,929.0000,1,3.67
152249123,6,6068.4400000000005,22,48784.0000,1,3.67
116343053,54,23754.440000000002,197,27781.0000,1,3.65
147329705,11,15144.52,40,23893.0000,1,3.64
143980199,32,82228.6,116,6670.0000,1,3.63
148315537,79,158896.1,286,57602.0000,1,3.62
133831900,173,14585.149999999998,624,8788.0000,1,3.61
149058286,31,3828.5,112,2178.0000,1,3.61
152214582,38,8380.55,137,5551.0000,1,3.61
129906132,5,2395.4500000000003,18,6368.0000,1,3.6
151174569,5,7676.3820000000005,18,540.0000,1,3.6
74209325,10,1123.5,36,1337.0000,1,3.6
99485322,63,71025.60000000002,227,39351.0000,1,3.6
56361727,5,11691.775000000001,18,975.0000,1,3.6
153096633,5,4851.0,18,3800.0000,1,3.6
34473511,12,25895.32,43,18410.0000,1,3.58
153049699,80,72864.17,286,47841.0000,1,3.58
140633729,23,6837.71,82,6773.0000,1,3.57
69680082,9,795.0799999999999,32,5137.0000,1,3.56
83352238,9,577.5500000000001,32,356.0000,1,3.56
145726111,11,7168.500000000001,39,4885.0000,1,3.55
133573020,11,1509.71,39,3225.0000,1,3.55
150416564,11,8460.02,39,7060.0000,1,3.55
141036820,26,12904.66,92,20125.0000,1,3.54
152090793,13,14509.310000000001,46,4449.0000,4,3.54
152031686,81,13540.410000000003,287,2040.0000,1,3.54
139144177,37,79417.6485,131,308127.0000,1,3.54
93227718,25,19313.999999999996,88,15458.0000,1,3.52
17424057,75,60986.850000000006,263,45949.0000,1,3.51
152629231,4,141.32,14,510.0000,1,3.5
142349530,2,302.0,7,296.0000,1,3.5
142197865,2,33.9,7,1208.0000,1,3.5
152352347,16,108488.67,56,6135.0000,1,3.5
113289232,6,300.08,21,5149.0000,1,3.5
