uid,bet01_笔数,bet01_投注额,daily_笔数_跨产品汇总,daily_金额_跨产品汇总,当天涉及产品数,笔数倍差_修正后
153131643,1,20.0,1,20.0000,1,1.0
153111799,19,3534.2099999999996,19,590.0000,1,1.0
153134316,4,1187.4,4,320.0000,1,1.0
149417565,550,351272500.0,550,22820000.0000,1,1.0
150990062,5,11401.0,5,5000.0000,1,1.0
153093153,2,1462.4,2,600.0000,1,1.0
97148266,5,70068.6,5,25209.0000,2,1.0
112281577,2,109.78,2,109.0000,1,1.0
153134971,9,3495.09,9,800.0000,1,1.0
127665238,29,125334.98000000001,29,11510.0000,1,1.0
139019874,9,14233.82,9,505.0000,1,1.0
153115229,115,38834.573,115,3500.0000,1,1.0
150568774,4,1005.26,4,60.0000,1,1.0
153112462,2,852.0,2,100.0000,1,1.0
79641379,11,1391.1,11,650.0000,1,1.0
125953061,29,18599.0,29,920.0000,1,1.0
153115696,7,5721.700000000001,7,260.0000,1,1.0
146991144,1,22.85,1,22.0000,1,1.0
153028188,2,641.8,2,300.0000,1,1.0
152778002,5,125.85,5,90.0000,1,1.0
148783830,5,250.25,5,149.0000,1,1.0
147471938,40,113595.20000000001,40,8000.0000,1,1.0
150487422,1,21.35,1,21.0000,1,1.0
147414415,1,11.01,1,11.0000,1,1.0
153122199,1,99.3,1,99.0000,1,1.0
153111307,1,700.5,1,700.0000,1,1.0
153122172,1,10.82,1,10.0000,1,1.0
113052118,34,101276.0,34,14300.0000,1,1.0
151245551,41,22598.014700000007,41,810.0000,1,1.0
127327669,109,14608.25,109,2534.0000,1,1.0
151879729,2,358.62,2,200.0000,1,1.0
153116557,1,15.96,1,15.0000,1,1.0
153115690,1,12.43,1,12.0000,1,1.0
153113491,8,3968.0,8,520.0000,1,1.0
153113456,16,16583.040000000005,16,3800.0000,1,1.0
153132989,1,13.24,1,13.0000,1,1.0
153132018,1,44.92,1,10.0000,1,1.0
150664806,3,48.8993,3,207.0000,1,1.0
144738201,1,1500.0673,1,1500.0000,1,1.0
153135445,4,396.2,4,160.0000,1,1.0
128031063,1,30.8435,1,30.0000,1,1.0
152052082,1,10.71,1,9.0000,1,1.0
153130342,1,701.0,1,100.0000,1,1.0
149430963,1,179.21,1,179.0000,1,1.0
149396764,1,22.96,1,20.0000,1,1.0
32262331,2,82.89920000000001,2,82.0000,1,1.0
149502290,2,3011.92,2,3011.0000,1,1.0
124066593,18,1617.1000000000001,18,554.0000,1,1.0
116431129,1,100.51,1,50.0000,1,1.0
152745171,2,10352.9,2,240.0000,1,1.0
151776755,17,6446.0,17,300.0000,2,1.0
130247880,7,971.5699999999999,7,356.0000,1,1.0
99247761,1,390.2825,1,30.0000,1,1.0
153112014,7,24721.13,7,160.0000,1,1.0
122006478,2,79.98,2,78.0000,1,1.0
153124390,1,10.16,1,10.0000,1,1.0
148471209,2,59.0,2,59.0000,1,1.0
144268641,3,601.7439999999999,3,250.0000,1,1.0
149327724,1,11.97,1,11.0000,1,1.0
153073897,4,790.0,4,220.0000,1,1.0
142168037,1,152.85,1,50.0000,1,1.0
99403914,5,97.1,5,93.0000,1,1.0
143734754,2,3001.8868,2,3000.0000,1,1.0
152553046,6,110.4976,6,36.0000,1,1.0
153137655,4,1187.4,4,320.0000,1,1.0
152696232,21,4043.5299999999997,21,1140.0000,1,1.0
151485213,1,10.7089,1,10.0000,1,1.0
22910589,2,178.5,2,60.0000,1,1.0
151425543,32,52806.6,32,3685.0000,1,1.0
152524750,5,645.2,5,284.0000,1,1.0
153044052,2,551.6,2,300.0000,1,1.0
152903357,1,101.22,1,101.0000,1,1.0
119957806,5,3647.5434999999998,5,60.0000,1,1.0
145066104,7,7009966.043399999,7,413000.0000,1,1.0
153113836,20,20628.0,20,4000.0000,1,1.0
153114270,18,5642.301799999999,18,870.0000,1,1.0
42581742,7,9479.3,7,1704.0000,1,1.0
153114544,3,62.489999999999995,3,30.0000,1,1.0
126795058,158,606635.7399,158,196767.0000,1,1.0
150089861,5,2609.9,5,1200.0000,1,1.0
149129717,7,763.6600000000001,7,609.0000,1,1.0
146889842,14,382.74,14,225.0000,1,1.0
133835813,15,7323.5,15,2634.0000,1,1.0
75851071,3,406.02,3,187.0000,1,1.0
153114101,8,8500.0,8,4000.0000,1,1.0
149189221,6,3173.26,6,660.0000,1,1.0
14842690,24,189372.03000000003,24,9719.0000,1,1.0
153114179,8,3994.4,8,520.0000,1,1.0
139592813,10,60.699999999999996,10,24.0000,1,1.0
100277248,38,43535.892,38,6540.0000,1,1.0
149964659,4,301.6,4,200.0000,1,1.0
105304420,1,178.69,1,178.0000,1,1.0
147961484,1,108150.0,1,100.0000,1,1.0
145880688,2,69.2,2,68.0000,1,1.0
132123116,3,1841.35,3,40.0000,1,1.0
63829950,22,1386.6399999999999,22,637.0000,1,1.0
152993526,9,88162.0,9,12000.0000,1,1.0
27320030,7,12622.9411,7,5513.0000,1,1.0
98614506,8,1969.8600000000001,8,645.0000,1,1.0
153119268,1,531.46,1,30.0000,1,1.0
148957812,2,403.6,2,200.0000,1,1.0
147414137,2,78.8,2,78.0000,1,1.0
138002935,5,15281.696,5,3528.0000,1,1.0
153123034,4,1187.4,4,320.0000,1,1.0
122868733,1,2999.9,1,500.0000,1,1.0
153123276,4,453.39959999999996,4,257.0000,1,1.0
79579186,7,227.97999999999996,7,102.0000,1,1.0
143279224,5,7985.950000000001,5,5972.0000,1,1.0
145494436,23,68882.88000000002,23,8320.0000,1,1.0
120291834,12,1829.4700000000003,12,1242.0000,1,1.0
153123866,8,3964.0,8,520.0000,1,1.0
123681382,4,115.84,4,104.0000,1,1.0
153123638,5,82.52000000000001,5,5.0000,1,1.0
149947108,3,148.83,3,147.0000,1,1.0
152399227,7,154.91,7,70.0000,1,1.0
147470150,37,18306.059999999998,37,7134.0000,1,1.0
153112834,4,790.0,4,220.0000,1,1.0
80448388,3,407.44,3,346.0000,1,1.0
134187889,1,15.65,1,15.0000,1,1.0
115914925,8,339.5,8,156.0000,1,1.0
153125135,3,250.0,3,150.0000,1,1.0
146992838,9,2570.9400000000005,9,585.0000,1,1.0
121613316,3,909.0,3,300.0000,2,1.0
150866006,1,44876.08,1,2400.0000,1,1.0
153064437,13,4358.75,13,850.0000,1,1.0
153113714,2,701.6,2,200.0000,1,1.0
76240184,6,593.34,6,254.0000,1,1.0
153048322,1,21.09,1,21.0000,1,1.0
135860770,10,3092.6000000000004,10,655.0000,1,1.0
124156115,2,511.55999999999995,2,360.0000,1,1.0
127257677,5,831.5,5,481.0000,1,1.0
120061949,2,56.97,2,56.0000,1,1.0
62323348,5,4960.2,5,69.0000,2,1.0
153130370,8,1865.6,8,240.0000,1,1.0
142036616,1,308.9,1,308.0000,1,1.0
141216491,6,283.41999999999996,6,161.0000,1,1.0
120611526,13,1999.03,13,1099.0000,1,1.0
132707974,4,1790.0,4,500.0000,1,1.0
125995550,1,363.75,1,363.0000,1,1.0
153135250,2,37.54,2,36.0000,1,1.0
153132262,1,411.55,1,400.0000,1,1.0
153060546,9,765.5,9,200.0000,1,1.0
152724994,2,133.7,2,132.0000,1,1.0
27616630,13,306.55,13,170.0000,1,1.0
149450555,2,183.44,2,183.0000,1,1.0
152213835,5,3766.0,5,1540.0000,1,1.0
144267896,9,785.87,9,110.0000,1,1.0
150509446,13,8369.1,13,1220.0000,1,1.0
153134781,3,104.69,3,50.0000,1,1.0
120109588,18,3848.2248,18,1436.0000,1,1.0
145607437,4,143.26,4,58.0000,1,1.0
153135399,4,1187.4,4,320.0000,1,1.0
151445293,1,11.27,1,11.0000,1,1.0
153115791,1,194.0,1,194.0000,1,1.0
153114723,2,582.0,2,582.0000,1,1.0
142065937,3,42584.84,3,9583.0000,1,1.0
44796549,1,107.15,1,107.0000,1,1.0
142999777,3,156.64999999999998,3,96.0000,1,1.0
153112611,4,448.32,4,50.0000,1,1.0
144486285,22,2582.1,22,790.0000,1,1.0
152563099,4,167.5,4,166.0000,1,1.0
153112690,2,296.0,2,138.0000,1,1.0
151675889,1,3525.08,1,60.0000,1,1.0
59548643,10,20394.9,10,3230.0000,1,1.0
146335577,1,2020.2,1,50.0000,1,1.0
149459991,2,37.88,2,36.0000,1,1.0
123026741,209,81882.50999999998,209,12504.0000,2,1.0
145413244,17,1748.07,17,389.0000,1,1.0
153114093,2,180030.54,2,6000.0000,1,1.0
148462112,3,2187.77,3,2186.0000,1,1.0
147188471,3,6146.469999999999,3,300.0000,1,1.0
110894807,4,712.24,4,608.0000,1,1.0
69773318,5,9032.25,5,3028.0000,1,1.0
117002562,4,105.72,4,71.0000,1,1.0
153119961,2,291.0,2,291.0000,1,1.0
153119932,3,299002.79,3,104000.0000,1,1.0
153120298,3,302.73,3,100.0000,1,1.0
153120253,11,1120.0,11,360.0000,1,1.0
144285107,6,3167.04,6,1550.0000,1,1.0
153088206,2,1087.0,2,543.0000,1,1.0
149254574,1,18.21,1,18.0000,1,1.0
146792805,1,29.72,1,29.0000,1,1.0
152223113,1,1400.16,1,120.0000,1,1.0
153126639,4,2064.0,4,800.0000,1,1.0
153126764,11,1100.0,11,505.0000,1,1.0
145795455,2,7901.92,2,200.0000,1,1.0
149134243,19,39627.59,19,3578.0000,1,1.0
142321410,1,4.94,1,4.0000,1,1.0
153124554,4,1187.4,4,340.0000,1,1.0
151058046,1,1120.86,1,50.0000,1,1.0
84779238,48,39594.6,48,3900.0000,1,1.0
153118033,3,70.39,3,40.0000,1,1.0
143398876,20,38704.40000000001,20,1430.0000,1,1.0
153129910,1,24.28,1,10.0000,1,1.0
153118209,10,6630.0,10,2500.0000,1,1.0
128624986,194,142516.86,194,975.0000,1,1.0
149365642,43,12231.3717,43,460.0000,1,1.0
153127721,1,95.0,1,95.0000,1,1.0
153118611,8,7924.0,8,1040.0000,1,1.0
152240038,21,4896.03,21,1867.0000,1,1.0
125283489,2,116.75,2,65.0000,1,1.0
152225768,5,1445.0,5,252.0000,1,1.0
153118690,4,4012.0,4,1040.0000,1,1.0
152809968,1,160.09,1,160.0000,1,1.0
149259639,8,1381.8400000000001,8,700.0000,1,1.0
143063558,1,3.37,1,3.0000,1,1.0
86378430,39,83610.61,39,18332.0000,1,1.0
135862758,1,11.28,1,11.0000,1,1.0
112004997,1,8086.87,1,8086.0000,1,1.0
153118970,52,16318.0,52,1070.0000,1,1.0
139356479,4,110.56,4,61.0000,1,1.0
153137770,1,11.43,1,11.0000,1,1.0
153119087,9,6553.7300000000005,9,2209.0000,1,1.0
15914327,227,2778430.9199999995,227,31540.0000,3,1.0
130075534,31,2503.05,31,909.0000,1,1.0
153087924,3,2520.42,3,2005.0000,1,1.0
153119147,20,20745.0,20,4000.0000,1,1.0
132681435,10,31160.0,10,4332.0000,1,1.0
152477104,9,327.0,9,164.0000,1,1.0
122613559,2,258.22,2,179.0000,1,1.0
103111830,173,62251.34,173,4080.0000,1,1.0
153118631,4,3967.7,4,1043.0000,1,1.0
153122830,1,70.0,1,70.0000,1,1.0
148407396,10,3069.1,10,1410.0000,1,1.0
143346893,246,1344477.8200000005,246,24600.0000,1,1.0
153119473,8,8080.200000000001,8,3969.0000,1,1.0
147524057,2,51.18,2,50.0000,1,1.0
153119723,24,12364.08,24,2080.0000,1,1.0
152491078,20,201200.0,20,12400.0000,1,1.0
139575008,18,92765.7266,18,2800.0000,1,1.0
68362917,15,745.05,15,245.0000,1,1.0
114991551,1,683.9,1,500.0000,1,1.0
148058626,66,10550.3,66,2068.0000,1,1.0
153119415,16,3406.7200000000003,16,800.0000,1,1.0
141526847,10,4040.0,10,1100.0000,1,1.0
153121057,1,12.26,1,12.0000,1,1.0
50484614,5,40.95,5,16.0000,1,1.0
153013841,85,632515.15,85,69177.0000,1,1.0
153119913,1,16.45,1,16.0000,1,1.0
132504808,1,1640.52,1,1640.0000,1,1.0
142771450,70,126575.0436,70,47232.0000,1,1.0
153115755,1,422.7275,1,60.0000,1,1.0
130493179,60,56380.600000000006,60,9586.0000,1,1.0
152145800,22,4857.43,22,2451.0000,1,1.0
153115505,1,35.64,1,35.0000,1,1.0
153120491,11,23147.349999999995,11,2750.0000,1,1.0
153084673,1,22300.0,1,50.0000,1,1.0
33911167,70,87012.17,70,31795.0000,1,1.0
153025081,4,433.84,4,173.0000,1,1.0
153115174,8,3968.0,8,600.0000,1,1.0
153115102,258,281698.1799999999,258,4780.0000,2,1.0
149149806,39,2080000.0,39,393000.0000,2,1.0
151471187,22,21119.0,22,1972.0000,1,1.0
136847771,1,14.45,1,14.0000,1,1.0
153134787,1,200.75,1,50.0000,1,1.0
153122177,1,137.9,1,10.0000,1,1.0
141092051,2,310.3,2,205.0000,1,1.0
152356246,10,329.25,10,169.0000,1,1.0
153120255,4,454.0,4,80.0000,1,1.0
152993135,3,367.76,3,366.0000,1,1.0
148056680,81,10033.9,81,2560.0000,1,1.0
153120571,4,794000.0,4,220000.0000,1,1.0
150377932,4,193.76,4,126.0000,1,1.0
153117228,5,376.86,5,268.0000,1,1.0
153096478,17,9412500.0,17,1397500.0000,2,1.0
99033214,5,2312.2,5,1000.0000,1,1.0
139457254,2,455820.0,2,20000.0000,1,1.0
142120902,1,300.0,1,300.0000,1,1.0
153121201,9,1722.3000000000002,9,320.0000,1,1.0
103219159,1,10.65,1,10.0000,1,1.0
153121647,4,1451.4,4,500.0000,1,1.0
150017926,32,35508.2,32,4000.0000,1,1.0
151969688,22,5910.47,22,2379.0000,2,1.0
86194749,9,431.23,9,199.0000,1,1.0
136757436,23,14207.1,23,617.0000,1,1.0
153116362,1,284.0,1,284.0000,1,1.0
153089707,2,1333.4,2,600.0000,1,1.0
129195590,1,18.54,1,18.0000,1,1.0
104246885,1,102.03,1,102.0000,1,1.0
153122733,8,3968.0,8,520.0000,1,1.0
145783982,13,7713.4000000000015,13,610.0000,1,1.0
149358912,11,2931.52,11,1515.0000,1,1.0
53790779,1,62.0,1,62.0000,1,1.0
123294545,46,32531.33,46,6080.0000,1,1.0
153113847,1,13.12,1,10.0000,1,1.0
153115345,113,963.1999999999999,113,180.0000,1,1.0
145613712,2,33.3,2,33.0000,1,1.0
149293218,5,2004.0499999999997,5,420.0000,1,1.0
153123332,13,3113.13,13,1300.0000,1,1.0
135093885,1,26.75,1,26.0000,1,1.0
129740815,1,2000.55,1,1000.0000,1,1.0
153123620,9,4107.0,9,530.0000,1,1.0
116071618,47,6409.09,47,1151.0000,1,1.0
149647343,12,3442.56,12,650.0000,1,1.0
141169263,51,17435.760000000002,51,4165.0000,1,1.0
153101438,1,325.71,1,750.0000,1,1.0
142956154,1,10.48,1,10.0000,1,1.0
112399887,126,56181.5,126,3270.0000,1,1.0
153124590,16,6732.72,16,1640.0000,1,1.0
153124489,69,497496.17999999993,69,64524.0000,1,1.0
151288004,59,274482.40020000003,59,42965.0000,1,1.0
65608092,11,5227.59,11,1220.0000,1,1.0
153133074,5,731247.95,5,50000.0000,1,1.0
153125130,5,2650.0,5,900.0000,1,1.0
148419519,2,244.02,2,243.0000,1,1.0
150054654,57,458534.89999999997,57,36415.0000,1,1.0
153127136,1,100.71,1,40.0000,1,1.0
151689785,1,32.07,1,32.0000,1,1.0
144680593,1,53.39,1,20.0000,1,1.0
146550404,1,17.37,1,17.0000,1,1.0
130378620,22,9876.927800000001,22,1360.0000,1,1.0
148361254,5,653.8900000000001,5,207.0000,1,1.0
119084119,49,97099.86,49,27003.0000,1,1.0
151963089,8,13083300.0,8,200000.0000,1,1.0
153123388,1,188.0,1,188.0000,1,1.0
126504486,27,51685.39,27,1080.0000,1,1.0
153123318,2,58.18,2,57.0000,1,1.0
153122873,3,412600.0,3,304200.0000,1,1.0
153122593,2,2069.1,2,20.0000,2,1.0
152574628,1,38.08,1,38.0000,1,1.0
153126016,10,6630.0,10,2400.0000,1,1.0
153121331,2,2006.0,2,1000.0000,1,1.0
128837168,2,104.94999999999999,2,104.0000,1,1.0
93976351,41,6257.35,41,920.0000,1,1.0
152010145,42,13652.5,42,68.0000,1,1.0
79269516,9,383.6,9,178.0000,1,1.0
153087228,2,1089.0,2,544.0000,1,1.0
153126817,16,225.48000000000002,16,16.0000,1,1.0
153116708,5,2086.0,5,862.0000,1,1.0
153126932,312,287505.4099999998,312,6240.0000,2,1.0
125559585,41,68770.00300000003,41,4340.0000,1,1.0
153116743,2,324.0,2,324.0000,1,1.0
153126785,5,3404.4,5,2399.0000,1,1.0
120684950,1,12.94,1,12.0000,1,1.0
151187737,2,1905.98,2,180.0000,1,1.0
142008675,56,55721.600000000006,56,4871.0000,1,1.0
151249402,19,4760.5,19,300.0000,1,1.0
153127332,8,2388.8,8,320.0000,1,1.0
153113492,4,369.49999999999994,4,311.0000,1,1.0
119905679,1,402.07,1,100.0000,1,1.0
136749859,7,57299.8,7,8660.0000,1,1.0
82231988,7,8653.333999999999,7,6768.0000,1,1.0
145661712,1,100.25,1,100.0000,1,1.0
151950825,2,13337.9,2,1100.0000,1,1.0
148188111,135,17660.300000000003,135,3711.0000,1,1.0
141700279,3,609.89,3,230.0000,1,1.0
142016395,2,7196.0,2,40.0000,1,1.0
142910864,2,480.1,2,480.0000,1,1.0
140826292,3,1008.28,3,400.0000,1,1.0
150005400,6,3678.88,6,100.0000,1,1.0
153111749,3,585.8,3,70.0000,1,1.0
153128282,4,23065.74,4,170.0000,1,1.0
142952128,2,168.2,2,168.0000,1,1.0
129638651,1,73.0,1,73.0000,1,1.0
99449880,2,3.2699999999999996,2,3.0000,1,1.0
142679114,5,872.9499999999999,5,180.0000,1,1.0
150459250,2,36.599999999999994,2,36.0000,1,1.0
153128606,20,10397.199999999999,20,1640.0000,1,1.0
153128733,3,2509.3,3,500.0000,1,1.0
131905141,4,6142.48,4,50.0000,1,1.0
152039708,1,52.28,1,50.0000,1,1.0
148403478,3,8000.0,3,3000.0000,2,1.0
153124531,3,3266.7000000000003,3,300.0000,1,1.0
153038787,2,601.0,2,300.0000,1,1.0
147475981,1,2002.5,1,2002.0000,1,1.0
153123797,4,3962.0,4,1040.0000,1,1.0
143361224,25,18697.5,25,10027.0000,1,1.0
122282807,2,1907.0,2,300.0000,1,1.0
152907869,27,10725.147299999999,27,3600.0000,1,1.0
151188477,1,131.81,1,131.0000,1,1.0
153129481,4,1187.4,4,320.0000,1,1.0
70253313,42,106456.40000000001,42,6790.0000,1,1.0
145410707,14,2493.0,14,470.0000,1,1.0
127317962,3,19111.050000000003,3,3000.0000,1,1.0
144752188,8,3670.12,8,1330.0000,1,1.0
95612875,264,1106803.6999999997,264,75987.0000,1,1.0
151972585,22,3137.84,22,1139.0000,1,1.0
128064401,34,72374.5,34,17089.0000,1,1.0
71515988,13,4790.58,13,1300.0000,2,1.0
136663423,141,868828.7000000002,141,41230.0000,1,1.0
153130070,86,41185.600000000006,86,3965.0000,2,1.0
152891918,40,3761890.0,40,1105000.0000,1,1.0
141580045,2,3312.68,2,70.0000,1,1.0
153115507,8,5324.0,8,2200.0000,1,1.0
153118969,4,1226.04,4,180.0000,1,1.0
153130648,13,2708.5,13,354.0000,1,1.0
148408553,44,5223.160000000001,44,948.0000,1,1.0
97259234,1,43.3,1,43.0000,1,1.0
27167554,958,292906.52000000037,958,3642.0000,1,1.0
153115518,20,20780.0,20,3900.0000,1,1.0
152174261,13,2673.8599999999997,13,180.0000,1,1.0
127356063,43,11491.499999999998,43,823.0000,1,1.0
147093719,1,11.67,1,11.0000,1,1.0
102411540,94,213594.80000000002,94,5226.0000,1,1.0
152420162,66,51798.25,66,4029.0000,2,1.0
151332000,10,18218.399999999998,10,6411.0000,1,1.0
147467087,40,37465.99999999999,40,7900.0000,1,1.0
147279504,12,1444.44,12,200.0000,1,1.0
142013443,23,87492.75,23,11171.0000,1,1.0
86797047,5,2737.45,5,1485.0000,1,1.0
137398984,136,67658.62000000001,136,8207.0000,1,1.0
152324585,3,475.5,3,30.0000,2,1.0
145332625,2,300000.0,2,200000.0000,1,1.0
149392879,24,8122.879999999999,24,2266.0000,1,1.0
151105159,1,350.42,1,350.0000,1,1.0
145610677,12,15226.349999999999,12,2020.0000,1,1.0
152759206,10,7300.0,10,1600.0000,1,1.0
152025080,2,2945.4,2,400.0000,1,1.0
146022393,1,248.95,1,248.0000,1,1.0
87901318,45,14019.0535,45,2123.0000,1,1.0
151120706,9,387.56,9,140.0000,1,1.0
153132504,1,10.01,1,10.0000,1,1.0
92784918,8,38037.479999999996,8,4235.0000,1,1.0
153132701,37,23764.6,37,1877.0000,1,1.0
150864498,12,9596.640000000001,12,1988.0000,1,1.0
153082160,42,56544.0,42,7434.0000,1,1.0
153133024,11,1670.0,11,612.0000,1,1.0
114748634,22,3505.8399999999997,22,1094.0000,1,1.0
119290781,2,150.92,2,100.0000,1,1.0
153133107,8,4154.0,8,2000.0000,1,1.0
151085801,1,392.54,1,392.0000,1,1.0
150981817,7,4481.33,7,360.0000,1,1.0
153128125,10,6630.0,10,2500.0000,1,1.0
153134106,8,7992.0,8,1040.0000,1,1.0
153134103,13,14939.330000000002,13,580.0000,1,1.0
153112223,10,644.5,10,337.0000,1,1.0
148411174,4,174.66,4,26.0000,1,1.0
153046840,25,5685.75,25,2097.0000,1,1.0
150032759,9,5322.5199999999995,9,750.0000,1,1.0
153137199,2,1100.0,2,550.0000,1,1.0
153136282,4,351.7724,4,50.0000,1,1.0
33362497,1,308.35,1,10.0000,1,1.0
76509904,14,539292.7899999999,14,356456.0000,1,1.0
6037804,3,1399.44,3,170.0000,1,1.0
129830114,1,51.32,1,51.0000,1,1.0
116249100,6,782.4000000000001,6,260.0000,1,1.0
114397856,59,132333.52,59,8968.0000,1,1.0
148587466,2,267.66,2,267.0000,1,1.0
122411960,5,153.35,5,150.0000,1,1.0
153134676,4,1963.4,4,590.0000,2,1.0
152840312,12,4322.652,12,165.0000,1,1.0
147709524,2,606.48,2,303.0000,1,1.0
138148969,9,18383.460000000003,9,3780.0000,1,1.0
152261633,10,4599.9400000000005,10,1917.0000,1,1.0
148518719,4,141.45,4,139.0000,1,1.0
153112187,445,531047.7000000002,445,4470.0000,7,1.0
128635099,4,554.2296,4,80.0000,1,1.0
101262725,5,348.0,5,123.0000,1,1.0
151382516,24,8105.52,24,480.0000,1,1.0
147372942,255,114112.50000000004,255,7114.0000,1,1.0
139915773,5,9310.650000000001,5,1750.0000,1,1.0
147599024,6,612.6,6,356.0000,1,1.0
137386441,80,12241.799999999997,80,800.0000,1,1.0
152858035,40,5816.330000000001,40,560.0000,1,1.0
153136841,1,188.0,1,50.0000,1,1.0
8885088,58,132898.66,58,4181.0000,1,1.0
152827744,5,13989.15,5,4400.0000,1,1.0
152911040,17,847.8200000000002,17,435.0000,1,1.0
133152072,20,6960.5,20,1270.0000,2,1.0
127299254,4,4797.12,4,4795.0000,1,1.0
146882721,2,301.0,2,200.0000,1,1.0
127411725,1,602.38,1,100.0000,1,1.0
153117514,1,102.67,1,20.0000,1,1.0
151861039,2,126.74000000000001,2,73.0000,1,1.0
80360946,2,1570.8000000000002,2,1035.0000,1,1.0
150398706,1,30.72,1,30.0000,1,1.0
153136661,8,7935.400000000001,8,1043.0000,1,1.0
151788870,37,68683.51,37,11155.0000,1,1.0
153122009,2,49.93,2,49.0000,1,1.0
142217215,2,71.8,2,126.0000,1,1.0
153136905,30,3659.5,30,950.0000,1,1.0
151879786,256,47594.58000000002,256,4602.0000,1,1.0
153118895,2,2350.96,2,50.0000,1,1.0
153137827,8,39124.0,8,6800.0000,1,1.0
153118719,10,6580.0,10,2500.0000,1,1.0
142119048,5,2311.2300000000005,5,1931.0000,1,1.0
150261686,29,2194.0200000000004,29,687.0000,1,1.0
153113516,4,1187.4,4,320.0000,1,1.0
153111987,4,1196.4,4,320.0000,1,1.0
151604827,22,11052.4,22,3685.0000,1,1.0
153111468,4,2008.6,4,540.0000,1,1.0
149213200,14,380308760.0,14,149700000.0000,1,1.0
113072340,1,10.81,1,40.0000,1,1.0
142322876,42,222089.86000000002,42,57145.0000,1,1.0
152825229,374,55698.68000000001,374,4677.0000,1,1.0
147525308,2,30.340000000000003,2,284.0000,1,1.0
148345414,1,103.0,1,100.0000,1,1.0
152764358,6,1452.0,6,744.0000,3,1.0
149845650,1,73.57,1,73.0000,1,1.0
153072675,13,8239.92,13,710.0000,1,1.0
146965818,67,30763.600000000002,67,5685.0000,1,1.0
153133643,2,1253.7,2,30.0000,1,1.0
153135142,1,118.0,1,20.0000,1,1.0
131112617,3,898.61,3,220.0000,1,1.0
153134590,4,3996.4,4,1060.0000,1,1.0
143081370,2,273.16,2,272.0000,1,1.0
153113091,30,3505.8999999999996,30,930.0000,1,1.0
140803858,3,1790.71,3,750.0000,1,1.0
153067000,4,791.6,4,220.0000,1,1.0
153132305,4,790.0,4,260.0000,1,1.0
153132355,14,7078.400000000001,14,2800.0000,1,1.0
149816834,15,6145.79,15,2132.0000,1,1.0
136619952,1,38.39,1,38.0000,1,1.0
152738192,5,9091.0,5,1900.0000,1,1.0
153087783,2,129.43,2,128.0000,1,1.0
80740055,1,165.8,1,165.0000,1,1.0
153130295,8,3968.0,8,520.0000,1,1.0
147542491,35,65931.7,35,19810.0000,1,1.0
150179954,15,954.7499999999999,15,426.0000,1,1.0
113130627,19,139317.67,19,15920.0000,1,1.0
148506373,5,601.9499999999999,5,158.0000,1,1.0
153128370,8,4154.0,8,2000.0000,1,1.0
102361555,4,1095.29,4,684.0000,1,1.0
15922916,1,479.0,1,20.0000,1,1.0
134152832,4,2026.0,4,125.0000,1,1.0
153112825,16,16747.84,16,3400.0000,1,1.0
153111858,3,2937.69,3,90.0000,1,1.0
149154462,83,36693.20999999999,83,15957.0000,1,1.0
149885780,13,2033.44,13,785.0000,1,1.0
137926885,10,19648.0,10,5348.0000,1,1.0
144054870,6,278.29999999999995,6,60.0000,1,1.0
153114038,12,2844.0,12,540.0000,1,1.0
148570595,9,1377.4700000000003,9,509.0000,1,1.0
150799044,7,5627.58,7,3445.0000,1,1.0
143671210,20,32851.2,20,660.0000,2,1.0
149920483,6,665.52,6,60.0000,1,1.0
153116851,42,240006.86000000002,42,36934.0000,1,1.0
153125596,4,1187.4,4,360.0000,1,1.0
153116190,4,682.0,4,388.0000,1,1.0
77702731,23,17882.2,23,4560.0000,1,1.0
153116812,3,190.0,3,190.0000,1,1.0
147508331,3,1636.5,3,826.0000,1,1.0
153118791,11,2106.08,11,404.0000,1,1.0
149507847,5,119463.4,5,1400.0000,1,1.0
152137261,4,883.26,4,455.0000,1,1.0
143940959,4,828.4,4,207.0000,1,1.0
140044430,6,513.6800000000001,6,429.0000,1,1.0
146957069,4,23333.4,4,18230.0000,1,1.0
110155029,5,4762.5,5,2100.0000,1,1.0
153124811,4,1187.4,4,340.0000,1,1.0
87786116,2,271.5,2,270.0000,1,1.0
142019281,2,42.0,2,41.0000,1,1.0
153122855,2,59.42,2,59.0000,1,1.0
130100328,29,59224.459999999985,29,8137.0000,1,1.0
146813130,14,4915.06,14,843.0000,1,1.0
107306117,2,174.88,2,174.0000,1,1.0
75598113,23,11359.71,23,2971.0000,1,1.0
127191642,63,11703.569999999998,63,1157.0000,1,1.0
135637441,10,5326.24,10,462.0000,1,1.0
153123948,4,1979.0,4,520.0000,1,1.0
153123652,4,1975.0,4,540.0000,1,1.0
94542964,23,2060.2999999999997,23,513.0000,1,1.0
124469432,17,19553.0,17,920.0000,1,1.0
136504464,1,48.68,1,48.0000,1,1.0
153135700,1,10.0,1,10.0000,1,1.0
153131410,1,41942.5,1,40000.0000,1,1.0
153125579,2,286.2,2,40.0000,1,1.0
83547118,5,123.65050000000001,5,54.0000,1,1.0
4807204,4,37209.0,4,4000.0000,1,1.0
150249267,17,110520.0,17,30000.0000,1,1.0
148456855,10,1438.77,10,1290.0000,1,1.0
153131076,10,4953.0,10,2200.0000,1,1.0
153129864,1,28.45,1,10.0000,1,1.0
