__source_pk,dt,bet01,op,optime,source_db,source_table,ods_table_name,sync_time
2969118851|259|2022-09-22 15:32:03,2022-09-22,2969118851,259,2022-09-22 15:32:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969127691|259|2022-09-22 15:32:03,2022-09-22,2969127691,259,2022-09-22 15:32:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969129870|259|2022-09-22 15:32:03,2022-09-22,2969129870,259,2022-09-22 15:32:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969133384|259|2022-09-22 15:32:16,2022-09-22,2969133384,259,2022-09-22 15:32:16,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969134462|259|2022-09-22 15:32:03,2022-09-22,2969134462,259,2022-09-22 15:32:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969136319|259|2022-09-22 15:32:16,2022-09-22,2969136319,259,2022-09-22 15:32:16,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969150603|259|2022-09-22 15:32:03,2022-09-22,2969150603,259,2022-09-22 15:32:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969165322|259|2022-09-22 15:32:03,2022-09-22,2969165322,259,2022-09-22 15:32:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969166736|259|2022-09-22 15:32:16,2022-09-22,2969166736,259,2022-09-22 15:32:16,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969173625|259|2022-09-22 15:32:16,2022-09-22,2969173625,259,2022-09-22 15:32:16,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969175199|259|2022-09-22 15:32:16,2022-09-22,2969175199,259,2022-09-22 15:32:16,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969179601|259|2022-09-22 15:32:03,2022-09-22,2969179601,259,2022-09-22 15:32:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969182802|259|2022-09-22 15:32:16,2022-09-22,2969182802,259,2022-09-22 15:32:16,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969195746|259|2022-09-22 15:32:03,2022-09-22,2969195746,259,2022-09-22 15:32:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969197892|259|2022-09-22 15:32:03,2022-09-22,2969197892,259,2022-09-22 15:32:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969201713|259|2022-09-22 15:32:16,2022-09-22,2969201713,259,2022-09-22 15:32:16,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969207448|259|2022-09-22 15:32:16,2022-09-22,2969207448,259,2022-09-22 15:32:16,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969212454|259|2022-09-22 15:32:03,2022-09-22,2969212454,259,2022-09-22 15:32:03,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969259390|259|2022-09-22 15:33:22,2022-09-22,2969259390,259,2022-09-22 15:33:22,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969268999|259|2022-09-22 15:33:22,2022-09-22,2969268999,259,2022-09-22 15:33:22,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969286927|259|2022-09-22 15:33:22,2022-09-22,2969286927,259,2022-09-22 15:33:22,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969292135|259|2022-09-22 15:33:22,2022-09-22,2969292135,259,2022-09-22 15:33:22,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969294427|259|2022-09-22 15:33:22,2022-09-22,2969294427,259,2022-09-22 15:33:22,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969399941|259|2022-09-22 15:33:22,2022-09-22,2969399941,259,2022-09-22 15:33:22,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969505862|249|2022-09-22 15:29:50,2022-09-22,2969505862,249,2022-09-22 15:29:50,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969507295|249|2022-09-22 15:29:50,2022-09-22,2969507295,249,2022-09-22 15:29:50,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969530882|249|2022-09-22 15:29:50,2022-09-22,2969530882,249,2022-09-22 15:29:50,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969540490|249|2022-09-22 15:29:50,2022-09-22,2969540490,249,2022-09-22 15:29:50,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969543057|249|2022-09-22 15:29:50,2022-09-22,2969543057,249,2022-09-22 15:29:50,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969546656|249|2022-09-22 15:29:50,2022-09-22,2969546656,249,2022-09-22 15:29:50,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969549088|249|2022-09-22 15:29:50,2022-09-22,2969549088,249,2022-09-22 15:29:50,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969577596|249|2022-09-22 15:29:50,2022-09-22,2969577596,249,2022-09-22 15:29:50,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969604431|249|2022-09-22 15:29:50,2022-09-22,2969604431,249,2022-09-22 15:29:50,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969606325|249|2022-09-22 15:29:50,2022-09-22,2969606325,249,2022-09-22 15:29:50,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969613055|249|2022-09-22 15:29:50,2022-09-22,2969613055,249,2022-09-22 15:29:50,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969623770|249|2022-09-22 15:29:50,2022-09-22,2969623770,249,2022-09-22 15:29:50,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969663021|249|2022-09-22 15:29:50,2022-09-22,2969663021,249,2022-09-22 15:29:50,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969669154|249|2022-09-22 15:29:50,2022-09-22,2969669154,249,2022-09-22 15:29:50,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969671454|249|2022-09-22 15:29:50,2022-09-22,2969671454,249,2022-09-22 15:29:50,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969682575|249|2022-09-22 15:29:50,2022-09-22,2969682575,249,2022-09-22 15:29:50,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969690223|249|2022-09-22 15:31:25,2022-09-22,2969690223,249,2022-09-22 15:31:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969692308|249|2022-09-22 15:31:25,2022-09-22,2969692308,249,2022-09-22 15:31:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969708018|249|2022-09-22 15:31:25,2022-09-22,2969708018,249,2022-09-22 15:31:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969715358|249|2022-09-22 15:31:25,2022-09-22,2969715358,249,2022-09-22 15:31:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969725751|249|2022-09-22 15:31:25,2022-09-22,2969725751,249,2022-09-22 15:31:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969727369|249|2022-09-22 15:31:25,2022-09-22,2969727369,249,2022-09-22 15:31:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969729249|249|2022-09-22 15:31:25,2022-09-22,2969729249,249,2022-09-22 15:31:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969750788|249|2022-09-22 15:31:25,2022-09-22,2969750788,249,2022-09-22 15:31:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969757040|249|2022-09-22 15:31:25,2022-09-22,2969757040,249,2022-09-22 15:31:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969763344|249|2022-09-22 15:31:25,2022-09-22,2969763344,249,2022-09-22 15:31:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969766891|249|2022-09-22 15:31:25,2022-09-22,2969766891,249,2022-09-22 15:31:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969798586|249|2022-09-22 15:31:25,2022-09-22,2969798586,249,2022-09-22 15:31:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969818883|249|2022-09-22 15:31:25,2022-09-22,2969818883,249,2022-09-22 15:31:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969827015|249|2022-09-22 15:31:25,2022-09-22,2969827015,249,2022-09-22 15:31:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969843778|249|2022-09-22 15:31:25,2022-09-22,2969843778,249,2022-09-22 15:31:25,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969899166|249|2022-09-22 15:35:15,2022-09-22,2969899166,249,2022-09-22 15:35:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969922618|249|2022-09-22 15:35:15,2022-09-22,2969922618,249,2022-09-22 15:35:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969936600|249|2022-09-22 15:35:15,2022-09-22,2969936600,249,2022-09-22 15:35:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969942522|249|2022-09-22 15:35:15,2022-09-22,2969942522,249,2022-09-22 15:35:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969970157|249|2022-09-22 15:35:15,2022-09-22,2969970157,249,2022-09-22 15:35:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969971370|249|2022-09-22 15:35:15,2022-09-22,2969971370,249,2022-09-22 15:35:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969987065|249|2022-09-22 15:35:15,2022-09-22,2969987065,249,2022-09-22 15:35:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2969988607|249|2022-09-22 15:35:15,2022-09-22,2969988607,249,2022-09-22 15:35:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970009871|249|2022-09-22 15:35:15,2022-09-22,2970009871,249,2022-09-22 15:35:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970067074|249|2022-09-22 15:35:15,2022-09-22,2970067074,249,2022-09-22 15:35:15,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970101118|249|2022-09-22 15:38:56,2022-09-22,2970101118,249,2022-09-22 15:38:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970124167|249|2022-09-22 15:38:56,2022-09-22,2970124167,249,2022-09-22 15:38:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970145023|249|2022-09-22 15:38:56,2022-09-22,2970145023,249,2022-09-22 15:38:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970151132|249|2022-09-22 15:38:56,2022-09-22,2970151132,249,2022-09-22 15:38:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970154521|249|2022-09-22 15:38:56,2022-09-22,2970154521,249,2022-09-22 15:38:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970156147|249|2022-09-22 15:38:56,2022-09-22,2970156147,249,2022-09-22 15:38:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970166680|249|2022-09-22 15:38:56,2022-09-22,2970166680,249,2022-09-22 15:38:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970168968|249|2022-09-22 15:38:56,2022-09-22,2970168968,249,2022-09-22 15:38:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970196715|249|2022-09-22 15:38:56,2022-09-22,2970196715,249,2022-09-22 15:38:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970205217|249|2022-09-22 15:38:56,2022-09-22,2970205217,249,2022-09-22 15:38:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970310402|249|2022-09-22 15:38:56,2022-09-22,2970310402,249,2022-09-22 15:38:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970327711|249|2022-09-22 15:38:56,2022-09-22,2970327711,249,2022-09-22 15:38:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970340210|249|2022-09-22 15:38:56,2022-09-22,2970340210,249,2022-09-22 15:38:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970350804|249|2022-09-22 15:38:56,2022-09-22,2970350804,249,2022-09-22 15:38:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970358312|249|2022-09-22 15:38:56,2022-09-22,2970358312,249,2022-09-22 15:38:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970359763|249|2022-09-22 15:38:56,2022-09-22,2970359763,249,2022-09-22 15:38:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970360940|249|2022-09-22 15:38:56,2022-09-22,2970360940,249,2022-09-22 15:38:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970365569|249|2022-09-22 15:38:56,2022-09-22,2970365569,249,2022-09-22 15:38:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970367442|249|2022-09-22 15:38:56,2022-09-22,2970367442,249,2022-09-22 15:38:56,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970403904|249|2022-09-22 15:41:04,2022-09-22,2970403904,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970488002|249|2022-09-22 15:41:04,2022-09-22,2970488002,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970510743|249|2022-09-22 15:41:04,2022-09-22,2970510743,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970515438|249|2022-09-22 15:41:04,2022-09-22,2970515438,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970524860|249|2022-09-22 15:41:04,2022-09-22,2970524860,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970529015|249|2022-09-22 15:41:04,2022-09-22,2970529015,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970573808|249|2022-09-22 15:41:04,2022-09-22,2970573808,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970596659|249|2022-09-22 15:41:04,2022-09-22,2970596659,249,2022-09-22 15:41:04,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970611470|249|2022-09-22 15:43:32,2022-09-22,2970611470,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970620054|249|2022-09-22 15:43:32,2022-09-22,2970620054,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970634012|249|2022-09-22 15:43:32,2022-09-22,2970634012,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970656631|249|2022-09-22 15:43:32,2022-09-22,2970656631,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970708200|249|2022-09-22 15:43:32,2022-09-22,2970708200,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970716375|249|2022-09-22 15:43:32,2022-09-22,2970716375,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970729671|249|2022-09-22 15:43:32,2022-09-22,2970729671,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970747215|249|2022-09-22 15:43:32,2022-09-22,2970747215,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970772180|249|2022-09-22 15:43:32,2022-09-22,2970772180,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970779724|249|2022-09-22 15:43:32,2022-09-22,2970779724,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970781704|249|2022-09-22 15:43:32,2022-09-22,2970781704,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970788148|249|2022-09-22 15:43:32,2022-09-22,2970788148,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970806970|249|2022-09-22 15:43:32,2022-09-22,2970806970,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970816710|249|2022-09-22 15:43:32,2022-09-22,2970816710,249,2022-09-22 15:43:32,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970881037|259|2022-09-22 15:37:21,2022-09-22,2970881037,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970899712|259|2022-09-22 15:37:21,2022-09-22,2970899712,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970901378|259|2022-09-22 15:37:21,2022-09-22,2970901378,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970908020|259|2022-09-22 15:37:21,2022-09-22,2970908020,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970913450|259|2022-09-22 15:37:21,2022-09-22,2970913450,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970954488|259|2022-09-22 15:37:21,2022-09-22,2970954488,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970966990|259|2022-09-22 15:37:21,2022-09-22,2970966990,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970991014|259|2022-09-22 15:37:21,2022-09-22,2970991014,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970996637|259|2022-09-22 15:37:21,2022-09-22,2970996637,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2970999439|259|2022-09-22 15:37:21,2022-09-22,2970999439,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971008051|259|2022-09-22 15:37:21,2022-09-22,2971008051,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971009696|259|2022-09-22 15:37:21,2022-09-22,2971009696,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971037304|259|2022-09-22 15:37:21,2022-09-22,2971037304,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971043963|259|2022-09-22 15:37:21,2022-09-22,2971043963,259,2022-09-22 15:37:21,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971060106|259|2022-09-22 15:38:24,2022-09-22,2971060106,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971064811|259|2022-09-22 15:38:24,2022-09-22,2971064811,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971065759|259|2022-09-22 15:38:24,2022-09-22,2971065759,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971074131|259|2022-09-22 15:38:24,2022-09-22,2971074131,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971080295|259|2022-09-22 15:38:24,2022-09-22,2971080295,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971091578|259|2022-09-22 15:38:24,2022-09-22,2971091578,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971100117|259|2022-09-22 15:38:24,2022-09-22,2971100117,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971114621|259|2022-09-22 15:38:24,2022-09-22,2971114621,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971120095|259|2022-09-22 15:38:24,2022-09-22,2971120095,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971133437|259|2022-09-22 15:38:24,2022-09-22,2971133437,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971134343|259|2022-09-22 15:38:24,2022-09-22,2971134343,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971142428|259|2022-09-22 15:38:24,2022-09-22,2971142428,259,2022-09-22 15:38:24,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971154806|259|2022-09-22 15:39:19,2022-09-22,2971154806,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971166175|259|2022-09-22 15:39:19,2022-09-22,2971166175,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971167291|259|2022-09-22 15:39:19,2022-09-22,2971167291,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971169193|259|2022-09-22 15:39:19,2022-09-22,2971169193,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971174892|259|2022-09-22 15:39:19,2022-09-22,2971174892,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971186695|259|2022-09-22 15:39:19,2022-09-22,2971186695,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971187482|259|2022-09-22 15:39:19,2022-09-22,2971187482,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971190153|259|2022-09-22 15:39:19,2022-09-22,2971190153,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971192875|259|2022-09-22 15:39:19,2022-09-22,2971192875,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971197388|259|2022-09-22 15:39:19,2022-09-22,2971197388,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971198267|259|2022-09-22 15:39:19,2022-09-22,2971198267,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971200395|259|2022-09-22 15:39:19,2022-09-22,2971200395,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971213403|259|2022-09-22 15:39:19,2022-09-22,2971213403,259,2022-09-22 15:39:19,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971223974|259|2022-09-22 15:40:45,2022-09-22,2971223974,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971229277|259|2022-09-22 15:40:45,2022-09-22,2971229277,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971230340|259|2022-09-22 15:40:45,2022-09-22,2971230340,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971238797|259|2022-09-22 15:40:45,2022-09-22,2971238797,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971240000|259|2022-09-22 15:40:45,2022-09-22,2971240000,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971254661|259|2022-09-22 15:40:45,2022-09-22,2971254661,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971266769|259|2022-09-22 15:40:45,2022-09-22,2971266769,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971269521|259|2022-09-22 15:40:45,2022-09-22,2971269521,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971270295|259|2022-09-22 15:40:45,2022-09-22,2971270295,259,2022-09-22 15:40:45,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971277343|259|2022-09-22 15:41:05,2022-09-22,2971277343,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971277639|259|2022-09-22 15:41:05,2022-09-22,2971277639,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971292840|259|2022-09-22 15:41:05,2022-09-22,2971292840,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971306865|259|2022-09-22 15:41:05,2022-09-22,2971306865,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971309615|259|2022-09-22 15:41:05,2022-09-22,2971309615,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971312639|259|2022-09-22 15:41:05,2022-09-22,2971312639,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971318062|259|2022-09-22 15:41:05,2022-09-22,2971318062,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971325048|259|2022-09-22 15:41:05,2022-09-22,2971325048,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971330712|259|2022-09-22 15:41:05,2022-09-22,2971330712,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971332609|259|2022-09-22 15:41:05,2022-09-22,2971332609,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971334562|259|2022-09-22 15:41:05,2022-09-22,2971334562,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971340203|259|2022-09-22 15:41:05,2022-09-22,2971340203,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971349308|259|2022-09-22 15:41:05,2022-09-22,2971349308,259,2022-09-22 15:41:05,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971366497|259|2022-09-22 15:41:57,2022-09-22,2971366497,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971367561|259|2022-09-22 15:41:57,2022-09-22,2971367561,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971379026|259|2022-09-22 15:41:57,2022-09-22,2971379026,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971389512|259|2022-09-22 15:41:57,2022-09-22,2971389512,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971408670|259|2022-09-22 15:41:57,2022-09-22,2971408670,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971418686|259|2022-09-22 15:41:57,2022-09-22,2971418686,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971421528|259|2022-09-22 15:41:57,2022-09-22,2971421528,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971436579|259|2022-09-22 15:41:57,2022-09-22,2971436579,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971449198|259|2022-09-22 15:41:57,2022-09-22,2971449198,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971455703|259|2022-09-22 15:41:57,2022-09-22,2971455703,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971457716|259|2022-09-22 15:41:57,2022-09-22,2971457716,259,2022-09-22 15:41:57,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971465326|259|2022-09-22 15:43:29,2022-09-22,2971465326,259,2022-09-22 15:43:29,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971469433|259|2022-09-22 15:43:29,2022-09-22,2971469433,259,2022-09-22 15:43:29,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
2971473666|259|2022-09-22 15:43:29,2022-09-22,2971473666,259,2022-09-22 15:43:29,a168,risklist,ods_a168_risklist,2026-07-23 14:03:16
