bet_ip,n_member,n_lv3_chain,member_per_chain,n_orders,stake,game_pnl,net_pnl
113.185.81.112,20,8,2.5000000,259,7516.2281207660,-4723.2978931583,-4723.2978931583
103.199.69.106,20,8,2.5000000,360,34543.6340450644,-1151.5456914835,-1151.5456914835
113.185.55.22,20,8,2.5000000,264,30020.2710472831,-1128.5794473227,-1128.5794473227
49.49.225.133,35,14,2.5000000,977,28453.2519053889,-1597.2718610115,-1589.8219592054
113.185.78.192,25,10,2.5000000,385,33050.2886665819,1855.9947769720,1855.9947769720
113.185.72.171,20,8,2.5000000,258,22963.9030667576,-1872.3507795173,-1872.3507795173
113.185.46.10,20,8,2.5000000,308,11639.8126747875,-406.9231244558,-406.9231244558
113.185.75.12,20,8,2.5000000,334,50253.9172058708,-9890.2870713203,-9890.2870713203
103.199.70.30,20,8,2.5000000,211,8139.9417851116,-1087.9813675418,-1087.9813675418
42.113.201.107,25,10,2.5000000,285,12405.6622716926,3097.4181285046,3097.4181285046
113.185.42.74,25,10,2.5000000,423,35041.8502970574,2498.2756323617,2498.2756323617
113.185.78.252,20,8,2.5000000,353,29583.3304033111,-552.7903666603,-552.7903666603
113.185.47.121,25,10,2.5000000,348,25564.2369919817,272.4345598220,272.4345598220
49.49.225.136,30,12,2.5000000,1339,37770.6126728456,1042.1048764064,1045.6694433038
49.49.225.142,25,10,2.5000000,727,22158.2113186389,-412.7892916604,-386.5474496332
42.113.203.75,25,10,2.5000000,205,7730.6532444622,-588.4482943152,-588.4482943152
49.49.225.49,32,13,2.4615385,1256,40101.0226085735,-1834.2167761064,-1832.7926853763
117.20.154.52,32,13,2.4615385,2303,366363.6864363542,-73544.7384448280,-73305.5783721765
104.28.163.34,32,13,2.4615385,533,33995.4116013376,-511.0160067677,-349.4589866474
49.49.225.127,32,13,2.4615385,1902,39290.3038138622,-1525.2388304876,-1513.1480704539
49.49.225.231,32,13,2.4615385,1046,39361.6601658456,-923.1597184072,-918.9389594178
42.113.201.221,27,11,2.4545455,306,24531.1945079914,6179.8770309976,6179.8770309976
113.185.46.116,27,11,2.4545455,553,53682.9860165280,855.5603270548,855.5603270548
113.185.76.77,27,11,2.4545455,259,24515.2772091072,8455.4556978019,8455.4556978019
42.113.203.115,27,11,2.4545455,335,19742.5981867146,-5646.8011783265,-5646.8011783265
113.185.75.252,27,11,2.4545455,579,90067.3414235004,-2598.9595476571,-2537.6404441144
113.185.41.176,27,11,2.4545455,475,80798.0182443507,2060.5270202414,2060.5270202414
113.185.42.128,27,11,2.4545455,473,20914.2083446763,2774.2101969167,2774.2101969167
113.185.78.57,27,11,2.4545455,333,23484.8728987345,-45.0357045853,-45.0357045853
113.185.42.127,27,11,2.4545455,684,69379.5271828214,-15822.9376849279,-15822.9376849279
113.185.73.164,27,11,2.4545455,392,32684.9630834780,490.9892168565,490.9892168565
113.185.45.79,27,11,2.4545455,467,53843.7250090637,-7541.3410513738,-7541.3410513738
42.113.203.172,27,11,2.4545455,502,26977.8021852884,914.0949165760,914.0949165760
42.113.201.218,27,11,2.4545455,437,25404.6238141436,-4137.0016982363,-4137.0016982363
113.185.72.102,27,11,2.4545455,325,44198.7576938140,2095.8037146734,2095.8037146734
113.185.46.202,22,9,2.4444444,204,19299.4682237769,-875.6477793481,-875.6477793481
113.185.44.186,22,9,2.4444444,345,21743.8159986172,961.3383683535,961.3383683535
113.185.46.115,22,9,2.4444444,207,25445.8755724849,-1438.1180793317,-1438.1180793317
103.199.69.240,22,9,2.4444444,615,20893.6921047363,1747.2668752106,1747.2668752106
113.185.47.75,22,9,2.4444444,143,15797.9068454810,-883.4396631487,-883.4396631487
113.185.77.135,22,9,2.4444444,436,26373.0700678988,-1562.8764890017,-1561.0958406751
113.185.44.167,22,9,2.4444444,149,33425.2882002609,-3282.8232459544,-3282.8232459544
113.185.47.10,22,9,2.4444444,332,57086.7020426608,3595.8803468003,3595.8803468003
113.185.77.201,22,9,2.4444444,414,167442.2811785239,-7753.9259190443,-7753.9259190443
113.185.76.119,22,9,2.4444444,576,17689.6354894162,2518.2023755898,2518.2023755898
42.113.201.184,22,9,2.4444444,382,24874.6715622667,22.4605493962,22.4605493962
113.185.73.216,22,9,2.4444444,90,4402.5048917062,1302.1373340970,1302.1373340970
42.114.44.61,22,9,2.4444444,868,31590.0838252656,-1349.3081831389,-1349.3081831389
182.232.64.188,22,9,2.4444444,239,15267.9543243201,1705.2799886159,1705.2799886159
113.185.72.248,22,9,2.4444444,349,33819.3750224469,-3793.8087914129,-3793.8087914129
103.199.69.250,22,9,2.4444444,341,18873.0668904326,-2406.5523328443,-2406.5523328443
113.185.73.213,22,9,2.4444444,328,19753.9689190762,1157.6193061522,1157.6193061522
103.199.69.242,22,9,2.4444444,497,229132.8870545785,15902.2094318391,15902.2094318391
42.114.44.80,22,9,2.4444444,494,20391.6798252428,1225.6061342271,1225.6061342271
113.185.75.161,22,9,2.4444444,178,13208.2268380864,1662.9674168683,1662.9674168683
113.185.77.217,22,9,2.4444444,82,2896.1926819671,129.9988097949,129.9988097949
103.199.68.188,22,9,2.4444444,183,7769.5516739886,-1229.0931436040,-1229.0931436040
103.199.71.74,22,9,2.4444444,664,30794.6411436201,1534.7185204354,1534.7185204354
113.185.46.216,22,9,2.4444444,257,16772.3005839384,-1988.0638833780,-1988.0638833780
113.185.41.117,22,9,2.4444444,181,513456.3667307259,-61600.7408904609,-61600.7408904609
103.199.70.236,22,9,2.4444444,335,18197.8518971758,-821.7090371496,-821.7090371496
103.199.70.223,22,9,2.4444444,650,38107.2529409636,671.4889575148,671.4889575148
113.185.47.178,22,9,2.4444444,602,34929.0752313739,5095.3490684595,5095.3490684595
171.251.152.141,22,9,2.4444444,482,45923.2668061612,-1894.4240388574,-1894.4240388574
113.185.79.208,22,9,2.4444444,339,42838.9550548471,1783.2372576158,1783.2372576158
103.199.69.69,22,9,2.4444444,805,30000.7515606737,2135.7419439795,2135.7419439795
49.230.145.42,22,9,2.4444444,829,10509.4582058085,-453.7771125486,-413.9490800197
113.185.78.138,22,9,2.4444444,401,38270.0633700225,-10840.2374982440,-10840.2374982440
42.114.44.106,22,9,2.4444444,328,9659.8339406410,-1042.5854198461,-1042.5854198461
113.185.47.184,22,9,2.4444444,120,2233.4515516831,141.6343725159,141.6343725159
103.199.68.18,22,9,2.4444444,360,11787.8400190575,594.5439393952,594.5439393952
113.185.77.89,22,9,2.4444444,242,14518.8197851262,2427.7788919725,2427.7788919725
113.185.79.17,22,9,2.4444444,393,17024.6573315236,136.2217311786,136.2217311786
42.114.44.193,22,9,2.4444444,104,11466.9180211276,-3099.6075601120,-3099.6075601120
